Gene,frutose_1,frutose_2,frutose_3,seb_1,seb_2,seb_3
Afu5g02280,46,21,40,62,24,24
Afu5g11950,71,89,133,58,70,59
Afu3g03720,845,1551,1726,461,680,324
Afu4g12410,11,9,9,15,24,5
Afu3g14820,0,0,0,2,1,0
Afu3g11160,2126,864,1577,843,488,614
Afu3g13510,235,220,196,238,337,268
Afu1g15250,385,248,364,289,378,242
Afu2g02670,372,248,336,365,450,239
Afu3g15330,508,276,156,43,22,85
Afu5g00490,16,5,10,24,17,18
Afu5g10910,550,304,442,645,392,372
Afu5g08770,4098,5517,3265,1271,1771,903
Afu2g10620,2290,1559,2593,2051,1797,1316
Afu8g04780,434,267,607,296,165,200
Afu1g04830,79,23,45,223,378,126
Afu1g16890,1,0,2,1,3,1
Afu6g04270,376,355,260,297,217,236
Afu7g05090,0,4,2,17,20,11
Afu4g10330,771,493,592,527,516,468
Afu2g10950,112,53,91,83,121,69
Afu5g12800,353,287,251,476,550,447
Afu1g02660,2,2,5,11,4,17
Afu2g17475,148,113,177,349,92,162
Afu6g09400,230,98,177,52,94,38
Afu8g00890,98,72,84,131,59,173
Afu2g01230,34,22,51,38,50,34
Afu7g00960,0,0,0,0,0,1
Afu5g02130,136,78,73,34,31,52
Afu4g00290,116,46,208,256,337,170
Afu3g05600,2987,3072,1799,4465,5506,5737
Afu6g03940,1660,870,1525,1006,905,731
Afu6g00630,73,80,48,101,295,68
Afu5g07980,3332,2265,3682,6999,9937,4860
Afu3g14680,2257,1343,2525,694,345,418
Afu3g13030,719,649,480,743,954,693
Afu1g15380,387,249,288,551,657,326
Afu3g03940,694,327,717,486,138,638
Afu6g02810,96,61,34,93,86,115
Afu2g04530,4,0,0,4,3,0
Afu2g17810,38,44,23,59,31,30
Afu1g13120,293,168,356,192,257,267
Afu3g00790,5,6,11,2,1,3
Afu4g04720,648,463,441,659,682,671
Afu3g14890,8,3,2,3,3,1
Afu6g04650,347,217,254,384,265,264
Afu5g10550,7950,7086,6028,8301,10381,7249
Afu2g00730,35,22,37,56,94,27
Afu5g13510,879,744,462,794,787,792
Afu4g05950,941,823,657,842,862,974
Afu5g08890,193,219,93,1046,929,681
Afu1g13270,268,166,415,282,379,248
Afu2g14750,328,37,219,496,1202,560
Afu4g07467,0,1,0,1,1,1
Afu2g00860,38,27,20,5,10,6
Afu3g14700,27,36,28,8,12,9
Afu3g07140,134,98,163,313,234,166
Afu5g13392,1188,909,626,728,641,574
Afu3g01420,104,48,53,62,18,54
Afu3g03852,96,77,165,117,131,102
Afu3g07220,190,154,147,245,232,214
Afu7g06430,448,158,419,250,198,219
Afu6g11020,1107,514,1250,467,426,389
Afu6g06570,782,578,634,679,535,507
Afu1g04620,8719,7485,8850,16924,28047,18785
Afu2g17640,1,0,0,1,0,0
Afu7g01740,36,39,48,65,101,55
Afu7g05150,32,38,37,50,40,56
Afu3g11320,272,156,175,202,269,151
Afu2g17090,1,0,0,6,3,2
Afu3g14900,1588,1002,1692,1558,1711,1134
Afu8g05350,326,247,279,310,258,302
Afu8g01620,0,0,1,0,0,0
Afu1g13200,343,361,273,802,683,472
Afu1g13700,275,149,252,358,367,256
Afu1g17190,0,3,1,5,3,3
Afu6g02430,0,0,0,2,0,3
Afu3g00690,101,58,113,82,72,49
Afu3g12770,66,66,72,42,48,29
Afu4g03820,2159,1600,1396,2381,1868,1554
Afu8g07020,2,3,0,0,2,5
Afu3g08720,151,103,161,240,192,134
Afu1g05590,439,292,443,219,128,190
Afu1g03300,48,54,12,96,20,82
Afu2g15170,6319,4655,4521,8264,5623,5015
Afu1g03290,11,14,6,13,3,13
Afu1g14520,6,9,10,62,14,67
Afu4g14660,18,18,25,57,42,27
Afu2g02350,133,118,94,365,396,334
Afu2g08840,19,16,48,70,105,41
Afu2g07520,943,701,627,878,598,753
Afu6g00220,39,32,27,24,20,43
Afu3g12340,82,51,73,180,91,108
Afu5g13190,974,714,758,982,869,513
Afu6g02830,433,323,342,241,296,283
Afu5g11920,541,389,539,293,289,216
Afu1g11370,14,7,11,13,16,7
Afu2g05340,8284,6249,5548,3233,3251,2998
Afu5g03760,1545,2671,1268,2070,3042,1607
Afu4g07410,185,72,186,87,56,80
Afu5g09290,1124,480,1119,268,380,237
Afu2g09420,4,3,1,10,7,4
Afu1g03820,130,91,155,269,200,193
Afu1g13310,589,513,676,559,455,452
Afu1g14640,120,109,65,217,333,194
Afu1g15190,11,6,8,15,13,9
Afu5g01440,4082,2687,3252,2078,2105,2139
Afu1g06420,808,576,1082,679,738,431
Afu1g12065,450,333,281,562,502,709
Afu2g12230,305,277,258,358,413,354
Afu1g07070,663,628,550,1210,673,1056
Afu3g01872,61,42,125,85,108,53
Afu8g00240,350,509,496,31,34,20
Afu3g15310,1,0,6,2,0,0
Afu2g13380,358,193,210,610,525,523
Afu6g11540,6,4,18,18,14,10
Afu6g06990,329,222,281,741,980,511
Afu1g17340,1,0,0,2,3,2
Afu8g01200,0,0,0,3,0,0
Afu4g00700,13,5,7,21,33,17
Afu1g10310,1222,1225,960,2031,1720,1721
Afu6g08920,1470,1647,113,874,971,793
Afu6g01820,45,72,43,163,205,177
Afu5g09630,339,296,383,353,404,164
Afu4g06130,759,514,635,772,678,709
Afu2g06220,1126,798,883,1129,1142,952
Afu4g07030,2985,1811,5141,3457,4856,4200
Afu2g04320,122,39,122,80,143,52
Afu3g10560,20,11,16,22,34,25
Afu3g14080,25,8,12,22,5,12
Afu5g07340,6777,10394,4680,2612,6035,1342
Afu2g09900,226,172,265,323,279,254
Afu2g16810,186,160,192,340,349,230
Afu5g11250,169,92,70,60,111,41
Afu3g11580,87,58,87,270,234,221
Afu4g08920,539,334,347,251,192,199
Afu4g06460,64,53,109,246,342,123
Afu2g01310,312,123,272,130,149,120
Afu8g07100,2,0,0,8,16,6
Afu7g05850,27,21,35,78,57,45
Afu4g07360,11852,13241,6628,7784,8907,5468
Afu1g15280,80,62,87,112,129,85
Afu1g14670,257,171,226,317,304,227
Afu4g00500,3,0,0,2,3,0
Afu3g00480,2,1,3,2,1,4
Afu3g14100,161,116,149,285,339,212
Afu8g02780,1410,959,1008,628,796,482
Afu3g03030,200,134,469,3862,4512,4185
Afu8g01290,2,0,1,0,0,0
Afu6g13210,4130,2669,1559,2610,1613,1841
Afu3g08590,820,611,693,461,479,414
Afu1g02420,198,123,171,178,186,137
Afu4g02730,84,137,79,1519,4081,1548
Afu2g07900,3571,2398,3027,2025,2374,1466
Afu2g05430,440,301,221,342,300,309
Afu3g07380,44,7,25,120,102,111
Afu1g02050,343,190,293,301,346,234
Afu8g02740,176,149,134,187,177,177
Afu1g05655,223,143,249,259,282,208
Afu1tE(CUC)1,0,0,0,0,0,1
Afu2g10260,198,92,326,215,248,127
AfuMt00060,1,0,1,0,0,0
Afu8g02760,237,202,143,394,284,335
Afu1g12100,3,5,9,10,3,5
Afu6g00600,241,185,287,157,251,165
Afu5g13450,3680,2800,2446,2236,1360,2164
Afu1g12250,3953,4642,2711,3129,1438,4786
Afu2g02000,509,336,496,697,492,513
Afu1g09120,34,24,34,56,52,29
Afu2g03880,137,91,118,203,290,172
Afu8g06680,22,43,27,54,156,67
Afu8g06550,329,276,246,646,452,671
Afu6g04960,108,79,120,107,149,99
Afu6g12290,1399,692,1277,960,433,531
Afu4g14175,38,44,67,22,57,30
Afu4g06880,1562,299,529,3110,4175,2457
Afu5g10020,31,40,98,194,153,141
Afu4g09770,388,192,322,833,857,476
Afu5g08390,920,807,912,1267,1410,648
Afu5g04390,679,402,601,585,639,450
Afu2g14690,347,218,358,419,488,270
Afu4g05880,517,460,371,946,847,752
Afu6g12710,566,345,380,241,193,206
Afu1g03100,1069,1053,951,1322,1363,1480
Afu4g13050,665,554,317,8,45,16
Afu2g00410,36,12,21,10,10,8
Afu6g07900,1312,1159,830,2254,955,1582
Afu3g01530,65,44,136,163,266,123
Afu1g17360,558,187,494,172,71,143
Afu3g12800,884,745,786,802,872,674
Afu1g01550,95,276,116,164,113,90
Afu4g09710,2369,2912,2159,3647,2018,1764
Afu4g02840,698,1032,278,96,120,111
Afu3g10550,25,16,37,64,55,47
Afu8g07170,28,13,14,64,127,38
Afu5g01870,75,112,44,214,271,195
Afu8g06554,1476,1544,765,426,225,713
Afu1g04900,1273,1250,625,901,1081,957
Afu4g14640,162,328,115,701,279,639
Afu8g02160,1,0,0,2,4,2
Afu2g15580,1158,884,894,1159,750,845
Afu5g01510,1,3,0,83,17,68
Afu7g01200,18,2,18,66,122,55
Afu3g03660,6,6,1,8,3,3
Afu5g01780,362,272,388,456,500,319
Afu4g04510,21,19,19,48,28,33
Afu1g17310,129,49,171,1111,1166,735
Afu3g07120,1777,474,2777,2466,2400,1575
Afu8g07220,11,29,10,9,7,7
Afu4g11450,1265,803,1177,1368,1769,910
Afu2g04050,96,59,114,97,132,73
Afu3g00670,18,11,18,49,29,100
Afu2g05940,479,318,470,707,369,469
Afu2g02080,1813,1585,2654,5813,4584,4999
Afu1g09320,169,149,76,340,410,304
Afu1g08860,259,169,138,148,169,120
Afu8g00700,94,73,106,169,413,163
Afu2g09650,1406,1160,783,2503,1229,2352
Afu1g15870,579,570,386,1211,931,740
Afu7g02290,339,228,302,518,507,402
Afu5g08990,1838,1875,796,892,513,685
Afu5g13150,79,81,61,167,129,145
Afu7g01430,12270,4966,9576,572,169,1036
Afu2g04850,177,120,166,190,186,165
Afu6g02750,1909,1755,1073,1731,2136,2225
Afu1g14030,339,193,289,188,256,169
Afu3g11330,3398,2296,2471,2271,1630,1555
Afu3g00530,13,4,1,19,8,25
Afu2g02040,29,8,20,36,6,19
Afu2g16950,313,200,335,220,204,159
Afu4g13930,65,77,107,198,281,172
Afu2g02810,365,215,129,177,154,160
Afu6g12330,118,101,117,175,262,150
Afu5g12302,684,414,503,563,542,470
Afu6g07560,137,87,114,158,218,176
Afu5g04140,67,58,107,74,104,43
Afu6g06370,2576,2698,1751,2977,3271,2987
Afu2g01820,539,406,602,601,609,384
Afu8g06640,1,3,0,0,1,0
Afu8g02670,16,4,12,8,3,7
Afu5g09830,487,430,342,594,355,536
Afu2g10290,466,360,326,784,756,760
Afu4g04480,24,11,25,73,62,75
Afu2g08140,193,142,127,57,65,40
Afu3g06440,441,386,381,439,434,357
Afu6g07040,130,47,103,115,131,63
Afu3g05480,901,595,564,1037,928,826
Afu5g10150,2,3,3,4,8,5
Afu7g05000,39,30,29,72,28,38
Afu8g01970,0,3,1,534,70,389
Afu4g03030,227,135,207,310,266,231
Afu2g12340,7,0,3,9,16,10
Afu3g02720,12,4,3,1,4,4
Afu6g09110,117,55,76,223,166,158
Afu3g09950,203,128,116,191,181,134
Afu1g10140,142,38,252,75,140,68
Afu3g07660,6,3,2,3,3,5
Afu1g06410,416,311,251,509,408,306
Afu5g06110,313,141,276,357,249,223
Afu1g13210,526,496,261,190,120,123
Afu7g00280,268,384,200,46,8,32
Afu4g07390,594,411,477,421,531,421
Afu5g00810,41,16,44,34,43,55
Afu1g07370,4,3,3,2,3,5
Afu1g04990,951,645,881,1087,1384,865
Afu6g08250,150,92,108,158,186,118
Afu1g12910,492,326,755,379,443,252
Afu2g10610,1092,795,868,1227,1434,1011
Afu7g01670,483,310,477,381,213,270
Afu5g03050,305,216,337,443,526,406
Afu7g02050,2964,1683,2822,754,263,307
Afu4g13890,72,90,50,18,16,20
Afu4g03940,32,35,30,29,38,21
Afu3g07240,314,182,329,216,265,205
Afu6g02280,5801,9104,2515,2572,3736,2884
Afu2g02460,5,5,5,30,57,30
Afu5g06960,286,157,225,207,293,214
Afu1g13040,67,33,61,57,38,50
Afu2g03470,157,119,119,116,157,111
Afu6g09450,1909,2006,1402,1414,1269,972
Afu6g13230,811,603,606,414,451,412
Afu1g09750,61,15,71,23,4,47
Afu2g12040,17,13,12,9,9,7
Afu5g00660,2,0,2,0,0,0
Afu3g09070,81,49,73,243,265,237
Afu2g09380,4,1,5,54,1475,61
Afu1g03360,15,15,18,9,9,7
Afu4g10900,2,0,1,0,0,0
Afu2g07530,233,167,172,122,118,94
Afu1g06050,1087,763,1055,743,595,521
Afu7g08600,689,362,295,540,1103,546
Afu7g04110,609,426,436,273,421,256
Afu5g09310,1727,1235,2111,1019,1344,650
Afu4g08820,376,290,299,220,235,185
Afu3g12400,683,468,550,695,470,535
Afu4g06020,1295,1336,801,802,702,541
Afu1g08820,700,586,400,391,392,330
Afu2g16250,267,163,196,127,154,106
Afu2g00656,4,9,4,0,0,0
Afu1g15520,348,355,480,277,96,411
Afu2g03430,77,43,97,104,118,63
Afu2g05640,313,217,132,110,80,112
Afu1g09450,336,267,217,518,487,411
Afu6g08240,226,230,158,636,814,439
Afu8g04900,459,383,328,457,602,365
Afu7g04290,8416,9362,5698,3605,3489,4302
Afu6g07690,307,221,261,369,358,288
Afu8g07060,3,0,2,44,82,24
Afu5g04300,253,138,135,523,385,359
Afu2g05380,608,591,449,670,566,477
Afu2g11580,9,21,14,18,21,28
Afu6g07360,227,203,179,335,313,351
Afu6g03540,5093,5732,6451,3600,1685,3893
Afu6g03340,164,120,216,105,123,126
Afu1g10050,1346,957,1324,1146,1367,737
Afu7g05330,199,197,203,630,499,346
Afu1g07230,106,38,43,58,122,77
Afu1g14770,231,193,139,572,452,459
Afu1g02710,379,249,433,472,348,392
Afu4g08080,433,234,384,329,293,249
Afu8tR(CCU)2,0,1,0,0,0,0
Afu7g06450,0,0,0,1,0,0
Afu6g09670,0,0,1,1,0,2
Afu4g08634,2,0,6,6,8,10
Afu6g09730,5,2,0,8,11,11
Afu8g05080,1,0,4,3,0,1
Afu5g10120,312,285,447,497,786,226
Afu1g16760,36,27,29,107,179,134
Afu1g12190,62,64,59,69,46,44
Afu4g00530,84,106,40,378,104,212
Afu1g02190,1759,1254,1775,1860,1815,1744
Afu2g05900,152,75,75,159,124,134
Afu4g03860,1725,1583,1367,3159,3354,2428
Afu5g01450,544,1143,353,241,306,221
Afu1g15760,514,338,414,666,704,453
Afu1g03440,369,249,393,326,238,260
Afu2g05680,149,139,165,220,195,184
Afu7g01780,18,25,6,4,0,4
Afu8g05470,94,57,28,78,50,50
Afu1g06730,47,29,62,63,50,49
Afu7g01210,32,24,24,122,124,101
Afu1g00200,0,2,0,0,0,0
Afu2g13120,158,117,161,338,511,314
Afu4g07700,3004,2177,2991,2563,2822,1543
Afu1g09270,157,47,79,335,324,243
Afu3g10255,198,117,127,91,101,80
Afu6g09370,144,136,99,70,132,77
Afu6g03110,113,80,105,166,149,96
Afu2g15800,3654,3571,3585,4212,3423,3741
Afu7g00170,19,12,13,3,0,3
Afu1g10200,343,240,302,351,427,292
Afu1g09050,336,298,297,146,132,115
Afu3g07650,121,60,85,167,178,121
Afu1g10340,1588,870,1253,1044,761,1038
Afu4g08720,1086,872,1112,719,517,522
Afu8g06390,54,52,44,20,19,15
Afu2g05290,1,4,2,12,7,7
Afu3g08630,742,839,537,645,1380,554
Afu2g15560,686,452,496,432,355,443
Afu8g00140,124,79,50,143,251,92
Afu1g14490,412,352,454,591,601,389
Afu1g01300,5,13,17,57,69,71
Afu4g00410,4,3,3,9,22,5
Afu1g05530,250,186,204,196,175,114
Afu8g05950,27,48,34,288,139,277
Afu7g04180,707,263,2063,408,175,259
Afu4g14190,634,525,620,362,481,244
Afu8g05140,1629,1500,471,896,564,1227
Afu3g13830,1048,659,731,535,393,376
Afu2g09560,196,142,212,195,286,159
Afu4g12690,90,63,80,87,124,75
Afu6g07750,141,150,352,178,319,139
Afu2g10160,439,255,530,294,335,247
Afu8g04550,119,91,182,91,57,76
Afu2g10280,723,394,909,486,482,365
Afu5g14000,696,337,468,308,211,345
Afu3g07460,152,113,202,61,72,64
Afu8g04370,4479,4588,5965,3154,2931,3163
Afu2g13430,5387,4635,2700,4287,4692,3286
Afu2g05800,277,229,218,242,263,188
Afu5g03720,289,271,274,421,395,310
Afu6g07460,176,115,148,196,184,96
Afu8g01780,199,22,89,444,531,482
Afu2g15880,1062,697,845,1130,921,717
Afu2g13512,935,579,840,625,573,572
Afu2g04200,2476,792,4283,2857,804,2659
Afu2g17560,171,12,63,504,882,435
Afu1g13640,4,2,9,4,10,2
Afu2g02590,1289,850,888,813,1011,515
Afu5g11380,2199,1443,1664,977,1556,1025
Afu4g11602,299,147,249,374,425,220
Afu1g17460,499,345,691,718,361,233
Afu4g12140,103,76,86,185,127,160
Afu1g09570,134,101,144,409,221,254
Afu3g09670,3955,2263,9097,3298,3489,1719
Afu4g09800,224,138,187,370,298,226
Afu3g08380,3314,3144,2010,1529,2202,1268
Afu7g06240,6,7,7,13,3,6
Afu2g02710,383,367,267,641,869,693
Afu4g07020,670,690,441,398,263,394
Afu6g04690,42,88,69,155,190,140
Afu2g03080,884,847,703,1238,1802,690
Afu4g01590,13,4,11,3,3,2
Afu6g07520,1730,1057,1971,738,572,562
Afu5g07940,54,27,26,131,191,121
Afu3g10530,5202,7310,2396,1480,1288,1012
Afu6g14120,22242,21852,27918,7294,7962,7693
Afu5g08210,198,113,136,138,207,119
Afu8g01210,2,2,2,113,156,87
Afu5g12640,361,222,309,444,398,269
Afu4g12240,129,93,119,85,85,73
Afu4g09750,345,305,245,561,692,567
Afu3g02710,9,10,3,1,7,5
Afu2g11500,203,204,193,568,551,535
Afu4g14150,3,1,3,3,6,4
Afu4g09440,45,40,34,5,23,0
Afu2g17370,1,2,1,6,2,2
Afu4g08690,31,4,25,28,32,30
Afu4g10860,588,484,393,701,716,480
Afu1g11140,282,148,210,169,88,147
Afu5g11150,155,125,167,173,172,98
Afu5g07020,1687,1436,1263,2994,2687,2722
Afu5g12970,4,7,10,7,11,12
Afu2g02500,111,53,101,64,157,83
Afu1g02800,535,389,670,1166,1471,1109
Afu4g06320,488,316,276,240,495,237
Afu4g09150,750,526,586,1087,932,814
Afu2g08730,29,23,40,59,67,42
Afu5g04030,379,343,269,382,563,467
Afu4g09910,980,599,582,943,802,648
Afu4g00770,41,40,81,575,1090,649
Afu1g01180,0,2,1,8,2,3
Afu2g05990,1653,1489,842,1123,673,923
Afu8g07040,0,0,0,1,0,1
Afu7g01760,0,0,0,2,0,0
Afu6g12180,5010,1405,5377,912,72,1021
Afu1g06790,1195,977,903,1390,2088,1054
Afu3g00340,1132,397,1045,451,469,368
Afu7g03650,894,754,810,633,616,568
Afu1g05745,274,133,210,147,143,191
Afu4g03830,2402,2510,1291,752,525,726
Afu4g00180,1,2,2,7,2,4
Afu1g12640,249,269,393,287,401,196
Afu3g13910,573,557,478,567,700,666
Afu3g08500,625,392,809,754,900,492
Afu8g05490,737,562,588,444,490,451
Afu5g14990,165,92,124,45,53,59
Afu1g10670,830,556,831,495,478,388
Afu4g06775,22,17,12,28,9,32
Afu6g06600,57,57,78,76,45,77
Afu2g12940,193,155,204,188,294,149
Afu3g06320,40,40,19,124,106,154
Afu3g14830,108,65,105,95,113,56
Afu6g10610,1047,791,791,701,403,746
Afu7g00410,69,82,18,104,53,81
Afu5g09360,734,482,635,722,668,637
Afu2g10590,1374,927,1194,1235,1329,1028
Afu2g13690,1373,1016,767,586,599,386
Afu5g02390,9,10,12,16,47,17
Afu8g05100,385,347,362,522,540,401
Afu8g01960,34,18,36,47,89,42
Afu3g07630,25,8,24,10,18,14
Afu4g10990,594,431,582,330,268,212
Afu2g17080,761,617,730,483,645,467
Afu3g07860,1433,2130,1129,1481,1376,620
Afu2g01190,315,375,450,505,242,379
Afu3g06350,66,53,45,89,52,39
Afu4g03120,2405,2329,1682,1734,280,2109
Afu3g08750,1174,912,1023,805,876,558
Afu5g03070,77,46,57,43,64,29
Afu3g11010,68,85,36,38,20,26
Afu3g01060,61,36,110,32,42,15
Afu8g00940,15391,17052,7782,3424,5163,2536
Afu2g14460,263,230,261,119,218,109
Afu1g08980,576,438,473,655,557,573
Afu5g06940,35,25,79,32,5,15
Afu2g04560,168,118,148,164,291,159
Afu2g10330,444,299,441,528,387,364
Afu5g09810,59,42,149,101,117,90
Afu8g07310,2,1,2,29,232,63
Afu5g12110,325,314,303,564,488,401
Afu1g10240,1,0,2,1,0,0
Afu2g14970,2370,2133,1440,944,1123,923
Afu1g12260,418,277,356,759,884,663
Afu2g06280,387,266,292,393,394,354
Afu5g09480,1058,673,1150,702,693,580
Afu1g11450,797,570,802,939,1251,460
Afu4g11780,10,3,8,67,74,36
Afu4g12770,166,111,147,120,85,69
Afu5g02900,128,79,110,113,99,61
Afu2g02440,1091,960,1030,2687,1706,2836
Afu5g06640,1,0,0,0,0,0
Afu5g01140,16,8,12,32,18,27
Afu7g01580,340,178,192,81,76,56
Afu5g02030,358,222,273,339,378,288
Afu3g08265,308,298,221,270,335,302
Afu7g02280,247,190,206,382,375,348
Afu7g06090,128,166,228,440,309,396
Afu1g15220,216,150,156,132,160,136
Afu1g06330,2206,1986,1854,1920,2153,1099
Afu2g14260,358,258,320,409,508,384
Afu4g00160,6,3,5,18,24,18
Afu7g03720,309,196,217,325,228,242
Afu5g03220,169,106,164,230,293,204
Afu2g10960,1090,694,997,799,1075,748
Afu4g09010,978,825,970,940,1113,662
Afu2g15860,608,540,381,114,95,105
Afu6g03040,230,216,182,386,251,193
Afu3g05730,519,520,718,484,667,394
Afu4g10800,2981,3151,1609,5991,7283,6861
Afu3g06810,32,22,16,28,22,25
Afu4g03321,26,18,19,20,30,35
Afu4tI(UAU)1,1,2,1,4,1,4
Afu7g04050,46,28,56,64,64,41
Afu8g03960,124,108,90,81,106,92
Afu3g06390,256,153,180,232,201,183
Afu8g06270,205,128,149,145,188,160
Afu2g00100,2499,1388,2781,1512,692,1190
Afu3g14270,151,92,179,106,55,99
Afu3g00220,60,37,55,39,24,25
Afu5g00870,157,86,90,13,6,14
Afu2g01980,133,146,88,290,386,218
Afu2g10550,2191,2869,1442,2827,1995,2219
Afu5g12460,465,147,454,91,220,67
Afu2g15820,680,518,610,471,421,401
Afu7g03850,217,200,180,223,161,222
Afu5g02320,2484,911,2575,470,117,666
Afu7g05085,8,7,8,13,27,10
Afu6g08530,768,463,603,701,502,543
Afu5g02750,1499,1366,744,908,923,1025
Afu5g09080,294,160,255,273,304,178
Afu3g13760,227,171,323,208,96,156
Afu4g13872,11,23,26,99,80,76
U1-2,55,52,30,5,3,13
Afu5g02690,329,213,325,373,357,305
Afu7g05820,164,170,127,322,268,241
Afu4g03040,64,50,42,114,145,132
Afu2g16860,74,84,56,300,120,169
Afu5g09040,31,20,34,38,39,30
Afu5g00460,0,0,1,2,2,2
Afu4g03740,779,583,511,448,563,338
Afu2g04810,3,0,1,7,2,2
Afu6g13130,375,209,239,395,326,309
Afu1g00610,0,0,0,0,1,0
Afu3g15230,21,21,22,34,30,37
Afu6g03510,2403,867,3798,1187,5126,667
Afu1g08790,3315,2311,2509,1888,2183,1427
Afu2g12160,375,259,320,348,281,199
Afu4g11467,143,93,115,119,160,120
Afu1g15540,51,64,36,21,5,13
Afu1g12240,70,65,503,371,663,237
Afu2g06300,201,180,156,152,116,112
Afu7g00970,21,23,26,205,295,204
Afu2g10750,4752,5751,3361,8029,7724,8881
Afu6g10540,67,56,69,92,95,76
Afu6g09000,481,286,479,540,547,284
Afu4g00970,358,172,515,266,355,209
Afu3g02760,36,19,49,27,41,31
Afu2g16840,563,450,524,832,722,599
Afu2g08300,76,63,52,160,273,143
Afu7g05530,216,119,240,366,314,236
Afu5g03210,93,81,64,28,41,26
Afu3g05970,606,483,466,1021,1004,927
Afu6g09210,329,159,240,244,167,236
Afu3g09190,3,3,0,5,7,5
Afu3g07580,1,0,1,1,2,0
Afu4g14790,649,136,507,163,279,162
Afu8g07290,0,0,0,1,0,0
Afu5g09540,72,72,42,173,234,111
Afu8g07360,148,90,151,164,266,133
Afu8g01640,0,0,0,0,3,1
Afu4g02780,86,175,57,311,1051,386
Afu1g17430,5,6,1,0,0,1
Afu1g14750,1008,786,915,1414,1254,1018
Afu1g15070,579,351,623,357,299,317
Afu6g02120,914,727,532,1308,1155,877
Afu8g07235,179,135,97,112,113,138
Afu6g13100,143,96,148,259,253,245
Afu4g04290,170,83,116,134,188,78
Afu5g06210,1280,1158,509,983,844,625
Afu2g07950,556,380,465,525,515,350
Afu8g02200,365,447,176,24,2,80
Afu4g12320,113,63,160,152,131,129
Afu2g07890,8,2,3,13,11,17
Afu6g12350,511,323,274,755,527,401
Afu2g01510,134,76,122,107,104,78
Afu2g00260,41,19,54,37,56,30
Afu1g10910,4394,3999,3281,4851,6041,4413
Afu2g07820,78,43,121,93,106,62
Afu4g10380,207,174,216,586,542,331
Afu2g10700,30,19,28,51,23,20
Afu5g11550,104,102,84,210,299,154
Afu2g16790,120,91,102,181,182,157
Afu1g06170,3132,2563,2580,1634,2003,1515
Afu2g07930,83,42,40,31,53,36
Afu3g01430,590,409,437,224,153,291
Afu3tP(AGG)3,0,0,0,0,0,1
Afu6g06520,1279,763,1702,764,999,471
Afu6g13530,298,234,222,299,380,307
Afu7g05640,64,78,48,68,76,76
Afu1g06370,250,199,164,203,219,205
Afu1g05500,1407,1386,792,2432,3038,3261
Afu8g02510,35,19,93,158,216,116
Afu7g06770,4905,2145,6294,648,47,858
Afu4g10190,3164,1431,3868,1144,1765,773
Afu4g08350,223,181,291,303,348,273
Afu2g05140,184,161,236,251,279,152
Afu7g05650,857,575,732,572,439,619
Afu1g06890,192,130,157,377,396,267
Afu3g03000,68,41,55,52,90,46
Afu5g05670,424,225,300,251,194,166
Afu1g15310,199,178,128,264,399,230
Afu1g12390,501,406,436,1697,1025,1553
Afu3g03630,196,227,137,60,32,42
Afu3g03990,36,22,28,21,10,34
Afu2g13030,155,112,136,201,226,110
Afu3g13460,549,336,508,555,314,469
Afu2g11840,2279,1831,2211,1759,1946,1008
Afu5g11630,493,387,249,722,370,651
Afu6g08160,76,49,70,89,128,64
Afu5g09170,129,67,105,130,148,112
Afu2g04170,3815,4602,5328,9004,9886,6098
Afu6g02390,173,101,188,214,224,196
Afu8g05780,23,33,8,4,4,4
Afu3g13120,14,24,15,30,22,34
Afu2g10470,254,108,229,112,110,91
Afu4g07380,174,124,194,236,340,160
Afu3g14090,1514,2149,579,392,282,395
Afu4g10120,548,549,660,513,467,325
Afu1g02040,324,129,372,98,46,84
Afu3g10220,885,708,1077,459,742,385
Afu2g09920,2,1,3,1,1,0
Afu2g04800,94,80,62,177,231,210
Afu8g02120,680,501,407,398,309,272
Afu5g02910,311,393,145,1638,1629,1826
Afu5g01900,876,731,994,635,611,365
Afu6g11330,104,49,59,116,138,95
Afu3g14610,105,129,59,142,299,103
Afu3g14640,56,65,30,6,5,12
Afu1g01650,27,19,27,16,21,19
Afu2g12420,424,297,301,417,413,319
Afu6g05150,1867,1460,2422,2408,2738,1860
Afu4g11410,280,221,185,525,574,352
Afu4g09760,70,35,43,78,107,57
Afu1g12950,464,337,306,337,341,248
Afu7g00090,1,0,0,0,0,0
Afu6g02315,4,4,5,7,15,1
Afu4g00670,707,132,865,87,100,70
Afu2g10730,468,330,217,392,550,394
Afu2g06205,192,125,165,189,170,169
Afu1g05080,1971,2115,778,3534,3829,3397
Afu6g04550,89,68,105,177,199,153
Afu4g03540,16,20,20,16,7,21
Afu1g03110,3089,2262,1204,2152,2430,3035
Afu7g00310,0,0,1,0,0,0
Afu3g08420,643,581,584,417,383,475
Afu3g07230,418,285,350,512,334,574
Afu5g14680,10580,11369,1010,648,33,1077
Afu5g08235,1119,873,837,521,318,555
Afu3g09090,168,96,132,234,202,198
