,Af_0min+O2-A1,Af_15min-O2-A2,Af_30min-O2-A3,Af_15min+O2-A4,Af_0min+O2-B1,Af_15min-O2-B2,Af_30min-O2-B3,Af_15min+O2-B4,Af_0min+O2-C1,Af_15min-O2-C2,Af_30min-O2-C3,Af_15min+O2-C4
CADAFUBG00008921,149,60,135,51,311,226,155,252,117,78,188,69
CADAFUBG00008922,0,1,4,4,5,3,4,9,1,1,2,3
CADAFUBG00008923,22,12,27,36,63,19,19,96,26,14,27,15
CADAFUBG00008924,3,0,1,2,8,1,5,9,2,1,4,0
CADAFUBG00008925,22,12,14,29,38,4,16,122,21,20,22,24
CADAFUBG00008926,2659,1499,2716,1344,4755,2873,3180,6045,2152,2459,3290,1273
CADAFUBG00008927,186,206,221,105,440,927,212,438,238,621,288,105
CADAFUBG00008928,793,687,1195,587,1814,1561,1024,2535,701,1271,950,377
CADAFUBG00008929,923,702,1931,316,1644,2052,1968,1249,763,755,1533,372
CADAFUBG00008930,46,50,124,60,106,156,125,199,67,63,101,68
CADAFUBG00008931,2,0,2,0,1,0,2,6,1,2,7,0
CADAFUBG00008932,824,600,1458,562,1564,950,1231,2026,670,717,1155,384
CADAFUBG00008933,2528,2143,3824,1519,4129,4553,3936,4440,2702,2455,3624,1673
CADAFUBG00008934,1170,853,2032,664,1899,1500,1937,1871,886,786,1398,608
CADAFUBG00008935,597,471,1007,421,1204,1169,1095,1677,482,496,843,254
CADAFUBG00008936,137,63,216,100,253,87,242,390,167,90,207,202
CADAFUBG00008937,553,454,1577,236,1006,1785,1582,968,431,566,1246,157
CADAFUBG00008938,999,1153,714,720,2367,4354,671,2575,866,2019,939,413
CADAFUBG00008939,525,1601,788,387,1202,4309,616,1562,505,2426,679,271
CADAFUBG00008940,274,58,428,199,553,129,444,955,231,80,369,231
CADAFUBG00008941,1002,940,3773,914,1432,933,3312,4176,616,406,1840,633
CADAFUBG00008942,136,381,677,89,271,286,733,358,134,404,744,69
CADAFUBG00008943,96,198,295,53,180,153,352,167,131,238,353,67
CADAFUBG00008944,515,793,1440,223,907,1116,1734,899,549,836,1596,298
CADAFUBG00008945,30,27,45,16,46,115,31,55,25,54,38,20
CADAFUBG00008946,285,113,224,224,530,243,216,821,397,304,299,267
CADAFUBG00008947,253,74,273,157,495,314,275,645,343,217,418,237
CADAFUBG00008948,882,565,2099,736,1744,1351,1876,3015,1002,792,1671,683
CADAFUBG00008949,649,185,409,587,1011,204,286,1828,264,128,238,290
CADAFUBG00008950,447,146,317,273,520,214,214,788,189,115,150,162
CADAFUBG00008951,50,23,61,34,75,56,76,113,45,22,48,30
CADAFUBG00008952,135,79,167,79,207,176,165,209,115,102,162,68
CADAFUBG00008953,5,1,3,3,7,5,2,13,3,1,2,9
CADAFUBG00008954,3,64,26,5,6,321,14,14,5,106,31,5
CADAFUBG00008955,908,69,361,991,1971,276,420,3356,648,222,646,435
CADAFUBG00008956,429,177,430,482,873,495,582,1794,602,300,528,605
CADAFUBG00008957,133,31,66,979,228,87,92,3721,172,77,127,1168
CADAFUBG00008958,19,7,13,27,29,6,17,74,17,6,31,19
CADAFUBG00008959,17,6,6,21,7,7,13,65,7,3,15,15
CADAFUBG00008960,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00008961,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00008962,0,0,0,0,0,0,0,0,0,0,0,1
CADAFUBG00008963,1,1,0,0,0,3,1,2,0,2,3,1
CADAFUBG00008964,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00008965,0,0,1,0,0,2,1,1,0,1,3,0
CADAFUBG00008966,63,11,37,132,114,67,45,330,37,21,43,103
CADAFUBG00008967,22,21,96,38,37,42,30,89,6,13,30,10
CADAFUBG00008968,14,3,12,8,22,15,17,35,14,6,23,17
CADAFUBG00008969,77,45,78,72,138,122,80,247,71,53,92,32
CADAFUBG00008970,68,230,179,63,144,626,115,215,80,369,123,43
CADAFUBG00008971,33,160,161,44,93,552,113,148,48,217,96,39
CADAFUBG00008972,694,292,575,534,1251,1068,613,2579,530,423,502,428
CADAFUBG00008973,465,312,602,284,789,737,628,1002,405,466,531,192
CADAFUBG00008974,74,60,94,81,103,120,98,175,76,86,72,47
CADAFUBG00008975,21,13,53,40,39,23,36,88,28,18,60,22
CADAFUBG00008976,3,2,7,1,2,1,10,3,4,5,10,0
CADAFUBG00008977,2,0,7,1,4,0,7,3,2,4,7,0
CADAFUBG00008978,174,3234,11986,454,313,6784,11497,2479,428,1566,6773,354
CADAFUBG00008979,6,26,143,11,8,29,148,42,5,9,75,14
CADAFUBG00008980,6,5,39,4,4,5,44,38,3,2,27,11
CADAFUBG00008981,3,1,1,3,3,8,4,24,7,3,4,2
CADAFUBG00008982,2,1,6,0,1,4,4,11,7,4,2,4
CADAFUBG00008983,0,0,0,0,1,4,1,0,1,7,4,0
CADAFUBG00008984,14,11,8,0,160,102,26,28,199,129,74,27
CADAFUBG00008985,156,61,86,30,963,623,417,600,694,456,666,289
CADAFUBG00008986,1,1,2,0,3,2,2,7,0,1,0,0
CADAFUBG00008987,66,25,62,63,122,79,68,188,49,31,63,45
CADAFUBG00008988,0,1,1,0,2,0,1,5,0,1,3,0
CADAFUBG00008989,0,0,0,0,1,0,1,1,0,0,0,0
CADAFUBG00008990,2,3,1,3,19,22,9,73,3,3,9,19
CADAFUBG00008991,0,0,4,0,4,1,2,1,1,0,0,1
CADAFUBG00008992,1,1,4,3,7,2,3,9,3,2,6,1
CADAFUBG00008993,4081,581,1853,5361,9420,1999,2037,17435,4229,1675,3815,3112
CADAFUBG00008994,3399,1320,3064,2233,6214,3346,3842,7759,2873,2234,5028,1427
CADAFUBG00008995,42,157,187,34,78,251,214,91,69,182,183,69
CADAFUBG00008996,2176,1013,2453,1437,5110,5434,4050,6683,1546,1250,2424,989
CADAFUBG00008997,889,601,1549,482,1500,1161,1287,2257,701,691,1167,427
CADAFUBG00008998,2794,1014,2132,3319,6285,2692,2900,11124,3033,1782,3292,2059
CADAFUBG00008999,309,108,407,146,470,325,373,741,184,113,272,134
CADAFUBG00009000,147,36,125,198,318,180,143,688,153,90,178,124
CADAFUBG00009001,21216,9637,7945,17865,37257,23946,10646,52316,20601,12888,12441,13191
CADAFUBG00009002,2724,824,2493,1989,4613,1604,1852,7163,994,528,1059,1076
CADAFUBG00009003,2133,608,1849,1742,3868,1630,2128,6416,1617,869,2171,1088
CADAFUBG00009004,270,88,299,262,413,348,320,779,212,111,287,173
CADAFUBG00009005,1401,564,1525,629,2406,1406,1670,2270,1266,858,1499,665
CADAFUBG00009006,4711,5225,7335,3015,8199,7060,6783,9999,3519,5126,6256,1893
CADAFUBG00009007,2259,949,1805,1650,3601,2461,2061,5000,1936,1304,2141,1133
CADAFUBG00009008,8017,4649,8930,5085,13376,6925,9239,17653,6842,5638,9836,4492
CADAFUBG00009009,2146,1241,2836,996,3609,2080,3086,3831,1766,1492,2421,872
CADAFUBG00009010,944,313,1179,554,1716,661,1406,2316,646,365,1188,305
CADAFUBG00009011,1902,1102,2704,951,3053,2376,2439,3428,1278,1127,1795,757
CADAFUBG00009012,320,182,259,340,533,600,251,750,240,230,274,146
CADAFUBG00009013,2264,1305,3116,1962,4087,3187,3325,7523,1423,1501,2571,817
CADAFUBG00009014,1208,644,1882,856,2203,1269,1784,3090,897,899,1759,551
CADAFUBG00009015,859,367,682,964,1621,907,763,3245,728,566,815,590
CADAFUBG00009016,13074,9035,13465,13019,25407,14077,13312,41419,11174,8864,12470,8360
CADAFUBG00009017,2172,153,1006,2505,4588,625,1107,8938,1728,405,1729,1210
CADAFUBG00009018,4229,2731,6615,2457,7381,8286,6845,9564,3803,3739,6394,2196
CADAFUBG00009019,728,277,493,703,1248,761,544,2405,677,508,536,498
CADAFUBG00009020,27,179,345,28,76,215,131,86,42,83,113,17
CADAFUBG00009021,22,35,75,32,53,78,54,83,18,27,34,10
CADAFUBG00009022,2448,947,2635,1502,4405,2077,2939,5954,1766,1169,2869,982
CADAFUBG00009023,178,15,113,196,502,76,142,762,192,61,244,94
CADAFUBG00009024,602,290,749,361,1031,766,793,1269,451,389,722,258
CADAFUBG00009025,1105,374,1027,735,2055,415,1013,2637,870,504,1117,444
CADAFUBG00009026,38,9,23,68,68,35,53,325,89,33,87,135
CADAFUBG00009027,55,28,71,29,72,111,83,136,39,37,49,26
CADAFUBG00009028,56,43,89,44,91,147,103,124,48,37,65,31
CADAFUBG00009029,302,6539,4247,100,673,5620,4284,432,757,5458,4244,211
CADAFUBG00009030,348,542,704,151,592,1446,845,563,324,674,801,172
CADAFUBG00009031,1107,200,834,963,2037,541,950,3410,971,407,1210,819
CADAFUBG00009032,23,12,51,32,38,37,39,69,20,20,20,21
CADAFUBG00009033,684,272,629,497,1081,582,592,1884,466,399,603,343
CADAFUBG00009034,451,89,225,414,692,287,292,1344,328,173,314,224
CADAFUBG00009035,274,54,144,167,369,265,154,507,166,103,166,134
CADAFUBG00009036,1513,784,2551,716,2715,1709,2341,2424,1106,779,1748,686
CADAFUBG00009037,39980,14711,20952,59230,79676,32587,25807,183386,39263,24075,35524,35908
CADAFUBG00009038,3768,672,2841,3176,7349,1820,2882,9719,3224,1224,3309,1867
CADAFUBG00009039,1425,786,1351,798,2290,1651,1373,2283,1368,849,1335,838
CADAFUBG00009040,1593,697,1761,931,2646,688,1804,3882,1232,970,1708,701
CADAFUBG00009041,361,125,292,192,539,224,398,887,250,205,410,148
CADAFUBG00009042,11921,5725,12283,7735,19661,12453,13524,26746,9254,6848,12899,5281
CADAFUBG00009043,535,6047,5617,176,971,12054,5629,690,760,5357,4032,243
CADAFUBG00009044,707,250,533,315,1010,838,606,994,408,333,544,195
CADAFUBG00009045,11450,7330,11261,8148,21122,15584,12747,29734,9931,8181,11365,5921
CADAFUBG00009046,345,1026,840,275,700,2876,618,1225,804,2853,1337,562
CADAFUBG00009047,15,14,23,16,19,24,19,30,18,20,24,12
CADAFUBG00009048,1050,778,2524,588,1618,1053,2107,2225,828,853,1664,512
CADAFUBG00009049,356,156,573,175,528,284,457,549,263,214,424,139
CADAFUBG00009050,1735,846,2091,1010,2916,1788,2039,3442,1411,1268,2335,782
CADAFUBG00009051,697,1295,1549,469,1367,2005,1801,1252,857,1390,1699,414
CADAFUBG00009052,1132,235,260,1629,2044,593,329,5436,847,358,470,805
CADAFUBG00009053,449,137,330,415,966,273,295,1102,485,193,346,327
CADAFUBG00009054,34,8,31,33,35,26,30,102,29,12,38,21
CADAFUBG00009055,9,1,35,15,33,18,34,65,20,6,33,15
CADAFUBG00009056,16,14,21,13,23,14,21,36,18,7,24,11
CADAFUBG00009057,403,78,481,352,955,254,515,1119,376,173,582,266
CADAFUBG00009058,2473,1982,4624,1451,4166,5655,4765,4561,2617,2552,4334,1494
CADAFUBG00009059,199,276,376,161,294,993,365,558,200,409,291,131
CADAFUBG00009060,327,367,491,249,593,1482,469,755,282,695,480,161
CADAFUBG00009061,282,688,846,175,505,3277,687,652,283,1188,672,137
CADAFUBG00009062,1479,3036,3383,807,2423,7087,3434,2888,1521,3692,2599,856
CADAFUBG00009063,14973,17355,97682,5743,28604,39444,79799,20103,11562,16788,55319,4392
CADAFUBG00009064,2121,1024,3729,1116,3620,1824,3658,5305,1660,1137,3091,1071
CADAFUBG00009065,370,207,589,222,657,564,565,616,316,180,383,159
CADAFUBG00009066,2299,1321,2994,1218,4058,4447,3053,4398,1743,1310,2250,1027
CADAFUBG00009067,1039,885,2425,616,2014,1677,2431,2734,831,858,1884,507
CADAFUBG00009068,2488,860,2781,1717,4200,1396,2767,5941,1826,1221,2602,1171
CADAFUBG00009069,1203,404,1062,751,2239,1053,1183,2355,899,488,1062,432
CADAFUBG00009070,827,240,895,490,1447,1229,970,1525,517,373,835,321
CADAFUBG00009071,109,135,205,94,171,138,224,230,108,80,162,75
CADAFUBG00009072,779,334,1632,459,1326,1732,1817,1733,540,501,1598,256
CADAFUBG00009073,2161,554,1758,1705,3684,1175,2056,6196,1684,960,2211,961
CADAFUBG00009074,290,74,418,110,534,197,454,381,494,306,581,57
CADAFUBG00009075,452,272,512,251,682,621,517,727,385,207,393,122
CADAFUBG00009076,575,503,1621,280,814,637,1518,1121,423,361,988,345
CADAFUBG00009077,2,7,10,4,1,9,16,14,4,2,9,3
CADAFUBG00009078,4483,2838,12095,1806,6321,2483,13492,8164,3034,1585,7973,2221
CADAFUBG00009079,1,0,0,0,0,1,0,1,1,0,1,0
CADAFUBG00009080,3823,863,1668,1925,6737,2321,2650,8851,3379,863,1990,2506
CADAFUBG00009081,1082,915,1704,632,2185,2003,1871,2763,1267,1313,1736,755
CADAFUBG00009082,24,10,28,17,28,28,22,66,19,14,19,12
CADAFUBG00009083,389,946,2179,826,525,1623,1390,2750,72,251,353,108
CADAFUBG00009084,141,388,1200,434,204,568,830,1129,22,50,125,31
CADAFUBG00009085,14,15,29,23,286,155,102,373,162,109,131,48
CADAFUBG00009086,21,8,24,11,29,18,16,45,20,8,8,6
CADAFUBG00009087,176,77,123,332,381,211,88,746,62,36,33,111
CADAFUBG00009088,20,11,14,60,40,27,5,111,11,14,10,19
CADAFUBG00009089,0,0,0,0,2,0,1,0,0,0,2,0
CADAFUBG00009090,0,1,0,0,1,2,2,8,0,0,3,1
CADAFUBG00009091,0,0,0,1,2,0,1,0,0,0,0,0
CADAFUBG00009092,2,0,0,1,2,7,1,3,2,4,1,1
CADAFUBG00009093,0,3,6,6,4,3,3,28,0,0,4,3
CADAFUBG00009094,6,6,22,8,14,8,14,42,3,5,17,15
CADAFUBG00009095,4,2,14,9,6,10,7,12,5,1,17,6
CADAFUBG00009096,10,29,126,23,27,98,80,55,16,41,99,18
CADAFUBG00009097,0,3,3,2,0,17,2,1,0,3,1,0
CADAFUBG00009098,6,7,9,10,5,15,11,17,2,7,8,11
CADAFUBG00009099,8,1,6,10,12,6,7,24,5,7,3,10
CADAFUBG00009100,234,183,358,306,455,267,368,784,205,229,353,137
CADAFUBG00009101,1,0,0,0,0,4,0,7,1,0,0,4
CADAFUBG00009102,260,76,252,509,604,275,317,1570,195,85,240,215
CADAFUBG00009103,1367,266,6395,989,2512,2156,4455,3060,1229,1634,5517,349
CADAFUBG00009104,3,5,18,2,4,4,10,15,4,8,5,3
CADAFUBG00009105,221,71,347,94,283,153,338,266,136,49,263,95
CADAFUBG00009106,40,5,31,45,70,16,40,172,37,3,42,54
CADAFUBG00009107,141,71,230,126,530,323,529,927,188,126,294,230
CADAFUBG00009108,387,110,614,453,928,564,1008,2922,322,145,679,441
CADAFUBG00009109,2,1,2,2,2,5,6,8,3,1,3,1
CADAFUBG00009110,0,0,2,1,1,1,3,5,3,0,4,2
CADAFUBG00009111,287,146,358,291,462,374,339,1027,290,211,475,277
CADAFUBG00009112,404,863,1144,196,763,1415,1187,852,479,744,852,288
CADAFUBG00009113,3,8,19,4,8,7,7,21,8,5,15,5
CADAFUBG00009114,3,5,9,3,7,12,9,12,14,4,10,7
CADAFUBG00009115,2,2,14,7,4,8,23,36,5,13,17,5
CADAFUBG00009116,0,0,0,0,1,0,1,0,0,0,1,0
CADAFUBG00009117,11,1,2,7,24,12,15,31,14,2,9,8
CADAFUBG00009118,28,9,28,29,36,35,32,92,33,14,31,19
CADAFUBG00009119,59,19,52,51,124,33,63,176,83,29,79,45
CADAFUBG00009120,54,35,81,38,129,72,73,221,81,53,86,53
CADAFUBG00009121,19,11,36,12,50,27,51,83,14,6,31,13
CADAFUBG00009122,11,2,7,20,9,10,8,42,16,0,3,15
CADAFUBG00009123,16,4,9,31,27,11,16,126,21,5,9,57
CADAFUBG00009124,4,0,4,8,9,6,0,10,5,6,1,1
CADAFUBG00009125,61,114,157,39,104,1023,79,119,43,307,92,25
CADAFUBG00009126,66,50,80,48,130,70,82,138,46,47,72,35
CADAFUBG00009127,23,31,30,8,28,72,39,35,22,57,32,24
CADAFUBG00009128,0,3,3,2,3,2,4,3,2,2,2,3
CADAFUBG00009129,54,27,50,74,68,85,37,230,27,35,42,37
CADAFUBG00009130,8,3,9,5,13,9,13,34,4,4,10,7
CADAFUBG00009131,179,52,155,87,330,213,146,354,181,86,133,91
CADAFUBG00009132,185,130,135,131,582,444,171,535,909,705,453,402
CADAFUBG00009133,2701,1142,2763,1677,3667,1856,2052,5250,1339,917,1237,902
CADAFUBG00009134,234,109,246,232,323,110,178,504,135,95,107,118
CADAFUBG00009135,933,486,1112,751,1482,1084,898,2417,776,544,781,658
CADAFUBG00009136,522,240,1123,562,1223,722,933,2601,482,496,884,307
CADAFUBG00009137,315,125,594,472,534,230,441,1711,292,148,428,340
CADAFUBG00009138,36,29,44,58,69,59,42,112,54,39,58,30
CADAFUBG00009139,121,163,421,219,221,899,427,730,129,360,348,199
CADAFUBG00009140,2,3,6,2,7,3,4,20,2,1,5,8
CADAFUBG00009141,475,127,478,516,945,246,454,1836,443,181,537,354
CADAFUBG00009142,64,24,45,122,126,83,60,446,54,23,55,76
CADAFUBG00009143,0,0,1,0,0,0,2,0,0,0,0,0
CADAFUBG00009144,0,0,0,0,0,0,1,1,0,0,0,0
CADAFUBG00009145,2,0,4,0,1,0,1,0,1,0,1,0
CADAFUBG00009146,29,27,35,55,46,58,44,164,22,18,24,28
CADAFUBG00009147,157,189,252,67,319,263,272,388,139,149,282,138
CADAFUBG00009148,13,1269,479,9,48,1744,576,123,49,1249,629,47
CADAFUBG00009149,7,85,119,2,6,106,119,9,7,66,85,3
CADAFUBG00009150,1,3,9,0,0,4,3,3,1,3,1,0
CADAFUBG00009151,12,4,24,9,26,4,14,24,4,1,10,4
CADAFUBG00009152,0,0,2,0,1,0,1,1,0,0,0,0
CADAFUBG00009153,2,13,45,11,7,15,45,29,2,6,32,5
CADAFUBG00009154,155,27,41,230,307,54,46,560,121,48,65,97
CADAFUBG00009155,0,0,0,1,0,4,2,3,4,4,3,1
CADAFUBG00009156,6,3,2,4,12,15,4,6,4,6,8,1
CADAFUBG00009157,1,0,1,3,0,1,1,1,0,2,1,1
CADAFUBG00009158,3,3,1,4,3,5,3,8,1,1,3,0
CADAFUBG00009159,2,20,6,4,10,140,7,18,5,53,7,5
CADAFUBG00009160,19,3,23,20,47,72,32,101,26,33,56,27
CADAFUBG00009161,1,0,0,0,1,0,0,1,0,0,2,0
CADAFUBG00009162,141,66,207,126,275,118,218,392,150,96,259,106
CADAFUBG00009163,5,1,4,4,5,2,3,17,4,2,2,1
CADAFUBG00009164,1,0,0,1,1,0,0,2,0,0,2,1
CADAFUBG00009165,0,0,2,0,0,3,0,1,1,0,2,0
CADAFUBG00009166,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00009167,1,0,1,5,0,0,0,3,1,1,0,0
CADAFUBG00009168,70,30,59,182,161,72,56,425,58,38,74,71
CADAFUBG00009169,568,232,632,426,944,562,618,1429,477,252,550,432
CADAFUBG00009170,25,6,31,23,25,26,29,76,19,19,16,24
CADAFUBG00009171,596,281,643,901,1162,323,680,2605,638,360,723,594
CADAFUBG00009172,187,122,431,200,478,394,607,1060,239,230,625,176
CADAFUBG00009173,1289,776,1662,971,1909,2114,1589,2783,999,1016,1484,683
CADAFUBG00009174,167,88,273,89,273,251,304,295,150,149,303,132
CADAFUBG00009175,29,19,69,36,70,104,80,148,48,44,77,41
CADAFUBG00009176,107,40,77,96,181,86,77,278,75,58,143,66
CADAFUBG00009177,210,50,42,115,390,192,69,297,190,115,91,84
CADAFUBG00009178,2635,1485,1015,4500,5347,5368,1068,8635,3859,4536,2356,2057
CADAFUBG00009179,566,163,387,441,1017,250,432,1167,501,253,469,363
CADAFUBG00009180,550,375,904,456,1053,600,896,1729,461,478,802,270
CADAFUBG00009181,66,43,94,66,93,184,93,196,61,38,93,38
CADAFUBG00009182,4,6,11,7,14,25,13,22,14,12,16,6
CADAFUBG00009183,8,3,9,3,6,8,8,15,0,8,5,4
CADAFUBG00009184,4,8,6,7,8,22,7,14,4,3,3,7
CADAFUBG00009185,53,47,65,75,78,75,89,137,46,43,60,39
CADAFUBG00009186,79,65,110,62,119,164,97,124,60,61,73,36
CADAFUBG00009187,12,15,29,14,26,31,22,23,11,29,35,23
CADAFUBG00009188,843,462,1092,621,1313,1611,854,1437,468,621,849,287
CADAFUBG00009189,2492,1096,2387,2068,4223,2917,2649,5974,1642,1259,2215,1213
CADAFUBG00009190,2113,2814,5765,1537,3870,7806,5543,4854,1048,2099,3667,819
CADAFUBG00009191,2226,2412,5950,1456,3828,4411,5670,4685,997,2041,3733,695
CADAFUBG00009192,1604,2959,6842,846,2662,3670,5990,3073,576,2151,3733,355
CADAFUBG00009193,1020,2150,4122,735,1684,3389,3563,2470,513,1552,2473,324
CADAFUBG00009194,1200,488,1304,986,2245,1180,1341,3502,892,713,1167,607
CADAFUBG00009195,0,0,0,0,0,1,0,0,0,0,0,0
CADAFUBG00009196,1015,709,1348,968,1895,1436,1228,2799,864,886,1238,735
CADAFUBG00009197,1303,588,1369,952,2294,1458,1525,2925,966,830,1496,592
CADAFUBG00009198,1675,453,1115,1137,2810,1689,1235,3973,1020,743,1257,632
CADAFUBG00009199,3906,1237,3089,3624,7218,3026,3168,10820,3030,1654,3218,2112
CADAFUBG00009200,2855,434,2011,2331,5568,1755,2028,7610,1781,720,2195,1070
CADAFUBG00009201,1005,514,1140,579,1823,1579,1211,1831,719,683,1101,378
CADAFUBG00009202,1067,401,1271,792,1940,981,1308,2297,852,596,1360,578
CADAFUBG00009203,187,133,230,150,350,308,250,419,170,172,236,126
CADAFUBG00009204,153,53,115,123,297,196,140,352,123,75,150,86
CADAFUBG00009205,720,211,583,686,1325,585,676,1959,563,375,778,465
CADAFUBG00009206,845,100,560,674,1564,434,642,1857,542,221,787,332
CADAFUBG00009207,473,270,583,315,777,904,551,951,416,333,561,261
CADAFUBG00009208,584,254,447,405,911,566,608,1235,488,378,582,328
CADAFUBG00009209,15477,12328,27034,6797,27595,30052,27789,25639,10670,11573,20085,6308
CADAFUBG00009210,15079,4507,5719,8347,24813,15584,8051,36648,9755,6061,7190,5223
CADAFUBG00009211,138,49,122,133,249,151,128,420,118,70,109,92
CADAFUBG00009212,744,315,756,681,1523,847,825,2235,639,524,935,430
CADAFUBG00009213,1131,413,837,924,1846,1482,957,2114,831,605,1139,486
CADAFUBG00009214,589,180,434,479,1144,578,528,1359,521,365,646,360
CADAFUBG00009215,1051,434,975,448,3291,1545,1544,2900,3028,2102,2995,1834
CADAFUBG00009216,4290,2147,6070,2078,7902,5866,6538,9360,3150,2746,5395,1623
CADAFUBG00009217,1526,1956,6978,935,3200,2808,7555,3834,1139,2479,7990,626
CADAFUBG00009218,859,366,867,601,1591,1076,946,2330,743,506,988,410
CADAFUBG00009219,3072,1135,5328,1550,5325,2141,4774,5629,2379,1762,4559,1200
CADAFUBG00009220,3204,1072,2918,2699,5807,2594,3594,9999,2408,1536,3685,1261
CADAFUBG00009221,566,289,1094,335,1017,909,1013,1061,438,376,819,227
CADAFUBG00009222,552,106,462,430,1044,506,438,1401,456,254,525,306
CADAFUBG00009223,1211,1133,2994,748,2005,3410,2620,2372,1029,1556,2131,498
CADAFUBG00009224,504,145,380,350,852,337,481,1170,403,240,523,250
CADAFUBG00009225,236,52,224,229,381,192,236,608,200,105,276,128
CADAFUBG00009226,1406,540,1621,817,2229,1504,1665,3219,1000,687,1466,626
CADAFUBG00009227,139,56,135,103,232,149,153,353,145,84,152,83
CADAFUBG00009228,614,205,546,643,1200,618,586,1621,620,387,575,445
CADAFUBG00009229,194,143,538,102,350,377,487,357,179,163,452,110
CADAFUBG00009230,501,441,1059,325,1021,1298,1039,1020,619,666,949,331
CADAFUBG00009231,1498,494,2139,1197,2885,1177,2141,4444,1237,746,1929,819
CADAFUBG00009232,207,77,189,154,486,397,287,690,202,147,191,128
CADAFUBG00009233,844,230,736,579,1549,464,847,2429,579,328,798,357
CADAFUBG00009234,507,233,752,276,790,538,760,1062,352,225,633,193
CADAFUBG00009235,5008,4309,9152,1680,7568,16295,9806,6133,3287,6861,7713,1439
CADAFUBG00009236,58,55,100,81,120,194,84,285,57,115,106,62
CADAFUBG00009237,730,363,720,508,1122,1021,785,1851,549,487,722,356
CADAFUBG00009238,1138,488,1465,793,2098,706,1283,3153,926,842,1429,579
CADAFUBG00009239,417,383,523,373,630,930,530,1008,365,387,432,330
CADAFUBG00009240,882,1154,17674,11224,3926,3145,20369,45093,2939,2249,17215,7701
CADAFUBG00009241,1103,596,1675,689,2169,958,1898,2567,981,807,2071,362
CADAFUBG00009242,354,119,609,215,562,414,605,678,276,184,508,179
CADAFUBG00009243,451,172,1157,291,770,499,914,1046,288,197,607,252
CADAFUBG00009244,565,146,895,342,848,252,645,1425,357,261,604,213
CADAFUBG00009245,901,553,1921,426,1552,1289,1606,1345,794,782,1349,376
CADAFUBG00009246,631,766,1414,278,1020,1638,1208,1191,529,928,1019,318
CADAFUBG00009247,274,134,342,139,435,316,375,602,226,168,286,150
CADAFUBG00009248,591,413,839,484,1157,806,923,1561,493,452,844,342
CADAFUBG00009249,503,219,450,348,935,361,534,1317,456,285,519,254
CADAFUBG00009250,533,377,1506,520,931,827,1257,1736,406,389,1043,316
CADAFUBG00009251,409,214,591,288,672,570,627,954,344,247,487,246
CADAFUBG00009252,1172,1174,2609,509,2846,8113,3171,2361,1906,2587,2805,657
CADAFUBG00009253,1903,1298,2901,1097,2938,3921,2864,3894,1668,1812,2591,900
CADAFUBG00009254,709,374,1007,306,1228,1536,1019,1037,419,458,737,215
CADAFUBG00009255,96,49,79,97,151,124,75,302,95,67,108,61
CADAFUBG00009256,905,605,1239,515,1505,2303,1236,1738,618,636,854,389
CADAFUBG00009257,598,346,831,617,1255,1019,743,2008,572,711,968,435
CADAFUBG00009258,22435,14041,21143,15591,38800,24546,22347,48559,22335,17358,24858,14254
CADAFUBG00009259,4182,1949,3552,3101,8187,6001,3587,12295,3298,3407,3857,1994
CADAFUBG00009260,848,233,692,600,1642,397,752,2345,597,290,793,337
CADAFUBG00009261,413,185,501,196,694,219,502,1029,263,261,557,145
CADAFUBG00009262,354,293,1054,245,633,1253,972,836,233,377,697,124
CADAFUBG00009263,1721,1118,2189,993,3027,3045,2263,3414,1524,1281,2011,755
CADAFUBG00009264,53,26,107,84,71,90,99,264,24,33,48,46
CADAFUBG00009265,1722,414,2679,1037,2823,973,2029,3239,1283,654,1867,748
CADAFUBG00009266,318,86,205,158,430,106,220,478,165,75,213,83
CADAFUBG00009267,490,119,349,245,778,352,385,997,367,167,356,159
CADAFUBG00009268,661,655,1333,400,1196,1039,1271,1321,548,747,1149,247
CADAFUBG00009269,259,75,166,249,461,192,174,752,216,118,229,184
CADAFUBG00009270,576,49,213,619,1234,214,247,1621,463,149,480,283
CADAFUBG00009271,1132,387,989,721,1893,1693,1028,2599,735,542,931,391
CADAFUBG00009272,697,63,317,699,1335,333,378,1813,664,187,555,365
CADAFUBG00009273,380,173,656,194,777,393,503,996,218,204,388,125
CADAFUBG00009274,405,112,225,363,951,579,416,1275,635,475,680,281
CADAFUBG00009275,687,206,617,676,1318,592,713,2832,638,462,893,558
CADAFUBG00009276,18608,4786,7527,17838,34938,10619,9447,62396,17042,8113,12356,12287
CADAFUBG00009277,1810,783,2310,1441,3277,2011,2493,4912,1316,885,2173,745
CADAFUBG00009278,34,11,13,31,147,43,23,120,259,101,92,193
