,RC1_WT_GMM1,RC2_WT_GMM2,RC3_creA_GMM1,RC4_creA_GMM2,RC5_WT_EMM1,RC6_WT_EMM2,RC7_creA_EMM1,RC8_creA_EMM2
CADAFUBG00005122,777,770,791,809,1447,900,723,935
CADAFUBG00005123,5212,5403,7888,4252,12472,4793,3537,1869
CADAFUBG00005124,439,283,507,273,378,322,1058,717
CADAFUBG00005125,873,944,1126,841,1003,955,555,540
CADAFUBG00005126,104,110,66,71,436,588,142,139
CADAFUBG00005127,831,810,345,293,2294,722,271,310
CADAFUBG00005128,54,37,20,21,167,49,23,19
CADAFUBG00005129,454,498,473,352,1302,1396,1031,999
CADAFUBG00005130,1764,1204,1573,1509,11130,8253,8377,10316
CADAFUBG00005131,875,828,881,675,1031,781,551,630
CADAFUBG00005132,6573,6408,2836,1966,6120,2556,1156,966
CADAFUBG00005133,50443,52873,59225,21754,16056,8968,5718,5113
CADAFUBG00005134,425,298,215,91,689,663,247,223
CADAFUBG00005135,3332,2948,3008,2598,2824,3155,4762,5300
CADAFUBG00005136,1128,1255,1492,843,1628,1309,1172,1296
CADAFUBG00005137,967,770,1887,1052,1197,1166,4462,3735
CADAFUBG00005138,254,271,364,229,358,279,213,256
CADAFUBG00005139,16035,15689,16534,12411,14231,9197,8767,9155
CADAFUBG00005140,2265,2640,3215,1383,2039,1272,1382,1195
CADAFUBG00005141,12,11,16,10,12,11,22,18
CADAFUBG00005142,239,212,222,230,381,226,183,265
CADAFUBG00005143,2535,2841,2659,1231,3718,4250,2400,2882
CADAFUBG00005144,4153,4237,4412,3910,4262,3398,1592,2077
CADAFUBG00005145,1916,2033,1927,2337,1828,1280,1366,1308
CADAFUBG00005146,65,69,35,53,146,104,82,79
CADAFUBG00005147,1708,1995,1967,886,2341,2027,1557,1751
CADAFUBG00005148,412,497,534,175,527,414,315,319
CADAFUBG00005149,2063,1985,2331,1220,2536,1740,1075,1019
CADAFUBG00005150,181,230,203,103,231,255,166,166
CADAFUBG00005151,720,775,669,376,849,848,720,571
CADAFUBG00005152,295,218,200,190,337,213,181,145
CADAFUBG00005153,1112,1133,958,726,975,810,518,617
CADAFUBG00005154,2433,1862,1638,2464,4736,5514,1958,2257
CADAFUBG00005155,2163,1653,1459,2330,1910,1319,849,1119
CADAFUBG00005156,8722,9190,8236,7880,11698,9410,6361,7097
CADAFUBG00005157,1926,1852,2075,2014,2192,1418,1438,1540
CADAFUBG00005158,0,0,0,0,0,0,0,0
CADAFUBG00005159,0,3,2,1,0,1,0,0
CADAFUBG00005160,31,58,74,35,31,35,34,41
CADAFUBG00005161,109,87,80,49,59,47,37,37
CADAFUBG00005162,4707,2673,3901,2117,1973,1786,1838,1882
CADAFUBG00005163,2751,1166,2229,2653,437,590,585,496
CADAFUBG00005164,1507,1277,2010,1491,1575,1228,920,669
CADAFUBG00005165,1827,1816,1942,1745,3282,2885,1493,1638
CADAFUBG00005166,689,441,420,556,4835,3560,179,467
CADAFUBG00005167,5009,3810,3889,4709,7065,6937,3165,4399
CADAFUBG00005168,1290,1240,1108,864,2302,1897,1946,2538
CADAFUBG00005169,823,897,897,557,640,574,510,515
CADAFUBG00005170,1303,1088,933,996,1415,1572,904,1139
CADAFUBG00005171,1992,2067,2250,1786,5493,6716,5204,6524
CADAFUBG00005172,1142,1318,1062,508,1483,1009,1446,1467
CADAFUBG00005173,739,808,649,447,884,760,633,733
CADAFUBG00005174,350,341,259,223,528,418,291,345
CADAFUBG00005175,3039,3135,3190,1199,4660,6783,4934,6142
CADAFUBG00005176,1219,1199,1061,1202,1560,924,706,758
CADAFUBG00005177,494,539,410,520,627,415,263,272
CADAFUBG00005178,1828,2002,2039,1229,1818,1229,760,722
CADAFUBG00005179,3004,3102,2834,1361,2834,2184,2054,2310
CADAFUBG00005180,618,486,549,648,682,393,345,437
CADAFUBG00005181,78596,72872,50425,79592,31293,20329,12440,13400
CADAFUBG00005182,5257,4851,5542,5503,5507,5304,4388,5338
CADAFUBG00005183,182,161,187,208,318,225,254,257
CADAFUBG00005184,2613,2419,1895,2271,2241,1633,1272,1309
CADAFUBG00005185,87,68,37,56,28,24,10,7
CADAFUBG00005186,11489,11763,9110,10173,3650,3509,2445,467
CADAFUBG00005187,229,212,220,134,268,342,267,242
CADAFUBG00005188,13848,15260,13010,10243,13090,10932,5419,7411
CADAFUBG00005189,3644,3608,4084,3867,3408,2126,1760,1837
CADAFUBG00005190,798,795,645,525,1227,1106,750,912
CADAFUBG00005191,398,374,289,294,478,427,356,345
CADAFUBG00005192,812,868,703,1215,1690,1371,1391,1349
CADAFUBG00005193,4317,4438,3292,1964,4835,5282,2100,2790
CADAFUBG00005194,363,347,423,495,723,484,556,612
CADAFUBG00005195,4627,4458,5423,5112,6246,5069,5883,7254
CADAFUBG00005196,24,20,20,21,51,44,37,33
CADAFUBG00005197,741,761,761,716,959,701,669,766
CADAFUBG00005198,8170,8196,8692,4903,13604,8424,6632,5033
CADAFUBG00005199,1379,1510,1649,1172,1650,1311,1053,1231
CADAFUBG00005200,5144,5108,6302,2598,5271,3151,5798,5707
CADAFUBG00005201,2990,2402,2558,2482,2781,2547,1640,1922
CADAFUBG00005202,2427,2555,2007,832,2700,2341,1993,1552
CADAFUBG00005203,2570,2535,2486,1255,2663,2164,1240,1638
CADAFUBG00005204,578,538,626,272,573,535,675,743
CADAFUBG00005205,557,533,375,304,3068,3715,4772,6340
CADAFUBG00005206,982,767,670,484,887,1228,384,446
CADAFUBG00005207,7420,7113,17018,3681,8349,10946,14138,13797
CADAFUBG00005208,541,363,116,78,186,331,77,86
CADAFUBG00005209,560,344,107,56,52,62,55,19
CADAFUBG00005210,925,607,1903,899,540,1045,1294,333
CADAFUBG00005211,2135,1057,2161,3094,1164,1469,1538,476
CADAFUBG00005212,93,67,42,45,153,142,191,162
CADAFUBG00005213,1360,1332,1356,892,1590,1357,1215,1526
CADAFUBG00005214,106,72,59,132,136,52,31,51
CADAFUBG00005215,53,48,67,41,138,83,62,80
CADAFUBG00005216,1522,1385,1325,2364,2017,1280,813,844
CADAFUBG00005217,1142,1011,913,712,1108,826,611,691
CADAFUBG00005218,3258,3162,2935,2983,3386,2128,1659,1771
CADAFUBG00005219,1059,1000,1472,2227,924,361,491,209
CADAFUBG00005220,1163,1226,1630,1326,1271,1026,828,889
CADAFUBG00005221,819,836,866,362,1170,1332,1431,2140
CADAFUBG00005222,609,514,873,413,1320,1966,3281,2549
CADAFUBG00005223,179,171,189,135,355,273,297,294
CADAFUBG00005224,343,384,423,460,795,431,460,475
CADAFUBG00005225,55,73,52,24,184,92,205,202
CADAFUBG00005226,33,21,51,42,64,47,332,360
CADAFUBG00005227,282,244,273,153,457,384,332,287
CADAFUBG00005228,105,75,88,49,308,427,429,329
CADAFUBG00005229,3164,3176,2125,3110,6329,4646,4073,5418
CADAFUBG00005230,1172,1311,1450,1319,844,353,355,148
CADAFUBG00005231,1881,1875,2139,6252,1724,313,872,429
CADAFUBG00005232,766,812,937,627,611,384,348,243
CADAFUBG00005233,377,363,420,160,621,683,387,479
CADAFUBG00005234,4875,5029,5553,3927,3879,2879,2579,2879
CADAFUBG00005235,530,508,604,988,495,273,301,300
CADAFUBG00005236,654,707,626,530,664,851,527,786
CADAFUBG00005237,905,786,783,1076,1436,924,905,1078
CADAFUBG00005238,84,79,78,64,114,89,59,37
CADAFUBG00005239,2093,1947,2346,3337,2032,1395,1821,1976
CADAFUBG00005240,1652,1575,1437,679,1481,1309,1057,1165
CADAFUBG00005241,384,420,609,692,563,332,460,402
CADAFUBG00005242,1244,1111,978,1083,1946,1561,894,1096
CADAFUBG00005243,2420,2633,2707,1317,2851,2734,2058,2305
CADAFUBG00005244,480,435,1197,1654,459,331,748,684
CADAFUBG00005245,366,396,388,222,391,320,203,233
CADAFUBG00005246,2465,2224,2171,2011,3086,1979,1588,1624
CADAFUBG00005247,4821,3790,4867,4789,4905,4460,4031,4442
CADAFUBG00005248,4953,4924,6236,2280,4835,2841,3201,2358
CADAFUBG00005249,53079,58592,44967,41135,42773,46437,34250,43869
CADAFUBG00005250,3086,2438,3164,1658,2490,2070,2532,2863
CADAFUBG00005251,2096,2092,3072,1187,3717,4967,5331,5668
CADAFUBG00005252,2200,2205,2705,2942,2996,2178,1916,1971
CADAFUBG00005253,30544,28891,32242,13759,40242,41646,40011,51131
CADAFUBG00005254,5354,4494,6423,3066,16298,19092,13798,15750
CADAFUBG00005255,37653,36262,48297,15083,143671,164152,228214,235821
CADAFUBG00005256,3687,3990,3635,2359,3565,2874,3356,2701
CADAFUBG00005257,5039,4448,4276,4150,9367,16201,7151,8674
CADAFUBG00005258,1897,1811,1460,1344,3707,3619,2299,3199
CADAFUBG00005259,1985,2157,2224,664,3459,2441,2677,3635
CADAFUBG00005260,1809,1624,1900,1558,1968,1435,1333,1444
CADAFUBG00005261,3585,2837,2385,2229,4295,3619,1828,2220
CADAFUBG00005262,925,1044,1002,957,656,641,408,334
CADAFUBG00005263,422,421,545,788,1349,1626,2665,3806
CADAFUBG00005264,6409,6398,6756,7324,8215,4874,3865,4034
CADAFUBG00005265,5954,5856,4464,4269,4686,3021,1349,1385
CADAFUBG00005266,1284,1395,1186,943,1665,1171,699,683
CADAFUBG00005267,363,355,313,304,414,271,195,231
CADAFUBG00005268,56,53,47,55,53,21,16,22
CADAFUBG00005269,131,136,161,142,198,127,266,215
CADAFUBG00005270,66,58,88,78,112,70,134,105
CADAFUBG00005271,68,85,114,136,79,56,65,52
CADAFUBG00005272,1299,1240,1227,2096,1544,1058,978,1000
CADAFUBG00005273,14446,15283,13384,5137,19925,21231,13442,17165
CADAFUBG00005274,1679,1571,1323,812,2679,3113,1742,1846
CADAFUBG00005275,1917,1985,2294,1087,2425,2363,2145,1986
CADAFUBG00005276,23,30,17,5,10,6,2,3
CADAFUBG00005277,916,872,894,696,1206,911,627,752
CADAFUBG00005278,4142,3824,3636,4954,4638,3388,2692,2966
CADAFUBG00005279,1806,1721,1657,2086,1633,922,966,1046
CADAFUBG00005280,1320,1233,1287,1960,1799,1089,893,814
CADAFUBG00005281,68202,66361,77654,95785,24799,12659,7955,7938
CADAFUBG00005282,3452,3365,3548,3502,3438,2295,1713,1643
CADAFUBG00005283,1502,1452,1161,1066,1396,1167,1024,872
CADAFUBG00005284,2219,2005,1828,2039,3002,1955,1469,1685
CADAFUBG00005285,10305,10340,9531,8197,7797,5777,4110,4435
CADAFUBG00005286,12706,13650,11590,16848,16421,16845,15739,14803
CADAFUBG00005287,3248,2835,3512,3953,3759,2855,2905,2818
CADAFUBG00005288,1650,1676,1842,1844,1994,1554,1389,1454
CADAFUBG00005289,25663,23207,24548,35353,43584,32436,14987,18684
CADAFUBG00005290,4401,4811,4388,5114,5225,3503,2689,3185
CADAFUBG00005291,1769,1588,1852,2527,2020,1160,1162,1213
CADAFUBG00005292,2432,2248,2632,4133,2520,1392,1434,1324
CADAFUBG00005293,325,417,294,360,706,491,589,513
CADAFUBG00005294,2243,2443,2820,1929,4268,3006,4184,3200
CADAFUBG00005295,542,476,526,211,555,436,614,605
CADAFUBG00005296,2041,1940,2114,2277,2340,1568,1314,1368
CADAFUBG00005297,60323,60513,69740,36605,20140,12822,7433,6866
CADAFUBG00005298,377,167,219,138,396,258,73,77
CADAFUBG00005299,35,36,7,22,85,35,24,27
CADAFUBG00005300,354,319,324,372,479,360,225,190
CADAFUBG00005301,696,675,548,915,897,673,658,677
CADAFUBG00005302,8496,9463,11413,11229,6827,5067,4111,3662
CADAFUBG00005303,1493,1528,1746,1879,1091,673,721,561
CADAFUBG00005304,820,832,694,775,1201,843,545,517
CADAFUBG00005305,693,592,833,1071,874,470,420,280
CADAFUBG00005306,8743,9465,10579,5264,5166,2353,2416,864
CADAFUBG00005307,1212,935,815,1267,1155,773,852,1136
CADAFUBG00005308,886,817,677,836,1157,742,604,596
CADAFUBG00005309,1099,1140,1428,690,1241,960,1026,856
CADAFUBG00005310,509,387,441,372,616,327,287,300
CADAFUBG00005311,1623,1566,1668,2393,2299,1493,1034,1162
CADAFUBG00005312,2706,2392,2586,1408,2778,2384,1522,1803
CADAFUBG00005313,1288,1344,1154,894,2225,1430,1960,2245
CADAFUBG00005314,4245,3390,3038,5519,5423,3325,2101,2529
CADAFUBG00005315,1160,1019,891,1321,1632,951,597,706
CADAFUBG00005316,3916,3977,4706,1993,4498,5355,3850,3334
CADAFUBG00005317,3068,2918,4102,3145,3862,2236,1941,1109
CADAFUBG00005318,1760,1948,1750,1302,2778,2777,1952,2142
CADAFUBG00005319,1279,1182,1001,733,2109,2053,1284,1434
CADAFUBG00005320,963,940,974,357,1389,990,615,642
CADAFUBG00005321,6301,6177,7016,3155,6504,6448,4671,5557
CADAFUBG00005322,1461,1256,1396,1062,1699,1234,960,1175
CADAFUBG00005323,1385,1332,1144,1591,2441,1653,905,1113
CADAFUBG00005324,5353,6058,5537,2369,6312,4904,3421,3683
CADAFUBG00005325,1604,1545,1800,1019,1540,1537,1128,1540
CADAFUBG00005326,13800,14894,12500,4812,15791,17151,9077,10954
CADAFUBG00005327,1242,1351,1699,1303,1232,707,704,459
CADAFUBG00005328,525,524,662,630,781,646,299,315
CADAFUBG00005329,5369,5198,4255,3507,7235,6189,3966,4818
CADAFUBG00005330,10367,10118,7488,6560,24370,14435,6115,5729
CADAFUBG00005331,479,481,470,393,735,414,391,403
CADAFUBG00005332,2290,2494,2263,2271,2704,2259,1734,2208
CADAFUBG00005333,452,481,636,215,446,270,321,196
CADAFUBG00005334,1492,1698,1902,903,1802,1305,957,761
CADAFUBG00005335,4081,4411,5027,4082,3760,3038,2092,1884
CADAFUBG00005336,885,981,828,388,1458,1335,767,820
CADAFUBG00005337,2496,3058,1667,1633,4796,2864,1023,1291
CADAFUBG00005338,10308,10129,9162,4439,12215,10709,6568,7949
CADAFUBG00005339,212,236,257,124,212,199,227,242
CADAFUBG00005340,0,0,0,1,0,0,0,0
CADAFUBG00005341,0,1,0,1,0,0,0,0
CADAFUBG00005342,3708,3456,3323,4458,8276,5716,3533,3699
CADAFUBG00005343,1158,1124,1135,444,1208,2101,2230,3295
CADAFUBG00005344,103,83,56,51,120,129,57,56
CADAFUBG00005345,1043,1026,1037,1117,2109,2162,1826,2436
CADAFUBG00005346,1419,1378,1431,1297,1634,1520,1385,1680
CADAFUBG00005347,384,347,353,192,613,670,379,541
CADAFUBG00005348,1924,1978,2142,1771,1596,1171,1753,1623
CADAFUBG00005349,8161,8068,11131,5089,9397,7304,7788,8431
CADAFUBG00005350,524,534,715,616,769,587,500,444
CADAFUBG00005351,902,919,933,1765,1586,994,876,1012
CADAFUBG00005352,1151,1076,919,1698,1057,798,554,681
CADAFUBG00005353,697,766,1090,898,816,490,405,297
CADAFUBG00005354,4001,4098,3922,1815,7338,4628,5210,4475
CADAFUBG00005355,858,550,924,539,690,628,838,953
CADAFUBG00005356,1062,1044,1208,598,1200,1181,1569,1857
CADAFUBG00005357,424,311,652,580,795,597,8091,9730
CADAFUBG00005358,33749,12331,24844,26479,99,113,407,279
CADAFUBG00005359,3455,3641,3396,1524,3655,3840,3052,3494
CADAFUBG00005360,9678,6836,6597,3458,4552,4762,2349,3431
CADAFUBG00005361,905,983,1301,546,720,307,505,157
CADAFUBG00005362,458,522,960,1612,636,502,3796,4351
CADAFUBG00005363,2288,2300,1772,3318,3588,3007,2316,3210
CADAFUBG00005364,539,436,356,231,406,360,344,450
CADAFUBG00005365,7447,5402,5488,5848,7934,3590,2342,2608
CADAFUBG00005366,5079,5437,5499,2607,4960,5423,3856,4119
CADAFUBG00005367,327,301,575,286,398,217,340,311
CADAFUBG00005368,124,105,87,108,193,132,103,124
CADAFUBG00005369,56806,59400,68112,58075,20792,13190,6512,6649
CADAFUBG00005370,937,1040,1069,1468,947,592,332,439
CADAFUBG00005371,1130,1016,942,1016,1378,1053,760,944
CADAFUBG00005372,13372,12328,9288,4470,4970,4246,3577,3705
CADAFUBG00005373,2022,2462,2649,1008,1857,1613,1450,1213
CADAFUBG00005374,266,326,189,148,413,260,243,236
CADAFUBG00005375,864,1012,1068,507,271,168,189,238
CADAFUBG00005376,1134,1186,1119,552,1034,777,746,798
CADAFUBG00005377,4291,4084,5045,2397,2938,2464,2645,2658
CADAFUBG00005378,2506,2414,2914,3793,2374,2199,2257,2715
CADAFUBG00005379,2183,2373,2616,1434,2746,2565,2312,2827
CADAFUBG00005380,775,746,896,382,1516,1553,1154,1282
CADAFUBG00005381,1,1,0,3,1,0,1,1
CADAFUBG00005382,6110,4664,4977,2652,6269,6352,6491,7950
CADAFUBG00005383,1627,1753,1976,2000,1897,1372,1039,1119
CADAFUBG00005384,1143,1233,1679,2156,1726,654,1330,1270
CADAFUBG00005385,3114,2632,2752,1833,2125,1699,1420,1520
CADAFUBG00005386,1562,1688,1936,1099,1957,1092,1061,671
CADAFUBG00005387,1243,1361,1457,688,937,507,481,259
CADAFUBG00005388,385,425,459,320,428,320,458,543
CADAFUBG00005389,2860,2707,3145,2036,3263,2326,2290,2474
CADAFUBG00005390,2135,2347,2371,841,1834,1610,1455,1297
CADAFUBG00005391,842,898,1076,647,825,452,640,381
CADAFUBG00005392,429,468,404,280,691,540,461,504
CADAFUBG00005393,187,212,231,168,490,598,270,309
CADAFUBG00005394,1348,1547,1734,701,1279,878,801,1062
CADAFUBG00005395,453,506,531,203,739,909,675,849
CADAFUBG00005396,2755,2530,2297,1504,3051,2420,2053,2449
CADAFUBG00005397,9,5,2,1,14,8,4,4
CADAFUBG00005398,89,90,97,82,103,108,91,92
CADAFUBG00005399,2,0,1,1,1,1,0,0
CADAFUBG00005400,510,482,480,657,858,481,322,326
CADAFUBG00005401,400,353,548,645,543,352,236,242
CADAFUBG00005402,4682,4512,14189,7803,2530,2194,2264,1662
CADAFUBG00005403,42,23,320,325,66,68,348,203
CADAFUBG00005404,3895,3241,2236,1150,5939,5148,4685,5964
CADAFUBG00005405,711,640,717,587,889,640,417,622
CADAFUBG00005406,2605,2695,2965,2207,3746,3198,2848,3255
CADAFUBG00005407,4347,4170,3160,3022,3655,2796,2287,2889
CADAFUBG00005408,32,13,22,27,6,4,5,5
CADAFUBG00005409,75,77,45,28,82,49,20,14
CADAFUBG00005410,1762,1904,1988,1560,1710,1321,1116,1325
CADAFUBG00005411,3816,4288,3736,1821,4691,5224,4239,4613
CADAFUBG00005412,1376,1331,1671,998,1446,1190,967,1098
CADAFUBG00005413,2329,2376,2642,2513,2485,1823,1396,1216
CADAFUBG00005414,27983,29360,21370,9245,38832,38014,20173,22678
CADAFUBG00005415,390,355,108,159,588,439,203,369
CADAFUBG00005416,315,341,389,166,452,434,435,580
CADAFUBG00005417,1478,1267,1415,912,1753,1400,1095,1738
CADAFUBG00005418,287,264,53,73,718,1632,293,394
CADAFUBG00005419,1,0,2,8,0,1,0,0
CADAFUBG00005420,36,30,45,24,123,113,106,107
CADAFUBG00005421,1,4,2,0,8,11,11,13
CADAFUBG00005422,90,105,104,63,258,221,158,192
CADAFUBG00005423,83,103,96,41,207,192,167,196
CADAFUBG00005424,13,11,8,18,43,21,36,32
CADAFUBG00005425,1,1,1,0,4,2,4,0
CADAFUBG00005426,387,132,239,308,5,3,6,6
CADAFUBG00005427,5,5,5,3,4,5,3,3
CADAFUBG00005428,108,91,203,110,81,56,71,54
CADAFUBG00005429,16,15,12,11,1,0,5,0
CADAFUBG00005430,0,0,0,0,0,0,0,0
CADAFUBG00005431,0,0,0,0,0,0,0,0
CADAFUBG00005432,1792,1678,1845,1991,2452,1605,1181,1456
CADAFUBG00005433,904,882,1108,1167,1340,1067,1375,1468
CADAFUBG00005434,109,89,21,14,59,28,38,18
CADAFUBG00005435,133,110,98,113,553,399,198,206
CADAFUBG00005436,2689,2584,1306,1343,2864,2325,590,797
CADAFUBG00005437,275,219,201,297,621,790,221,263
CADAFUBG00005438,5389,5955,6174,2609,3773,2210,2324,1433
CADAFUBG00005439,860,796,931,568,1140,1152,606,803
CADAFUBG00005440,2311,2195,2038,2466,5021,4243,2451,2856
CADAFUBG00005441,10484,10613,8954,8150,11951,10032,5417,6801
CADAFUBG00005442,636,650,794,475,915,869,597,667
CADAFUBG00005443,1561,1555,1720,914,1707,1564,1438,1590
CADAFUBG00005444,88,96,127,51,106,58,79,69
CADAFUBG00005445,1072,898,596,386,1106,896,610,715
CADAFUBG00005446,3676,3449,3043,1391,3003,2718,2633,2692
CADAFUBG00005447,326,318,535,227,395,539,739,808
CADAFUBG00005448,14552,15513,15651,6513,15747,12267,9381,9713
CADAFUBG00005449,2431,2319,2646,1960,2493,2047,1672,2031
CADAFUBG00005450,1668,1557,1764,819,1496,1657,3237,3698
CADAFUBG00005451,3764,3790,3756,1749,3520,4040,2772,3599
CADAFUBG00005452,114,80,45,44,112,61,33,35
CADAFUBG00005453,1168,903,266,576,328,223,55,80
CADAFUBG00005454,2969,3363,3254,1338,3672,3565,2901,3132
CADAFUBG00005455,426,391,296,184,762,749,427,440
CADAFUBG00005456,301,311,86,65,133,275,124,147
CADAFUBG00005457,3376,4095,3307,3611,2638,2595,2901,2433
CADAFUBG00005458,139,121,94,133,320,256,137,127
CADAFUBG00005459,1043,1043,1288,514,785,718,675,733
CADAFUBG00005460,411,443,444,215,540,424,289,244
CADAFUBG00005461,1396,1366,1290,1181,1828,1325,1069,1452
CADAFUBG00005462,1274,1270,1190,461,2112,1889,1526,1890
CADAFUBG00005463,1471,1387,2091,1141,1263,647,617,308
CADAFUBG00005464,1624,1674,1251,1090,2734,2884,2039,2802
CADAFUBG00005465,4914,4475,4997,4750,10575,9118,6616,8007
CADAFUBG00005466,2094,2784,904,663,3245,1754,267,229
CADAFUBG00005467,1006,988,872,612,1783,1475,365,372
CADAFUBG00005468,1616,1655,1166,1074,4858,4271,3181,3869
CADAFUBG00005469,4757,3161,3584,3568,4063,3611,1198,1802
CADAFUBG00005470,8,9,7,10,14,10,3,2
CADAFUBG00005471,555,478,287,244,1420,1533,1468,1738
CADAFUBG00005472,3988,3778,3933,2075,5271,4411,2829,3505
CADAFUBG00005473,2648,2969,3493,1718,4174,2857,3366,3357
CADAFUBG00005474,2227,2623,3335,2681,1742,894,744,552
CADAFUBG00005475,1484,1553,2423,1271,1389,1204,1375,1524
CADAFUBG00005476,4,6,0,1,23,16,7,7
CADAFUBG00005477,25,36,21,30,126,97,67,53
CADAFUBG00005478,905,1060,1560,664,1084,1368,1503,1644
CADAFUBG00005479,3148,3251,3102,2239,4923,5735,4502,5391
CADAFUBG00005480,5074,4620,3508,2439,14385,15197,9564,10059
CADAFUBG00005481,96,92,74,129,421,515,629,473
CADAFUBG00005482,584,554,540,559,808,464,648,731
CADAFUBG00005483,4558,3341,3214,3127,3233,2816,3431,4000
CADAFUBG00005484,109,79,1000,531,1470,1078,2365,3500
CADAFUBG00005485,416,251,2047,1336,16167,14525,33647,46099
CADAFUBG00005486,1900,1708,6778,3736,2286,2219,6540,7786
CADAFUBG00005487,179,168,251,125,396,258,288,421
CADAFUBG00005488,121,121,128,68,195,127,164,215
CADAFUBG00005489,187,225,482,355,451,449,1197,1295
CADAFUBG00005490,23,18,21,9,39,41,33,36
CADAFUBG00005491,481,471,724,512,618,474,533,551
CADAFUBG00005492,18,17,11,18,62,50,39,55
CADAFUBG00005493,22,18,33,12,106,103,53,96
CADAFUBG00005494,744,671,756,495,975,730,428,525
CADAFUBG00005495,1,0,2,1,2,0,0,0
CADAFUBG00005496,410,454,417,166,830,741,459,577
CADAFUBG00005497,109,146,76,51,140,209,240,266
CADAFUBG00005498,78,144,48,30,122,193,231,299
CADAFUBG00005499,103,136,78,51,94,158,165,185
CADAFUBG00005500,256,226,323,136,172,131,170,137
CADAFUBG00005501,1004,968,1363,475,1051,1024,897,1007
CADAFUBG00005502,357,397,537,297,393,418,433,473
CADAFUBG00005503,664,664,758,460,1107,959,584,751
CADAFUBG00005504,11170,12165,10470,3616,10227,11202,8468,9294
CADAFUBG00005505,831,687,729,728,1033,747,598,755
CADAFUBG00005506,311,254,350,156,528,869,420,526
CADAFUBG00005507,3133,2915,2613,1691,6467,8323,4505,5794
CADAFUBG00005508,2451,2416,2719,1207,2749,3372,3018,3984
CADAFUBG00005509,312,213,279,274,422,226,632,568
CADAFUBG00005510,750,657,853,449,553,562,625,515
CADAFUBG00005511,11870,6281,9810,4722,2196,1789,3691,3142
CADAFUBG00005512,719,893,909,376,1018,963,1378,1386
CADAFUBG00005513,3870,3939,4688,1862,5171,4582,5651,5790
CADAFUBG00005514,697,634,1548,1147,481,282,732,453
CADAFUBG00005515,1151,1002,1101,1115,1368,1091,1179,1437
CADAFUBG00005516,295,258,206,197,293,147,134,175
CADAFUBG00005517,480,529,706,328,517,529,420,500
CADAFUBG00005518,656,692,766,324,573,489,440,674
CADAFUBG00005519,386,373,587,664,423,346,591,634
CADAFUBG00005520,219,194,316,213,256,223,331,376
CADAFUBG00005521,7142,6529,5290,4750,5814,3904,3537,4010
CADAFUBG00005522,253,303,59,44,74,39,2,0
CADAFUBG00005523,2100,2298,459,414,488,246,10,21
CADAFUBG00005524,888,830,1293,586,937,768,1116,1155
CADAFUBG00005525,1276,1321,1472,1124,1891,1638,1487,1852
CADAFUBG00005526,432,374,854,545,307,248,456,470
CADAFUBG00005527,101,110,79,77,121,93,73,85
CADAFUBG00005528,1810,1837,1654,2348,2083,1521,918,1039
CADAFUBG00005529,2012,2195,2459,1778,3105,2851,2316,2209
CADAFUBG00005530,4124,5082,4497,2962,11180,5408,2893,380
CADAFUBG00005531,157,220,209,85,156,172,159,228
CADAFUBG00005532,3438,3555,3843,1941,3362,3398,3114,3710
CADAFUBG00005533,799,697,898,821,1186,603,587,580
CADAFUBG00005534,1550,1391,1605,871,1076,785,506,591
CADAFUBG00005535,1478,1062,2062,1637,852,626,889,1037
CADAFUBG00005536,2252,2417,2500,1224,2134,1914,1379,1517
CADAFUBG00005537,4637,5021,5019,3472,4766,3648,2821,2818
CADAFUBG00005538,1566,1846,1801,1072,2375,1775,1458,1767
CADAFUBG00005539,678,621,588,411,711,481,461,436
CADAFUBG00005540,731,731,758,1062,1057,704,668,701
CADAFUBG00005541,7314,7176,8966,4507,13827,14335,17528,16974
CADAFUBG00005542,1559,1262,1053,1008,2062,971,446,660
CADAFUBG00005543,801,762,956,957,849,724,576,704
CADAFUBG00005544,5086,5639,4862,2466,11485,17289,8561,12382
CADAFUBG00005545,8234,8299,8557,3767,6380,4210,5953,6310
