,Deox1,Deox2,Deox3,Deox4,Chol1,Chol2,Chol3,Chol4,DMSO1,DMSO2,DMSO3,DMSO4
CDR20291_2408,596,818,1047,899,611,1040,612,439,2189,2055,2168,2478
CDR20291_2409,208,421,391,353,195,329,368,288,466,506,538,508
CDR20291_2410,6370,3279,9478,8501,5176,4393,3619,4364,5153,2396,7069,4905
CDR20291_2411,1484,1385,1268,1097,1156,994,758,603,2179,3053,3017,1504
CDR20291_2412,266,125,335,349,492,454,427,460,823,496,813,720
CDR20291_2413,206,115,325,285,304,314,304,273,614,283,646,474
CDR20291_2414,81,40,102,83,62,20,20,55,77,46,99,56
CDR20291_2415,1054,1320,1793,1561,1146,1502,1609,1352,1922,1469,3057,2668
CDR20291_2416,4,15,15,13,10,4,2,14,21,10,17,20
CDR20291_2417,59,61,88,83,95,80,89,213,118,85,94,151
CDR20291_2418,70,58,49,70,129,78,121,316,69,47,42,42
CDR20291_2419,130,113,123,150,379,255,291,674,169,75,94,112
CDR20291_2420,119,333,144,135,108,65,79,93,202,285,235,151
CDR20291_2421,40,83,49,43,25,37,25,38,46,40,37,61
CDR20291_2422,49,45,56,54,29,27,17,35,49,29,51,51
CDR20291_2423,146,74,109,121,68,75,47,61,79,94,62,61
CDR20291_2424,1000,697,784,746,345,145,237,490,415,375,474,291
CDR20291_2425,573,367,510,521,283,165,202,360,271,199,272,217
CDR20291_2426,237,506,590,371,291,427,437,327,183,455,340,203
CDR20291_2427,3334,6882,1206,1874,1070,1569,1600,1105,893,2944,597,605
CDR20291_2428,1787,7540,2731,2280,1746,3046,2293,1513,1628,4034,3148,1865
CDR20291_2429,89,264,81,95,40,43,37,43,139,226,146,144
CDR20291_2430,176,344,136,170,81,71,49,61,209,240,180,164
CDR20291_2431,125,112,100,117,47,25,22,63,104,80,91,98
CDR20291_2432,465,399,406,534,260,245,163,209,350,184,303,469
CDR20291_2433,485,329,219,260,231,191,114,128,215,220,207,181
CDR20291_2434,2881,1992,3161,2509,2092,2101,1814,1589,4312,3915,11757,5242
CDR20291_2435,902,806,1307,998,761,827,632,620,1034,756,3006,1628
CDR20291_2436,638,565,1176,807,548,603,533,485,645,561,2102,1184
CDR20291_2437,5523,3980,5494,4880,5171,4776,3004,2750,9908,11857,20277,14397
CDR20291_2438,35,120,21,30,16,15,17,8,39,106,26,32
CDR20291_2439,27,126,28,35,21,21,20,22,46,69,31,34
CDR20291_2440,1,8,4,7,1,2,2,2,4,1,4,5
CDR20291_2441,41,86,30,37,9,2,12,17,42,47,16,29
CDR20291_2442,1127,1196,864,927,673,521,543,527,1157,968,1133,879
CDR20291_2443,943,897,615,690,546,352,528,486,878,777,1012,647
CDR20291_2444,606,517,481,494,314,279,348,385,526,374,552,400
CDR20291_2445,1990,2329,1215,1549,764,521,531,950,1910,646,1191,1411
CDR20291_2446,3578,3049,5867,5038,4187,5181,5176,5232,4381,3077,4881,5493
CDR20291_2447,1188,586,1076,981,1012,1066,829,1001,923,580,884,823
CDR20291_2448,2224,5032,3722,2623,1720,2799,2027,1926,6134,9912,6868,10657
CDR20291_2449,10,250,2,3,2,1,2,3,11,127,9,2
CDR20291_2450,72,251,57,51,53,57,37,44,67,228,52,71
CDR20291_2451,6,14,23,12,7,9,7,6,56,55,15,61
CDR20291_2452,9,20,6,7,3,11,10,6,7,7,1,7
CDR20291_2453,6,37,11,13,8,14,5,9,21,11,10,7
CDR20291_2454,32,59,23,28,31,28,35,21,18,21,10,27
CDR20291_2455,39,46,23,28,20,24,30,26,42,12,24,34
CDR20291_2456,190,185,273,301,138,179,193,383,135,162,210,173
CDR20291_2457,89,86,121,139,64,47,59,135,95,35,72,71
CDR20291_2458,2144,1234,1703,1688,1650,1438,1683,1141,1676,1327,1517,1709
CDR20291_2459,235,204,297,302,182,180,197,192,167,159,193,181
CDR20291_2460,1311,1433,1523,1309,881,1099,1382,788,1300,1684,2188,1379
CDR20291_2461,1550,1435,1888,1581,1117,1331,1442,928,1544,1898,2315,1738
CDR20291_2462,835,1016,1170,941,568,593,521,470,638,851,933,703
CDR20291_2463,303,808,166,179,126,108,121,107,144,244,139,90
CDR20291_2464,6756,10160,4108,4853,3459,2816,2846,3139,4639,3783,4786,4617
CDR20291_2465,920,1455,662,787,406,304,279,563,491,401,580,530
CDR20291_2466,806,1202,690,842,365,259,296,568,422,332,520,525
CDR20291_2467,517,617,472,549,271,202,249,393,237,230,300,244
CDR20291_2468,1942,2633,2227,2096,1960,3320,2787,2421,1270,1232,1463,1975
CDR20291_2469,453,486,583,478,332,452,464,350,248,280,365,410
CDR20291_2470,2783,2519,1950,2064,1774,1563,1439,1589,1488,1585,1453,1318
CDR20291_2471,2191,2174,1139,1328,1452,1307,1032,1152,1059,1044,1061,925
CDR20291_2472,1788,1516,1815,1875,1569,2064,1335,1636,739,525,1097,903
CDR20291_2473,3488,1712,3301,3492,1908,982,1365,1679,1249,909,2956,1719
CDR20291_2474,1227,478,749,1050,596,328,291,488,522,328,908,461
CDR20291_2475,1809,754,979,1353,724,362,407,778,714,252,909,686
CDR20291_2476,990,467,899,1118,534,273,299,646,455,168,436,388
CDR20291_2477,1326,734,1134,1285,877,801,634,888,663,381,659,559
CDR20291_2478,3188,1795,2101,2314,2980,3357,3083,1895,3408,2601,2065,3225
CDR20291_2479,396,464,879,678,392,415,432,631,403,216,489,518
CDR20291_2480,188,1808,103,85,52,47,32,39,95,1076,173,56
CDR20291_2481,238,1683,226,216,167,216,111,120,236,1084,672,483
CDR20291_2482,176,1221,157,142,117,151,91,100,222,1200,514,459
CDR20291_2483,403,479,675,505,418,504,536,341,378,685,762,657
CDR20291_2484,152,91,182,160,117,116,114,89,104,232,230,161
CDR20291_2485,12,33,13,9,11,9,2,5,28,39,20,2
CDR20291_2486,5,7,9,6,4,1,5,5,9,11,5,2
CDR20291_2487,6331,5077,4426,5415,2527,2961,2501,1710,55556,28693,11098,4036
CDR20291_2488,87,68,113,98,72,43,42,77,125,87,131,105
CDR20291_2489,298,199,349,334,250,239,222,249,285,239,291,269
CDR20291_2490,39,60,97,56,51,51,37,74,174,131,112,88
CDR20291_2491,51,68,113,132,90,94,89,107,169,99,121,134
CDR20291_2492,130,212,250,323,177,221,175,376,447,182,346,518
CDR20291_2493,781,667,1037,906,628,701,654,520,832,638,1106,693
CDR20291_2494,460,294,484,448,294,293,301,245,447,304,573,337
CDR20291_2495,1601,2299,2798,3224,3139,5072,6744,4305,1922,2485,3396,2864
CDR20291_2496,3439,2677,9189,6795,3120,5133,5539,3580,2879,2224,4683,5159
CDR20291_2497,704,1883,278,356,176,228,185,151,888,2232,651,547
CDR20291_2498,304,327,561,399,262,277,215,216,246,423,340,349
CDR20291_2499,1713,1756,1437,1447,1779,2078,2264,2225,1474,1099,945,1421
CDR20291_2500,172,199,136,131,90,65,84,73,155,125,168,142
CDR20291_2501,10206,6698,12272,11257,6516,9993,10967,9605,12326,9714,12234,14121
CDR20291_2502,8160,7126,12134,10983,8347,7440,8158,10176,12293,7218,12470,13481
CDR20291_2503,947,1028,1211,1364,601,550,553,780,1409,753,1286,1626
CDR20291_2504,1576,591,1581,1589,796,564,555,983,1920,760,1645,1609
CDR20291_2505,454,216,766,612,373,393,501,483,591,308,530,684
CDR20291_2506,2390,1213,1953,2109,1914,1496,1642,1729,2947,1597,2811,2273
CDR20291_2507,3116,1723,2917,3150,2353,2206,2476,2591,4073,2131,3702,3511
CDR20291_2508,581,307,646,654,415,270,259,399,735,409,609,601
CDR20291_2509,116,348,233,186,218,598,489,326,2094,1068,225,2478
CDR20291_2510,22559,20176,22639,28467,17874,23753,26213,18402,9553,9724,16811,7380
CDR20291_2511,2971,1237,2369,2453,1582,1637,1923,1397,851,1057,1690,408
CDR20291_2512,231,248,220,179,125,85,89,75,255,368,411,193
CDR20291_2513,44,572,75,27,206,218,133,83,58,543,70,39
CDR20291_2514,228,1276,613,318,2427,4150,1814,2330,135,502,171,71
CDR20291_2515,1447,3823,1972,1298,11179,9695,4816,7568,684,1714,789,291
CDR20291_2516,1212,2055,1416,1030,8383,7313,3725,5939,438,815,518,183
CDR20291_2517,376,324,551,370,496,454,296,374,158,217,121,85
CDR20291_2518,1541,4511,1619,1562,1376,1463,1400,1116,1773,2329,2824,2209
CDR20291_2519,968,2937,1163,1065,904,885,891,796,964,1112,1542,1458
CDR20291_2520,1415,4225,1524,1510,1027,812,780,974,1293,1188,1987,1514
CDR20291_2521,574,1806,890,772,434,512,383,466,463,643,693,657
CDR20291_2522,10,19,10,11,10,9,2,6,4,7,7,5
CDR20291_2523,30,29,32,24,19,13,15,10,16,22,20,20
CDR20291_2524,14,29,24,15,13,6,2,7,7,10,14,2
CDR20291_2525,584,394,601,651,304,226,207,326,450,301,455,449
CDR20291_2526,396,189,401,462,198,133,151,261,250,132,358,325
CDR20291_2527,337,173,326,391,198,112,133,221,306,108,367,305
CDR20291_2528,67,42,103,129,57,41,30,69,93,37,81,73
CDR20291_2529,60,21,66,78,37,37,22,30,37,35,57,63
CDR20291_2530,27,35,51,30,37,33,39,26,16,12,24,15
CDR20291_2531,9,17,16,15,10,4,7,9,4,7,16,2
CDR20291_2532,37,21,17,15,11,5,2,4,16,10,26,7
CDR20291_2533,16923,11860,28450,20779,14626,15413,12083,8587,19083,22880,43249,28098
CDR20291_2534,10047,6915,8580,8428,10480,12274,10303,7536,11997,8758,11721,10542
CDR20291_2535,61,33,177,100,41,63,25,36,74,49,101,78
CDR20291_2536,281,39,80,148,77,27,20,51,30,24,102,54
CDR20291_2537,308,91,143,199,123,71,86,94,55,92,70,56
CDR20291_2538,30,21,14,24,15,11,2,10,4,20,12,5
CDR20291_2539,2071,1221,1696,1742,1048,572,741,761,913,825,3595,1213
CDR20291_2540,2160,1928,2228,2098,1621,1197,1195,1100,1379,987,3048,1948
CDR20291_2541,1707,1089,2217,1932,1095,892,839,926,1266,699,2508,1792
CDR20291_2542,1697,1777,2006,1779,1150,1243,973,846,1530,1192,2768,2236
CDR20291_2543,1328,1228,1515,1289,883,688,506,527,906,1359,1850,986
CDR20291_2544,111,348,74,79,101,106,52,75,76,151,62,73
CDR20291_2545,1,7,5,1,3,1,2,2,5,4,3,2
CDR20291_2546,735,557,786,685,522,387,395,464,329,375,924,393
CDR20291_2547,761,667,563,534,499,331,380,379,215,429,698,237
CDR20291_2548,530,247,503,490,223,111,148,170,427,294,615,369
CDR20291_2549,450,164,381,371,179,96,91,115,329,204,506,261
CDR20291_2550,578,1049,977,819,545,839,548,398,1409,1337,2851,1924
CDR20291_2551,475,567,871,816,700,747,617,738,693,599,1071,737
CDR20291_2552,396,482,527,417,499,530,471,376,1572,1273,1757,967
CDR20291_2553,780,882,554,472,625,370,151,284,192,629,98,110
CDR20291_2554,852,959,984,793,1087,578,264,195,17356,15771,4358,8677
CDR20291_2555,2612,4292,3772,2968,4471,3190,1128,924,62648,40956,15352,38892
CDR20291_2556,196,225,276,209,190,106,37,59,1519,1538,929,479
CDR20291_2557,287,354,647,442,443,449,225,266,549,456,1369,713
CDR20291_2558,691,552,1336,969,1029,975,615,537,1236,888,2809,1357
CDR20291_2559,694,665,1563,981,1156,1279,605,533,939,860,2006,1458
CDR20291_2560,3732,3684,10085,7159,5722,7363,4090,3227,11060,9022,17744,17034
CDR20291_2561,308,353,945,588,468,590,343,296,934,928,1709,1443
CDR20291_2562,321,402,866,535,514,943,615,348,1192,1021,1724,1865
CDR20291_2563,266,156,398,314,252,341,215,209,227,239,316,210
CDR20291_2564,5,8,2,2,3,3,5,1,16,6,2,2
CDR20291_2565,1,2,0,1,1,1,10,1,2,1,1,2
CDR20291_2566,1,6,0,1,1,1,2,1,5,3,1,7
CDR20291_2567,21,41,19,14,9,14,17,9,28,31,19,20
CDR20291_2568,6,76,13,6,8,15,20,9,25,33,14,46
CDR20291_2569,7,55,8,12,7,22,57,11,12,34,9,7
CDR20291_2570,68297,61308,127654,104169,100131,129953,122596,90959,167456,136932,234592,233847
CDR20291_2571,12095,7373,9793,9304,11198,13687,10049,7413,21865,15746,15130,18494
CDR20291_2572,312,169,346,322,159,123,91,118,445,178,331,332
CDR20291_2573,1031,613,1145,1038,631,466,346,463,1236,549,994,1072
CDR20291_2574,4,11,5,1,4,7,2,3,4,14,9,7
CDR20291_2575,1,1,3,1,1,1,2,1,2,1,1,5
CDR20291_2576,161,294,825,609,415,749,163,159,142,210,352,464
CDR20291_2577,398,742,376,320,143,152,190,195,195,501,506,264
CDR20291_2578,156,353,146,127,95,79,74,75,81,97,152,100
CDR20291_2579,306,321,651,429,232,273,259,201,434,632,932,835
CDR20291_2580,195,110,369,243,154,189,94,124,412,484,478,398
CDR20291_2581,3750,5373,4454,4043,3403,5223,4211,2561,18988,15160,6355,12888
CDR20291_2582,99,52,93,75,50,70,77,38,81,130,121,78
CDR20291_2583,983,864,984,889,650,767,654,426,1203,1286,1842,989
CDR20291_2584,260,249,374,311,282,257,318,321,338,191,354,334
CDR20291_2585,39,54,53,58,44,56,69,37,44,58,69,61
CDR20291_2586,17,24,17,18,21,13,20,11,18,19,31,15
CDR20291_2587,15,34,14,16,16,24,25,15,7,8,19,20
CDR20291_2588,227,198,308,264,192,258,272,236,162,180,212,154
CDR20291_2589,1933,2690,2137,1887,2220,2464,2535,1854,2569,3338,3277,3115
CDR20291_2590,200,932,389,357,278,632,701,461,510,502,412,605
CDR20291_2591,39,36,44,48,31,28,20,18,72,89,74,34
CDR20291_2592,490,1185,1167,1049,858,1897,1173,808,932,947,2442,1521
CDR20291_2593,265,352,553,463,307,456,365,273,427,347,853,710
CDR20291_2594,322,88,248,279,101,35,47,99,49,44,117,46
CDR20291_2595,12,24,15,9,10,6,15,10,21,35,10,5
CDR20291_2596,14,33,7,14,9,7,5,10,21,26,9,5
CDR20291_2597,37,113,41,30,39,57,59,41,69,92,24,71
CDR20291_2598,16,89,22,22,26,31,37,26,18,55,9,12
CDR20291_2599,82,231,142,137,79,127,89,115,120,194,139,120
CDR20291_2600,135,260,306,255,174,279,388,233,128,292,194,134
CDR20291_2601,30325,17287,29127,24873,23812,15623,18035,18288,22424,16348,31690,17756
CDR20291_2602,2516,2327,2734,2872,1540,1190,1131,1717,2177,1120,2667,2815
CDR20291_2603,2056,2216,2236,2300,1428,1161,936,1185,1685,1304,2217,1587
CDR20291_2604,202,111,321,282,115,115,94,183,164,171,184,291
CDR20291_2605,945,434,851,855,396,206,220,428,682,479,809,657
CDR20291_2606,2041,443,954,1198,509,287,338,492,403,382,1092,652
CDR20291_2607,7,66,13,10,13,11,2,10,19,53,19,10
CDR20291_2608,829,634,1182,982,689,773,859,687,751,699,1087,649
CDR20291_2609,4573,6233,7342,8424,4588,6846,13187,10888,1433,1653,1792,1711
CDR20291_2610,3151,1755,4689,5518,2380,1989,3555,5391,345,483,717,342
CDR20291_2611,5055,3358,4431,6419,3253,2843,5075,6589,640,676,953,566
CDR20291_2612,3694,3064,4692,6380,2241,2091,3419,5497,225,174,521,281
CDR20291_2613,3738,2318,4713,5965,1904,1899,2582,4252,178,164,460,222
CDR20291_2614,2829,1417,4276,4496,1331,1143,945,2502,118,170,426,181
CDR20291_2615,5186,6463,7630,6727,8684,11509,24749,15572,2306,3418,3242,3416
CDR20291_2616,730,656,535,719,698,842,852,619,517,567,293,464
CDR20291_2617,182,308,310,319,270,597,511,365,262,240,120,361
CDR20291_2618,1078,905,852,841,1297,1603,1444,1077,1009,1312,1293,1040
CDR20291_2619,439,436,368,333,468,628,486,401,394,617,620,320
CDR20291_2620,301,362,332,314,440,513,486,342,288,553,526,276
CDR20291_2621,21,37,48,50,25,31,10,38,62,25,38,59
CDR20291_2622,19,31,28,25,20,20,12,19,49,43,28,37
CDR20291_2623,15,68,28,26,29,19,25,26,76,64,32,61
CDR20291_2624,1680,697,1925,1590,1729,1222,1893,1313,906,832,1260,906
CDR20291_2625,299,324,647,494,419,757,995,573,1203,1179,1198,1409
CDR20291_2626,84,155,144,173,60,87,126,99,60,150,262,132
CDR20291_2627,72,269,152,169,58,80,170,112,53,165,234,117
CDR20291_2628,5134,6903,5633,6245,3754,3712,4041,5963,5007,2831,6023,5247
CDR20291_2629,2320,2616,2223,2870,1308,918,1281,2839,1725,597,1297,1689
CDR20291_2630,2184,1906,2162,2529,1126,743,916,2180,1268,663,842,1145
CDR20291_2631,2220,2464,1679,2088,1376,1007,1158,2020,1118,594,923,1025
CDR20291_2632,1215,1017,781,960,576,395,580,1024,535,328,409,422
CDR20291_2633,5100,5512,3711,5041,2993,1889,2389,5810,2474,1023,1973,2261
CDR20291_2634,3544,3067,2298,3019,3368,3730,3537,3412,2867,2851,3187,2791
CDR20291_2635,1728,1592,1143,1395,909,678,676,998,951,809,1010,935
CDR20291_2636,779,709,541,559,371,252,259,375,357,356,325,293
CDR20291_2637,1326,1131,1276,1051,1141,993,992,760,958,1407,1706,850
CDR20291_2638,1320,927,1602,1402,1141,987,990,848,779,984,2263,1150
CDR20291_2639,29,44,39,47,41,51,42,22,37,79,99,39
CDR20291_2640,35,59,40,56,37,64,49,34,69,92,124,34
CDR20291_2641,885,510,1182,1006,1035,1033,797,845,696,896,746,481
CDR20291_2642,21,66,47,26,231,435,447,440,72,89,33,125
CDR20291_2643,13182,10094,13510,14999,6726,8060,8299,8806,7680,4480,9194,12432
CDR20291_2644,10092,5481,8007,9142,7401,7134,5418,5812,5849,4451,10873,6675
CDR20291_2645,1114,990,1616,1527,962,1000,669,839,1702,1077,2229,2012
CDR20291_2646,260,144,273,308,136,87,64,192,188,94,123,144
CDR20291_2647,110,94,211,167,111,157,111,166,125,66,97,132
CDR20291_2648,565,409,641,561,472,449,410,725,376,267,455,344
CDR20291_2649,737,596,1001,935,972,886,1044,780,661,993,1274,486
CDR20291_2650,24,42,23,30,22,6,25,30,33,27,59,24
CDR20291_2651,217,151,385,287,139,123,114,131,280,354,325,273
CDR20291_2652,862,517,866,658,567,326,249,255,427,659,1510,571
CDR20291_2653,458,626,1031,664,457,606,504,322,489,1034,1020,796
CDR20291_2654,4918,3920,7963,5474,2598,3112,4818,2915,2524,3003,4340,3586
CDR20291_2655,2907,3262,4861,3750,3520,2228,2204,2428,4008,2373,6941,5659
CDR20291_2656,1234,7441,1413,1678,1891,2350,1034,897,3042,9282,4278,3992
CDR20291_2657,780,2175,813,854,468,339,427,393,470,754,992,659
CDR20291_2658,770,1948,721,826,368,268,289,379,556,607,985,645
CDR20291_2659,1749,5137,1356,1574,834,634,580,822,1595,1421,1804,1626
CDR20291_2660,1102,3180,712,985,543,369,252,498,1111,682,959,854
CDR20291_2661,987,2206,843,1034,551,442,276,549,776,577,827,798
CDR20291_2662,568,1357,747,682,311,290,197,392,492,380,439,488
CDR20291_2663,1116,2245,869,1032,420,259,207,467,774,638,821,637
CDR20291_2664,871,1717,744,798,361,348,326,456,591,411,625,630
CDR20291_2665,576,986,654,615,301,215,173,313,389,428,447,415
CDR20291_2666,951,1186,793,855,454,265,318,470,470,526,777,486
CDR20291_2667,749,1036,896,910,327,213,257,440,336,235,638,430
CDR20291_2668,1398,2558,1424,1410,690,660,558,840,848,1350,1485,857
CDR20291_2669,967,3532,1543,1231,754,913,973,887,834,1299,1626,1248
CDR20291_2670,1456,2847,1422,1252,1005,664,864,890,1015,1538,2479,847
CDR20291_2671,8287,10588,5306,5890,7143,8482,10681,6868,5710,7790,10347,4988
CDR20291_2672,5376,13920,5950,7167,5126,3789,3308,3863,8174,8020,12209,8972
CDR20291_2673,407,386,604,628,200,225,225,286,223,166,257,330
CDR20291_2674,2150,2941,6790,5392,1275,1998,2829,2643,1089,859,810,1931
CDR20291_2675,2215,1085,2134,2317,816,749,669,1129,566,214,361,483
CDR20291_2676,6504,4108,9545,9266,6962,6792,6966,6601,8828,4336,11017,10359
CDR20291_2677,1,2,1,3,2,3,2,1,4,2,3,5
CDR20291_2678,4719,2996,5389,5757,3126,2203,2078,3298,4477,1520,3847,4102
CDR20291_2679,2805,1051,1913,2302,989,419,385,925,2346,450,1758,1506
CDR20291_2680,16939,10855,18950,17154,11254,8952,10086,8735,15569,9262,17515,15811
CDR20291_2681,2922,3389,2388,2446,1466,1077,948,1376,4287,1994,3810,3462
CDR20291_2682,497866,290742,625632,575172,467980,518041,615886,464976,644863,442248,716216,727059
CDR20291_2683,1582,1259,2230,1949,1004,821,716,1130,712,620,831,793
CDR20291_2684,1381,1088,1568,1602,1282,1344,1135,1222,1038,1168,1419,1199
CDR20291_2685,886,5272,260,549,174,268,321,523,1832,1649,436,1733
CDR20291_2686,4686,22249,884,2240,975,779,857,2028,6215,7222,1086,4995
CDR20291_2687,222,1138,261,280,193,263,151,150,169,593,274,247
CDR20291_2688,277,361,231,313,109,133,114,183,132,182,180,186
CDR20291_2689,51,157,36,29,55,65,49,33,74,131,87,49
CDR20291_2690,3353,582,1908,2506,1771,397,874,1535,491,653,2822,654
CDR20291_2691,881,1913,1318,1098,685,677,546,547,976,919,1788,1765
CDR20291_2692,353,471,377,336,209,132,91,146,274,215,404,398
CDR20291_2693,901,1213,827,801,554,356,227,376,663,432,858,776
CDR20291_2694,563,575,508,435,317,310,235,238,339,209,478,498
CDR20291_2695,367,357,296,272,241,238,151,145,216,169,277,247
CDR20291_2696,278,351,279,212,218,212,178,113,185,244,258,203
CDR20291_2697,5,6,4,7,7,5,2,6,4,4,6,2
CDR20291_2698,1,2,7,2,4,1,2,2,2,1,1,2
CDR20291_2699,40,89,103,73,54,40,20,21,33,105,89,61
CDR20291_2700,22,46,21,16,13,13,7,10,26,67,25,17
CDR20291_2701,17,25,16,12,18,12,17,10,19,21,3,17
CDR20291_2702,10,14,11,3,4,6,5,5,2,11,6,5
CDR20291_2703,176,168,204,172,158,137,104,106,188,214,167,115
CDR20291_2704,255,290,566,497,377,627,612,413,266,245,220,405
CDR20291_2705,57,76,209,119,92,211,163,107,63,79,46,127
CDR20291_2706,371,3049,306,243,164,179,131,136,325,1897,601,298
CDR20291_2707,266,1534,329,273,201,170,156,156,267,985,555,310
CDR20291_2708,1524,1537,2075,1935,3365,7273,7944,4642,1472,1461,1290,1958
CDR20291_2709,107,104,173,145,67,86,128,65,79,111,119,129
CDR20291_2710,59,53,44,47,17,55,39,26,33,34,14,29
CDR20291_2711,36,60,37,56,21,67,62,36,46,27,22,39
CDR20291_2712,112,54,56,80,40,67,64,55,102,53,30,54
CDR20291_2713,153,91,246,187,135,90,81,79,308,300,344,217
CDR20291_2714,22,33,43,28,29,31,35,25,33,76,53,42
CDR20291_2715,890,798,583,642,1139,1274,1010,1111,494,730,505,505
CDR20291_2716,9923,6491,11405,10677,6386,9593,10565,9272,11631,9098,11581,13401
CDR20291_2717,942,632,777,784,2098,2486,2710,2494,459,377,432,461
CDR20291_2718,489,275,244,324,999,886,928,875,211,268,167,178
CDR20291_2719,212,155,426,356,591,1036,1360,1072,106,169,87,164
CDR20291_2720,429,362,550,469,430,557,580,447,369,376,285,334
CDR20291_2721,1672,3709,2143,2399,2371,4717,4976,3628,2307,3990,1958,2332
CDR20291_2722,407,625,519,495,546,391,225,326,260,211,809,271
CDR20291_2723,112,108,177,138,125,187,200,143,113,145,123,98
CDR20291_2724,95,108,129,102,103,98,99,92,79,71,70,59
CDR20291_2725,27,42,20,22,16,18,35,10,26,48,26,29
CDR20291_2726,2,15,5,7,6,9,10,12,2,10,6,2
CDR20291_2727,10,12,6,12,10,14,10,10,5,15,5,10
CDR20291_2728,6,15,4,3,3,3,5,5,4,4,2,2
CDR20291_2729,1,3,2,2,1,1,2,1,2,1,1,2
CDR20291_2730,29,24,30,37,13,17,12,15,5,17,9,2
CDR20291_2731,289,171,206,327,128,157,141,148,81,68,249,132
CDR20291_2732,129,177,244,895,154,318,94,126,86,190,419,217
CDR20291_2733,1099,1127,1574,1562,2031,3071,2503,1614,3544,2436,2715,3936
CDR20291_2734,5301,5590,4404,3881,2643,2945,2273,1490,1924,3355,1759,1309
CDR20291_2735,10,29,22,11,8,6,5,6,9,44,14,7
CDR20291_2736,24,220,45,34,27,30,17,19,19,104,37,17
CDR20291_2737,70,216,86,109,87,76,54,101,37,89,47,24
CDR20291_2738,700,812,248,415,383,157,160,284,208,425,325,122
CDR20291_2739,437,512,180,292,204,106,69,157,90,216,224,73
CDR20291_2740,1476,1167,1332,1324,671,550,375,547,1403,622,1928,1543
CDR20291_2741,176,110,323,287,72,55,96,85,148,54,171,212
CDR20291_2742,981,616,1526,1221,550,577,412,390,1131,902,1575,1562
CDR20291_2743,4150,2609,5498,4522,2192,2086,1627,1700,4147,3388,5478,4714
CDR20291_2744,4803,2561,6940,6161,2783,2118,1629,2694,4205,1718,5006,4260
