,E1,T20,T5,E12,T14,E14,T6,E23,T10,E15,T11,E25,T15,E16,T61,E24,T42
BN165_830022,3,5,1,3,16,6,20,8,28,51,1,1,1,7,78,32,1
BN165_830023,1,2,1,2,3,1,6,3,22,23,4,1,1,6,43,838,2
BN165_830024,1,3,1,4,10,8,5,9,15,14,3,19,1,40,43,838,3
BN165_830025,1,1,4,1,1,6,26,1,8,63,2,1,1,45,62,107,3
BN165_830026,2,1,3,2,106,4,31,2,7,36,3,1,1,9,104,31,1
BN165_830027,6,2,5,2,87,19,151,7,3,13,2,1,1,2,151,44,1
BN165_830028,1,1,1,2,22,1,4,1,20,7,2,1,21,1,76,54,1
BN165_830029,28,1,1,2,38,1,1,1,11,2,7,1,23,2,31,15,1
BN165_830030,5,13,1,3,44,3,1,1,8,125,1,1,1,1,50,17,1
BN165_830031,36,33,4,10,8,4,5,1,4,17,1,7,1,15,33,5,2
BN165_830032,42,1,1,10,6,5,1,33,18,12,5,3,27,25,17,7,1
BN165_830033,14,1,1,1,178,2,9,10,1,8,1,5,74,254,21,12,1
BN165_830034,6,1010,14,1,50,1,56,19,1,7,1,27,20,166,31,3,1
BN165_830036,11,169,1,1,17,1,11,40,8,5,1,1,5,52,14,3,1
BN165_830037,34,1,6,1,10,1,1,1,1,408,2,1,4,24,25,2,2
BN165_830038,10,52,2,1,3,1,4,1,1,408,1,1,12,20,34,5,2
BN165_830039,8,14,23,19,1,1,1,1,1,1,1,1,4,43,32,2,3
BN165_830040,11,7,55,2,63,1,3,1,1,1,1,1,4,26,24,4,1
BN165_830041,14,79,36,12,24,1,3,11,1,1,1,1,1,22,24,6,2
BN165_830042,14,1,28,7,8,1,3,8,1,1,1,1,2,57,51,31,1
BN165_830043,6,1,71,4,1000,9,2,6,2,1,1,1,2,8,35,1,3
BN165_830044,15,1,39,5,72,29,7,11,1,22,1,1,47,6,12,140,4
BN165_830045,64,182,8,8,20,2,7,39,1,22,2,1,37,58,913,79,10
BN165_830046,59,1,23,10,17,1,8,232,1,16,3,1,6,26,15,1049,4
BN165_830047,54,1,13,1,121,3,7,15,2,17,4,1,11,30,2,18,12
BN165_830048,56,1,1069,1,2,6,5,21,1,11,5,1,16,3,2,59,17
BN165_830049,60,98,5,9,1,5,8,37,1,46,1,1,3,11,45,3,1
BN165_830050,50,161,81,6,1,7,11,70,2,2,1,1,2,73,2,2,1
BN165_830051,116,251,1,3,1,6,16,62,1,22,1,1,96,2,95,104,1
BN165_830052,12,29,6,5,1,8,18,42,1,20,1,1,29,2,73,40,1
BN165_830053,13,1,23,3,1,10,12,117,1,27,1,1,5,42,41,14,1
BN165_830054,19,1,17,212,34,51,28,16,1,4,1,2,3,182,29,11,2
BN165_830055,6,1,15,212,16,1,9,1,1,5,1,2,1,18,59,16,3
BN165_830056,13,1,13,10,15,8,12,1,1,5,1,2,1,4,4,16,3
BN165_830057,3,2,8,21,12,4,2,1,1,47,4,3,24,5,4,7,3
BN165_830058,8,16,10,2,8,6,2,1,1,10,3,1,10,4,8,7,4
BN165_830059,1,1,8,2,10,1,19,1,5,12,1,1,6,15,1,7,4
BN165_830060,1,1,31,5,7,3,6,2,6,12,1,1,1,8,1,7,2
BN165_830061,1,1,135,6,7,1,1,2,12,3,1,1,466,8,1,1,1
BN165_830062,1,1,2,6,3,1,1,2,6,5,1,1,16,4,42,1,1
BN165_830063,2,2,3,1,3,1,1,3,16,109,1,1,8,9,1,1,1
BN165_830064,23,1,9,3,3,2,1,1,1,5,1,1,10,15,27,1,1
BN165_830065,32,1,7,1,35,1,1,1,6,3,1,1,43,72,36,1,1
BN165_830066,8,1,5,2,12,4,1,2,9,9,2,5,1,148,70,1,1
BN165_830067,6,1,16,1,10,7,1,1,47,33,8,3,1,24,42,1,1
BN165_830068,2,10,3,3,8,4,11,1,2,19,6,1,1,39,14,1,1
BN165_830069,3,1,154,4,6,3,5,1,81,2,2,1,1,52,163,34,4
BN165_840001,9,3,4,3,28,2,2,3,93,11,24,85,1,35,23,34,1
BN165_840002,6,2,12,8,18,4,1,8,46,7,29,85,1,30,62,3,1
BN165_840003,3,5,3,4,18,8,1,24,32,5,1,13,1,26,74,5,1
BN165_840004,3,11,11,9,16,8,1,154,51,4,48,43,1,27,71,42,1
BN165_840005,1,7,1,8,9,11,1,302,424,12,1,1,1,38,22,132,1
BN165_840006,2,2,1,7,24,8,1,58,340,6,3,10,3,29,24,18,3
BN165_850001,17,5,1,1,15,3,1,2,428,14,1,8,2,29,17,9,5
BN165_850002,9,8,2,4,15,4,1,159,1052,6,1,7,1,25,13,7,4
BN165_850003,11,11,22,10,2,8,1,223,115,2,9,1,5,27,26,25,6
BN165_850004,37,170,1,1,5,1,1,65,60,1,566,1,5,24,4,7,7
BN165_850005,1,4,1,70,8,35,2,89,62,36,1,2,1,47,106,8,170
BN165_850006,1,1,1,50,17,44,1,77,19,34,1,5,3,181,229,2,3
BN165_850007,1,1,1,17,7,9,1,198,35,395,1,2,2,40,100,40,1
BN165_850008,1,1,3,35,277,30,1,3484,23,2,1,2,4,4,127,11,2
BN165_850009,5,5,3,20,3,19,19,1,14,7,2,4,2,39,15,126,2
BN165_850010,6,130,1,29,29,29,8,76,11,1,1,3,2,4,191,104,3
BN165_850011,11,130,2879,2,23,1,1,4,22,15,1,20,1,87,42,21,11
BN165_850012,4,173,20,13,103,5,1,1,36,6,1,1,1,1,21,29,1
BN165_850013,6,139,76,1,17,1,1,3,47,6,1,1,2,88,30,41,11
BN165_850014,73,37,1,15,14,15,1,1,26,30,1,1,3,76,81,7,35
BN165_850015,68,74,1,77,20,50,1,1,100,14,13,1,2,136,49,5,3
BN165_850016,31,12,5,62,15,58,1,1,81,3,16,1,1,15,1,151,6
BN165_850017,66,5,1,50,16,53,1,1,96,6,7,1,9,3608,1,41,90
BN165_850018,33,9,1,46,14,34,1,2,61,14,14,6,7,15,16,10,141
BN165_850019,6,4,5,44,6,26,1,2,1062,18,28,1,6,10,1,7,33
BN165_850020,1,10,15,80,21,77,24,2,1,5,9,6,9,15,5,22,39
BN165_850021,1,7,34,29,15,25,2,1,1,8,3,4,4,3,4,5,29
BN165_850022,1,7,20,27,83,28,2,3,1,1,13,2,12,3,11,54,36
BN165_850023,1,1,21,6,6,7,6,1,13,13,9,3,4,12,5,20,17
BN165_850024,1,1,14,5,28,2,6,11,27,33,21,4,3,1,6,66,11
BN165_850025,1,1,6,20,1,5,855,4,1,3,8,5,1,294,7,767,1
BN165_850026,1,1,14,5,1,12,2157,515,1,3,12,3,2,13,109,58,2
BN165_850027,9,16,4,40,12,1,209,918,1,2,6,1,5,183,117,18,4
BN165_850028,21,1,13,36,1,1,334,899,1,23,12,3,10,29,70,16,4
BN165_850029,5,42,12,5,1,21,1,3,1,31,5,2,6,27,21,85,3
BN165_850030,3,44,9,12,1,30,2,1,20,14,11,18,286,15,73,1,6
BN165_850031,1,1,5,9,1,2,57,10,44,6,15,1,1,26,76,1,9
BN165_850032,10,106,7,27,1,7,35,10,1,31,9,1,14,10,621,1,9
BN165_850033,1,3,17,58,1,20,366,2,1,67,3,9,14,12,878,1,4
BN165_850034,1,9,4,3,1,13,31,5,43,2,9,13,45,7,696,1,9
BN165_850035,1,6,54,3,1,28,31,1,5,37,8,3,18,10,99,1,2
BN165_850036,15,50,14,15,1,44,31,1,6,2,2,1,3,2,124,8,6
BN165_850037,2,92,1,5,1,3,32,2,6,7,7,1,6,1,19,5,10
BN165_850038,1,1,1,52,2,3,23,1,2,18,6,1,13,1,41,2,7
BN165_850039,4,51,4,16,1,13,28,17,1,1,4,1,6,1,20,10,6
BN165_850040,4,1,1,115,1,6,4,25,2,10,1,6,5,98,36,4,3
BN165_850041,1,1,1,161,2,31,22,6,11,23,2,3,2,1,5,6,1
BN165_850042,3,20,5,7,1,14,11,73,11,15,3,28,8,1,129,6,2
BN165_850043,2,32,13,6,1,70,20,89,13,13,6,8,5,3,124,7,3
BN165_850044,4,4,5,23,1,93,15,165,10,8,12,50,13,11,73,4,4
BN165_850045,4,69,3,2,1,5,12,2,14,7,13,65,2,5,80,4,5
BN165_850046,2,1,2,1,1,6,3,14,11,3,11,2,7,6,47,3,1
BN165_850047,1,1,4,29,1,3,2,97,10,3,78,3,1,5,10,16,1
BN165_850049,114,1,4,7,1,14,5,96,4,18,39,1,1,14,7,16,1
BN165_850050,49,1,1,12,1,2,1,34,6,1,13,1,4,6,85,9,1
BN165_850051,69,1,1,17,1,1,7,44,9,1,66,1,1,6,7,4,4
BN165_860002,7,1,1,1,7,1,8,543,1,12,42,1,2,6,7,5,1
BN165_860003,19,4,66,2,11,24,33,21,47,1,10,15,2,7,7,20,4
BN165_860004,43,102,2,2,14,2,32,25,68,28,26,14,1,2,93,17,5
BN165_860005,44,3,5,14,10,4,2,74,2,58,5,1,2,1,8,26,15
BN165_860006,48,1,1,4,5,6,4,11,28,29,1,2,1,9,178,17,3
BN165_860007,8,1,7,1,5,13,3,6,2,10,1,11,2,4,2,8,7
BN165_860008,1,1,4,1,4,4,7,16,95,5,4,25,1,6,24,24,15
BN165_860009,1,1,1,2,309,3,5,34,95,2,6,14,1,3,7,11,1
BN165_860010,1,1,2,1,6,1,2,3,184,5,14,1,1,5,3,12,1
BN165_860011,9,69,7,1,8,6,2,2,176,18,1,1,1,60,106,2,1
BN165_860012,29,27,1,1,20,1,6,129,4,13,1,1,1,7,3,3,1
BN165_860013,250,22,1,1,22,2,15,497,1,1,399,1,1,1,87,6,4
BN165_860014,292,1,2,3,12,1,1,212,1,9,14,1,1,1,57,14,1
BN165_860015,5,3,124,3,12,2,1,357,1,20,12,1,1,1,49,5,7
BN165_860016,1,16,56,68,22,1,2,688,55,2,1,1,1,6,5,364,6
BN165_860017,1,22,4,32,1,1,7,472,75,6,1,2,1,1,2,4,1
BN165_860018,47,12,2,98,15,2,6,580,51,2,2,1,1,1,12,35,6
BN165_860019,58,290,14,1,26,1,6,706,14,66,1,2,1,1,6,30,13
BN165_860020,2,232,15,1,38,2,132,546,57,3,1,4,1,1,2,104,5
BN165_860021,10,571,12,3,1,2,91,480,40,22,1,5,1,1,88,20,17
BN165_860022,50,1834,17,1,115,29,24,692,106,14,13,1,1,1,2,6,48
BN165_860023,34,30,1,1,115,11,10,680,88,6,3,17,1,18,1,6,36
BN165_860024,17,19,1,14,111,30,7,464,87,16,5,5,4,40,18,12,16
BN165_860025,2,5,2,8,56,1,1,640,1,8,3,7,4,37,9,8,16
BN165_860026,6,3,5,8,29,2,1,606,1,10,2,2,11,29,1,6,17
BN165_860027,3,2,1,8,49,2,5,990,1,2,1,2,7,69,1,6,37
BN165_860028,4,1,1,18,1239,6,4,35,61,5,2,1,13,13,2,11,49
BN165_860029,6,1,14,151,961,6,2,40,9,8,4,114,1,1,177,12,20
BN165_860030,7,1,1,11,1237,6,3,23,8,6,1,114,7,1,44,342,12
BN165_860031,7,5,1,2,476,6,5,40,7,9,1,1,16,1,1,5,173
BN165_860032,7,2,1,1,179,1,6,149,8,13,1,1,14,1,1,16,8
BN165_860033,17,1,2,1,76,5,5,179,16,9,1,6,1,1,1,1,17
BN165_860034,7,1,1,2,103,4,3,10,18,4,1,6,47,1,2,1,7
BN165_860035,11,1,1,1,19,1,1,1,17,10,1,3,43,2,1,7,10
BN165_860036,10,1,1,1,64,3,6,15,1,1,10,9,22,2,7,1,6
BN165_860037,8,1,1,11,55,1,3,699,1,16,1,1,19,2,7,1,9
BN165_860040,20,1,2,2,32,1,13,691,1,1,24,1,22,1,7,1,14
BN165_860041,9,4,1,1,29,5,3,845,1,1,10,1,396,1,10,1,13
BN165_860042,1,12,1,1,47,13,64,904,1,2,28,3,325,1,1,1,12
BN165_860043,1,15,1,8,30,99,6,966,1,12,33,1,1,1,1,1,25
BN165_860044,1,382,1,24,39,7,4,1559,1,9,1,5,399,1,5,1,20
BN165_860045,1,12,3,22,23,10,10,1184,1,20,17,13,727,1,1,1,4
BN165_860046,5,10,1,1,142,17,64,39,10,10,3,1,72,2,1,1,61
BN165_860047,3,27,5,5,114,38,7,22,11,9,1,1,47,6,1,1,362
BN165_860048,3,36,1,16,132,25,13,1,10,20,1,1,39,16,6,1,6
BN165_860049,1,8,16,17,62,20,5,13,16,9,1,40,7,70,16,6,1
BN165_860050,1,4,26,1,1761,57,10,11,12,6,1,40,33,200,43,4,1
BN165_860051,1,12,4,1,3,10,10,9,7,41,1,24,2,31,241,3,13
BN165_860052,3,18,3,1,3,1,2,10,9,12,1,24,5,3,602,5,1
BN165_860053,1,2,4,18,1,1,12,7,3,151,1,5,1,83,117,4,24
BN165_860054,14,2,16,1,2,1,4,10,1,123,2,9,1,97,4,1,19
BN165_860055,25,2,5,1,1,1,3,24,1,6,1,1,1,41,206,2,7
BN165_860056,2,1,4,2,34,1,4,74,2,10,2,1,25,47,264,2,6
BN165_860057,3,8,4,2,1,1,6,74,1,9,1,2,17,51,118,1,22
BN165_860058,238,7,9,3,1,1,5,45,1,8,1,9,14,110,134,1,7
BN165_860059,55,1,6,1,1,2,16,19,4,8,1,7,21,1,128,1,1
BN165_860060,1,1,2,1,3,3,19,6,11,10,1,1,11,18,194,1,1
BN165_860061,14,1,3,1,1,1,10,35,13,6,1,1,13,18,9,8,3
BN165_860063,7,11,39,3,42,1,30,2,9,14,1,5,8,1,9,11,1
BN165_860064,4,7,30,1,1,2,1,88,5,22,1,1,64,5,9,22,1
BN165_860065,60,3,21,2,27,1,1,1,1,1,1,1,54,2,1140,11,1
BN165_860066,1,1,26,7,1,1,1,1,2,7,141,1,63,6,1158,20,1
BN165_860067,1,1,36,9,1,1,17,1,6,1,1,1,33,4,31,10,2
BN165_860068,1,1,19,17,1,1,2,2,6,9,3,1,720,9,40,10,3
BN165_860069,63,1,60,51,1,2,1,3,2,2,1,1,1,5,5,18,23
BN165_860071,1,1,5,38,3,6,1,2,4,35,1,1,1,16,225,45,15
BN165_860072,1,1,7,25,5,38,44,2,5,3,1,1,1,25,104,5,6
BN165_860073,1,1,13,59,4,112,9,3,111,6,1,1,1,27,123,90,54
BN165_860074,21,1,2,10,131,16,22,184,1,22,1,1,14,20,81,89,5
BN165_860075,33,3,7,1,3,3,18,318,39,7,25,1,1,30,53,45,16
BN165_860076,57,224,2,1,3,91,8,281,3,5,36,1,1,3,101,29,12
BN165_860077,13,3,5,1,2,215,1,1,2,5,109,2,1,4,57,39,16
BN165_860078,1,5,1,1,4,30,1,2,2,8,18,45,1,13,106,1152,24
BN165_860079,1,6,1,1,2,32,1,1,5,42,168,1,1,5,43,1337,15
BN165_860080,1,5,1,2,2,34,1,14,3,5,171,1,1,1,40,983,10
BN165_860081,2,4,1,3,2,116,1,41,4,3,125,1,1,1,54,825,22
BN165_860082,3,9,1,3,2,939,1,18,2,8,1,1,19,1,38,196,2
BN165_860083,18,2,15,3,5,8,1,27,7,10,1,3,1,1,30,61,30
BN165_860084,1,4,14,1,1498,19,1,49,7,8,1,6,1,1,30,78,65
BN165_860085,1,6,3,1,15,7,1,61,7,7,1,1,1,10,63,10,30
BN165_860086,1,2,2,1,57,8,1,86,29,2,1,2,1,8,50,37,7
BN165_860087,1,3,1,1,1,377,1,1,15,1,42,1,1,8,52,48,108
BN165_860088,2,3,1,1,1,451,1,2,18,1,1,1,1,18,56,21,14
BN165_860089,1,1,2,1,1,525,1,7,1,1,1,1,13,1,66,21,7
BN165_860090,1,1,2,1,1,20,1,26,1,1,1,2,3,1,64,33,9
BN165_860091,1,6,2,6,19,17,1,8,26,4,1,36,10,12,168,26,16
BN165_860092,1,357,2,15,33,21,2,5,134,4,1,8,43,16,12,34,16
BN165_870001,7,1,1,72,5,31,1,54,21,6,1,67,1,14,362,22,1
BN165_870002,2,1,1,220,4,1,1,269,26,7,4,39,1,3,8,163,1
BN165_870003,2,6,12,23,12,1,23,659,7,126,6,2,1,1,2,128,1
BN165_870004,2,5,4,1,29,1,2,15,5,4,13,1,1,1,1,156,5
BN165_880001,6,150,6,133,21,8,27,1,11,14,10,1,1,1,1,48,3
BN165_880002,13,200,38,201,3,1,1,1,4,16,55,1,1,1,1,1923,5
BN165_880003,10,13,1,28,3,1,1,112,4,6,5,1,1,1,1,22,4
BN165_880004,2,93,8,38,1,1,2,203,27,10,42,1,1,15,1,22,2
BN165_880005,7,33,1,35,1,3,2,16,22,19,36,1,1,60,1,11,5
BN165_880006,10,1,13,153,1,3,2,1,4,1,9,1,1,31,2,5,34
BN165_880007,3,1,16,1976,1,3,3,1,6,97,16,1,1,68,1,11,41
BN165_880008,146,13,1,356,2,1,3,1,2,73,10,1,1,26,9,10,25
BN165_880009,5,15,1,307,1,4,24,1,2,29,90,1,1,34,1,12,20
BN165_880010,2,2,1,432,2,5,27,1,8,26,25,1,1,34,18,5,25
BN165_880011,1,6,3,465,3,2,15,1,46,21,221,1,1,1,25,4,247
BN165_880012,1,1,3,551,3,1,6,1,4,3,154,1,1,1,26,2,354
BN165_880013,3,4,4,814,1,378,7,1,32,5,16,1,1,3,2,1,263
BN165_880015,98,4,4,751,1,1,8,1,6,1,14,1,40,1,40,2,32
BN165_880016,73,5,5,240,1,2,9,2,4,1,1,1,40,3,15,1,41
BN165_900002,34,90,29,1,3,2,7,89,11,3,3,1,99,2,8,1,7
BN165_900003,55,3,30,1,3,2,1,21,17,11,102,1,34,41,211,15,16
BN165_900004,12,52,22,2,3,19,1,72,1,3,3,1,61,5,130,8,5
BN165_900005,6,56,47,1,1,1,212,3,10,2,1,1,3,4,147,11,1
BN165_900006,11,1,27,1,1,1,299,47,13,1,1,1,3,4,207,11,38
BN165_900007,7,24,1,39,1,1,3,451,6,8,17,7,2,1,204,191,34
BN165_900008,13,885,1,1,3,1,5,53,11,14,13,1,4,2,125,234,17
BN165_900009,4,16,1,1,7,2,5,9,3,4,21,3,3,2,118,249,20
BN165_90001,29,2,1,2,32,2,13,1,3,11,32,1,1,3,65,614,13
BN165_900010,3,72,1,1,32,1,52,1,2,8,6,5,10,11,35,1048,2
BN165_90002,1,1,1,1,1,209,12,3,10,3,1,3,1,2,636,1122,2
BN165_90003,24,2,1,7,1,213,208,6,3,3,1,4,1,7,626,939,1
BN165_90004,20,7,1,4,26,223,3,18,2,7,25,1,1,27,448,88,2
BN165_910001,1,5,5,2,21,258,5,17,1,22,69,3,2,6,366,82,2
BN165_910002,1,8,13,1,9,289,5,6,1,27,132,15,1,8,172,9,35
BN165_910003,1,13,3,5,30,400,4,3,1,7,72,6,1,84,339,11,2
BN165_910004,1,29,1,1,49,355,8,4,1,15,44,1,4,214,642,4,386
BN165_920001,1,10,1,2,113,3,7,223,1,17,79,1,5,54,201,60,5
BN165_920002,20,14,6,8,17,1,6,144,3,4,340,4,2,74,232,33,8
BN165_920003,3,10,1,1,12,1,27,159,11,6,16,3,7,58,24,203,3
BN165_920004,4,28,1,1,1,5,22,24,13,5,28,8,12,48,105,82,2
BN165_920005,3,12,1,1,1,1,2,7,3,1,11,2,13,21,10,68,1
BN165_930001,16,39,11,2,1,1,2,240,1,1,2,6,1,13,192,91,28
BN165_930002,23,20,4,3,1,1,6,4,2,8,6,7,1,2,145,9,13
BN165_940001,2,1,3,8,1,1,1,4,1,28,10,4,1,4,93,42,14
BN165_940002,17,1,2,5,1,1,1,7,1,48,7,1,1,6,100,15,1
BN165_950002,1,1,2,15,55,43,1,9,5,28,30,1,1,6,59,6,1
BN165_960001,1,1,1,79,1,4,1,24,1,17,48,7,4,4,157,1,6
BN165_960002,15,2,2,1,1,7,1,13,2,79,6,1,5,8,39,2,3
BN165_960003,23,4,2,1,2,23,1,79,13,24,9,29,1,8,43,1,1
BN165_960004,4,20,2,1,4,1,1,119,15,2,16,12,1,4,4294,1,1
BN165_960005,15,3,3,1,11,1,1,35,6,8,15,5,1,11,171,1,1
BN165_960006,1,5,1,8,11,1,1,30,7,13,25,22,1,2,34,1,8
BN165_960007,1,6,1,5,13,1,1,56,2,7,67,11,1,8,10,3,15
BN165_960008,1,185,64,2,12,5,1,8,2,11,16,33,1,6,33,1,3
BN165_960009,1,220,19,1,17,4,1,10,2,37,18,1,16,4,11,1,1
BN165_960010,1,19,29,14,19,2,42,162,2,46,13,2,1,4,51,394,1
BN165_960011,1,20,3,2,18,1,89,1,3,1,12,1,13,1,135,87,155
BN165_960012,5,19,11,1,8,11,12,6,1,2,44,3,1,1,65,204,157
BN165_960013,28,3,17,6,12,1,8,1,1,12,8,15,1,1,1563,71,1
BN165_960014,4,3,26,1,18,1,5,1,3,6,4,10,1,1,1563,15,1
BN165_960015,1,,24,1,1,1,3,22,13,24,10,7,2,1,203,28,2
BN165_960016,1,,4,3,63,1,33,198,2,6,1,8,2,1,74,18,2
BN165_960017,1,,1,1,93,1,22,7,1,5,7,18,3,1,5,16,4
BN165_960018,1,,1,2,89,1,22,2,1,24,7,39,2,2,120,20,1
BN165_960019,1,,1,1,60,1,8,108,3,12,4,6,6,3,28,15,20
BN165_960020,148,,5,2,3491,1,31,104,1,5,1,10,1,4,32,48,20
BN165_960021,109,,13,43,27,4,25,603,3,8,1,3,1,4,20,62,10
BN165_960022,82,,140,1,36,23,28,329,1,6,19,2,5,1,25,16,38
BN165_960023,5,,170,1,3,192,23,163,1,28,7,4,7,1,35,26,33
BN165_960024,10,,1,1,2,272,58,2,2,7,18,1,1,1,11,15,47
BN165_960025,23,,1,7,2,366,83,1,1,64,1,1,1,1,8,5,11
BN165_960026,24,,1,167,2,1,49,1,1,229,1,15,16,4,4,16,16
BN165_960027,16,,16,224,1,1,37,1,1,14,3,11,1,4,10,1,6
BN165_960028,273,,18,872,6,2,38,4,4,19,3,2,1,5,6,2,10
BN165_960029,173,,2,833,6,3,49,4,1,2,5,5,1,13,11,2,9
BN165_960030,174,,8,640,6,3,62,151,2,1,6,4,1,4,14,3,1
BN165_960031,304,,15,47,7,7,1,68,2,3,19,6,1,7,61,3,1
BN165_960032,8,,15,347,10,2,8,1,5,2,9,31,1,17,543,105,1
BN165_960033,6,,2,555,11,1,7,27,4,82,23,3,1,1,269,5,1
BN165_960034,21,,1,542,6,1,8,42,2,16,1,3,1,1,1784,4,1
BN165_960035,1,,2,2,4,2,9,10,3,17,1,7,1,3,58,4,1
BN165_960036,2,,1,7,7,9,33,13,18,11,18,16,1,3,159,1,62
BN165_960037,3,,3,8,7,10,2,25,11,2,6,16,1,3,9,1,31
BN165_960038,2,,3,1,1,2,4,19,3,1,7,13,1,1,7,7,40
BN165_960039,2,,4,1,1,19,29,19,4,4,15,32,1,3,185,5,31
BN165_960040,5,,4,1,3,106,29,4,2,1,62,6,1,4,9,151,18
BN165_960041,2,,2,2,1,138,6,6,2,6,23,1,1,1,44,23,39
BN165_960042,1,,11,15,39,386,1,23,149,37,20,3,1,3,37,4599,17
BN165_960043,1,,3,15,1,406,3,70,3,2,10,2,1,16,56,5,31
BN165_960044,1,,4,2,13,330,21,94,2,6,46,5,1,7,56,155,18
BN165_960045,1,,3,30,41,19,2,69,14,4,120,26,1,18,26,120,13
BN165_960046,1,,3,34,45,24,6,50,14,8,24,1,1,107,26,78,19
BN165_960047,1,,9,69,40,51,3,59,17,3,31,2,1,25,25,39,15
BN165_960048,7,,3,1,32,1,2,63,28,60,35,12,1,16,25,2,13
BN165_960049,16,,1,7,77,6,2,46,1,2,78,1,188,16,1,1181,12
BN165_960050,25,,1,76,35,55,5,70,1,137,65,1,2,23,1,2,26
BN165_960051,177,,1,74,151,52,6,1,1,3,65,4,1,41,1,7,18
BN165_960052,9,,1,15,157,9,6,2,1,4,99,1,1,54,1,3,15
BN165_960053,12,,1,20,9,16,5,2,1,10,46,1,1,27,1,2,17
BN165_960054,14,,3,421,12,267,4,5,7,13,1,4,18,12,1,106,23
BN165_960055,23,,2,11,33,5,3,4869,4,6,1,3,1,13,1,23,17
BN165_960056,17,,1,28,167,16,8,27,1,25,1,4,27,6,1,25,54
BN165_960057,8,,1,33,24,24,4,326,5,12,1,1,1,5,106,26,6
BN165_960058,23,,32,4,41,6,3,420,1,26,1,1,1,8,110,103,80
BN165_960059,25,,31,3,10,7,4,1603,2,1,5,4,1,22,1,103,2
BN165_960060,6,,2,5,8,7,3,1672,6,17,8,3,1,21,2,5,1
BN165_960061,3,,1,17,31,13,22,1284,1,10,4,1,1,8,157,5,1
BN165_960062,1,,7,1,9,1,34,64,1,1,8,1,1,14,429,2,1
BN165_960063,1,,13,1,38,1,8,250,1,4,1,1,1,14,47,25,1
BN165_960064,13,,1,55,45,33,4,9,1,24,1,1,1,11,25,19,1
BN165_960065,7,,1,386,7,241,11,30,8,1,2,1,1,11,17,79,1
BN165_960066,1,,268,537,15,106,36,7,8,5,1,1,22,21,57,102,1
BN165_960067,1,,70,151,11,184,26,142,8,18,1,1,8,18,14,4,1
BN165_960068,1,,1,268,27,302,4,114,17,9,1,2,1,5,17,41,1
BN165_970002,1,,21,519,65,228,27,5,1,1,3,2,1,49,4,41,2
BN165_970003,1,,4,338,5,278,17,13,1,4,9,22,1,272,22,79,1
BN165_970004,1,,3,442,5,356,13,3,1,1,16,7,7,6,10,10,10
BN165_970005,1,,48,599,9,279,2,4,1,12,180,26,5,2,307,1,9
BN165_970006,1,,1,459,34,302,5,6,5,13,297,1,3,2,240,2,1
BN165_970007,1,,1,432,5,391,13,16,3,7,48,2,1,11,66,2,12
BN165_970008,1,,1,602,2,411,12,10,9,17,6,1,1,1,124,1,9
BN165_980001,1,,53,638,11,279,17,112,1,6,127,1,218,20,169,5,2
BN165_980002,11,,1,650,34,428,16,10,50,40,125,3,218,22,18,7,48
BN165_980003,65,,1,399,102,397,22,2,6,5,79,15,1,10,9,15,42
BN165_980004,3,,1,686,12,524,21,1,1,5,50,4,1,8,292,30,43
BN165_980005,9,,9,627,17,20,44,1,3,8,49,5,1,22,90,33,54
BN165_980006,9,,19,940,23,28,22,1,1,65,68,1,1,4,26,63,56
BN165_980007,8,,39,24,46,17,70,1,1,44,65,1,1,6,25,8,32
BN165_980008,3,,6,32,43,24,41,49,56,42,81,1,1,3,5,4,28
BN165_980009,5,,1,15,41,63,167,15,40,50,335,1,1,1,2,5,22
BN165_980010,2,,1,29,117,54,204,15,107,4,5748,1,1,1,205,5,7
BN165_980011,2,,1,71,29,3,8,10,116,3,9,2,1,1,69,3,326
BN165_980012,2,,2,113,1,1,18,3,11,1,18,1,1,1,36,1,281
BN165_980013,1,,2,495,1,14,20,2,7,3,2,1,1,2,2456,11,199
BN165_980014,1,,15,307,1,1,12,6,1,1,1,1,1,2,104,7,161
BN165_980015,1,,1,4,1,1,16,2,1,5,4,1,1,25,42,12,83
BN165_980016,1,,1,1,1,1,22,1,1,6,1,1,4,12,65,16,154
BN165_980017,1,,1,28,2,1,2,1,2,3,1,1,1,4,287,14,271
BN165_980018,5,,1,640,2,13,69,1,5,11,50,1,1,50,3,9,63
BN165_980019,142,,2,541,28,10,84,1,1,1,27,1,1,5,2,22,96
BN165_980020,1,,1,494,7,1,41,1,2,38,48,1,1,19,2,28,13
BN165_980021,1,,1,606,13,5,42,1,2,1,29,2,1,20,3,4,41
BN165_980022,4,,1,671,28,5,39,1,6,7,11,5,2,2,9,28,2
BN165_980023,7,,1,718,4,7,39,1,1,7,164,19,7,2,18,23,62
BN165_990001,243,,3,503,4,4,3,1,300,5,237,69,1,3,12,28,50
BN165_990002,269,,1,707,3,3,23,1,383,14,517,12,1,1,11,27,28
BN165_990003,14,,1,807,27,4,1,1,428,6,30,1,1,3,2,27,35
BN165_990004,76,,1,824,13,4,24,1,3,5,18,42,564,1,27,20,19
BN165_990005,11,,3,556,5,15,78,1,1,31,50,54,10,26,17,23,56
BN165_990006,2,,6,473,4,20,96,1,1,4,115,10,13,51,18,22,14
BN165_990007,1,,7,614,5,24,77,1,1,5,1,16,1,32,23,33,13
