,D240-01,D240-02,D240-03,BHISG-01,BHISG-02,BHISG-03
CD630_26270,107,21,54,1,1,0
CD630_26280,132,24,67,2,3,4
CD630_26290,305,82,371,15,6,5
CD630_26300,5488,1439,4849,77,31,42
CD630_26310,3324,788,2729,29,13,13
CD630_26320,8566,2647,6850,67,49,48
CD630_26330,4452,1507,3964,20,15,8
CD630_26340,8,4,14,1,0,0
CD630_26350,52,10,41,1,0,0
CD630_26360,64,14,22,0,0,0
CD630_26370,516,83,245,3,2,10
CD630_26380,414,96,187,11,2,4
CD630_26390,260,53,90,2,3,1
CD630_26400,72,13,39,1,0,1
CD630_26410,19,4,9,4,0,1
CD630_26420,115,53,147,1,0,1
CD630_26430,38,8,32,0,0,0
CD630_26440,23,1,15,0,0,1
CD630_26450,784,283,619,9,4,2
CD630_26460,8604,2343,3945,186,115,86
CD630_26470,196,14,90,1,0,0
CD630_26480,447,109,350,7,7,8
CD630_26490,401,91,292,6,5,5
CD630_26500,26,6,13,1,0,0
CD630_26510,6662,1428,7187,64,42,33
CD630_26520,4636,792,5210,51,26,21
CD630_26530,5767,1354,6563,57,21,23
CD630_26540,5234,1179,4192,34,15,15
CD630_26550,3593,1007,2829,16,8,9
CD630_26560,262,90,217,7,6,4
CD630_26570,8,1,4,0,1,0
CD630_26580,2086,491,1001,19,6,5
CD630_26590,482,147,250,6,5,4
CD630_26600,848,155,715,15,3,5
CD630_26610,507,121,415,8,5,0
CD630_26620,5929,1404,3803,30,25,16
CD630_26630,2750,432,1262,3,6,3
CD630_26640,291,96,474,61,42,42
CD630_26650,352,23,64,1,1,1
CD630_26660,60,34,191,126,40,79
CD630_26670,153,93,403,551,261,316
CD630_26680,183,34,136,10,7,4
CD630_26691,731,165,647,131,86,53
CD630_26700,206,60,188,72,32,34
CD630_26710,229,84,187,53,34,17
CD630_26720,242,124,639,238,158,109
CD630_26730,74,23,177,17,11,8
CD630_26740,106,32,175,25,13,8
CD630_26750,9,3,5,15,6,2
CD630_26760,2,3,6,0,0,0
CD630_26770,2,1,2,0,0,0
CD630_26780,1,0,6,0,0,0
CD630_26790,8,3,7,1,0,1
CD630_26800,20,3,14,0,0,0
CD630_26810,4,5,4,0,0,1
CD630_26811,1,1,1,0,0,0
CD630_26820,103455,23837,91160,7062,4878,2877
CD630_26830,4993,2391,3730,585,437,250
CD630_26840,192,19,105,9,1,4
CD630_26850,847,121,497,21,9,7
CD630_26860,10,0,2,0,0,0
CD630_26870,7,1,0,0,0,0
CD630_26871,9,0,5,0,0,0
CD630_26880,955,242,840,94,57,40
CD630_26890,1484,197,1449,15,6,2
CD630_26900,427,103,372,1,2,0
CD630_26910,3060,903,1995,12,5,5
CD630_26920,600,82,431,7,2,4
CD630_26930,9593,4423,6936,250,161,134
CD630_26940,108,37,69,1,2,1
CD630_26950,861,250,459,44,30,11
CD630_26960,47,11,33,15,9,6
CD630_26970,65,28,31,3,0,0
CD630_26980,3,2,2,0,0,0
CD630_26990,9,3,9,0,1,0
CD630_27000,1170,228,754,5,1,1
CD630_27010,3953,1363,2618,56,27,23
CD630_27020,297,93,222,8,4,6
CD630_27030,26,0,12,0,0,0
CD630_27040,886,237,466,6,7,6
CD630_27050,556,103,340,29,28,11
CD630_27060,100,21,69,0,3,2
CD630_27070,22,3,86,0,0,1
CD630_27080,23,8,125,1,0,0
CD630_27090,81,27,324,1,0,0
CD630_27100,60,29,192,0,0,0
CD630_27110,106,22,42,10,15,8
CD630_27120,1717,553,1738,11,9,3
CD630_27130,38671,13105,28686,399,228,203
CD630_27140,2603,779,2309,60,31,23
CD630_27150,2831,787,2048,43,25,19
CD630_27151,575,162,503,11,4,1
CD630_27160,1777,482,1107,25,10,7
CD630_27170,4832,1354,2885,75,23,30
CD630_27180,15,1,2,0,0,0
CD630_27190,6562,2033,5144,9,10,5
CD630_27200,3019,828,4663,108,47,64
CD630_27210,1638,287,3309,12,10,9
CD630_27220,3005,980,4791,29,24,18
CD630_27230,2309,604,4000,5,10,5
CD630_27240,1842,492,2612,10,7,8
CD630_27250,742,70,957,0,1,0
CD630_27260,8498,321,587,103,62,65
CD630_27270,480,178,249,3,2,2
CD630_27280,392,147,206,4,3,0
CD630_27290,1662,767,948,78,52,32
CD630_27300,670,220,385,12,8,6
CD630_27310,544,142,267,4,3,4
CD630_27320,42,9,24,0,1,0
CD630_27330,47,9,29,1,0,1
CD630_27340,124,28,107,0,3,0
CD630_27341,29,4,14,0,0,0
CD630_27350,716,208,409,25,10,5
CD630_27360,758,283,528,12,13,8
CD630_27370,59,17,59,0,2,1
CD630_27380,90,19,85,12,5,12
CD630_27390,8632,1631,8607,285,211,108
CD630_27400,2798,668,2883,107,60,45
CD630_27410,3630,504,3193,86,38,21
CD630_27420,2433,587,2150,79,54,33
CD630_27430,1102,353,1063,44,23,13
CD630_27440,5931,2107,5581,96,49,37
CD630_27450,3820,1220,2703,54,34,19
CD630_27460,2689,736,3396,34,12,13
CD630_27470,2000,401,2334,15,14,6
CD630_27480,3719,1360,2430,56,31,24
CD630_27490,4638,1325,2981,50,22,8
CD630_27491,73,34,59,2,5,2
CD630_27500,28,9,21,0,0,0
CD630_27510,1368,522,1453,31,16,15
CD630_27520,1094,848,2466,1,2,1
CD630_27530,615,86,339,1,4,2
CD630_27540,366,76,113,6,0,3
CD630_27550,9464,2604,8183,907,567,414
CD630_27560,1918,730,1460,226,118,123
CD630_27570,2052,485,1225,50,27,27
CD630_27580,326,35,131,2,3,2
CD630_27590,327,62,225,4,3,0
CD630_27600,855,219,467,14,3,4
CD630_27610,1278,430,496,13,11,8
CD630_27620,131,33,52,6,0,2
CD630_27630,1673,248,1255,3,0,1
CD630_27640,413,171,91,30,12,9
CD630_27650,2372,527,993,7,4,5
CD630_27660,22010,7482,12833,43,29,24
CD630_27670,1019,273,1116,77,52,34
CD630_27680,1737,314,2619,40,31,25
CD630_27690,3337,502,5093,43,19,26
CD630_27700,3047,491,4318,38,27,27
CD630_27710,5982,1228,7296,115,74,43
CD630_27720,2737,468,3010,40,12,17
CD630_27730,2727,480,2584,33,14,17
CD630_27740,2888,337,2497,22,10,8
CD630_27750,3813,381,3657,23,10,9
CD630_27760,1942,320,2304,14,5,7
CD630_27770,1693,184,1473,10,7,5
CD630_27780,5149,1376,6468,46,20,26
CD630_27790,4657,1360,5445,54,27,26
CD630_27800,5985,1711,7054,46,26,19
CD630_27810,10531,2699,9715,44,35,17
CD630_27820,8658,2886,8126,27,17,14
CD630_27830,21112,8681,14887,54,24,43
CD630_27840,4745,1149,4485,194,129,92
CD630_27850,2305,456,1566,8,1,1
CD630_27860,4010,1039,2048,62,29,21
CD630_27870,6729,1530,5792,72,75,39
CD630_27880,1,2,1,0,0,0
CD630_27890,2833,740,2966,396,201,183
CD630_27900,653,211,1079,41,23,22
CD630_27910,7324,1426,7175,535,362,228
CD630_27920,11235,3471,8797,232,150,121
CD630_27930,357177,63264,313517,22700,12108,10754
CD630_27940,1312,357,1274,9,3,2
CD630_27950,1644,420,940,18,7,10
CD630_27960,8568,2960,8082,266,138,128
CD630_27970,32130,10831,31352,1125,586,424
CD630_27980,853,256,589,7,1,5
CD630_27990,213,57,190,25,13,16
CD630_27991,672,638,364,139,17,66
CD630_28000,74,11,60,0,0,0
CD630_28010,3198,1521,1943,45,21,21
CD630_28020,3119,805,2067,84,47,36
CD630_28030,641,165,582,13,7,11
CD630_28040,1487,409,1189,59,34,23
CD630_28050,829,185,530,27,12,13
CD630_28060,445,125,283,4,9,3
CD630_28070,380,215,204,3,1,3
CD630_28080,7,4,9,1,0,0
CD630_28090,8,0,3,0,1,0
CD630_28100,153,15,60,2,1,0
CD630_28110,22,8,26,1,0,0
CD630_28120,22,10,21,0,0,0
CD630_28130,6,3,2,0,0,0
CD630_28140,174,53,115,1,1,2
CD630_28150,272,66,180,32,17,16
CD630_28160,100,9,42,12,1,7
CD630_28170,2404,737,2274,17,19,10
CD630_28180,1778,472,1573,8,3,4
CD630_28181,28,2,13,0,0,0
CD630_28190,731,552,1452,384,270,208
CD630_28200,53,40,36,24,21,8
CD630_28210,58,34,40,9,18,10
CD630_28220,49,24,12,29,4,23
CD630_28230,113,9,31,3,0,2
CD630_28240,25,5,8,0,1,0
CD630_28250,158,74,111,47,20,13
CD630_28260,87,27,109,21,25,10
CD630_28270,9,7,21,7,3,1
CD630_28280,166,68,342,25,17,19
CD630_28290,42,10,28,4,6,1
CD630_28300,15353,7183,8475,235,145,83
CD630_28310,807,311,514,12,3,7
CD630_28320,416,75,230,5,1,1
CD630_28330,82,19,48,3,1,1
CD630_28340,40,12,27,2,4,3
CD630_28350,22,11,14,2,1,0
CD630_28360,5,1,7,0,1,0
CD630_28370,23,7,16,0,0,0
CD630_28380,5,2,7,0,0,0
CD630_28390,10,3,9,0,0,0
CD630_28400,300,123,111,23,10,15
CD630_28410,12,4,13,2,1,3
CD630_28420,989,445,1196,158,129,71
CD630_28430,448,181,241,15,9,5
CD630_28440,21,4,10,0,0,0
CD630_28450,36,16,22,0,1,0
CD630_28460,78,7,27,4,1,0
CD630_28470,199,52,75,7,6,6
CD630_28480,184,95,65,7,6,3
CD630_28490,10575,2440,11712,42,41,23
CD630_28500,2811,273,2878,7,5,5
CD630_28510,6565,1428,6849,7,5,7
CD630_28520,24415,5020,19358,24,11,21
CD630_28530,29284,7486,31396,56,36,28
CD630_28540,27333,8257,27657,43,26,28
CD630_28550,855,226,583,9,4,3
CD630_28560,330,27,130,1,1,0
CD630_28570,1633,489,793,20,22,5
CD630_28580,401,133,347,10,2,3
CD630_28590,103,25,49,19,10,7
CD630_28600,19,1,10,1,0,0
CD630_28610,35,13,14,12,7,4
CD630_28620,26,20,25,2,0,1
CD630_28630,162,42,91,3,2,2
CD630_28640,154,51,189,4,2,0
CD630_28650,71,29,102,0,0,0
CD630_28660,1993,489,1924,27,16,20
CD630_28670,1179,320,1122,31,15,10
CD630_28680,24,5,15,3,2,0
CD630_28690,402,107,269,4,1,3
CD630_28700,24,8,40,7,1,12
CD630_28710,7,0,9,0,0,0
CD630_28720,40,15,48,11,4,22
CD630_28730,407,49,240,13,3,2
CD630_28740,294,78,249,19,11,9
CD630_28750,178,91,145,54,27,17
CD630_28760,58,12,25,10,7,4
CD630_28770,5,4,8,7,3,6
CD630_28780,10,3,25,42,32,21
CD630_28790,97,34,51,4,0,1
CD630_28800,354,82,261,20,13,13
CD630_28810,699,123,585,33,27,16
CD630_28820,907,264,702,80,56,47
CD630_28830,134,34,74,27,8,3
CD630_28840,37,16,29,0,0,0
CD630_28850,90,24,62,1,0,1
CD630_28860,98,30,67,1,0,1
CD630_28870,296,69,189,1,0,0
CD630_28880,113,26,70,2,0,1
CD630_28890,2321,4186,737,15,10,3
CD630_28900,3088,1157,2548,122,76,39
CD630_28910,662,42,345,9,2,0
CD630_28920,257,30,145,4,1,1
CD630_28930,14,1,9,3,1,0
CD630_28940,24,5,22,6,2,3
CD630_28941,0,1,0,1,0,0
CD630_28950,1,2,2,1,0,0
CD630_28960,10,1,3,2,0,2
CD630_28970,25,7,12,10,5,1
CD630_28980,6,1,6,5,4,3
CD630_28990,3,0,6,6,1,1
CD630_29000,13,2,7,15,3,3
CD630_29010,5,0,2,5,1,3
CD630_29020,0,1,6,4,1,0
CD630_29030,49,6,28,22,8,5
CD630_29040,26,16,28,14,5,4
CD630_29050,160,28,94,41,30,15
CD630_29060,1003,403,543,48,15,28
CD630_29070,673,84,406,8,9,7
CD630_29071,1524,1798,386,26,18,9
CD630_29080,2,0,2,9,1,3
CD630_29090,6,1,1,8,2,1
CD630_29100,6,1,6,23,6,4
CD630_29101,0,0,0,1,0,0
CD630_29110,3,1,1,9,1,1
CD630_29120,15,3,5,6,2,2
CD630_29130,19,10,22,5,1,0
CD630_29140,13,3,13,3,4,0
CD630_29150,1,0,2,2,1,0
CD630_29160,8,10,9,32,8,8
CD630_29170,4,5,4,5,2,0
CD630_29190,4,0,2,0,0,0
CD630_29200,12,4,8,3,3,3
CD630_29210,9,5,9,7,3,2
CD630_29220,10,2,9,14,4,1
CD630_29230,11,4,9,4,6,3
CD630_29240,422,62,358,14,5,4
CD630_29250,27,2,50,1,0,1
CD630_29260,3764,1335,2496,1978,941,1099
CD630_29270,26939,13142,8434,318,220,129
CD630_29280,5295,1829,1386,56,33,23
CD630_29290,16,2,4,8,8,2
CD630_29300,6,3,3,8,4,6
CD630_29310,1,2,3,3,1,2
CD630_29320,3,0,0,3,0,3
CD630_29330,2,0,0,3,1,2
CD630_29340,1,0,1,6,0,0
CD630_29341,1,0,0,1,0,0
CD630_29350,0,0,1,1,0,0
CD630_29360,9,2,1,18,1,6
CD630_29370,4,0,0,1,1,0
CD630_29380,0,0,0,0,0,1
CD630_29390,0,0,0,2,1,2
CD630_29400,0,0,0,11,2,4
CD630_29410,5,3,1,14,5,6
CD630_29420,3,0,3,5,0,2
CD630_29430,73,20,35,37,25,15
CD630_29440,70,10,23,21,16,12
CD630_29450,27,3,19,10,3,2
CD630_29460,21,0,5,5,1,1
CD630_29470,8,4,1,8,3,7
CD630_29471,2,0,0,2,1,4
CD630_29480,1,0,2,27,9,12
CD630_29490,1,1,1,5,2,4
CD630_29500,204,35,68,10,6,1
CD630_29510,129,20,50,5,0,2
CD630_29520,304,74,130,17,9,5
CD630_29521,46,20,58,2,1,2
CD630_295211,4,0,3,0,0,0
CD630_2952110,0,0,0,0,0,0
CD630_295212,385,21,81,3,3,2
CD630_295213,0,0,0,0,1,1
CD630_295214,42,20,37,0,0,1
CD630_295215,1446,311,716,137,39,46
CD630_295216,1249,550,384,8,2,2
CD630_295217,1,0,0,2,1,2
CD630_295218,1,0,0,4,1,0
CD630_295219,0,0,0,1,0,1
CD630_29530,5,2,11,0,0,0
CD630_29540,199,48,453,2,7,1
CD630_29550,552,105,990,16,10,2
CD630_29560,455,120,987,8,5,6
CD630_29561,84,19,174,4,0,0
CD630_29570,180,35,499,4,0,2
CD630_29580,120,35,326,0,1,0
CD630_29590,174,51,320,2,2,2
CD630_29600,1080,453,1865,16,6,9
CD630_29610,390,162,430,5,2,1
CD630_29620,358,133,349,1,0,0
CD630_29630,17565,6566,12846,128,81,56
CD630_29640,175,46,100,14,4,5
CD630_29650,722,241,598,21,6,4
CD630_29660,1587,883,1286,1645,1060,657
CD630_29661,4,0,3,0,0,0
CD630_29670,84,28,79,5,0,0
CD630_29680,88,11,87,0,1,0
CD630_29690,194,12,138,1,0,1
CD630_29700,291,62,137,1,1,1
CD630_29710,93,18,55,0,0,1
CD630_29720,154,11,41,0,0,0
CD630_2972111,5,3,5,0,0,0
CD630_29730,168,14,104,4,1,1
CD630_29740,1,0,0,0,0,0
CD630_29750,89,12,52,1,0,0
CD630_29760,212,55,161,13,5,5
CD630_29770,73,10,69,3,2,7
CD630_29780,466,134,416,27,17,14
CD630_29790,99,18,79,5,0,3
CD630_29800,71,25,74,7,9,7
CD630_29810,56,17,47,10,8,9
CD630_29820,33,7,29,0,0,2
CD630_29830,27,7,16,3,0,0
CD630_29840,141,21,97,2,3,4
CD630_29850,117,26,100,1,1,1
CD630_29860,106,18,52,3,2,3
CD630_29870,119,19,78,1,1,2
CD630_29880,100,29,48,1,1,2
CD630_29890,88,37,119,103,66,38
CD630_29900,32,13,48,31,22,12
CD630_29910,41,23,43,43,28,17
CD630_29920,54,20,41,17,22,6
CD630_29930,1453,650,1099,27,10,9
CD630_29940,2047,1268,1408,16,2,6
CD630_29950,3213,2137,2502,662,475,241
CD630_29960,91,64,88,16,12,5
CD630_29970,297,56,162,16,11,5
CD630_29980,174,18,100,7,8,6
CD630_29990,247,47,95,10,10,11
CD630_30000,527,61,217,0,2,1
CD630_30010,578,64,240,0,2,3
CD630_30020,972,104,387,0,4,0
CD630_30030,194,26,114,0,1,1
CD630_30040,1221,225,473,0,1,1
CD630_30050,1723,392,599,8,2,2
CD630_30060,3219,394,913,6,2,4
CD630_30070,207,45,165,4,1,3
CD630_30080,144,52,131,4,2,1
CD630_30090,2060,547,1815,53,34,23
CD630_30100,1045,317,951,132,53,33
CD630_30110,252,94,236,1,0,0
CD630_30120,6292,3222,12935,9,7,1
CD630_30130,4435,3664,7931,6,10,7
CD630_30140,1097,1146,1592,2,0,0
CD630_30150,1218,1149,2133,0,1,1
CD630_30160,4842,2937,8505,6,0,2
CD630_30170,295,215,324,0,0,0
CD630_30180,100,54,147,31,20,17
CD630_30190,44,18,113,21,10,6
CD630_30200,45,13,61,0,1,0
CD630_302001,118,10,87,2,0,0
CD630_30220,44,18,21,2,0,0
CD630_30230,23,7,13,0,0,1
CD630_30240,6,0,4,2,0,0
CD630_30250,93,29,77,6,3,4
CD630_30260,56,5,46,1,0,1
CD630_30270,49,19,72,70,20,55
CD630_30280,83,26,110,60,18,35
CD630_30290,97,18,169,222,107,93
CD630_30300,376,159,702,83,75,62
CD630_30310,13694,5236,7981,151,98,66
CD630_30320,21,8,11,0,0,0
CD630_30330,66,47,95,6,5,1
CD630_30340,278,33,284,0,0,0
CD630_30350,1229,510,1420,19,11,3
CD630_30360,1594,570,1056,69,48,39
CD630_30370,751,121,543,3,0,1
CD630_30380,1766,538,1187,55,17,15
CD630_30390,1267,487,598,52,22,12
CD630_30400,267,103,187,20,12,4
CD630_30410,1437,771,916,161,75,62
CD630_30420,740,146,466,6,5,1
CD630_30430,1971,592,1047,420,277,168
CD630_30440,257,53,171,15,4,3
CD630_30450,134,40,75,20,1,12
CD630_30460,19,10,10,3,1,3
CD630_30470,4,2,1,0,1,0
CD630_30480,15,7,22,1,0,0
CD630_30490,1,4,6,0,0,1
CD630_30500,12,0,9,0,0,0
CD630_30510,296,48,222,2,1,0
CD630_30530,78,19,42,1,0,2
CD630_30540,83,10,42,1,1,1
CD630_30550,315,54,181,1,1,2
CD630_30560,77,18,65,1,1,0
CD630_30570,4,0,1,0,0,0
CD630_30580,5,1,8,0,0,0
CD630_30590,3,0,1,0,0,0
CD630_30600,9,0,17,0,1,1
CD630_30610,33,16,19,1,0,0
CD630_30620,212,27,138,1,0,0
CD630_30630,60,9,38,0,0,1
CD630_30640,112,39,98,2,6,1
CD630_30650,28,17,55,0,0,0
CD630_30660,2214,584,1120,6,5,2
CD630_30670,3028,868,2260,46,9,8
CD630_30680,2774,839,1892,22,6,9
CD630_30690,2505,774,1539,22,5,4
CD630_30700,61,14,31,1,0,0
CD630_30710,59,15,57,0,0,2
CD630_30720,51,21,24,6,0,3
CD630_30730,42,53,295,21,8,7
CD630_30740,7,4,8,1,0,0
CD630_30750,16,6,9,2,0,0
CD630_30760,4,3,5,0,0,0
CD630_30770,78,20,43,0,0,0
CD630_30780,15,4,4,1,0,0
CD630_30790,57,20,31,1,1,0
CD630_30800,2,0,1,0,0,0
CD630_30810,2,2,4,0,0,0
CD630_30820,0,1,1,0,0,0
CD630_30830,8,1,4,0,0,0
CD630_30840,118,28,37,0,0,0
CD630_30850,92,16,68,0,2,1
CD630_30860,51,7,40,1,1,0
CD630_30870,53,11,14,1,0,0
CD630_30880,205,49,138,34,16,9
CD630_30890,320,62,231,36,11,13
CD630_30900,260,56,111,5,1,4
CD630_30910,217,30,86,18,11,6
CD630_30920,25,15,18,38,13,10
CD630_30930,1,0,0,5,1,2
CD630_30940,32,5,9,1,1,0
CD630_30941,0,0,0,0,0,0
CD630_30950,17,6,21,6,2,3
CD630_30960,11,1,11,6,3,2
CD630_30970,19,5,25,4,3,1
CD630_30980,7,1,3,0,0,0
CD630_30990,280,70,228,32,21,17
CD630_31000,225,47,145,8,9,12
CD630_31001,0,0,0,0,0,0
CD630_31010,12,11,18,2,2,4
CD630_31020,9,3,3,1,1,0
CD630_31030,302,136,79,18,7,7
CD630_31040,65,14,15,2,0,0
CD630_31050,11,3,6,3,0,0
CD630_31060,98,16,44,2,0,0
CD630_31070,306,36,162,53,22,26
CD630_31080,4,1,3,0,0,0
CD630_31090,21,3,8,1,3,1
CD630_31100,51,10,20,2,1,0
CD630_31110,234,24,152,0,0,0
CD630_31120,467,199,178,10,5,6
CD630_31130,235,117,100,11,4,3
CD630_31140,171,57,42,5,2,1
CD630_31150,409,76,249,58,29,43
CD630_31160,278,60,163,23,9,8
CD630_31170,77,5,34,0,0,0
CD630_31180,16,1,11,0,0,0
CD630_31190,61,9,57,2,0,1
CD630_31200,31,5,18,2,2,0
CD630_31201,0,0,0,0,0,0
CD630_31210,147,34,113,3,1,0
CD630_31220,53,22,25,1,1,3
CD630_31230,45,12,31,3,4,2
CD630_31240,612,139,510,17,6,5
CD630_31250,535,140,467,53,18,10
CD630_31260,116,32,106,0,1,1
CD630_31270,104,18,74,0,1,1
CD630_31280,12,1,10,1,0,0
CD630_31290,61,14,54,6,3,1
CD630_31300,38,9,33,9,7,1
CD630_31310,168,20,68,0,0,1
CD630_31320,86,17,41,0,0,0
CD630_31330,25,5,32,0,0,0
CD630_31340,68,12,62,2,1,2
CD630_31350,39,12,31,0,0,0
CD630_31360,46,14,62,323,114,111
CD630_31370,19,13,57,37,24,23
CD630_31380,75,13,47,3,2,2
CD630_31381,12,1,13,0,0,0
CD630_31382,12,3,10,0,0,0
CD630_31390,47,18,48,8,11,3
CD630_31400,8,0,3,3,0,0
CD630_31410,7,0,0,0,0,0
CD630_31430,110,17,78,2,1,0
CD630_31440,194,56,158,5,1,1
CD630_31450,219,65,196,5317,1725,4238
CD630_31460,4,0,1,1,0,0
CD630_314601,0,0,0,0,0,0
CD630_31461,20,4,12,2,0,0
CD630_31470,1249,345,589,15,5,2
CD630_31480,132,39,125,6,7,1
CD630_31490,524,180,769,47,47,28
CD630_31500,497,118,641,107,85,55
CD630_31501,5,0,1,0,0,0
CD630_31510,2,0,3,0,0,0
CD630_31520,1,0,2,0,0,0
CD630_31521,1,0,2,0,0,0
CD630_31530,60,4,14,0,0,0
CD630_31531,14,1,2,0,0,0
CD630_31540,43,14,11,0,3,0
CD630_31550,203,41,92,4,1,2
CD630_31560,377,69,167,7,2,2
CD630_31561,59,7,82,0,0,0
CD630_315611,575,154,559,8,2,4
CD630_31562,218,31,169,2,0,1
CD630_31563,361,131,345,9,4,6
CD630_31570,5835,2503,5009,16,3,9
CD630_31580,1268,485,699,5,9,4
CD630_31590,64,24,90,0,0,0
CD630_31600,24,2,17,0,0,0
CD630_31610,82,30,72,0,0,0
CD630_31620,45,26,33,0,0,0
CD630_31630,97,34,46,0,0,0
CD630_31640,1929,567,787,18,8,10
CD630_31650,35,3,14,0,0,0
CD630_31660,189,82,70,0,1,2
CD630_31670,834,468,501,358,285,276
CD630_31680,9,0,4,0,0,0
CD630_31690,125,22,82,1,2,0
CD630_31691,7342,3729,4377,34,25,12
CD630_31700,12099,3472,11603,2321,1234,1191
CD630_31710,6211,2554,8595,974,521,342
CD630_31720,2467,1108,2722,319,153,110
CD630_31730,896,495,1467,583,293,213
CD630_31740,807,248,1004,2186,1402,768
CD630_31750,521,188,687,679,469,349
CD630_31760,152,67,133,22,13,11
CD630_31770,73,24,67,15,12,7
CD630_31780,67,12,41,5,1,4
CD630_31790,71,10,31,10,6,1
CD630_31800,156,19,96,9,2,1
CD630_31810,158,20,94,13,6,2
CD630_31820,301,65,170,48,24,21
CD630_31830,167,28,104,19,5,4
CD630_31840,122,14,81,10,5,6
CD630_31850,42,10,7,2,0,2
CD630_318501,119,20,43,5,3,2
CD630_31860,220,41,70,24,8,8
CD630_31870,170,59,60,2,4,1
CD630_31871,15,0,7,0,1,0
CD630_31880,10,2,6,1,0,1
CD630_31890,45,12,27,3,1,4
CD630_31900,30,11,19,5,2,3
CD630_31910,62,17,30,6,6,2
CD630_31920,579,101,338,15,9,6
CD630_31930,7,2,2,0,0,0
CD630_31940,113,23,120,1,0,0
CD630_31950,110,42,169,4,2,2
CD630_31960,242,62,166,3,2,3
CD630_31970,180,29,144,1,3,1
CD630_31980,39,10,62,4,1,0
CD630_31990,18,3,7,2,1,0
CD630_32000,6,0,2,1,0,0
CD630_32010,7,3,14,0,0,0
CD630_32020,391,92,356,6,5,1
CD630_32030,217,42,200,2,2,0
CD630_32040,629,123,410,8,4,3
CD630_32050,744,195,289,7,6,3
CD630_32060,104,11,61,0,0,0
CD630_32070,6141,2756,3830,19,4,6
CD630_32080,1469,1037,1210,2,4,2
CD630_32090,330,72,181,0,0,0
CD630_32100,630,126,296,0,0,0
CD630_32110,1390,428,630,1,0,0
CD630_32120,406,115,326,7,2,4
CD630_32130,153,26,87,1,0,4
CD630_32140,78,7,101,0,0,0
CD630_32150,906,304,912,3,0,3
CD630_32160,1631,525,1662,6,2,4
CD630_32170,182,61,268,3,1,4
CD630_32180,2127,876,1830,5,2,1
CD630_32190,1855,504,848,17,11,6
CD630_32200,407,114,254,9,3,0
CD630_32201,77,19,49,4,0,3
CD630_32210,1909,645,1421,39,20,11
CD630_32220,979,200,515,25,20,14
CD630_32230,490,160,193,15,7,9
CD630_32240,3121,1137,4227,79,59,36
CD630_32250,2654,896,3726,101,70,49
CD630_32260,2775,796,4254,150,77,55
CD630_32270,3010,857,3243,89,33,34
CD630_32280,919,296,571,249,179,148
CD630_32290,154,44,91,40,31,17
CD630_32300,17,11,32,5,4,4
CD630_32310,394,371,239,10,4,3
CD630_32320,304,3933,1562,19,12,18
CD630_32330,1467,440,939,11,6,15
CD630_32340,2715,1185,1440,0,2,3
CD630_32350,338,93,375,2,0,1
CD630_32360,16803,4950,11074,614,398,272
CD630_32370,29045,4787,23662,1699,1075,639
CD630_32380,16804,2966,14252,93,61,31
CD630_32390,12949,2629,11860,109,53,51
CD630_32400,18017,4090,19419,239,143,89
CD630_32410,51863,16233,41821,742,584,448
CD630_32430,16833,4712,17548,216,116,114
CD630_32440,113393,30648,96399,1138,906,682
CD630_32450,1571,519,1969,20,8,13
CD630_32460,24630,9249,41129,1249,831,482
CD630_32470,64810,18430,28801,111,65,72
CD630_32471,1,0,0,0,0,0
CD630_32480,205,58,126,1,1,0
CD630_32490,6,10,23,44,35,18
CD630_32500,2757,519,2516,9,7,6
CD630_32510,54,17,56,0,0,0
CD630_32520,1003,493,472,9,4,5
CD630_32530,910,360,674,18,16,3
CD630_32540,799,118,675,9,5,3
CD630_32550,800,163,724,20,16,6
CD630_32560,3285,902,2529,94,62,41
CD630_32561,0,0,0,0,0,0
CD630_32570,14,0,4,1,0,0
CD630_32580,19,7,12,1,0,1
CD630_32590,459,171,195,0,1,0
CD630_32600,91,28,55,0,0,0
CD630_32610,124,37,57,1,1,1
CD630_32620,60,17,42,0,0,0
CD630_32630,35,10,32,0,1,0
CD630_32640,64,9,29,1,0,0
CD630_32650,73,22,70,2,0,0
CD630_32660,424,101,337,0,0,3
CD630_32670,199,45,148,5,0,1
CD630_32680,615,204,394,83,57,47
CD630_32690,919,193,701,96,58,52
CD630_32700,274,61,153,18,6,8
CD630_32710,327,99,224,3,0,0
CD630_32720,476,125,352,6,2,3
CD630_32730,8,4,11,9,2,3
CD630_32740,387,303,979,178,138,96
CD630_32750,56,19,31,1,1,1
CD630_32760,19,3,10,1,1,0
CD630_32770,15,2,5,0,0,0
CD630_32780,1,0,1,0,0,0
CD630_32790,1,1,1,0,0,0
CD630_32800,96,34,67,22,7,10
CD630_32810,277,72,146,57,55,37
CD630_32820,308,115,415,1244,1019,669
CD630_32830,55,17,53,77,40,48
CD630_32840,621,164,262,149,116,86
CD630_32850,6405,2124,3075,98,61,32
CD630_32860,8874,3152,6125,24,19,12
CD630_32870,1268,401,1652,25,8,3
CD630_32880,1139,92,934,0,2,0
CD630_32890,1044,254,971,2,2,3
CD630_32900,3410,766,3053,6,8,5
CD630_32910,11,5,8,0,0,0
CD630_32920,27,3,15,0,0,0
CD630_32930,6,1,2,0,0,0
CD630_32940,32,18,27,0,1,0
CD630_32950,41,7,36,0,0,0
