,ctrl4,ctrl5,ctrl6,IP1,IP2,IP3
SAOUHSC_00748,184,201,17,753,558,545
SAOUHSC_00749,594,869,93,1634,1246,1242
SAOUHSC_00751,1485,1704,188,1298,1022,968
SAOUHSC_00079,498,509,92,1306,739,622
SAOUHSC_00752,2427,2378,559,2117,1470,1364
SAOUHSC_00753,679,795,34,338,277,238
SAOUHSC_00754,1312,1683,100,1877,1134,1391
SAOUHSC_00755,4222,4809,326,9290,8231,6630
SAOUHSC_00756,3798,4842,1390,4784,4655,3408
SAOUHSC_00757,6892,8189,2109,10172,6920,7073
SAOUHSC_00758,642,808,135,723,513,478
SAOUHSC_00759,787,828,141,861,609,581
SAOUHSC_00760,4622,4253,330,26111,19978,27052
SAOUHSC_00762,4062,5950,663,2902,2070,2315
SAOUHSC_00080,674,688,193,1615,965,869
SAOUHSC_00763,3029,3255,955,2452,1783,1353
SAOUHSC_00764,3960,2521,336,5101,3427,3851
SAOUHSC_00765,264,219,10,789,726,720
SAOUHSC_00766,370,450,67,759,555,567
SAOUHSC_00767,50946,68683,7074,20432,17494,10737
SAOUHSC_00769,44140,54875,14846,41966,32317,25700
SAOUHSC_00770,101,126,44,86,63,82
SAOUHSC_00771,4304,6804,2161,4040,2767,2945
SAOUHSC_00772,16,17,4,23,10,20
SAOUHSC_00773,495,691,58,1476,1105,1150
SAOUHSC_00081,331,422,169,780,473,423
SAOUHSC_00774,1901,2964,147,630,306,383
SAOUHSC_00775,525,606,23,221,106,119
SAOUHSC_00776,2428,2583,457,5942,4285,4402
SAOUHSC_00778,0,0,0,0,0,0
SAOUHSC_A00747,0,0,0,0,0,0
SAOUHSC_00779,3532,3815,549,7930,5621,5979
SAOUHSC_00780,15983,15623,5573,35389,25804,29181
SAOUHSC_00781,6363,9518,1587,2178,2038,1241
SAOUHSC_00782,2821,4645,919,789,751,482
SAOUHSC_00783,1628,2544,319,559,488,358
SAOUHSC_00082,532,768,167,1341,719,716
SAOUHSC_00784,4965,5880,400,2537,1995,1619
SAOUHSC_00785,15566,20784,7278,9235,7472,4172
SAOUHSC_00786,992,1410,467,703,684,446
SAOUHSC_00787,5168,8660,884,3516,3502,2216
SAOUHSC_00788,26918,35486,16547,11266,12391,7208
SAOUHSC_00789,27932,38941,8141,16630,15978,10690
SAOUHSC_T0005,388,530,77,167,178,111
SAOUHSC_00790,16058,13358,1570,19147,15217,11436
SAOUHSC_00792,15019,15958,4428,3512,3409,2458
SAOUHSC_00793,24492,44697,15502,6309,6802,4681
SAOUHSC_00083,396,539,157,891,524,548
SAOUHSC_00794,101813,74419,33398,38787,30535,24662
SAOUHSC_00795,300600,266706,93687,57944,47797,34734
SAOUHSC_00796,85364,80950,21360,14533,10647,8513
SAOUHSC_00797,78200,89085,22212,14278,11770,9031
SAOUHSC_00798,146950,154245,86649,28986,22326,17629
SAOUHSC_00799,153712,148687,103858,39906,31309,21622
SAOUHSC_00800,5189,5041,155,3636,2706,3230
SAOUHSC_00801,8344,13527,5806,9380,8983,7139
SAOUHSC_00802,9155,12618,1989,16272,17017,14698
SAOUHSC_00803,49242,56365,11363,71501,74615,62823
SAOUHSC_A00084,31,72,6,97,46,66
SAOUHSC_00804,10724,14452,3398,15645,15581,13464
SAOUHSC_00805,185,184,13,216,151,169
SAOUHSC_00806,331,536,46,1247,730,1307
SAOUHSC_00807,210,245,50,885,503,654
SAOUHSC_00808,866,944,85,2155,1339,1832
SAOUHSC_00809,6,3,1,11,10,7
SAOUHSC_00810,506,913,135,188,220,166
SAOUHSC_00811,1585,2940,492,846,780,689
SAOUHSC_00812,120181,108046,126975,113258,115766,72253
SAOUHSC_00813,170,75,20,149,130,109
SAOUHSC_00084,213,250,20,157,87,83
SAOUHSC_00814,2399,880,110,2863,1844,1886
SAOUHSC_00816,2057,1721,177,1077,786,750
SAOUHSC_00817,991,877,259,581,475,300
SAOUHSC_00818,79,81,6,370,214,305
SAOUHSC_00819,91417,61380,14230,52915,38247,33076
SAOUHSC_00820,3081,2721,275,1865,1640,1402
SAOUHSC_00821,1836,1672,205,969,974,736
SAOUHSC_00822,975,1222,317,592,541,420
SAOUHSC_00823,2299,1958,227,1036,789,994
SAOUHSC_00824,2091,2741,318,994,750,824
SAOUHSC_00085,401,424,59,177,127,139
SAOUHSC_00825,34666,56214,2805,11132,14020,8448
SAOUHSC_00826,11329,12891,644,3414,3536,2490
SAOUHSC_00827,1667,1397,455,7175,5435,6487
SAOUHSC_00828,6122,5590,538,1783,1372,1403
SAOUHSC_00830,7162,6315,464,8485,6945,6853
SAOUHSC_00831,6425,7515,3517,2621,2940,1813
SAOUHSC_00832,654,696,43,1023,810,743
SAOUHSC_00833,4346,6556,1394,8765,6950,5890
SAOUHSC_00834,2730,2249,843,1737,1319,796
SAOUHSC_00835,3166,5462,128,534,400,278
SAOUHSC_00009,40195,77795,13320,2464,1975,1434
SAOUHSC_00086,9293,17969,10184,5193,4895,2322
SAOUHSC_00836,11946,16611,1042,4362,3624,2709
SAOUHSC_00837,77,151,7,55,56,65
SAOUHSC_00838,1308,1247,128,1772,1706,1291
SAOUHSC_00839,139,176,58,191,152,145
SAOUHSC_00840,1655,1459,226,1153,1119,831
SAOUHSC_00841,1076,1214,157,564,614,510
SAOUHSC_00842,30776,54158,11127,13670,10606,13172
SAOUHSC_00843,10912,20469,3885,7315,5731,6682
SAOUHSC_00844,16695,37156,3097,15576,11161,15826
SAOUHSC_00845,122680,129863,5849,69230,54888,36936
SAOUHSC_00087,3,4,0,7,5,9
SAOUHSC_00846,15613,17720,5016,28341,30662,22071
SAOUHSC_00847,26763,26397,6095,55140,57090,42690
SAOUHSC_00848,44190,37129,8513,105827,98762,79596
SAOUHSC_00849,45414,47139,19290,117355,109688,89806
SAOUHSC_00850,18430,21064,7097,51861,49974,41071
SAOUHSC_00851,49874,61857,9527,129516,112960,97782
SAOUHSC_00852,219,340,16,117,80,129
SAOUHSC_00853,303,201,18,148,110,139
SAOUHSC_00854,6117,6980,1404,2129,1792,1341
SAOUHSC_00855,3178,4146,2366,1389,1180,858
SAOUHSC_00088,66,52,6,172,105,127
SAOUHSC_00857,50,87,46,88,68,57
SAOUHSC_00858,1496,1751,131,1160,893,624
SAOUHSC_00859,997,1124,238,750,516,461
SAOUHSC_00860,2688,3298,377,2055,1609,1178
SAOUHSC_00861,17606,18992,4074,10367,9741,7153
SAOUHSC_00862,1372,1392,144,744,663,494
SAOUHSC_00863,897,1031,49,935,723,611
SAOUHSC_00864,943,1099,50,431,372,304
SAOUHSC_00865,2002,2049,340,1092,812,750
SAOUHSC_00866,2946,3508,647,2194,1748,1442
SAOUHSC_00089,53,30,11,146,107,124
SAOUHSC_00867,2,5,1,1,1,2
SAOUHSC_00868,2258,8182,188,356,353,432
SAOUHSC_00869,35643,53883,3360,12702,11215,8976
SAOUHSC_00870,14783,14783,650,7306,5847,5788
SAOUHSC_00871,3083,5525,179,1698,1319,1673
SAOUHSC_00872,18393,19864,1037,12465,9639,9107
SAOUHSC_00873,6269,5420,985,7068,4434,4504
SAOUHSC_00874,471,499,56,1164,614,902
SAOUHSC_00875,9061,8534,3364,11239,8797,7309
SAOUHSC_00876,1911,2986,456,1265,914,619
SAOUHSC_00090,84,100,12,337,200,216
SAOUHSC_00877,2965,3113,799,1843,1449,913
SAOUHSC_00878,25369,27290,6319,17521,13434,10748
SAOUHSC_00879,2659,3681,486,2236,1644,1150
SAOUHSC_00880,9941,6414,1068,7942,6851,5328
SAOUHSC_00881,4559,4746,766,4837,4096,3188
SAOUHSC_00882,341,472,67,8347,4407,3580
SAOUHSC_00883,3707,4517,457,2490,1631,1703
SAOUHSC_00884,1432,1440,742,827,692,540
SAOUHSC_00885,5454,9269,806,3016,2529,2418
SAOUHSC_00886,13715,16236,2408,7663,6561,5271
SAOUHSC_00091,129,139,13,297,203,235
SAOUHSC_00887,3443,5207,505,1805,1551,1203
SAOUHSC_00888,3759,4472,496,1795,1470,1236
SAOUHSC_00889,21805,28429,4089,9356,7990,5859
SAOUHSC_00890,501,589,52,389,226,235
SAOUHSC_00891,5090,5276,2592,4555,3298,2616
SAOUHSC_00892,6982,8769,2164,5846,5360,3661
SAOUHSC_00893,3281,5612,1763,1661,1245,798
SAOUHSC_00894,15180,19450,2735,5365,5781,2934
SAOUHSC_00895,24281,31512,7493,17427,17125,10843
SAOUHSC_00896,559,553,639,1337,1131,684
SAOUHSC_00092,1145,1796,144,1303,878,926
SAOUHSC_00897,1183,1527,187,1285,985,1076
SAOUHSC_00898,1903,8001,625,33450,30200,43864
SAOUHSC_00899,1248,7221,1331,17002,15190,21848
SAOUHSC_00900,21577,21547,3177,9883,7070,5535
SAOUHSC_00901,4206,7118,400,2659,1972,2098
SAOUHSC_00902,3792,5732,1139,2622,2268,2045
SAOUHSC_00903,2828,3674,273,2938,2530,1836
SAOUHSC_00904,6353,7709,904,6810,5661,4783
SAOUHSC_00905,10902,12993,2381,13159,10645,9835
SAOUHSC_00906,20055,25543,7511,9435,7634,5757
SAOUHSC_00093,1321,1309,338,4167,2554,2910
SAOUHSC_00907,1549,1653,503,1535,1075,1010
SAOUHSC_00908,11894,13377,4810,6563,5844,3832
SAOUHSC_00909,4116,4536,776,3241,2634,2071
SAOUHSC_00910,5818,7441,915,2912,3089,1921
SAOUHSC_00911,580,548,38,2954,1707,1903
SAOUHSC_00912,59052,18966,1748,370429,360984,242392
SAOUHSC_00913,92,65,2,477,586,496
SAOUHSC_00914,63,47,4,636,894,627
SAOUHSC_00915,75,84,10,312,447,388
SAOUHSC_00916,144,128,14,230,225,229
SAOUHSC_00094,38208,58597,15882,70804,59945,47404
SAOUHSC_00917,187,217,25,259,316,198
SAOUHSC_00918,734,675,474,2083,1660,1761
SAOUHSC_00919,3826,2768,123,1677,1348,1032
SAOUHSC_00920,4099,7694,3256,2064,1640,1600
SAOUHSC_00921,17871,27779,16619,8506,6809,6026
SAOUHSC_00922,302,262,14,90,51,48
SAOUHSC_00923,5202,4848,468,561,439,416
SAOUHSC_00924,4827,5562,1099,773,642,609
SAOUHSC_00925,7961,11643,3098,1567,1400,1435
SAOUHSC_00926,8357,12522,3044,1783,1328,1753
SAOUHSC_00096,1580,1837,301,2506,2084,1824
SAOUHSC_00927,22670,30715,6591,7274,4949,6437
SAOUHSC_00928,460,716,108,607,336,348
SAOUHSC_00929,194,271,20,290,165,175
SAOUHSC_00930,309,446,74,396,216,238
SAOUHSC_00931,770,957,52,393,202,265
SAOUHSC_00932,441,556,136,639,386,429
SAOUHSC_00933,5200,6446,537,4124,2784,3313
SAOUHSC_00934,203306,252437,36497,376672,306181,282632
SAOUHSC_00935,31495,39562,3334,34251,29822,19240
SAOUHSC_00936,90,149,12,307,248,255
SAOUHSC_00010,2153,4631,273,352,302,275
SAOUHSC_A00097,12,22,5,16,8,13
SAOUHSC_00937,5944,8262,826,1374,906,794
SAOUHSC_00938,3548,4265,466,3420,2572,2188
SAOUHSC_00939,2185,2597,194,1380,1000,800
SAOUHSC_00940,1341,1009,73,622,438,341
SAOUHSC_00941,2079,2991,123,1502,1214,1033
SAOUHSC_00942,4843,6828,963,4075,3404,2630
SAOUHSC_00943,7192,8051,1556,7007,5775,4544
SAOUHSC_00944,2448,3411,470,2325,1712,1650
SAOUHSC_00945,3893,6276,1154,3628,3196,2776
SAOUHSC_00946,7471,8800,1207,6141,5044,4740
SAOUHSC_00097,1123,2184,311,5239,5302,3257
SAOUHSC_00947,13942,13781,1613,11142,8681,7351
SAOUHSC_00948,12167,12157,680,4044,3308,2952
SAOUHSC_00949,17307,19909,2325,1116,1144,724
SAOUHSC_00950,2367,2410,257,843,730,625
SAOUHSC_00951,13981,15275,1079,9977,7078,6439
SAOUHSC_00952,3493,3101,276,6765,4446,4528
SAOUHSC_00953,5933,6886,627,7392,5455,4944
SAOUHSC_00954,4829,6196,1664,4998,4136,3983
SAOUHSC_00955,749,1425,195,915,633,924
SAOUHSC_00956,7723,9890,2196,11029,8122,9567
SAOUHSC_00099,3339,5438,350,11245,12340,8051
SAOUHSC_00957,8405,6974,4113,3825,3407,2433
SAOUHSC_00958,2194,3040,263,2672,1996,2045
SAOUHSC_00959,4623,5705,545,7403,5481,6055
SAOUHSC_00960,4377,4804,723,3005,1984,2075
SAOUHSC_T00049,187,13,331,289,233,110
SAOUHSC_T0008,12,3,0,116,58,128
SAOUHSC_00961,537,556,54,15721,9735,17162
SAOUHSC_00962,40285,63976,13438,2835,3010,1629
SAOUHSC_00963,2439,3604,267,1595,1312,1004
SAOUHSC_00964,2173,2372,81,1836,1606,1294
SAOUHSC_00100,842,1138,460,1608,1911,1251
SAOUHSC_00965,7889,6142,684,6253,4484,5086
SAOUHSC_00966,2256,807,1527,2441,2120,1166
SAOUHSC_00967,7,15,1,12,20,16
SAOUHSC_00968,936,959,121,412,258,310
SAOUHSC_00969,220,290,26,224,132,202
SAOUHSC_00970,405,303,49,591,395,432
SAOUHSC_00971,1021,288,43,998,532,1010
SAOUHSC_00972,382,366,21,114,76,83
SAOUHSC_00973,975,809,76,364,249,335
SAOUHSC_00974,1621,1752,90,2205,1408,1498
SAOUHSC_00101,12704,16523,6250,19142,21753,12723
SAOUHSC_00975,4131,3567,105,854,575,567
SAOUHSC_00976,322,292,59,1226,1014,1059
SAOUHSC_00977,2322,2821,209,497,488,277
SAOUHSC_00978,160,125,8,87,77,70
SAOUHSC_00979,653,709,66,437,302,294
SAOUHSC_00980,4281,4695,524,8392,5233,6901
SAOUHSC_00981,153,114,20,337,249,186
SAOUHSC_00982,1361,1451,124,2720,1881,1675
SAOUHSC_00983,6782,8660,2100,7549,5585,4225
SAOUHSC_00984,3669,4215,660,4910,3286,3078
SAOUHSC_00102,291,254,70,562,427,329
SAOUHSC_00985,11656,11485,3661,12058,9480,6947
SAOUHSC_00986,327,442,51,2079,1076,1803
SAOUHSC_00987,1002,1096,130,5755,3166,5344
SAOUHSC_00988,637,683,204,4200,2275,3967
SAOUHSC_00989,8717,13342,1424,2662,2354,1786
SAOUHSC_00991,1448,1258,79,930,670,773
SAOUHSC_00992,298,260,16,1633,1058,1442
SAOUHSC_00993,63,40,2,340,220,293
SAOUHSC_00994,62054,62396,18911,25341,23895,23920
SAOUHSC_00995,684,830,191,551,421,404
SAOUHSC_00103,184,191,27,420,296,237
SAOUHSC_00996,7502,9153,573,14156,8574,10054
SAOUHSC_00997,16115,23644,3253,26271,17327,19641
SAOUHSC_00998,2054,1958,91,12196,7948,11543
SAOUHSC_00999,19333,14673,2395,12018,11125,7175
SAOUHSC_01000,39545,40100,10781,24787,23203,16686
SAOUHSC_01001,131346,148606,56370,73058,71941,53881
SAOUHSC_01002,71198,85354,18275,30563,31894,23051
SAOUHSC_01003,38,46,4,81,42,85
SAOUHSC_01005,9844,18066,758,24260,20183,18089
SAOUHSC_01007,11928,14931,1705,19760,14046,13853
SAOUHSC_00104,287,290,37,622,439,401
SAOUHSC_01008,6990,7375,3185,1780,1934,1220
SAOUHSC_01009,14285,23869,3858,5016,5608,3829
SAOUHSC_01010,4096,7389,1791,1513,1594,1144
SAOUHSC_01011,2912,3560,459,1208,1134,884
SAOUHSC_01012,7468,13377,2251,3537,3508,2701
SAOUHSC_01013,41246,42497,14829,19968,17775,14836
SAOUHSC_01014,40586,44941,8920,21384,17458,16324
SAOUHSC_01015,32355,41131,11982,17838,15304,14696
SAOUHSC_01016,18925,29080,4542,11597,9645,9652
SAOUHSC_01017,51046,75033,15861,34248,28742,27996
SAOUHSC_00105,298,286,27,533,348,333
SAOUHSC_01018,62568,70773,23261,50508,36846,40109
SAOUHSC_01019,1010,1064,72,2555,1542,2383
SAOUHSC_01021,4264,4505,963,6498,5287,5640
SAOUHSC_01022,2267,2480,479,1584,1278,1373
SAOUHSC_01023,42,45,11,215,184,195
SAOUHSC_01024,5113,5033,97,1468,1348,748
SAOUHSC_01025,25905,31766,5292,16636,15493,13512
SAOUHSC_01026,2621,4025,527,1382,1194,1006
SAOUHSC_01027,20002,14670,5873,7832,7265,5037
SAOUHSC_01028,24057,19756,7128,10828,10821,6856
SAOUHSC_00106,772,935,299,1344,957,908
SAOUHSC_01029,149048,131388,32676,83836,84214,54104
SAOUHSC_01030,483,335,13,557,341,374
SAOUHSC_01031,5288,5602,1088,10532,7737,6441
SAOUHSC_01032,4318,5064,292,8103,5900,4882
SAOUHSC_01034,6128,8696,2582,6635,5621,4008
SAOUHSC_A00992,22,20,9,29,27,15
SAOUHSC_01035,34243,30239,3174,25216,18010,13724
SAOUHSC_01036,2982,4481,262,1876,1297,1210
SAOUHSC_01037,355,784,6,126,139,108
SAOUHSC_01038,2271,2236,315,2580,1724,1590
SAOUHSC_1307a,NA,NA,NA,NA,NA,NA
SAOUHSC_01055a,NA,NA,NA,NA,NA,NA
SAOUHSC_3042a,NA,NA,NA,NA,NA,NA
SAOUHSC_00381a,NA,NA,NA,NA,NA,NA
SAOUHSC_02512a,NA,NA,NA,NA,NA,NA
SAOUHSC_03037a,NA,NA,NA,NA,NA,NA
SAOUHSC_01761a,NA,NA,NA,NA,NA,NA
SAOUHSC_1342a,NA,NA,NA,NA,NA,NA
