gene,P23.1,P23.2,P23.3,P23.G.1,P23.G.2,P23.G.3
Inter.CP000255.1.0.2217814.51,2,8,6,7,6,2
Inter.CP000255.1.1.911530.40,0,2,4,2,4,2
Inter.CP000255.1.0.1616169.244,2,2,0,3,1,1
Inter.CP000255.1.1.813246.135,1,5,3,13,7,5
Inter.CP000255.1.0.2217814.9,4,8,6,10,3,2
Inter.CP000255.1.1.1244688.10,5,1,1,7,3,2
Inter.CP000255.1.1.1832936.15,11,7,4,13,6,4
Inter.CP000255.1.0.161093.16,1,2,1,0,0,1
Inter.CP000255.1.1.134234.31,8,4,2,9,3,1
Inter.CP000255.1.1.1889014.0,1,3,0,6,2,1
Inter.CP000255.1.0.1535564.31,2,2,0,1,5,1
Inter.CP000255.1.0.1734711.297,0,2,2,8,3,1
Inter.CP000255.1.1.76226.63,4,2,2,6,2,3
Inter.CP000255.1.0.1836327.6,0,7,9,6,4,2
Inter.CP000255.1.0.1853007.56,5,1,2,3,4,1
Inter.CP000255.1.1.1170092.42,1,1,1,2,1,0
Inter.CP000255.1.0.1697155.298,0,3,2,2,1,1
Inter.CP000255.1.1.934609.1,2,5,2,3,4,0
Inter.CP000255.1.1.1626364.0,6,7,3,4,4,1
Inter.CP000255.1.0.1456753.238,0,0,0,3,4,1
Inter.CP000255.1.0.1600359.16,0,0,0,1,0,0
Inter.CP000255.1.1.164781.166,1,5,1,9,3,1
Inter.CP000255.1.0.1983750.87,6,1,2,8,2,5
Inter.CP000255.1.0.263607.3,1,2,1,4,2,2
Inter.CP000255.1.0.2743918.71,0,0,1,0,1,0
Inter.CP000255.1.1.2157550.37,0,1,0,3,1,0
Inter.CP000255.1.1.566406.21,7,9,8,31,21,29
Inter.CP000255.1.1.2692470.5,5,1,0,0,2,5
Inter.CP000255.1.0.1616169.4,1,5,4,0,1,4
Inter.CP000255.1.1.1503768.32,6,7,4,10,4,4
Inter.CP000255.1.0.2669918.77,4,3,5,4,2,5
Inter.CP000255.1.1.66983.3,5,7,4,12,7,4
Inter.CP000255.1.0.1456753.137,3,6,2,3,4,4
Inter.CP000255.1.0.2277939.9,3,2,2,6,4,1
Inter.CP000255.1.0.2862885.7,29,22,24,39,31,22
Inter.CP000255.1.0.926872.57,4,6,4,6,5,2
gene565,2826,2418,2555,1204,1060,1254
Inter.CP000255.1.1.371998.14,16,12,21,7,7,6
Inter.CP000255.1.0.2379616.61,5,3,6,6,0,2
Inter.CP000255.1.0.211548.37,6,3,4,14,3,0
Inter.CP000255.1.1.771927.36,1,0,1,7,2,6
Inter.CP000255.1.1.36552.14,0,0,0,2,1,1
Inter.CP000255.1.1.482954.74,4,2,3,7,8,2
Inter.CP000255.1.1.414364.23,2,2,1,4,3,2
Inter.CP000255.1.1.2333864.2,1,2,1,13,4,1
Inter.CP000255.1.0.2087346.6,1,2,0,3,0,2
Inter.CP000255.1.0.2627985.75,2,4,0,2,3,1
Inter.CP000255.1.0.1766067.146,2,1,3,2,2,1
Inter.CP000255.1.0.1084075.23,1,0,3,0,1,1
gene2482,440,403,411,436,365,386
Inter.CP000255.1.0.2797567.150,3,1,2,5,4,0
Inter.CP000255.1.1.1414197.11,1,1,0,4,2,4
Inter.CP000255.1.1.2476801.15,3,3,0,0,2,0
gene2520,25,40,39,64,33,11
Inter.CP000255.1.0.2699448.22,1,3,2,2,4,2
Inter.CP000255.1.1.266214.22,0,0,0,0,1,0
Inter.CP000255.1.1.497222.412,1,4,1,5,6,1
Inter.CP000255.1.0.1766067.85,0,1,1,2,0,0
gene1352,82,58,85,64,50,44
Inter.CP000255.1.1.959788.6,0,0,0,2,1,1
Inter.CP000255.1.0.1005732.22,3,10,4,6,7,4
Inter.CP000255.1.1.993769.64,1,1,0,2,1,1
Inter.CP000255.1.1.1170092.52,1,1,4,2,3,2
gene2174,298,249,247,240,205,248
Inter.CP000255.1.1.2197253.5,0,2,2,2,2,0
Inter.CP000255.1.0.1541358.34,1,0,1,1,1,0
Inter.CP000255.1.1.599367.66,1,2,2,8,6,4
Inter.CP000255.1.1.2855478.0,16,16,13,36,9,10
gene2537,657,556,581,301,220,275
Inter.CP000255.1.1.1121261.3,1,2,0,4,3,1
Inter.CP000255.1.1.259992.49,2,2,0,9,3,1
Inter.CP000255.1.0.170758.2,1,2,0,6,4,3
Inter.CP000255.1.0.2627985.177,9,20,12,29,19,8
Inter.CP000255.1.0.2343175.112,4,1,2,4,2,1
Inter.CP000255.1.0.2590957.99,1,0,0,2,0,0
Inter.CP000255.1.1.497222.62,2,1,2,4,3,1
Inter.CP000255.1.1.259992.0,0,1,2,0,1,0
Inter.CP000255.1.1.2567771.7,1,4,3,9,2,7
Inter.CP000255.1.1.134234.155,3,6,2,4,2,4
Inter.CP000255.1.1.474674.50,5,6,5,10,1,2
Inter.CP000255.1.0.42452.49,1,4,0,0,2,1
Inter.CP000255.1.1.424540.12,15,6,6,7,4,4
Inter.CP000255.1.0.1428821.5,2,0,0,4,4,1
gene540,151,140,114,84,77,67
Inter.CP000255.1.1.130867.1,1,1,0,2,0,0
Inter.CP000255.1.1.98354.6,6,9,7,9,6,0
Inter.CP000255.1.1.2509539.10,1,0,1,1,4,2
Inter.CP000255.1.0.2620004.52,2,1,1,1,3,2
Inter.CP000255.1.0.1866877.55,4,1,1,5,2,1
Inter.CP000255.1.0.2699448.2,1,0,0,5,4,2
Inter.CP000255.1.0.2319278.39,4,4,3,12,3,2
Inter.CP000255.1.0.2545550.58,5,0,2,6,6,1
Inter.CP000255.1.1.1976503.0,2,3,5,2,0,0
Inter.CP000255.1.1.1136577.124,11,8,6,16,9,0
Inter.CP000255.1.1.10613.81,0,3,3,1,3,0
Inter.CP000255.1.0.1456753.385,0,1,1,3,3,0
Inter.CP000255.1.0.719684.0,0,0,0,2,0,0
Inter.CP000255.1.1.2375874.21,1,1,2,8,2,1
Inter.CP000255.1.1.857097.25,27,34,31,19,11,8
Inter.CP000255.1.0.650207.6,1,0,0,0,0,0
Inter.CP000255.1.1.134234.210,5,2,10,19,17,6
Inter.CP000255.1.1.875540.24,1,0,0,1,1,3
Inter.CP000255.1.1.702756.92,4,2,2,2,1,0
Inter.CP000255.1.1.1170092.243,0,0,0,5,0,1
Inter.CP000255.1.1.1206523.1,0,2,2,7,5,5
Inter.CP000255.1.1.2468662.9,2,4,2,9,4,0
Inter.CP000255.1.0.1648419.36,4,2,2,3,1,1
Inter.CP000255.1.0.2087346.224,3,6,5,5,9,1
Inter.CP000255.1.1.2441560.5,2,2,0,3,1,1
Inter.CP000255.1.1.482954.69,0,4,0,2,2,1
Inter.CP000255.1.1.2164336.89,2,4,10,13,3,6
Inter.CP000255.1.0.1822090.53,9,8,4,19,3,0
Inter.CP000255.1.0.1734711.225,6,4,1,2,2,1
Inter.CP000255.1.0.1766067.97,3,5,3,5,8,5
Inter.CP000255.1.0.1616169.12,0,3,3,7,2,2
gene349,29,16,18,36,38,39
Inter.CP000255.1.0.2149701.31,0,1,1,0,0,0
Inter.CP000255.1.1.1371971.43,3,3,3,3,1,4
Inter.CP000255.1.0.2305985.33,3,6,10,10,10,4
Inter.CP000255.1.1.2123289.45,3,9,7,14,4,6
Inter.CP000255.1.1.134234.120,5,5,1,9,8,5
Inter.CP000255.1.0.1154198.2,7,2,3,10,11,7
Inter.CP000255.1.1.702756.19,21,13,15,15,6,1
Inter.CP000255.1.1.1355653.45,1,1,0,2,7,1
Inter.CP000255.1.1.76226.49,5,1,2,8,2,1
Inter.CP000255.1.1.497222.451,3,2,2,8,7,2
Inter.CP000255.1.0.1648419.270,2,2,4,2,2,0
Inter.CP000255.1.1.2751007.1,2,3,0,8,1,3
gene233,729,621,620,668,579,724
Inter.CP000255.1.1.742683.26,3,6,3,5,6,7
Inter.CP000255.1.1.885604.15,6,4,6,19,28,18
Inter.CP000255.1.0.1507114.100,2,1,2,8,10,2
Inter.CP000255.1.0.2797567.108,2,3,4,2,4,0
Inter.CP000255.1.0.2087346.280,2,2,2,6,1,1
Inter.CP000255.1.1.421092.0,1,2,2,3,2,1
Inter.CP000255.1.1.651984.191,0,0,5,5,1,0
Inter.CP000255.1.0.2627985.74,1,3,5,4,1,2
Inter.CP000255.1.0.2217814.171,3,5,3,2,2,1
Inter.CP000255.1.1.2208289.29,2,1,3,5,0,0
Inter.CP000255.1.0.1877792.73,1,1,0,4,3,0
Inter.CP000255.1.1.651984.121,3,4,3,4,2,0
Inter.CP000255.1.0.2620004.43,3,1,3,4,1,2
Inter.CP000255.1.0.2431504.2,28,18,14,17,13,18
gene485,798,660,658,644,859,849
Inter.CP000255.1.0.278511.23,1,1,1,1,2,4
Inter.CP000255.1.1.2342456.9,0,0,0,2,0,1
Inter.CP000255.1.1.1364465.59,10,8,5,9,8,7
Inter.CP000255.1.0.2062282.1,1,2,0,1,1,1
Inter.CP000255.1.1.285730.223,3,1,2,5,1,0
Inter.CP000255.1.0.1193150.1,3,5,0,2,3,1
Inter.CP000255.1.1.285730.235,76,50,67,24,24,16
Inter.CP000255.1.0.1456753.267,0,0,0,4,1,0
Inter.CP000255.1.1.651984.172,2,1,1,3,1,0
Inter.CP000255.1.1.1213362.54,0,2,0,2,0,0
Inter.CP000255.1.0.1983750.48,0,3,0,0,1,3
Inter.CP000255.1.0.2489502.15,3,3,2,2,1,1
gene1435,311,275,284,137,101,85
Inter.CP000255.1.0.2142729.5,11,11,5,12,9,17
Inter.CP000255.1.0.2511542.28,1,2,1,3,1,2
Inter.CP000255.1.1.970988.76,0,2,0,2,2,0
Inter.CP000255.1.0.1541358.157,0,2,0,3,1,1
Inter.CP000255.1.1.1213362.66,0,5,3,3,1,2
Inter.CP000255.1.0.127839.10,2,3,3,7,1,0
Inter.CP000255.1.0.723510.6,107,111,135,103,85,102
Inter.CP000255.1.1.1244688.71,3,1,1,2,0,1
Inter.CP000255.1.0.2264744.54,1,1,2,3,1,0
Inter.CP000255.1.0.68791.31,4,6,1,17,5,2
Inter.CP000255.1.0.2743918.10,6,5,5,2,0,2
Inter.CP000255.1.0.2175602.186,8,8,3,9,8,3
Inter.CP000255.1.1.1161141.14,0,0,2,2,3,3
Inter.CP000255.1.0.2046155.23,1,9,1,7,0,3
Inter.CP000255.1.0.2753574.110,0,2,1,2,1,0
Inter.CP000255.1.0.985645.9,7,8,6,11,7,2
gene2525,263,255,260,240,263,248
Inter.CP000255.1.1.2592374.0,1,0,0,0,0,0
Inter.CP000255.1.1.1364465.33,14,8,7,13,9,5
Inter.CP000255.1.1.102961.145,8,11,11,21,23,14
Inter.CP000255.1.0.60773.4,0,5,0,4,8,2
Inter.CP000255.1.0.2511542.149,4,3,0,7,3,3
Inter.CP000255.1.0.2830027.78,0,1,2,0,3,0
Inter.CP000255.1.1.911530.39,0,1,2,7,1,2
Inter.CP000255.1.0.752548.5,17,14,18,28,24,16
Inter.CP000255.1.1.330274.204,3,4,2,6,7,2
Inter.CP000255.1.1.463258.24,0,2,0,1,1,0
Inter.CP000255.1.0.127839.6,3,7,5,6,3,2
Inter.CP000255.1.1.2590013.6,2,7,2,7,4,3
Inter.CP000255.1.0.1844014.39,1,1,0,0,2,0
Inter.CP000255.1.1.1170092.316,1,1,0,0,0,0
Inter.CP000255.1.0.2087346.109,1,4,2,7,0,0
Inter.CP000255.1.0.2319278.130,15,11,8,35,17,10
Inter.CP000255.1.1.1364465.24,10,8,10,11,5,5
Inter.CP000255.1.0.2291621.131,2,0,1,4,3,2
gene367,69,70,76,88,108,120
Inter.CP000255.1.0.2084687.19,5,5,1,4,8,3
gene1731,161,152,148,158,129,122
Inter.CP000255.1.0.1425056.6,1,2,1,3,3,0
Inter.CP000255.1.0.1541358.326,1,1,0,0,0,0
Inter.CP000255.1.0.20756.0,22,17,10,15,18,12
Inter.CP000255.1.1.1548088.0,2,2,0,2,3,0
Inter.CP000255.1.0.2035806.26,0,1,0,2,1,1
Inter.CP000255.1.0.1866877.29,0,2,2,2,0,0
Inter.CP000255.1.0.580814.2,420,324,341,210,183,194
Inter.CP000255.1.0.2590957.66,1,1,1,0,0,0
Inter.CP000255.1.1.1606676.20,3,2,2,3,3,2
Inter.CP000255.1.0.1734711.39,2,9,5,5,8,5
Inter.CP000255.1.1.1371971.30,0,4,5,9,2,3
Inter.CP000255.1.0.807094.16,1,1,0,2,6,5
Inter.CP000255.1.1.497222.544,14,6,7,7,4,3
gene1511,1686,1520,1613,815,717,803
Inter.CP000255.1.0.1500086.40,0,1,0,1,0,0
Inter.CP000255.1.0.2862885.4,0,1,1,0,0,3
Inter.CP000255.1.1.1223109.151,2,0,2,1,3,1
Inter.CP000255.1.1.2472345.2,0,0,2,1,1,1
Inter.CP000255.1.0.940399.3,37,61,51,12,11,8
Inter.CP000255.1.1.414364.31,13,15,14,19,9,10
Inter.CP000255.1.1.2707667.0,6,1,6,3,5,1
Inter.CP000255.1.1.702756.58,4,3,5,8,5,3
Inter.CP000255.1.1.164781.227,6,1,3,11,7,4
Inter.CP000255.1.1.2360007.0,73,74,95,137,149,156
Inter.CP000255.1.0.701344.12,0,1,0,1,1,0
Inter.CP000255.1.1.285730.49,3,2,1,9,3,5
Inter.CP000255.1.0.2410512.31,0,1,3,3,1,1
Inter.CP000255.1.0.2217814.148,0,0,0,1,0,0
Inter.CP000255.1.0.1456753.84,0,0,0,1,1,1
Inter.CP000255.1.1.41134.11,3,1,3,4,7,0
Inter.CP000255.1.0.2217814.218,7,4,9,17,12,6
Inter.CP000255.1.1.2649017.34,5,3,1,3,1,0
Inter.CP000255.1.0.1616169.159,8,6,8,7,7,6
rna50,84,75,86,158,190,242
Inter.CP000255.1.1.857097.31,129,133,114,53,40,29
Inter.CP000255.1.1.599367.48,4,12,11,11,6,4
Inter.CP000255.1.1.92974.38,2,5,0,11,2,2
Inter.CP000255.1.1.840309.58,6,6,8,25,21,24
Inter.CP000255.1.0.1052186.47,1,0,5,19,6,2
Inter.CP000255.1.0.2604523.6,22,15,18,17,12,14
Inter.CP000255.1.1.697464.33,1,1,2,3,1,2
Inter.CP000255.1.0.1605651.10,4,1,2,2,3,3
Inter.CP000255.1.1.1073736.62,22,20,23,10,5,4
Inter.CP000255.1.1.1857624.0,55,31,35,12,18,7
gene2534,203,182,156,158,99,98
Inter.CP000255.1.0.1281692.1,18,10,10,18,10,15
Inter.CP000255.1.1.2065336.36,0,1,3,4,1,0
Inter.CP000255.1.1.771927.24,1,0,3,1,2,1
Inter.CP000255.1.0.707850.2,4,7,7,2,4,3
Inter.CP000255.1.0.127839.49,7,3,3,16,22,15
Inter.CP000255.1.1.2419013.24,5,4,8,12,11,7
Inter.CP000255.1.1.2133737.0,0,0,1,2,1,0
gene2639,28,24,35,38,23,18
Inter.CP000255.1.1.259992.56,1,0,1,2,2,1
Inter.CP000255.1.0.1609569.15,3,1,2,2,2,1
Inter.CP000255.1.0.2721574.36,0,5,3,4,4,2
Inter.CP000255.1.0.2217814.194,3,3,4,6,4,3
Inter.CP000255.1.0.2797567.117,2,4,0,3,2,0
Inter.CP000255.1.0.1407618.59,2,3,5,4,6,3
gene1969,142,130,119,172,188,202
Inter.CP000255.1.0.2013404.22,1,1,0,2,0,0
Inter.CP000255.1.0.2210614.18,0,0,0,1,2,0
Inter.CP000255.1.1.2487512.3,6,4,5,5,8,9
Inter.CP000255.1.1.1059247.101,18,14,18,5,2,3
gene63,162,210,162,232,143,159
Inter.CP000255.1.0.329238.0,5,0,1,2,1,0
gene755,4306,3617,3912,20011,17855,20913
Inter.CP000255.1.0.2627985.12,1,0,1,1,0,1
Inter.CP000255.1.0.1507114.87,3,4,1,6,3,3
Inter.CP000255.1.0.1677665.98,5,10,6,17,6,15
Inter.CP000255.1.0.475995.4,10,17,7,27,20,7
Inter.CP000255.1.0.42452.54,7,5,7,9,4,4
Inter.CP000255.1.1.1073736.18,4,6,5,4,2,0
Inter.CP000255.1.0.68791.28,0,0,0,6,2,0
Inter.CP000255.1.1.497222.284,0,0,0,0,1,1
Inter.CP000255.1.0.870385.1,11,11,16,12,6,8
Inter.CP000255.1.1.1299662.95,0,0,1,6,3,3
Inter.CP000255.1.0.2200877.0,1,4,6,5,1,1
Inter.CP000255.1.0.2627985.56,6,3,0,7,1,3
Inter.CP000255.1.0.844358.0,47,38,36,254,246,253
Inter.CP000255.1.0.1044013.2,3,17,4,9,8,2
Inter.CP000255.1.0.2175602.142,6,4,4,10,4,3
Inter.CP000255.1.1.681397.79,0,3,1,0,0,1
Inter.CP000255.1.1.223379.101,2,1,2,5,7,2
Inter.CP000255.1.1.1136577.91,3,10,4,11,5,1
Inter.CP000255.1.0.1844014.30,3,0,1,3,2,0
Inter.CP000255.1.1.497222.476,2,5,5,5,3,2
Inter.CP000255.1.0.2030838.7,0,1,0,2,1,0
Inter.CP000255.1.1.2749020.2,4,2,0,7,7,4
Inter.CP000255.1.1.1388720.47,0,1,0,2,1,2
Inter.CP000255.1.0.2797567.98,3,2,1,4,5,2
Inter.CP000255.1.1.2261933.7,0,2,2,1,0,1
Inter.CP000255.1.0.323294.0,1,0,0,2,2,0
Inter.CP000255.1.0.1535564.49,5,3,6,4,1,2
Inter.CP000255.1.1.2597352.1,4,0,0,6,0,2
gene1932,186,238,187,68,55,57
Inter.CP000255.1.0.1734711.23,1,0,2,4,1,0
Inter.CP000255.1.0.426098.38,7,6,3,6,3,4
Inter.CP000255.1.1.599367.53,6,5,7,4,5,4
Inter.CP000255.1.1.608577.95,1,0,0,1,1,2
Inter.CP000255.1.0.2797567.200,4,5,2,0,4,3
Inter.CP000255.1.1.944647.53,8,2,1,5,3,0
Inter.CP000255.1.1.2726135.0,9,7,13,10,10,6
Inter.CP000255.1.1.1503768.26,2,8,1,7,4,3
Inter.CP000255.1.1.1244688.393,20,22,18,14,6,6
Inter.CP000255.1.1.1244688.488,4,1,0,3,3,1
Inter.CP000255.1.0.2541592.2,1,0,1,4,1,2
Inter.CP000255.1.0.1052186.55,6,6,2,7,7,5
Inter.CP000255.1.0.2669918.56,18,28,19,31,15,12
Inter.CP000255.1.0.2210614.53,2,0,1,1,1,3
Inter.CP000255.1.0.2442654.65,1,0,3,6,0,2
Inter.CP000255.1.0.1802439.132,6,2,0,5,1,1
Inter.CP000255.1.1.1388720.37,3,1,3,1,1,1
Inter.CP000255.1.0.2149701.62,0,1,1,1,0,1
Inter.CP000255.1.0.1500086.16,3,3,5,2,1,1
Inter.CP000255.1.1.1299662.50,1,2,0,1,1,1
Inter.CP000255.1.0.96755.17,3,2,1,7,3,5
Inter.CP000255.1.0.2740813.20,126,85,100,26,33,21
Inter.CP000255.1.1.599367.62,6,9,5,11,10,7
Inter.CP000255.1.0.1866877.46,2,2,2,7,5,0
Inter.CP000255.1.0.2319278.17,3,7,4,6,3,0
Inter.CP000255.1.1.2054222.19,0,1,0,0,1,2
gene938,739,589,772,371,296,322
Inter.CP000255.1.0.2030838.19,0,1,1,2,1,1
Inter.CP000255.1.1.1125544.6,1,1,2,1,3,0
Inter.CP000255.1.0.417144.0,0,2,0,0,2,1
Inter.CP000255.1.0.2217814.157,3,1,0,3,2,0
Inter.CP000255.1.0.313053.33,4,1,6,5,11,2
Inter.CP000255.1.0.2772481.71,7,3,5,6,9,4
gene2636,10,8,11,18,9,7
gene856,1138,948,952,618,586,762
Inter.CP000255.1.1.195296.144,1,7,3,5,1,1
Inter.CP000255.1.0.1616169.233,1,8,2,4,2,0
gene704,1559,1346,1319,746,667,711
Inter.CP000255.1.0.2008176.30,2,1,0,0,0,0
Inter.CP000255.1.1.1073736.34,2,1,2,8,17,8
Inter.CP000255.1.0.877635.0,15,28,18,4,5,3
Inter.CP000255.1.0.1044013.56,0,1,0,3,0,0
Inter.CP000255.1.1.497222.227,0,0,0,3,0,0
Inter.CP000255.1.1.102961.137,2,2,4,7,6,4
Inter.CP000255.1.0.1541358.335,5,5,1,8,6,3
Inter.CP000255.1.0.1541358.2,2,1,2,1,3,1
Inter.CP000255.1.1.2738678.2,3,1,1,4,0,0
Inter.CP000255.1.1.702756.43,5,5,4,7,3,2
Inter.CP000255.1.0.597910.14,1,1,1,1,1,1
Inter.CP000255.1.0.849524.1,0,2,1,8,6,5
Inter.CP000255.1.1.1002219.16,0,1,2,8,2,0
Inter.CP000255.1.0.2277939.70,2,0,1,4,1,0
Inter.CP000255.1.0.2561022.11,8,2,4,14,8,0
Inter.CP000255.1.0.1890637.23,2,3,2,5,3,1
Inter.CP000255.1.0.2035806.30,2,1,2,5,0,1
Inter.CP000255.1.1.903938.46,0,3,1,3,4,2
Inter.CP000255.1.1.1157327.1,3435,3380,3854,1833,1743,1504
Inter.CP000255.1.0.1648419.195,2,4,4,5,3,1
Inter.CP000255.1.0.2056249.27,3,4,6,0,3,4
Inter.CP000255.1.1.742683.24,1,0,0,2,1,1
gene40,344,330,294,333,226,196
Inter.CP000255.1.0.354221.2,5,2,3,9,3,3
Inter.CP000255.1.1.164781.90,1,3,0,1,1,0
Inter.CP000255.1.1.2491113.9,0,1,0,6,2,0
Inter.CP000255.1.0.256361.32,5,9,3,13,6,1
Inter.CP000255.1.0.2511542.87,3,1,1,3,3,6
Inter.CP000255.1.1.164781.6,1,3,1,1,1,1
Inter.CP000255.1.1.1170092.170,0,2,1,2,5,2
Inter.CP000255.1.0.843295.0,251,215,199,1340,1239,1610
Inter.CP000255.1.0.1994957.87,148,130,159,137,105,82
Inter.CP000255.1.1.2456345.10,2,2,3,1,4,0
Inter.CP000255.1.1.897442.49,8,8,16,10,7,2
Inter.CP000255.1.1.1170092.296,4,7,3,12,7,6
Inter.CP000255.1.0.2511542.62,5,3,7,9,2,1
Inter.CP000255.1.1.0.57,2,3,1,5,5,3
Inter.CP000255.1.0.2087346.284,0,0,0,0,1,3
Inter.CP000255.1.0.2070868.0,5,8,3,8,10,7
Inter.CP000255.1.1.1008188.44,0,3,3,9,4,5
Inter.CP000255.1.1.1917572.4,5,6,5,7,3,7
Inter.CP000255.1.1.2786593.55,19,16,22,13,13,11
Inter.CP000255.1.1.2157550.21,1,0,3,0,0,0
Inter.CP000255.1.0.1926438.16,2,5,6,8,3,2
Inter.CP000255.1.1.1319542.92,0,1,0,1,2,0
Inter.CP000255.1.1.1534411.8,4,13,10,18,10,5
Inter.CP000255.1.0.821372.0,8,5,4,8,8,3
Inter.CP000255.1.0.801856.6,6,1,0,2,2,2
Inter.CP000255.1.1.920559.13,8,5,4,6,4,4
Inter.CP000255.1.0.1456753.13,0,1,0,0,0,0
Inter.CP000255.1.0.2772481.100,4,1,2,3,0,2
gene1354,282,243,249,203,160,186
Inter.CP000255.1.0.228260.4,10,8,18,12,3,2
Inter.CP000255.1.0.871424.17,1,2,1,8,2,1
Inter.CP000255.1.0.2075826.27,7,6,0,7,3,5
Inter.CP000255.1.1.1982766.12,1,4,1,5,1,0
Inter.CP000255.1.0.1677665.129,14,8,5,39,15,19
Inter.CP000255.1.0.2864684.78,10,4,13,11,5,3
Inter.CP000255.1.0.2537497.23,1,0,2,8,3,2
Inter.CP000255.1.0.2664620.27,3,0,1,1,2,1
Inter.CP000255.1.0.1037674.38,4,7,5,5,2,3
Inter.CP000255.1.0.935266.1,2,1,2,5,3,1
Inter.CP000255.1.0.865875.2,0,0,0,0,0,2
Inter.CP000255.1.0.2543057.1,90,79,72,37,51,45
Inter.CP000255.1.0.2604523.77,2,4,0,4,5,2
Inter.CP000255.1.0.2210614.1,7,9,7,9,3,4
Inter.CP000255.1.0.2442654.61,0,2,0,1,0,1
Inter.CP000255.1.1.919012.3,1,5,1,2,1,2
Inter.CP000255.1.1.872763.1,1,3,0,2,3,1
Inter.CP000255.1.1.48892.0,1,4,1,5,3,3
Inter.CP000255.1.0.2511542.203,3,0,2,5,3,0
Inter.CP000255.1.1.195296.114,1,3,1,12,3,1
Inter.CP000255.1.0.2864684.62,4,4,0,6,1,1
Inter.CP000255.1.0.278511.0,0,0,0,1,0,0
Inter.CP000255.1.0.1677665.156,3,3,3,5,6,2
Inter.CP000255.1.1.1008188.94,0,5,1,2,2,2
Inter.CP000255.1.1.566406.29,12,11,7,18,15,10
Inter.CP000255.1.1.1170092.295,1,4,2,5,4,0
gene237,60,70,45,116,72,46
Inter.CP000255.1.0.2217814.112,5,11,10,5,9,6
Inter.CP000255.1.0.1972520.81,1,1,2,1,4,1
Inter.CP000255.1.1.2239043.1,1,2,1,3,1,3
Inter.CP000255.1.1.418530.16,0,0,0,0,1,1
Inter.CP000255.1.1.1299662.145,3,2,0,4,0,0
Inter.CP000255.1.1.1056693.3,0,0,0,1,1,2
Inter.CP000255.1.0.2436985.11,5,2,0,4,1,0
Inter.CP000255.1.1.1954198.7,1,2,3,1,3,1
Inter.CP000255.1.1.56237.2,0,0,1,2,3,1
Inter.CP000255.1.1.1151760.36,13,9,19,12,6,5
Inter.CP000255.1.1.1444414.0,2,0,0,3,0,0
Inter.CP000255.1.0.2340516.11,0,0,1,0,1,0
Inter.CP000255.1.1.2208289.10,2,4,0,1,0,0
Inter.CP000255.1.0.991418.3,0,2,0,1,0,0
Inter.CP000255.1.0.2416003.19,1,2,1,5,2,1
Inter.CP000255.1.0.2588268.5,3,7,6,4,5,2
Inter.CP000255.1.0.1994957.79,0,1,0,0,0,0
Inter.CP000255.1.0.2319278.49,1,4,1,2,0,3
Inter.CP000255.1.0.1026393.6,0,0,0,5,2,1
Inter.CP000255.1.0.854819.5,1,5,2,6,2,2
Inter.CP000255.1.0.2217814.110,6,9,4,8,5,3
Inter.CP000255.1.1.1059247.110,7,3,7,3,3,3
Inter.CP000255.1.1.1032867.27,10,11,3,16,15,5
Inter.CP000255.1.1.497222.354,13,12,16,10,12,3
Inter.CP000256.1.1.2675.1,19,21,29,666,1149,997
Inter.CP000255.1.0.1959232.24,1,1,1,5,0,0
Inter.CP000255.1.1.134234.188,0,1,1,6,4,0
Inter.CP000255.1.1.2684787.17,2,5,5,2,3,1
Inter.CP000255.1.1.1087371.4,3,5,2,5,4,1
Inter.CP000255.1.0.2217814.178,1,0,3,14,4,1
Inter.CP000255.1.1.1644976.0,257,204,182,47,58,90
Inter.CP000255.1.0.1616169.87,4,2,4,10,2,3
Inter.CP000255.1.0.1456753.7,1,0,0,3,1,0
Inter.CP000255.1.1.2556135.0,13,12,5,6,5,12
Inter.CP000255.1.0.1919578.30,1,1,1,1,0,0
Inter.CP000255.1.1.1244688.16,1,0,0,6,1,0
Inter.CP000255.1.1.371998.15,38,36,57,17,10,5
Inter.CP000255.1.1.356775.57,3,0,2,1,2,0
Inter.CP000255.1.0.1926438.56,8,8,2,11,5,1
Inter.CP000255.1.0.56861.1,1,2,1,4,5,2
Inter.CP000255.1.1.1032867.31,3,2,5,5,1,2
Inter.CP000255.1.1.2661462.8,2,4,3,4,2,1
Inter.CP000255.1.1.123812.15,3,4,2,13,8,3
gene142,27,40,26,45,33,19
Inter.CP000255.1.0.2421735.28,11,9,10,11,8,4
Inter.CP000255.1.0.2457172.40,2,0,0,1,0,1
Inter.CP000255.1.1.2315120.27,6,1,3,3,3,1
Inter.CP000255.1.1.44608.1,28,37,25,64,43,17
Inter.CP000255.1.1.2157550.13,0,3,1,4,0,1
Inter.CP000255.1.0.881854.35,0,4,1,2,1,0
Inter.CP000255.1.0.1994957.30,10,7,10,18,15,8
Inter.CP000255.1.1.1340858.3,2,1,0,0,0,0
Inter.CP000255.1.0.912841.0,24,19,7,17,9,24
Inter.CP000255.1.1.1908185.25,1,1,3,2,0,0
Inter.CP000255.1.0.2020745.2,0,1,0,0,0,2
Inter.CP000255.1.1.627780.44,21,22,17,71,97,113
Inter.CP000255.1.1.754209.52,2,2,1,5,6,1
Inter.CP000255.1.0.2537497.10,3,6,1,6,3,1
Inter.CP000255.1.0.1905115.0,14,15,17,17,16,14
Inter.CP000255.1.1.1223109.1,1,3,0,2,0,0
