,W1,W2,W3,C1,C2,C3,D1,D2,D3
HG001_01984,14,21,12,15,9,16,25,15,12
HG001_01985,268,322,323,318,283,245,244,249,261
HG001_01986,22,25,23,30,15,18,9,20,25
HG001_01987,214,232,346,304,269,299,224,278,235
HG001_01988,7,8,4,6,3,4,3,2,4
HG001_01989,107,123,156,163,137,145,137,140,107
HG001_01990,17,17,22,20,23,18,20,17,18
HG001_01991,7,13,11,23,13,7,15,10,9
HG001_01992,12,23,14,16,19,8,12,16,12
HG001_01993,25,9,11,13,11,10,18,13,8
HG001_01994,9,7,6,10,5,9,10,7,10
HG001_01995,30,48,48,56,51,44,37,40,36
HG001_01996,12,25,23,16,16,16,14,16,23
HG001_01997,12,12,18,19,12,15,15,11,8
HG001_01998,0,1,4,1,0,1,0,2,0
HG001_01999,9,15,11,16,14,17,12,6,4
HG001_02000,0,4,7,4,6,3,4,1,4
HG001_02001,0,4,1,3,3,0,0,1,1
HG001_02002,4,3,2,4,0,2,1,3,5
HG001_02003,33,43,36,37,24,29,29,26,24
HG001_02004,10,23,17,19,13,18,7,11,16
HG001_02005,3,18,11,20,7,12,17,10,8
HG001_02006,15,19,12,29,13,16,12,15,14
HG001_02007,17,11,8,24,10,13,11,9,6
HG001_02008,15,21,29,25,15,21,14,17,10
HG001_02009,4,8,8,3,5,3,5,3,7
HG001_02010,12,9,10,7,7,3,5,8,10
HG001_02011,5,12,10,9,4,5,7,4,9
HG001_02012,7,16,24,14,2,10,6,10,7
HG001_02013,6,5,10,9,5,7,3,3,6
HG001_02014,4,9,15,14,7,8,4,6,6
HG001_02015,5,8,5,14,9,4,6,5,6
HG001_02016,31,44,51,61,82,38,31,29,21
HG001_02017,10,23,14,19,26,15,12,13,3
HG001_02018,1,0,3,1,0,1,0,2,1
HG001_02019,21,27,30,40,26,24,23,11,20
HG001_02020,13,32,29,31,22,18,18,18,13
HG001_02021,1795,864,1173,1291,1283,1420,1124,1220,1021
HG001_02022,2,6,6,7,1,3,3,4,2
HG001_02023,35,59,55,74,99,62,31,36,34
HG001_02024,8,11,9,18,10,4,12,7,8
HG001_02025,21,35,39,54,50,33,25,21,27
HG001_02026,2,6,4,6,11,5,5,3,3
HG001_02027,3,4,5,3,6,4,3,4,3
HG001_02028,0,6,4,1,1,3,0,3,0
HG001_02029,10,12,13,11,7,9,4,6,4
HG001_02030,32,43,28,43,40,39,36,28,44
HG001_02031,2,4,5,5,5,8,3,2,4
HG001_02032,1,4,4,9,8,4,2,11,3
HG001_02033,2,5,6,5,11,6,3,5,3
HG001_02034,9,17,12,26,22,17,11,7,13
HG001_02035,157,175,131,183,175,199,135,160,137
HG001_02036,8,11,5,10,11,10,3,4,6
HG001_02037,0,7,3,11,4,7,1,5,5
HG001_02038,160,180,163,180,174,132,161,179,175
HG001_02039,116,165,118,152,143,113,114,120,129
HG001_02040,680,668,594,665,632,405,564,570,609
HG001_02041,57,65,74,76,64,39,60,71,57
HG001_02042,62,98,69,85,74,61,70,74,61
HG001_02043,317,366,246,500,530,468,266,290,277
HG001_02044,142,185,111,195,232,228,136,175,161
HG001_02045,4254,5294,4756,5095,4509,5109,4899,3862,4080
HG001_02046,28,15,18,25,22,13,12,18,21
HG001_02047,8,13,11,19,3,6,8,6,16
HG001_02048,126,82,94,139,126,134,92,119,123
HG001_02049,497,384,435,406,347,309,632,475,471
HG001_02050,9,14,14,4,11,10,18,17,17
HG001_02051,1963,2051,1867,2016,2048,1641,1976,2324,2027
HG001_02052,203,151,132,159,209,144,196,217,201
HG001_02053,135,87,71,136,111,75,105,90,80
HG001_02054,434,799,529,1801,1669,1150,581,505,506
HG001_02055,176,180,145,186,183,150,135,157,170
HG001_02056,1276,1332,1223,847,908,594,1080,1336,1142
HG001_02057,507585,328719,328470,437348,409639,317134,374322,380249,326674
HG001_02058,0,0,0,0,0,0,0,0,0
HG001_02059,20376,26731,20526,24372,19561,20033,22787,17763,18126
HG001_02060,3009,2929,2691,2997,2296,2614,3330,2380,2456
HG001_02061,45926,45324,48747,48568,42135,42265,49270,44599,41462
HG001_02062,46649,49398,48754,50091,42922,43564,49923,44248,41587
HG001_02063,1079,922,1079,1044,1010,839,813,973,958
HG001_02064,741,867,793,828,759,700,781,826,755
HG001_02065,332,433,274,344,302,201,344,318,327
HG001_02066,9,35,32,37,8,26,28,6,18
HG001_02067,20,26,22,21,27,21,16,13,21
HG001_02068,48,42,35,47,36,45,35,49,46
HG001_02069,889,856,767,816,860,658,799,875,888
HG001_02070,228,374,235,393,356,259,337,248,285
HG001_02071,119,122,109,178,177,147,94,87,135
HG001_02072,523,583,561,675,619,451,479,553,546
HG001_02073,128,175,140,158,144,114,122,135,126
HG001_02074,141,174,149,185,164,124,156,138,167
HG001_02075,74,102,62,93,77,71,87,52,56
HG001_02076,52,28,88,58,64,66,35,50,55
HG001_02077,102,86,151,113,97,111,90,76,65
HG001_02078,9,9,9,4,6,4,6,6,8
HG001_02079,63,86,121,87,80,74,104,84,63
HG001_02080,105,131,191,130,123,134,161,127,120
HG001_02081,56,84,129,83,73,72,84,73,74
HG001_02082,101,126,173,124,131,145,155,102,96
HG001_02083,40,58,70,61,46,47,51,34,45
HG001_02084,85,95,102,95,89,90,102,84,64
HG001_02085,1,0,2,1,0,1,1,2,5
HG001_02086,1093,4488,11183,1357,293,1009,1406,3464,5865
HG001_02087,615,1423,2453,746,110,551,840,1389,2451
HG001_02088,10,5,8,24,9,11,5,9,12
HG001_02089,2,3,1,7,6,1,1,5,2
HG001_02090,565,892,763,932,931,646,677,694,657
HG001_02091,1602,2072,1860,2321,2353,1798,1941,1945,1732
HG001_02092,4936,7391,5762,7285,7007,4920,5508,4909,5257
HG001_02093,1361,1924,1485,1985,1783,1124,1596,1325,1479
HG001_02094,870,1049,901,1191,1156,757,947,786,864
HG001_02095,908,1184,941,1106,1128,797,918,946,907
HG001_02096,1692,1745,1431,2005,1950,1383,1409,1444,1330
HG001_02097,357,296,275,383,400,254,285,307,275
HG001_02098,1801,2382,2161,2351,2155,1982,2017,1832,1910
HG001_02099,576,829,713,820,713,642,572,556,602
HG001_02100,462,767,649,739,643,645,591,437,500
HG001_02101,892,1144,977,1169,1046,1053,919,798,824
HG001_02102,83,83,69,83,73,66,85,72,66
HG001_02103,752,682,711,539,564,440,547,768,650
HG001_02104,1910,2092,2133,1642,1637,1220,1666,2154,1899
HG001_02105,930,926,873,747,733,554,790,975,908
HG001_02106,1757,2282,1794,2091,2068,1719,1892,1945,2015
HG001_02107,820,971,728,769,697,518,771,785,830
HG001_02108,1272,1546,1164,1777,1501,1149,1406,1225,1344
HG001_02109,930,1020,919,1019,972,820,876,939,918
HG001_02110,520,628,545,637,622,582,580,521,522
HG001_02111,351,295,301,409,381,337,292,348,347
HG001_02112,5589,5105,3739,7870,7045,5580,5406,4099,4576
HG001_02113,421,467,356,633,498,482,445,362,334
HG001_02114,371,428,334,572,464,482,364,324,321
HG001_02115,303,335,284,361,354,323,276,295,330
HG001_02116,221,228,227,278,294,225,237,229,224
HG001_02117,13529,15440,15060,12233,10466,9235,15732,15011,14526
HG001_02118,5981,6981,7346,5198,4702,3926,7384,7435,7269
HG001_02119,4776,6228,6129,4439,4034,3264,6400,6367,6351
HG001_02120,2511,3838,3236,2179,2225,1655,3815,3306,3586
HG001_02121,1492,2077,1855,1133,1168,809,2070,1821,2022
HG001_02122,140,293,219,244,244,214,129,158,182
HG001_02123,27,37,25,33,34,21,18,25,20
HG001_02124,534,633,607,878,789,774,690,612,599
HG001_02125,50,48,39,47,51,49,52,34,50
HG001_02126,1762,1700,1624,1909,1948,1504,1659,1560,1670
HG001_02127,6133,6863,6886,7836,7713,6198,6860,6255,6450
HG001_02128,127,56,70,119,70,66,118,64,94
HG001_02129,5760,4568,5463,6722,6972,6354,4223,5216,5078
HG001_02130,13792,11278,14553,16634,17055,16456,10319,13943,12996
HG001_02131,7119,6893,7678,9079,9033,8890,6099,6857,6665
HG001_02132,8686,8511,9842,11234,11252,10449,7729,8784,8595
HG001_02133,2322,2673,2475,3146,2954,2739,2342,2171,2207
HG001_02134,2399,2695,2871,3294,3319,3126,2386,2722,2581
HG001_02135,2095,2732,2393,3450,3212,2941,2112,2107,2180
HG001_02136,3909,4360,4505,6019,5754,5210,3774,3699,3667
HG001_02137,1393,1394,1319,1960,1714,1613,1191,1096,1189
HG001_02138,5998,7632,7401,8771,8077,7425,6422,6155,5920
HG001_02139,2885,3169,3427,3767,3442,3101,2951,3030,2944
HG001_02140,6068,7826,7665,9370,8759,7860,6875,6868,6723
HG001_02141,2078,2752,2451,3158,2819,2720,2338,2143,2163
HG001_02142,126,185,150,162,156,99,169,165,161
HG001_02143,171,210,219,215,216,186,185,237,241
HG001_02144,505,716,594,629,585,474,492,589,512
HG001_02145,536,689,580,583,554,445,577,605,518
HG001_02146,222,262,215,283,284,175,240,270,269
HG001_02147,2453,1656,1681,2089,2252,1912,1329,1948,1726
HG001_02148,2209,2523,2039,2599,2531,2111,1870,2056,2083
HG001_02149,11643,13782,12601,12346,12223,12529,12028,11260,11523
HG001_02150,1976,2018,1975,2069,2123,1562,1557,1996,1738
HG001_02151,2152,2625,2320,2242,2150,1813,2138,2230,2109
HG001_02152,15941,14358,13033,17056,17308,11148,9018,14277,11837
HG001_02153,42,46,41,69,59,44,33,53,36
HG001_02154,964,1146,952,1470,1319,1197,837,890,858
HG001_02155,602,888,693,856,797,619,803,656,715
HG001_02156,274,433,376,463,407,265,418,320,342
HG001_02157,240,214,230,306,272,216,214,244,215
HG001_02158,264,313,300,331,337,244,324,289,323
HG001_02159,752,839,767,741,746,621,793,744,737
HG001_02160,306,406,434,407,360,325,419,353,370
HG001_02161,630,635,563,643,638,419,606,665,566
HG001_02162,8347,6935,7389,8351,7596,8087,7233,7523,6979
HG001_02163,16952,19025,17980,21287,19847,19695,18468,19797,18449
HG001_02164,6206,6648,6568,7221,6988,6866,6208,7565,6956
HG001_02165,2060,1663,1628,1930,2083,1586,1485,2026,1749
HG001_02166,2008,1740,1577,1474,1509,1185,2058,1385,1291
HG001_02167,616,755,592,894,861,687,609,492,528
HG001_02168,494,670,414,729,669,537,510,444,478
HG001_02169,84,105,118,109,92,92,101,104,101
HG001_02170,365,508,391,525,461,341,472,411,434
HG001_02171,109,193,114,157,158,111,173,135,137
HG001_02172,6446,7664,6211,3837,3765,3096,7226,6302,6188
HG001_02173,217,334,254,280,319,206,259,188,206
HG001_02174,815,925,752,950,936,715,775,634,672
HG001_02175,513,516,328,618,526,477,410,337,389
HG001_02176,5123,2808,3631,4122,3774,4197,3179,3645,3138
HG001_02177,45,68,45,63,55,40,45,45,47
HG001_02178,46,58,40,60,26,35,45,29,45
HG001_02179,783,896,785,964,828,844,755,679,698
HG001_02180,272,299,326,332,285,303,248,241,241
HG001_02181,73909,80085,77118,62604,60561,56681,47482,52615,58373
HG001_02182,4681,5162,4358,3908,4579,3558,3754,3977,4236
HG001_02183,194,218,182,211,210,187,184,216,176
HG001_02184,1885,2299,2102,2300,2081,2269,2117,1711,1829
HG001_02185,992,1207,1134,1248,1177,1299,1102,901,968
HG001_02186,2240,2491,2457,2539,2331,2415,2428,1956,2129
HG001_02187,515,926,833,953,870,617,880,870,676
HG001_02188,3329,4984,4161,4116,3728,2627,4434,4011,3839
HG001_02189,848,1244,1169,1129,1098,705,1295,1104,1034
HG001_02190,753,955,1001,898,882,618,924,915,853
HG001_02191,631,897,721,1023,932,649,413,393,349
HG001_02192,69,62,52,49,48,31,54,64,57
HG001_02193,15,8,21,22,20,15,14,16,12
HG001_02194,17,13,13,19,16,8,10,20,11
HG001_02195,1,0,5,4,3,0,2,5,2
HG001_02196,2,0,1,1,3,3,0,2,2
HG001_02197,3,2,2,2,5,1,3,2,5
HG001_02198,3,0,3,3,0,5,3,2,3
HG001_02199,1,0,3,2,0,2,1,2,0
HG001_02200,1048,4428,11042,1288,295,1014,1387,3347,5859
HG001_02201,3,3,8,5,7,3,1,2,3
HG001_02202,582,1256,2141,718,115,478,684,1267,2228
HG001_02203,798,785,791,776,1069,710,731,846,815
HG001_02204,356,421,427,556,526,546,447,368,350
HG001_02205,23,26,23,32,22,14,29,23,27
HG001_02206,162,184,170,225,172,137,175,173,162
HG001_02207,540,637,614,654,634,507,581,668,619
HG001_02208,1189,1598,1275,1436,1340,996,1384,1193,1239
HG001_02209,212,256,191,265,247,176,227,205,215
HG001_02210,1326,857,663,1056,1155,773,887,1151,1257
HG001_02211,68,28,63,49,66,62,41,65,46
HG001_02212,96,131,129,126,134,106,126,115,111
HG001_02213,73,60,72,99,84,61,87,71,69
HG001_02214,212,253,254,263,251,169,240,240,209
HG001_02215,622,645,632,487,499,370,663,519,610
HG001_02216,1984,2255,2120,1561,1678,1373,2127,1813,1972
HG001_02217,25,29,22,33,34,32,30,34,35
HG001_02218,1325,1267,1542,1424,1349,1235,1243,1501,1310
HG001_02219,2,3,4,5,2,2,0,1,3
HG001_02220,1,0,0,0,0,2,1,3,0
HG001_02221,0,0,2,5,1,0,1,1,0
HG001_02222,125872,154311,138120,163923,151073,161695,130800,103731,103295
HG001_02223,27082,24265,25459,30927,27456,28664,24050,20048,20140
HG001_02224,50582,63531,55402,68285,62763,66084,52327,40731,40954
HG001_02225,2312,1835,2536,2757,2551,3630,2248,1763,2051
HG001_02226,554,637,500,644,510,525,641,565,537
HG001_02227,3909,4007,3934,4042,3510,3511,3876,3953,3597
HG001_02228,304,378,315,317,265,269,376,362,360
HG001_02229,89,102,107,130,113,101,103,92,82
HG001_02230,49,78,76,72,99,72,65,78,71
HG001_02231,8,13,11,7,8,10,10,11,8
HG001_02232,21,30,37,21,28,24,21,24,25
HG001_02233,14,25,32,31,26,24,30,27,13
HG001_02234,10,12,21,10,9,9,8,11,9
HG001_02235,2,8,11,9,7,2,3,8,11
HG001_02236,219,282,210,256,271,210,272,246,238
HG001_02237,325,248,294,348,358,269,222,322,329
HG001_02238,1,6,9,8,4,6,5,3,7
HG001_02239,0,0,0,1,0,0,0,0,0
HG001_02240,467,570,529,549,524,557,421,427,514
HG001_02241,63,60,52,60,45,42,47,40,59
HG001_02242,225,237,211,314,291,275,244,166,175
HG001_02243,284,300,234,246,228,183,272,276,280
HG001_02244,121,100,115,89,90,70,90,110,115
HG001_02245,27780,21578,24087,24186,24683,23982,22232,19448,18498
HG001_02246,262,236,178,210,239,180,215,288,235
HG001_02247,541,423,330,375,445,356,445,521,477
HG001_02248,443,576,477,484,417,309,558,469,426
HG001_02249,650,779,864,766,668,505,907,819,798
HG001_02250,1158,2006,1523,1530,1358,1138,1828,1478,1386
HG001_02251,91,180,110,123,96,90,177,87,97
HG001_02252,39,47,40,48,38,30,45,29,43
HG001_02253,2176,1296,1869,2257,2539,2339,1599,2084,1816
HG001_02254,1308,907,1140,1227,1474,1293,1037,1248,1154
HG001_02255,47,30,49,50,38,37,48,55,55
HG001_02256,294,259,363,342,360,354,344,360,298
HG001_02257,189,163,206,266,211,200,169,198,208
HG001_02258,189,205,185,270,257,210,183,178,206
HG001_02259,122,120,114,144,123,102,102,111,90
HG001_02260,2742,2132,3247,2367,2514,2444,2286,2927,2631
HG001_02261,8513,7718,9820,8112,8460,8348,7658,8797,8247
HG001_02262,2715,2150,3207,2526,2659,2663,2367,3155,2778
HG001_02263,2642,2220,3171,2506,2626,2738,2490,2920,2760
HG001_02264,989,1458,1152,1064,1072,1186,1118,1027,950
HG001_02265,1808,1223,2005,1419,1591,1573,1568,1700,1597
HG001_02266,4693,3283,5870,3796,4315,4702,3860,5265,4667
HG001_02267,8280,6032,10215,6882,7586,8357,6840,8576,7833
HG001_02268,2484,1454,3058,2025,2359,2690,1957,2915,2430
HG001_02269,1467,1103,1810,1352,1497,1784,1145,1587,1525
HG001_02270,3203,2106,4305,3068,3576,4153,2772,4002,3523
HG001_02271,2503,2139,3197,2528,2692,3236,2136,2726,2534
HG001_02272,3186,1830,3960,2436,2826,3252,2421,3532,3013
HG001_02273,2395,1927,3011,2323,2686,2984,2132,2381,2264
HG001_02274,1249,935,1586,1174,1285,1700,1057,1419,1257
HG001_02275,2658,1809,3464,2486,2658,3262,2125,2845,2642
HG001_02276,2317,1980,3273,2288,2486,3192,2107,2713,2334
HG001_02277,2282,1634,3177,2187,2460,2814,1781,2807,2418
HG001_02278,1700,1015,1930,1390,1463,1725,1359,1636,1572
HG001_02279,1039,729,1313,841,1082,1159,813,1231,1057
HG001_02280,2246,1442,2975,1961,2260,2726,1669,2603,2274
HG001_02281,3538,2146,4364,3071,3441,4185,2710,4020,3504
HG001_02282,1339,873,1639,1142,1284,1614,942,1580,1366
HG001_02283,1937,1232,2354,1688,2014,2462,1493,2167,1980
HG001_02284,4737,2387,5931,3879,4746,5524,3495,5981,4862
HG001_02285,1250,754,1551,1097,1265,1490,1089,1425,1265
HG001_02286,2540,1468,3207,2202,2482,3129,2099,3190,2828
HG001_02287,3013,1792,3233,2486,2895,3165,2335,3366,3105
HG001_02288,1637,1113,1748,1421,1646,1755,1393,1981,1875
HG001_02289,32,36,11,34,15,6,39,9,40
HG001_02290,804,809,823,1008,923,831,763,819,750
HG001_02291,704,799,787,849,747,710,743,670,728
HG001_02292,209,199,176,232,222,146,186,161,193
HG001_02293,265,221,223,256,268,252,238,259,241
HG001_02294,82,79,78,101,99,71,81,91,66
HG001_02295,23,15,16,28,19,15,30,18,29
HG001_02296,224,256,179,213,224,155,205,164,178
HG001_02297,1511,1967,1713,1130,1022,1013,1745,1705,1719
HG001_02298,1382,1587,1349,1458,1428,1229,1501,1283,1325
HG001_02299,0,1,1,0,0,1,0,2,1
HG001_02300,130,188,156,121,123,125,164,122,144
HG001_02301,15,24,21,29,17,19,11,14,16
HG001_02302,37,45,39,70,66,52,45,43,44
HG001_02303,80,80,63,87,83,57,81,71,89
HG001_02304,1228,1540,1526,1528,1504,1284,1289,1248,1307
HG001_02305,463,462,497,537,463,457,479,464,460
HG001_02306,137,129,167,147,157,117,168,151,143
HG001_02307,396,540,434,487,495,404,469,405,403
HG001_02308,443,628,557,527,485,448,517,498,452
HG001_02309,1156,1440,1475,1364,1461,1281,1271,1331,1265
HG001_02310,54,47,82,42,57,57,47,60,55
HG001_02311,294,354,371,315,319,303,284,313,361
HG001_02312,439,465,502,468,542,406,421,419,477
HG001_02313,467,529,483,627,541,493,353,412,388
HG001_02314,644,553,524,668,688,641,406,510,457
HG001_02315,680,722,518,712,757,585,551,502,518
HG001_02316,65,80,66,79,48,42,54,53,68
HG001_02317,156,165,144,187,181,146,117,148,134
HG001_02318,43,48,41,52,62,33,49,46,46
HG001_02319,82,99,93,108,107,94,82,89,83
HG001_02320,188,266,263,284,271,202,322,277,225
HG001_02321,954,1258,1069,1371,1124,1168,1093,864,986
HG001_02322,55,54,57,54,47,41,34,40,40
HG001_02323,46,59,52,72,83,66,53,52,49
HG001_02324,197,174,173,202,221,197,150,182,140
HG001_02325,928,928,1073,1138,1114,1101,748,890,796
HG001_02326,406,514,481,540,491,493,337,365,290
HG001_02327,615,612,551,674,681,558,437,468,471
HG001_02328,551,605,594,682,607,591,413,459,417
HG001_02329,614,717,543,734,653,617,475,444,495
HG001_02330,3877,4429,3078,6731,5183,4524,4934,2476,3161
HG001_02331,1727,1706,1306,1779,1560,1434,1562,1473,1480
HG001_02332,21,46,22,54,48,24,29,26,33
HG001_02333,106,149,102,127,121,87,133,96,105
HG001_02334,325,341,261,423,455,321,339,386,302
HG001_02335,766,796,871,1020,946,1148,887,706,796
HG001_02336,1095,1227,966,1277,1180,1103,1116,836,1017
HG001_02337,45,40,32,78,62,61,33,36,60
HG001_02338,160,185,156,250,260,252,154,163,127
HG001_02339,3793,4376,3795,5921,4804,4965,3566,3829,3827
HG001_02340,257,284,186,283,289,207,248,240,230
HG001_02341,417,470,358,465,511,367,373,390,384
HG001_02342,2,3,1,2,0,0,1,1,0
HG001_02343,4480,5485,4986,4945,4198,4470,4789,3803,4203
HG001_02344,32167,39811,43017,34331,32786,32600,34853,31011,33295
HG001_02345,2994,2786,3110,2423,2312,2125,2348,2568,2420
HG001_02346,1962,2260,2217,2535,2435,2120,1859,1561,1609
HG001_02347,2118,4111,2642,74167,75258,57633,9,11,16
HG001_02348,703,733,556,866,746,723,589,561,578
HG001_02349,50,49,27,45,44,32,46,29,41
HG001_02350,0,2,3,0,0,0,0,0,1
HG001_02351,814,885,674,1377,1210,826,893,745,779
HG001_02352,734,754,702,1034,977,941,707,674,669
HG001_02353,91,120,93,141,126,112,108,91,91
HG001_02354,172,195,162,240,185,156,158,158,200
HG001_02355,182,143,172,221,187,173,159,184,165
HG001_02356,244,213,196,264,258,190,192,219,211
HG001_02357,12,24,23,33,18,20,20,25,27
HG001_02358,8,12,7,5,9,5,10,8,10
HG001_02359,479,350,397,404,468,424,351,451,411
HG001_02360,12,24,13,28,19,21,4,12,10
HG001_02361,679,867,633,785,756,546,713,640,644
HG001_02362,151,140,122,149,131,98,125,124,117
HG001_02363,63,58,61,100,84,83,63,59,50
HG001_02364,34,36,32,48,44,40,23,37,33
HG001_02365,8678,9241,10579,11221,10639,12053,10342,9378,9073
HG001_02366,270,309,357,407,369,374,276,281,246
HG001_02367,21155,24953,32378,37231,35144,37048,22594,21094,21262
HG001_02368,18596,19714,28169,29297,31118,31528,19481,20705,19973
HG001_02369,97,129,73,127,128,100,107,87,108
HG001_02370,6,10,8,8,5,4,8,11,7
HG001_02371,12088,13306,13145,15321,15058,10133,11352,10701,10513
HG001_02372,396,467,372,772,682,555,375,306,342
HG001_02373,333,333,290,423,441,349,325,287,309
HG001_02374,78,93,76,121,108,93,99,85,79
HG001_02375,219,174,175,132,142,105,187,218,252
HG001_02376,82,74,72,60,72,41,72,93,87
HG001_02377,282,320,271,492,407,382,253,223,207
HG001_02378,66,76,75,103,99,57,64,64,59
HG001_02379,267,264,199,450,438,344,157,184,199
HG001_02380,36,36,31,47,55,53,25,47,41
HG001_02381,48,49,43,65,69,47,62,72,83
HG001_02382,924,1067,975,1273,1192,989,877,1018,952
HG001_02383,213,221,227,250,211,203,213,204,201
HG001_02384,130,174,104,169,150,145,145,130,143
HG001_02385,339,356,286,419,359,291,325,319,319
HG001_02386,258,191,224,285,269,248,171,241,209
HG001_02387,146,137,147,166,145,127,140,137,127
HG001_02388,391,433,352,301,295,245,381,360,415
HG001_02389,106,138,101,99,88,66,117,91,101
HG001_02390,36,38,32,64,49,35,37,54,34
HG001_02391,100,114,92,176,148,122,81,106,87
HG001_02392,514,644,503,802,760,624,495,433,509
HG001_02393,215,178,186,236,181,152,256,210,194
HG001_02394,127,160,137,200,137,118,215,154,175
HG001_02395,19,26,24,36,38,31,25,30,22
HG001_02396,2,0,1,2,0,0,2,0,0
HG001_02397,106,119,76,119,121,99,76,78,63
HG001_02398,66,81,64,74,78,59,48,49,48
HG001_02399,57,86,72,103,86,69,74,54,47
HG001_02400,300,399,323,460,431,371,330,294,315
HG001_02401,112,92,80,283,264,227,152,95,89
HG001_02402,219,221,228,626,554,536,351,234,218
HG001_02403,5114,3622,5005,5015,4987,4492,3969,4919,4359
HG001_02404,3945,3914,3151,6473,6225,5750,2908,3015,3190
HG001_02405,704,849,714,769,717,657,705,757,748
HG001_02406,25682,33085,24235,37865,32227,31930,24868,17987,18923
HG001_02407,38,38,28,38,43,29,51,36,25
HG001_02408,203,265,223,140,126,99,212,288,242
HG001_02409,59,63,52,68,79,68,49,61,59
HG001_02410,72,98,84,90,66,56,73,84,85
HG001_02411,134,123,86,161,178,121,106,113,122
HG001_02412,65,83,44,61,76,51,54,70,66
HG001_02413,804,960,694,1039,986,665,840,796,783
HG001_02414,1043,842,866,1144,1000,698,930,985,870
HG001_02415,179,177,213,379,289,323,338,254,196
HG001_02416,100,145,93,165,125,90,126,101,99
HG001_02417,149,138,120,153,123,120,119,126,137
HG001_02418,9235,8987,8622,12605,12556,10589,8034,7620,7486
HG001_02419,147,139,88,191,178,99,152,138,111
HG001_02420,857,1045,826,1269,1083,887,745,727,835
HG001_02421,62,74,49,99,67,66,63,48,70
HG001_02422,682,834,872,1336,1074,981,911,774,655
HG001_02423,190,180,162,841,596,521,146,115,133
HG001_02424,259,280,188,400,451,358,224,241,210
HG001_02425,8,24,13,27,15,15,20,13,11
HG001_02426,7,26,10,13,18,7,9,7,5
HG001_02427,44,56,32,60,45,41,51,32,44
HG001_02428,2387,2711,2482,2863,2667,2101,2368,2208,2110
HG001_02429,3784,4572,4115,4455,4086,3586,3683,3678,3619
HG001_02430,2559,3189,2672,3131,2957,2501,2430,2270,2273
HG001_02431,711,772,624,802,720,591,651,610,603
HG001_02432,33,29,30,45,36,41,28,29,31
HG001_02433,160,171,146,224,231,226,123,141,146
HG001_02434,314,281,269,388,478,423,225,287,276
HG001_02435,725,453,528,809,914,933,333,553,565
HG001_02436,175,153,180,208,250,270,87,147,152
HG001_02437,947,803,775,1087,1174,1225,622,739,833
HG001_02438,154,167,132,194,201,194,115,133,139
HG001_02439,27,22,17,38,24,24,18,22,25
HG001_02440,103,85,65,100,119,84,70,69,89
HG001_02441,3,2,3,2,3,3,1,2,1
HG001_02442,25,18,15,19,23,21,19,17,18
HG001_02443,712,801,646,777,741,795,645,620,606
HG001_02444,265,299,231,370,315,278,215,251,234
HG001_02445,143,202,109,235,192,190,126,133,113
HG001_02446,134,200,151,172,165,142,152,132,122
HG001_02447,38,40,36,35,40,33,31,45,34
HG001_02448,34,43,28,74,50,29,23,29,26
HG001_02449,1273,1123,1103,1054,1193,1004,1283,1513,1300
HG001_02450,768,698,673,638,667,646,853,945,736
HG001_02451,770,814,700,699,830,666,997,1004,898
HG001_02452,767,830,880,592,593,574,1088,1078,972
HG001_02453,10,12,10,17,20,14,8,11,13
HG001_02454,6387,5909,5210,2888,3170,2281,7021,6935,7254
HG001_02455,123,178,132,172,140,145,115,96,120
HG001_02456,64,105,81,152,182,98,156,139,112
HG001_02457,71,78,70,58,64,33,62,80,79
HG001_02458,163,203,211,183,212,173,239,270,245
HG001_02459,323,307,383,366,397,283,377,488,360
HG001_02460,8,9,11,12,8,7,5,13,8
HG001_02461,63,92,63,63,58,50,59,51,54
HG001_02462,59,95,87,84,79,84,66,61,72
HG001_02463,44,88,60,92,71,78,56,86,66
HG001_02464,15,16,23,21,10,18,16,25,14
HG001_02465,2,6,1,8,0,3,1,2,3
HG001_02466,0,0,0,0,0,0,0,0,0
HG001_02467,55,81,61,85,76,46,63,53,71
HG001_02468,51,75,52,82,69,44,54,41,45
HG001_02469,0,0,2,0,0,1,0,0,0
HG001_02470,544,473,447,600,475,523,370,413,372
HG001_02471,0,1,1,0,2,2,0,0,0
HG001_02472,70,50,56,83,71,71,80,51,60
HG001_02473,465,200,396,293,358,328,306,477,392
HG001_02474,1095,812,984,934,904,1002,860,1096,913
HG001_02475,193,178,205,335,288,271,152,155,168
HG001_02476,138,172,127,160,145,146,172,112,128
HG001_02477,154,163,138,161,174,130,137,150,147
HG001_02478,125,98,94,117,151,101,101,102,83
HG001_02479,839,993,982,1570,1500,1276,885,774,856
HG001_02480,424,495,389,676,623,569,384,367,392
HG001_02481,493,425,423,678,683,550,380,421,437
HG001_02482,366,418,351,457,427,324,372,359,347
HG001_02483,153,155,142,125,91,84,128,143,120
HG001_02484,163,183,116,185,180,171,140,144,187
HG001_02485,382,360,341,483,411,443,366,313,309
HG001_02486,405,439,370,511,428,459,401,351,367
HG001_02487,447,566,425,645,563,560,457,422,484
HG001_02488,121,162,141,214,181,218,117,121,160
HG001_02489,216,301,203,311,296,318,226,174,191
HG001_02490,347,430,308,457,378,332,385,351,364
HG001_02491,270,267,262,442,394,353,229,219,247
HG001_02492,7401,8774,9501,7026,7059,6744,9280,8539,8914
HG001_02493,350,384,336,471,438,347,304,332,326
