,LAC DMSO 1 - total_raw_count,LAC DMSO 2 - total_raw_count,LAC DMSO 3 - total_raw_count,LAC apicidin 1 - total_raw_count,LAC apicidin 2 - total_raw_count,LAC apicidin 3 - total_raw_count,agr DMSO 1 - total_raw_count,agr DMSO 2 - total_raw_count,agr DMSO 3 - total_raw_count
SAUSA300s168,7,2,1,0,0,1,0,2,0
SAUSA300s276,1,2,6,0,0,4,1,0,1
SAUSA300s033,5,0,1,0,0,0,1,2,0
SAUSA300s084,22080,14197,9184,1008,1054,1027,1,3,1
SAUSA300_0323,8,8,7,0,1,6,0,1,2
SAUSA300_1663,6,7,8,4,1,0,1,1,0
splA,904,733,824,94,64,109,2,7,8
SAUSA300s294,7,3,8,0,1,6,0,0,0
PSMa,23010,13518,7227,1677,1281,1507,83,98,102
splB,1053,1052,991,135,124,138,13,19,13
SAUSA300_1058,19078,15510,11424,2193,1974,2018,0,0,0
SAUSA300s097,3,0,2,1,0,0,769,657,653
comK,1515,1591,1147,168,232,233,2,0,0
RNAIII,24515,11302,3776,1529,1497,1738,121,112,130
splD,1596,1373,1494,258,219,243,38,56,18
splC,1395,1241,1260,203,200,236,511,587,460
SAUSA300s233,2501,2442,1812,404,380,347,0,0,5
SAUSA300_0203,1106,1245,1043,169,207,202,321,219,271
splE,1103,919,1023,162,194,187,37,40,48
ggt,271,279,279,70,56,41,60,66,66
splF,1688,1507,1378,321,261,266,78,79,55
asp23,3797,3742,1554,688,451,464,86,89,91
SAUSA300_2423,1020,1261,1092,209,214,229,1004,1083,897
SAUSA300s096,0,0,2,0,0,0,77,95,64
SAUSA300_2144,3995,3473,3600,1186,757,440,0,0,2
SAUSA300s172,2,2,6,0,4,1,0,2,0
SAUSA300s264,5,1,9,6,0,4,215,283,252
SAUSA300_2615,556,518,491,91,135,125,0,0,0
pflA,6440,6834,4281,1608,1192,1130,3,0,0
SAUSA300_1759,265,259,246,70,49,62,2353,2196,2136
SAUSA300s050,4041,3826,3449,937,790,983,785,685,831
thrB,10313,10242,10680,2648,2682,2484,0,0,0
SAUSA300s073,0,1,0,0,0,0,111,168,117
SAUSA300s053,1330,1156,1079,309,259,344,127,124,131
SAUSA300_0424,703,655,669,132,195,209,1004,896,1034
SAUSA300_1226,14045,14645,17227,4120,3956,3852,75,83,97
sbi,2922,3086,2575,758,747,748,5,3,6
SAUSA300_2616,1022,937,912,275,226,265,670,703,759
plc,3101,2963,2972,877,823,721,0,4,2
SAUSA300_2618,501,481,588,105,169,160,0,1,0
SAUSA300_0437,2051,2284,2212,633,619,547,45,48,46
SAUSA300s153,3700,4534,3543,1048,915,1314,234,274,328
thrC,12533,13418,13983,3654,3832,3640,1468,1370,1554
SAUSA300s049,7876,6977,5243,1951,1820,1901,1728,2212,1903
SAUSA300_2617,2256,2310,2156,645,603,688,79,98,95
SAUSA300s026,3553,3760,1893,789,670,1151,98,116,110
SAUSA300_0202,296,302,296,88,81,90,62,65,78
ear,876,924,759,222,260,261,1484,1021,1445
qoxC,4595,4166,3632,1177,1182,1254,1,0,0
SAUSA300_1225,1807,2159,1942,571,607,564,445,360,295
SAUSA300_0436,329,331,342,94,104,104,896,793,737
SAUSA300s148,2245,2092,2261,628,522,893,1879,1565,1236
SAUSA300_1919,6557,7121,6012,1942,2117,1920,0,2,1
SAUSA300_0938,466,455,444,167,157,104,1045,709,810
SAUSA300s068,1,1,4,0,1,6,76,82,43
SAUSA300_0939,6395,6410,6541,2161,2026,1851,3494,3356,3019
SAUSA300_1890,918,841,617,219,265,269,661,525,753
SAUSA300s211,1652,1703,1437,385,543,642,1280,1168,1120
qoxB,13805,11951,10223,4227,3994,3862,1356,1039,1127
empbp,368,348,291,87,123,136,99,91,78
SAUSA300_0176,408,441,458,127,168,155,994,811,852
SAUSA300_1303,1006,1118,1035,425,358,330,506,375,483
SAUSA300_1067,1786,1943,1884,764,600,627,457,308,496
SAUSA300_0382,15177,15849,12978,4252,5479,6035,297,286,321
SAUSA300_0611,3,2,5,3,0,3,145,155,209
hup,4979,3384,2894,1325,1212,1410,42,72,39
SAUSA300_1975,7103,7995,6725,2785,2431,2637,465,611,503
sspA,16734,15385,11975,4129,5474,6657,178,137,130
SAUSA300s101,15,11,5,1,6,7,123,109,115
SAUSA300_1918,677,952,773,285,276,331,2174,2137,2210
sspB,19242,18779,13578,5226,6285,7821,234,202,211
sspC,4066,4017,3191,1146,1412,1738,106,89,126
SAUSA300_2245,3904,3520,2816,1420,1229,1199,440,380,293
SAUSA300s169,29,40,34,15,8,18,1108,1241,975
SAUSA300s086,110,91,51,23,32,38,17,4,8
qoxD,935,899,1088,364,366,380,99,61,94
SAUSA300_1974,11082,12072,10311,4439,3892,4443,357,359,338
SAUSA300_2331,4583,4341,3746,1659,1492,1676,0,0,0
treC,4474,6682,10915,2660,2620,2625,116,83,126
thrS,5494,6400,6214,2223,2388,2349,182,172,264
pflB,16158,14156,12830,6051,5903,4810,223,131,197
agrD,33,28,28,22,23,3,66,61,59
SAUSA300_1334,1755,1781,1699,705,658,690,106,49,95
SAUSA300_2619,329,353,414,120,159,157,1273,1045,1062
SAUSA300_1107,1215,1408,1338,783,437,419,1,4,0
SAUSA300_0173,635,600,614,221,247,274,353,318,379
SAUSA300_1406,2,3,7,5,5,0,858,1043,705
SAUSA300s241,62,85,91,31,50,55,4213,3832,4573
SAUSA300_1229,7790,7726,7971,3170,3228,3180,805,906,712
treP,8091,12489,21498,5419,5187,5310,184,163,170
icaA,80,84,69,43,25,30,0,0,0
SAUSA300_0257,5687,4908,4124,2881,1785,1585,0,0,0
SAUSA300s047,1753,2302,2302,737,788,1204,1618,1603,1691
SAUSA300_1068,1272,1213,1491,630,519,532,2,5,5
rpsU,936,806,439,247,257,399,0,0,0
SAUSA300s176,1376,1335,1168,452,592,601,227,214,217
leuD,2298,2694,2603,1024,1086,1133,1337,1417,1045
SAUSA300_2247,448,407,462,174,191,202,610,452,495
SAUSA300_0136,1241,1266,1186,535,533,521,1195,665,1024
SAUSA300_1656,3695,4167,3942,1779,1540,1778,0,0,0
treR,2362,3440,4923,1403,1534,1524,128,122,113
SAUSA300_2164,7811,8643,4342,2318,2775,3757,445,477,440
SAUSA300s186,182,196,181,73,102,88,64,43,55
ilvA,5026,5274,5158,2044,2335,2420,0,0,0
SAUSA300_0536,8523,6814,6202,2902,3158,3343,699,788,700
SAUSA300_2248,1934,2159,2159,807,934,1048,189,223,196
leuC,6261,6833,7461,2769,3297,3069,3,0,4
SAUSA300_0175,448,424,430,191,183,207,0,0,0
rpmJ,9,6,5,2,2,6,4412,5499,4268
SAUSA300_1214,1608,1546,1573,640,736,758,1311,1402,1306
SAUSA300_0435,352,413,348,165,168,169,8,0,7
SAUSA300_0092,98,121,126,42,49,68,264,275,301
leuB,4996,5226,5723,2161,2538,2554,875,522,740
lacD,1023,884,1003,514,430,386,274,197,201
SAUSA300s297,864,963,772,433,377,392,11,15,1
kdpD,3686,3667,3426,1499,1714,1819,1604,1677,1770
SAUSA300_0320,27930,28298,27807,12434,13535,13193,2559,2183,2180
chs,236,225,253,86,113,140,340,256,282
SAUSA300_0998,327,391,390,170,148,204,0,0,0
leuA,6786,7213,7901,3162,3639,3552,46,41,71
SAUSA300_0370,338,388,346,151,181,176,11,9,7
SAUSA300_0256,3996,3852,3498,2126,1783,1507,847,879,844
SAUSA300_0174,298,290,282,125,133,159,4153,4108,3419
kdpA,168,183,248,79,119,88,1728,1533,1449
rpsI,4740,4750,4568,2160,2432,2130,1776,1102,1478
lacG,2178,2004,2025,1000,959,1007,747,644,660
SAUSA300s039,1589,1770,2170,834,732,1098,564,523,498
SAUSA300_2413,97,106,138,46,56,61,80,86,100
SAUSA300_1328,579,563,625,265,298,297,564,667,500
spxA,2271,2187,2086,1235,988,979,2088,2070,1726
SAUSA300_1943,65,99,75,35,47,34,323,206,234
ilvC,4966,5209,5503,2324,2654,2678,2,0,2
nrdG,5465,5870,5179,2705,2550,2815,809,722,608
SAUSA300_0200,565,577,492,226,284,295,0,0,0
glyS,10098,11325,10164,4871,5376,5273,2,5,8
lacE,1966,1854,1979,1005,925,931,873,853,823
SAUSA300_1613,7233,6949,6375,3104,3364,3684,165,146,91
SAUSA300_0267,45,48,49,19,28,24,0,3,4
SAUSA300s151,54,26,39,25,15,18,7717,7096,7333
SAUSA300s171,2487,853,819,604,552,644,272,231,193
SAUSA300_0783,1151,1235,1053,600,580,537,4,0,2
rpsP,2116,2260,2019,983,1120,1095,360,385,327
SAUSA300s024,1849,1031,685,584,523,549,103,71,85
qoxA,7329,7189,7308,3886,3578,3584,1727,1290,1564
saeS,8280,9028,7887,4219,4091,4424,1338,1101,1038
SAUSA300_1998,144,143,151,86,76,62,499,403,464
SAUSA300_1329,1521,1764,2157,901,914,917,609,751,668
SAUSA300_1054,515,604,543,291,280,272,25,53,33
clfB,7830,7461,7837,3799,4228,3780,1260,1298,1049
kdpE,1268,1317,1137,634,611,666,1088,1178,879
SAUSA300_0602,2827,3316,2010,1657,1260,1233,1021,908,1126
SAUSA300_0177,1596,1597,1504,724,861,848,2030,1231,719
SAUSA300_2639,2280,1981,1816,1053,1016,1063,977,1024,819
SAUSA300_1031,156,108,97,55,86,48,561,477,476
SAUSA300s144,30,26,34,8,21,22,658,486,574
glpT,2391,2370,2253,1241,1223,1170,26,22,26
SAUSA300s193,51,78,62,36,31,31,294,342,291
SAUSA300s098,32,44,48,32,20,15,1457,1281,1302
SAUSA300_0201,278,364,315,151,144,209,1003,1200,890
SAUSA300_0215,119,129,140,64,65,74,160,112,114
SAUSA300s134,224,209,178,103,112,104,275,286,335
SAUSA300_2562,1243,1111,716,521,524,522,109,68,88
SAUSA300_0692,3920,4309,3552,2016,1930,2229,5,9,2
mqo,6020,5797,5095,3015,2973,2873,519,436,491
adh,6516,6797,6835,3568,3511,3522,410,505,348
rpsB,6153,5687,5175,2880,3151,2919,434,453,400
gltD,3021,3919,5600,2307,2215,1909,3,4,3
SAUSA300_0425,5213,4925,5184,2717,2730,2693,916,636,765
radC,192,176,217,119,91,104,447,467,394
SAUSA300s091,1193,1210,984,620,556,633,1059,925,872
ald,1110,1303,1353,745,713,571,465,538,463
SAUSA300s135,7538,6795,5843,3934,3396,3494,5,5,2
SAUSA300_1029,363,313,312,141,186,212,10,31,13
SAUSA300_1942,84,96,104,47,56,50,112,117,126
lacA,672,720,641,433,301,376,2944,2569,3195
ssrA,0,0,0,0,0,0,5513,5007,4718
SAUSA300s006,0,0,0,0,0,0,802,734,822
SAUSA300_2453,113,148,110,61,66,73,991,1205,910
saeR,5310,6176,5194,2966,2898,3190,499,451,562
SAUSA300_0426,9394,8778,9642,5620,4953,4969,1181,1048,970
rplM,2498,2444,2353,1243,1387,1351,928,831,773
SAUSA300_2537,4015,4572,4533,2322,2429,2422,1657,1152,1767
SAUSA300_2412,128,115,112,59,62,74,288,358,407
SAUSA300s014,3054,3050,2270,1519,1390,1657,587,763,558
efb,818,1016,1001,505,484,566,426,348,469
lip,37939,30904,26319,20815,16097,15351,4,10,7
hlgC,407,467,450,223,271,236,2547,2615,2307
tuf,8279,8244,7403,4354,4518,4284,836,797,830
SAUSA300_0987,1170,1281,1235,615,767,660,18,27,24
trmD,1307,1485,1585,831,807,793,148,122,148
acpP,2304,2238,1800,1106,1154,1259,79,87,39
SAUSA300_0235,5507,5246,4774,2988,3219,2518,4572,3916,3602
SAUSA300_1532,4843,4916,4750,2710,2669,2750,338,240,279
SAUSA300_0986,1761,1884,1904,960,1047,1106,0,4,0
nrdD,24757,25973,24933,14110,13329,15044,794,654,804
lukF-PV,8509,9883,10220,4851,5348,5847,1275,1117,1113
SAUSA300_1811,106,108,111,74,38,80,113,135,171
metB,676,742,619,360,371,414,4,11,4
lukS-PV,7474,9050,10129,4594,4919,5425,3065,3580,3186
lacC,963,925,1112,671,523,506,588,491,628
SAUSA300_0040,55,41,40,23,22,32,320,256,274
SAUSA300_0012,1398,1650,1720,904,878,900,0,0,0
ilvN,443,529,455,232,277,299,84,92,47
SAUSA300s059,1317,1291,1164,729,648,755,1507,1352,1455
SAUSA300_2052,1283,1419,1456,654,832,881,1674,1149,1521
SAUSA300_2313,7947,8594,7950,4483,4877,4494,542,537,454
SAUSA300_1722,472,516,466,284,294,252,7,10,4
SAUSA300_1053,604,583,497,315,324,318,151,173,203
hlgB,863,1039,872,446,556,585,438,427,350
SAUSA300_1056,403,462,456,239,246,269,320,291,349
SAUSA300_2414,142,168,172,81,100,95,1568,1702,1448
SAUSA300_0036,46,40,61,31,38,18,296,219,257
SAUSA300s166,15,13,18,5,5,19,1508,1425,1171
icaB,124,131,119,64,91,63,2413,2923,2619
SAUSA300_0964,2745,2468,2012,1372,1349,1404,3327,3556,3570
potB,413,405,416,226,245,241,796,509,229
SAUSA300_1966,655,662,848,409,413,422,1966,1519,1180
SAUSA300_2071,2647,2697,2517,1471,1646,1439,266,244,259
SAUSA300_2579,19776,18212,14867,9100,10387,11101,1152,1232,1136
SAUSA300_1504,266,268,221,151,132,155,56,33,53
lacF,279,242,240,156,136,150,99,135,122
SAUSA300_2257,2706,2519,2179,1396,1371,1530,259,187,193
SAUSA300s296,9,15,3,10,1,8,470,478,408
SAUSA300s250,18,11,9,4,8,11,167,176,159
SAUSA300_0084,94,62,66,58,39,34,1509,1745,1421
SAUSA300_1501,21,22,27,13,16,12,8358,5654,6976
SAUSA300_0775,37,40,48,24,33,18,203,152,190
SAUSA300_2335,40,38,28,26,22,15,7,10,4
SAUSA300_0575,739,808,811,433,478,473,142,205,202
prfA,4343,4525,4291,2499,2797,2443,3238,3936,3383
SAUSA300_2216,301,309,284,151,198,179,1001,882,782
SAUSA300_0230,521,544,448,315,291,281,1818,1486,1602
SAUSA300_0990,1096,1115,1044,602,637,676,287,269,254
SAUSA300_0314,7180,7098,7552,4207,4293,4348,12,13,19
SAUSA300_2410,432,430,386,242,252,240,2665,2218,2322
alr2,1058,979,1040,550,639,631,406,541,458
uhpT,10656,10424,12795,7315,6534,6175,275,313,198
SAUSA300_0292,844,795,671,444,413,510,4246,3497,3865
rpmI,1549,1675,1545,850,970,1013,8130,4889,6664
SAUSA300s017,977,1060,1097,559,583,727,106,103,100
SAUSA300_0583,514,455,408,251,277,287,5036,4638,4774
SAUSA300_2379,2553,2516,2339,1375,1519,1513,132,157,116
SAUSA300s002,7,18,9,5,6,8,490,633,492
SAUSA300_1642,10309,9934,8840,5668,5875,5790,0,0,0
infC,4979,4997,4585,2693,2981,3050,75,69,66
map,7996,9357,8568,4983,5155,5358,28,30,39
sirA,337,342,289,148,191,255,55,36,58
SAUSA300_1874,3719,3174,2304,1750,1814,1861,2818,2642,2778
SAUSA300_1059,134,113,109,64,73,77,3158,3402,2770
brnQ,6152,5834,5517,3244,3657,3647,2235,2014,2046
SAUSA300s021,1959,1769,1153,886,897,1100,3896,3463,3282
SAUSA300_0761,2846,2682,2768,1471,1746,1801,133,158,102
SAUSA300_0995,4531,4946,5132,2831,3101,2888,311,268,315
SAUSA300_2454,220,199,239,120,121,159,38,55,57
nanA,3964,3801,3833,2425,2320,2268,2,2,9
fabZ,1907,1797,1834,984,1182,1197,364,311,271
tdk,1845,1891,2004,1089,1196,1190,1387,1490,1087
ilvA,1734,2045,2124,1214,1214,1136,2209,1408,1831
potC,547,659,546,396,356,313,62,48,29
SAUSA300_1685,4326,3821,3381,2495,2322,2163,175,185,164
SAUSA300s032,1455,1692,1678,865,869,1239,1040,1074,1040
SAUSA300_0619,8456,7918,7037,5436,4647,4216,740,737,707
SAUSA300_0780,116,100,113,44,76,76,0,0,0
SAUSA300_1026,2651,2916,2469,1533,1721,1661,497,446,430
phnC,143,131,139,65,98,94,157,168,156
brnQ,735,747,682,403,463,462,251,266,239
SAUSA300_0578,0,2,2,0,1,1,99,82,95
SAUSA300_1744,348,337,272,216,201,173,2003,1780,1819
SAUSA300_0586,70,108,94,44,53,72,397,409,342
oppD,168,163,196,91,106,132,37,31,61
opp-1A,1246,1226,1252,726,806,776,112,119,146
lacB,584,580,597,429,341,329,801,1153,821
potA,649,688,694,403,482,384,698,755,722
SAUSA300_2408,241,170,183,122,131,113,5512,4449,4282
SAUSA300_0109,51,56,36,24,24,43,316,252,293
rplT,2771,2860,2737,1673,1810,1728,1,4,4
SAUSA300s237,101,157,127,85,63,91,8,14,10
SAUSA300s121,1791,1887,1413,971,1075,1109,58,57,46
oppA,16020,16568,17748,10979,10057,10357,44,47,39
SAUSA300_1964,197,192,230,125,113,150,73,59,39
SAUSA300s258,30,35,28,13,19,29,0,0,0
agrA,8829,8295,6943,5335,5025,4626,912,1054,927
rpsO,2818,2414,2080,1496,1517,1521,206,235,233
argB,299,285,283,166,196,181,1298,1212,1195
rpsD,4611,4680,4145,2734,2765,2894,399,438,347
rimM,687,634,648,408,402,421,146,99,115
SAUSA300s038,1587,1578,1355,974,811,1052,268,199,187
hlgA,1058,1168,1128,656,711,732,111,69,121
dnaA,8273,8426,7465,4768,5130,5271,16,11,13
rocD,228,218,208,121,134,158,2577,2742,2475
SAUSA300_1732,386,442,362,244,243,259,3981,2357,3469
SAUSA300s210,12,4,9,3,6,6,718,608,689
SAUSA300_0371,16,15,22,5,12,22,7720,7450,7587
SAUSA300_1380,8,9,7,3,6,7,31,44,47
SAUSA300_1427,6,3,8,6,3,2,7240,5678,6013
SAUSA300_0584,597,586,562,376,330,399,11,7,4
SAUSA300_0398,54,35,48,28,24,34,88,78,60
rpsS,1721,1441,1802,1029,1057,1038,70,64,63
SAUSA300_2069,613,596,595,371,365,406,1188,1132,1089
SAUSA300_0083,393,437,396,218,270,295,2427,2856,2500
nuc,813,743,636,510,434,444,282,306,246
rpsL,2573,2504,2331,1505,1643,1579,535,382,470
SAUSA300_1653,5038,5387,4106,3348,3320,2611,4088,4110,3818
SAUSA300_1962,137,76,141,95,62,65,356,357,408
SAUSA300s042,36,26,27,22,12,25,183,189,179
SAUSA300_2380,806,825,829,495,521,560,30,28,37
sak,871,932,745,517,536,573,28474,25681,25167
SAUSA300_1513,4534,4544,4095,2845,2753,2832,13,16,16
SAUSA300_1738,102,73,64,44,42,68,4468,5263,4561
SAUSA300_1741,49,44,43,26,35,27,2010,1378,1617
SAUSA300s242,68,57,51,41,32,40,158,131,113
ptsI,10129,10306,9426,6192,6747,6256,93,153,83
SAUSA300_2368,120,142,121,68,96,84,184,230,191
SAUSA300_1858,2841,2693,2674,1577,1794,1937,6402,4725,5584
SAUSA300_0035,1632,1636,1617,1019,1064,1068,176,128,140
SAUSA300_1742,261,219,232,165,155,140,528,408,435
SAUSA300_1967,267,307,331,163,201,225,34,24,28
SAUSA300s159,2635,2408,2292,1743,1548,1710,325,197,266
SAUSA300_0630,20986,20375,20148,13745,13043,13094,544,481,503
serA,4671,4937,4527,2839,3137,3199,0,0,0
SAUSA300_1677,18813,18900,17799,10417,12732,13033,208,239,239
sirC,3506,3463,3119,2030,2229,2286,361,289,375
SAUSA300s182,7,9,10,6,13,8,62,64,49
SAUSA300_0132,132,117,94,75,77,69,5737,4304,3733
ilvB,4510,5021,5513,3043,3427,3290,1730,1484,1578
SAUSA300_0693,2641,3261,2815,1903,1762,1993,17655,18259,14701
SAUSA300s083,1017,997,1006,610,672,688,11,24,27
SAUSA300_1864,11720,11331,10267,6492,7696,7554,575,656,590
auxillart tsr51,454,446,429,308,285,322,1536,1350,951
SAUSA300_0937,262,335,268,156,219,193,2,1,2
SAUSA300s075,16,15,14,7,8,17,1253,1582,1316
hisD,108,141,114,70,69,102,243,225,201
nuc,232,186,208,136,139,136,242,238,198
rpsT,808,792,723,529,485,517,1650,1833,1441
ssb,1345,1363,1795,1091,970,897,47,41,50
SAUSA300s018,1448,1468,1490,939,917,1068,178,190,153
sucD,3019,3003,3181,2251,1901,1957,2660,2487,2145
pyrE,2061,3096,5078,1748,2095,2584,22,32,20
SAUSA300_0133,188,186,160,123,121,110,24,17,20
SAUSA300_0082,653,770,611,422,441,484,885,1040,831
SAUSA300_1973,320,314,263,189,189,217,560,480,484
SAUSA300_0541,1215,1251,1106,745,823,805,532,539,511
SAUSA300_1743,176,139,120,104,100,83,5124,5072,4906
SAUSA300_0734,171,150,139,85,124,100,1750,1808,1603
SAUSA300_2397,3199,3320,3401,1933,2385,2330,45,35,42
trmB,5975,6734,6214,4150,4254,4222,1735,1616,2193
lukD,370,384,329,222,238,264,7,6,8
SAUSA300_2407,204,210,204,128,138,148,4,5,6
SAUSA300_0318,2251,2233,2322,1508,1527,1517,44,34,31
SAUSA300_0982,2174,1719,1347,1047,1090,1331,595,645,523
SAUSA300_0701,1428,1351,1342,903,946,915,0,1,5
SAUSA300_0195,6839,6335,7156,4927,4368,4359,47,59,53
SAUSA300_0505,1453,1328,1271,964,876,880,2295,2351,2106
SAUSA300_0567,956,935,879,573,672,620,281,181,202
SAUSA300_1204,103,138,99,63,81,84,882,824,845
SAUSA300_1903,848,953,933,506,668,682,589,401,532
SAUSA300_2037,8444,8407,8287,5224,6007,5732,1756,1905,1651
nrdF,9280,8613,8851,6268,5719,6045,3990,3944,3734
SAUSA300_0218,1786,1752,1725,1165,1194,1192,9628,6914,6617
SAUSA300_2070,1405,1296,1211,812,881,951,154,107,138
argC,136,136,125,64,97,112,2324,2116,2399
SAUSA300_2495,656,602,647,454,382,455,3393,2650,2762
SAUSA300_0073,1028,1011,961,639,684,707,243,196,248
SAUSA300_0754,3500,3283,3281,1793,2357,2762,167,153,140
SAUSA300_0618,7593,7267,6782,5505,4357,4835,1759,1885,1827
SAUSA300_1997,18,31,29,12,19,22,431,458,401
SAUSA300_1206,34,30,40,17,24,31,1356,1056,1293
SAUSA300_1295,1390,550,501,423,498,564,60,88,50
SAUSA300_1428,1,2,6,11,0,3,0,0,0
SAUSA300_0671,4892,4869,4734,2966,3405,3484,700,590,561
SAUSA300_0620,4450,3863,3713,3204,2652,2350,2922,3164,2406
SAUSA300s078,621,626,535,345,370,510,2239,2362,1873
oppF,6192,6492,7855,4960,4419,4512,235,249,203
recJ,3959,4134,3805,2482,2785,2823,9379,6920,7332
SAUSA300_2141,166,230,199,122,131,149,115,90,115
SAUSA300_0670,6748,6770,6510,4243,4527,4853,1176,1359,1058
SAUSA300s286,2230,2226,1885,1424,1388,1484,329,322,281
rplW,1377,1267,1361,1018,986,742,702,701,757
SAUSA300_1017,2562,2510,2599,1715,1701,1799,965,801,813
mecA,14193,12819,11634,8270,9234,8720,52,68,74
SAUSA300_0880,42,34,25,16,27,26,1350,971,1129
rpmH,1788,1691,1543,1049,1148,1219,489,591,417
SAUSA300_1961,1000,1081,1231,716,780,753,13,10,14
SAUSA300_1030,101,90,109,67,72,65,50,60,46
SAUSA300s037,1998,1624,1659,1145,895,1289,3881,3933,3679
SAUSA300_0941,159,99,140,70,89,76,5284,5359,4702
ccrA,1468,1397,1360,836,984,1078,3573,3825,3643
SAUSA300_0702,2236,2171,2223,1416,1548,1568,3336,1522,2210
lpdA,4938,5474,5420,3803,3502,3505,60,58,46
SAUSA300_1810,303,296,275,159,197,251,0,0,0
rpmF,1223,1208,1235,675,876,987,0,0,0
SAUSA300_0487,1223,1190,1301,806,880,855,1673,2141,1831
SAUSA300_2167,3916,4129,4160,2723,2693,2938,25,35,18
SAUSA300s056,770,770,793,509,544,545,111,114,113
SAUSA300_0077,203,132,169,96,113,134,136,112,115
murQ,8888,8388,9939,7068,5902,5707,593,464,620
oxaA,6329,7149,6455,4173,4867,4621,449,321,446
vga,1966,1953,2061,1368,1374,1356,3275,4000,3126
SAUSA300_0194,18688,17357,20754,14027,12472,12403,2236,2640,2220
SAUSA300_0475,2296,1712,1042,967,1202,1136,143,130,160
SAUSA300_2511,372,390,315,236,266,235,2343,2359,1996
hemC,5481,5393,5573,3698,3708,3881,9973,11296,8464
metK,1957,2023,1982,1361,1437,1298,349,428,381
SAUSA300s273,399,314,355,226,228,280,387,450,387
fusA,2681,2632,2397,2000,1991,1965,188,227,316
SAUSA300_0568,1704,1666,1601,1112,1138,1168,93,144,121
rplC,3710,3000,3101,2103,2347,2283,35,41,38
SAUSA300s013,2673,2446,2070,1661,1480,1802,1079,1043,1259
SAUSA300_0432,491,397,415,286,286,324,133,201,227
SAUSA300_0666,4584,4515,4415,2928,3251,3145,1571,535,913
SAUSA300_1911,6187,6184,5434,4249,3819,4199,106,88,107
aroA,5508,5515,5139,3614,3784,3748,1726,1976,1894
SAUSA300_1913,5150,5063,4883,3654,3283,3488,1485,1038,1264
SAUSA300_0180,3240,2845,3230,2017,2214,2193,2820,2785,2674
SAUSA300s030,618,624,674,478,385,465,2677,2398,2315
tnp,242,243,248,139,181,191,9,2,7
SAUSA300_1090,4020,3879,3707,2528,2738,2759,4303,3971,3863
SAUSA300_0979,295,293,258,197,200,187,2846,2280,2679
cidB,1983,2012,1909,1262,1443,1386,242,154,250
dapD,4304,4688,5338,3198,3321,3365,103,111,83
fur,917,894,930,602,644,654,988,566,405
rplD,3560,3499,3775,2402,2562,2545,4153,3878,3621
SAUSA300_1141,571,492,556,353,390,379,2249,1469,2356
SAUSA300_1960,599,593,692,430,421,454,3102,2982,3235
mnhF,959,994,996,664,655,730,3390,3277,3306
SAUSA300s035,373,392,440,300,181,396,1691,1501,1517
ctaA,7138,7615,7239,5232,4892,5157,1092,623,957
rpsJ,2072,1953,2205,1333,1515,1489,282,251,240
SAUSA300_1797,1032,997,964,659,675,752,366,553,369
SAUSA300_2299,1244,1247,1253,880,870,857,862,980,943
pheA,5428,5729,5177,3687,3908,3793,4130,1979,3636
SAUSA300_0168,312,306,286,199,217,215,19,43,11
SAUSA300_2321,217,208,241,187,156,127,318,319,379
rpsA,6804,6450,5582,4500,4431,4211,1279,1477,1494
guaA,6692,6500,6706,4923,4621,4409,2389,1555,1943
kdpB,462,438,548,319,329,364,1527,1402,1264
adhE,8277,10081,10915,6708,7203,6501,13,9,14
opp-3B,731,627,556,382,508,454,1746,1906,1577
sek,1497,1410,1171,909,972,968,4272,4678,3721
SAUSA300_0699,584,570,594,378,420,431,2842,2788,2331
SAUSA300_0816,2475,1535,2029,1396,1657,1154,1270,1330,1333
SAUSA300_2168,3754,4028,4326,2753,2813,2943,698,804,649
SAUSA300_0181,55170,53511,55954,37892,38878,39117,211,178,272
SAUSA300s066,110,95,114,55,61,124,109,140,142
SAUSA300_1585,3086,3068,3038,1989,2266,2232,402,384,419
SAUSA300_0703,13648,13167,12327,8735,9468,9398,2275,1943,2176
SAUSA300_1739,4510,4279,3747,2769,3016,3042,53,80,61
argJ,358,365,381,252,257,271,234,190,241
pnbA,15131,16342,16837,10282,11722,12201,2778,2052,2456
SAUSA300_0146,247,274,334,182,209,210,1264,1360,1211
SAUSA300_1379,15,18,22,15,7,20,2712,2826,2951
dnaB,8636,8280,7992,5696,5961,5957,73,83,77
pcp,328,288,331,217,234,218,33,14,20
mnhE,3521,3462,3153,2311,2315,2544,3,5,13
hpt,1309,1286,1453,921,981,959,1326,1016,1066
SAUSA300_1084,1884,1764,1808,1237,1304,1326,201,199,192
sirB,132,118,94,67,85,92,3793,4495,3609
SAUSA300_0192,11700,10910,12572,9149,7931,7923,2546,2372,2281
lepA,6562,6381,5954,4393,4620,4403,3635,3449,3449
SAUSA300_0069,762,817,796,530,573,585,862,890,763
SAUSA300_1643,82,72,47,36,59,47,156,208,175
SAUSA300_2132,2531,2328,2022,1615,1537,1730,214,327,363
SAUSA300_0033,6290,6388,5719,4341,4475,4265,731,795,708
SAUSA300_0322,448,506,459,315,339,352,48,54,34
nhaC,3082,3139,3256,2239,2236,2274,1341,1349,1154
SAUSA300_1083,4581,4692,4451,2964,3408,3426,3127,2532,2702
tatC,1122,888,939,663,708,721,199,194,155
SAUSA300_0307,648,540,497,403,379,412,1181,837,889
