,DMSO_R1_minus_TEX,DMSO_R1_plus_TEX,DMSO_R2_minus_TEX,DMSO_R2_plus_TEX,compound1_R1_minus_TEX,compound1_R1_plus_TEX,compound1_R2_minus_TEX,compound1_R2_plus_TEX,compound59_R1_minus_TEX,compound59_R1_plus_TEX,compound59_R2_minus_TEX,compound59_R2_plus_TEX
NC_007795.1,8.5,15,2,11,0,2.5,1.5,1,3.5,7.5,2,6.5
NC_007795.1,39.5,114,8,67,11,5.5,6.5,3,1.5,16.5,2,11.5
NC_007795.1,4385,4859,3934,3845,246,534,125,568,803,1903,677,2702
NC_007795.1,2.5,13,1,16.5,2,0,0,0.5,0,0,2,0
NC_007795.1,10.16666667,31,3.5,41.64285714,7,0.25,1,2,3,0,0.5,0
NC_007795.1,7.833333333,13.16666667,5,7,3.5,0,0,0,4,2,1.5,1
NC_007795.1,3.5,10,0,19,0.5,2,0,1,2,0,0.5,1
NC_007795.1,16,69,15,45.14285714,4,2,6,5,5,1,0,6
NC_007795.1,5,24,3,17,0,1.25,0,0,0,4,0,0
NC_007795.1,61,131,37.66666667,116.75,16,6.5,12,6,12,18,2,27.66666667
NC_007795.1,16.5,25,18,16,5,1,1,2,1,2,0,0
NC_007795.1,194.8333333,283,155.8333333,248.6666667,26,14,20,26,25,43,20,33.33333333
NC_007795.1,25,24,13,23,5,6,3,6,3,10,1,10
NC_007795.1,14,44,2,22,1,1,2,1,1,1,1,3
NC_007795.1,34.5,58,30.5,52.5,6.5,6,5.5,2,4.5,11,3,12
NC_007795.1,123.5,439.2,50,260,39.5,5.333333333,22.5,7.333333333,5.5,9,19,22.33333333
NC_007795.1,74.14285714,196.7638889,78,202,32,6,5,10.09090909,10,17,9,17
NC_007795.1,1.333333333,19,3.333333333,6,2,1,2,0,0,0,0,0
NC_007795.1,4,9,1,13.16666667,5,0,0.833333333,1,0,0,0,0
NC_007795.1,158,122,127,140,20,12,11,18.5,20,30,21,54
NC_007795.1,31.33333333,189.4166667,37.80952381,230.8333333,29,4.366666667,8.5,5.5,6,4.611111111,6.166666667,9.611111111
NC_007795.1,50.5,163,77.83333333,214.8333333,21,6.2,8,7,21,16.16666667,16,13.5
NC_007795.1,3,9.5,9,15,4,0,1,0,1,0,1,0
NC_007795.1,2.5,11.5,6,19,1,1,3,0,0,0.5,0,0
NC_007795.1,169,572.5,80.75,301.79,45,15,24,25,13,13.5,12,16
NC_007795.1,147.3333333,537.2333333,88.5,421.5,40.16666667,9.166666667,29.16666667,25,6.166666667,14.16666667,15,24.16666667
NC_007795.1,40.5,131,28.5,104.2,12.16666667,3,2,4,13,12,5,2
NC_007795.1,211,287,185,284,33,24,9,34,16,29,13,45
NC_007795.1,81,182,57.33333333,158,8,5,10,18,14,25,12,21
NC_007795.1,67,82,49,41.125,4.125,6,2,14,21,16,6,28
NC_007795.1,1029,969,1004,1101,104.5,191,83,264,77,179,68,232
NC_007795.1,25,148,23.5,68.2,8,2,2,4,0,9,13,5.5
NC_007795.1,0,2,0,2,0,0,1.5,0,0,0,0,0
NC_007795.1,61.5,256.5,19.5,214,16,0,14.5,4,5,1,11,14
NC_007795.1,1,9,1,2,0.5,1,0,0,0,0,0,0
NC_007795.1,75.5,78,71,104,5,11,5,8.833333333,11,3.5,5.5,15.5
NC_007795.1,37.5,100,25,72,8,9,4,9.5,9,9.5,5.5,11.5
NC_007795.1,826.2428571,673,645.3666667,657,41,77.14285714,25,133,80,197,74,287
NC_007795.1,83,208,38,143,7,7,7.5,8,4,4,7,9
NC_007795.1,23.5,132.5,29,80,14.5,4.5,14,7,8,2.5,5,9
NC_007795.1,39.5,272.5,19,168.5,26,1.5,6,8,11,3.5,3,7
NC_007795.1,13.16666667,44.58333333,10.33333333,44.5,3,1,2.416666667,4,2.166666667,0.166666667,2,7
NC_007795.1,82.5,57.5,66,65.5,7,16,1,17,7.5,19,2,21
NC_007795.1,55.33333333,105.1666667,45.66666667,73,16,13.66666667,8,11,7,9,7,10
NC_007795.1,343,396.5,333,379.5,42,28,18,66,31,66,41,92
NC_007795.1,77,173,56.25,112,10,6.416666667,6,9,12,32,9,25.5
NC_007795.1,15.5,100,4,92,3,2,7,3,7,0,1,6
NC_007795.1,2,7.5,5,19.16666667,3,1.5,0,1.5,0,0,0,1
NC_007795.1,34,55.5,14,50.5,8,2.5,5.333333333,2.666666667,0,5,5,11.16666667
NC_007795.1,163.1666667,149,122.1666667,73.14285714,12,23,8,16,38,61,8,53
NC_007795.1,33,119,26,76,5,4,10,8,3,9,5,10
NC_007795.1,13,23.5,12,17.5,5,4,4,8,0,4,1,2
NC_007795.1,0,4.5,2,1.5,0,0,0,0,0,0,0.5,0
NC_007795.1,69,209,33,150,16,3,7,10,7,5.5,6.5,9
NC_007795.1,27,154.5,10.35714286,68.71428571,17.28571429,3.142857143,5.142857143,2.285714286,2.142857143,3,2,3.5
NC_007795.1,53.4,262.5,57,156,21,7,11,7,2,7,14,4.5
NC_007795.1,43,65,40,39,2,10,1,13,23,45,12,52
NC_007795.1,792,873,744,971.1666667,83,99,51,138,59,105,52,132
NC_007795.1,295,356,235,262,23,26,19,47,20,41,15,75.33333333
NC_007795.1,54.25,92,48.5,111,4,2,6,5.5,2,8,6,19
NC_007795.1,51,94,29.5,104,7,4,5,7.5,11,9,8,21
NC_007795.1,109.5,640.1666667,51.25,455.5,33,7,30,16,2,3.5,16.5,9.2
NC_007795.1,345.5,447.5,328.5,423.3333333,34.5,30,20.5,35,19,40.5,18.5,50
NC_007795.1,189.5,303.5,200.75,327.5,35.5,22,13.5,24,23,37.5,15.5,48.5
NC_007795.1,20,106,8.25,75.5,5,2,3,4,0,1,1,1
NC_007795.1,54,86,41,101,9.5,17,4,12,10,19,9,19
NC_007795.1,453,610.1428571,460,667,69,71,40,93,198,206,84,187
NC_007795.1,3,24,1,42,5,0,0,1,2,0,0,0
NC_007795.1,2,15,0,6,0,0,1,0,0,0,0,0
NC_007795.1,1,4,0,17,2,0,0,1,1,1,0,0
NC_007795.1,2,4,4.666666667,8,0,3,0,1,0,0,0,0
NC_007795.1,186,469,151,334,27,26,32,33,26,30,22,57
NC_007795.1,285,232,270,257,25,52,15,56,33,143,15,197
NC_007795.1,2271,1463.166667,2190.428571,1621.166667,96.25,212,60,259,129,190,109,379
NC_007795.1,141.0909091,316,109,303,23.2,27,17,21,20,35.5,19.5,60
NC_007795.1,4,43.5,7,15,2,0,0.5,2.5,0,2,1.5,1
NC_007795.1,121.5,734,51.79166667,533.5,40,5,37.5,12.5,14,8,34.5,18
NC_007795.1,3.5,27.5,0,17.5,0,0,0,0,0,0,1,0
NC_007795.1,121.5,540,44.5,365,34,8.5,28.5,13,13.25,4,16,14
NC_007795.1,38,30.5,20,17.5,4,12,4,11,6,13,2,13
NC_007795.1,88,94,41,50,7,12,5,17,7,12.16666667,11,25
NC_007795.1,1852,1457.5,1617,1286,147,310,66,361,147,407,113,560
NC_007795.1,32.78571429,184,43.42857143,121.3571429,19,1.5,6,3,8,3,5,5
NC_007795.1,738,411,612,324,67,217,57,388,53,137,23,129
NC_007795.1,256,526.3333333,237.1666667,410.5,47,26.16666667,22.25,29.16666667,25,36.16666667,20,48
NC_007795.1,251,132,249,141,19.125,43,5,55,12,48,9,62
NC_007795.1,174,326.5,116.5,282,31,24,26.5,31,26,27.5,17,63
NC_007795.1,107,273.5,77.5,202,24,10,12.5,19,11,17.5,13,20
NC_007795.1,167,337.2,116,200.5,21.7,8.2,6.5,26.5,29.5,29,12.5,33.5
NC_007795.1,37.5,164,14,139,11.5,5,13.5,7,6,14.5,5.5,14.5
NC_007795.1,88,328,44.83333333,251.25,14.16666667,12,13,15.5,20,37.66666667,13.5,33
NC_007795.1,102,250.5,59,198.5833333,23.5,15,13.5,15.5,18.5,58.5,13.5,47
NC_007795.1,25.5,47.5,18.5,30.5,1.5,6,5,7.5,10,34,4,21.5
NC_007795.1,76,269,26,217,22,4,20,9,4,2,6,4
NC_007795.1,152,327,81,237,18,12,8,17.14285714,25,34,12,38
NC_007795.1,10,12,6,10,2,0,1,0,0,3,1,1
NC_007795.1,216,152,268.5,168,11,2.166666667,4,8,9,11,7,27
NC_007795.1,117,589.1666667,55,330.4166667,38.5,5,30,24,10,2.5,31,9
NC_007795.1,14,13,16,20,0,2.5,2,2,2,5,4,3
NC_007795.1,2,12,2,4,1,0,0,1,0,0,0,0
NC_007795.1,12,15.5,9,16,0,2,0,0,3,4,1,2
NC_007795.1,37,98,38,119,5,5,9,6,4,3,7,4
NC_007795.1,33,33,24,13,1,2,6,2,1,2,1,6
NC_007795.1,11,59.92857143,8.428571429,31.6,5.142857143,3.392857143,0.125,0.142857143,5.142857143,5,2,2
NC_007795.1,24,138,20.5,129,9.5,2,4.5,1,5,1,2.5,1
NC_007795.1,3.166666667,38.5,5.5,14,1.5,1,1.5,2,2,0,0.5,2
NC_007795.1,67.5,163.5,60.5,109,16.5,9.5,4.5,11.5,8.5,6.5,7,17
NC_007795.1,67.5,112.5,63.5,100,14.5,15.5,6.5,15.5,8,6.5,6,15
NC_007795.1,48.5,183.5,54,108.5,11.5,5.5,1.5,12.5,6,9,9,11
NC_007795.1,291.5,431.5,258,392,38.5,55.66666667,31.5,59.5,31,35,15,62
NC_007795.1,33,153.1,9,108.1666667,5,8,7,8,4,2,6,14
NC_007795.1,16.16666667,185,4.166666667,146.125,18.125,2.166666667,3,0,4,0,3,4
NC_007795.1,5.5,31,6.5,29,3.5,0,2,3,0,2.5,1,0
NC_007795.1,13.5,50.5,4,30.5,6.5,0,3,2,4,2.5,0,3
NC_007795.1,3,27.5,3,30.5,3,0,2,0,2,2,3,1
NC_007795.1,124,339,95,312,25,14.5,23,13,23,24,14,31
NC_007795.1,52.33333333,169,18,129,14,5,13,6,3,5,5,8
NC_007795.1,25,22,15,23,3,6,1,0,3,6,1,4
NC_007795.1,32,149,24,128,9,3,10,9,3,4,8,10
NC_007795.1,768.5,699.5,708.5,766.5,77,139,25,189,112.5,249,100,371.5
NC_007795.1,31.5,67.5,18,83.5,10.16666667,13,7,6,2,6.5,2,3.5
NC_007795.1,9,39,10,31.5,4,1,3,1,1,1.5,2,2.5
NC_007795.1,63.16666667,265,65.39285714,266.3333333,20,5,7,10,10,13,8,24
NC_007795.1,43,78.5,27,60.5,8,2,0.5,10,3.5,6,0,11.5
NC_007795.1,84,325.5,48,232.6666667,29.33333333,8,16.5,5,6.666666667,3,12.16666667,17.5
NC_007795.1,118,277,87,186.1666667,15,26,9,23,11,14.5,11.16666667,29
NC_007795.1,21.5,138,22.5,118,11.16666667,0,8,2,5,2,6,5
NC_007795.1,166,181,145.1,153,13,26,14,25,13,18,7,38
NC_007795.1,377,297.6666667,410,346,38,49,20,56,40,105,20,97
NC_007795.1,164,606,50,332,43.5,10.14285714,28.5,21,18.25,18,20,18
NC_007795.1,128,460,37,259,25,11,21,6,9,5,32,15
NC_007795.1,26,74,15,29.33333333,9.5,6,5,3,13,24,6,11
NC_007795.1,909.1666667,1406.833333,679.3333333,1017,114,75.41666667,74.25,140,295.1428571,273,159,233
NC_007795.1,569,368.5,498,423,49,54,19,48,47,77,29,84
NC_007795.1,388,231,380,182.5,31,94,16,77,20,39,15,63
NC_007795.1,823.1666667,602.5,616.1666667,695.5,59,121,30,176,70,164,48,286
NC_007795.1,877.3333333,429,768,662,56,78,18,94,36,121,39,203
NC_007795.1,90,38,37,27,4,11,3,10,6,27,8,36
NC_007795.1,101.6666667,280,55,242,31,3,14.5,3.25,5.166666667,4,11,8
NC_007795.1,44,255,53,210.5,22,5,10,9,2,1,7,2
NC_007795.1,0,7.5,0,2,0,0,0,0,0,0,0,0
NC_007795.1,8.666666667,35.5,7,18.33333333,1,0,1,0,1,2,0,4
NC_007795.1,19.5,99.33333333,7,78.5,9,0,6,3,2,0,5,4
NC_007795.1,152,645,55.33333333,425,38,9,31,14,9,5,24,14
NC_007795.1,0,3.5,0,3,0,0,0,0,0,0,0,0
NC_007795.1,0,16.5,4.5,7,0,0,0,0,0,1.5,0,1
NC_007795.1,41,101,44,92.5,7,3.5,5,3,7,20,5.5,14.5
NC_007795.1,373,446,417,412.5,35,56.5,18,55,56,149.5,28.5,177.5
NC_007795.1,110.3333333,371,64.16666667,287,25,7,16,19,7,10,8,16
NC_007795.1,48,56.5,44.5,60.5,8,13,4,4,7,12,2,18
NC_007795.1,82,150,71.5,166.5,9.5,8,8,9,4,21.5,6,31
NC_007795.1,101.6666667,241.5,59.66666667,180,23.5,9,15,18,16,22.75,9,36
NC_007795.1,16,26,3,33,2,0,4,0,0,0,4,2
NC_007795.1,7.5,56,3.5,56.5,7,5,1.5,5,1,8.5,1,2
NC_007795.1,12.5,49,0.5,37.5,3,1,4.5,1,0,3.5,2,6
NC_007795.1,2,4,2,2,0,0,0,1,0,2,0,3
NC_007795.1,73,349.6666667,53.5,225.5,27.5,6,17.5,11.5,9,5,11,17
NC_007795.1,30,158.5,22.5,107.5,17.5,2,10.5,6.5,2,2,4,6
NC_007795.1,19.5,42,14,55,7,2,0,5,2,1,2,10.5
NC_007795.1,17,55.5,12,22,2,2,0.5,5,1,2.5,1,9.5
NC_007795.1,4.5,18.5,3,35,3,1,2.5,1,1,1.5,1,8
NC_007795.1,22,104,11,84,10.5,3,3,2,5,4,4,4
NC_007795.1,4,15,1,1,2.25,0.25,3,1,1,0,2,0.25
NC_007795.1,32,91,45,39,11,5,8,12,9,14,3,10.66666667
NC_007795.1,53,135,23,78,18,5,10,8,3,10,3,10
NC_007795.1,145.2809524,396.5719697,120.0285714,339.5974026,36.5,15,23,21.13285714,28,42.83333333,17.7,39.83333333
NC_007795.1,11,20,6,14,2,0,1,1,0,3,1,1
NC_007795.1,22.33333333,109,9,117,6.333333333,2,2,3,6,2,7,4
NC_007795.1,95.83333333,593.5,48.33333333,319,32,8,29,12,9,7.5,34,10
NC_007795.1,43,173,10,151,8,6,6,7,6,2,7,1
NC_007795.1,41,221,6,156.6666667,18,2.5,5,5,6,4,13,6
NC_007795.1,0.5,4,0,4,0,0,0,0,0,0,0,0.5
NC_007795.1,9.5,30,0,21,1,1,4,0,0,0,1,1.5
NC_007795.1,176,177,135,185,14,13,7,16.5,18,25,9,45
NC_007795.1,39944.11111,29607,38004,26672.5,1647.5,4444,1157.5,5855.2,1216.5,2752.5,1418,6942.5
NC_007795.1,21,30,47.5,44,2,15,2,5,6,13,1,14
NC_007795.1,36,117,33.09090909,82,11,3,10,8,3,10,8,7
NC_007795.1,227.8,940,156.7,746.5,65,27,35,19,43,45,42,63.5
NC_007795.1,42.5,76.5,30.5,73,10.33333333,3,4,7,4,7,4,15.5
NC_007795.1,677.2857143,481,670.7142857,473,47,122.1428571,40,160.5714286,16,92.5,26.5,149
NC_007795.1,369.2,307,346,362,37,66,20,66,17,70,13,64
NC_007795.1,142,234,160,241,17,18,8,29,42,46,16,51
NC_007795.1,729.5,661,619.25,594.8333333,73,101,50,112,95,159,55,226
NC_007795.1,134,245.5,96.5,230.6666667,20,15.5,12,37,16,25,11.5,41
NC_007795.1,212,371.5,188,338.5,24,35,20.5,40.5,25.5,32,14.5,47
NC_007795.1,328.5,497,235,383,46,28.5,23.5,69.5,37,50,32.5,57
NC_007795.1,15.5,132.5,6,95.5,8,0,12.5,5.5,3,0,6,1
NC_007795.1,76,436,33.5,332.8333333,30,10,28.5,10.5,4.5,5,17,8
NC_007795.1,39,225,22,173.1666667,17,3,12,10,6.5,2,10,5
NC_007795.1,20,130,10.2,82.5,9,2,11,2,3,1.166666667,4.166666667,5
NC_007795.1,192,615,114,571.5,52.16666667,16,32,30,24.33333333,64,29,59.66666667
NC_007795.1,52,87,38.2,83.16666667,7,2,8,13,3,4,6,12
NC_007795.1,7.5,34.5,6.5,37.125,2.5,0,1,0,0,2.5,1.5,0
NC_007795.1,7.5,10.5,0.5,11,0.5,0,0,0,0,1.5,1.5,0
NC_007795.1,17.5,29,21,25.33333333,3,0,4,0,3,3,1,5
NC_007795.1,20,113,14.5,116,6,2,5,2,7,6,3,3
NC_007795.1,15,74.5,9.090909091,73,3.5,1,4.5,3,1,0,0.5,3.5
NC_007795.1,31,181.5,12,183.3333333,12.5,1,11.5,2,5,5,5.5,5.5
NC_007795.1,5.166666667,39,7,17.5,2,2,3,1,2,0,1,2
NC_007795.1,5.5,49.5,3,41,4,0,2,2,1,1,2,1
NC_007795.1,3.5,56,4,25.5,3,1,0,1,0,1,1,0
NC_007795.1,76.83333333,75,72,42,9,7.166666667,1,14,15,29,5,34
NC_007795.1,32.5,162.5,16,115,14.16666667,9,6,6,3,1,3.166666667,4
NC_007795.1,5,63.83333333,0.5,14.5,6,0.5,4,2,0,0.5,2,0
NC_007795.1,10.5,38,0.5,26.5,3,0,1.333333333,0,1,0.5,1,0
NC_007795.1,26,83,6.166666667,95.5,8,2,5,0,1,0,2,4
NC_007795.1,214,292.5,244.5,225.1666667,31,40,27,54,10,22,19,38
NC_007795.1,364.5,911.5,335.5,871.5,119,67.5,87,93.5,156.5,92,172.5,197
NC_007795.1,339,655,320,680.5,96.5,70.75,76,80.5,147,97,154.5,181.5
NC_007795.1,59.5,184,37,134,17.5,7,10,7,7.5,4,4.5,13
NC_007795.1,57,260.5,20.5,174,21,3,10,5,3,5,5.5,13.5
NC_007795.1,11.5,85.5,12.66666667,40.5,3,2,5,4,3,0,6.5,2.5
NC_007795.1,37.5,249.5,13.5,135.5,27,2,9,7,5,3,3.5,5
NC_007795.1,14,101,10,87,6,0,0,5,2,1,3,1
NC_007795.1,26,135,17,112.2222222,12,1,9,0,5,10.11111111,6,1
NC_007795.1,29,161.1666667,19,108,8,3,11,5,15,12,8,3
NC_007795.1,3.225,27,0,16,4,0,0,0,0,0,0,0
NC_007795.1,17.5,62.5,12,97,5.5,0,8,0.5,0,0,7,2
NC_007795.1,41.66666667,224.9285714,20,199.6666667,14.5,1,10.33333333,4.5,3,3,8.166666667,1
NC_007795.1,21,111.5,6,73.5,11.5,3,8,4,3,0,3,7
NC_007795.1,70,362.5,30,194,26.5,1,27,5,2,2,14,9
NC_007795.1,51,67,50,58,14,8,2,8,9,14,2,10
NC_007795.1,566,486,497,389,47,59,25,77,20,72,26,96
NC_007795.1,71,165,33,87,6,4,7,6,2,11,4,14
NC_007795.1,42,106,33,66,16,11,8,4,4,9,2,2
NC_007795.1,80.33333333,207,33.16666667,119.5833333,11.5,3,14.25,8,5,7,8.5,18.5
NC_007795.1,21.5,78,14,74.83333333,7.5,0,7.5,5.5,0,2,2.5,2.5
NC_007795.1,47,103,14,52,7,5,4,8,13,15,8,6
NC_007795.1,274,461,242,447,43,30,32,24,41,39,25,68
NC_007795.1,86,223,76,134,27,6,9,7,18,25,9,21
NC_007795.1,15,40,4,23,0,1,2,3,2,1,3,3
NC_007795.1,131,398,75.25,251,42,6,22,11,5,14,14,17
NC_007795.1,69,101,50,68,5,3,1,7,4,6,9,7.25
NC_007795.1,1505,1434,1400,1096,134,228,67,287,103,185,96,270
NC_007795.1,16,77,9,62,7,2,4,4,1,2.166666667,6,1.166666667
NC_007795.1,75.39285714,206.2,15.14285714,167,27,6,22,5,1,4,9,8
NC_007795.1,9.5,26,4,10,1.5,1,1.5,1,0,1,3.5,1
NC_007795.1,48.5,148.5,41.5,126,7.5,7,6.5,6,17,5,7.5,7
NC_007795.1,7.5,21,10.5,19,2,5,1,2,2,1,2,4
NC_007795.1,3,18.5,0,29.5,0,0,0,0,2,0,0,0
NC_007795.1,0.5,15.5,8,16.5,1,1,3,1,2,1,1,3
NC_007795.1,249,543,334.5,1031,29,33,21,29,183,143,34,93
NC_007795.1,71,178,37.25,130,13,12,18,21,12,12,8,37
NC_007795.1,56,236,58.5,146.5,17.5,7,21.5,9,7.5,5,17,5.5
NC_007795.1,95,367,62.5,241.5,25.5,4,20.5,6,7.5,15,12,31.5
NC_007795.1,121,153,76,139.6666667,10,10,7,13,16,26,14.5,41
NC_007795.1,40,146,20,84.5,16,2,8,4,7.5,5.5,5.5,6.333333333
NC_007795.1,127.5,215.5,83.33333333,212.6428571,25,6,11.5,13,3.5,24.5,9,40.5
NC_007795.1,91,289.5,83.66666667,209,25,12,4.5,14,6,19,17,42.5
NC_007795.1,24,74,23,30,3,6,2,15,12,13,3,10
NC_007795.1,570,282,616,480,63,122,31,143,181,371,101,453
NC_007795.1,41,129,16,135.125,7.5,6,5,5,1,2,5,8
NC_007795.1,27,151,11.5,104.3333333,13.125,5,15,1,2,2,5,3
NC_007795.1,2,32.5,2,32,4,0,2,1,0,0,0,0
NC_007795.1,24.66666667,137,30,75,11,3,2.5,3,11,2,4.5,4.5
NC_007795.1,65.5,235,27,150.5,11,4,16.5,5,2,0,6.5,7.611111111
NC_007795.1,71.5,262,35.3,211.3333333,25.91666667,3.2,19.16666667,8,1,2,13,6
NC_007795.1,42,231,19,101,13,2,15,8,4.5,3,13,4
NC_007795.1,71,344.5,38,245.5,18,10,26,12,1,6,10,12
NC_007795.1,38,169,17,78,10,2,12,8,1,4,11,2
NC_007795.1,5.5,45,4,16.5,3,2,2,1,2,0,0,0
NC_007795.1,14.5,76,4,43.5,0,1,2,1,0,1,3,0
NC_007795.1,28,124,18,66,10,2,7,1,4,2,1,3
NC_007795.1,7,88,8.5,53,2,4,3,5,1,1,0,3.333333333
NC_007795.1,51,237,17,153,19,2,16,5,2,0,13,8.5
NC_007795.1,30,72.5,9.666666667,47,2,0,6,4,0,2,6,2.5
NC_007795.1,51,304.5,12.1,180.1428571,21,5,13,4,2,2,6,2
NC_007795.1,46,151,29,68,5,8,10,7,3,2,2,1
NC_007795.1,4.833333333,5.5,4.666666667,11.83333333,1,1.333333333,1,2,0,0.333333333,0,1.5
NC_007795.1,18.75,12,21.2,8.25,1.25,1.75,1.25,1.25,0.5,1.5,1,4
NC_007795.1,18,59,17.5,63,6.5,0,5.5,0,3,1,5,1
NC_007795.1,59.5,202.5,29.5,144.4583333,8.5,8,9.5,7,2,1,6,7
NC_007795.1,87,408.5,25,260.5,15.5,4,20,12.5,6,1,13.5,14
NC_007795.1,18.5,68,3.5,48.5,2.5,2,3,0.5,0,0,2.5,0
NC_007795.1,30.5,120,24,38.33333333,15,2,3,5,2,0.5,2,4
NC_007795.1,328.3333333,1480,119,817,107,30,73,42,26.5,16,64,47
NC_007795.1,24,20,12.5,27.5,2.5,1.5,2,5,6,4.5,3,4
NC_007795.1,44,144.5,13,114,9,4,6.75,2,2.5,0.5,5.5,2
NC_007795.1,10.5,6,3.5,5.5,0,2,0,3,0.5,2.5,0.5,5.5
NC_007795.1,1,1.5,0,0,0,0,0,0,0,0,0.5,0
NC_007795.1,25.5,89,13.33333333,46,2,5,4,1,2,5,3,4
NC_007795.1,42.5,141,16,104,11.5,2,6.5,7,2,7,5,6
NC_007795.1,6.5,17.5,1,15.5,0.5,1,2.5,2,0,1,2,3
NC_007795.1,26.5,110,13,65.5,14.5,1,4,1,3,3,3,6
NC_007795.1,8.5,33,5,10.5,1,0,1,2,0,2,0,1
NC_007795.1,33.04545455,106,14.13636364,57.65656566,4.222222222,4,8,4.5,5,4,7,8
NC_007795.1,48.5,164.5,19,112.5,16,4,7,6.5,3,0,4,6
NC_007795.1,18.75,99.5,9.7,64,9,1,10.7,0,1,3,3,1
NC_007795.1,5,5.25,1,4,0,1,1,0,0,0,0,0
NC_007795.1,56,234.5,26,124.5,9,5,14,10,2,7.166666667,7,8
NC_007795.1,8,31,2.5,20.5,1.5,2,3.5,1,0,0,2.5,1.5
NC_007795.1,8,39,1.5,40,3.5,0,2.5,0,0,1,1.5,0.5
NC_007795.1,66,80.16666667,55,110.5,6,5,2,14,4,12.5,3,25
NC_007795.1,20,37,16.5,45,4,0,4,3,1,2,2.5,2
NC_007795.1,25,57,2,25,3,2,3,1,0,0,2,3
NC_007795.1,12,17,4,12,0,0,0,1,0,0,3,0
NC_007795.1,6.616666667,26,9,7.166666667,3,0,2,1,1,1,3,0
NC_007795.1,10,32,6,25,5.75,2.333333333,1.5,0.5,1,3.416666667,1.833333333,4.083333333
NC_007795.1,121.5,362.8333333,42.5,186.7777778,37,7,14,6,4,7,8,14.11111111
NC_007795.1,4,30.5,4,35.5,2,0,2,0,0,0,0,0
NC_007795.1,12.33333333,60,10.16666667,7.333333333,0,0,4,1,0,0,3,0
NC_007795.1,19.88333333,73,34.56904762,65.49761905,6.666666667,1.166666667,10.33333333,1,1.333333333,1.666666667,0.75,1.75
NC_007795.1,7.75,35,6.666666667,38.83333333,6,1,1,1,0,0,0.75,2.25
NC_007795.1,24.58333333,47,1.666666667,28.33333333,2,2,2,2,0,1,1.25,2.25
NC_007795.1,20.25,78.5,9.5,37.5,2.5,0,2,2,0,0,2.25,3.25
NC_007795.1,105,446,46,347,30,3,25,5,5,2,13,18
NC_007795.1,46,177.2,18.5,126,11.5,2,12,3,4.333333333,0.5,10,4.5
NC_007795.1,31,96,18,60.33333333,9.5,4,3,4,4,1.5,7,0.5
NC_007795.1,38,126,12.5,93,16,0,11,6,3,4,2,4
NC_007795.1,49.25,179,32,122.5,16,7,7,8.333333333,9,2,7,13
NC_007795.1,18,101,10,45,8,2,5,2,5,2,4,6
NC_007795.1,18,69.16666667,6,58.66666667,6,2,2,1,0,1,3,2
NC_007795.1,11,27,4,16,6,2,1,2,0,1,4,2
NC_007795.1,38.5,129.1666667,28,101.2857143,8,4,2,6.5,5,1,0,1
NC_007795.1,166,855.5,67.39285714,402,55,11,56,25,9,9,25,19
NC_007795.1,11.16666667,57,2,57,0,1,2,0,0,4,2,2
NC_007795.1,22,125,4,52,11,1,4,5,2,1,5,4
NC_007795.1,15,98,17,86,5,0,3,1,2,0,4,1
NC_007795.1,20.5,83,7.333333333,44.5,1,3,4,4,4,0,5,6
NC_007795.1,24.5,40,6.333333333,27,6,1,4,0,0,0,1.333333333,6
NC_007795.1,39.5,143.5,15,129.8333333,10,6,10.5,2.5,1,1,8,2
NC_007795.1,49,171.5,22.14285714,100.3333333,11,2,11.5,4.5,2,2,7,5
NC_007795.1,37,153.5,23.5,82.5,15,5.5,13,4,7,2,5,2
NC_007795.1,55.5,192,15.5,139.5,19,2,14.5,6,5,0.166666667,5,3.5
NC_007795.1,92.5,384.25,34,319,32,4.5,22.5,16,5,0.25,14,16.5
NC_007795.1,22,116.5,16.5,68,13,2.5,6,5,1,2,0,3.5
NC_007795.1,36,153,7.5,111.5,15.5,3,10.5,3.642857143,1,3,4,5.5
NC_007795.1,22.5,40,20.5,66,6.5,0,6.5,1.5,0,2,3,1
NC_007795.1,3,8,0,18,2,0,1,0,1,0,0,0
NC_007795.1,41,221,22.5,106,18,6,16,6,4,1,3,5
NC_007795.1,20,92,16,55,9,2,4.5,2,1,2,4,2
NC_007795.1,20,59.5,2,65,6,0,5,3,2,0,4,1
NC_007795.1,5,50,7,31.5,0,1,3,1,0,0.5,2,2
NC_007795.1,16.83333333,65.5,6.333333333,49.5,6,3,8,1,0,0,3,4
NC_007795.1,22,147.5,5,67.5,9,3,8.5,5.333333333,2,0,6,3
NC_007795.1,14,40,5,40,1.5,0,2.5,1,3,0,0,1
NC_007795.1,7,83,6,58,3.5,0,4,1,7,1.5,3,3
NC_007795.1,34.6,150,12.1,92.7,14,5.166666667,5.1,2.1,2,2,8,6
NC_007795.1,63.5,221,35,144,10,6,14,11,4,5,14,10
NC_007795.1,41,187,10.5,142.25,12,2,10,8,7,0,9,6
NC_007795.1,12,60.5,6,46,9,2,0,1.5,0,1,1,1
NC_007795.1,18.5,68,1.5,58,5,2,7,4.5,2,4,2,3
NC_007795.1,44,174.1666667,21,100.5,4,5,6.5,3,2,0.5,4.5,2.5
NC_007795.1,29.5,168,13,113,13,3,1,1,0,0,7,3
NC_007795.1,16.5,112.5,6,83.5,10,1.5,3.5,1,1,2,1,2.5
