GeneName,dCshA_t000_v1,dCshA_t150_v1,dCshA_t300_v1,dCshA_t600_v1,PR01_t000_v1,PR01_t150_v1,PR01_t300_v1,PR01_t600_v1,CTA_t000_v1,CTA_t150_v1,CTA_t300_v1,CTA_t600_v1,CTA_t000_v2,CTA_t150_v2,CTA_t300_v2,CTA_t600_v2,dCshA_t000_v2,dCshA_t150_v2,dCshA_t600_v2,dCshA_t300_v2,PR01_t000_v2,PR01_t150_v2,PR01_t300_v2,PR01_t600_v2
SA1890,467,54,35,15,486,22,33,26,1619,134,78,43,610,103,59,63,459,81,35,53,422,9,9,19
SA1891,4517,703,422,139,2960,136,43,48,11575,1835,732,328,3919,848,453,178,3245,782,215,404,3588,195,60,58
SA1892,2053,568,395,151,1379,197,65,18,5209,1667,755,278,1589,661,366,200,1367,663,186,388,1651,200,103,45
SA1893,48695,42740,41913,25905,44978,28244,19998,10186,83759,29709,15322,7036,30075,20305,15147,8610,26870,23899,11818,18083,30226,6739,3347,1761
thiE,16544,25226,23459,19217,13628,18400,16623,8008,2770,3495,3011,2881,1555,2256,2479,2687,1917,3856,3824,3893,1510,1413,1154,636
thiM,20286,29873,28745,21621,17336,21606,18067,7347,3102,4149,3879,3401,1990,3067,3288,3401,2433,4693,4155,4513,1686,1593,1387,760
thiD,21854,30194,31486,21724,16423,22418,17172,7086,2795,4337,4052,3262,2330,3386,3653,4113,2581,4952,4399,5219,1612,1537,1474,751
SA1897,13744,13296,19642,7731,6624,9656,4544,2045,2038,3372,3081,1297,1319,1981,2242,2316,1516,3070,2636,3129,923,687,741,434
SA1898,321,142,103,57,683,294,141,150,1219,350,222,168,379,142,147,86,136,87,36,58,182,108,46,22
SA1899,237,274,378,369,248,314,319,498,1253,1953,2385,2847,178,248,294,509,152,307,417,352,245,241,463,924
SA1900,1253,150,72,20,691,21,13,8,2274,321,113,42,801,141,56,24,687,134,34,52,716,22,17,19
fabZ,5887,2796,1557,577,6120,1596,838,389,13611,5919,2717,1267,4982,2914,1759,841,3948,2715,673,1605,4841,1415,699,282
murA,18269,5504,2342,744,19245,2322,909,351,44322,10488,3649,1288,15342,6368,3049,1175,11931,5313,923,2607,14958,1969,821,502
SA1903,586,26,39,4,272,12,2,2,318,400,98,2,713,274,94,37,549,237,17,125,475,8,20,29
atpC,23853,49716,41439,34414,37134,68923,67628,61693,60057,106630,88133,90433,22540,41632,41660,41113,19946,48680,34677,42944,37689,55874,49978,46904
atpD,77728,142712,120392,112307,116063,204724,206996,214216,171998,291842,237177,275055,66199,116527,112904,117358,56992,126253,92470,111507,101434,139696,123108,126838
atpG,39232,52790,51797,33472,47338,76012,58176,52075,92497,143264,117902,92859,35963,57803,55202,54852,31422,62066,43234,53544,52675,61363,65048,65994
atpA,70509,103511,91396,76322,93811,143806,137839,132986,174184,242161,203526,212729,63230,99400,92570,98904,53634,103795,80112,89884,89133,104768,100282,102277
atpH,15084,11125,16973,6536,12350,17761,9324,10094,35701,54046,44912,20101,13585,19765,18939,19439,11747,20914,15709,19106,19020,15535,22585,22350
atpF,21510,27905,24817,21772,27376,40292,39572,36766,49802,59613,52285,58055,19885,26007,25322,30338,15553,26847,23679,23638,26368,27215,27746,29032
atpE,16042,21627,18652,19030,20363,29509,28745,31217,30117,43343,36316,48357,19767,24249,20284,24092,14463,21459,16098,18424,17344,16579,20992,21381
atpB,29456,31958,33979,23681,27029,43522,33810,29824,71760,87450,71730,64970,22591,29364,30016,33880,21023,32032,29983,31512,29217,28724,31475,30452
SA1912,9602,5163,9299,3227,5405,7184,2533,2870,17557,28173,23750,7871,7316,9645,9829,10117,6720,11037,9400,11317,9244,5421,10504,10125
mnaA,48088,66803,68445,55151,36761,60993,57075,60395,104137,146420,130342,146013,32629,48740,51984,64099,27545,50189,55806,52441,31988,35459,40232,47640
upp,24298,32647,33139,26241,19918,30126,28871,25603,59709,80746,72675,79019,15777,25467,28262,35031,13692,27718,31241,28769,17735,20469,21364,24541
glyA,59891,83345,82695,80372,55177,79269,95862,87271,143650,197496,179796,249112,45046,64655,71304,98609,35152,64143,82567,68308,42516,49760,53452,69870
SA1916,28658,35285,38777,39675,23230,35307,45958,53727,57535,80519,75663,115130,20681,26990,28689,42415,15959,24660,32644,27338,15814,17777,21914,30075
SA1917,2065,1139,845,214,1341,440,101,43,5533,3118,1358,384,2071,1720,923,418,1965,2069,663,1157,1955,575,262,132
SA1918,3546,2094,1237,572,2679,705,245,124,9290,4200,1822,790,3532,2388,1342,622,3184,2507,958,1567,3014,684,354,203
SA1919,12143,3185,1296,416,11719,886,256,242,31178,5948,1625,770,11484,4584,1674,603,10115,4759,878,1958,9360,990,298,239
prfA,13908,2826,1096,402,14733,819,301,368,34390,5207,1506,804,14006,4041,1583,630,11930,4257,754,1722,11176,824,292,241
tdk,10492,1332,497,165,9444,152,92,135,28495,2183,578,274,9555,1886,676,300,8024,1917,335,747,7210,166,78,106
rpmE2,34622,30919,26693,18401,40985,26325,23888,12928,118788,73007,62969,56218,34975,43149,46562,45769,31983,50342,40550,46536,48771,37758,24068,13274
rho,48539,39204,34110,18404,33178,2331,650,723,100385,53442,30134,14645,37097,31698,26698,18735,38022,46660,30591,41376,21615,1611,501,532
SA1924,11437,7586,5023,3321,11440,7458,6567,4970,31544,16130,10611,8420,7447,5795,5077,4858,4525,3469,2064,2826,9041,3938,3268,2687
SA1925,7418,1224,769,341,5379,586,315,274,19786,4588,2877,2239,6031,1682,1073,786,5426,1314,569,790,4602,433,269,127
murZ,7690,1404,1096,738,7814,532,294,283,19857,6112,4670,4492,6969,2244,1853,1726,5179,1475,913,1103,5157,415,281,235
fbaA,58381,61294,48064,31820,76540,67347,65597,43208,207938,151517,114927,95321,54583,51604,44024,35543,41097,45320,28231,38111,110837,69922,46065,30874
SA1928,1528,341,406,39,937,305,66,26,3659,2555,1122,100,1254,657,443,152,1254,696,112,374,1399,245,200,57
pyrG,13297,3981,2230,1038,18540,4229,1077,589,25140,6153,3392,2175,16479,5823,3361,2676,14308,6558,2311,3609,17650,4009,1622,842
rpoE,15630,7566,5621,2039,10394,2513,1517,918,41298,22796,13404,5405,18153,12201,9087,5036,14993,13103,5108,9453,9863,964,588,419
SA1931,3034,3280,2384,1083,2031,1778,1155,354,7701,9945,7682,3871,2774,3386,3137,2335,2293,3221,1818,2807,1296,309,172,107
SA1932,4412,3950,2741,1349,3821,1305,630,199,9989,4705,2499,1307,4670,3374,2561,1579,4082,4191,2223,3541,3280,906,388,127
SA1933,4041,541,335,137,4142,558,114,116,10466,1346,566,347,3373,752,321,248,3028,736,279,422,5364,536,188,224
SA1934,1632,645,495,317,2392,417,205,105,3624,1495,942,921,1524,594,428,383,1133,517,408,396,1379,254,144,171
hmrA,1141,290,230,201,1967,157,100,104,2669,579,389,525,1361,333,240,217,851,208,182,176,1061,102,90,91
luxS,10144,11536,10911,9699,4490,3062,2154,1038,24322,30245,25088,22965,5808,6333,5696,5120,5392,7473,6451,7262,3172,1637,1249,673
SA1937,8577,5812,10032,2773,3614,4345,1601,1554,16540,22735,17514,3786,3606,5228,5799,4738,4065,9194,6751,8684,3097,2261,3392,3192
pdp,27220,35823,34426,27420,18225,25068,26394,24860,45849,62148,49214,43214,16973,22448,21263,19346,16523,32015,25655,29740,9712,10630,12463,12614
SA1939,10156,14127,12901,11636,7804,9920,12699,11622,17410,21527,18004,17881,5435,6821,6683,6347,5575,10238,8998,9607,3461,3873,4390,4529
deoD,18041,13659,11904,2852,12706,8419,2803,774,41603,29254,16177,3617,10697,12070,9515,4425,9439,14793,5814,10841,11331,5680,3285,1226
dps,4143,2920,1978,702,4169,4005,3075,2245,7599,5394,3425,1422,2920,2715,2283,1553,2146,2208,1067,1734,10991,8567,7196,4266
SA1942,602,158,140,24,411,174,47,22,1341,698,371,50,509,256,148,67,463,275,30,124,1954,555,612,209
SA1943,8322,387,331,97,6043,261,107,94,20561,1330,609,173,6128,659,311,193,5134,603,159,319,5551,162,138,169
SA1944,5127,1591,999,190,2571,169,62,34,11946,2732,992,191,3018,1185,622,147,3498,1546,290,786,2668,145,86,51
SA1945,21532,5900,3722,719,11973,217,119,118,41113,9803,3510,750,13504,4657,2312,637,13991,5746,1097,3183,10168,263,154,157
SA1946,1764,1085,692,361,1616,1844,1167,1094,5849,4840,3225,2103,882,675,574,568,591,452,349,461,1137,672,808,647
czrA,785,138,85,21,520,63,29,20,1997,356,142,43,707,189,93,48,580,158,37,83,624,53,32,69
czrB,2087,554,378,105,1271,171,86,91,4255,1639,691,214,1989,921,442,260,1581,855,218,435,2426,325,176,159
truncated-SA,3132,607,1021,81,1340,719,154,68,3056,9412,3912,202,2077,1951,1251,366,1601,1682,262,1191,3823,642,1282,404
SA1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ermA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant(9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tnpC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tnpB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tnpA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truncated-SA,6815,2164,2562,255,4433,2278,520,187,19790,22220,9983,833,5496,5361,3709,1109,4249,4864,739,3214,10377,3149,3632,1081
SAS069,105,5,11,4,71,4,1,6,203,46,19,4,173,29,16,8,175,49,19,38,159,0,4,5
SAS071,84,11,35,9,30,7,4,2,70,115,61,10,88,67,43,29,87,85,31,67,85,5,7,8
SAS070,102,9,11,2,80,4,4,7,233,33,18,4,130,28,20,5,135,51,27,24,156,0,0,3
SAS072,102,11,20,3,70,4,3,3,207,56,32,6,174,46,26,8,182,56,29,38,164,0,2,3
SA1957,2337,1203,828,384,1895,709,255,120,5789,2517,1354,818,1896,1081,794,582,1315,1090,616,824,1617,440,197,141
SA1958,251,168,136,62,229,118,77,59,631,365,212,113,335,235,177,111,227,177,100,134,235,80,52,38
glmS,19156,13576,11468,6180,29539,22998,17161,14897,41755,30113,22460,17364,16515,15923,14513,12321,11209,11974,8699,10271,24896,12483,9294,5148
SAS073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtlF,1971,1695,1238,644,899,514,220,63,2764,1935,1163,617,932,962,725,467,1357,1694,804,1230,1043,421,164,64
SA1961,4870,3991,3807,1853,1713,808,495,312,11676,10557,7119,3944,2218,2221,1911,1460,2398,3162,2016,2717,1882,580,516,418
mtlA,1953,2346,2101,1961,1267,1222,1206,1183,4653,5375,4236,4176,993,1233,1182,1277,907,1448,1323,1370,814,621,557,654
mtlD,3819,3375,3851,2418,2274,1776,1292,1200,9946,10587,8217,4934,1865,2308,2157,2205,1648,2755,2226,2564,1569,968,1067,1179
fmtB,2044,1431,1001,738,1080,237,117,93,4139,2238,1450,1489,1714,1166,805,648,1822,1777,902,1212,1441,519,222,98
glmM,14462,10182,7403,4462,14631,7449,4594,3290,41704,33453,20599,13311,14736,14526,11830,10219,10167,10281,5110,7262,12572,5803,3787,2418
SA1966,6190,1763,2128,699,3205,1318,413,350,18241,12131,6994,1765,6000,4549,3820,2787,4332,3166,1578,2239,4822,1144,975,662
SA1967,8748,2733,2806,1004,4878,1711,717,410,27736,14375,8243,2492,7860,5468,4185,3132,5718,3555,1785,2505,5397,1210,1004,661
arg,12880,14682,14811,9691,7303,8216,8470,7682,28132,33228,27498,20240,5147,6358,6518,6806,3907,5640,4199,5360,986,300,218,205
SAtRNA57,2298,1429,1555,1823,2500,1208,834,280,1906,197,474,961,651,204,175,303,500,188,375,306,654,240,103,25
SAtRNA58,2646,1524,1806,1932,3314,1475,1306,556,2598,251,536,1173,1060,212,214,411,795,206,550,407,907,281,186,115
SAtRNA59,1280,245,353,371,2157,256,291,177,1622,73,116,237,856,52,57,100,654,46,107,119,615,74,48,39
SAtRNA60,509,74,133,97,1016,150,286,398,807,42,67,155,457,27,26,53,360,19,26,34,360,34,37,29
SAtRNA61,169,32,69,52,309,84,168,232,320,21,41,86,116,13,16,35,111,9,14,26,137,17,19,22
SAtRNA62,3,0,0,0,8,1,0,3,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
SArRNA14,2,0,0,0,5,1,0,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SArRNA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SArRNA16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA1969,13581,12877,9603,6570,18115,13665,8460,2834,25758,15952,10280,7341,9537,7349,5996,4899,6965,6800,3045,5021,8439,3742,2089,772
SA1970,1975,1134,1208,913,1063,187,92,112,5636,3464,2346,2188,1631,1201,1067,1022,1467,1257,1082,1088,1173,201,123,70
SA1971,329,44,66,20,119,11,1,1,274,525,219,14,465,259,134,48,324,208,40,118,252,13,10,8
SA1972,873,385,269,59,465,88,27,28,2091,1008,347,121,856,546,262,109,825,546,166,321,763,106,48,33
SA1973,3226,1124,794,274,1909,215,48,31,8092,2573,1067,407,1943,1071,648,315,1768,1060,416,629,1666,119,78,50
SA1974,8623,1842,1376,643,5431,298,109,97,18917,4482,1893,911,7668,2745,1581,813,6418,2816,1056,1782,5502,232,128,151
SA1975,2670,269,176,29,1516,6,9,3,5882,721,237,56,1988,455,208,96,1889,522,113,259,1528,20,15,25
SAS074,10391,7053,9366,3540,12968,12102,6005,5972,33139,36310,33846,12609,4621,5172,5631,6353,7233,8515,7151,7756,3423,1918,2346,2121
SA1976,880,282,175,128,835,131,74,52,2188,406,185,137,1740,470,205,132,1093,368,109,211,2865,184,129,72
SA1977,1661,1284,1083,502,980,652,265,97,3300,2331,1277,797,1352,1091,865,544,2287,2305,1041,1783,561,190,86,42
SA1978,2661,1887,1349,711,1807,1076,531,153,4065,2133,1265,946,1691,1160,828,582,3134,2834,1328,1968,544,244,117,52
SA1979,6801,3225,2763,621,4083,2468,834,210,10459,4924,2126,576,3954,2465,1623,716,8838,8435,2070,5447,1096,365,270,126
SA1980,814,278,200,43,397,76,13,10,2092,1025,433,52,582,423,240,68,798,558,125,348,561,119,63,38
SA1981,1874,509,355,128,988,174,72,55,4355,1637,711,232,1424,707,471,229,1846,865,284,586,1154,191,146,80
SA1982,390,117,92,30,144,34,13,14,764,415,211,45,331,174,110,45,616,221,79,168,162,30,35,17
SA1983,2343,709,514,93,1722,675,259,125,6280,3195,1625,319,2134,1106,616,281,1967,1331,264,782,1683,475,426,250
asp23,44297,32512,31586,13507,30812,23452,15031,10188,129766,124949,88890,42003,25021,26336,24567,18294,19331,29379,14163,22379,37879,17857,17116,12761
SA1985,17281,14510,10368,6729,13137,10002,8877,6942,44804,37552,25255,20515,7069,7091,5778,4328,5662,7006,3337,5495,10122,4820,3524,2505
SA1986,24462,14936,13520,6176,15475,10737,7122,4586,66799,51576,34001,19310,10907,10254,7826,5993,8731,9445,4202,7686,14802,5370,4628,3423
SA1987,3712,3282,3181,2223,1982,1320,829,510,8887,7314,5362,3837,1059,1054,1040,910,1259,1355,999,1363,1255,230,175,113
SA1988,1930,1268,1024,688,1871,1709,1675,1263,4448,3550,2432,1765,1649,1207,952,725,1068,967,515,758,1229,1057,1199,1075
SA1989,8032,3757,3039,2762,9771,12257,12339,7278,18221,9096,6717,7618,5501,3385,3128,3193,3529,2535,2324,2332,4878,6420,7358,5712
SA1990,2040,719,674,329,3391,3896,1924,597,6662,3177,2070,976,2414,1516,1348,883,1537,946,770,930,2511,2691,3353,1356
lacG,35512,55798,68034,68815,182575,318842,274839,212754,248927,469135,445287,447862,57312,108807,127452,159339,39916,96473,132283,111321,126056,203360,234006,160363
lacE,34332,51449,63254,63466,170187,270510,217327,146486,219996,379204,366498,393283,58051,91228,103537,128247,39822,81593,112135,91750,124983,155346,185532,114064
lacF,8279,14161,13745,16510,46626,63561,57523,34982,48861,84501,80432,104745,12329,21402,23795,29893,8311,18489,24576,20426,29546,37919,34803,17895
lacD,17138,26520,30119,29356,86971,113594,83013,37666,121871,186249,174389,194916,28150,46972,52358,66962,18068,40682,57908,45787,65974,77572,64076,29803
lacC,18235,27202,29615,35116,88936,109075,79819,42278,110807,168257,160226,218097,33999,46618,51047,68495,19572,37767,54074,42014,64971,64001,53632,24933
lacB,10117,12203,14515,13363,46557,44036,24859,10518,69684,93403,88238,88724,22546,28268,29348,38836,12152,22878,30088,25171,39777,31645,28617,12695
lacA,11339,15214,15577,18194,50979,47437,36420,15680,67178,96848,88671,127112,21207,26558,27899,37518,12432,21872,31240,25490,39590,31201,23553,10280
lacR,3170,1179,806,303,1193,29,21,25,9539,2634,1242,528,2859,1454,898,597,2220,1439,487,872,1328,32,24,39
SA1999,1505,1120,1161,857,1272,284,135,67,3908,2203,1689,1806,1252,801,669,727,1130,914,897,858,1130,306,187,121
SAS075,6,1,1,0,4,0,0,0,21,1,0,0,5,0,0,1,8,1,0,0,8,0,0,0
SA2000,16,4,3,3,27,10,2,8,39,16,9,1,27,10,7,3,23,7,3,13,11,4,4,1
SA2001,1379,700,832,325,1374,757,466,360,2079,1196,982,466,1014,703,606,569,752,584,360,525,788,243,291,232
SA2002,107,12,12,1,72,0,0,0,129,13,2,0,82,25,9,4,51,19,3,9,64,0,0,1
hysA,123,41,33,11,150,48,24,16,330,83,40,26,203,117,75,67,106,58,22,40,315,95,57,15
SA2004,1345,441,265,86,887,181,47,16,2459,1018,403,178,1495,548,289,133,937,390,117,202,811,124,68,66
SA2005,773,134,58,22,416,34,14,6,1552,402,173,60,562,137,77,34,466,124,51,74,445,25,20,9
SA2006,70,38,39,43,63,46,61,121,645,398,430,574,37,29,29,45,15,13,11,20,27,10,12,11
SA2007,271,69,53,22,406,115,60,26,893,248,110,57,241,107,54,21,203,94,47,64,869,102,47,23
alsS,728,165,126,51,996,230,92,76,2151,462,205,163,556,193,125,102,472,190,116,143,3496,223,119,48
SA2009,1,0,1,1,0,1,1,0,5,0,0,0,1,3,1,1,0,0,1,0,1,0,0,0
SA2010,14134,3388,4039,1094,8222,1062,590,326,29634,15321,8015,2198,14122,7196,5454,2834,11842,8116,4092,7213,11331,2294,2598,858
SA2011,1039,408,924,363,392,348,247,52,953,3626,1837,422,1193,1375,1022,460,1228,1650,686,1764,1343,403,1002,304
SA2012,289,27,33,11,116,2,4,1,348,188,67,9,374,108,50,12,324,98,24,95,259,13,11,5
truncated-SA,196,36,71,12,55,1,0,0,367,211,102,15,194,103,72,32,166,116,47,89,113,3,3,2
SAS076,169,22,33,9,58,3,0,0,365,89,60,13,116,64,33,17,92,64,34,48,83,1,1,2
SAS077,192,38,42,11,76,4,0,0,508,141,77,24,140,75,45,23,134,85,49,64,105,5,4,8
truncated-SA,522,203,137,76,349,15,11,6,1130,347,188,102,337,164,112,72,319,185,122,151,271,11,7,8
SA2015,143,19,15,3,93,2,1,1,323,57,45,8,140,30,18,3,124,30,11,21,92,7,4,3
rpsI,71136,41400,21950,17438,119495,33792,22721,23864,165759,61416,31193,28491,90676,49191,28397,18920,76640,52468,23301,32781,94532,28917,14255,10519
rplM,43161,13295,8006,3623,60488,9978,4891,4749,115216,26368,12329,6040,57201,22568,11772,6035,49793,25398,7607,14853,55955,8925,5030,3700
truA,4408,1656,1204,642,3480,465,415,280,10731,3004,1605,1048,3552,1513,1042,726,3343,1690,985,1249,2695,468,562,425
SA2019,3182,823,645,353,2164,231,187,160,6110,1567,969,493,2544,889,593,384,2285,953,457,840,1770,232,358,301
cbiO,5540,986,762,388,3812,485,373,177,11964,1710,1072,717,3859,893,633,432,3804,1020,586,721,3077,431,465,316
cbiO,4107,498,411,248,2854,386,297,173,9004,858,542,354,3243,504,397,226,2928,627,318,409,2383,272,383,219
rplQ,10883,20131,19629,16154,22087,43625,36475,43491,40340,66984,56859,50409,23264,42613,42373,46576,18323,47827,41493,42044,53843,77061,75248,86703
rpoA,36405,62115,61494,46007,60571,136481,108860,113989,120963,221715,175370,161003,73816,134601,119940,127712,55710,134337,113144,119628,148628,208931,207675,229401
rpsK,16020,35313,24996,24669,36590,69426,66000,61996,55806,87623,68618,81399,35571,65215,56757,59775,24743,63176,48710,49316,76589,111990,90488,89842
rpsM,21395,38049,32778,26798,41659,80124,70003,65564,61813,115272,85572,78906,52988,89058,71961,72578,35083,78768,50946,63535,82049,113694,118213,111917
rpmJ,10666,9060,12445,4687,11831,20403,8515,6991,26709,50861,38165,13531,21403,34809,30011,24615,15761,33820,16440,27205,32407,33534,48338,42631
infA,7921,9666,11384,4893,9742,20056,10736,8581,25916,50287,37761,14625,16162,30779,27238,22764,12250,31455,19831,26521,34204,36075,47346,36119
adk,26752,51233,42793,33066,45329,102346,107705,76983,88313,153939,117527,109758,56711,105429,96114,85317,41124,98249,69480,85066,113714,172333,150393,113651
secY,47120,65954,70191,37918,67605,132952,100456,76128,162178,244611,197947,117825,91020,152839,140381,117808,69794,145792,96292,134538,171453,220830,237170,181039
rplO,15480,30188,27345,24424,35065,63892,69694,72227,50270,83999,73756,64301,38594,69935,71922,62876,27755,68051,48988,65852,75669,115649,111160,91328
rpmD,11841,20758,19349,11203,23077,39819,33321,18491,37988,60079,52157,36913,29856,53212,52313,41680,21404,48973,30805,46477,54227,77753,75986,58456
rpsE,24153,51125,44124,38242,60059,105479,113000,108627,71625,126350,110927,102465,65822,115594,114234,97603,44250,104115,64869,93891,117037,171185,164451,124431
rplR,18340,28054,31263,16648,33490,57857,43296,32033,51503,88912,79023,47441,47111,76809,71469,57675,32305,66852,37484,63094,76465,96227,110450,82810
rplF,19560,34314,31250,17369,34280,62322,55507,37322,80581,100864,88387,51970,36117,64123,68034,52056,28408,68981,49142,64971,90857,123911,95883,68132
rpsH,19285,28073,27990,15643,33411,53807,46352,35788,59216,92836,76133,39438,39707,63627,65270,46644,30324,64247,33568,60423,76717,92194,89250,63641
rpsN,13654,19418,19947,10619,25013,38840,29361,18445,43609,66471,54382,29740,33117,51031,48836,35363,24263,48493,23690,44420,58014,67750,65227,44340
rplE,20777,30449,30460,15411,34572,58452,42933,29747,71437,99597,81090,37619,46335,70555,68036,47962,34020,68503,37138,64006,87986,98325,93357,59615
rplX,18606,25432,23872,13285,33767,49739,41038,25238,58836,78480,61172,36400,39063,58359,55293,38971,29045,58278,27128,50310,74191,82390,71103,44205
rplN,22097,36658,31053,22198,41769,66709,70506,48269,72635,96328,73506,51872,46245,66724,65214,44343,32714,63683,34404,57409,81293,98082,78875,50813
rpsQ,12189,11681,13687,4246,15896,21371,10436,5428,41998,55518,39871,10757,27085,37556,35204,20084,19492,38572,15969,32830,51300,44373,43521,24101
rpmC,13537,17694,15596,6747,21429,29424,21023,9252,47856,50211,35995,18260,27347,36756,33980,20268,19632,37252,16880,30571,53530,56455,39152,21372
rplP,29346,45132,31801,21242,55598,72544,71365,39449,93548,97307,68772,49630,54693,72906,63765,38883,38125,67481,29268,53758,99721,105247,66275,37451
rpsC,38234,47766,34202,19404,71108,77799,64619,36496,126958,114486,73751,43240,69361,85078,68748,39000,50107,78001,29497,59648,125740,110745,71868,38610
rplV,25901,26268,21139,10772,41784,45131,32028,20165,67917,64502,39375,21018,48011,50484,36422,20666,33554,41981,14118,31664,64604,51915,40157,22001
rpsS,23677,23556,16516,8112,40543,38589,27071,12157,73638,59773,33164,18736,46057,43988,31551,16148,31970,39532,11921,27712,71633,53699,32916,17932
rplB,57655,66545,38543,23743,111305,110503,75898,40220,192481,132872,68161,39592,119163,122302,77945,37231,86497,112229,33735,70600,189300,154963,78331,34489
rplW,17838,13892,8041,2966,29079,21205,9936,3763,70143,34282,14736,5505,34372,28529,15552,5844,25398,27040,5512,14554,55840,35510,15930,5691
rplD,37243,27757,15497,6785,62439,43032,21186,10206,120700,59919,26236,10898,72785,53931,27240,11181,51702,47847,9943,24595,99226,55790,28284,10949
rplC,48708,33756,16389,7414,85152,48328,23287,8842,170077,69601,26908,11409,81751,55841,26386,10579,61432,51474,10359,26571,113762,66328,25905,8130
rpsJ,40019,27201,12232,4257,69727,34725,14136,4802,137595,52408,19500,6685,67552,41795,17757,5602,49724,37048,5301,17047,81383,44643,16842,4510
SA2049,574,104,256,59,273,267,124,151,284,1777,1137,107,812,592,376,156,434,380,67,265,598,139,912,736
SA2050,134056,114596,96661,58458,67287,8918,3181,2001,289204,158671,95745,58174,96622,84896,73173,52437,129617,146900,107845,130201,82082,8106,2877,2285
topB,6799,1352,1050,689,6242,197,76,98,15597,2696,1721,1173,5306,1509,968,719,4539,1637,1006,1124,4723,276,108,77
SA2052,1986,98,95,29,1352,27,18,15,4596,370,221,65,1995,227,144,63,1966,246,109,159,2431,37,41,69
SA2053,3578,1998,1463,794,4167,2755,1793,1177,10353,3988,2369,1471,3772,3177,3038,2483,2561,2207,1679,1952,5487,3286,2741,2007
SAS080,116,139,62,55,216,143,199,105,324,79,76,106,104,110,90,61,76,58,47,44,160,139,89,52
SA2054,1024,326,225,161,409,60,42,53,2130,692,364,242,800,373,213,124,702,396,174,248,439,59,43,31
SAS081,554,125,196,20,381,89,12,6,1721,654,349,29,427,251,220,140,402,329,110,250,484,104,102,37
SA2055,1828,591,682,168,1279,437,189,105,4847,2761,1447,325,1556,1163,934,503,1465,1128,431,859,2216,513,384,186
SA2056,8306,4958,3059,1318,7843,3948,2074,961,16027,10701,5426,2439,6557,5300,3466,2032,5399,4322,1500,2640,5158,2091,1068,678
fmhB,10408,3774,2499,765,7834,2145,830,370,26714,11622,5226,1645,9424,5229,3604,1964,6161,3554,1169,2400,6260,960,503,316
SA2058,55,3,2,0,6,1,1,0,15,0,2,0,73,1,1,1,63,2,1,3,31,0,1,1
SA2059,1031,431,290,84,696,346,166,56,2703,1514,700,181,932,486,320,156,688,389,117,230,605,93,89,51
SA2060,162,42,29,4,75,11,4,7,552,244,56,7,426,248,116,25,333,238,36,125,157,2,4,8
