,mRNA.6008.2h.TEM,mRNA.6008.2h.Cefto,mRNA.6008.2h.Linezo,mRNA.6008.2h.Tige,mRNA.6008.2h.Vanco,mRNA.6008.6h.TEM,mRNA.6008.6h.Cefto,mRNA.6008.6h.Linezo,mRNA.6008.6h.Tige,mRNA.6008.6h.Vanco,mRNA.6009.2h.TEM,mRNA.6009.2h.Cefto,mRNA.6009.2h.Linezo,mRNA.6009.2h.Tige,mRNA.6009.2h.Vanco,mRNA.6009.6h.TEM,mRNA.6009.6h.Cefto,mRNA.6009.6h.Linezo,mRNA.6009.6h.Tige,mRNA.6009.6h.Vanco,sRNA.6008.2h.TEM,sRNA.6008.2h.Cefto,sRNA.6008.2h.Linezo,sRNA.6008.2h.Tige,sRNA.6008.2h.Vanco,sRNA.6008.6h.TEM,sRNA.6008.6h.Cefto,sRNA.6008.6h.Linezo,sRNA.6008.6h.Tige,sRNA.6008.6h.Vanco,sRNA.6009.2h.TEM,sRNA.6009.2h.Cefto,sRNA.6009.2h.Linezo,sRNA.6009.2h.Tige,sRNA.6009.2h.Vanco,sRNA.6009.6h.TEM,sRNA.6009.6h.Cefto,sRNA.6009.6h.Linezo,sRNA.6009.6h.Tige,sRNA.6009.6h.Vanco
SAA6008_02356,25,50,65,45,43,19,61,76,70,31,21,31,28,64,30,6,28,43,26,11,,,,,,,,,,,,,,,,,,,,
SAA6008_02357,7,7,13,8,9,5,3,14,7,6,8,2,8,16,12,1,6,8,4,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02358,32,86,88,24,12,5,19,22,13,6,5,13,17,10,5,2,9,14,9,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02359,11,19,16,8,12,32,62,23,36,27,35,108,107,170,104,16,58,41,36,21,,,,,,,,,,,,,,,,,,,,
SAA6008_02360,2,1,3,0,1,1,8,3,4,0,3,5,12,9,0,1,4,5,0,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02361,182,249,292,377,223,140,179,249,336,150,254,399,281,1000,237,104,141,278,277,78,,,,,,,,,,,,,,,,,,,,
SAA6008_02363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02362,10,11,9,11,9,34,61,89,55,26,60,76,111,91,66,32,78,115,36,18,,,,,,,,,,,,,,,,,,,,
SAA6008_02364,14,16,33,12,4,3,14,11,13,3,4,2,6,2,5,4,5,3,3,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02365,489,624,731,812,452,51,102,82,96,24,95,144,107,253,210,33,43,71,103,29,,,,,,,,,,,,,,,,,,,,
SAA6008_02366,9,17,14,15,10,15,19,34,29,14,6,20,18,42,15,5,12,32,12,9,,,,,,,,,,,,,,,,,,,,
SAA6008_02367,7,14,10,15,12,70,156,43,108,73,8,14,23,42,10,31,102,23,61,37,,,,,,,,,,,,,,,,,,,,
SAA6008_02368,6,6,9,4,3,126,209,44,182,109,9,18,13,31,13,38,125,32,91,53,,,,,,,,,,,,,,,,,,,,
SAA6008_02369,0,0,0,0,0,5,6,1,10,6,3,8,2,8,6,4,8,4,3,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02370,0,0,0,1,1,1,1,0,1,0,0,2,0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02371,218,289,417,253,225,104,163,85,158,80,73,123,147,156,78,79,92,143,118,55,,,,,,,,,,,,,,,,,,,,
SAA6008_02373,83,136,210,134,87,321,584,1871,609,323,158,198,528,678,396,272,672,1894,522,323,,,,,,,,,,,,,,,,,,,,
SAA6008_02374,17,14,24,16,18,22,52,78,50,26,45,56,49,76,37,28,42,91,42,21,,,,,,,,,,,,,,,,,,,,
SAA6008_02375,11,23,31,3,7,4,21,11,8,4,6,15,7,11,6,4,21,14,3,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02376,29,37,42,21,14,16,50,105,35,7,34,61,91,131,27,8,40,128,20,13,,,,,,,,,,,,,,,,,,,,
SAA6008_02377,5,14,15,12,7,7,14,30,18,4,15,12,25,78,16,12,11,39,16,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02378,19,22,44,19,16,149,239,213,232,122,50,42,53,59,46,48,138,141,102,64,,,,,,,,,,,,,,,,,,,,
SAA6008_02379,6,14,18,22,11,73,148,116,151,100,31,37,33,87,52,37,61,69,48,34,,,,,,,,,,,,,,,,,,,,
SAA6008_02380,9,18,34,13,5,42,144,125,109,60,12,18,15,46,17,19,77,75,41,31,,,,,,,,,,,,,,,,,,,,
SAA6008_02381,3,9,8,8,5,4,7,15,18,9,6,11,19,27,10,6,9,20,10,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02382,12,27,21,8,14,73,144,58,138,84,26,24,85,134,19,33,98,53,70,37,,,,,,,,,,,,,,,,,,,,
SAA6008_02383,31,51,73,70,51,225,266,464,430,197,198,204,325,870,199,130,239,363,288,124,,,,,,,,,,,,,,,,,,,,
SAA6008_02384,13,21,21,10,12,49,68,117,73,26,35,56,112,131,45,21,50,102,39,24,,,,,,,,,,,,,,,,,,,,
SAA6008_02385,24,53,45,30,16,5,16,9,13,9,8,19,15,14,3,1,11,14,10,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02386,42,63,56,63,35,13,44,20,32,15,21,28,18,48,9,4,32,17,19,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02387,38,55,74,40,50,53,111,78,89,47,60,63,52,67,93,37,105,77,47,41,,,,,,,,,,,,,,,,,,,,
SAA6008_02388,38,43,68,38,27,40,105,109,119,43,44,83,133,245,61,35,105,153,106,30,,,,,,,,,,,,,,,,,,,,
SAA6008_02389,9,19,29,14,16,33,92,200,47,49,88,139,439,574,47,47,74,198,77,26,,,,,,,,,,,,,,,,,,,,
SAA6008_02390,5,8,8,7,3,9,26,62,18,5,36,78,104,196,7,13,29,58,19,6,,,,,,,,,,,,,,,,,,,,
SAA6008_02391,22,53,51,33,24,11,26,13,14,8,11,24,13,23,2,2,13,14,8,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02392,9,7,14,6,6,24,51,76,27,9,25,29,57,70,19,13,30,51,13,9,,,,,,,,,,,,,,,,,,,,
SAA6008_02393,162,248,358,284,153,99,224,251,195,106,73,102,302,546,90,59,111,195,132,57,,,,,,,,,,,,,,,,,,,,
SAA6008_02394,48,84,114,19,26,32,60,137,34,12,61,92,280,147,41,27,91,178,32,17,,,,,,,,,,,,,,,,,,,,
SAA6008_02395,39,77,88,68,34,11,19,12,13,8,10,14,11,22,14,5,11,14,10,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02396,1,0,0,0,0,0,0,2,1,0,0,2,1,5,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02397,2,2,9,4,2,6,7,18,7,2,4,6,14,23,2,2,4,18,2,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02398,1,3,3,4,3,3,4,7,1,5,2,3,4,5,1,0,5,3,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02399,7,9,9,0,3,6,14,37,9,7,7,17,15,19,6,7,9,16,5,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02400,9,24,19,5,13,22,47,65,27,16,20,25,48,56,19,12,43,52,18,23,,,,,,,,,,,,,,,,,,,,
SAA6008_02401,319,810,979,483,355,9,16,16,10,4,20,45,65,116,5,2,31,31,20,8,,,,,,,,,,,,,,,,,,,,
SAA6008_02402,1013,1660,1960,1445,1380,15,30,33,27,5,19,36,64,100,15,9,20,30,28,10,,,,,,,,,,,,,,,,,,,,
SAA6008_02403,43,66,112,48,65,133,272,173,152,131,111,181,151,175,109,103,236,191,131,107,,,,,,,,,,,,,,,,,,,,
SAA6008_02404,23,51,76,55,37,523,1293,1070,1138,515,627,850,1208,2008,253,444,1333,1345,1020,490,,,,,,,,,,,,,,,,,,,,
SAA6008_02405,22,26,51,20,28,12,60,75,28,23,22,39,46,59,21,15,50,71,20,13,,,,,,,,,,,,,,,,,,,,
SAA6008_02406,211,450,556,401,257,126,229,146,217,127,101,203,105,393,145,66,173,138,169,95,,,,,,,,,,,,,,,,,,,,
SAA6008_02407,33,32,52,33,19,18,25,12,16,18,17,18,10,18,14,7,8,14,7,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02408,86,111,172,104,68,64,138,117,98,66,72,105,48,38,60,31,60,79,26,29,,,,,,,,,,,,,,,,,,,,
SAA6008_02409,20,14,16,12,13,6,15,10,10,8,8,8,6,11,6,4,8,8,4,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02410,21,24,43,19,21,11,24,46,21,14,19,32,20,61,21,12,22,29,12,6,,,,,,,,,,,,,,,,,,,,
SAA6008_02411,8,6,9,14,13,1,3,1,4,3,1,3,1,3,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02412,4,17,12,4,7,15,32,58,14,10,15,20,21,31,10,9,33,45,14,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02413,3,5,7,3,8,13,32,23,8,16,10,29,43,69,9,5,18,28,4,13,,,,,,,,,,,,,,,,,,,,
SAA6008_02414,15,42,50,14,24,8,47,60,16,23,7,24,93,113,14,11,37,86,27,15,,,,,,,,,,,,,,,,,,,,
SAA6008_02415,110,171,226,133,88,71,118,152,107,76,70,131,244,345,78,48,138,238,118,48,,,,,,,,,,,,,,,,,,,,
SAA6008_02416,0,5,7,4,1,3,10,12,10,3,100,244,314,706,113,15,11,24,12,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02417,11,17,32,17,15,47,54,13,59,56,16,26,11,23,10,25,46,20,51,32,,,,,,,,,,,,,,,,,,,,
SAA6008_02418,3,12,10,9,3,10,73,17,31,15,6,13,15,25,14,17,93,32,33,14,,,,,,,,,,,,,,,,,,,,
SAA6008_02419,28,54,50,36,26,26,76,58,54,27,20,54,54,84,36,18,67,75,60,27,,,,,,,,,,,,,,,,,,,,
SAA6008_02418/2,5,6,2,3,3,13,32,22,20,10,5,19,30,36,9,17,67,45,29,16,,,,,,,,,,,,,,,,,,,,
SAA6008_02421,344,436,540,246,182,88,125,47,80,38,107,91,117,173,88,78,148,93,110,35,,,,,,,,,,,,,,,,,,,,
SAA6008_02422,33,30,55,26,25,57,94,53,93,58,80,121,45,178,65,45,59,45,57,32,,,,,,,,,,,,,,,,,,,,
SAA6008_02423,74,118,131,58,72,463,1064,1354,1042,419,416,552,1921,2435,258,404,919,1519,869,306,,,,,,,,,,,,,,,,,,,,
SAA6008_02424,8,14,11,7,5,17,44,66,17,12,22,33,40,51,11,11,25,48,17,9,,,,,,,,,,,,,,,,,,,,
SAA6008_02425,28,43,69,27,17,190,533,703,349,127,75,283,390,380,80,100,327,403,164,67,,,,,,,,,,,,,,,,,,,,
SAA6008_02426,95,241,261,282,182,59,112,110,202,88,37,53,94,381,49,37,76,111,148,50,,,,,,,,,,,,,,,,,,,,
SAA6008_02427,3,4,1,1,1,14,11,36,24,10,46,40,55,73,9,12,17,26,19,6,,,,,,,,,,,,,,,,,,,,
SAA6008_02428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02430,3,3,2,4,1,0,1,2,4,2,0,2,3,7,4,1,0,8,1,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02430/2,1,0,1,0,1,0,3,0,0,1,0,2,6,4,2,1,0,2,3,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02431,4,5,4,3,3,1,11,13,7,5,1,7,11,20,8,3,2,9,6,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02432,2,11,7,3,5,14,36,32,23,15,15,29,50,57,16,7,29,56,21,10,,,,,,,,,,,,,,,,,,,,
SAA6008_02433,15,33,42,16,24,71,145,203,114,60,72,109,198,291,64,59,118,187,142,52,,,,,,,,,,,,,,,,,,,,
SAA6008_02434,24,37,36,39,33,71,115,155,136,62,56,86,135,323,41,35,94,147,148,53,,,,,,,,,,,,,,,,,,,,
SAA6008_02435,13,30,35,32,25,25,66,90,64,40,15,27,68,119,24,23,54,85,58,28,,,,,,,,,,,,,,,,,,,,
SAA6008_02436,1,3,2,1,2,0,5,6,2,2,11,19,16,15,0,3,4,6,0,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02437,2,5,7,3,2,5,11,18,10,7,27,77,43,52,3,8,8,17,5,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02438,6,5,12,8,6,60,102,162,122,57,295,334,213,429,33,58,35,77,53,20,,,,,,,,,,,,,,,,,,,,
SAA6008_02439,14,20,28,14,10,5,17,35,10,7,12,41,27,59,6,10,13,24,7,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02440,13,11,12,11,6,4,12,26,11,6,20,29,22,47,12,7,3,15,8,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02441,8,16,14,12,12,51,68,154,79,38,180,142,147,294,33,38,45,86,41,18,,,,,,,,,,,,,,,,,,,,
SAA6008_02442,4,6,15,6,5,31,44,102,110,31,116,52,113,264,31,35,37,54,53,29,,,,,,,,,,,,,,,,,,,,
SAA6008_02443,17,33,27,16,21,1,3,8,3,6,5,4,20,11,12,1,4,1,1,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02444,8,27,21,7,4,25,82,123,62,20,54,104,164,297,53,19,57,137,60,21,,,,,,,,,,,,,,,,,,,,
SAA6008_02445,5,6,5,5,2,8,12,15,19,8,6,6,7,17,0,5,6,6,11,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02446,8,22,17,6,5,7,9,17,4,5,2,13,9,31,0,1,5,7,2,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02447,52,97,147,48,61,10,37,68,22,16,22,36,110,76,37,18,41,75,41,20,,,,,,,,,,,,,,,,,,,,
SAA6008_02448,50,44,61,38,24,6,13,16,13,3,10,15,33,118,15,10,10,15,33,6,,,,,,,,,,,,,,,,,,,,
SAA6008_02449,40,62,84,36,30,6,15,15,21,5,8,23,19,116,3,0,15,17,26,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02450,5,16,23,4,5,10,49,99,30,10,20,139,156,110,27,12,62,76,27,10,,,,,,,,,,,,,,,,,,,,
SAA6008_02451,16,10,15,21,10,24,40,87,66,28,62,79,100,310,56,24,37,81,71,18,,,,,,,,,,,,,,,,,,,,
SAA6008_02452,7,12,14,10,11,8,5,9,6,5,2,4,11,19,1,3,0,8,7,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02453,120,199,257,122,125,505,1044,2052,677,636,380,754,1540,905,352,448,1267,2665,551,518,,,,,,,,,,,,,,,,,,,,
SAA6008_02454,67,104,187,46,59,248,664,1149,338,203,203,320,767,317,121,242,705,1398,176,186,,,,,,,,,,,,,,,,,,,,
SAA6008_02455,71,113,165,95,110,254,582,1102,714,341,313,518,971,1344,352,256,709,1388,481,281,,,,,,,,,,,,,,,,,,,,
SAA6008_02456,47,85,121,55,54,40,115,148,92,57,93,126,252,259,111,52,93,200,51,34,,,,,,,,,,,,,,,,,,,,
SAA6008_02457,329,432,634,570,388,80,143,172,198,73,58,89,67,129,122,84,210,317,281,74,,,,,,,,,,,,,,,,,,,,
SAA6008_02458,597,877,1141,535,569,16,34,50,18,18,30,47,70,69,46,17,30,64,29,8,,,,,,,,,,,,,,,,,,,,
SAA6008_02459,5,26,21,8,11,14,102,69,49,42,50,113,350,313,84,42,257,118,128,46,,,,,,,,,,,,,,,,,,,,
SAA6008_02460,1,1,1,0,4,3,5,4,9,2,2,3,7,3,2,6,39,6,17,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02461,1,2,2,1,3,3,9,6,9,6,3,7,10,9,0,3,20,6,16,10,,,,,,,,,,,,,,,,,,,,
SAA6008_02462,2,8,8,4,1,5,6,8,7,3,4,2,8,9,2,1,10,9,14,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02463,2,2,3,2,0,0,0,1,1,1,0,1,2,3,1,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02465,12,15,14,12,14,4,4,4,7,2,2,4,8,15,2,2,6,6,4,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02465/2,4,4,5,13,6,2,2,3,3,3,2,1,4,16,3,2,3,5,1,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02466,33,32,47,19,24,6,8,23,6,2,4,9,6,21,5,5,7,12,3,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02467,47,70,81,79,66,8,17,16,13,6,11,7,21,43,17,12,11,21,7,7,,,,,,,,,,,,,,,,,,,,
SAA6008_02468,21,41,39,19,29,0,3,2,3,2,1,1,7,10,3,0,3,3,1,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02469,9,32,40,19,27,0,1,0,0,1,1,1,6,0,2,0,3,2,3,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02470,0,6,7,7,5,0,5,6,6,1,2,2,0,8,2,1,4,10,3,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02471,2,3,2,1,1,5,2,2,2,1,1,2,3,2,1,2,2,7,3,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02472,8,25,27,9,10,0,7,4,3,5,1,7,9,5,3,4,3,5,1,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02473,212,556,743,257,215,44,119,172,79,42,33,45,78,154,15,17,59,103,69,19,,,,,,,,,,,,,,,,,,,,
SAA6008_02474,486,1152,1390,700,533,61,198,245,171,55,30,88,122,285,36,18,123,150,124,26,,,,,,,,,,,,,,,,,,,,
SAA6008_02475,14,27,27,13,13,69,137,161,89,70,51,94,229,257,64,47,147,191,91,47,,,,,,,,,,,,,,,,,,,,
SAA6008_02476,14,19,14,12,14,7,12,21,15,3,8,8,13,57,2,6,5,16,10,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02477,7,21,33,31,11,2,9,6,6,4,9,36,5,20,9,6,8,3,3,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02478,6,10,14,14,8,2,1,13,5,4,4,12,7,12,7,3,3,7,1,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02479,4,10,16,4,7,162,421,36,315,156,1,10,5,10,3,107,592,30,341,165,,,,,,,,,,,,,,,,,,,,
SAA6008_02480,28,36,56,27,20,67,203,148,120,69,46,107,110,113,97,51,217,185,97,71,,,,,,,,,,,,,,,,,,,,
SAA6008_02481,47,56,70,41,32,117,213,331,170,96,93,136,320,351,89,76,232,347,90,67,,,,,,,,,,,,,,,,,,,,
SAA6008_02482,11,23,31,15,8,15,47,33,19,17,23,44,27,35,14,14,58,48,9,6,,,,,,,,,,,,,,,,,,,,
SAA6008_02483,324,489,738,517,359,40,89,71,71,45,41,72,46,118,88,22,47,49,45,18,,,,,,,,,,,,,,,,,,,,
SAA6008_02484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02485,30,20,57,33,33,50,61,174,71,47,135,146,219,389,190,37,50,137,65,29,,,,,,,,,,,,,,,,,,,,
SAA6008_02486,50,87,113,52,54,56,133,119,95,57,110,102,160,193,142,39,96,135,39,32,,,,,,,,,,,,,,,,,,,,
SAA6008_02487,18,38,51,23,18,33,49,99,27,21,11,9,18,23,12,4,42,68,12,12,,,,,,,,,,,,,,,,,,,,
SAA6008_02488,30,61,79,40,41,62,127,196,100,63,26,47,41,90,36,22,92,129,79,36,,,,,,,,,,,,,,,,,,,,
SAA6008_02489,19,24,28,20,13,21,44,46,35,16,9,9,11,22,2,10,30,33,18,7,,,,,,,,,,,,,,,,,,,,
SAA6008_02490,51,78,76,77,63,104,144,146,174,123,55,71,32,117,76,43,81,96,156,54,,,,,,,,,,,,,,,,,,,,
SAA6008_02491,68,129,136,107,93,19,41,65,88,29,35,65,67,582,40,14,55,63,177,20,,,,,,,,,,,,,,,,,,,,
SAA6008_02492,8,13,11,4,5,47,98,155,74,42,40,54,126,188,45,30,118,204,67,37,,,,,,,,,,,,,,,,,,,,
SAA6008_02493,83,161,161,67,61,54,152,68,54,23,34,71,57,55,31,36,130,114,60,35,,,,,,,,,,,,,,,,,,,,
SAA6008_02494,13,19,39,10,18,36,82,143,64,39,41,37,122,212,42,27,75,184,74,35,,,,,,,,,,,,,,,,,,,,
SAA6008_02495,28,47,54,16,22,8,31,13,12,7,13,42,26,23,24,8,20,19,3,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02496,73,78,204,66,111,22,39,32,36,43,43,59,60,71,71,22,16,34,16,29,,,,,,,,,,,,,,,,,,,,
SAA6008_02497,45,85,118,52,74,33,63,67,90,29,79,104,123,292,70,24,50,66,82,25,,,,,,,,,,,,,,,,,,,,
SAA6008_02498,6,15,26,9,6,2,12,31,8,5,7,12,35,68,6,3,10,21,21,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02499,38,27,51,16,17,25,21,76,22,16,45,40,115,137,34,19,14,61,31,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02500,47,112,106,62,54,17,58,30,58,28,23,50,33,39,44,12,55,34,37,15,,,,,,,,,,,,,,,,,,,,
SAA6008_02501,34,50,51,23,26,76,108,89,97,38,62,113,114,106,37,26,74,83,51,31,,,,,,,,,,,,,,,,,,,,
SAA6008_02502,4,7,9,1,1,1,10,4,4,1,2,11,5,3,2,1,9,3,6,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02503,11,17,19,7,10,13,25,16,19,13,7,13,11,19,10,11,15,25,14,14,,,,,,,,,,,,,,,,,,,,
SAA6008_02504,2,1,2,2,2,26,24,9,28,16,10,5,6,25,11,8,14,9,18,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02505,1,1,2,1,1,7,19,5,7,9,3,5,4,5,7,0,5,4,6,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02506,0,1,1,1,1,2,10,5,3,4,0,1,2,0,1,0,1,2,2,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02507,1,9,19,7,11,16,27,13,15,10,8,4,9,15,2,6,11,23,8,8,,,,,,,,,,,,,,,,,,,,
SAA6008_02508,4,13,16,3,9,29,45,24,22,19,8,15,20,29,12,12,49,25,15,16,,,,,,,,,,,,,,,,,,,,
SAA6008_02509,3,3,4,1,1,2,2,4,4,1,1,1,6,8,1,2,5,5,4,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02510,4,4,6,2,7,4,2,2,4,3,1,2,2,11,1,1,3,5,6,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02511,2,2,2,2,3,3,2,2,0,3,0,1,2,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02512,39,57,44,44,34,6,7,2,6,8,14,11,13,35,19,5,5,7,3,3,,,,,,,,,,,,,,,,,,,,
SAA6008_02513,278,304,389,302,326,27,63,24,49,32,44,64,69,155,121,24,26,45,36,24,,,,,,,,,,,,,,,,,,,,
SAA6008_02514,43,88,120,71,50,20,72,24,56,31,16,29,33,67,44,13,33,31,22,7,,,,,,,,,,,,,,,,,,,,
SAA6008_02515,399,621,996,408,288,19,40,10,18,12,75,103,70,109,142,28,51,25,51,18,,,,,,,,,,,,,,,,,,,,
SAA6008_02516,14,9,18,4,10,5,11,10,7,7,3,5,6,9,1,5,6,8,6,1,,,,,,,,,,,,,,,,,,,,
SAA6008_02517,10,12,8,1,1,3,6,7,7,4,5,10,2,8,0,1,4,4,2,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02518,8,35,34,20,21,18,42,19,21,22,12,33,14,16,21,6,26,21,9,11,,,,,,,,,,,,,,,,,,,,
SAA6008_02519,109,135,236,102,114,49,98,83,59,58,61,81,29,77,70,38,47,62,54,25,,,,,,,,,,,,,,,,,,,,
SAA6008_02520,20,109,115,21,37,10,64,58,32,22,30,95,74,78,33,11,50,69,30,19,,,,,,,,,,,,,,,,,,,,
SAA6008_02521,70,90,186,46,45,650,1029,1738,763,440,280,284,527,593,90,417,976,1722,765,303,,,,,,,,,,,,,,,,,,,,
SAA6008_02522,6,5,14,4,6,14,35,40,16,12,17,24,26,34,20,8,17,22,11,9,,,,,,,,,,,,,,,,,,,,
SAA6008_02523,3,7,4,1,6,12,25,27,18,10,16,23,30,28,32,8,13,31,15,7,,,,,,,,,,,,,,,,,,,,
SAA6008_02524,9,30,32,17,13,79,148,182,117,95,87,152,136,188,123,47,148,175,91,65,,,,,,,,,,,,,,,,,,,,
SAA6008_02525,3,7,12,8,8,9,10,11,17,10,14,19,19,57,9,2,10,9,16,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02527,11,22,29,12,14,44,124,41,76,75,31,63,32,41,46,25,87,28,26,47,,,,,,,,,,,,,,,,,,,,
SAA6008_02528,9,22,24,8,4,3,13,5,4,7,0,3,0,3,3,3,10,6,5,4,,,,,,,,,,,,,,,,,,,,
SAA6008_02529,2,5,2,1,2,1,7,4,3,0,1,2,0,0,1,1,2,2,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02530,6,11,10,3,17,1,10,7,8,3,3,5,6,13,3,3,2,13,2,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02531,14,19,15,21,18,47,88,239,99,60,28,60,93,204,47,18,42,165,63,21,,,,,,,,,,,,,,,,,,,,
SAA6008_02531/2,0,2,3,1,2,4,6,19,3,5,3,7,8,14,7,2,2,14,2,2,,,,,,,,,,,,,,,,,,,,
SAA6008_02533,1,4,6,1,0,2,6,8,7,5,2,4,3,11,2,0,4,5,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02534,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02535,19,24,22,24,11,84,203,198,137,75,51,74,95,138,42,47,106,163,77,29,,,,,,,,,,,,,,,,,,,,
SAA6008_02536,80,115,172,104,71,55,125,321,67,60,338,506,2021,1030,168,95,108,658,122,68,,,,,,,,,,,,,,,,,,,,
SAA6008_02537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02538,239,332,481,297,278,72,224,204,142,105,817,1117,3847,1936,700,219,273,401,198,146,,,,,,,,,,,,,,,,,,,,
SAA6008_02539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_02540,5,7,5,9,5,14,40,36,38,15,37,96,84,124,34,16,44,35,36,18,,,,,,,,,,,,,,,,,,,,
SAA6008_02541,6,2,8,2,4,10,23,9,19,13,59,157,100,202,63,15,28,16,33,16,,,,,,,,,,,,,,,,,,,,
SAA6008_02542,3,4,6,2,0,7,7,5,12,8,76,291,102,265,199,6,13,11,12,5,,,,,,,,,,,,,,,,,,,,
SAA6008_02543,215,395,536,279,263,44,105,132,97,39,66,126,129,240,122,40,176,183,92,53,,,,,,,,,,,,,,,,,,,,
SAA6008_02544,223,258,426,289,256,61,93,142,71,33,109,136,143,303,191,57,97,176,97,41,,,,,,,,,,,,,,,,,,,,
SAA6008_02545,581,1130,1416,657,627,49,256,100,73,38,136,371,545,515,406,77,119,201,131,65,,,,,,,,,,,,,,,,,,,,
SAA6008_02546,116,242,265,158,172,38,87,107,89,55,27,55,107,158,28,32,116,269,118,50,,,,,,,,,,,,,,,,,,,,
SAA6008_02547,20,39,32,28,15,409,848,97,745,362,73,117,163,195,99,198,562,92,371,217,,,,,,,,,,,,,,,,,,,,
SAA6008_02548,61,110,135,87,55,23,65,34,51,20,36,54,21,38,32,19,37,51,24,14,,,,,,,,,,,,,,,,,,,,
SAA6008_02549,18,33,56,35,28,21,51,46,52,25,91,140,141,355,71,45,87,81,85,32,,,,,,,,,,,,,,,,,,,,
SAA6008_02550,17,25,35,9,22,6,17,31,29,17,57,83,112,267,112,14,26,36,56,19,,,,,,,,,,,,,,,,,,,,
