,111171_A,111171_B,111171_C,111171_D,111171_E,111171_F,111171_G,111171_H,111171_I,111171_J,111171_K,111171_L
RSAU_000420,781,548,598,472,796,716,611,783,496,541,552,454
RSAU_000421,804,806,779,706,871,767,695,894,687,617,560,399
RSAU_000422,569,638,598,586,674,568,535,751,598,422,403,280
RSAU_000423,392,434,454,419,447,421,368,528,465,308,303,244
RSAU_000424,52,84,69,69,50,61,58,95,67,61,42,34
RSAU_000425,6,9,12,7,6,5,7,13,10,8,7,1
RSAU_000426,119,136,134,94,132,94,120,177,127,81,72,54
RSAU_000427,3099,3126,3106,2614,2740,2644,2803,3640,3155,1582,1621,1336
RSAU_000428,2385,2297,2397,1903,2120,2085,1904,2753,2314,1224,1250,929
RSAU_000429,125,169,161,159,144,163,187,222,184,78,89,64
RSAU_000430,243,272,303,247,274,274,329,379,320,154,142,99
RSAU_000431,3236,3146,2321,1653,2602,2958,2099,3432,2563,2932,2784,2179
RSAU_000432,615,604,695,609,505,508,642,869,651,556,543,466
RSAU_000433,902,763,793,678,682,648,758,1077,769,654,668,484
RSAU_000434,3155,3276,2423,1765,2673,2144,2150,3352,2520,1806,2207,1942
RSAU_000435,3618,3684,2927,2348,3041,2292,2557,3523,3062,2059,2679,2302
RSAU000420,0,0,0,0,0,0,0,0,0,0,0,0
RSAU000421,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000438,1550,1909,1755,1466,1764,1680,1409,2039,1810,918,1084,652
RSAU_000439,3433,3986,3640,3334,3214,3241,2904,3997,3412,2000,2067,1635
RSAU_000440,6496,6194,6867,5660,5139,5479,5805,7198,6648,3221,4008,2832
RSAU_000441,544,534,533,400,406,399,486,678,509,336,356,285
RSAU_000442,1904,2334,2183,1927,2068,1800,2225,2611,2374,1272,1184,773
RSAU_000443,804,1133,961,831,958,815,898,1243,1044,528,493,301
RSAU_000444,1080,1540,1420,1248,1226,1003,1339,1704,1377,718,735,461
RSAU_000445,127,178,211,185,144,169,185,211,177,101,84,69
RSAU_000446,593,786,806,926,770,697,771,911,814,438,450,347
RSAU_000447,2915,2960,2558,2303,2760,2360,2254,2786,2426,1650,1799,1335
RSAU_000448,192,239,264,204,192,213,219,316,276,138,143,114
RSAU_000449,447,538,470,427,530,405,429,642,500,275,285,228
RSAU_000450,15956,16490,16677,15289,15111,14746,15127,18271,15717,9615,9916,6938
RSAU_000451,429,348,337,375,350,322,396,528,309,301,320,236
RSAU_000452,11501,12908,11083,8071,11045,9648,11083,14951,13158,9186,8742,8082
RSAU_000453,96,113,117,84,94,96,89,158,112,68,93,57
RSAU_000454,68,54,54,44,49,54,49,76,44,21,41,32
RSAU_000455,299,325,288,238,244,244,242,360,287,179,192,138
RSAU_000456,3225,2988,3037,2463,2563,2720,2796,3458,2901,1920,2086,1641
RSAU_000457,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000458,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000459,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000460,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000461,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000462,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000463,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000464,0,0,0,0,0,0,0,0,1,0,0,0
RSAU_000465,7,4,1,2,1,6,12,2,11,9,4,2
RSAU_000466,1,0,4,1,0,34,2,0,12,2,6,2
RSAU_000467,1,2,6,5,6,104,3,0,40,4,9,6
RSAU_000468,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000469,106,126,125,111,97,114,106,166,115,117,116,72
RSAU_000470,459,350,440,338,372,378,388,498,385,406,510,369
RSAU_000471,482,443,504,379,435,440,417,568,458,511,611,505
RSAU_000472,1745,1620,1480,1299,1419,1332,1482,1745,1418,1044,1013,877
RSAU_000473,898,882,873,556,694,723,677,1069,787,576,574,453
RSAU_000474,1291,1294,1290,1044,1136,995,1088,1376,1236,936,953,744
RSAU_000475,1782,2243,1996,1691,1687,1518,1694,2393,1818,1305,1327,986
RSAU_000476,8138,9094,9211,8085,7269,6858,7518,10688,8444,5433,5560,4179
RSAU_000477,2743,2784,2812,2291,2399,2417,2663,3393,2841,1984,2087,1505
RSAU_000478,2162,2210,2251,1797,2137,2008,2080,2862,2265,1610,1370,1099
RSAU_000479,2691,2905,2972,2604,2437,2526,2579,3511,3050,1874,2016,1391
RSAU_000480,986,1125,1281,1123,897,841,1085,1489,1224,872,1055,696
RSAU_000481,2290,2457,2787,2291,2013,2064,2400,3474,2682,1743,1903,1342
RSAU_000482,630,730,876,811,462,530,739,1054,876,440,463,302
RSAU_000483,1430,1639,1830,1646,1188,1510,1669,2141,1829,1142,1210,862
RSAU_000484,1749,1803,2118,1784,1447,1693,1893,2454,2064,1362,1364,993
RSAU_000485,1646,1723,2020,1766,1327,1511,1606,2471,1991,1193,1212,827
RSAU_000486,421,435,576,467,396,405,457,615,516,332,343,245
RSAU_000487,257,378,313,288,272,299,290,495,352,198,246,181
RSAU_000488,2940,3251,3606,3311,2817,3103,3133,3950,3457,1997,2243,1516
RSAU_000489,5761,4997,6001,4781,4916,5780,5320,6765,6206,3897,4555,3266
RSAU_000490,7446,6327,7440,6331,6257,7285,6774,8763,7712,5772,6135,4748
RSAU_000491,3076,2466,3128,1962,1910,3036,2381,3795,3056,928,1155,985
RSAU_000492,3237,2379,3651,2728,2066,3032,2934,3962,3287,1022,1467,1197
RSAU_000493,571,484,542,416,408,483,506,821,571,237,275,195
RSAU_000494,49870,52615,53068,44140,44271,43506,44260,59291,52286,38721,43749,29927
RSAU_000495,61780,66745,76006,58467,57839,57269,63205,83392,76718,47114,51723,32105
RSAU_000496,2244,2110,2246,1526,1809,2216,1960,2980,2400,1619,1537,1156
RSAU_000497,9134,8277,10377,8806,6454,7487,8840,10628,9091,5506,6196,4486
RSAU_000498,9254,7877,9413,7280,6502,7372,7950,10507,8871,5566,6050,4431
RSAU_000499,54895,47136,55359,44027,36075,42215,47895,56524,51846,33226,37871,26952
RSAU_000500,55684,51127,50702,37466,35126,37422,42181,48605,45444,26727,34917,25257
RSAU_000501,1324,1200,1102,892,952,885,970,1266,1083,813,918,734
RSAU_000502,1876,2185,1717,1609,1789,1583,1686,2317,1684,1010,1068,835
RSAU_000503,8527,8060,7317,6196,6954,5961,5209,6662,5409,4394,5124,4522
RSAU_000504,509,655,566,514,603,535,558,742,595,296,330,233
RSAU_000505,3988,3987,3707,2862,3244,3280,3071,4158,3363,2384,2562,2158
RSAU_000506,3748,3783,3670,2789,3106,3118,2886,3922,3005,2203,2364,2137
RSAU_000507,761,717,794,547,675,593,641,783,704,487,462,373
RSAU_000508,358,339,322,271,323,286,325,391,339,206,217,169
RSAU_000509,201,198,211,151,212,166,167,217,162,144,128,100
RSAU_000510,117,100,83,92,98,90,93,117,97,81,71,46
RSAU_000511,1453,1372,1564,1212,1126,1267,1152,1491,1327,908,922,736
RSAU_000512,1468,1318,1419,1326,1266,1329,1050,1367,1264,849,749,665
RSAU000485,27,28,20,21,16,14,13,24,29,14,13,13
RSAU000487,30,24,31,26,25,29,34,29,30,16,15,13
RSAU000488,110,169,137,132,119,102,139,176,138,65,70,79
RSAU_000517,675,851,831,821,681,556,731,878,730,481,437,303
RSAU_000518,668,712,628,541,606,594,582,741,644,367,413,290
RSAU_000519,1446,1308,1358,1135,1285,1219,1093,1484,1107,915,915,721
RSAU_000520,4970,5125,4782,4267,4236,4074,4123,4883,4185,3394,3528,3028
RSAU_000521,2714,2752,2728,2097,2401,2275,2285,2888,2574,2099,2261,1879
RSAU_000522,810,869,673,423,501,639,586,930,678,579,599,488
RSAU_000523,562,699,644,474,577,511,448,627,504,323,327,215
RSAU_000524,1661,2015,1600,1355,1567,1359,1484,2069,1658,865,908,688
RSAU_000525,2450,3005,2262,1828,2737,2106,2049,2511,2492,1302,1540,1199
RSAU_000526,30,14,24,29,23,25,21,31,33,14,13,11
RSAU_000527,378,461,329,231,319,250,277,507,379,209,249,190
ncRNA:581468..581758,1,2,0,1,0,0,0,0,3,2,0,0
RSAU_000528,61,73,64,53,53,51,70,72,65,30,49,17
RSAU_000529,109,108,98,105,91,100,84,106,103,57,54,49
RSAU_000530,25,29,26,30,17,19,23,20,23,9,8,12
ncRNA:584988..585782,121,91,71,75,85,82,68,86,86,53,76,32
RSAU_000531,1211,1267,1005,876,1100,870,980,1169,896,638,765,539
RSAU_000532,289,252,220,192,233,254,211,278,245,145,151,105
RSAU_000533,287,255,340,339,274,287,330,322,304,157,167,154
RSAU_000534,355,337,331,295,323,321,334,385,296,192,173,193
RSAU_000535,1463,1494,1173,999,1163,1092,1501,2207,1590,840,978,896
RSAU_000536,392,421,313,320,388,301,336,443,337,248,281,210
RSAU_000537,427,464,336,257,344,350,299,473,364,267,346,237
RSAU_000538,202,189,164,125,156,206,191,288,240,161,161,110
RSAU_000539,5313,5429,4534,3563,4324,4053,3553,4501,3664,2824,2916,2496
RSAU_000540,4815,4608,4367,3660,3581,3751,3570,4358,3977,2549,2749,2207
RSAU_000541,4681,4389,4218,3327,3838,3698,3241,4269,3702,2265,2448,2095
RSAU_000542,249,356,314,311,270,249,278,472,326,190,198,146
RSAU_000543,645,784,645,624,711,566,653,926,875,373,440,286
RSAU_000544,1045,1189,1034,1070,1114,929,1152,1630,1222,551,623,442
RSAU_000545,204,146,179,111,129,137,155,241,203,149,150,157
RSAU_000546,260,235,218,206,175,210,195,246,188,204,289,196
RSAU_000547,17,23,32,20,11,15,29,31,26,19,19,11
RSAU_000548,369,418,407,328,349,340,337,474,359,283,248,204
RSAU_000549,85,76,80,76,88,76,62,113,103,72,65,52
RSAU_000550,136,154,162,167,155,129,106,167,128,95,76,60
RSAU_000551,134,154,142,165,119,123,132,156,158,98,81,75
RSAU_000552,151,133,131,170,138,119,123,143,134,98,74,64
RSAU_000553,86,101,89,102,83,77,64,86,67,58,44,36
RSAU_000554,58,72,73,57,79,57,59,69,50,49,49,30
RSAU_000555,65,66,82,85,52,50,78,92,60,54,49,31
RSAU_000557,912,924,924,814,769,811,774,986,777,505,538,395
RSAU_000558,3236,3297,3036,2449,2763,2483,2536,3126,2470,1707,2125,1714
RSAU_000559,333,391,308,253,266,261,263,459,293,234,191,177
RSAU_000560,2383,2461,2226,1956,1967,1882,1926,2797,2152,1522,1418,1158
RSAU_000561,1279,1190,1135,1019,1094,1033,987,1376,1110,837,844,666
RSAU_000562,128,143,112,129,142,115,111,169,139,87,86,82
RSAU_000563,105,136,122,62,93,109,124,180,129,91,86,70
RSAU_000564,2095,2295,2160,1850,1926,1830,2012,2560,2126,1383,1252,1011
RSAU_000565,238,271,232,241,277,200,223,313,240,137,141,87
RSAU_000566,673,698,676,614,572,541,639,699,668,401,339,285
RSAU_000567,218,266,188,161,231,171,177,252,203,138,146,99
RSAU_000568,269,308,264,201,251,209,215,289,238,183,152,155
RSAU_000569,655,719,685,546,641,606,500,737,637,412,389,291
RSAU_000570,2899,2422,2519,2035,2448,2262,2090,2564,2141,1474,1362,1425
RSAU_000571,416,411,317,312,318,298,339,429,343,227,254,239
RSAU_000572,285,344,230,200,274,182,232,392,231,150,176,185
RSAU_000573,2286,2103,1933,1127,1716,1449,2138,3206,2424,1120,1314,1332
RSAU_000575,16,23,21,15,22,13,19,27,23,10,19,11
RSAU_000576,13,8,7,9,4,9,9,17,8,9,9,5
RSAU_000577,182,176,125,101,92,118,89,231,171,158,190,176
RSAU_000578,1013,1111,941,747,736,787,721,1441,1093,773,1039,790
RSAU_000579,175,156,139,116,116,88,167,226,161,108,133,108
RSAU_000580,50,46,45,34,42,34,54,60,41,39,43,33
RSAU_000581,425,402,369,313,412,358,387,628,422,329,340,332
RSAU_000582,156,128,98,105,122,116,121,185,138,97,96,80
RSAU_000583,88,88,74,59,55,53,63,111,85,57,41,44
RSAU_000584,295,254,239,183,236,211,260,374,267,166,215,158
RSAU_000585,3782,3438,3467,2751,2823,2841,2638,3647,2917,2596,2658,2316
rsaC,42097,39266,36906,27590,30168,31348,26302,34770,28863,20702,26883,19066
RSAU_000587,13471,12943,15758,13613,10901,11693,13909,17555,14854,8178,8593,5824
RSAU_000588,7756,8580,8257,6778,7020,6638,7966,10230,8269,4688,4408,3235
RSAU_000589,12553,11773,13292,10437,9057,10220,12207,15709,12896,7252,7357,5577
RSAU_000590,1130,910,978,917,912,952,865,1129,927,704,744,647
RSAU_000591,130,114,98,78,89,105,86,140,112,58,71,53
RSAU_000592,465,526,487,390,410,365,443,561,443,297,310,258
RSAU_000593,2169,2182,1964,1425,1799,1714,1659,2264,1812,1111,1046,911
RSAU_000594,1745,1630,1312,1031,1379,1258,1275,1716,1321,970,895,852
RSAU_000595,474,548,466,412,466,386,422,554,427,257,209,179
RSAU_000596,458,572,486,499,503,471,404,600,475,260,203,221
RSAU_000597,223,223,186,235,254,234,181,305,210,111,106,92
RSAU_000598,495,593,667,535,469,532,666,799,673,410,350,270
RSAU_000599,14915,14940,12426,9901,11672,10106,11005,14226,11356,9559,9379,7536
RSAU_000600,2138,1770,1782,1546,1751,1706,1587,1974,1523,1387,1391,1172
rsaD,63,60,69,62,32,66,34,93,72,87,102,88
RSAU_000602,26,24,31,18,14,12,18,43,24,15,10,10
RSAU_000603,13,15,15,21,13,11,11,22,17,18,6,4
RSAU_000606,2,1,0,0,0,1,1,2,2,0,1,4
RSAU_000607,2,0,0,3,0,0,7,3,3,0,0,0
RSAU_000608,114,145,112,81,109,88,121,130,96,75,84,59
RSAU_000609,1,2,1,0,2,0,1,2,0,1,1,1
RSAU_000610,0,0,0,1,0,0,0,1,0,0,0,0
RSAU_000611,74,97,76,81,72,56,79,102,80,50,51,31
RSAU_000612,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000613,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000614,0,3,1,3,1,0,1,3,2,0,0,0
RSAU_000615,0,0,0,0,0,0,0,0,0,0,0,0
RSAU_000616,2,1,1,3,0,2,0,2,3,0,1,0
RSAU_000617,23,11,9,8,10,15,15,28,18,14,24,18
RSAU_MF_000589,20,11,21,22,17,31,31,39,38,16,25,14
RSAU_NEW_000589,7,2,1,1,0,0,1,2,0,3,4,1
RSAU_000620,1958,1498,1529,1329,1240,1373,1837,2161,1629,1174,1394,1179
RSAU_000621,1322,1409,1397,1123,1220,1055,1318,1692,1420,1078,899,836
RSAU_000622,425,264,302,293,326,355,319,395,245,289,335,246
RSAU_000623,537,395,514,341,311,452,351,479,494,246,298,244
RSAU_000624,158,130,165,110,110,165,132,190,196,90,122,91
RSAU_000625,314,249,262,189,185,253,235,295,271,148,186,121
RSAU_000626,883,1130,905,725,907,780,765,1117,956,434,516,377
RSAU_000627,619,773,711,545,671,619,626,769,655,316,297,264
RSAU_000628,659,820,706,616,708,627,527,716,580,289,314,242
RSAU_000629,6562,7129,5625,4353,5846,5073,4762,6049,4923,4211,5127,3729
RSAU_000630,853,688,623,606,866,859,621,769,523,463,512,385
RSAU_000631,621,560,560,539,489,475,648,703,560,433,383,315
RSAU_000632,337,293,330,295,292,301,309,343,321,262,180,182
RSAU_000633,1991,2269,1612,1149,1662,1420,1303,1645,1342,1007,1085,893
RSAU_000634,1020,1082,935,774,893,778,745,1086,871,703,670,528
RSAU_000635,556,607,508,436,562,507,470,555,482,344,360,245
RSAU_000636,983,1183,1069,875,1062,874,797,1145,900,669,633,506
RSAU_000637,521,509,553,586,421,467,561,594,529,351,343,260
RSAU_000638,1253,1114,1184,1129,1062,1039,1134,1385,1087,692,666,458
RSAU_000639,993,981,940,713,831,827,828,1066,891,590,550,599
RSAU_000640,1781,1852,1662,1457,1494,1497,1463,1821,1598,1031,1021,854
RSAU_000641,33744,30877,32339,25747,25257,25794,22277,24531,21802,20558,26972,18855
RSAU_000642,504,621,482,384,519,418,474,658,530,386,367,296
RSAU_000643,451,472,417,362,404,370,495,594,463,270,212,226
RSAU_000644,42,57,40,40,54,51,45,68,54,37,26,18
RSAU_000645,1602,1445,1408,1109,1330,1380,1407,1659,1362,849,830,745
RSAU_000646,1445,1364,1305,1184,1362,1222,1101,1294,1179,702,731,615
RSAU_000647,629,760,638,560,710,516,553,753,621,427,353,324
RSAU_000648,1777,2137,1924,1592,1892,1537,1532,2018,1665,1118,1027,783
RSAU_000649,1410,1669,1476,1291,1474,1326,1285,1913,1377,892,901,725
RSAU_000650,532,587,455,463,502,462,428,643,478,316,328,230
RSAU_000651,244,218,194,155,166,128,149,259,216,151,146,118
RSAU_000652,6,6,3,9,8,4,9,12,7,6,7,8
RSAU_000653,237,218,259,239,197,192,243,329,243,171,155,148
RSAU_000654,446,528,485,442,430,420,421,634,465,313,311,291
RSAU_000655,93,99,59,71,56,73,71,98,104,53,35,44
RSAU_000656,1006,1176,909,835,1006,868,813,1162,1035,497,577,522
RSAU_000657,308,433,369,416,358,291,358,527,448,150,154,131
RSAU_000658,769,1090,906,1049,847,817,845,1241,1056,480,505,410
RSAU_000659,424,526,404,313,431,434,415,602,480,219,249,219
RSAU_000660,1027,1096,908,794,889,850,816,1053,868,683,675,478
RSAU_000661,1195,1265,1249,1045,1155,1139,1042,1337,1078,718,685,565
RSAU_000662,16782,13727,14161,10794,11893,11509,12930,15455,12583,12560,12376,11571
RSAU_000663,338,329,313,261,266,264,272,341,295,187,209,135
RSAU_000664,852,825,804,623,611,660,711,893,684,464,511,394
RSAU_000665,211,244,190,156,221,186,181,240,196,122,155,79
RSAU_000666,222,235,224,203,189,225,231,248,195,161,155,145
RSAU_000667,570,612,537,489,603,536,507,671,545,394,394,330
RSAU_000668,604,705,529,352,512,448,312,568,410,300,293,218
RSAU_000669,499,497,405,241,396,394,304,443,376,284,259,292
RSAU_000670,219,254,212,141,245,208,195,253,189,151,171,123
RSAU_000671,582,659,561,419,492,479,473,715,468,499,460,345
RSAU_000672,106,109,95,89,100,96,100,113,99,69,84,48
RSAU_000673,23,25,38,25,14,21,19,29,27,14,20,12
RSAU_000674,31,44,49,30,21,24,14,50,27,23,22,15
RSAU_000675,251,300,237,208,233,211,198,249,210,171,194,145
RSAU_000676,765,776,775,664,651,641,722,860,696,327,331,260
RSAU_000677,4623,4781,4415,3866,4212,3653,3906,5031,4190,3334,2816,2616
RSAU_000678,1130,1209,1137,855,1069,957,889,1311,979,531,605,495
RSAU_000679,2413,2556,2179,1963,2351,2031,1828,2589,2087,1241,1300,1197
RSAU_000680,3115,3323,2951,3064,3043,2494,2984,3432,2876,2077,1692,1584
RSAU_000681,1338,1481,1209,1162,1303,951,1234,1498,1166,895,735,648
RSAU_000682,466,687,442,461,565,340,499,618,532,338,341,192
RSAU_000683,762,967,669,654,845,516,724,904,660,494,502,351
RSAU_000684,997,991,813,634,789,756,647,948,746,547,603,532
RSAU_000685,402,352,435,426,347,406,362,448,354,257,272,217
RSAU_000686,140,109,130,114,103,117,89,150,119,73,96,63
RSAU_000687,145,124,135,133,101,116,122,142,131,89,61,46
RSAU_000688,58,37,42,25,32,25,41,60,44,24,32,16
RSAU_000689,135,166,143,164,122,130,127,189,157,62,69,37
RSAU_000690,141,187,149,188,145,159,154,194,178,98,82,56
RSAU_000691,346,355,343,387,338,274,333,401,376,177,189,131
RSAU_000692,419,462,481,439,443,441,442,575,434,264,281,170
RSAU_000693,18681,17935,18229,16813,16457,15623,17750,21567,17675,9146,8935,7979
RSAU_000694,1122,1412,1355,1465,1180,968,1383,1793,1480,955,889,661
RSAU_000695,1766,2366,2211,2232,2094,1802,2126,2691,2114,1147,1116,735
RSAU_000696,901,1164,1007,888,944,769,966,1233,962,601,633,455
RSAU_000697,2267,2840,2376,2138,2468,2056,2278,3241,2380,1254,1117,909
RSAU_000698,612,551,641,466,433,498,505,703,539,514,615,543
RSAU_000699,832,729,778,601,564,688,642,780,692,639,820,609
RSAU_000700,948,1128,774,546,1008,701,667,1180,968,585,684,584
RSAU_000701,1277,1371,1455,1115,1214,1070,1235,1661,1469,1024,888,832
RSAU_000702,1522,1491,1207,1017,1107,1005,1229,1578,1252,909,1076,809
RSAU_000703,293,262,290,217,255,240,233,296,247,138,167,112
RSAU_000704,356,262,338,269,225,244,296,386,294,166,186,153
RSAU_000705,611,675,639,422,397,514,534,775,578,502,502,368
RSAU_000706,12382,11210,12105,10635,9338,10833,9779,11783,9986,8509,8350,6081
RSAU_000707,6700,5633,6684,5422,5087,6005,4932,6169,5288,4219,3786,3134
RSAU_000708,48,31,38,30,21,44,27,36,42,15,32,13
RSAU_000709,49,31,26,20,14,20,16,30,31,11,6,21
RSAU_000710,27,24,46,36,18,39,32,35,27,14,29,9
RSAU_000711,54,25,62,59,24,32,40,63,49,20,22,19
RSAU_000712,947,890,922,725,735,810,768,883,817,447,507,418
RSAU_000713,843,855,737,548,752,714,679,882,731,440,424,416
RSAU_000714,27,29,30,30,27,30,34,58,33,23,18,15
RSAU_000715,808,787,845,953,654,670,854,997,808,465,410,433
RSAU_000716,682,734,580,503,638,540,562,857,638,456,495,373
RSAU_000717,1214,1348,1136,1009,1146,1044,1051,1391,1128,777,827,694
RSAU_000718,3212,2898,2980,2371,2659,2628,2531,3104,2619,1795,1899,1510
RSAU_000719,236,240,213,194,220,179,214,256,196,111,117,94
RSAU_000720,214,236,235,165,214,217,215,269,242,125,155,98
RSAU_000721,768,679,667,530,594,610,609,863,710,385,402,372
RSAU_000722,351,356,326,285,326,286,392,469,365,230,278,230
RSAU_000723,808,910,746,550,668,664,553,718,609,416,511,470
RSAU_000724,778,723,770,646,641,608,692,928,705,796,846,688
RSAU_000725,32,47,61,56,40,28,40,50,49,40,31,21
RSAU_000726,22,23,34,23,35,24,16,33,28,17,17,14
RSAU_000727,8124,7703,7314,4839,6242,6208,5694,7759,6193,5254,7206,5505
RSAU_000728,8957,9279,9576,8031,7954,8306,8311,10738,8923,4674,4956,3875
RSAU_000729,690,714,689,579,467,560,616,829,651,367,421,327
RSAU_000730,32,40,42,43,32,37,45,46,44,40,22,16
RSAU_000731,157,186,173,142,155,144,196,351,229,157,154,145
RSAU_000732,136,139,113,106,114,88,117,161,128,82,82,71
RSAU_000733,1178,1802,1505,1488,1396,1167,1385,1975,1579,927,901,575
RSAU_000734,3581,3936,4054,3972,4403,3460,3747,5067,3938,2588,2643,1745
RSAU_000735,1316,1452,1332,1072,1168,1043,1178,1701,1255,865,1059,722
RSAU_000736,810,998,848,764,852,787,814,1070,887,512,577,385
RSAU_000737,352,466,385,327,406,354,324,461,366,249,241,201
RSAU_000738,748,975,826,766,778,780,835,1085,939,553,545,354
RSAU_000739,6043,7004,5791,5075,5080,5157,5386,6945,5337,4664,6087,4714
RSAU_000740,608,707,638,512,606,574,501,723,625,392,386,341
RSAU_000741,2238,2626,2164,1780,2123,1846,1899,2846,2243,1252,1320,983
RSAU_000742,2315,2970,2590,2517,2360,2104,2430,3459,2726,1448,1517,1185
RSAU_000743,2,0,5,0,2,3,1,3,3,2,2,0
RSAU_000744,5762,5580,4963,3567,4540,4242,4074,5327,4233,3101,3174,2907
RSAU_000745,1667,2130,1406,1200,1598,1182,1442,2069,1551,783,1017,726
RSAU_000746,701,777,539,448,630,511,521,853,616,403,501,389
rsaH,16,20,12,8,20,15,6,11,12,8,12,5
RSAU_000748,661,799,829,799,672,608,837,939,667,500,502,424
RSAU_000749,1691,1944,1746,1332,1487,1351,1518,2062,1692,913,1136,820
RSAU_000750,4339,5347,4220,3081,3961,3426,3787,4564,3915,2066,2939,2096
RSAU_000751,1202,1639,1264,870,1177,970,1223,1623,1304,592,703,486
RSAU_000752,846,1199,988,822,726,609,940,1224,1002,387,524,341
RSAU_000753,2129,2929,2394,1780,1998,1726,2332,3136,2514,1126,1341,755
RSAU_000754,15718,17728,15311,10356,13356,12043,13169,15822,14323,6426,7271,5880
RSAU_000755,707,664,632,439,466,485,576,848,612,573,497,461
RSAU_000756,502,522,427,397,415,418,367,536,461,432,400,326
RSAU_000757,937,1075,950,777,732,863,939,1222,1027,677,709,506
RSAU_000758,4429,5277,5138,4302,4242,4066,4717,6542,5317,3011,3269,2101
RSAU_000759,1276,1326,1353,1271,1221,1170,1425,1710,1542,865,1027,670
RSAU_000760,48,48,51,64,35,23,52,68,45,45,27,22
RSAU_000761,19,14,24,17,16,17,24,24,17,9,9,13
RSAU_000762,48,31,41,42,19,40,54,61,33,32,29,31
RSAU_000763,21,28,15,9,8,15,13,30,17,14,9,6
RSAU_000764,64,117,57,63,94,52,85,129,77,29,43,30
RSAU_000765,19757,33868,25291,21703,25135,18258,21489,27244,23027,9822,12943,7832
RSAU_000766,39,59,38,51,50,32,32,58,44,19,19,8
RSAU_000767,36,52,51,50,44,29,54,60,46,24,26,25
RSAU_000768,4,2,1,4,3,3,0,3,0,3,0,3
RSAU_000769,73,43,46,63,48,50,45,92,70,88,68,99
RSAU_000770,407,357,293,240,268,515,286,394,356,394,439,341
RSAU_000771,116,107,104,105,90,101,91,177,112,57,59,48
RSAU_000772,102,95,82,65,57,86,114,146,117,70,41,63
RSAU_000773,102,100,62,61,64,85,60,107,106,82,98,84
RSAU_000774,371,511,269,175,299,310,183,425,287,229,304,226
RSAU_000775,1008,778,780,697,641,780,705,1007,829,770,835,674
RSAU_000776,181,198,179,120,160,157,152,205,161,141,178,148
RSAU_000777,353,301,238,184,250,253,272,373,281,267,271,254
RSAU_000778,773,950,648,457,755,683,622,1033,926,434,524,423
RSAU_000779,247,239,204,154,195,173,154,264,155,97,127,120
RSAU_000780,1528,1234,1343,1000,1126,1225,1205,1428,1203,905,1114,852
RSAU_000781,1891,1601,1490,907,1505,1454,1175,1668,1322,1061,1201,974
RSAU_000782,483,488,416,274,379,459,351,585,404,343,303,284
RSAU_000783,3502,3488,2971,2084,2816,2868,2654,4165,3192,1787,1991,1636
RSAU_000784,171,171,184,149,162,154,145,243,212,136,123,97
RSAU_000785,147,156,104,99,129,116,92,149,135,83,89,66
RSAU_000786,252,325,185,169,275,222,207,307,237,164,172,185
RSAU_000787,246,190,279,194,147,218,299,303,251,281,361,275
RSAU_000788,109,100,128,89,69,76,119,130,112,133,190,109
RSAU_000789,230,173,296,242,154,227,286,311,235,227,363,226
RSAU_000790,1068,1466,911,679,1311,1345,840,1502,1168,1039,911,881
RSAU_000791,126,109,107,78,76,123,82,140,98,75,106,67
RSAU_000792,1107,1368,1287,1098,1089,1168,1016,1796,1235,604,735,503
RSAU_000793,5927,7229,7476,6195,5876,6101,5583,8966,7230,3075,3679,2472
RSAU_000794,7083,8733,8972,7064,7138,7541,7189,10386,8616,3644,4672,2905
RSAU_000795,2462,2876,2953,2338,2423,2482,2238,3490,2809,1266,1494,993
RSAU_000796,23203,23834,24105,17533,18554,19309,18943,25872,22128,10177,11987,8920
RSAU_000797,78,82,77,35,53,51,59,86,70,50,52,44
RSAU_000798,567,804,543,463,606,478,513,759,600,350,435,321
RSAU_000799,1212,1456,1320,1233,1269,1104,1219,1542,1309,676,867,612
RSAU_000800,735,890,760,724,730,678,709,834,725,429,451,335
RSAU_000801,644,732,661,635,623,524,521,695,560,305,309,208
RSAU_000802,1052,1277,1403,1343,1145,1042,1147,1453,1167,580,615,414
RSAU_000803,4068,4481,3891,3429,3634,3424,3369,4500,3448,2936,3110,2510
RSAU_000804,746,788,724,624,755,722,536,874,691,617,552,537
RSAU_000805,45,39,48,30,24,28,38,90,42,31,38,25
RSAU_000806,142,158,130,102,134,108,111,151,142,67,71,54
RSAU_000807,582,737,612,545,650,508,517,741,615,279,295,227
RSAU_000808,1161,1466,1343,1273,1333,1172,1192,1565,1273,639,629,443
RSAU_000809,3926,3496,4124,3544,2828,3297,4163,5007,4410,2001,2465,1677
RSAU_000810,3127,2808,3154,2514,2470,2806,3043,3661,3193,1382,1516,1134
RSAU_000811,252,216,263,192,182,233,262,299,255,121,133,87
