,WT-qscR-1 raw counts,WT-qscR-2 raw counts,qscR-1 raw counts,qscR-2 raw counts
PA5328,0,0,1,0
PA5329,6,6,4,4
PA5330,35,40,17,10
PA5331,21,33,13,13
PA5332,86,69,32,14
PA5333,5,6,3,3
PA5334,16,21,15,9
PA5335,30,24,4,5
PA5336,4,8,2,6
PA5337,24,16,9,2
PA5338,51,56,38,26
PA5339,3,3,5,7
PA5340,8,6,11,4
PA5341,5,2,0,1
PA5342,10,5,1,0
PA5343,10,4,2,2
PA5344,24,27,13,10
PA5345,32,24,9,3
PA5346,216,230,52,33
PA5347,6,2,3,2
PA5348,23,16,23,11
PA5349,47,41,13,10
PA5350,0,1,1,0
PA5351,1,1,0,0
PA5352,1,1,0,0
PA5353,7,10,1,4
PA5354,10,10,1,2
PA5355,18,27,2,2
PA5356,31,28,7,5
PA5357,5,10,13,6
PA5358,57,50,32,28
PA5359,47,42,32,22
PA5360,25,26,7,5
PA5361,9,16,3,1
PA5362,16,13,5,5
PA5363,13,11,5,4
PA5364,27,43,10,5
PA5365,11,3,1,0
PA5366,5,7,0,6
PA5367,17,29,4,1
PA5368,16,22,7,4
PA5369,13,13,1,1
PA5370,14,11,1,6
PA5371,22,22,12,5
PA5372,22,32,9,6
PA5373,21,20,12,7
PA5374,0,8,1,1
PA5375,7,18,3,4
PA5376,10,16,9,7
PA5377,8,13,2,0
PA5378,15,12,6,3
PA5379,8,16,5,4
PA5380,31,26,10,3
PA5381,2,4,1,1
PA5382,7,2,1,1
PA5383,9,5,2,3
PA5384,7,10,0,0
PA5385,0,2,0,0
PA5386,3,1,0,4
PA5387,4,4,0,0
PA5388,4,3,2,0
PA5389,19,9,0,2
PA5390,8,9,1,1
PA5391,2,3,2,2
PA5392,3,0,0,0
PA5393,11,13,2,1
PA5394,15,27,9,3
PA5395,3,0,2,0
PA5396,12,8,5,1
PA5397,0,1,0,0
PA5398,31,18,2,2
PA5399,23,9,1,5
PA5400,11,11,1,4
PA5401,6,7,2,3
PA5402,3,4,1,4
PA5403,0,0,1,0
PA5404,0,0,1,0
PA5405,1,1,4,1
PA5406,1,1,0,0
PA5407,3,0,0,1
PA5408,9,5,0,0
PA5409,13,16,5,3
PA5410,5,8,3,0
PA5411,5,6,3,1
PA5412,33,30,6,10
PA5413,15,20,4,6
PA5414,5,5,5,3
PA5415,24,19,6,1
PA5416,19,16,2,5
PA5417,1,0,0,0
PA5418,41,43,13,5
PA5419,0,1,1,0
PA5420,6,8,3,1
PA5421,8,8,6,3
PA5422,50,62,11,17
PA5423,11,8,12,3
PA5424,58,56,8,11
PA5425,24,9,4,13
PA5426,6,4,0,2
PA5427,343,382,174,100
PA5428,22,39,12,7
PA5429,200,244,209,150
PA5430,21,24,5,4
PA5431,12,14,5,2
PA5432,1,2,0,1
PA5433,3,2,1,0
PA5434,10,8,2,3
PA5435,55,60,17,7
PA5436,40,50,14,3
PA5437,10,15,0,2
PA5438,59,55,26,15
PA5439,55,67,11,6
PA5440,21,18,7,4
PA5441,48,21,13,6
PA5442,25,23,2,4
PA5443,27,53,14,15
PA5444,7,12,2,1
PA5445,29,30,25,14
PA5446,164,151,100,58
PA5447,44,39,14,22
PA5448,15,9,7,2
PA5449,12,23,8,3
PA5450,16,17,8,3
PA5451,6,6,1,0
PA5452,13,14,4,2
PA5453,13,18,2,4
PA5454,10,11,4,2
PA5455,10,13,7,4
PA5456,18,6,3,2
PA5457,6,7,2,1
PA5458,16,15,2,1
PA5459,9,8,1,1
PA5460,16,12,2,2
PA5461,9,18,7,3
PA5462,3,1,0,0
PA5463,2,2,4,3
PA5464,20,18,10,14
PA5465,10,4,3,4
PA5466,6,12,3,1
PA5467,3,1,1,0
PA5468,26,17,5,8
PA5469,8,5,4,1
PA5470,5,8,1,1
PA5471,24,17,7,2
PA5471.1,0,0,0,0
PA5472,5,7,5,3
PA5473,82,90,17,10
PA5474,106,88,30,12
PA5475,212,207,70,44
PA5476,14,13,2,6
PA5477,9,11,1,3
PA5478,13,15,8,4
PA5479,14,23,2,4
PA5480,2,2,6,2
PA5481,10,3,8,6
PA5482,0,0,0,2
PA5483,41,30,12,3
PA5484,19,39,16,13
PA5485,15,10,12,1
PA5486,5,8,3,1
PA5487,83,64,21,20
PA5488,26,47,15,10
PA5489,38,23,13,5
PA5490,29,49,44,23
PA5491,1,7,8,5
PA5492,43,32,23,17
PA5493,41,37,24,18
PA5494,62,72,10,14
PA5495,84,53,33,16
PA5496,20,24,13,8
PA5497,84,75,46,19
PA5498,37,32,9,3
PA5499,36,55,5,6
PA5500,25,32,13,8
PA5501,19,15,5,7
PA5502,12,24,9,6
PA5503,9,15,7,1
PA5504,5,9,0,1
PA5505,8,10,5,6
PA5506,12,10,3,1
PA5507,3,7,2,1
PA5508,12,10,3,1
PA5509,7,4,0,0
PA5510,10,16,4,3
PA5511,17,20,2,1
PA5512,17,13,5,1
PA5513,7,6,1,3
PA5514,2,4,6,0
PA5515,8,9,4,5
PA5516,13,7,4,3
PA5517,5,3,1,1
PA5518,33,31,8,7
PA5519,13,13,4,0
PA5520,6,8,0,6
PA5521,37,22,17,7
PA5522,32,36,4,7
PA5523,38,42,18,11
PA5524,40,33,7,7
PA5525,28,25,6,4
PA5526,6,8,2,1
PA5527,13,23,8,6
PA5528,19,16,16,10
PA5529,29,31,6,2
PA5530,7,10,3,3
PA5531,19,23,16,13
PA5532,9,6,0,3
PA5533,1,6,2,0
PA5534,3,6,1,3
PA5535,10,12,3,2
PA5536,0,2,2,0
PA5537,6,7,2,1
PA5538,4,10,4,3
PA5539,6,10,0,1
PA5540,0,1,3,0
PA5541,28,21,3,0
PA5542,12,22,3,3
PA5543,0,1,0,1
PA5544,29,29,7,3
PA5545,21,23,13,3
PA5546,154,173,123,75
PA5547,7,12,2,2
PA5548,15,13,6,4
PA5549,28,26,14,2
PA5550,5,6,3,3
PA5551,41,37,7,0
PA5552,35,38,13,8
PA5553,10,13,13,3
PA5554,54,67,52,47
PA5555,28,20,31,21
PA5556,76,71,97,54
PA5557,16,13,19,11
PA5558,33,17,26,20
PA5559,5,13,18,5
PA5560,32,34,35,25
PA5561,3,1,3,1
PA5562,17,17,10,5
PA5563,18,21,4,7
PA5564,16,14,1,7
PA5565,77,82,37,33
PA5566,0,4,0,0
PA5567,34,34,7,0
PA5568,34,31,14,12
PA5569,10,22,12,9
PA5570,1,1,2,2
