gene,E11,E12,E1E21,E1E22,E21,E22,WT1,WT2
CDS113681,2004,1517,1852,1902,2530,1789,1267,1860
CDS113781,3601,3786,3941,3374,3230,3318,3358,3440
CDS105383,4943,4640,6141,5522,5552,5173,4269,4433
CDS109139,364603,309707,188644,182570,169440,175213,279357,294616
CDS109878,20458,15732,9345,9207,12163,9249,14087,16479
CDS103822,2532,2129,2134,2110,1860,1732,1840,2202
CDS111369,61234,49739,28932,28874,25757,28432,44752,47251
CDS107033,503,359,532,595,550,415,268,400
CDS105895,34313,25502,26195,26745,42093,22670,20972,26149
CDS103522,2624,1997,2139,2128,2325,1989,1743,2135
CDS103018,1096,1302,2009,1793,1453,1524,1222,1183
CDS113217,35048,31822,20510,23981,33407,20735,23138,32876
CDS106205,1626,1336,2674,2617,1268,1607,1356,1174
CDS106717,971,917,1340,1194,1401,1054,958,944
CDS106035,22,7,6,8,12,7,4,1
CDS103990,4364,2644,3865,4393,8614,3967,2400,3142
CDS111897,5693,4803,3994,3790,3485,3758,4387,4814
CDS105031,8137,8061,16575,14004,12840,10891,7248,7305
tRNA109093,677,554,300,334,422,344,545,554
CDS107709,95,94,233,215,189,214,77,98
CDS108069,13828,11162,10478,10006,11943,9155,9620,11291
CDS110044,1034,895,758,768,917,670,790,886
CDS107081,949,367,629,858,1962,642,289,350
CDS111275,2255,1846,921,1228,964,1098,1823,2028
CDS113795,7588,7085,5948,5831,5742,5479,6503,6587
CDS108449,4599,4249,4738,4243,4923,4060,4181,4297
CDS110361,1222,1072,1650,1513,1898,1401,997,1193
CDS109710,116,106,114,151,135,154,73,131
CDS109236,4432,3838,4672,4501,4684,4117,3510,3875
CDS103882,23024,18768,10630,12457,15733,12592,15318,23986
CDS108445,737,623,747,681,954,610,664,668
CDS106741,124,158,793,562,582,460,129,155
CDS103912,36867,40865,34516,32453,35549,29085,35057,37103
CDS21174453,15668,17711,8931,8624,9805,8095,16083,16686
CDS106019,2725,2595,2947,2524,2753,2199,2178,2417
CDS112385,6002,3460,3944,4627,3989,3887,2837,3721
CDS110543,21737,17790,10473,10402,10042,9487,17205,17115
CDS109584,48,45,65,60,70,49,45,49
CDS103512,3779,2918,2964,2950,3163,2461,2575,2890
CDS107435,1998,2237,2876,2593,2197,2286,2114,1999
CDS104817,265,173,660,629,649,568,168,192
CDS105515,1134,643,757,713,819,635,624,898
CDS112083,2128,1746,1962,1839,1803,1586,1573,1696
CDS109690,1926,1674,1406,1259,1222,1199,1575,1641
CDS111153,183,179,873,824,743,813,166,170
CDS112521,1722,1809,1696,1558,1689,1468,1632,1723
CDS106449,1916,1820,4518,4075,4258,3728,1591,1674
CDS103438,1418,1222,1100,1129,1107,1079,1220,1357
CDS103386,443,511,478,437,445,407,420,462
CDS108063,18835,17283,12414,11697,14805,11742,15284,16934
CDS110551,7627,8581,5095,4980,3865,4420,7657,7942
CDS112291,6788,6431,6090,6498,6227,6171,5695,6380
CDS105905,202,170,240,235,251,201,151,161
CDS105105,228,196,166,156,214,169,183,204
CDS109282,10165,4221,4744,5176,14100,4550,3729,4183
CDS112253,16395,14258,20287,18534,16403,17551,12751,13826
CDS105845,114,104,145,145,182,132,68,108
CDS113721,2333,1458,1543,1572,2520,1401,1221,1847
CDS104305,409,325,443,390,357,320,303,318
CDS106323,61452,53022,36581,37402,44401,36438,49492,50583
CDS112993,29413,24799,24823,24321,38854,24755,21289,24970
CDS110439,13836,11087,16489,15435,14464,14333,10866,10378
CDS112160,2514,2259,2015,1884,2184,1679,2148,2170
CDS113115,2012,1919,1607,1451,1617,1419,1750,1972
CDS104645,293,178,181,225,356,220,165,224
CDS111569,292,226,182,165,128,118,244,230
CDS104020,803,552,733,834,1551,785,470,626
CDS105693,7833,7419,10810,10283,10711,9412,7049,7240
CDS111525,198,140,947,907,944,716,121,127
CDS105367,1380,1440,1483,1294,1102,1210,1317,1360
CDS105919,2412,2728,1596,1487,1318,1480,2696,2490
CDS108145,2588,1694,2758,2608,4324,2267,1565,1693
CDS103930,65601,57494,32404,32632,33009,30507,51678,56840
CDS104154,154,203,324,286,228,268,195,167
CDS103356,2826,2288,1909,1931,2339,1586,2100,2373
CDS21174465,546,425,1088,1045,1166,998,418,396
CDS106489,55,51,112,88,86,73,38,29
CDS111201,5254,5126,4173,3944,3384,3171,4247,4996
CDS109434,11163,9293,4537,4714,4314,4205,8356,9113
CDS111671,10989,10293,8146,7891,7616,7176,9799,10133
CDS103902,1350,1292,1528,1348,1261,1162,1242,1297
CDS103726,783,856,908,913,826,742,740,819
CDS110875,2769,2632,3730,3328,3318,2804,2278,2578
CDS112657,527,372,481,658,398,488,328,409
CDS111273,40798,32451,15120,20446,10285,16068,26948,37476
CDS107027,1132,1088,1668,1404,1460,1260,1033,1020
CDS104723,200,180,209,253,347,196,172,192
CDS111757,4950,4450,3292,3265,3302,3075,4305,4309
CDS107727,14,20,68,55,53,50,22,11
CDS111919,2584,2461,4629,4285,4592,4008,2358,2568
CDS104547,3645,3821,3727,3546,3127,3324,3270,3688
CDS111875,942,874,912,962,813,772,754,803
CDS103132,119,122,121,135,132,121,137,124
CDS105647,1181,1203,1715,1529,1410,1384,1119,1022
CDS134035,3932,3771,2987,2808,2724,2680,3685,3502
CDS111125,200,203,730,588,526,504,201,193
CDS112467,707,660,832,710,708,658,625,679
CDS111095,101,100,354,390,234,315,81,89
CDS105087,34026,34459,17470,17178,18714,17227,34429,35244
CDS108541,1839,1679,2543,2097,1954,1794,1614,1731
CDS103498,1299,1259,862,875,639,755,1105,1124
CDS104094,2975,2386,793,1278,684,1034,2219,2747
CDS105639,209,207,944,854,844,692,150,193
CDS102896,5425,5086,5453,5300,5047,4485,4999,5251
CDS104863,37260,33884,23376,22108,25264,20677,31601,34481
CDS107247,4741,4411,4064,3802,4389,3142,3876,4315
CDS107359,4521,4213,3986,3918,3547,3286,4249,4017
CDS103668,373,355,703,682,714,654,326,325
CDS104987,1730,1726,1683,1529,1351,1381,1647,1455
CDS105807,168,113,244,230,408,212,112,131
CDS104198,122,120,136,155,177,112,107,139
CDS113749,186,179,220,186,234,176,152,156
CDS112379,4023,3337,2128,2125,2007,1884,2847,3406
CDS109242,2789,2389,3095,2939,2920,2370,2111,2402
CDS108293,263,237,312,334,364,272,197,282
CDS111169,416,304,337,305,366,289,316,352
CDS107257,5376,4917,5125,4569,4950,3699,4436,4559
CDS105207,3261,1938,774,1009,1439,873,1661,2767
CDS110735,2065,2198,5231,4257,4663,3570,1910,1953
CDS108799,46091,35929,20945,21336,22503,19938,32870,36674
CDS104253,392,375,646,604,714,494,291,380
CDS111293,54912,51242,33304,33714,54709,31395,42680,51655
CDS113495,1952,1777,1529,1643,1807,1400,1651,1852
CDS110923,2723,1998,2416,2175,1622,1651,1900,2135
CDS112180,5077,4176,3667,3675,3648,3358,3889,4185
CDS107587,985,977,492,513,442,510,816,864
CDS103358,1795,1793,2389,2229,1968,1919,1697,1645
CDS103380,568,533,633,603,706,601,486,546
CDS105755,8651,8279,5260,5258,4910,4968,7243,8152
CDS106971,519,481,743,678,768,565,406,410
CDS110212,3844,3788,4192,3728,3981,3578,3336,3506
CDS103518,4543,4292,3158,3146,2573,2928,3940,3997
CDS111113,274,276,1013,937,947,901,266,257
CDS107897,4234,3911,8182,7168,7132,6480,3465,3763
CDS103230,237,226,417,432,457,352,223,228
CDS103364,2018,2062,1754,1532,1660,1514,1813,1945
CDS107249,6154,5469,5528,5203,6342,4331,4928,5170
CDS106533,24882,28725,33286,28710,27400,24516,25544,26418
CDS104565,21514,19635,13733,14888,15514,13736,18121,18633
CDS106837,272,246,399,383,430,344,157,258
CDS108083,9216,7426,7567,7468,8426,6772,6044,7485
CDS111679,10025,11119,8216,8330,7328,8038,10737,10358
CDS112359,36097,47444,25993,25171,18982,25994,49650,42905
CDS110777,5560,5026,5052,4891,5155,4464,4838,5050
CDS104327,3399,3680,4818,4570,5446,3655,3220,3462
CDS108011,10264,7939,10570,10889,11168,9578,6734,7832
CDS104687,15684,12587,7768,8066,11818,7661,11371,13331
CDS104363,222,215,268,282,314,238,218,210
CDS102906,3345,2725,5510,4732,3766,3637,2214,2654
CDS103080,1979,1982,3733,3085,3624,2606,1765,1753
CDS111289,11702,9444,5853,5775,6238,5366,8176,9395
CDS103500,6494,5720,4038,3794,3700,3744,5093,5553
CDS106071,936,902,1996,1707,2189,1570,807,821
CDS109982,7308,6928,5014,4406,3956,3981,6562,6458
CDS112373,3890,3248,4780,4506,4211,4260,3116,3250
CDS110669,37708,35810,30657,29335,36128,26971,30903,35102
CDS108611,1101,873,779,744,664,634,782,909
CDS105223,711,650,1078,992,860,828,559,659
CDS110607,339,269,423,369,355,363,215,278
CDS104122,42,30,209,203,178,139,38,29
CDS104413,330,295,702,657,820,587,265,305
CDS110004,82,70,292,349,307,231,56,70
CDS105697,16851,15051,23017,22837,24105,20251,14235,14115
CDS106721,27,34,32,30,24,32,26,20
CDS107465,83,50,190,129,158,98,48,54
CDS113603,6645,6487,6790,6160,6913,6028,6022,6397
CDS105199,22265,11524,5117,6605,9246,5303,9557,17093
CDS110002,32,28,183,173,184,163,26,48
CDS106917,23733,19949,15319,14723,15786,12335,16196,21226
CDS112915,7638,7137,5598,5324,5579,5097,6480,6912
CDS106871,854,800,694,677,812,604,744,761
CDS109994,1893,1855,2145,1931,1824,1760,1690,1741
CDS105361,3042,2746,4607,3996,4014,3472,2538,2550
CDS111229,1483,880,847,910,1492,764,760,995
CDS104283,40118,26740,22766,23774,31146,21872,23459,30217
CDS113041,676,498,567,546,611,489,488,549
CDS106153,315,257,315,304,176,185,222,268
CDS109001,4304,3839,5066,4770,4396,4285,3338,3577
CDS103594,28665,19364,569,538,430,432,17960,19943
CDS111313,73233,63662,32580,31854,27371,29949,55232,61198
CDS110443,7596,6573,5389,5046,5365,4993,5959,6265
CDS108703,11710,9433,5500,5988,6967,5301,8196,9711
CDS104527,247,270,574,502,527,456,251,201
CDS108661,199,123,169,251,245,188,107,150
CDS112105,3105,2749,1534,1528,1270,1425,2421,2457
CDS113263,1954,2000,1149,1137,1058,1074,1833,1784
CDS112959,23717,22276,17633,16940,15882,17208,20554,22062
CDS107477,77,59,159,169,148,133,42,67
CDS104923,2466,2210,1909,1955,1975,1718,1819,2005
CDS104385,252,171,372,332,457,345,138,204
CDS103028,3712,2976,4327,4427,5000,3897,2663,3453
CDS103890,6880,8060,8613,7424,7551,6517,7192,6931
CDS112481,3368,2712,4440,4036,4069,3511,2416,2880
CDS106001,1419,1115,988,985,1411,887,896,1146
CDS108529,793,681,599,611,577,502,652,698
CDS103106,97,85,262,221,225,200,75,95
CDS108847,923,713,1748,1617,1629,1363,677,787
CDS103250,755,808,2563,2420,2291,2341,740,773
CDS106785,922,885,1452,1262,1107,1084,812,875
CDS105275,131,92,147,151,172,139,81,110
CDS102920,1387,1153,1451,1477,1361,1249,1107,1292
CDS109514,19815,19130,21304,20690,23914,17924,17045,17699
CDS113001,3849,3722,2630,2561,2411,2316,3625,3334
CDS112503,102,91,345,329,351,301,83,102
CDS105531,78,90,133,131,176,154,66,95
CDS106005,3726,2734,3917,3771,5773,3564,2605,2959
CDS103102,74,34,179,172,205,139,45,42
CDS106943,1339,910,1194,1232,1604,996,822,1150
CDS108463,875,720,693,680,836,637,608,703
CDS105885,15195,9761,11545,13847,17195,12173,6683,12474
CDS108253,4320,3452,3936,4262,4488,3766,3043,3344
CDS108535,595,614,699,700,665,543,504,537
CDS106833,747,643,1540,1363,1257,1130,542,591
CDS108765,1332,1056,2863,2749,3000,2223,1036,1096
CDS103622,2,3,8,8,4,9,2,2
CDS112399,3386,3153,3746,3453,4206,3367,2931,3095
CDS109558,5421,2861,2783,2861,8046,2341,2727,2035
CDS106541,13230,12296,12566,11945,14958,9776,10308,11964
CDS104993,1838,1656,3202,3045,4011,2643,1441,1503
CDS109628,165,109,282,269,241,259,125,135
CDS105557,111,112,253,263,216,225,111,140
CDS103254,5011,4693,9065,8515,9227,7892,4135,4481
CDS105959,1125,1053,817,784,744,688,1026,989
CDS111085,13402,15324,9990,10417,8723,9609,12712,16465
CDS112513,2,4,16,11,12,16,0,5
CDS103268,13472,11630,8860,8734,9866,7827,9963,11020
CDS103120,99,85,174,177,164,143,70,114
CDS103428,1313,828,809,760,1178,605,755,867
CDS113647,692,566,672,611,809,605,610,763
CDS111051,9240,8929,12828,12655,14092,11238,7607,8397
CDS113657,44,33,266,285,221,237,34,39
CDS113223,31379,22696,13789,14678,19887,13674,22658,22744
CDS105351,495,366,628,680,866,620,287,421
CDS104285,23461,20505,12330,12176,10944,11243,19396,19458
CDS103224,62,44,158,127,173,144,60,72
CDS106629,137,66,81,113,69,82,68,116
CDS105629,26465,26621,21979,20197,23326,19285,25088,24300
CDS112795,592,532,582,543,406,427,516,485
CDS103850,880,657,1142,1003,1113,932,572,688
CDS103452,3670,3380,3158,3135,3002,2879,3133,3435
CDS106897,67,59,186,174,204,158,61,51
CDS102972,834,756,802,645,784,686,709,755
CDS103160,1227,953,1077,985,985,879,988,1131
CDS109718,42,71,70,77,56,58,50,67
CDS113845,57,55,151,149,151,130,56,51
CDS106967,138,99,965,748,756,720,104,122
CDS107397,64,50,110,106,105,74,52,53
CDS111507,1359,1291,2117,1994,2002,1799,1216,1181
tRNA113619,3372,4544,1639,1716,1327,1777,4721,4254
CDS107683,1657,1124,557,741,483,601,1106,1442
CDS105559,178,145,673,670,741,563,138,165
CDS113829,2849,2712,2570,2467,2323,2211,2399,2599
CDS103494,781,703,790,791,729,711,677,721
CDS108353,1819,1713,2352,2130,4334,2594,1244,1427
CDS110208,1243,1219,1341,1290,1206,1221,1150,1182
CDS103232,716,583,868,910,971,803,504,614
CDS103550,1665,1412,1149,1186,1005,1066,1334,1433
CDS113401,10222,9503,7719,7207,6974,6421,8424,8926
CDS109914,313,141,255,269,393,270,111,153
CDS103404,2000,1871,4246,3613,3292,2872,1782,1773
CDS109083,1011,1021,1312,1165,1168,1127,942,906
CDS103146,115,113,104,67,113,81,81,128
CDS112148,1581,1763,1279,1336,1627,1349,1438,1826
CDS108899,6463,5776,4926,4573,3884,4155,5367,5510
CDS111245,18639,10719,10463,10699,11898,8549,8719,14672
CDS111139,120,99,172,208,175,146,92,104
CDS107911,10445,9451,12298,11695,16801,10851,9712,9886
CDS104437,831,736,916,954,1072,855,605,781
CDS110791,1862,1823,14554,11081,10480,9506,1763,1684
CDS103984,3219,1962,2016,2493,5556,2262,1827,2438
CDS109796,951,852,1507,1573,1367,1433,782,824
CDS111585,3733,3034,2371,2484,2362,2267,2633,3106
CDS113431,5261,4674,4504,4327,4133,4139,4361,4882
CDS107645,6587,3298,2863,3541,10277,3123,2786,3086
CDS103666,1494,1362,1559,1491,1573,1414,1200,1374
CDS112947,5363,4978,5514,5345,5312,4825,4649,4646
CDS104251,2425,2159,1924,1922,2102,1805,1928,2211
CDS105435,237,142,378,439,670,325,126,147
CDS105955,20386,11121,6182,6857,13611,5832,10538,13158
CDS111795,3412,3297,3494,3276,3119,2946,3008,3192
CDS109538,144,140,653,563,492,483,131,112
CDS109204,47989,36514,34631,35179,45177,32089,31466,38920
tRNA104571,2619,3873,1845,1840,1464,1779,3898,3403
CDS113359,19902,16997,15766,16056,17462,14901,14822,17642
CDS110797,7675,6591,4032,4021,3990,3629,6185,6420
CDS109334,1075,890,1629,1665,1604,1266,667,909
CDS112152,3517,3029,3251,3416,3524,2864,2712,3328
CDS107517,1224,1219,1812,1396,1272,956,1043,1144
CDS107253,4655,4198,4425,4116,4454,3057,3596,4079
CDS106597,165,143,364,382,306,275,109,129
CDS111973,26143,26785,10321,10869,8560,10422,26594,24667
CDS104064,6796,5703,4820,4435,4824,4107,5250,5960
CDS108413,2954,2550,1835,1892,1980,1729,2221,2595
CDS111105,5442,3884,2434,2789,3040,2322,3613,4873
CDS113163,7435,6112,4148,4241,4978,3752,5085,6514
CDS109372,2837,2927,2152,2042,1883,1884,2827,2623
CDS111747,3640,3496,2415,2495,2503,2300,3147,3304
CDS108409,802,627,871,830,833,724,566,662
CDS110343,2243,1875,1327,1408,1834,1302,1772,1908
CDS106933,4735,5269,8237,7261,5740,6322,4672,4608
CDS113671,504,421,1102,935,893,876,372,507
CDS112489,8193,7287,9269,9015,11155,8125,6476,7163
CDS103158,1420,1240,1122,1141,1168,1037,1115,1359
CDS113169,2634,2041,2009,1947,2035,1751,1741,2232
CDS103340,14166,12578,14698,14537,14757,13505,10749,12862
CDS112937,2141,1939,1409,1220,1055,1260,1871,1981
CDS109986,3504,3328,3402,3009,2693,2846,3177,3129
CDS103076,142,105,374,357,379,292,98,95
CDS106113,659,665,2703,2230,1724,1889,589,652
CDS112174,2992,2581,3182,2831,2956,2509,2364,2527
CDS105769,370,366,1359,1139,1132,1146,341,347
CDS112061,26873,22583,19559,19131,22988,17308,19382,23185
CDS107469,262,196,248,224,211,173,140,191
CDS102892,2995,2386,2565,2525,2364,2049,2000,2473
CDS105775,91,83,471,386,390,356,77,66
CDS21131621,2053,1570,3043,3156,3225,2865,1388,1716
CDS110182,989,809,1322,1141,1486,1055,807,840
CDS109466,616,452,825,798,1015,649,437,529
CDS113353,56688,54460,38458,35856,29439,33886,52475,46000
CDS109688,878,721,1954,1786,1849,1587,717,729
CDS102842,804,736,657,635,499,514,675,747
CDS112995,1801,1869,1352,1279,1297,1131,1732,1792
CDS109252,116,86,262,244,274,211,65,97
CDS104917,1068,1023,861,867,989,822,929,994
CDS104459,24944,18447,10712,10996,14000,10489,15457,22009
CDS113589,1177,1353,1220,1213,910,948,1234,1242
CDS104623,1221,791,2406,2237,2162,2015,672,816
CDS110138,4851,3755,3437,3183,3139,2812,3268,3862
CDS113441,1541,1273,2192,1972,2079,1833,1168,1313
CDS105011,2401,2614,2579,2465,2734,2157,2359,2392
CDS108371,2367,3537,5196,3846,2692,3476,3323,2356
CDS108919,78,66,162,127,125,129,70,75
CDS103694,379,360,694,689,685,638,349,351
CDS113389,9647,8136,9582,9250,11369,8351,7171,7933
CDS112621,1125,578,1551,1683,2376,1315,530,581
CDS108203,1918,1468,2574,2705,4256,2238,1259,1398
CDS108865,866,896,1179,1156,1175,1022,839,813
CDS103794,254,266,225,202,178,154,231,219
CDS104259,1169,845,772,728,1077,729,700,806
tRNA112188,15745,20007,9206,9682,7005,9448,20330,18270
CDS106315,10843,10198,6545,6576,8880,6242,9108,10293
CDS103514,3807,2855,2832,3012,3467,2723,2568,3046
CDS104939,12851,10722,10424,10637,12760,9010,9218,10235
CDS105965,1850,1136,1250,1308,1457,1153,912,1135
CDS104291,5688,5428,5358,5034,5053,4752,5031,5135
CDS105273,1699,1289,9528,9286,9114,7653,1212,1503
CDS103548,2947,2509,2429,2270,2283,2128,2405,2384
CDS105453,58128,54558,30149,29876,31485,28447,47241,56379
CDS109005,3655,3268,2383,2248,2115,1977,2909,3393
CDS111189,1497,1356,2285,2227,2363,1875,1331,1351
CDS108517,1810,1802,2174,2333,2294,2229,1836,1918
CDS109322,3018,3000,2862,2677,2502,2279,2660,2789
CDS109178,22342,18187,15908,13866,12481,11654,15914,19067
CDS107491,342,308,365,308,325,278,288,285
CDS111005,85,65,154,118,129,117,60,64
CDS108941,1625,1378,1699,1552,1507,1403,1220,1368
CDS104244,6326,5503,4908,4976,5445,4456,4645,6114
CDS110251,8531,8209,7234,6766,6259,6238,7427,7636
CDS111329,23606,19289,9369,9974,9164,8968,15746,19436
CDS106689,296,324,351,311,433,306,273,328
CDS107259,4762,4516,4413,4124,4311,3303,4057,4157
CDS104146,47,28,103,96,105,86,28,51
CDS105263,8478,6581,6433,7385,9092,6645,5951,7847
CDS108939,4857,4370,4024,3795,4158,3500,4128,4381
CDS105401,289,236,319,358,303,277,177,227
CDS112033,927,854,1306,1254,1167,1050,829,828
CDS113403,1734,1615,2489,2688,2474,2501,1459,1602
CDS106497,514,420,562,522,526,467,354,427
CDS110707,2867,2528,3562,3220,3426,2830,2251,2351
CDS110345,33205,27426,19169,18737,18401,16917,24408,27180
CDS108585,2373,1978,5064,4523,4259,3833,1844,1863
CDS104365,1350,1016,1044,1157,1723,1086,989,1161
CDS108151,9349,9281,6699,5915,4747,5950,8703,10014
CDS111947,4800,3738,3921,4124,5012,4055,3286,3893
CDS110114,11091,8855,6623,6745,6940,6421,8308,9271
CDS107323,380,246,447,356,377,306,229,313
CDS113793,6660,6855,6146,5925,5445,5276,6093,6442
CDS110547,1721,1560,651,662,504,550,1363,1619
CDS113311,1249,1269,2658,2478,2523,2192,1061,1188
CDS108597,4836,4009,3385,3262,3162,3046,4032,3925
CDS113785,6388,6561,6105,5578,5189,4908,5899,6069
CDS110056,2349,2243,2785,2633,2928,2294,2047,2141
CDS112113,4251,3466,2559,2727,2668,2530,3328,3769
CDS105911,2076,1997,3652,3212,3265,2991,1958,1667
CDS110953,3070,2096,2583,2423,2472,2266,1695,2471
CDS109724,21438,19424,10988,10467,9203,9447,18035,17823
CDS103290,1106,579,1029,1033,1130,845,469,726
CDS112791,7820,6537,4708,4369,4178,4029,6122,6236
CDS110116,42546,38561,26799,27377,26357,26048,35488,38105
CDS112019,460,323,929,871,858,707,261,366
CDS105989,51965,36747,21450,22636,27146,20211,35444,36759
CDS108539,2722,2276,4214,3671,3765,3467,2207,2545
CDS107745,4474,3341,4967,4763,5707,4151,2880,3318
CDS103446,4743,3806,2344,2466,3530,2048,3296,3495
CDS110907,3016,2514,2059,2025,1742,1612,2315,2567
CDS106551,578,577,837,713,816,643,592,622
CDS103180,1036,1166,1705,1614,1352,1438,964,1075
CDS104805,194,171,549,566,432,451,167,180
CDS112491,29798,26317,32369,31337,39899,28326,23942,25925
CDS113895,12408,11312,5235,5087,5254,4995,10282,11363
CDS107839,3855,2857,2555,2625,3062,2255,2465,3146
CDS111471,4550,4395,3442,3269,3284,3056,4065,4250
CDS112691,9604,9319,8611,8187,7722,7169,7396,9933
CDS112168,1737,2065,2189,1849,1879,1683,1764,1980
CDS109462,926,800,1818,1637,1439,1468,793,862
