,YAbR10-OD1-MTB-1.bam.sorted.bam,YAbR18-OD1-PACS2-3.bam.sorted.bam,YAbR24-OD3-C3719-3.bam.sorted.bam,YAbR32-OD3-PA14-2.bam.sorted.bam,YAbR4-OD1-C3719-1.bam.sorted.bam,YAbR11-OD1-MTB-2.bam.sorted.bam,YAbR1-OD1-B133-1.bam.sorted.bam,YAbR25-OD3-CF5-1.bam.sorted.bam,YAbR33-OD3-PA14-3.bam.sorted.bam,YAbR5r-OD1-C3719-.bam.sorted.bam,YAbR13-OD1-PA14-.bam.sorted.bam,YAbR20r-OD3-B133-2.bam.sorted.bam,YAbR27-OD3-CF5-.bam.sorted.bam,YAbR34r-OD3-PACS2-.bam.sorted.bam,YAbR8-OD1-CF5-2.bam.sorted.bam,YAbR14-OD1-PA14-.bam.sorted.bam,YAbR21-OD3-B133-3.bam.sorted.bam,YAbR28r-OD3-MTB-1.bam.sorted.bam,YAbR36-OD3-PACS2-3.bam.sorted.bam,YAbR9-OD1-CF5-3.bam.sorted.bam,YAbR17-OD1-PACS2-2.bam.sorted.bam,YAbR22-OD3-C3719-1.bam.sorted.bam,YAbR30-OD3-MTB-3.bam.sorted.bam,YAbR3-OD1-B133-3.bam.sorted.bam
PA14_RS19075,235,458,7,293,90,90,146,116,359,641,45,29,388,137,347,180,2,204,182,650,576,264,187,220
PA14_RS19080,1617,3783,74,1529,586,445,1118,1179,2436,3582,141,484,2614,829,2432,661,118,1941,1514,3793,1630,3883,1738,2395
PA14_RS19090,453,1381,54,951,231,134,504,1138,1361,2384,92,181,2566,449,436,245,32,1277,428,667,1453,1714,692,385
PA14_RS19095,244,308,5,482,81,182,116,258,254,627,42,46,452,118,565,100,0,659,146,392,274,424,230,154
PA14_RS19100,152,116,7,128,43,36,89,63,189,329,18,24,66,75,70,71,2,162,108,124,138,146,70,138
PA14_RS19105,40,18,6,1,7,8,26,28,11,86,2,9,40,26,8,2,3,16,96,26,15,29,6,23
PA14_RS19110,65,18,2,33,13,16,47,157,31,196,2,15,149,94,33,14,0,25,63,40,51,5,10,28
PA14_RS19115,270,37,4,56,16,40,48,166,52,291,14,15,254,107,93,39,1,49,93,153,51,46,20,44
PA14_RS30730,2,1,3,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,2,3,1,1,2
PA14_RS19120,232,188,7,76,44,49,61,34,107,374,12,7,38,29,58,46,0,50,47,131,137,96,18,128
PA14_RS19125,52,57,0,32,23,6,28,75,53,107,8,8,87,51,21,22,2,28,51,37,57,41,9,14
PA14_RS19130,5,2,3,2,0,3,1,4,1,24,1,1,3,6,2,1,0,1,1,1,2,3,0,0
PA14_RS19135,106,36,5,34,7,23,17,23,33,135,18,5,34,48,15,25,1,30,63,33,20,36,5,35
PA14_RS19140,86,67,23,498,30,24,58,373,594,452,16,153,411,970,84,40,51,388,1810,84,92,118,225,82
PA14_RS19150,61,17,11,24,26,43,23,326,27,247,4,4,321,24,25,71,1,12,54,39,59,71,4,10
PA14_RS19155,84,119,51,3682,120,46,72,81,5851,825,25,254,183,1071,38,79,87,2510,1359,94,430,1375,4673,65
PA14_RS19160,36,30,6,335,14,7,11,32,660,190,11,69,22,141,8,18,20,209,298,25,18,174,615,31
PA14_RS19165,32,12,1,48,13,12,16,40,31,89,10,12,56,20,28,12,1,32,53,24,20,71,16,38
PA14_RS19170,48,8,0,37,27,15,27,25,30,130,13,15,56,8,23,57,2,31,10,29,5,25,2,33
cyoD,24,2,1,10,2,19,13,6,7,43,1,1,10,6,14,18,1,8,0,32,8,12,1,9
cyoC,59,12,2,20,13,15,26,5,28,102,4,5,12,6,5,25,2,7,17,16,9,2,12,3
cyoB,289,44,6,167,75,153,130,94,213,362,41,68,165,114,171,182,6,76,95,228,70,95,50,65
cyoA,220,37,0,61,21,111,28,54,110,202,17,20,35,42,69,62,0,46,88,88,39,60,16,19
PA14_RS30735,96,4,0,68,9,80,42,132,73,133,12,20,169,22,83,43,0,25,26,75,22,25,20,18
PA14_RS19195,21,11,0,74,3,7,17,31,26,79,9,6,37,21,19,13,2,12,19,22,16,37,6,12
PA14_RS19200,133,5,3,6,6,32,28,55,22,110,4,6,51,20,29,24,0,9,70,52,16,20,3,30
PA14_RS19205,36,3,1,28,9,15,26,104,20,115,5,9,116,45,18,15,0,20,21,53,21,32,9,18
PA14_RS19210,13,8,0,5,4,12,7,14,14,29,9,8,25,13,13,8,0,10,25,22,8,23,8,22
PA14_RS19215,37,13,2,17,17,16,13,44,25,78,6,9,67,30,34,17,1,9,36,54,22,36,10,12
PA14_RS19220,38,20,5,25,15,18,12,57,29,98,13,3,54,37,26,6,0,44,77,65,25,46,11,10
phnW,57,18,0,44,9,14,2,37,43,92,7,5,59,26,13,17,1,50,73,36,20,39,19,52
PA14_RS19230,120,27,7,71,16,22,53,63,86,378,20,15,57,50,19,62,11,35,44,48,38,46,5,132
PA14_RS19235,122,75,7,139,34,53,83,81,147,268,26,22,127,143,78,57,6,92,160,84,110,92,35,117
PA14_RS19240,222,61,5,143,64,61,103,166,128,487,37,27,278,137,128,96,3,163,136,186,99,124,47,106
PA14_RS19245,248,58,19,83,28,136,79,212,72,454,23,15,380,88,75,75,42,115,261,158,96,203,30,87
PA14_RS19250,290,26,1,21,20,29,55,57,31,334,13,9,45,48,54,38,3,12,54,95,29,72,8,105
PA14_RS19255,209,82,23,34,25,43,92,186,33,551,34,26,144,40,58,73,10,33,53,118,48,121,10,101
lepB,755,391,18,553,132,339,320,245,765,1104,138,114,308,275,223,702,4,235,440,432,575,569,153,319
PA14_RS19265,76,36,0,88,25,39,51,111,113,179,16,24,145,64,66,47,0,75,134,35,52,185,33,34
PA14_RS19270,34,6,7,4,3,5,10,9,5,44,5,2,5,13,6,2,1,3,12,5,5,261,1,30
PA14_RS19275,33,18,120,4,9,9,5,10,2,52,7,8,22,21,12,8,0,6,38,8,9,400,4,5
PA14_RS19280,77,15,5,18,7,22,8,45,7,73,4,9,49,15,21,18,0,15,32,35,13,125,5,33
PA14_RS19285,65,1,1,5,0,9,4,55,9,63,6,9,36,20,5,5,0,7,20,13,11,7,0,16
PA14_RS19290,227,21,2,22,4,32,52,396,24,299,26,4,376,32,70,47,0,24,66,119,23,40,7,54
PA14_RS19295,756,132,20,229,40,205,145,419,363,652,37,92,521,190,156,140,3,314,205,207,120,188,106,295
PA14_RS19300,101,13,0,40,23,71,37,54,40,129,6,13,95,25,42,39,5,36,25,30,33,56,38,36
rnd,360,46,8,150,30,73,136,113,199,466,23,56,116,80,137,98,13,67,164,117,53,207,78,196
PA14_RS19310,403,59,103,53,396,103,175,157,112,3208,37,16,178,78,102,173,2,43,81,267,69,1744,49,144
PA14_RS19315,168,51,14,51,91,34,95,104,67,1086,28,8,135,143,54,61,4,60,164,102,67,256,29,79
PA14_RS19320,166,97,15,55,67,37,34,158,154,362,12,17,120,251,47,44,0,60,373,104,131,189,35,84
PA14_RS19325,41,31,2,184,3,14,32,46,121,86,36,2,83,34,39,100,0,23,36,77,50,42,16,15
PA14_RS19330,32,8,0,65,7,9,17,24,42,71,5,7,25,19,6,18,4,25,47,27,23,8,32,7
PA14_RS19335,4864,623,74,1156,392,2052,1635,3317,2013,4609,389,131,4672,1227,486,2385,21,1403,649,759,1136,947,918,658
PA14_RS19340,228,80,2,211,62,66,69,132,263,443,33,62,228,186,73,81,13,151,235,126,78,343,114,67
PA14_RS19345,46,17,3,5,8,12,4,28,3,83,8,8,27,24,30,12,0,5,48,23,15,66,11,33
PA14_RS19350,124,42,86,55,20,51,68,216,92,350,10,24,122,229,55,46,46,58,749,92,99,161,31,109
PA14_RS19355,116,41,10,74,26,41,36,60,108,210,18,20,95,66,30,23,4,62,156,45,65,103,43,86
PA14_RS19360,73,13,4,68,18,21,30,25,69,110,22,26,28,21,12,30,0,30,14,10,12,46,26,82
PA14_RS19365,56,4,0,8,10,7,13,19,7,61,14,3,15,10,9,9,0,4,7,18,10,9,5,36
PA14_RS19370,32,8,0,2,3,4,5,1,2,86,5,0,3,0,6,4,1,0,3,22,6,15,3,22
PA14_RS19375,45,10,1,8,7,4,7,4,19,66,14,7,3,8,9,11,0,5,5,29,2,27,3,9
cobT,80,17,4,3,8,16,16,18,9,198,19,5,16,8,12,12,4,4,5,38,11,10,4,48
PA14_RS19385,90,33,2,3,5,16,37,8,10,205,13,5,20,4,49,19,1,10,5,100,29,11,1,92
PA14_RS19390,399,32,2,17,71,152,149,19,67,533,43,5,24,7,30,111,3,37,10,71,45,58,12,137
PA14_RS19395,80,17,2,11,8,20,25,40,3,192,11,2,35,3,43,18,0,3,4,104,24,18,3,62
PA14_RS19400,49,6,0,4,5,3,6,18,4,89,8,1,11,4,27,6,0,2,2,39,5,10,3,22
bluB,114,4,20,4,20,13,26,31,8,144,9,16,23,0,40,22,11,7,0,167,19,28,4,160
PA14_RS19410,360,29,162,26,32,56,58,69,26,587,40,13,63,18,39,55,13,21,22,186,33,89,11,135
cobO,406,64,15,18,29,56,96,116,36,390,38,24,117,18,58,45,24,38,14,70,55,45,17,174
btuB,982,224,7,113,65,273,376,505,220,752,76,84,578,73,413,353,4,96,117,554,180,248,61,468
PA14_RS19425,19,3,4,4,2,14,9,13,27,44,5,2,15,9,8,7,0,6,9,14,5,12,4,19
PA14_RS19430,140,24,0,56,18,47,54,29,55,231,20,9,78,53,38,50,1,45,48,61,41,35,16,46
PA14_RS19435,31,1,0,2,1,1,5,1,1,32,1,0,2,8,3,6,0,1,10,1,4,8,3,6
PA14_RS19440,6,0,0,4,2,0,3,5,2,16,3,6,0,0,1,4,0,5,5,2,0,1,3,5
PA14_RS19445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA14_RS19450,6,1,3,2,1,0,1,0,2,20,0,1,1,1,0,1,0,1,2,3,1,3,1,0
PA14_RS19455,4,0,0,0,1,1,1,4,1,15,0,2,13,1,1,0,0,2,2,0,2,4,0,0
PA14_RS19460,67,10,13,17,8,14,15,24,28,112,10,9,24,13,6,17,2,11,19,30,8,10,3,25
PA14_RS30740,12,1,0,1,1,2,6,0,4,20,0,1,0,0,0,0,0,3,5,0,3,2,1,1
PA14_RS19465,245,101,8,52,45,57,34,233,94,298,20,26,262,259,77,61,3,57,413,194,131,144,16,132
PA14_RS19470,15,5,0,5,8,0,3,10,3,18,1,1,6,1,0,3,1,6,14,12,4,4,2,1
PA14_RS19475,28,4,26,15,5,1,11,17,15,65,6,2,22,10,11,12,0,5,25,4,7,24,4,23
PA14_RS19480,5,0,0,3,5,2,7,9,9,23,1,2,17,12,1,4,1,4,27,14,6,7,6,9
PA14_RS19485,18,10,1,17,11,3,6,13,9,93,3,6,12,24,6,6,0,11,43,17,10,30,7,15
PA14_RS19490,9,3,3,1,1,4,0,15,11,14,5,2,2,2,3,9,1,5,5,6,11,2,0,5
PA14_RS19495,12,6,2,2,0,5,2,12,3,35,4,0,19,9,4,6,0,3,15,12,13,8,4,14
glnQ,25,11,6,12,8,4,5,20,14,45,4,5,27,37,6,6,11,16,55,18,10,13,5,3
PA14_RS19505,19,4,0,19,4,9,5,14,20,25,9,4,8,7,7,11,2,15,13,10,2,9,3,9
PA14_RS19510,11,6,2,11,3,1,12,7,4,33,1,2,11,30,5,6,1,18,27,2,6,13,3,9
PA14_RS19515,17,1,1,9,3,3,9,5,12,48,7,3,2,6,2,6,0,8,18,15,4,18,8,2
PA14_RS19520,56,7,12,49,16,9,18,46,38,179,9,23,29,45,14,9,3,46,95,24,11,48,27,48
PA14_RS19525,253,10,23,170,81,41,96,27,321,702,34,87,27,17,10,63,14,165,33,13,9,454,62,226
PA14_RS19530,120,10,7,203,73,45,98,11,269,265,37,28,16,30,6,93,4,336,9,7,14,85,86,24
PA14_RS19535,267,19,764,43909,871,131,159,78,31470,3224,42,1699,93,121,17,249,408,14348,121,8,36,6110,11435,111
PA14_RS30745,1,1,0,28,3,1,0,1,12,10,0,2,4,0,0,2,0,14,0,1,0,4,9,0
PA14_RS30750,0,0,0,3,1,1,0,0,6,9,2,0,0,0,0,0,0,1,0,1,0,2,0,0
PA14_RS19540,139,6,85,513,66,40,43,20,457,404,32,72,22,27,7,48,18,408,74,36,20,826,122,29
PA14_RS19545,157,4,219,366,45,35,45,6,404,405,28,66,13,12,0,44,30,375,19,8,7,378,167,55
PA14_RS19550,203,14,96,269,57,45,39,7,371,400,27,94,10,5,3,67,17,198,29,13,7,569,212,67
PA14_RS19555,321,29,392,501,102,116,86,26,551,766,34,165,22,37,9,125,15,288,41,24,33,1828,252,81
PA14_RS19560,69,9,17,33,12,39,32,50,36,287,9,9,52,54,40,17,0,21,90,22,19,80,10,22
PA14_RS19565,71,41,45,279,34,28,19,56,390,289,14,68,63,135,36,32,27,189,212,57,40,156,281,54
PA14_RS19570,35,61,10,157,8,12,20,51,241,133,8,22,58,88,17,31,1,116,173,74,41,188,93,57
PA14_RS19575,45,32,0,15,1,24,22,0,14,23,5,14,3,39,0,9,4,10,41,0,48,2,5,44
PA14_RS19580,44,0,0,17,3,15,12,1,29,19,7,6,0,14,0,9,16,12,9,0,1,0,12,11
PA14_RS19585,11,1,0,12,0,3,5,0,10,8,6,0,0,4,0,8,2,3,20,0,2,1,1,3
PA14_RS19590,4,2,8,19,4,3,20,3,51,134,6,9,2,2,1,2,3,10,2,9,1,19,4,55
PA14_RS19595,18,3,2,2,10,3,0,4,7,25,1,1,4,2,4,5,0,2,2,15,2,6,2,7
PA14_RS19600,21,3,2,20,7,5,5,15,37,45,5,6,25,18,15,2,0,19,30,4,9,27,8,5
PA14_RS19605,41,7,1,9,8,6,12,25,20,99,7,4,24,21,11,10,1,3,10,30,8,17,3,19
PA14_RS19610,55,29,1,39,12,30,34,121,66,170,4,0,157,58,41,49,0,31,20,59,58,51,6,53
PA14_RS19615,23,6,0,3,2,6,7,11,6,52,0,1,14,8,7,5,1,13,4,1,5,6,0,17
PA14_RS19620,51,2,4,19,8,16,15,12,26,76,4,44,24,14,8,10,1,43,8,22,11,12,18,42
PA14_RS19625,7,3,0,3,4,1,4,5,4,20,0,2,7,1,5,2,0,6,16,3,6,7,1,0
PA14_RS19630,2,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0
PA14_RS19635,81,20,1,27,5,18,20,64,18,174,11,6,89,24,33,13,6,10,65,137,58,24,11,39
PA14_RS19640,47,7,0,2,2,9,7,2,4,35,8,0,6,12,8,25,0,1,9,13,9,8,0,20
PA14_RS19645,101,24,2,16,16,26,26,20,31,135,21,6,34,11,14,32,2,19,29,34,26,55,11,56
PA14_RS19650,66,9,29,9,4,9,37,33,17,115,12,13,20,13,7,12,6,10,35,26,8,16,3,63
PA14_RS19655,25,5,0,5,1,8,22,7,11,38,4,4,2,4,2,8,1,6,3,4,2,2,3,50
PA14_RS19660,162,1,0,55,4,66,43,0,56,34,11,49,2,1,1,33,3,41,0,1,2,4,38,122
PA14_RS19665,22,1,0,29,0,19,15,0,31,8,2,13,0,2,0,10,0,21,3,1,0,1,12,12
PA14_RS19675,38,2,0,23,0,10,12,1,24,12,4,8,1,0,0,11,0,10,1,0,1,4,18,34
PA14_RS19680,73,2,0,16,2,29,15,0,21,33,7,2,4,1,1,9,2,9,1,0,0,1,8,33
PA14_RS19685,19,6,0,1,1,1,8,14,12,24,2,0,10,1,0,2,0,2,0,7,2,3,0,5
PA14_RS19690,188,56,25,83,48,54,80,54,101,467,27,19,130,56,111,97,13,40,85,111,70,210,9,99
PA14_RS19700,51,16,2,371,9,24,34,11,323,87,11,64,21,58,10,21,1,435,101,4,36,73,158,18
PA14_RS19705,19,4,2,31,2,2,10,1,71,47,0,40,3,1,1,1,6,57,12,3,4,5,28,17
PA14_RS19710,6,6,16,7,3,1,2,8,34,28,1,15,0,4,6,2,2,28,11,4,4,5,21,4
PA14_RS19715,55,10,5,212,17,25,19,15,203,66,8,26,27,23,6,13,3,217,79,8,18,38,184,27
PA14_RS19720,62,36,6,383,10,21,29,35,344,157,8,82,54,49,27,34,69,458,104,39,32,62,330,40
PA14_RS19725,15,7,0,256,3,4,27,15,220,60,2,69,23,10,4,6,12,382,21,5,12,10,160,39
PA14_RS19730,17,10,1,267,11,5,17,14,248,65,4,33,13,16,4,12,7,313,16,1,11,22,239,13
PA14_RS19735,20,8,1,72,8,3,14,12,79,60,2,32,16,5,4,12,5,208,17,1,8,17,83,24
PA14_RS19740,16,2,1,51,6,4,11,6,72,44,6,23,13,14,1,2,1,111,14,7,3,19,15,15
PA14_RS19745,15,1,0,66,1,5,10,8,41,36,2,6,12,3,0,7,9,76,10,10,6,10,24,22
PA14_RS19750,23,3,0,5,1,2,0,1,11,32,1,2,2,5,3,0,1,21,6,4,0,4,7,13
PA14_RS19755,43,15,6,28,6,13,23,35,33,142,7,11,47,29,13,13,5,23,86,29,14,39,11,25
PA14_RS19760,230,24,6,122,20,106,59,248,133,570,24,16,292,80,35,48,2,157,145,85,33,94,81,52
PA14_RS19765,164,46,5,173,40,72,80,84,145,250,17,57,123,188,26,56,5,318,281,86,55,108,94,123
PA14_RS19770,480,184,15,227,175,152,264,311,346,1301,48,80,406,172,201,219,6,137,250,348,229,731,112,416
PA14_RS19775,119,69,5,124,35,62,30,135,72,246,11,9,192,145,54,38,0,85,145,155,74,158,37,42
PA14_RS19780,130,55,10,45,30,24,53,185,87,403,15,45,193,91,50,28,5,47,138,117,56,84,34,79
PA14_RS19785,97,31,4,70,43,28,45,178,106,354,13,11,194,79,65,30,1,83,145,106,38,94,47,74
PA14_RS19790,13,6,4,25,5,6,3,21,32,75,3,3,27,10,2,13,1,24,13,2,7,8,4,11
PA14_RS19795,39,39,8,486,38,15,25,72,631,280,8,160,93,354,44,24,58,326,368,46,72,112,248,9
PA14_RS19800,97,62,5,93,52,31,33,165,117,409,16,27,145,109,83,42,2,36,210,154,84,172,20,92
PA14_RS19805,252,113,14,71,69,46,124,359,97,1110,28,51,457,94,86,82,0,54,159,222,52,312,43,207
PA14_RS19810,277,54,9,72,85,109,93,317,91,802,33,43,400,115,102,93,9,52,237,158,96,355,51,112
PA14_RS19815,1427,661,40,680,241,750,614,656,931,2141,85,338,811,974,526,475,26,1104,2095,614,962,1279,476,570
PA14_RS19820,177,115,14,212,126,43,135,86,420,475,47,31,154,142,224,133,14,58,234,370,175,213,51,580
PA14_RS19825,4,728,20,429,368,3,214,635,1207,2156,137,102,1748,631,772,534,16,7,945,1424,1051,528,7,684
PA14_RS19830,0,12,0,43,4,0,9,37,19,67,3,10,28,27,21,11,0,3,41,12,18,23,2,10
PA14_RS19835,2,11,0,20,1,2,18,24,27,53,13,15,32,16,15,15,1,4,13,29,11,28,1,30
PA14_RS19840,441,46,3,67,34,105,43,74,111,251,14,7,70,60,57,98,4,62,80,145,51,74,33,84
PA14_RS19845,467,109,6,222,63,137,262,180,180,500,25,25,196,169,145,300,3,70,142,156,172,179,29,171
PA14_RS19850,8,3,0,109,6,5,11,4,87,35,22,7,8,5,4,26,0,19,3,3,6,5,5,8
PA14_RS19855,6,3,0,71,5,2,10,7,51,13,9,9,10,6,7,37,0,13,10,5,10,4,7,14
PA14_RS19860,16,4,0,33,3,9,2,2,63,17,9,2,1,5,1,14,0,10,8,2,10,1,8,3
PA14_RS19865,3,1,0,2,0,0,0,0,8,0,1,0,1,3,1,2,0,5,0,0,1,1,0,1
PA14_RS19870,5,3,0,20,11,1,2,5,29,13,6,3,6,10,4,15,0,8,4,5,7,8,2,2
PA14_RS19875,4,1,0,88,0,1,2,1,65,9,21,0,1,1,2,22,0,0,10,0,3,0,2,0
PA14_RS19880,7,8,0,30,2,2,0,1,28,12,8,0,0,8,0,15,0,1,12,2,10,0,7,1
PA14_RS19885,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0
PA14_RS19890,7,2,0,16,0,6,12,4,1,8,1,4,8,7,0,8,0,2,11,8,3,0,1,0
PA14_RS19895,13,0,0,10,0,5,16,5,12,14,6,2,13,5,0,3,0,2,5,5,6,0,2,18
PA14_RS19900,3,0,0,2,0,1,0,2,1,4,0,0,0,0,1,3,0,1,0,0,1,1,0,0
PA14_RS19905,2,0,0,3,1,1,0,1,1,1,1,1,0,0,2,1,0,7,1,0,1,2,0,2
PA14_RS19910,0,0,0,3,0,0,0,2,6,0,2,2,0,2,0,1,0,1,2,1,1,2,1,2
PA14_RS30755,0,2,0,76,2,2,0,1,90,15,38,1,7,1,4,55,0,9,0,1,3,2,1,5
PA14_RS30760,5,4,0,77,7,7,4,7,73,17,20,4,4,7,16,57,0,20,7,8,1,11,9,6
PA14_RS31160,5,6,0,39,6,4,2,3,30,11,10,3,2,4,2,29,0,8,3,4,3,6,7,2
PA14_RS19915,48,21,0,47,6,23,41,2,30,79,3,40,27,22,14,10,2,59,51,12,19,15,7,12
PA14_RS19920,39,15,3,154,16,20,21,351,104,253,2,38,333,1579,39,11,2,185,1035,43,32,94,63,8
PA14_RS19925,19,11,1,22,6,9,2,16,14,69,5,11,15,27,19,2,1,29,15,15,17,16,20,12
PA14_RS19930,43,13,4,34,15,6,13,84,66,140,19,9,67,53,6,10,0,21,38,25,16,49,18,74
PA14_RS19935,36,16,1,71,8,5,16,29,69,70,7,3,64,34,21,7,0,37,58,24,19,22,9,19
PA14_RS19940,19,1,0,4,9,4,8,21,16,33,4,3,17,3,4,1,0,8,14,9,6,13,8,3
PA14_RS19945,12,5,1,10,12,7,4,14,9,29,1,3,28,12,12,5,0,26,10,4,7,21,5,9
PA14_RS19950,78,11,3,20,10,14,7,32,19,116,6,15,51,9,20,17,0,14,58,32,8,44,3,91
PA14_RS19955,74,102,8,173,47,39,32,394,278,337,8,13,487,51,32,34,0,157,61,78,162,224,71,13
PA14_RS30765,5,1,0,4,1,1,2,2,8,6,1,6,9,5,2,0,0,3,12,4,0,8,4,1
PA14_RS19960,108,82,4,93,39,41,39,87,109,326,6,30,79,89,56,40,17,75,111,57,74,136,19,60
PA14_RS19965,675,423,33,706,130,262,347,167,863,1091,74,163,238,617,190,295,42,529,1408,321,480,750,282,511
PA14_RS19970,954,330,41,1656,140,241,316,322,1609,1185,130,187,367,571,263,437,41,545,1028,521,435,546,169,425
PA14_RS19975,1756,1235,148,3686,219,460,741,1352,3801,2738,225,317,1720,1443,795,704,126,1135,2539,1419,1004,1859,378,1124
PA14_RS19980,2601,954,275,9422,424,1355,1203,4378,5699,3677,386,932,5865,3570,1634,1304,480,4109,3128,2101,2157,2755,1664,701
napE,48,21,6,322,3,15,29,136,485,192,20,101,118,347,12,28,23,312,714,15,28,33,197,19
napF,1,3,2,22,1,2,4,12,41,24,3,37,15,108,7,1,2,41,482,7,5,11,22,29
PA14_RS19995,19,11,0,110,2,5,14,32,119,42,1,26,41,114,3,3,5,94,131,28,16,3,45,1
PA14_RS20000,141,98,5,2692,40,74,75,300,2579,515,18,450,330,1625,35,67,96,2907,1878,87,156,153,1067,99
PA14_RS20005,8,6,0,131,3,2,3,14,59,26,7,7,18,23,1,9,3,57,63,6,5,8,30,5
PA14_RS20010,50,22,0,358,8,14,20,17,201,68,4,34,35,75,13,25,13,198,40,14,19,11,68,10
PA14_RS20015,261,115,24,78,117,97,105,190,150,773,40,37,235,120,68,112,8,70,89,121,101,273,18,192
PA14_RS20020,38,11,2,21,16,13,9,15,19,149,4,3,10,14,7,28,0,7,8,14,4,20,5,42
PA14_RS20025,59,5,1,253,20,18,35,34,332,143,12,43,43,52,19,41,6,78,82,23,5,96,32,49
PA14_RS20030,11,2,3,74,3,7,6,6,84,26,3,4,1,3,1,20,0,41,6,0,0,10,25,11
PA14_RS20035,54,23,6,227,15,38,47,52,198,99,13,15,60,66,22,23,2,106,54,37,24,32,33,33
PA14_RS20040,10,5,6,32,4,0,9,32,55,70,1,23,52,72,10,8,17,21,89,10,6,24,14,4
PA14_RS20045,92,22,1,33,12,27,13,42,31,127,4,10,47,51,26,9,2,48,62,38,25,23,14,28
PA14_RS20050,176,41,13,29,25,37,67,181,48,313,20,25,122,70,52,31,1,24,116,65,39,90,6,79
PA14_RS20055,97,42,5,119,13,30,30,150,146,189,10,46,101,172,31,33,2,140,276,48,40,70,54,51
PA14_RS20060,244,84,6,30,31,89,92,87,35,414,24,17,60,36,63,73,3,35,59,102,52,67,10,123
PA14_RS20065,193,15,2,6,5,19,33,32,22,293,6,9,19,16,26,29,0,2,19,54,12,14,0,45
PA14_RS20070,65,8,11,2,7,2,11,39,9,200,13,10,20,17,19,7,9,4,29,16,12,27,4,39
PA14_RS20075,1185,538,8,613,237,476,508,1711,719,1923,66,107,3012,712,639,664,4,265,650,421,534,512,177,545
PA14_RS20080,124,30,1,29,17,23,25,40,57,151,14,5,40,29,30,33,1,17,67,32,27,29,12,44
PA14_RS20085,158,39,3,24,18,45,45,44,49,187,15,24,57,62,26,30,0,33,64,39,24,51,4,80
PA14_RS20090,4959,1356,74,2393,791,1950,2787,1058,2726,6246,366,384,1708,1634,1121,3017,65,822,1721,1578,2751,2518,846,1509
PA14_RS20095,2854,1146,29,1263,445,926,1599,540,1753,3513,236,301,1156,587,942,1428,13,1120,920,967,1857,2042,830,1317
PA14_RS30770,9,11,0,73,10,16,14,6,43,43,28,16,13,13,41,32,0,73,16,9,6,26,24,16
PA14_RS20100,14,2,0,6,1,4,1,8,13,52,16,2,7,3,2,11,0,0,4,2,3,5,3,2
PA14_RS30775,196,1,0,143,0,66,5,1,120,48,14,3,3,1,2,58,0,128,1,1,5,4,71,0
PA14_RS20105,250,2,0,576,3,100,7,2,384,87,54,4,4,4,6,189,0,229,9,7,8,12,139,7
PA14_RS20110,1,0,0,30,4,1,0,1,25,11,2,0,1,1,1,7,0,3,5,1,1,13,1,0
PA14_RS20115,1,1,7,255,53,1,1,0,282,324,22,0,2,4,0,115,0,3,1,0,0,321,0,1
PA14_RS20120,62,8,2,34,14,19,15,19,21,72,7,16,38,24,16,15,0,33,34,3,13,22,12,54
PA14_RS20125,13,2,2,3,10,3,0,11,3,87,3,1,18,7,7,5,0,7,7,33,5,87,2,7
PA14_RS20130,35,2,3,9,9,1,5,25,10,76,7,2,16,19,1,2,1,4,12,12,6,13,2,8
PA14_RS20135,42,8,2,24,7,9,12,34,18,66,6,13,48,12,23,16,4,10,24,22,6,38,4,51
PA14_RS20140,4,5,0,6,1,1,2,17,1,12,1,1,9,8,0,0,0,6,17,4,5,5,2,3
PA14_RS20145,5,3,0,3,1,0,4,6,4,14,0,3,12,4,2,1,0,9,3,6,0,6,2,0
PA14_RS20150,72,12,6,21,14,21,17,65,21,147,13,4,34,49,23,38,3,15,28,59,24,23,14,64
PA14_RS20155,83,17,15,14,18,25,26,39,38,271,13,11,32,52,9,23,2,12,42,19,28,64,5,36
PA14_RS20160,206,47,1,52,22,103,133,457,102,430,24,58,502,149,153,95,19,84,183,126,99,91,50,96
PA14_RS20165,65,20,7,37,24,13,59,61,67,271,13,19,78,53,24,28,6,39,39,58,19,54,9,49
PA14_RS20170,65,15,3,12,2,14,19,17,28,85,0,4,41,24,7,18,0,26,32,20,22,10,10,33
PA14_RS20175,66,218,2,116,19,13,22,24,139,118,20,8,32,228,13,49,0,72,385,27,260,63,27,40
PA14_RS20180,146,27,1,45,12,26,7,24,70,97,20,5,25,32,10,32,1,43,44,20,35,17,19,22
PA14_RS20185,492,20,0,107,12,192,11,61,109,259,6,41,65,78,16,17,4,197,83,31,29,82,99,24
PA14_RS20190,5,2,0,4,1,12,12,1,6,16,1,1,5,5,5,6,0,6,10,8,7,12,3,12
PA14_RS20195,13,8,0,4,6,3,13,7,11,39,5,2,6,14,5,8,0,5,26,6,10,29,1,4
PA14_RS20200,72,54,2,143,14,22,129,34,134,127,30,10,28,30,35,151,1,31,66,46,98,27,14,55
