,FPKM of control,FPKM of Ag NP-1ppm,FPKM of Ag NP-20ppm,FPKM of Ag NP-25ppm-1,FPKM of Ag NP-25ppm-2,FPKM of Ag NR-1ppm,FPKM of Ag NR-30ppm,FPKM of Ag NR-300ppm
PA1227,36.7875,18.19682731,7.429956915,26.5584,22.2195,23.32333809,31.57422108,30.80517566
PA1228,25.105,15.53282032,18.95672027,22.6777,17.4582,19.28801732,33.65419905,29.05084194
PA1229,26.78,16.47905325,15.7921627,25.784,21.8461,22.74080152,27.70810313,25.1052044
PA1230,61.5707,35.97233336,18.38577716,22.8741,36.657,25.58584344,36.51092654,34.16857381
PA1231,33.4907,13.76395776,5.985493383,25.0852,21.7314,28.31042226,32.31497478,31.0803211
PA1232,37.1802,18.14355809,7.172162565,32.1041,23.7719,29.349851,37.21615772,34.39942245
PA1233,22.8338,17.56024254,13.61572225,12.2413,12.2639,24.43077714,16.46688867,20.41009131
PA1234,21.0051,20.30798104,18.88388063,16.3689,14.0348,20.74867464,21.86120021,20.83379553
PA1235,33.2585,17.74697994,3.906099244,27.1713,22.1285,29.58479441,34.22995565,32.38228345
PA0125,41.918,127.9642481,564.3409389,84.5865,89.549,37.58192935,30.49675314,36.87400666
PA1236,30.7556,15.84154894,7.326671921,25.8317,21.7626,26.24883607,32.14086945,28.07257755
PA1237,40.7401,15.13156259,5.651627713,29.49,21.2602,30.82800778,44.51439368,43.02404599
PA1238,38.7551,14.59213183,4.94941743,31.376,22.071,29.33945183,38.31128059,42.73449066
PA1239,26.0449,13.359956,11.27094005,22.4028,20.2883,21.9867683,28.08752891,30.21869571
PA1240,26.4129,21.32086216,48.02239629,23.8331,20.9887,19.77696288,26.48813081,29.14645579
PA1241,16.5499,19.74762909,38.99385088,15.9078,14.7981,23.34520028,21.24811985,25.04429604
PA1242,34.6978,21.32841002,14.51519002,23.4993,21.3936,29.14865835,34.48596318,34.432914
PA1243,38.8055,28.91610436,23.42455184,27.0514,23.6686,34.20609532,40.04676596,35.27902636
PA1244,142.533,230.0170171,180.696708,78.8649,83.9789,183.4580858,206.5471678,209.8331825
PA1245,120.08,20.27028118,8.790673016,19.7903,20.2307,66.17070022,72.49878879,42.57829369
PA0126,52.5536,61.44345689,40.55848121,97.943,94.1695,56.41769549,44.49361886,51.93660681
aprD,60.4736,18.16258487,4.323663796,23.5827,18.74,40.90230522,47.81127403,36.54697239
aprE,41.7199,14.84512586,7.524493625,16.9306,17.8685,28.03843472,30.74970779,28.45146195
aprF,40.2248,14.094907,8.31431781,18.7221,16.5572,27.02360948,32.59020017,25.62533219
aprA,123.971,52.51620337,27.58900238,24.5958,27.8237,81.79335929,89.72077673,58.90086354
aprI,50.9271,35.63711637,9.519707945,23.1292,18.5971,42.69832577,51.728457,37.99899107
PA1251,37.705,21.36656099,9.751853117,22.1828,20.6553,29.17952329,34.51384652,30.92887669
PA1252,22.863,17.27208926,10.7607323,18.9102,16.7393,18.39919282,23.28123183,24.6902799
PA1253,29.0497,15.2989821,2.773053159,23.8416,19.7143,22.72471407,31.27075662,26.51933548
PA1254,27.9684,16.78957172,8.734577855,23.371,25.4086,22.49315781,29.80003417,26.62497855
PA1255,29.4161,14.5451822,7.238780757,21.5125,24.3206,23.51917285,28.18248459,28.30427307
PA0127,47.5758,75.21098879,129.2826022,83.3086,82.1228,52.88691941,38.7820398,40.87209174
PA1256,47.1944,26.08538606,11.67848671,29.522,31.0434,38.1810464,42.66150703,45.54853459
PA1257,22.5005,13.09538874,16.59674857,20.3986,12.8544,15.88590872,19.21406962,24.45664849
PA1258,27.9909,17.6265908,8.016487687,21.0523,20.7907,27.74864845,25.68900531,25.09178929
PA1259,33.3905,15.97059046,7.676771344,27.5475,23.4808,25.27252981,35.63407869,35.794425
PA1260,27.0671,37.49803894,32.75834328,22.5359,26.5854,23.36807457,26.58528297,29.38546418
PA1261,29.5217,14.14379318,7.153400521,16.6715,17.6212,21.39691263,24.95983195,21.1258648
PA1262,38.3911,11.84008978,7.848772029,30.3713,22.8923,27.34251739,34.59283567,36.01723537
PA1263,30.6161,24.80219799,15.23820533,24.4757,22.4748,25.13393514,30.38131148,27.90128135
PA1264,37.8117,14.20872289,16.29089281,26.0177,24.147,31.48922388,34.68090698,34.00849392
PA1265,36.3774,15.54960169,8.032328665,30.0363,24.56,30.45214717,34.03598268,36.63984573
PA0128,44.3969,168.8307235,506.7474187,110.036,121.367,55.71272992,48.04895297,74.06587623
PA1266,42.4873,11.03513114,2.25611924,30.3413,19.8906,27.49569694,38.25830852,39.57677648
PA1267,42.1496,18.59187621,4.860030164,31.2211,25.9647,34.47931087,39.38373944,39.70515741
PA1268,29.414,14.06610534,3.284831639,24.8383,23.4261,22.27507314,31.12645396,31.47575259
PA1269,27.5115,19.12538931,46.88280978,20.3186,26.858,25.53208938,27.41314719,22.01397493
PA1270,38.5981,14.04546022,7.423261911,28.9886,23.8688,31.67703694,40.39360955,38.28738153
PA1271,29.7767,24.62408364,27.37848828,20.8477,23.6772,29.68526154,33.41344114,28.31146508
cobO,35.152,35.76403738,30.80658602,27.1749,25.3784,40.82014127,47.6878029,46.62791549
cobB,33.646,18.21382879,12.63431377,25.3124,20.2105,29.97610083,37.57781584,37.16209906
PA1274,29.501,16.51181794,7.00420547,23.3289,19.0735,26.5408314,29.22906417,31.45253142
cobD,39.319,17.07805209,7.216797529,31.4595,23.7344,32.77666535,42.92718668,41.48191532
PA0014,28.0388,73.77233522,116.8951262,65.5348,72.1063,22.67002482,24.19149068,32.98737708
gabP,47.633,66.17900401,89.37547349,96.3874,93.8401,54.75793381,41.54585036,45.40996344
cobC,42.9078,20.49587255,11.50604776,27.9154,26.0586,35.65607326,51.9961008,47.50644909
cobQ,31.4808,20.93956247,11.73015981,26.2092,21.0284,32.16339161,34.77828744,37.377819
cobP,33.9629,21.42434799,12.96308414,29.2469,25.4734,34.04889362,45.80229424,46.12351423
cobU,51.0535,21.08582416,14.63733359,38.164,28.3916,43.33350764,54.96422719,56.5233996
PA1280,25.6175,15.2995693,7.004498792,20.0095,16.4058,26.07279162,33.27667848,33.11396599
cobV,40.3522,24.73108772,9.751658634,35.7869,28.0568,34.02894371,45.49560832,42.20736239
PA1282,38.5242,17.33881159,11.28080544,30.7195,25.4716,30.91709026,37.31489693,37.26747223
PA1283,36.0774,21.86370046,13.39640504,21.5023,17.4666,26.07154306,35.5654902,31.56658137
PA1284,28.3085,16.66495693,10.14348475,22.4461,25.1022,26.34533875,28.17444446,24.3779886
PA1285,50.4773,31.81011976,58.96632209,23.7323,24.8434,36.17444477,45.58228422,40.63879665
PA0130,38.6873,85.97553515,247.3244507,99.8145,119.941,49.45128785,37.37080172,40.98449431
PA1286,23.439,13.58053187,22.25723055,25.4452,20.2468,17.07443739,20.55694113,22.66647434
PA1287,34.7643,44.7111767,62.94273798,26.8931,30.3286,32.88998149,37.49964244,33.68889718
PA1288,37.7793,111.9252614,433.7825234,104.287,133.308,46.00928106,50.91119998,62.36448146
PA1289,38.0104,52.8938903,32.99462625,25.1689,22.3116,32.44069116,33.71730729,38.10816396
PA1290,22.7544,17.93444772,90.58075631,26.3376,28.2929,20.87230184,25.44885459,22.32535447
PA1291,24.4756,18.12374984,23.43769274,19.6156,19.0733,18.03074528,24.24310705,18.93102012
PA1292,34.4195,40.08653885,57.43302805,31.8391,32.0141,40.28919344,37.81780763,35.9899082
PA1293,45.4906,33.46453622,30.29848515,31.1032,39.0005,41.06844774,44.85279551,43.11159251
rnd,45.8179,54.11028759,56.49137678,29.693,32.3344,44.43007591,47.34368139,47.83068248
PA1295,29.6626,39.2459861,27.84242468,24.3958,20.8539,26.93042404,29.14244511,28.41519665
PA0131,23.2788,40.84840007,86.17872253,79.8799,48.8592,36.12733623,31.43790264,20.29056268
PA1296,41.4625,39.98115445,58.34488159,30.0676,32.2649,38.77595519,40.93120848,38.59266938
PA1297,21.7653,20.86504433,65.50148828,31.6135,27.6895,22.71486024,19.35943877,20.51710982
PA1298,34.6019,28.35318461,66.4108559,44.2276,31.7981,24.67772668,29.87239279,45.05250784
PA1299,42.4725,50.14200054,87.91454301,21.0985,21.0479,38.33417246,39.0645808,26.7630921
PA1300,120.751,12.76934596,13.89832659,23.6902,19.1669,91.81144909,81.08284841,51.35633733
PA1301,84.2135,8.559148304,13.044166,15.2478,15.7141,77.41075718,71.95640903,49.27208776
PA1302,44.6146,20.57442271,11.97350744,28.6773,31.5611,43.31389288,43.1722083,37.94661137
PA1303,16.0256,12.68796395,7.505546113,11.4596,12.5986,22.70023254,21.04268507,18.97916548
PA1304,31.0721,29.11397721,21.76211079,23.0216,27.5629,32.1961553,33.28440122,31.14956176
PA1305,45.256,65.02275914,119.0559738,28.4966,34.798,53.74361743,63.89120356,65.37791024
PA0132,31.5278,51.87439094,140.9727969,61.1379,71.2131,31.78465689,25.46505252,27.66665024
PA1306,58.2772,46.29932281,53.52747391,29.2483,25.0869,54.64204833,67.45543269,63.32466615
PA1307,40.556,37.99635829,46.75519844,30.204,32.7834,44.20135399,41.98249685,39.86816712
PA1308,31.4563,32.80942874,47.06435094,22.3293,27.1265,26.78291307,30.28941634,24.20017671
PA1309,25.7412,20.09675763,16.39733434,18.2704,23.6945,29.05355095,27.23646676,23.31845679
phnW,24.6751,15.15906874,4.722316446,16.2769,17.0515,23.13153424,21.04632882,19.82575005
phnX,26.1341,18.78115846,7.490869053,16.7542,23.6585,25.05654415,21.31626392,20.6466988
PA1312,27.7753,16.40014692,11.53068764,21.7129,21.7651,26.25818428,30.43328527,26.86248894
PA1313,39.7103,17.58162853,7.948646963,31.6949,25.3085,30.81138592,39.99107664,36.7826086
PA1314,17.0572,17.5754391,12.25188426,16.2579,22.5679,14.75671384,19.06021412,21.13139612
PA1315,25.0806,19.47712749,15.33735394,20.3787,13.9759,20.84452488,24.36263432,26.06503453
PA0133,51.0483,64.39152574,55.09222165,83.7477,76.7191,52.19724542,40.73154858,51.28417082
PA1316,33.432,15.52908418,7.542734598,22.335,21.5438,28.68411307,32.50245257,29.52553259
cyoA,27.2021,24.90366254,19.07945595,20.6378,28.3972,27.68651682,22.88691187,22.20367448
cyoB,45.6495,33.83100076,22.78542684,31.3942,38.0449,48.10952383,39.93322859,36.21747332
cyoC,37.0666,25.41180876,6.218604131,25.959,31.7007,32.35379558,31.38824687,29.88669383
cyoD,21.1085,14.35373698,5.112222829,10.8702,15.514,17.02521979,12.00658784,16.26290491
cyoE,29.2143,15.10979412,7.36619431,17.2403,17.1672,27.89232888,20.94732406,17.95926355
PA1322,48.0407,26.33031041,9.99311181,27.796,37.8911,43.37016642,37.97838688,33.98301874
PA1323,103.726,111.3217927,360.1283724,58.9327,59.5852,116.1160442,132.5509148,110.342081
PA1324,100.922,79.70196638,149.1834638,51.5753,57.928,101.3688176,114.3317399,101.4230158
PA1324.1,28.0138,0,0,35.2213,0,97.49435383,29.74198171,28.25455013
PA0134,54.8653,80.66688211,75.5749349,94.0763,95.0406,65.45946901,47.20612031,50.66999347
PA1325,28.4728,19.74761143,10.01837461,15.3232,20.4786,18.51378465,21.2545472,22.33999316
ilvA2,25.3291,15.72062033,13.35676738,19.9656,20.5244,19.84598115,24.21236726,24.8401939
PA1327,29.9969,17.98341859,12.03450575,17.358,18.5586,24.33739781,28.10100153,26.02257041
PA1328,25.09,18.78595408,16.00181265,19.9579,20.1078,23.26848463,26.8645161,23.78952821
PA1329,27.637,10.74830375,3.51111833,24.0686,16.2851,24.28031679,25.1880529,25.585442
PA1330,42.2828,28.5271335,18.87155717,31.4045,35.1905,35.19460008,41.9080916,41.34297891
PA1331,18.8543,10.94418586,7.659121957,15.1873,12.539,17.19492524,20.98805136,18.89063468
PA1332,33.6458,22.46407083,40.32476273,18.7502,18.1488,22.57016852,29.19663722,21.16590412
PA1333,39.5156,38.19389653,69.93748438,39.0643,26.5954,55.41353776,53.29866454,42.23521321
PA1334,27.8359,13.19454544,6.65858473,21.0717,19.3426,20.61391002,26.73013499,31.75491157
PA0135,45.034,83.23519419,0,53.9912,115.214,25.16758907,23.3448362,22.11500952
PA1335,22.7175,11.47164624,9.843057525,15.4748,16.6484,18.55505213,24.8402924,23.33850193
PA1336,34.2208,20.29641185,12.44516878,23.9366,24.0171,31.05882698,32.880843,30.50691
ansB,37.6009,74.36212718,142.3493063,58.8043,80.4411,58.51027249,57.31776403,72.53908074
ggt,23.531,26.54531005,44.94762276,25.0339,34.1752,21.57371322,21.31071422,27.55274673
PA1339,31.8725,57.27987715,115.6004883,36.7095,48.6697,35.81869724,38.96205942,52.01873895
PA1340,28.3282,43.40253391,76.0005142,34.8675,42.4469,35.41651589,34.75036489,42.08730273
PA1341,31.3076,35.28191643,58.93612828,36.8991,44.5494,33.87271994,36.73187275,31.90707868
PA1342,52.2052,173.1765063,430.4783252,116.964,172.227,63.98640915,79.41199348,101.3790235
PA1343,26.598,29.01389259,32.84301694,21.7952,24.6946,28.89433592,23.18234596,31.12999841
PA1344,41.2513,42.44873028,65.88351421,39.1754,36.2447,44.61274559,42.98390356,40.43198299
PA0136,32.3203,32.24215198,21.23037843,62.3916,48.0512,28.89706162,29.78200091,36.03506769
PA1345,80.1636,135.5841931,122.7988592,44.7154,44.3595,104.3521798,97.09963409,93.61720059
PA1346,39.7042,30.35932915,22.67598677,30.4218,26.002,40.74666838,44.53359463,42.99784555
PA1347,38.8113,24.33494153,19.14251099,28.3058,29.8633,36.1428184,42.27522695,32.71100472
PA1348,69.4739,41.84278652,29.44221732,52.3803,57.8161,59.23356592,64.8059352,56.39749638
PA1349,24.4271,19.33123011,11.0437015,16.2133,8.72909,17.05781394,19.17079577,15.24322629
PA1350,25.2079,14.48744169,12.37747937,18.8717,18.4623,22.26181727,23.62073907,21.35729573
PA1351,35.8515,13.87388715,6.375600078,23.6085,18.8214,24.92580844,32.89054586,30.59760067
PA1352,27.2263,8.972072572,3.810415136,22.8327,13.8654,18.87134127,31.94527938,35.15807526
PA1353,16.6942,27.9658231,23.11545893,20.2637,19.1505,17.80935341,18.04470057,19.7733294
PA1354,39.1117,27.3553431,17.72820126,22.7609,29.9627,35.51068598,30.67530643,27.23026346
PA0137,48.0793,46.70382357,20.37177918,95.4326,79.0482,43.66432237,39.39927751,42.06333171
PA1355,44.3139,20.26550888,9.989295339,27.0739,28.3549,31.46764921,36.06544631,34.76858483
PA1356,29.0532,13.02810879,6.775862214,22.1581,16.241,22.25080812,28.22353603,25.55226121
PA1357,34.9023,17.76953645,23.73148569,13.1798,14.4018,24.77831506,31.80364384,24.98632829
PA1358,37.3883,22.60148802,18.86220357,18.763,22.1797,33.17788678,36.44260114,33.69112864
PA1359,35.0986,25.90975973,25.07976552,28.1601,32.7525,33.58165239,35.8878006,43.83661036
PA1360,33.091,19.80513019,21.53265866,27.9546,21.0483,30.16773869,36.92028893,38.19537517
PA1361,26.9467,16.80324086,12.71686812,23.964,19.0952,20.44255361,29.7563327,29.36518238
PA1362,30.3132,16.08320411,20.91521649,22.6278,23.8473,24.99549957,31.18851344,18.85241893
PA1363,58.8633,22.38507447,16.21632497,25.6888,30.6773,57.79602809,58.78500896,36.28709626
PA1364,47.4072,13.94138927,7.446036216,20.3113,17.7471,43.86702866,46.51301644,33.14918453
PA0138,57.8356,55.87951467,24.55251853,111.182,84.0629,48.9024606,54.538109,58.25192417
PA1365,43.223,21.07599666,9.025340585,25.774,32.4054,43.80931247,41.13124506,32.96041835
PA1366,52.9205,31.4862146,62.573847,24.2564,28.4669,48.963063,46.73457192,46.26122809
PA1367,40.9713,27.63141237,8.195395686,26.1601,32.2147,42.22032645,38.84078016,35.05056672
PA1368,29.7841,17.97955664,10.42358323,19.9276,28.3803,27.95454973,27.34322069,25.10258504
PA1369,31.39,15.87405904,18.71793213,23.8218,25.2298,27.66090236,34.62365496,28.64128052
PA1370,39.6775,23.98208182,26.66916967,25.2366,31.536,37.38954863,39.21200398,37.22137837
PA1371,43.2316,54.1403811,134.14388,26.8263,26.8768,38.42261526,43.95755575,36.53459818
PA1372,47.6745,73.40366921,276.6707557,29.4013,35.8521,49.76211321,49.23649606,48.27981662
fabF2,36.7796,22.99090945,24.40052375,32.229,26.0956,29.31284762,38.65212357,38.82445047
PA1374,20.3518,20.47463803,31.61904174,20.2126,17.8752,18.01156295,22.172134,28.01067107
PA0015,86.9122,116.9263794,160.8715544,187.933,162.434,88.30019552,71.42387166,89.54023671
ahpC,134.815,753.2280133,2890.020436,652.886,675.259,203.2323874,135.1235751,180.1314936
pdxB,49.053,32.76931396,37.2690821,41.7054,41.9819,44.30546154,60.1222254,59.27995925
aceK,33.5835,27.79948381,37.44115627,27.1488,33.3088,30.76489624,36.0611894,33.98030577
PA1377,49.4851,31.71647809,27.1692906,29.7109,23.2809,40.9581542,53.34516103,56.38712834
PA1378,26.3136,14.23246812,16.80211771,20.6827,16.8395,23.76636705,22.51933373,18.03624489
PA1379,24.4623,13.34571242,8.769908765,20.9744,18.5543,20.05518993,25.5052475,23.39247464
PA1380,21.5321,9.995075664,6.799039692,16.0486,10.1802,16.21078295,23.2086012,19.46537878
PA1381,55.8061,30.81214821,14.12319786,40.7216,52.6934,51.21386427,48.10041728,50.08429874
PA1382,42.5487,34.7282872,67.4607891,34.1843,36.8061,40.21096951,41.67950738,42.13072043
PA1383,41.4755,26.41052221,27.22797866,27.8517,37.754,37.07012498,39.94147349,38.09045441
galE,61.2837,33.30640545,17.71809218,45.2581,56.9652,56.12166461,62.27300644,56.89957735
ahpF,38.7173,73.57560784,75.08287453,84.6427,88.316,40.35247294,38.04481385,44.78100191
PA1385,36.0959,21.08997697,22.21195517,29.8886,30.4154,33.84857043,35.50025921,35.04724902
PA1386,45.8661,26.31443843,30.10448141,32.077,38.1462,41.12426057,43.41612804,41.96112642
PA1387,46.8777,27.78836181,20.6759938,30.4367,39.4013,45.84793658,47.52077439,45.12605333
PA1388,46.4376,28.20932594,13.61680877,33.4248,42.8746,51.06716889,44.71375025,49.72419292
PA1389,72.1956,32.75446956,12.02623067,42.9075,52.7403,66.19981172,74.74945345,64.99130581
PA1390,59.8642,28.11366643,9.389259137,37.54,45.3489,59.03295684,65.26466949,56.65785679
PA1391,48.137,22.40265768,8.02571041,28.6517,31.9732,43.44243794,47.35757355,43.7129618
PA1392,42.5063,26.58458535,14.22280656,34.7863,37.9114,42.09914872,43.35985006,41.3369694
cysC,38.3909,16.78206805,11.66826012,23.729,27.1581,29.64340941,37.23438628,28.88671294
PA1394,26.5674,7.482823592,17.57046255,19.9345,21.8687,29.87465891,26.94125948,26.87428473
PA0141,55.9157,241.7591903,404.6662422,137.976,144.932,72.95187408,58.31245996,92.34850909
PA1395,30.5394,19.94966287,8.451194002,24.4387,25.2072,27.19567449,32.2549142,31.32194544
PA1396,40.0983,19.08347514,7.148956491,28.3969,26.5768,33.50134434,39.53598244,34.16285517
PA1397,37.8732,21.1507851,13.19740181,24.3406,21.9383,33.83815809,36.34469816,32.96819203
PA1398,26.9939,20.88653087,18.51663149,11.4303,16.1055,29.24174958,23.4317025,38.56132015
PA1399,40.1309,15.53288061,10.80798715,27.6953,26.1637,28.5342159,34.49250226,37.65116784
PA1400,30.5977,14.95799928,6.728950059,23.397,21.3228,24.66008596,30.1287186,31.31045173
PA1401,24.0844,13.12527866,15.41965583,16.5003,18.4307,22.47178438,23.46827242,21.98526654
PA1402,31.7476,18.3719005,10.30830245,24.8345,20.0347,25.68129687,25.58012973,25.17843397
PA1403,30.4564,20.3839281,15.08958888,26.2386,23.9696,27.64531922,33.49011358,31.80383323
PA1404,44.0213,29.85728723,93.16029936,27.9689,41.5763,39.80752627,38.33921001,55.6791687
PA0142,33.3753,37.35629422,40.33280548,68.4861,63.2996,31.07818938,29.6321184,35.49081632
PA1405,27.0912,17.90629631,10.06083871,19.8324,19.6092,24.77680385,27.03926093,23.2913951
PA1406,25.6206,15.25415814,8.789350367,17.6875,16.747,23.33506818,28.01991464,25.91920697
PA1407,22.9171,14.20191759,8.453381265,16.4183,15.7595,19.14539121,23.60854371,23.0503273
PA1408,34.3968,21.24153976,19.89301333,24.1856,23.0472,28.9565652,33.66183327,32.30246044
aphA,26.6659,14.19245806,5.137869414,17.8541,17.0832,19.56308279,24.21039847,24.3513729
PA1410,21.4808,11.81691947,6.390777206,16.9258,19.5955,19.43777927,18.15704624,19.23789244
PA1411,35.04,21.0651531,10.90775944,26.0257,25.4962,28.1816893,34.01839245,32.61891133
PA1412,41.5419,12.81970793,5.013795072,32.5817,24.7455,26.00273031,40.41802707,38.3385205
PA1413,30.1492,27.80344835,34.55596661,29.0993,24.1969,26.4201006,30.68125621,34.27550094
PA1414,454.008,1176.83747,3669.888063,698.444,781.95,552.1737606,672.348134,825.5224007
nuh,53.83,71.90800124,111.7712193,82.8088,86.4079,53.90398053,47.2220975,46.55939887
PA1415,36.4852,77.88892845,268.7467283,61.6085,67.7319,41.85603661,49.79253713,71.94353272
PA1416,37.9741,42.90039933,107.659532,50.3693,42.5324,35.54657301,39.53473768,48.69988918
PA1417,30.8455,19.28247036,36.62221707,26.8081,25.2593,24.50754102,31.30904107,32.4315074
PA1418,32.6065,16.86402597,31.49948657,26.3273,27.6697,27.5252762,32.26069306,29.47204549
PA1419,29.4205,17.96228632,21.99601301,24.2294,22.3049,25.73944805,27.67327608,27.73481256
