,HLR1 raw counts,HLR2 raw counts,HLR3 raw counts,HLR4 raw counts,HLR5 raw counts,HLR6 raw counts,HLR11 raw counts (GSM2991338),HLR12 raw counts(GSM2991339),HLR15 raw counts,HLR16 raw counts
PA3638,2,4,1,0,6,5,6,3,16,18
PA0345,2,0,4,2,20,23,45,53,48,59
PA3548,2,0,3,3,9,18,2,1,9,11
PA3585,2,0,3,3,4,5,83,103,109,108
PA4283,24,19,22,28,232,299,594,1002,955,1008
PA1710,31,16,14,17,5,7,88,126,134,119
PA2703,2,4,0,1,4,8,10,25,42,51
PA0951,30,22,20,15,3,8,1,6,18,12
PA0778,12,11,5,8,1,3,4,14,8,3
PA4363,14,13,9,7,4,13,820,1233,1374,1225
PA1196,38,10,15,14,24,39,15,35,109,48
PA3753,55,23,30,25,6,7,24,53,86,96
PA3635,242,86,95,131,7,6,7,6,25,18
PA4432,393,146,195,191,59,88,32,66,55,53
PA0660,26,20,31,22,8,15,0,1,9,6
PA4431,241,111,125,147,13,11,0,1,9,6
PA1555.1,84,47,74,65,4,11,10,11,33,27
PA1712,8,4,2,3,28,35,8,6,26,19
PA0199,7,2,8,6,7,7,11,13,13,6
PA3002,57,49,52,62,5,8,14,24,15,20
PA4597,25,14,11,14,5,10,16,23,68,33
PA3159,894,383,513,447,5,9,11,19,46,33
PA1157,3,3,0,1,34,29,27,73,18,49
PA3048,17,6,11,18,6,8,24,33,69,64
PA4183,5,4,3,0,4,12,5,12,22,32
PA3846,9,3,3,2,5,9,5,1,18,9
PA1421,5,4,2,1,5,9,8,17,31,46
PA0449,83,57,81,67,12,5,22,25,68,45
PA5346,118,76,91,111,7,13,214,370,401,327
PA0224,9,3,2,3,8,8,0,1,11,4
PA0368,5,4,1,2,2,2,5,9,23,22
PA2980,18,2,3,5,9,9,210,293,556,839
PA5306,7,9,4,4,4,10,217,309,395,258
PA3584,43,16,29,37,7,11,13,15,33,41
PA0405,4,10,13,8,8,10,58,81,176,118
PA4444,37,12,13,19,4,0,18,18,60,31
PA2731,73,34,39,39,85,79,15,33,54,63
PA0871,170,152,172,159,7,8,94,144,151,134
PA4366,528,389,420,503,8,12,48,58,62,56
PA3120,36,20,31,32,10,5,35,54,42,55
PA3717,8,8,6,2,14,8,6,9,25,22
PA4488,19,6,12,19,8,7,472,632,726,664
PA2725,17,19,11,12,7,9,25,18,69,41
PA5319,3,7,6,9,10,4,65,90,159,164
PA0299,223,193,206,218,7,10,18,24,21,19
PA0626,8,8,3,5,10,5,37,54,57,43
PA2727,5,5,6,9,49,80,19,19,49,45
PA0481,6,4,8,7,41,45,20,44,40,27
PA3437,8,2,6,9,1,0,3,7,19,17
PA3005,8,2,5,10,1,0,50,97,97,74
PA2497,6,3,1,2,3,1,14,22,41,49
PA4756,776,377,445,468,11,9,19,30,84,41
PA2818,19,8,7,9,61,34,282,430,500,394
PA2901,4,2,0,1,3,3,2,4,18,9
PA0178,25,28,20,15,44,32,12,21,40,44
PA1491,15,1,1,4,98,113,8,10,29,24
PA4557,53,37,34,31,29,41,38,26,98,62
PA1985,9,7,4,4,10,8,110,178,167,183
PA2761,9,7,3,5,9,3,1,5,17,10
PA1529,27,8,12,10,21,22,2,0,11,6
PA3155,440,239,283,252,6,9,4,7,21,17
PA3984,24,16,14,12,20,31,30,66,28,54
PA2191,9,7,2,6,240,279,17,26,55,49
PA3199,16,10,14,18,12,18,123,188,329,293
PA3704,15,11,14,18,11,23,2,2,14,8
PA2583,51,22,39,41,47,55,36,27,27,28
PA5435,465,260,336,393,7,19,294,455,528,416
PA2812,19,8,19,14,5,7,33,49,102,79
PA4510,7,2,2,1,83,84,15,28,54,50
PA2741,1327,572,712,748,43,68,101,129,145,131
PA3871,11,15,18,14,10,21,5,8,18,24
PA4288,21,7,19,15,41,45,37,79,70,58
PA5564,26,14,11,15,11,5,50,68,59,75
PA2896,8,3,9,7,24,19,98,116,227,207
PA0379,1,2,4,3,4,2,25,30,26,30
PA1326,1,2,4,3,4,4,27,53,92,85
PA4112,8,3,4,13,44,58,19,51,32,30
PA3881,1,2,3,4,3,3,21,16,13,18
PA0050,12,15,15,18,436,399,52,57,69,54
PA4741,994,513,622,577,113,180,738,1143,1208,1194
PA3688,3,4,9,3,4,6,62,78,179,114
PA3812,54,29,42,48,4,6,4,7,27,11
PA1089,29,9,15,8,5,1,14,27,60,40
PA1489,2,1,5,2,5,3,9,9,7,6
PA5159,2,1,4,3,117,159,21,23,26,17
PA4195,2,1,3,4,48,43,9,12,37,22
PA2878,2,1,2,5,10,10,15,17,39,42
PA1796,11,5,3,5,4,4,15,30,65,43
PA5561,33,11,14,15,16,23,5,3,22,9
PA0148,19,10,19,16,34,37,2,3,11,13
PA5366,62,33,34,35,34,43,70,64,81,68
PA2371,3,0,4,3,88,86,129,239,263,190
PA3888,3,0,4,3,144,193,3834,5706,5879,6387
PA3397,96,50,70,83,5,7,27,20,27,9
PA2940,3,0,2,5,5,5,12,28,13,22
PA4735,162,101,96,107,8,10,13,29,63,39
PA5172,4655,2531,3540,3587,4,4,7,10,4,8
PA0591,24,7,19,18,31,23,7,9,22,26
PA3929,26,24,15,19,38,38,9,8,5,7
PA3205,20,11,20,17,16,21,1,6,20,9
PA5189,8,8,7,1,5,7,36,47,46,45
PA2684,21,11,18,20,71,118,59,90,185,125
PA2563,6,7,3,3,510,632,80,124,138,107
PA0648,19,9,9,8,381,382,10,15,40,27
PA3721,19,9,9,8,25,44,31,75,130,102
PA4108,31,14,18,12,723,933,28,33,44,20
PA0023,28,27,18,20,12,23,122,178,307,290
PA3452,25,16,14,13,13,10,15,16,49,30
PA5006,26,9,22,19,30,50,60,89,173,136
PA3181,17,5,9,20,34,42,12,7,31,23
PA5237,74,47,49,41,5,5,42,69,80,47
PA5315,24,8,12,8,9,5,36,73,75,47
PA4770,10,3,11,7,18,17,1,5,10,17
PA5107,65,31,30,40,6,2,80,80,197,132
PA4631,15,4,8,17,10,13,6,9,6,4
PA4687,46,34,32,56,41,51,16,26,17,24
PA3481,27,9,8,15,7,3,14,20,50,35
PA1159,139,76,77,88,20,30,4,6,17,18
PA3480,32,18,14,20,23,25,71,132,139,106
PA1886,9,1,10,5,14,18,170,249,307,216
PA1083,20,16,21,21,6,8,4,9,34,13
PA3152,58,24,30,29,5,5,68,76,168,130
PA3797,10,4,10,9,267,417,72,103,196,162
PA4055,9,5,7,12,3,0,8,16,11,9
PA4241,598,299,377,336,7,1,4,2,16,10
PA0441,1,3,6,2,16,16,5,3,1,2
PA4070,1,3,6,2,2,6,577,865,1021,827
PA0894,1,3,5,3,362,452,6,8,5,4
PA3866,137,93,116,120,0,3,29,31,81,55
PA0889,7,7,11,8,21,27,44,66,122,111
PA4870,1,3,4,4,11,24,10,20,17,10
PA4675,30,11,17,10,371,471,181,230,267,244
PA0108,11,13,4,10,7,13,26,27,67,55
PA2621,63,45,45,35,0,3,3,3,15,11
PA2105,15,14,6,12,7,2,213,269,472,466
PA5184,9,4,3,3,88,104,58,105,113,81
PA4887,9,4,3,3,3,5,5,8,7,1
PA4610,2,2,2,6,29,18,28,37,91,55
PA3216,3,1,4,4,14,16,14,14,34,38
PA4348,205,88,96,126,132,174,7,11,30,22
PA2484,3,1,3,5,9,8,9,9,35,17
PA4355,3,1,3,5,219,270,172,259,257,281
PA4441,23,18,23,24,34,40,25,23,66,46
PA4002,37,18,22,16,5,0,3,6,3,1
PA4657,33,15,26,28,88,87,6,11,60,18
PA0397,8,7,6,14,180,155,5,7,5,2
PA5068,30,26,18,21,29,33,41,59,133,81
PA4518,20,22,21,27,168,269,175,251,273,259
PA3952,10,7,5,4,13,16,46,71,130,116
PA4640,140,72,79,84,12,16,3,7,4,1
PA2737,86,68,53,64,24,35,4,6,3,2
PA5192,227,117,127,142,2,1,6,5,5,1
PA1115,40,25,21,25,4,1,63,79,151,142
PA1243,12,9,5,7,14,23,0,1,9,5
PA4463,1097,718,791,667,20,20,3,4,13,15
PA4853,10,6,10,11,50,69,57,65,75,66
PA0969,77,40,48,75,98,152,8,21,58,27
PA2500,3,0,1,6,1,2,20,19,55,39
PA5122,11,6,3,6,1,2,28,28,62,65
PA5256,16,9,10,5,2,5,3,8,20,17
PA2894,5,5,2,2,274,389,6,16,9,9
PA2076,5,5,2,2,13,15,13,22,40,46
PA2082,16,9,9,6,9,20,136,233,167,237
PA0744,9,15,13,17,9,7,12,24,40,48
PA0898,34,44,40,49,56,73,2,4,19,7
PA0183,14,7,8,4,67,71,44,64,125,103
PA1093,149,98,130,122,13,35,11,11,11,7
PA0500,95,48,45,63,1,4,29,33,37,29
PA1689,50,26,42,40,13,16,17,26,59,43
PA1118,14,7,5,7,7,8,175,263,236,293
PA4056,6,4,3,1,10,16,37,31,86,64
PA3363,6,4,3,1,52,72,9,14,40,22
PA3940,328,210,241,298,10,12,37,35,95,63
PA1057,13,4,6,3,14,29,2,2,12,9
PA1297,1,4,6,3,1,7,8,17,37,29
PA4560,399,207,238,243,353,481,12,30,50,50
PA1590,31,21,20,16,31,27,28,29,38,22
PA1927,3,2,5,4,16,11,96,126,135,135
PA4078,3,2,4,5,6,1,91,132,147,125
PA0080,3,2,3,6,17,26,13,24,51,39
PA2946,4,1,5,4,5,8,1,6,15,13
PA3696,9,9,12,11,2,5,23,20,55,46
PA2426,4,1,3,6,10,12,2,2,14,7
PA4531,4,1,3,6,523,636,24,40,36,33
PA3034,5,0,6,3,134,145,3,13,43,17
PA5447,78,36,41,44,2,3,8,10,25,26
PA5351,42,19,27,16,62,91,18,20,22,15
PA0444,7,3,2,2,12,3,2,5,20,8
PA2237,16,5,4,8,3,1,38,50,47,52
PA0919,33,19,17,19,3,1,32,36,91,59
PA0066,14,3,3,6,29,41,30,49,61,27
PA1096,180,126,118,122,195,192,12,15,13,11
PA1557,1534,827,1126,1204,2,2,29,31,39,25
PA0690,51,35,30,33,2,2,25,60,52,34
PA5546,43,42,34,65,2,2,21,40,82,55
PA0592,20,5,6,9,2,2,208,314,329,332
PA5066,34,18,15,21,19,25,23,31,78,45
PA3950,10,11,9,3,1,3,7,9,34,14
PA1432,567,366,458,469,1,3,18,28,30,17
PA3166,119,56,63,71,1,3,33,57,49,53
PA1789,249,189,214,226,3,1,579,913,1484,1351
PA0068,10,10,10,15,3,1,27,36,42,26
PA2800,63,38,43,32,2,2,2667,4065,4557,4214
PA1218,8,2,2,2,2,2,3,12,20,27
PA4818,8,2,2,2,2,2,13,18,35,42
PA2380,8,2,0,4,2,0,11,15,13,10
PA5142,25,9,10,12,10,4,18,27,60,45
PA5412,13,3,15,7,1,3,68,77,93,79
PA5274,11,11,4,9,1,3,39,57,128,76
PA1307,41,21,24,20,1,3,12,14,14,9
PA4426,94,47,56,51,1,3,67,103,112,93
PA4898,4,3,1,1,1,3,17,5,0,5
PA3033,4,3,1,1,1,3,17,15,49,30
PA1830,185,122,146,164,88,112,204,283,464,475
PA1567,4,3,0,2,9,18,156,224,238,239
PA1813,3,3,7,3,47,44,0,2,9,7
PA1348,3,3,6,4,2,2,135,214,205,232
PA2734,173,86,100,102,135,167,21,18,26,11
PA3333,19,16,11,12,4,9,9,4,21,19
PA4477,202,133,127,137,123,146,68,79,103,72
PA3044,5,1,4,6,1,1,3,7,16,18
PA3223,5,1,4,6,1,1,55,79,138,137
PA0438,5,1,3,7,12,11,166,219,384,537
PA0968,33,20,16,21,18,21,13,14,41,28
PA4163,17,7,11,18,9,21,115,167,177,173
PA1608,13,10,15,13,13,11,61,87,111,66
PA0338,22,8,10,9,31,57,6,12,31,20
PA4303,9,5,3,4,354,457,7,18,10,12
PA0931,13,9,5,8,15,16,54,74,152,112
PA0659,52,30,26,34,100,138,77,109,127,99
PA1544,219,89,101,131,88,126,296,413,497,411
PA5141,25,6,9,10,5,4,15,23,55,36
PA1446,17,8,12,18,38,23,20,25,26,20
PA1775,56,31,32,32,256,349,2,1,8,10
PA5048,11,7,6,4,2,7,6,12,4,10
PA0419,5,2,2,0,3,0,38,29,94,60
PA3303,5,2,2,0,10,12,34,36,43,34
PA0548,81,45,62,69,20,18,50,87,153,128
PA0638,16,9,14,16,10,6,271,469,551,403
PA4540,15,16,13,7,9,12,78,127,114,136
PA2527,23,7,8,11,12,11,36,71,109,121
PA0620,206,143,178,173,22,17,124,171,231,138
PA4466,38,9,19,7,21,23,6,7,21,19
PA2077,5,2,0,2,11,18,91,120,153,106
PA5549,96,52,64,49,227,244,10,15,44,21
PA0413,272,195,230,237,1,1,18,22,46,48
PA5434,15,7,6,7,17,15,32,37,37,39
PA0367,22,18,13,14,19,19,873,1647,1573,1520
PA0287,0,0,3,0,9,9,20,19,62,32
PA1929,0,0,3,0,31,52,5,2,17,10
PA0570,0,0,3,0,0,2,26,35,26,40
PA1379,0,0,3,0,85,123,11,7,7,7
PA2838,0,0,3,0,8,12,30,52,50,43
PA2943,0,0,3,0,2,3,5,3,14,15
PA2854,71,33,61,48,4,1,9,21,48,27
PA3259,0,0,0,3,4,1,17,13,41,33
PA3410,0,0,0,3,3,2,57,82,85,81
PA2903,0,0,0,3,3,2,7,9,23,23
PA2057,0,0,0,3,29,36,19,47,40,27
PA3169,20,6,6,10,2,3,6,10,8,4
PA1730,3,4,4,7,2,3,1,2,11,7
PA4705,4,3,8,3,2,3,9,9,27,23
PA0335,11,3,2,5,1017,1398,7,9,8,4
PA2603,5,2,6,5,4,1,6,5,37,11
PA3911,5,2,6,5,1,4,11,9,31,23
PA2443,6,1,2,0,3,2,43,37,84,103
PA2938,6,1,0,2,119,101,1,5,16,9
PA4718,6,1,0,2,2,3,25,45,39,39
PA0792,19,12,17,19,2,3,259,350,392,388
PA4482,20,11,12,8,2,3,21,37,39,24
PA1054,53,25,30,27,1,4,16,22,53,37
PA3621,91,36,45,51,1,4,62,96,181,138
PA4608,15,16,13,23,2,8,18,40,31,32
PA4621,56,36,45,52,10,9,23,28,17,34
PA1643,27,10,23,19,5,11,227,273,484,471
PA5036,106,82,66,80,6,13,61,63,132,121
PA4237,675,323,369,433,9,9,11,13,34,28
PA4740,961,535,587,621,7,10,14,17,44,32
PA0770,21,10,8,12,3,1,0,1,7,6
PA0588,713,628,544,521,39,61,3,11,23,19
PA2560,15,3,5,5,22,26,12,28,49,45
PA5111,51,30,40,46,5,11,6,9,7,4
PA4767,28,12,20,25,46,66,11,13,35,27
PA1198,47,18,39,31,0,2,70,88,185,133
PA5270,34,12,23,28,0,2,59,86,145,148
PA4570,4,0,0,0,0,2,49,64,69,64
PA2184,4,0,0,0,19,15,33,65,102,103
PA0687,4,0,0,0,626,902,3,1,13,7
PA5377,23,15,15,28,5,3,2,6,14,15
PA1833,51,41,46,51,16,18,9,6,6,5
PA2285,1,1,0,7,2,0,36,62,51,63
PA3306,5,9,4,3,1,3,37,44,47,45
PA4265,3443,1587,2017,2020,5,18,20,15,54,31
PA5562,50,35,48,42,31,46,0,3,13,5
PA4725,31,14,22,28,8,8,100,149,174,137
PA0083,133,63,62,90,6,10,6,11,31,17
PA4349,17,10,11,6,36,63,4,1,11,11
PA0853,17,10,11,6,1,5,21,23,58,43
PA3527,17,18,19,21,2,4,106,95,208,201
PA0328,15,19,18,21,3,3,9,18,13,12
PA2144,4,4,6,6,3,3,15,9,11,7
PA1950,5,3,5,7,49,82,1,3,19,5
PA1625,6,2,8,4,5,9,41,79,75,68
PA0312,7,1,4,8,22,35,8,12,35,19
PA0477,8,0,6,6,937,1012,40,46,100,81
PA0653,25,11,14,27,5,11,48,59,81,45
PA2852,1,3,1,8,9,19,21,32,30,27
PA0283,17,10,7,10,6,13,44,74,127,115
PA5461,28,17,23,27,9,6,10,16,43,23
PA3998,40,26,35,36,1,1,326,482,538,509
PA0933,31,14,19,12,12,21,1,3,12,8
PA4976,6,5,3,2,77,73,64,77,101,69
PA4080,30,10,12,15,9,6,42,53,111,87
PA0862,38,28,33,38,26,32,44,59,72,49
PA1674,38,27,24,23,3,3,24,27,61,53
PA3834,189,98,97,129,6,17,116,194,192,200
PA4248,637,256,335,350,8,8,0,4,0,0
PA2249,38,30,33,40,137,163,22,49,75,78
PA0132,220,152,181,191,1,9,23,41,66,73
PA0147,6,5,0,5,19,39,15,21,46,39
PA1376,34,26,28,37,16,17,6,14,9,8
PA0879,1,5,0,1,52,67,21,46,70,82
PA3183,168,66,81,96,7,7,2,7,20,11
PA4628,33,17,18,17,15,29,10,12,24,33
PA0003,182,88,119,92,1,3,11,15,28,37
PA1805,261,133,158,155,2,5,67,83,153,147
PA3785,19,8,7,10,2,5,40,46,45,54
PA3643,34,9,14,14,17,9,2,3,13,9
PA5239,335,125,167,177,4,8,4,8,2,6
PA0010,7,4,3,2,14,24,26,41,130,53
PA4603,7,4,2,3,4,3,374,557,875,1082
PA2759,26,8,6,15,2,5,64,94,102,91
PA3725,7,2,4,9,2,5,85,113,126,119
PA3567,7,2,5,8,24,34,12,17,35,36
PA1137,7,2,7,6,5,2,14,34,52,59
PA3601,6,3,5,8,3,4,9,11,25,28
PA0598,6,3,7,6,4,3,86,132,141,131
PA0475,6,3,9,4,2,5,22,40,36,33
PA1804,2022,1248,1618,1585,209,242,11,14,17,6
PA3831,83,58,72,73,109,144,4,7,7,0
PA2103,35,31,26,22,4,9,10,14,30,31
PA5323,150,87,116,123,3,4,10,8,30,19
PA4406,665,367,401,432,4,3,1,4,13,9
PA3582,46,15,22,21,4,3,5,2,14,12
PA5001,102,61,56,70,3,9,4,8,23,14
PA5214,77,44,37,55,8,6,3,2,1,0
PA5519,20,12,10,11,35,50,11,14,12,11
PA1178,994,729,828,865,3,5,2,3,0,1
PA3648,292,110,131,168,4,4,9,5,7,2
PA2457,12,7,7,4,37,57,15,40,23,29
PA3317,6,12,3,6,2,6,2,4,19,6
PA5100,5,10,14,7,6,4,3,3,15,9
PA3096,8,3,1,4,5,8,42,71,68,67
PA1385,4,2,8,2,116,150,14,16,12,17
PA4429,994,527,581,651,5,7,2,7,12,21
PA1851,8,2,7,7,3,5,3,7,4,2
PA2792,7,3,5,9,6,5,68,116,108,120
PA5290,7,3,7,7,4,4,261,485,466,466
PA1678,5,5,5,9,3,6,1,1,13,3
PA1926,13,6,6,5,6,3,7,17,12,10
PA2629,26,7,8,13,5,6,51,59,114,110
PA0797,9,2,3,2,4,5,47,78,129,124
PA5288,239,158,159,158,2,4,5,10,35,13
PA1913,14,5,8,3,4,4,5,3,14,14
PA4848,289,117,165,145,60,74,5,3,14,14
PA1991,9,2,1,4,2,7,32,55,84,99
PA5285,42,16,15,26,5,7,135,165,331,247
PA3804,42,24,21,27,6,5,7,11,29,20
PA4514,88,56,54,57,29,26,5,9,27,14
PA1713,24,8,11,10,6,6,98,180,290,249
PA4082,3,5,3,9,5,4,118,182,324,255
PA3097,8,3,8,7,4,2,3,10,25,14
PA5337,66,30,34,38,3,8,4,5,3,2
PA0720,7,4,7,8,2,6,18,17,55,28
PA3705,7,4,7,8,12,9,42,38,51,41
PA2853,8459,5162,5533,5593,6,4,3,3,1,1
PA1482,12,12,9,6,87,116,22,28,27,27
PA3477,115,66,74,67,12,18,256,339,596,526
PA0887,83,85,96,81,7,4,2,4,1,1
PA3173,34,10,14,16,7,4,65,130,122,115
PA3691,49,44,29,41,7,3,38,47,63,36
PA0765,37,14,18,18,7,5,12,5,39,17
PA0505,3,5,1,2,3,6,120,199,199,208
PA0768,81,36,47,42,2,6,4,4,1,3
PA4321,26,11,10,15,13,25,2,5,2,1
PA3485,0,1,3,1,4,5,2,5,3,0
PA4171,0,1,3,1,7,4,4,5,13,17
PA0886,0,1,3,1,4,8,4,4,16,12
PA1997,10,2,6,10,30,39,29,40,80,67
PA2205,0,1,2,2,36,31,256,359,440,360
PA2247,149,107,127,130,16,27,7,3,18,14
PA2617,9,3,6,10,3,5,39,69,124,97
PA0185,0,1,1,3,3,5,47,71,69,73
PA0671,0,1,1,3,11,19,15,13,35,33
PA0170,0,1,1,3,17,26,22,22,55,44
PA1906,0,1,1,3,28,37,0,3,7,10
PA1009,7,5,11,5,20,9,170,248,413,381
PA3653,137,65,65,93,4,2,5,4,19,11
PA3408,1,0,3,1,22,21,7,10,10,4
PA2301,1,0,3,1,8,9,13,23,24,13
PA1502,1,0,3,1,71,82,26,40,44,31
PA3487,65,32,32,41,1021,1260,7,10,8,6
PA4120,1,0,2,2,15,16,373,523,679,498
PA1844,1,0,2,2,1,5,82,96,187,162
PA2056,1,0,2,2,0,1,19,33,23,34
PA1629,1,0,2,2,0,1,90,133,224,209
PA0163,1,0,2,2,12,8,26,30,33,29
PA2430,1,0,2,2,17,14,4,6,16,16
PA5032,1,0,2,2,9,8,8,9,7,7
PA4990,1,0,1,3,10,14,25,25,57,53
PA2097,1,0,1,3,10,14,5,6,17,17
PA1221,4,4,1,2,19,35,13,19,14,18
PA0202,9,4,9,8,5,12,20,23,57,40
PA5147,9,4,11,6,160,205,954,1507,1762,1507
PA3236,5,0,7,2,31,57,6,4,22,10
PA0169,5,0,7,2,8,5,13,10,34,24
PA4329,173,75,115,133,326,397,6,6,19,17
PA0661,22,4,13,18,330,410,18,29,36,15
PA0870,137,99,98,139,1800,2213,43,61,117,95
PA2559,17,15,12,25,11,11,2,6,18,10
PA4749,360,192,259,285,31,16,2,6,18,10
PA0220,5,3,2,1,76,74,2,2,10,9
PA0619,21,18,32,15,43,55,4,17,36,21
PA3198,25,18,14,16,17,12,6,8,18,22
PA4699,9,5,12,6,74,82,20,31,92,39
PA0151,5,3,1,2,24,42,20,20,54,37
PA0565,5,3,1,2,9,10,10,8,20,29
PA2900,2,4,2,8,12,7,26,46,40,43
PA0794,17,26,22,28,24,17,88,132,158,120
PA5509,27,16,17,13,2,6,37,49,53,48
PA3645,49,21,33,41,14,21,1,0,7,5
PA1545,58,30,28,38,118,128,23,50,79,75
PA3110,10,5,10,9,8,5,14,13,15,11
PA2840,17,12,9,10,14,13,18,32,35,20
PA5069,6,6,4,2,27,21,15,24,25,16
PA1736,8,7,9,10,9,4,58,56,85,47
PA2615,170,70,84,102,20,17,3,9,16,20
PA4619,27,16,10,20,93,94,10,15,35,27
PA2944,6,6,3,3,10,17,41,41,101,69
PA5127,6,2,3,0,21,38,1,0,8,4
PA4328,52,43,40,32,1,0,27,34,44,25
PA1466,6,6,1,5,1,0,16,19,41,40
PA0746,11,5,8,12,49,72,0,1,6,6
PA4833,19,5,9,6,279,409,11,13,39,21
PA0167,9,7,5,4,48,59,8,13,29,25
PA2453,10,6,8,12,30,24,8,17,33,29
PA4289,6,2,1,2,40,48,42,96,67,81
PA0557,6,2,1,2,32,50,39,43,56,40
PA1683,6,2,1,2,19,20,27,24,32,24
PA1247,6,5,11,4,0,1,32,39,54,28
PA1688,9,7,8,12,29,31,7,14,10,9
PA4574,9,7,3,6,16,14,12,14,18,7
PA5471.1,6,2,0,3,3,2,33,47,84,82
PA0487,9,7,13,7,17,20,49,74,77,73
PA0652,210,90,153,145,11,14,17,14,16,15
PA3819,220,140,175,182,12,14,37,70,116,101
PA4340,4,5,3,10,39,61,17,17,49,30
PA3715,6,10,10,10,1,2,7,8,7,5
PA2753,68,60,51,48,16,9,0,1,8,4
PA0038,76,42,60,61,23,27,12,24,43,40
PA3962,10,6,4,5,24,19,1,3,14,5
PA3160,158,55,82,75,33,50,30,59,56,50
PA1818,68,66,67,70,1,0,0,1,9,3
PA0355,10,8,7,15,1,0,0,1,9,3
PA0439,7,1,2,1,1,0,11,26,25,14
PA5241,93,38,56,79,1,0,31,45,80,78
PA4269,3726,2217,2443,2428,1,0,26,47,38,47
PA4424,13,8,1,11,1,0,57,82,105,67
PA1517,9,9,10,12,0,3,4,3,12,13
PA4944,243,142,165,144,39,37,30,63,40,59
PA5204,12,7,11,12,50,43,1,1,5,9
PA1800,549,221,306,291,99,126,45,55,97,105
PA0131,8,10,10,12,11,16,32,60,53,57
PA5167,70,45,48,70,5,4,9,20,16,13
PA0589,14,6,13,11,3,2,1,5,9,14
PA5336,11,5,3,6,2,1,2,3,15,6
PA1479,16,4,7,5,2,1,6,8,9,2
PA0541,14,16,8,12,34,34,6,8,8,3
PA0461,53,26,34,25,20,18,30,57,100,79
PA2966,1031,475,605,617,10,8,64,79,95,82
PA2012,32,22,20,19,5,2,20,42,69,63
PA2540,15,6,11,14,0,1,18,17,38,42
PA2582,67,27,33,38,1,2,10,28,19,19
PA5569,104,41,50,61,1,2,3,2,17,5
PA3639,81,40,39,54,1,2,45,68,83,55
PA4458,14,7,13,12,4,1,21,16,19,19
PA4026,53,26,27,32,26,20,36,55,64,45
PA1965,2,3,1,0,110,132,66,111,212,134
PA2160,2,3,1,0,14,24,12,8,9,9
PA4632,34,18,32,24,3,10,17,22,49,39
PA3868,12,4,5,4,1,4,9,9,19,28
PA3524,137,59,71,83,8,16,44,44,68,31
PA1373,0,2,4,1,623,680,11,10,27,26
PA3473,2,3,0,1,3,2,52,56,77,54
PA2029,0,2,3,2,35,48,1,1,8,6
PA2206,9,3,4,2,28,27,10,17,34,31
PA2125,0,2,2,3,12,4,27,29,72,48
PA5458,12,4,4,5,415,323,8,11,20,29
PA5008,16,7,13,14,130,156,6,6,15,20
PA0936,37,22,19,24,26,51,13,34,28,22
PA1167,9,3,3,3,2,3,10,11,28,25
PA3475,16,9,9,7,7,12,11,7,28,19
PA0196,16,9,8,8,7,7,10,16,36,27
PA0742,1,1,4,1,4,3,593,1208,1762,1877
PA4583,30,20,23,31,41,48,12,16,20,8
PA0415,1,1,3,2,1,2,3,4,17,8
PA2224,1,1,2,3,144,213,6,7,5,5
PA2766,1,1,2,3,9,14,39,51,98,85
PA3045,1,1,2,3,6,16,33,75,66,59
PA1679,18,7,16,13,5,6,513,815,872,898
PA4009,1,1,1,4,3,6,2,5,15,10
PA0472,1,1,1,4,982,1349,23,19,53,40
PA0193,1,1,1,4,7,15,328,588,525,608
PA3606,1,1,1,4,10,12,24,37,34,36
PA0617,12,10,17,9,14,2,3,6,14,15
PA5215,32,20,8,27,2,3,2,1,7,9
PA3560,10,11,5,8,2,3,294,433,784,567
PA0719,2,0,3,2,23,30,5,4,19,10
PA2228,2,0,3,2,3,11,3,5,16,11
PA0214,2,0,3,2,49,78,6,5,19,14
PA1068,27,12,23,20,3,4,35,65,106,96
PA4138,2,0,2,3,3,2,481,79,93,47
PA4989,2,0,2,3,3,2,9,8,26,19
PA5320,17,9,14,16,27,31,6,7,19,18
PA4655,25,11,17,23,29,39,71,118,205,161
PA2353,2,0,1,4,16,17,8,14,23,42
PA0965,21,9,19,15,12,8,2,2,15,4
PA3114,18,10,14,18,2,3,9,14,35,22
PA5439,18,10,17,15,2,3,3,9,7,2
PA2997,17,10,18,13,39,49,1,0,11,2
PA4743,25,18,25,22,83,90,3,9,5,4
PA4618,15,12,14,17,8,24,3,7,16,15
PA1135,17,12,13,20,57,30,1,2,7,9
PA1591,10,2,2,4,11,11,6,7,22,15
PA4386,1197,844,971,1015,4,1,6,8,22,17
PA5378,63,27,34,34,45,58,5,7,6,3
PA4565,64,33,47,53,14,10,8,16,38,21
PA3037,3,2,1,0,1,4,8,10,30,17
PA1673,428,221,255,271,2,1,6,6,5,4
PA2491,22,18,19,25,8,9,15,27,28,18
PA5143,19,15,16,22,27,26,21,38,41,27
PA0610,18,14,20,16,15,18,16,60,16,39
PA2778,3,2,0,1,9,11,5,7,2,7
PA1916,3,2,0,1,13,8,42,44,66,37
PA5382,3,2,0,1,73,85,18,21,44,43
PA1067,3,2,0,1,3,12,4,7,20,13
PA1721,3,2,0,1,5,5,1,0,15,2
PA3955,3,2,0,1,9,10,8,8,30,13
PA4137,3,2,0,1,27,34,36,32,79,62
PA0086,19,15,22,16,6,13,177,314,458,480
PA4562,49,26,28,28,36,34,23,25,59,45
PA3764,19,17,18,22,111,152,15,30,32,18
