,Rev_MHH8607,Rev_MHH9536,Rev_MHH9604
"PA14_41820,pabB",933,827,434
"PA14_41830,thrH",111,56,31
"PA14_41840,cysH",274,179,150
"PA14_41860,",67,73,59
"PA14_41870,cysB",696,675,811
"PA14_41880,",75,89,100
"PA14_41900,panE",133,91,96
"PA14_41910,",68,76,57
"PA14_41920,aroF-1",2181,2184,963
"PA14_41930,",329,451,312
"PA14_41950,",103,99,33
"PA14_41960,",7,2,7
"PA14_41970,",187,231,250
"PA14_41980,",22,7,30
"PA14_41990,",0,4,5
"PA14_42000,",0,1,2
"PA14_42010,",250,348,444
"PA14_42020,arsC",37,21,22
"PA14_42030,",3,9,2
"PA14_42050,",9,22,7
"PA14_42060,",36,40,44
"PA14_42080,fadB",118,133,152
"PA14_42090,",83,90,126
"PA14_42100,",37,33,25
"PA14_42120,",44,37,40
"PA14_42130,",33,32,75
"PA14_42140,",16,19,34
"PA14_42150,",36,18,49
"PA14_42160,",26,21,36
"PA14_42180,",115,137,126
"PA14_42200,",30,34,52
"PA14_42220,",128,161,113
"PA14_42230,bglX",176,129,82
"PA14_42250,pscL",5,7,3
"PA14_42260,pscK",14,15,4
"PA14_42270,pscJ",39,78,25
"PA14_42280,pscI",12,60,23
"PA14_42290,pscH",14,30,23
"PA14_42300,pscG",6,8,8
"PA14_42310,pscF",29,110,27
"PA14_42320,pscE",16,42,23
"PA14_42340,pscD",4,30,14
"PA14_42350,pscC",26,66,23
"PA14_42360,pscB",1,11,2
"PA14_42380,exsD",31,128,53
"PA14_42390,exsA",107,374,97
"PA14_42400,exsB",74,239,95
"PA14_42410,",8,17,12
"PA14_42430,exsC",72,172,73
"PA14_42440,popD",37,125,24
"PA14_42450,popB",113,269,64
"PA14_42460,pcrH",12,35,5
"PA14_42470,pcrV",45,84,28
"PA14_42480,pcrG",1,11,2
"PA14_42490,pcrR",1,7,3
"PA14_42500,pcrD",22,38,10
"PA14_42510,pcr4",0,3,1
"PA14_42520,pcr3",1,7,0
"PA14_42530,pcr2",0,3,0
"PA14_42540,pcr1",2,3,2
"PA14_42550,popN",7,9,1
"PA14_42570,pscN",41,42,3
"PA14_42580,pscO",0,11,1
"PA14_42600,pscP",2,2,4
"PA14_42610,pscQ",9,2,4
"PA14_42620,pscR",5,25,4
"PA14_42630,pscS",2,2,4
"PA14_42640,pscT",3,13,5
"PA14_42660,pscU",5,18,4
"PA14_42670,",454,645,305
"PA14_42680,",227,283,87
"PA14_42690,speE",179,123,75
"PA14_42700,alkA",72,56,52
"PA14_42710,",26,29,16
"PA14_42720,masA",176,174,108
"PA14_42730,",259,195,183
"PA14_42740,",219,222,127
"PA14_42750,",118,111,54
"PA14_42760,aroC",382,269,152
"PA14_42770,",25,24,30
"PA14_42780,",18,53,35
"PA14_42790,",132,88,62
"PA14_42820,",109,167,123
"PA14_42830,",49,21,17
"PA14_42840,",78,28,23
"PA14_42850,folE",656,534,256
"PA14_42860,",1327,1660,1562
"PA14_42870,",90,77,67
"PA14_42880,stk1",11,4,23
"PA14_42890,stp1",8,6,10
"PA14_42900,",43,37,185
"PA14_42910,",12,6,47
"PA14_42920,",19,17,61
"PA14_42940,",4,3,23
"PA14_42950,",4,5,38
"PA14_42960,",1,0,9
"PA14_42970,",5,16,35
"PA14_42980,",23,31,82
"PA14_42990,",4,5,27
"PA14_43000,",23,16,67
"PA14_43020,",10,8,37
"PA14_43030,",56,85,474
"PA14_43040,",10,11,91
"PA14_43050,",27,48,163
"PA14_43070,hcpD",6,7,6
"PA14_43080,",6,5,8
"PA14_43090,",0,0,0
"PA14_43100,",1,0,0
"PA14_43110,",262,413,233
"PA14_43130,",130,234,114
"PA14_43140,",11,10,7
"PA14_43150,",23,99,63
"PA14_43160,benE",108,55,43
"PA14_43170,",2,133,186
"PA14_43180,",12,14,8
"PA14_43190,",51,60,78
"PA14_43200,",62,60,48
"PA14_43220,",26,17,17
"PA14_43230,",12,7,4
"PA14_43240,",62,61,51
"PA14_43250,",14,9,22
"PA14_43270,ybbB",347,232,132
"PA14_43280,selD",306,259,163
"PA14_43290,",18,16,18
"PA14_43300,",245,186,127
"PA14_43310,",24,15,45
"PA14_43320,glsA",53,45,24
"PA14_43340,kdpE",16,17,12
"PA14_43350,kdpD",40,28,46
"PA14_43370,kdpC",1,0,2
"PA14_43380,kdpB",8,9,15
"PA14_43400,kdpA",2,10,14
"PA14_43405,kdbF",0,0,0
"PA14_43420,",35,35,22
"PA14_43430,",53,58,50
"PA14_43440,",12,9,9
"PA14_43460,paaH",27,29,26
"PA14_43480,",29,34,24
"PA14_43490,",30,23,17
"PA14_43510,",75,104,60
"PA14_43520,",107,316,237
"PA14_43530,",271,637,573
"PA14_43540,",42,52,60
"PA14_43550,",56,51,48
"PA14_43570,",1,10,6
"PA14_43580,",38,38,38
"PA14_43600,",69,173,267
"PA14_43610,",75,672,1126
"PA14_43620,sixA",145,132,96
"PA14_43630,",102,64,54
"PA14_43640,gpsA",751,652,516
"PA14_43650,",164,171,216
"PA14_43660,",67,69,81
"PA14_43670,",554,461,456
"PA14_43680,fabA",2820,3073,1972
"PA14_43690,fabB",5279,5544,3394
"PA14_43710,",97,153,102
"PA14_43720,",48,65,35
"PA14_43730,",14,2,4
"PA14_43740,",44,11,22
"PA14_43760,",85,90,124
"PA14_43770,",14,8,11
"PA14_43780,",15,29,20
"PA14_43790,",38,59,60
"PA14_43810,",15,24,18
"PA14_43820,",9,12,8
"PA14_43830,panB",11,5,4
"PA14_43840,",29,52,28
"PA14_43850,htpG",2491,4607,3438
"PA14_43870,",76,54,24
"PA14_43880,",43,57,20
"PA14_43890,",55,28,14
"PA14_43900,",1309,11,363
"PA14_43910,",98,79,26
"PA14_43920,braB",287,245,185
"PA14_43940,sucD",4146,4096,3414
"PA14_43950,sucC",15001,12970,9935
"PA14_43970,lpdG",4444,5048,4569
"PA14_44000,sucB",4625,6283,6072
"PA14_44010,sucA",11979,15162,12309
"PA14_44020,sdhB",3943,6021,3396
"PA14_44030,sdhA",8506,11219,7329
"PA14_44050,sdhD",1850,3123,1695
"PA14_44060,sdhC",1976,2578,2457
"PA14_44070,gltA",4793,5848,4358
"PA14_44080,",874,752,910
"PA14_44090,",5,4,4
"PA14_44100,",30,35,18
"PA14_44110,",26,18,13
"PA14_44120,",164,107,74
"PA14_44130,",34,16,32
"PA14_44140,yaiE",66,31,28
"PA14_44150,yijF",63,72,65
"PA14_44160,",169,210,216
"PA14_44170,",122,77,107
"PA14_44180,",55,76,75
"PA14_44190,",5,10,11
"PA14_44200,",1,3,1
"PA14_44210,",13,7,5
"PA14_44230,",0,6,0
"PA14_44240,",7,10,10
"PA14_44260,",13,16,13
"PA14_44270,",70,43,30
"PA14_44280,ygdE",93,97,57
"PA14_44290,acnA",1354,765,961
"PA14_44300,aer",168,422,347
"PA14_44311,",69,198,97
"PA14_44320,",26,25,28
"PA14_44340,ccoN",5406,6491,6358
"PA14_44350,ccoO",4498,6048,6139
"PA14_44360,ccoP",2017,2604,2568
"PA14_44370,ccoN",4282,2290,1351
"PA14_44380,ccoO",1915,1343,644
"PA14_44390,",658,554,304
"PA14_44400,ccoP",1132,578,399
"PA14_44420,fixG",1981,1273,1096
"PA14_44430,",258,172,143
"PA14_44440,fixI",364,228,157
"PA14_44450,fixS",74,53,38
"PA14_44460,",31,20,16
"PA14_44470,hemN",1361,1084,1175
"PA14_44480,",438,657,739
"PA14_44490,anr",935,787,654
"PA14_44500,apt",58,46,54
"PA14_44510,",10,30,26
"PA14_44520,ydgF",2,2,1
"PA14_44530,ygdE",2,2,3
"PA14_44540,",52,32,34
"PA14_44560,",41,46,41
"PA14_44570,",19,18,13
"PA14_44580,",15,19,20
"PA14_44590,",157,131,105
"PA14_44610,recR",117,113,58
"PA14_44620,",1325,903,491
"PA14_44630,dnaX",1519,995,552
"PA14_44640,",101,112,127
"PA14_44650,",135,179,99
"PA14_44660,ligA",251,267,154
"PA14_44670,zipA",1015,1591,1136
"PA14_44680,smc",811,687,524
"PA14_44690,",123,120,107
"PA14_44700,alkB2",50,23,16
"PA14_44710,xdhA",27,40,78
"PA14_44740,xdhB",121,120,121
"PA14_44760,",28,24,29
"PA14_44770,gda1",33,59,39
"PA14_44780,",277,242,164
"PA14_44800,",6,18,28
"PA14_44820,",17,18,24
"PA14_44830,",103,95,106
"PA14_44840,",65,51,47
"PA14_44850,alc",77,70,56
"PA14_44860,allA",109,72,97
"PA14_44880,",202,147,150
"PA14_44890,hcpA",5,17,15
"PA14_44900,",61,33,151
"PA14_44910,",127,125,279
"PA14_44920,",358,291,490
"PA14_44930,",38,45,80
"PA14_44950,ygfU",58,125,146
"PA14_44960,",7,7,1
"PA14_44970,moaA2",606,655,446
"PA14_44980,",150,110,69
"PA14_44990,",3,4,0
"PA14_45000,gcl",10,22,8
"PA14_45010,hyi",33,39,36
"PA14_45020,glxR",11,13,31
"PA14_45030,ttuD",5,13,12
"PA14_45050,pykF",11,11,8
"PA14_45060,",1,4,0
"PA14_45070,",52,36,28
"PA14_45090,",14,5,2
"PA14_45100,muiA",124,64,97
"PA14_45110,cysP",883,942,824
"PA14_45120,",7,7,9
"PA14_45130,",15,17,35
"PA14_45150,",40,32,43
"PA14_45170,",14,31,38
"PA14_45180,",19,29,37
"PA14_45190,",18,28,38
"PA14_45210,",7,9,11
"PA14_45240,",3,15,31
"PA14_45250,",34,28,41
"PA14_45260,",77,47,47
"PA14_45280,cycH",171,185,99
"PA14_45290,ccmH",192,289,198
"PA14_45300,ccmG",338,458,242
"PA14_45310,ccmF",764,1060,638
"PA14_45330,ccmE",208,196,133
"PA14_45340,",72,76,31
"PA14_45350,ccmC",372,507,230
"PA14_45370,ccmB",142,210,111
"PA14_45380,ccmA",63,103,31
"PA14_45400,",66,122,93
"PA14_45410,",19,20,26
"PA14_45430,",21,22,17
"PA14_45440,",34,46,37
"PA14_45450,",15,10,14
"PA14_45460,",29,33,22
"PA14_45470,",13,14,5
"PA14_45480,",39,57,34
"PA14_45500,cheW",393,718,598
"PA14_45510,",226,458,251
"PA14_45520,",186,205,172
"PA14_45540,motD",148,279,136
"PA14_45560,motC",187,319,231
"PA14_45580,cheB",192,330,236
"PA14_45590,cheA",746,1201,864
"PA14_45610,cheZ",650,877,724
"PA14_45620,cheY",690,783,501
"PA14_45630,fliA",542,785,646
"PA14_45640,fleN",607,667,574
"PA14_45660,flhF",244,238,203
"PA14_45680,flhA",145,239,195
"PA14_45700,",38,16,73
"PA14_45710,",54,38,87
"PA14_45720,flhB",43,59,40
"PA14_45740,fliR",57,96,63
"PA14_45760,fliQ",89,122,78
"PA14_45770,fliP",232,269,175
"PA14_45780,fliO",78,92,60
"PA14_45790,fliN",115,159,114
"PA14_45800,fliM",459,469,267
"PA14_45810,fliL",272,238,170
"PA14_45830,",152,271,202
"PA14_45840,",346,248,206
"PA14_45850,",67,69,39
"PA14_45870,",49,149,130
"PA14_45880,",66,170,168
"PA14_45890,",2,8,7
"PA14_45910,",5,0,1
"PA14_45920,",32,26,24
"PA14_45930,",79,72,56
"PA14_45940,lasI",22,24,26
"PA14_45950,rsaL",5,13,12
"PA14_45960,lasR",932,880,899
"PA14_45970,",69,611,550
"PA14_45980,yjaB",3,7,2
"PA14_46000,",4,1,0
"PA14_46010,",22,24,11
"PA14_46020,",21,14,19
"PA14_46030,",29,181,181
"PA14_46060,gbuR",46,27,18
"PA14_46070,gbuA",21,13,20
"PA14_46080,",17,14,17
"PA14_46100,",13,17,28
"PA14_46110,",18,23,30
"PA14_46120,ilvG",8,15,21
"PA14_46140,",11,15,22
"PA14_46150,",5,18,7
"PA14_46160,",375,568,448
"PA14_46170,yneJ",23,31,21
"PA14_46180,yjiJ",0,2,2
"PA14_46200,",38,26,17
"PA14_46220,potF",19,38,35
"PA14_46230,aphA",12,17,22
"PA14_46240,",87,32,43
"PA14_46250,",25,18,23
"PA14_46260,",31,23,20
"PA14_46270,",75,60,39
"PA14_46280,",9,1,5
"PA14_46290,",13,13,7
"PA14_46300,",2,8,7
"PA14_46310,",14,19,20
"PA14_46320,pyc",33,32,19
"PA14_46330,",17,14,6
"PA14_46340,",16,14,11
"PA14_46360,",28,27,10
"PA14_46370,",24,24,60
"PA14_46380,",18,25,16
"PA14_46390,",4,3,9
"PA14_46400,yqhC",7,14,11
"PA14_46420,",10,7,9
"PA14_46430,",54,34,51
"PA14_46440,",39,20,36
"PA14_46450,aceK",349,405,392
"PA14_46460,",0,0,0
"PA14_46470,pdxB",39,40,20
"PA14_46480,",5,14,6
"PA14_46490,fabF2",44,39,28
"PA14_46510,",0,1,0
"PA14_46520,",0,0,0
"PA14_46530,",0,0,0
"PA14_46540,",0,0,1
"PA14_46550,",0,0,0
"PA14_46560,",0,0,0
"PA14_46570,",0,0,0
"PA14_46580,",0,0,0
"PA14_46590,",0,0,0
"PA14_46600,",0,0,0
"PA14_46610,",0,0,0
"PA14_46620,",0,0,0
"PA14_46630,",36,32,23
"PA14_46640,",122,33,36
"PA14_46650,",39,15,14
"PA14_46660,",69,28,17
"PA14_46670,",11,10,10
"PA14_46680,norM",67,46,39
"PA14_46700,ybiF",14,12,11
"PA14_46710,",18,21,22
"PA14_46720,",17,8,17
"PA14_46740,",81,52,28
"PA14_46750,",10,14,4
"PA14_46760,",4,0,2
"PA14_46770,",21,7,21
"PA14_46780,",17,8,7
"PA14_46800,",3,2,3
"PA14_46810,",9,6,7
"PA14_46820,",26,28,28
"PA14_46830,",5,0,3
"PA14_46840,",30,36,47
"PA14_46850,",4,7,3
"PA14_46860,",8,7,4
"PA14_46880,",28,19,14
"PA14_46890,",36,26,40
"PA14_46900,",32,19,7
"PA14_46910,ybeJ",2330,11291,8523
"PA14_46920,",292,2433,1014
"PA14_46930,",358,2495,1267
"PA14_46950,",394,2251,1113
"PA14_46960,ggt",214,1462,1136
"PA14_46970,ansB",583,2220,2325
"PA14_46980,",90,190,150
"PA14_46990,",44,84,66
"PA14_47000,",5,14,11
"PA14_47010,",20,65,84
"PA14_47030,",5,16,30
"PA14_47040,yegH",31,681,398
"PA14_47060,",18,9,11
"PA14_47070,",2,2,2
"PA14_47080,",13,25,24
"PA14_47090,",63,52,119
"PA14_47100,ilvA2",39,35,54
"PA14_47110,yybH",9,10,12
"PA14_47120,",98,7,39
"PA14_47130,",98,3,24
"PA14_47140,pfuA",4,13,12
"PA14_47150,cyoE",36,5,6
"PA14_47160,cyoD",91,13,7
"PA14_47180,cyoC",103,9,9
"PA14_47190,cyoB",807,38,58
"PA14_47210,cyoA",275,10,11
"PA14_47230,",15,16,14
"PA14_47240,",41,65,45
"PA14_47250,",3,4,8
"PA14_47260,",18,32,14
"PA14_47270,",6,12,11
"PA14_47280,phnX",12,22,20
"PA14_47300,phnW",7,19,19
"PA14_47310,phnR",29,32,26
"PA14_47320,",109,124,134
"PA14_47330,yafJ",161,230,196
"PA14_47340,",152,168,129
"PA14_47350,",80,96,46
"PA14_47360,",192,202,150
"PA14_47370,",30,40,18
"PA14_47380,hxuC",19,25,15
"PA14_47390,",18,4,5
"PA14_47400,",30,9,8
"PA14_47410,ycgN",34,26,16
"PA14_47420,",7,13,10
"PA14_47430,czcD",27,21,14
"PA14_47440,",104,37,61
"PA14_47450,ycgL",287,252,184
"PA14_47460,rnd",254,160,121
"PA14_47490,",598,461,349
"PA14_47500,sseA",328,264,308
"PA14_47510,",45,54,46
"PA14_47520,",17,15,27
"PA14_47530,",6,2,1
"PA14_47540,ompP1",3099,5262,3819
"PA14_47550,",93,103,80
"PA14_47560,",9,23,7
"PA14_47580,",52,58,61
"PA14_47600,",20,17,13
"PA14_47610,",28,23,18
"PA14_47640,",6,4,7
"PA14_47650,cobS",15,24,21
"PA14_47660,cobC",49,31,34
"PA14_47670,cobT",45,31,31
"PA14_47680,cobU",63,41,34
"PA14_47690,cobQ",90,58,52
"PA14_47720,cobC",25,30,9
"PA14_47730,cobD",55,54,32
"PA14_47750,",42,30,21
"PA14_47760,cobB",99,92,41
"PA14_47790,cobO",102,107,63
"PA14_47800,btuB",473,380,170
"PA14_47810,",22,25,16
"PA14_47820,",39,47,42
"PA14_47840,",2,4,2
"PA14_47850,",1,0,6
"PA14_47860,",0,0,1
"PA14_47870,",0,1,0
"PA14_47880,",12,8,4
"PA14_47890,",48,58,33
"PA14_47900,",6,0,6
"PA14_47910,",3,11,13
"PA14_47920,",0,6,11
"PA14_47930,",2,2,5
"PA14_47940,",1,2,6
"PA14_47950,",0,5,3
"PA14_47960,",8,19,13
"PA14_47970,",7,8,7
"PA14_48000,",5,7,2
"PA14_48010,",2,3,1
"PA14_48020,",23,25,31
"PA14_48030,",1,4,2
"PA14_48040,aprI",13,12,4
"PA14_48060,aprA",218,59,59
"PA14_48090,aprF",52,17,6
"PA14_48100,aprE",29,13,7
"PA14_48115,aprD",33,2,2
"PA14_48140,aprX",95,23,9
"PA14_48150,",67,41,46
"PA14_48160,",59,13,24
"PA14_48170,",38,24,23
"PA14_48190,",48,35,25
"PA14_48200,",5,4,5
"PA14_48210,",4,5,5
"PA14_48230,",0,0,1
"PA14_48240,",1,3,1
"PA14_48280,",1,1,1
"PA14_48300,",2,8,5
"PA14_48310,",14,9,8
"PA14_48320,",39,24,19
"PA14_48330,",0,0,1
"PA14_48340,",7,5,5
"PA14_48350,",4,1,2
"PA14_48380,",0,9,3
"PA14_48390,yeaM",17,16,16
"PA14_48400,",13,2,4
"PA14_48410,",29,24,11
"PA14_48420,",19,18,12
"PA14_48440,",4,6,6
"PA14_48450,",0,0,0
"PA14_48460,",0,0,0
"PA14_48470,",0,0,0
"PA14_48490,",0,0,1
"PA14_48500,",0,1,0
"PA14_48510,",51,73,34
"PA14_48520,mltA",126,228,105
"PA14_48530,",1,5,4
"PA14_48540,",0,0,6
"PA14_48550,",0,0,0
"PA14_48560,",14,15,6
"PA14_48570,",13,19,17
"PA14_48590,",6,21,15
"PA14_48600,",5,2,5
"PA14_48610,",4,4,3
"PA14_48620,",1,2,6
"PA14_48630,",4,5,4
"PA14_48640,",2,4,3
"PA14_48650,yhhW",11,19,10
"PA14_48660,",33,13,26
"PA14_48680,",47,47,25
"PA14_48700,kefB",295,234,179
"PA14_48710,",98,84,70
"PA14_48730,",110,137,140
"PA14_48740,yieF",121,162,147
"PA14_48750,",61,79,80
"PA14_48760,ycaC",390,85,465
"PA14_48770,",50,30,27
"PA14_48780,",25,37,25
"PA14_48790,",69,82,46
"PA14_48800,",1043,1113,817
"PA14_48810,",138,132,121
"PA14_48830,",56,41,52
"PA14_48840,",10,7,8
"PA14_48850,",4,10,6
"PA14_48860,",70,68,43
"PA14_48870,ydaO",474,436,200
"PA14_48880,intT",1,1,0
"PA14_48890,",16,27,15
"PA14_48900,",0,0,0
"PA14_48910,",3,14,14
"PA14_48920,",1,1,2
"PA14_48930,",1,0,2
"PA14_48940,coaB",11,10,20
"PA14_48950,",27,34,54
"PA14_48960,",1,2,1
"PA14_48970,",6,9,14
"PA14_48980,",3,7,14
"PA14_48990,",1,4,5
"PA14_49000,",0,1,1
"PA14_49010,",0,0,0
"PA14_49020,",44,47,44
"PA14_49030,",0,0,2
"PA14_49040,",30,23,47
"PA14_49050,yohC",23,13,56
"PA14_49060,",32,9,4
"PA14_49070,",35,39,39
"PA14_49080,lcaD",24,40,35
"PA14_49090,",2,5,5
"PA14_49100,yfcG",5,0,3
"PA14_49110,",15,16,12
"PA14_49130,dctA",252,211,366
"PA14_49150,",39,54,28
"PA14_49160,yegE",317,276,200
"PA14_49170,phoQ",158,121,95
"PA14_49180,phoP",109,101,81
"PA14_49200,oprH",488,305,347
"PA14_49210,napE",39,21,63
"PA14_49220,napF",25,20,59
"PA14_49230,napD",31,42,132
"PA14_49250,napA",183,156,463
"PA14_49260,napB",21,32,77
"PA14_49270,napc",33,33,89
"PA14_49280,",101,103,131
"PA14_49290,",84,37,38
"PA14_49300,",4,13,25
"PA14_49310,",0,3,1
"PA14_49320,",15,13,18
"PA14_49330,",16,14,32
"PA14_49340,pcpS",52,52,30
"PA14_49350,",58,40,16
"PA14_49360,",44,86,66
"PA14_49380,dapE",160,115,71
"PA14_49390,rrmA",89,62,48
"PA14_49400,",16,28,27
"PA14_49410,",471,644,618
"PA14_49420,",39,70,39
"PA14_49440,",90,77,49
"PA14_49460,nrdA",3603,2233,2114
"PA14_49470,nrdB",2613,1253,1372
"PA14_49480,",0,0,0
"PA14_49500,",10,4,8
"PA14_49510,pyoS3I",0,0,0
"PA14_49520,pyoS3A",5,3,4
"PA14_49530,",1,0,2
"PA14_49540,",0,0,0
"PA14_49560,toxA",3,8,8
"PA14_49570,",2,6,9
"PA14_49580,",2,0,1
"PA14_49590,",50,51,23
"PA14_49610,",1,3,1
"PA14_49620,",0,2,3
"PA14_49630,",44,29,15
"PA14_49640,",42,26,19
"PA14_49650,ylbA",117,84,100
"PA14_49660,",70,65,36
"PA14_49680,",27,26,18
"PA14_49690,",7,5,3
"PA14_49700,",35,20,17
"PA14_49710,yedU",89,65,75
"PA14_49720,",2,0,0
"PA14_49730,",8,4,6
"PA14_49740,",43,74,162
"PA14_49750,",11,9,5
"PA14_49760,rhlC",1,4,8
"PA14_49780,",18,7,17
"PA14_49790,",62,69,53
"PA14_49800,gsp69",111,78,157
"PA14_49810,",78,55,91
"PA14_49820,cobB",43,37,40
"PA14_49840,dgt",359,307,274
"PA14_49850,",129,49,49
"PA14_49860,",42,29,27
"PA14_49870,",77,77,68
"PA14_49880,",39,29,32
"PA14_49890,tpbB",161,167,117
"PA14_49900,",119,80,125
"PA14_49910,",174,169,187
"PA14_49920,",20,12,17
"PA14_49930,",63,25,8
"PA14_49940,",362,615,519
"PA14_49960,",31,64,23
"PA14_49970,",72,65,34
"PA14_49990,",553,240,209
"PA14_50000,",45,33,17
"PA14_50010,yliI",27,138,184
"PA14_50020,",5,6,1
"PA14_50030,",28,23,33
"PA14_50040,",16,20,13
"PA14_50050,",1,5,2
"PA14_50060,",9,15,20
"PA14_50070,",229,101,106
"PA14_50080,fliJ",31,73,43
"PA14_50100,fliI",88,173,88
"PA14_50110,fliH",194,256,137
"PA14_50130,fliG",361,429,304
"PA14_50140,fliF",222,352,225
"PA14_50160,fliE",37,87,61
"PA14_50180,fleR",112,172,102
"PA14_50200,fleS",97,150,119
"PA14_50220,fleQ",904,1143,771
"PA14_50240,",70,263,174
"PA14_50250,fliS",239,766,653
"PA14_50270,fliD",1445,3749,3306
"PA14_50280,flaG",198,1043,757
"PA14_50290,fliC",2087,8879,7264
"PA14_50300,",454,909,627
"PA14_50310,",76,140,92
"PA14_50320,",75,148,113
"PA14_50330,",162,381,290
"PA14_50340,flgL",423,1035,652
"PA14_50360,flgK",353,840,598
"PA14_50380,flgJ",128,297,174
"PA14_50410,flgI",105,190,105
"PA14_50420,flgH",109,139,117
"PA14_50430,flgG",182,244,185
"PA14_50440,flgF",84,151,95
"PA14_50450,flgE",434,730,521
"PA14_50460,flgD",162,271,182
"PA14_50470,flgC",86,131,109
"PA14_50480,flgB",100,108,106
"PA14_50500,",100,115,108
"PA14_50510,",79,94,59
"PA14_50520,braC",2528,8543,8492
"PA14_50530,braD",719,3429,2837
"PA14_50540,livM",599,2257,2113
"PA14_50550,livG",607,1751,1819
"PA14_50560,braG",308,1212,1080
"PA14_50570,",302,112,517
"PA14_50590,",175,65,196
"PA14_50600,",16,30,17
"PA14_50610,",28,18,32
"PA14_50620,",20,21,36
"PA14_50630,",258,254,165
"PA14_50640,",25,16,8
"PA14_50650,",68,27,37
"PA14_50660,",120,61,67
"PA14_50670,",78,94,67
"PA14_50680,phaG",43,108,69
"PA14_50690,phaF",25,89,72
"PA14_50700,phaE",80,206,109
"PA14_50710,phaD",114,371,222
"PA14_50720,phaC",20,45,32
"PA14_50730,phaA",185,694,465
"PA14_50740,",605,684,755
"PA14_50750,",19,22,11
"PA14_50760,",14,9,16
"PA14_50770,",52,43,59
"PA14_50790,yeaG",92,118,100
"PA14_50800,pdxH",204,204,202
"PA14_50810,",641,158,123
"PA14_50820,",161,176,130
"PA14_50830,",73,67,58
"PA14_50840,dinG",209,199,92
"PA14_50850,",8,3,10
"PA14_50860,",104,105,80
"PA14_50870,",114,76,74
"PA14_50880,",127,76,210
"PA14_50890,",101,135,115
"PA14_50900,",200,174,207
"PA14_50910,",46,44,79
"PA14_50920,",44,17,16
"PA14_50930,",161,119,112
"PA14_50940,",279,552,311
"PA14_50950,",59,81,69
"PA14_50970,yfcG",123,88,84
"PA14_50980,pac",450,294,182
"PA14_51000,yigN",276,318,155
"PA14_51010,",99,86,106
"PA14_51020,",43,53,34
"PA14_51040,",19,23,28
"PA14_51050,pcd",65,91,81
"PA14_51060,",15,9,12
"PA14_51070,opdD",8,26,20
"PA14_51080,",4,15,17
"PA14_51090,",21,20,33
"PA14_51100,",15,26,25
"PA14_51110,",12,4,13
"PA14_51120,",13,12,12
"PA14_51150,mucK",9,21,3
"PA14_51160,",4,5,9
"PA14_51170,pauA",26,31,20
"PA14_51190,",40,41,25
"PA14_51200,",13,10,9
"PA14_51205,",68,52,49
"PA14_51220,",465,443,224
"PA14_51230,",44,81,69
"PA14_51240,purC",1762,2123,1187
"PA14_51250,yycJ",934,1000,564
"PA14_51260,",1693,1470,850
"PA14_51270,dapA",1310,1174,836
"PA14_51280,",506,437,266
"PA14_51290,bcp",453,453,293
"PA14_51300,perM",206,207,106
"PA14_51310,yrkI",53,48,25
"PA14_51320,",671,518,457
"PA14_51330,nadA",332,340,204
"PA14_51340,mvfR",60,222,205
"PA14_51350,phnB",27,81,136
"PA14_51360,phnA",100,464,596
"PA14_51380,pqsE",46,261,299
"PA14_51390,pqsD",66,466,539
"PA14_51410,pqsC",93,707,900
"PA14_51420,pqsB",110,984,1194
"PA14_51430,pqsA",102,744,872
"PA14_51440,ogt",279,279,260
"PA14_51450,cupC3",130,144,117
"PA14_51460,cupC2",4,7,4
"PA14_51470,cupC1",17,29,34
"PA14_51480,",76,156,115
"PA14_51490,",33,14,11
"PA14_51500,",33,9,68
"PA14_51510,",148,106,126
"PA14_51520,spcU",3,0,0
"PA14_51530,exoU",0,0,0
"PA14_51540,",25,41,25
"PA14_51550,",0,0,1
"PA14_51560,",0,0,0
"PA14_51570,",0,0,0
"PA14_51580,",0,0,0
"PA14_51590,",0,0,1
"PA14_51600,",0,0,0
"PA14_51610,",0,0,0
"PA14_51620,",25,17,15
"PA14_51630,",83,102,60
"PA14_51640,",54,214,127
"PA14_51650,",52,280,167
"PA14_51660,",176,144,69
"PA14_51670,",25,17,15
"PA14_51680,",34,23,19
"PA14_51690,",1046,1238,762
"PA14_51710,oprL",3717,4801,3075
"PA14_51720,tolB",3374,3261,2377
"PA14_51730,tolA",2308,1734,989
"PA14_51740,tolR",1424,1095,582
"PA14_51750,tolQ",1576,1312,747
"PA14_51770,ybgC",804,690,423
"PA14_51780,ruvB",651,506,344
"PA14_51790,ruvA",372,360,233
"PA14_51800,ruvC",161,163,99
"PA14_51810,yebC",1423,1672,977
"PA14_51820,aspS",2329,2398,1208
"PA14_51830,",2123,1707,2727
"PA14_51840,",135,119,87
"PA14_51850,",28,21,21
"PA14_51860,",204,166,167
"PA14_51880,oprD",7720,14891,16642
"PA14_51890,",13,7,6
"PA14_51900,proS",2288,1802,1145
"PA14_51910,",707,622,326
"PA14_51920,",31,35,24
"PA14_51930,helX",112,108,82
"PA14_51940,",26,25,12
"PA14_51950,",35,83,49
"PA14_51960,rbn",257,280,256
"PA14_51980,",146,154,116
"PA14_51990,wrbA",248,218,151
"PA14_52000,",129,86,65
"PA14_52010,",636,558,295
"PA14_52020,",333,267,199
"PA14_52040,purM",588,368,154
"PA14_52050,purN",725,462,231
"PA14_52060,",2535,1938,1418
"PA14_52070,",96,107,101
