X,PA2504_p1_htseq,PA2504_p2_htseq,PA2504_p3_htseq,PAO1161_p1_htseq,PAO1161_p2_htseq,PAO1161_p3_htseq
PA0145,397,331,410,338,373,378
PA0146,138,119,127,89,104,131
PA0147,728,605,622,592,544,698
PA0148,1112,1004,1070,1016,1067,1052
PA0149,402,395,457,399,413,468
PA0150,210,199,230,215,258,235
PA0151,285,246,240,243,254,255
PA0156,881,864,1022,676,814,968
PA0157,947,617,733,717,673,810
PA0158,1805,1608,1762,1347,1594,1838
PA0159,856,772,783,838,749,848
PA0160,135,135,119,129,114,117
PA0163,462,418,505,343,434,431
PA0164,359,341,353,268,307,342
PA0165,330,272,279,259,292,279
PA0166,37,20,36,29,21,26
PA0167,1091,1010,990,922,843,1068
PA0168,161,141,149,122,130,185
PA0169,105,110,89,76,81,100
PA0170,40,26,37,52,37,48
PA0171,45,28,45,46,34,28
PA0172,126,108,136,76,100,123
PA0173,63,43,57,39,47,55
PA0174,25,14,20,21,17,14
PA0175,226,136,161,166,141,165
PA0177,247,148,175,163,160,207
PA0178,1974,1347,1633,1192,1293,1882
PA0179,1829,1526,1732,1571,1540,2001
PA0181,971,910,935,667,833,963
PA0182,215,225,272,188,210,234
PA0184,59,54,52,69,69,78
PA0185,224,190,239,202,174,230
PA0186,227,162,196,153,149,227
PA0187,352,226,303,278,282,322
PA0188,103,104,127,78,102,102
PA0189,81,57,63,54,63,73
PA0190,188,119,168,128,148,158
PA0191,248,208,222,271,255,540
PA0192,109,91,81,94,101,153
PA0193,50,54,52,73,63,168
PA0194,55,32,51,36,57,95
PA0200,108,103,116,96,122,172
PA0201,367,389,415,480,541,1292
PA0202,62,69,92,64,82,76
PA0203,265,258,270,244,216,281
PA0204,62,65,70,57,61,79
PA0205,72,59,78,51,76,73
PA0206,403,317,341,264,300,324
PA0207,1128,1083,1201,802,1033,1242
PA0209,337,221,298,215,241,327
PA0213,185,178,270,134,212,209
PA0214,328,297,324,198,299,355
PA0215,328,239,289,243,247,331
PA0216,121,135,163,102,133,172
PA0217,541,428,485,385,423,515
PA0218,1518,1372,1427,1078,1200,1568
PA0219,99,112,92,76,108,130
PA0220,147,100,87,79,99,94
PA0221,246,239,203,225,242,250
PA0222,145,126,104,109,136,131
PA0223,82,68,90,45,64,94
PA0224,237,204,208,177,173,226
PA0225,389,423,404,344,399,421
PA0226,834,480,682,452,535,885
PA0227,1219,507,838,519,549,1358
PA0233,735,589,718,555,590,755
PA0234,471,342,367,304,288,394
PA0236,153,157,181,125,172,148
PA0237,66,82,58,51,73,74
PA0238,80,64,98,64,80,102
PA0239,704,573,661,450,541,611
PA0240,130,160,144,93,135,147
PA0241,386,318,322,246,297,310
PA0242,1801,1143,1528,890,1135,1866
PA0243,773,673,726,628,634,888
PA0244,281,196,237,136,149,254
PA0246,433,396,406,323,363,370
PA0248,1040,978,1072,799,797,980
PA0249,823,747,876,550,716,961
PA0250,1869,1730,1917,1366,1663,2078
PA0251,27,25,15,11,27,16
PA0252,34,34,35,33,30,43
PA0253,142,146,135,116,133,159
PA0254,1211,1109,1218,966,1100,1191
PA0255,967,1090,1126,637,1040,1095
PA0256,759,746,812,669,786,833
PA0257,737,717,729,553,619,814
PA0258,328,342,382,230,308,426
PA0259,2276,1997,2241,1734,2015,2488
PA0260,404,403,413,327,378,448
PA0261,70,57,69,57,67,58
PA0262,299,285,302,212,300,331
PA0263.1,328,256,219,303,296,214
PA0266,32998,27907,27119,28552,26590,30362
PA0267,228,251,264,179,267,286
PA0268,850,765,825,653,689,787
PA0269,1276,924,1125,1147,1113,1113
PA0270,238,183,242,224,257,277
PA0271,544,446,553,448,494,538
PA0272,300,247,264,285,223,247
PA0273,98,67,62,41,64,75
PA0274,321,325,320,217,261,336
PA0275,1657,1384,1497,1137,1262,1626
PA0276,142,139,184,103,114,149
PA0277,109,112,119,81,117,114
PA0278,90,88,94,74,72,99
PA0279,141,150,181,85,156,144
PA0284,408,361,424,2322,2056,5694
PA0285,1231,1180,1116,1076,1056,1290
PA0290,1222,1289,1319,1002,1162,1466
PA0295,958,775,810,688,771,917
PA0305,1808,1655,1554,1526,1460,1537
PA0306,780,726,732,611,636,768
PA0306a,2273,2064,2047,2076,1810,2345
PA0307,124,109,115,83,93,117
PA0308,514,494,500,385,519,517
PA0309,976,897,958,770,784,923
PA0310,640,596,578,526,604,655
PA0311,94,81,88,42,71,77
PA0312,1057,1140,1324,777,1012,1220
PA0313,325,341,379,295,374,402
PA0314,1681,1551,1507,1219,1408,1708
PA0315,10155,10759,11069,9050,10220,11054
PA0317,5024,5210,4888,5088,5138,5181
PA0318,2292,2344,2400,2020,2271,2433
PA0319,1504,1487,1407,1386,1441,1463
PA0320,280,327,291,285,319,292
PA0321,211,180,177,165,191,187
PA0322,391,359,400,295,302,408
PA0323,557,472,447,451,432,514
PA0324,57,44,39,42,28,40
PA0325,118,93,124,75,78,132
PA0326,865,691,683,574,616,808
PA0327,786,773,886,690,782,778
PA0328,763,635,629,460,545,682
PA0329,9091,7894,8183,8177,7413,8756
PA0332,334,363,410,311,373,435
PA0333,587,481,602,394,504,605
PA0334,231,244,235,206,215,242
PA0335,1697,1390,1572,1213,1332,1610
PA0338,767,802,894,633,869,904
PA0339,715,619,692,469,567,727
PA0340,283,235,246,219,264,244
PA0343,647,622,687,489,581,699
PA0344,1001,985,1031,815,891,967
PA0345,1027,959,1126,826,936,1035
PA0346,152,158,160,114,134,139
PA0348,280,222,264,184,218,229
PA0349,81,78,81,68,73,110
PA0351,600,597,600,516,587,657
PA0352,355,321,361,285,305,362
PA0354,373,395,415,377,353,410
PA0356,754,758,731,670,742,819
PA0358,437,355,391,448,394,380
PA0359,2250,2240,2334,1724,1982,2520
PA0360,1029,919,1076,788,1027,1068
PA0361,2732,2688,2761,2272,2695,2789
PA0364,507,436,516,401,426,491
PA0365,366,283,321,266,305,356
PA0366,1995,1473,1808,1408,1415,1859
PA0367,608,534,686,440,621,659
PA0367a,1052,1025,1111,973,1008,1058
PA0368,1043,1141,1162,888,1064,1287
PA0370,509,481,511,374,492,476
PA0371,2207,1949,1879,1920,2020,2045
PA0372,2037,1907,1801,2021,2027,1985
PA0377,291,315,349,238,318,302
PA0378,318,325,362,280,303,315
PA0379,357,397,428,325,420,411
PA0380,450,470,459,506,485,457
PA0383,315,248,236,218,260,242
PA0384,270,253,245,214,226,243
PA0385,329,232,235,248,247,250
PA0386,765,610,610,519,513,662
PA0387,1874,1625,1779,1484,1522,1980
PA0388,2830,2367,2328,2961,2455,2685
PA0389,365,295,321,298,329,364
PA0391,1882,1643,1605,1494,1616,1694
PA0392,2468,2245,2431,2191,2115,2560
PA0394,3623,3671,3644,3384,3549,3513
PA0397,560,477,564,434,495,563
PA0398,664,697,717,532,671,858
PA0399,3226,2646,2675,3665,3821,6215
PA0400,2687,2003,2154,2715,2647,4160
PA0401,3509,2942,3036,2842,2721,3419
PA0404,571,604,569,535,532,631
PA0405,2541,2409,2529,1947,2201,2624
PA0418,648,550,580,454,539,632
PA0419,237,232,224,202,258,225
PA0421,2048,1932,1856,1782,1820,2031
PA0422,538,410,426,499,491,434
PA0428,4678,4757,4428,4879,5008,4397
PA0429,4392,4083,4118,3897,4431,4407
PA0431,1702,1626,1549,1529,1653,1649
PA0433,175,183,218,162,167,152
PA0434,296,241,249,240,225,285
PA0435,102,105,83,62,85,99
PA0436,2740,2658,2805,2620,2374,3031
PA0439,69,58,73,58,50,75
PA0440,34,39,35,41,33,35
PA0442,3,10,7,3,9,3
PA0443,67,54,55,50,49,79
PA0444,215,197,197,124,195,215
PA0445,2,1,1,0,1,2
PA0446,431,375,408,404,381,454
PA0448,3850,3818,3991,3112,3250,3691
PA0449,23280,19347,20287,20876,15559,22072
PA0450,75,90,88,76,93,98
PA0451,1104,933,1164,767,974,1181
PA0451a,347,279,327,282,267,347
PA0452,413,344,424,345,327,524
PA0454,1186,1091,1197,993,1034,1133
PA0456,9184,11764,11837,9197,12085,10542
PA0457,323,308,325,269,303,343
PA0457.1,38,41,54,24,48,50
PA0458,375,328,373,278,339,363
PA0459,2398,2314,2227,2118,2384,2530
PA0460,5275,5354,5753,4514,4736,5433
PA0461,1868,1989,1976,1665,1940,1984
PA0462,1812,1702,1863,1508,1486,1909
PA0466,17,11,19,10,17,15
PA0467,673,575,634,555,572,683
PA0468,1070,944,1222,814,914,1194
PA0469,1576,1678,1826,1453,1414,1777
PA0471,1823,1921,1953,1730,1869,2017
PA0472,3647,3389,3576,3191,3446,3599
PA0473,2763,2858,2938,2317,2678,2674
PA0474,219,155,185,136,182,213
PA0475,380,371,370,295,380,379
PA0476,1012,781,781,667,708,850
PA0477,853,753,748,626,685,816
PA0478,340,408,392,368,614,405
PA0479,1306,1101,1287,787,1052,1242
PA0480,56,56,58,36,51,62
PA0481,71,87,104,47,97,97
PA0483,607,573,628,393,526,602
PA0484,737,834,873,688,863,898
PA0485,354,345,354,300,354,331
PA0486,713,645,687,619,600,694
PA0487,895,820,918,686,769,967
PA0488,101,91,97,72,80,75
PA0489,404,321,384,254,280,371
PA0490,204,194,243,146,176,237
PA0491,3608,2566,2836,2252,2523,3279
PA0492,619,505,548,449,449,554
PA0493,138,146,127,113,134,177
PA0494,457,450,454,373,448,481
PA0495,450,430,452,394,421,414
PA0496,394,398,441,292,465,446
PA0497,186,194,176,151,185,202
PA0498,416,383,388,316,362,402
PA0499,172,161,168,162,176,194
PA0502,1674,2115,1891,1683,1804,1766
PA0503,706,818,821,812,865,703
PA0505,3373,3056,3239,2594,2860,3069
PA0506,10840,9359,9738,9706,8644,9888
PA0507,487,488,515,460,434,508
PA0508,1957,1856,1814,1664,1759,1911
PA0510,16,24,21,19,22,19
PA0512,13,4,8,11,6,8
PA0513,6,5,6,7,3,7
PA0515,7,7,10,5,11,7
PA0521,82,59,86,58,63,98
PA0522,13,11,15,14,9,18
PA0525,84,52,90,46,49,74
PA0526,45,45,40,25,38,41
PA0528,198,168,181,163,128,157
PA0529,198,253,239,184,246,231
PA0530,240,272,258,192,198,247
PA0531,77,111,88,100,96,88
PA0532,176,231,229,226,257,211
PA0533,370,407,427,338,393,451
PA0534,820,690,840,439,592,845
PA0535,260,278,370,170,219,280
PA0536,829,710,794,617,747,817
PA0537,1576,1524,1631,1193,1414,1682
PA0539,297,255,306,176,255,393
PA0540,411,300,361,260,289,326
PA0541,456,452,434,324,477,465
PA0542,677,780,710,622,813,734
PA0543,586,586,759,508,631,648
PA0544,644,604,626,546,578,609
PA0545,418,434,486,283,370,463
PA0547,689,677,741,690,741,668
PA0549,136,138,149,139,153,184
PA0550,613,569,558,461,474,593
PA0553,586,661,686,526,732,672
PA0554,844,877,862,810,933,835
PA0556,402,456,452,476,424,475
PA0557,390,394,410,299,382,442
PA0558,1465,1443,1432,1276,1450,1538
PA0559,253,245,271,199,256,263
PA0560,170,193,197,143,185,240
PA0561,317,327,345,181,290,370
PA0562,550,639,596,489,581,726
PA0563,717,706,824,646,634,759
PA0564,353,354,348,259,284,364
PA0565,322,318,376,285,352,352
PA0566,418,455,458,319,418,469
PA0567,445,381,403,331,344,375
PA0568,151,172,178,120,177,164
PA0569,68,76,88,67,51,85
PA0570,67,62,67,79,67,47
PA0571,319,313,346,327,328,362
PA0572,953,740,759,740,732,972
PA0573,239,198,177,184,166,197
PA0574,1995,1944,1989,1544,1836,2056
PA0574.1,5,5,4,3,5,4
PA0575,607,495,495,466,493,506
PA0578,511,430,439,563,516,509
PA0581,624,567,615,517,579,645
PA0583,144,135,133,131,139,164
PA0585,642,534,544,428,534,665
PA0586,8818,7339,7533,8026,6716,8502
PA0587,10004,8054,8156,8540,7877,9908
PA0588,50855,42414,44213,45807,40223,49999
PA0589,1117,902,915,938,909,962
PA0591,1352,1294,1407,1196,1182,1469
PA0596,2283,2208,2369,1815,2111,2415
PA0597,363,449,488,295,448,500
PA0598,384,417,474,314,424,456
PA0599,642,671,679,465,648,736
PA0600,2111,2248,2407,1847,2227,2412
PA0601,1607,1603,1615,1399,1547,1811
PA0602,888,1004,919,728,941,1039
PA0603,1418,1387,1257,1159,1238,1409
PA0604,3150,3291,3010,2450,2717,2661
PA0605,413,352,324,337,288,343
PA0606,268,192,210,189,205,214
PA0608,605,483,511,518,561,558
PA0613,605,886,965,511,912,974
PA0614,356,484,529,283,508,450
PA0615,474,594,693,408,622,684
PA0616,466,500,580,447,615,612
PA0617,349,508,511,272,506,512
PA0618,895,1032,1146,892,1140,1140
PA0619,943,847,869,935,841,1065
PA0620,4797,5176,5305,5055,5383,5970
PA0621,2726,2512,2544,2911,2840,2908
PA0622,10927,11122,11638,11260,11924,12346
PA0623,3651,3979,4082,4199,4249,4680
PA0624,1391,1641,1752,1473,1693,1817
PA0625,3234,3916,4127,2981,4090,4448
PA0626,896,983,1119,866,1059,1165
PA0627,95,70,79,73,86,96
PA0628,816,849,924,798,995,1088
PA0629,490,539,611,390,531,592
PA0630,90,105,111,72,92,110
PA0631,213,196,232,172,212,254
PA0633,2930,3373,3562,3110,3429,3491
PA0634,235,344,367,294,436,429
PA0635,821,764,821,833,843,828
PA0636,1908,2015,2130,2119,2136,2328
PA0637,355,306,311,393,309,341
PA0638,746,698,830,791,745,863
PA0639,459,505,553,452,544,681
PA0640,264,351,372,314,351,342
PA0641,3082,3101,3351,2771,3256,3514
PA0643,1461,1433,1592,1244,1472,1671
PA0644,169,207,188,132,221,252
PA0645,193,231,212,219,222,260
PA0646,1830,1812,1858,1774,2031,2047
PA0647,425,377,315,256,377,390
PA0648,298,299,334,252,310,336
PA0653,318,305,368,267,340,395
PA0655,2431,2269,2299,2159,2369,2351
PA0656,1091,1242,1195,1063,1111,1167
PA0657,1710,1850,1901,1371,1818,1958
PA0658,550,550,600,570,587,583
PA0659,1920,1767,1839,1685,1848,1881
PA0660,3920,3544,3564,3189,3345,4105
PA0661,1229,1096,1104,1029,1036,1157
PA0663,290,300,305,219,315,300
PA0664,355,405,369,294,400,387
PA0665,3718,4734,5001,3079,4006,4502
PA0666,1200,1017,1077,1078,1033,1231
PA0667,6684,6359,6105,6036,6533,6440
PA0668.1,63,82,118,162,136,65
PA0668.2,10,10,7,15,10,12
PA0668.3,59,69,82,44,73,93
PA0668.4,343,478,423,710,578,403
PA0668.5,0,0,0,0,1,0
PA0669,308,321,341,288,284,348
PA0670,434,305,333,245,249,355
PA0671,924,659,710,542,658,834
PA0673,607,556,632,487,529,671
PA0677,71,56,60,45,50,57
PA0678,37,26,41,22,26,42
PA0679,188,190,216,158,153,236
PA0680,70,92,96,73,92,106
PA0681,139,131,152,102,128,153
PA0682,90,59,67,43,55,93
PA0683,27,35,36,13,30,51
PA0684,11,8,6,8,3,8
PA0685,63,61,70,59,64,64
PA0686,72,55,67,61,57,81
PA0687,27,24,21,14,14,24
PA0688,273,182,250,287,252,274
PA0689,600,430,530,512,465,563
PA0690,3262,3195,3645,2540,3177,3503
PA0691,28,31,32,39,32,35
PA0692,162,121,119,108,130,129
PA0695,17,13,12,11,16,20
PA0696,96,86,76,94,83,70
PA0697,36,26,38,40,35,37
PA0698,21,24,37,23,38,40
PA0699,42,66,63,58,77,88
PA0700,36,28,33,30,31,38
PA0701,183,173,194,164,184,178
PA0701a,307,346,346,229,280,351
PA0702,30,32,48,29,34,42
PA0703,192,121,125,103,97,127
PA0704,898,765,806,669,734,870
PA0708,628,590,553,534,522,534
PA0709,171,151,181,167,144,157
PA0711,156,131,156,113,99,186
PA0712,508,374,425,401,429,399
PA0713,319,370,393,256,321,423
PA0714,173,148,151,98,143,174
PA0715,3809,4191,4112,4338,4163,4898
PA0716,4913,5032,4917,5288,5128,5753
PA0718,196,181,196,148,183,210
PA0719,281,228,261,201,251,258
PA0720,462,388,348,472,338,481
PA0721,2,3,3,4,3,4
PA0722,66,108,91,103,106,116
PA0724,306,282,262,235,284,332
PA0725,14,16,11,13,12,24
PA0726,241,233,230,218,239,263
PA0727,422,394,400,322,357,473
PA0728,207,216,200,182,204,234
PA0729,4903,4376,4555,4119,4192,5048
PA0729.1,5,5,4,1,7,2
PA0730,425,361,379,406,385,408
PA0731,1495,1396,1365,1173,1266,1475
PA0732,1780,1637,1659,1553,1650,1729
PA0733,163,160,158,128,171,151
PA0734,184,163,140,164,167,149
PA0735,332,328,337,287,329,350
PA0736,782,695,762,636,619,733
PA0736a,4274,3689,4113,4575,3753,3850
PA0737,3626,3291,3557,3361,3345,3271
PA0738,957,742,835,868,756,862
PA0739,606,648,650,449,582,634
PA0741,540,446,439,425,451,522
PA0742,411,359,339,281,287,367
PA0743,2162,1829,2004,1644,1828,1982
PA0744,4435,3728,3568,3675,3324,3834
PA0745,7357,6718,6545,5678,5745,7312
PA0746,1745,1497,1591,1528,1333,1647
PA0747,2893,2589,2626,2367,2560,2574
PA0749,263,236,241,195,225,292
PA0751,174,148,183,155,188,197
PA0752,258,233,250,202,236,238
PA0753,77,55,62,70,52,74
PA0754,1037,919,891,986,891,911
PA0756,292,367,347,258,360,344
PA0757,126,159,147,108,152,136
PA0758,984,868,866,1043,910,966
PA0759,2250,2334,2487,1699,2117,2531
PA0760,332,436,461,254,435,472
PA0769,675,599,654,680,630,648
PA0774,129,155,160,119,196,143
PA0775,349,244,273,282,300,255
PA0776,172,113,172,103,149,179
PA0777,702,630,610,617,612,621
PA0779,9776,8536,8268,8730,8123,8663
PA0781,135,135,133,144,144,112
PA0784,2635,2673,2671,2366,2495,2810
PA0786,18,25,22,15,17,8
PA0787,481,583,615,390,552,529
PA0788,2459,1899,2202,1677,1783,2272
PA0788a,645,727,716,524,665,732
PA0789,1199,1013,1061,951,1019,1181
PA0790,98,74,71,77,88,90
PA0791,415,412,483,351,388,441
PA0793,2920,3162,3015,2980,3090,3021
PA0794,4534,4960,4343,4390,4890,4113
PA0797,2123,2375,2126,2226,2469,2215
PA0799,615,495,562,513,567,591
PA0800,342,312,380,232,374,342
PA0801,889,883,921,786,979,847
PA0802,161,147,124,157,169,164
PA0803,396,311,320,290,332,359
PA0804,1303,1465,1599,899,1374,1755
PA0805,20205,20647,20600,21502,21611,23835
PA0806,288,196,232,137,186,248
PA0808,139,195,213,140,187,180
PA0809,131,130,158,119,130,119
PA0810,612,553,636,530,533,608
PA0811,392,301,339,377,333,345
PA0812,94,81,87,67,94,100
PA0813,194,156,179,145,175,192
PA0814,146,146,140,113,134,167
PA0815,2757,2656,2939,2372,2367,2813
PA0816,499,528,591,445,539,625
PA0817,449,329,368,301,300,402
PA0818,155,135,129,81,115,158
PA0819,70,75,82,79,57,85
PA0820,1132,1244,1256,958,1139,1436
PA0821,1022,904,930,725,811,1067
PA0823,23,20,17,17,20,21
PA0824,34,50,37,27,29,32
PA0825,109,85,116,91,90,96
PA0826,825,726,763,687,616,813
PA0827,411,354,363,393,382,423
PA0828,123,145,170,87,171,128
PA0829,273,243,278,210,244,214
PA0830,1047,922,920,783,821,982
PA0832,1281,1151,1099,1097,1088,1226
PA0833,27368,23435,24321,20977,19623,26083
PA0834,612,628,664,655,652,559
PA0836.1,24,9,19,17,24,16
PA0838,3921,4151,4164,3588,3825,4085
PA0839,207,193,212,207,217,227
PA0840,303,299,294,218,292,384
PA0841,1935,1812,1776,1628,1711,1784
PA0842,39,46,37,35,31,47
PA0845,225,191,195,172,186,240
PA0846,736,677,832,528,702,754
PA0847,1429,1186,1200,991,1204,1330
PA0848,499,410,419,389,402,453
PA0850,127,118,129,78,93,126
PA0851,467,467,446,375,440,515
PA0853,756,610,686,695,646,772
PA0855,787,613,659,590,652,731
PA0856,2926,2836,2790,2438,2731,3238
PA0858,1885,1805,1859,1824,1944,1876
PA0859,1138,994,1157,1159,1069,1114
PA0860,1331,1109,1267,912,976,1288
PA0861,15909,12657,14738,10846,12086,16273
PA0862,2057,1952,2176,1706,1886,2175
PA0863,132,115,118,83,120,123
PA0864,406,419,404,294,337,385
PA0868,479,533,539,510,505,470
PA0874,608,449,530,453,497,651
PA0875,223,167,189,146,161,240
PA0876,14142,11223,12051,9336,10342,13123
PA0877,400,307,321,256,285,319
PA0878,518,374,417,274,278,476
PA0879,229,180,198,159,141,200
PA0880,23,15,16,23,13,18
PA0881,92,69,85,71,70,95
PA0882,102,102,117,82,80,116
PA0883,61,45,68,55,56,69
PA0884,201,191,228,208,197,215
PA0885,63,60,63,69,52,55
PA0886,145,165,189,145,159,183
PA0887.1,613,436,526,545,488,607
PA0891,642,492,563,515,537,515
PA0894,203,196,237,160,207,213
PA0900,1386,1239,1235,1180,1106,1282
PA0902,467,450,467,415,482,442
PA0905.1,418,593,560,571,594,464
PA0905.2,1442,1970,1791,1748,2237,1844
PA0905.3,467,581,489,463,614,552
PA0906,1344,1370,1294,1146,1212,1423
PA0907,2679,2558,2931,2030,2455,3427
PA0908,169,225,222,238,248,230
PA0909,334,279,323,332,283,315
PA0910,1420,1479,1571,1365,1451,1565
PA0911,1149,1047,1166,1181,1113,1203
PA0912,116,109,100,73,97,102
PA0914,9,6,4,11,6,14
PA0915,47,37,28,36,42,46
PA0916,704,536,565,475,514,672
PA0918,911,730,785,703,652,683
PA0919,1953,1706,1922,1688,1622,1963
PA0920,1062,873,925,799,756,959
PA0921,590,697,739,453,730,739
PA0922,1535,1424,1481,1121,1366,1595
PA0922.1,125,89,109,63,103,129
PA0924,130,114,115,103,117,140
PA0925,173,196,180,176,181,173
PA0926,455,447,397,404,361,454
PA0929,1324,1474,1452,1071,1530,1559
PA0930,590,630,720,513,732,675
PA0935,2059,2543,2366,1699,2249,2530
PA0937,1723,2062,1939,1647,2044,2069
PA0938,3453,3228,3602,2716,3423,4121
PA0939,229,218,212,208,193,234
PA0940,214,236,261,192,230,294
PA0941,679,520,591,593,507,697
PA0942,11911,11098,13839,7046,11459,16137
PA0943,5682,5107,5213,5364,4694,5716
PA0946,5638,5621,5846,5210,5335,5700
PA0947,1646,1589,1752,1334,1532,1673
PA0948,443,524,555,357,453,584
PA0950,1483,1821,1741,1220,1679,1819
PA0951,443,499,530,392,487,457
PA0951a,626,563,531,545,566,612
PA0952,278,284,290,257,262,309
PA0953,1431,2001,2004,1265,1949,1972
PA0954,219,241,278,176,257,287
PA0955,1258,1302,1217,1195,1350,1238
PA0957,332,371,372,258,367,356
PA0959,2498,2748,2776,1761,2650,3039
PA0960,209,332,287,438,351,246
PA0961,1817,1770,1628,1674,1625,1432
PA0962,14545,14476,14237,13571,13886,15591
PA0968,1009,1115,1210,874,1111,1095
PA0974,4533,4627,4570,4684,4628,4784
PA0975,213,204,237,182,203,205
PA0976,334,345,349,281,368,382
PA0976.1,512,731,880,265,865,577
PA0978,108,98,94,77,96,113
PA0979,212,212,186,156,209,217
PA0981,889,960,1033,790,867,1090
PA0982,571,657,661,412,640,659
PA0983,947,997,1043,839,945,971
PA0984,651,707,685,576,593,674
PA0986,162,138,129,104,109,161
PA0987,195,154,153,117,158,213
PA0988,622,824,871,509,818,859
PA0989,133,128,109,102,103,117
PA0990,612,514,530,411,450,563
PA1005,2737,2672,2596,2745,2850,2752
PA1006,543,662,682,458,687,668
PA1007,831,925,881,639,878,890
PA1009,2711,2313,2105,2950,2590,2310
PA1011,3046,3342,3073,3130,3463,3216
PA1012,873,847,776,1036,980,824
PA1013.1,392,305,341,379,393,322
PA1014,2794,2984,2913,2474,2792,2833
PA1015,645,622,537,509,561,664
PA1016,1782,1586,1601,1301,1336,1712
PA1018,170,155,185,119,142,181
PA1019a,58,54,61,38,55,73
PA1020,328,326,334,299,320,364
PA1021,180,174,194,112,185,226
PA1022,581,628,610,504,597,658
PA1023,984,888,919,869,805,1063
PA1024,600,577,558,485,504,548
PA1025,490,470,451,418,447,500
PA1026,118,105,113,74,96,133
PA1027,1364,1343,1271,1136,1201,1372
PA1028,469,445,492,375,461,513
PA1030,7175,6762,7189,3521,5832,8095
PA1030.1,516,419,485,329,319,600
PA1031,1626,1795,1866,1405,1685,1921
PA1033,3810,3411,3352,3462,3070,3711
PA1034,691,608,566,508,568,671
PA1035,3250,3284,3435,3022,3169,3444
PA1036,2910,2989,3217,2653,2696,3215
PA1037,126,141,175,109,120,161
PA1038,81,97,112,73,98,113
PA1039,385,299,360,282,323,387
PA1040,853,770,815,753,762,792
PA1041,8636,9382,10259,7759,8979,10063
PA1042,276,282,279,210,278,331
PA1043,485,557,584,370,564,539
PA1044,181,191,205,153,162,218
PA1045,1160,1231,1223,1122,1247,1157
PA1046,506,508,543,448,556,592
PA1047,1475,1409,1458,1098,1334,1420
PA1048,21065,18241,18171,21115,17053,20709
PA1050,553,523,609,410,543,572
PA1051,1329,1275,1423,1043,1111,1277
PA1052,532,572,673,364,543,643
PA1052a,234,240,209,250,221,238
PA1053,10231,9270,9699,9026,9140,10732
PA1054,3911,3773,4020,2904,3449,3786
PA1055,242,249,216,241,232,213
PA1056,1445,1310,1344,1118,1265,1298
PA1057,635,617,616,569,601,661
PA1058,108,76,98,124,123,117
PA1059,467,455,415,467,473,488
PA1060,440,442,496,326,444,500
PA1061,907,834,918,768,826,1037
PA1062,318,309,311,247,328,358
PA1063,127,147,133,140,129,128
PA1064,1277,1309,1271,1148,1364,1366
PA1065,495,473,506,297,485,557
PA1066,302,310,355,253,300,377
PA1067,431,442,421,383,375,461
PA1068,1377,1386,1469,1233,1356,1369
PA1069,1356,1646,1681,1210,1607,1420
PA1075,833,724,736,617,735,810
PA1076,2461,2339,2406,1914,1939,2500
PA1088,719,661,676,635,680,738
PA1089,365,316,333,316,301,366
PA1090,254,227,230,252,226,289
PA1093,1800,1426,1453,1531,1281,2237
PA1095,2140,1805,1969,1787,1861,2456
PA1096,687,698,745,457,698,922
PA1103,1866,1967,2100,1758,1850,1995
PA1106,2118,1695,1788,1633,1735,1863
PA1107,900,742,860,745,741,923
PA1108,49,45,56,29,51,42
PA1109,410,500,515,375,476,496
