,X3225B2.raw,X3225B3.raw,X3225B4.raw,WTB3.raw,WTB4.raw,WTB6.raw,X3225P4.raw,X3225P5.raw,X3225P6.raw,WTP4.raw,WTP5.raw,WTP6.raw
PA14_23160,31,18,15,23,10,12,13616,17923,24729,21368,16475,26941
PA14_24420,159,97,67,105,64,101,82,115,154,124,122,204
PA14_26480,139,110,61,172,69,167,28,28,34,23,22,22
PA14_27770,280,284,172,346,177,416,12,14,10,9,5,8
PA14_33460,109,100,44,124,66,223,6,7,7,15,11,9
PA14_35380,79,82,72,104,67,228,30,43,48,36,30,28
PA14_35550,56,43,26,68,42,63,4,7,6,13,7,11
PA14_38480,200,127,101,153,87,123,27,31,41,29,21,25
PA14_38560,100,61,40,61,37,65,1,0,4,6,4,4
PA14_42230,311,323,248,405,238,479,110,130,189,175,133,210
PA14_44311,682,749,513,866,537,1042,76,89,100,103,54,52
PA14_46030,74,46,47,76,46,104,21,27,23,39,26,34
PA14_48850,75,76,50,106,73,89,263,313,541,463,363,487
PA14_50790,216,215,139,222,114,153,423,533,649,692,463,722
PA14_51050,85,72,43,55,55,52,79,85,198,113,76,105
PA14_52630,600,575,420,524,418,454,107,130,209,215,128,196
PA14_53120,959,794,550,823,535,666,4720,7291,11926,7391,6194,7279
PA14_56600,614,460,344,523,287,430,39,64,94,64,44,53
PA14_59560,30,45,26,49,47,46,59,59,89,84,69,107
PA14_59850,38,45,34,55,47,60,38,42,83,78,48,83
PA14_61260,101,127,51,138,75,290,21,16,42,39,25,45
PA14_66060,676,561,353,658,327,406,10,8,19,20,17,20
PA14_68230,504,479,246,492,248,330,71,98,132,135,104,131
PA14_68250,191,149,99,158,91,123,891,1094,1453,1235,860,1015
PA14_69000,1281,1124,904,1228,867,738,69,102,116,86,71,85
PA14_69510,852,897,691,990,721,1520,252,322,461,343,251,326
PA14_73230,387,478,297,509,322,639,689,820,1025,1008,715,1243
EBG00001225037,45,68,52,76,61,85,357,413,577,532,379,713
PA14_00960,9,10,10,6,4,7,633,830,1068,1078,786,1076
PA14_01490,3615,3495,2024,3296,2352,2456,56,85,116,118,93,107
PA14_02770,113,106,70,118,69,38,63,78,123,123,89,114
PA14_06940,113,121,93,139,90,213,175,246,257,218,152,228
PA14_08110,172,147,91,207,150,172,39,58,65,46,34,51
PA14_08930,14,18,15,27,10,38,769,866,1200,1002,718,851
PA14_10540,217,206,141,290,177,254,607,725,1111,809,594,806
PA14_11330,187,128,105,161,93,104,67,69,103,104,78,114
PA14_11370,21,12,6,21,10,36,682,745,923,785,575,766
PA14_13190,246,219,149,206,132,192,73,84,165,149,113,131
PA14_13850,17,13,14,11,8,10,23,21,31,33,34,36
PA14_16380,40,36,21,50,35,51,49,26,51,35,25,23
PA14_16450,216,199,121,199,123,138,17654,21954,28825,22731,15995,23857
PA14_17580,1538,1492,1152,1589,1039,1074,768,854,1255,994,678,940
PA14_18510,5,8,2,10,5,14,409,626,1258,614,574,607
PA14_18740,376,327,202,382,249,515,59,60,125,86,43,74
PA14_20010,143,119,80,111,74,104,62,43,23,53,70,97
PA14_20800,344,419,280,480,360,475,2239,2901,3600,2931,2117,2931
PA14_20970,117,88,90,104,52,91,37,64,121,64,55,49
PA14_21120,58,44,22,37,30,30,83,105,206,139,90,97
PA14_23250,177,189,112,157,112,140,8,16,9,7,7,6
PA14_23810,156,167,139,196,131,324,1049,1313,2148,1463,1171,1465
PA14_26050,865,802,519,1148,516,1078,22,28,45,50,43,34
PA14_28210,77,89,47,69,41,65,12947,16669,19711,20455,14382,21842
PA14_28580,171,183,152,253,149,246,5,9,6,4,4,2
PA14_28870,120,109,69,89,51,110,143,172,329,269,216,280
PA14_29110,736,625,385,671,365,497,18,13,29,25,23,37
PA14_29350,93,107,75,112,81,204,122,105,157,160,131,174
PA14_32930,494,482,285,536,281,269,828,880,1386,1055,759,990
PA14_32950,130,117,65,117,71,74,1193,1254,1681,1425,948,1382
PA14_33890,206,261,131,305,220,237,4,6,8,12,7,13
PA14_35080,6,10,12,19,6,27,151,188,237,190,140,176
PA14_35460,81,57,34,93,45,94,391,560,891,636,461,565
PA14_37710,1030,1203,771,1055,798,797,152,199,275,288,195,261
PA14_39350,624,751,529,766,577,1376,239,390,579,424,301,315
PA14_41830,177,182,150,194,168,336,935,1256,2019,1403,1122,1298
PA14_42310,2,2,1,4,5,5,537,667,1094,1018,773,876
PA14_43550,303,251,156,294,158,163,60,84,120,81,65,76
PA14_43950,1725,1980,1152,2114,1454,2487,242,320,415,368,306,475
PA14_44070,2425,2183,1179,2731,1463,4804,1491,1586,2450,1731,1301,2014
PA14_44400,658,829,499,1003,635,854,54,96,103,122,93,97
PA14_45480,232,167,115,221,99,100,33,36,53,36,35,25
PA14_46770,148,153,93,186,102,222,766,953,1108,951,691,930
PA14_47750,26,20,15,18,8,17,77,72,122,90,53,86
PA14_52060,314,345,180,367,220,529,85,86,182,155,113,160
PA14_52080,225,357,185,264,171,211,1914,2071,2675,2114,1638,2334
PA14_52540,755,926,653,1043,719,1156,11766,12462,17086,12801,9855,15213
PA14_53040,1518,1526,899,1663,1096,2174,1752,2403,4273,3307,2857,3745
PA14_53700,63,49,27,59,20,31,6,13,25,27,18,20
PA14_55660,121,91,66,104,58,70,114,153,196,160,109,135
PA14_55900,34,33,28,32,26,14,73,116,146,109,89,89
PA14_59220,498,731,395,870,574,631,639,980,1195,1228,894,1126
PA14_64090,728,747,445,865,585,959,297,405,546,420,296,405
PA14_64710,79,84,56,106,60,124,628,718,917,1048,659,914
PA14_64950,60,29,26,70,48,44,103,129,230,167,164,230
PA14_65090,122,121,97,155,86,234,66,55,117,71,50,79
PA14_65350,986,896,650,999,586,648,3,6,11,4,2,4
PA14_66340,611,529,482,546,436,376,1022,1169,1492,1434,1075,1738
PA14_70490,241,195,145,217,151,131,45,41,55,83,50,51
PA14_72350,52,77,44,86,57,89,86,104,126,150,102,133
PA14_72370,15253,15293,6215,13508,8359,8586,1184,1687,2849,1926,1407,1819
EBG00001225136,109,102,51,93,52,74,112,179,210,177,118,144
EBG00001225165,90,63,31,103,40,153,157,201,290,208,160,204
PA14_04410,2725,2414,1789,2604,1823,1727,327,387,572,388,301,468
PA14_06180,448,346,281,497,319,537,282,418,639,450,366,373
PA14_10260,19,20,12,16,10,9,1590,1936,2714,2152,1474,2068
PA14_11030,22,17,7,10,9,12,30,46,66,39,32,43
PA14_11140,1744,1395,671,1501,816,785,22,19,17,24,26,32
PA14_11190,68,52,46,47,44,43,163,187,232,270,179,241
PA14_16390,582,515,423,545,390,405,194,269,384,311,194,250
PA14_17000,4,3,4,8,4,11,54,73,89,79,47,54
PA14_17060,3401,4164,2751,4300,3196,5303,10,31,21,35,25,30
PA14_20980,112,87,58,87,39,89,234,245,336,280,184,262
PA14_21460,4,1,0,7,1,6,80,121,172,185,108,157
PA14_22350,552,421,339,599,390,656,1622,2382,3533,2861,2284,3898
PA14_26850,93,73,45,75,32,67,175,192,270,268,201,285
PA14_27850,102,114,66,138,67,163,2083,2688,3674,3160,2529,4640
PA14_28320,66,72,55,82,53,129,613,814,1096,901,618,772
PA14_28390,16,20,9,7,8,15,1088,1293,1518,1489,1171,1966
PA14_28420,89,90,54,80,44,69,145,171,249,262,159,251
PA14_30050,1211,1052,835,1305,823,1833,1,3,2,7,5,3
PA14_35530,461,389,350,662,286,1900,1076,1402,1955,1785,1276,2039
PA14_37100,104,64,64,82,50,60,14,24,29,36,19,38
PA14_38170,13,17,8,25,9,26,174,233,251,250,136,185
PA14_38200,473,358,294,415,239,331,110,88,140,166,94,162
PA14_38780,196,160,149,171,125,139,8,6,11,18,9,14
PA14_39530,215,114,114,168,85,112,103,97,137,105,67,117
PA14_40160,86,62,56,75,40,53,117,151,233,165,109,165
PA14_41450,336,327,177,375,249,438,923,1103,1468,1394,1102,1527
PA14_42350,143,106,70,104,76,90,506,531,815,722,525,900
PA14_43420,605,577,423,603,342,467,4,5,4,13,6,6
PA14_45240,39,39,17,35,36,65,35,52,65,68,55,71
PA14_45430,114,117,71,112,59,84,156,208,276,204,146,216
PA14_48150,131,173,103,166,138,219,150,183,360,238,168,193
PA14_48950,4,4,6,9,7,11,42,36,59,37,29,44
PA14_49020,4701,6630,4747,7625,6004,6949,58,79,100,62,48,90
PA14_49130,51,50,36,59,40,87,120,124,198,180,134,215
PA14_49870,1251,965,950,1075,850,605,9,11,26,21,23,23
PA14_50850,37,23,24,48,24,47,327,345,418,473,302,506
PA14_52150,959,894,834,838,668,850,1324,1534,2308,1935,1499,2523
PA14_52690,353,351,193,351,207,227,2751,2864,3836,2959,2318,3401
PA14_55920,106,87,64,81,68,66,500,534,791,701,542,866
PA14_56390,598,497,370,676,356,1123,231,271,486,345,230,312
PA14_56590,1687,1275,880,1637,815,861,251,325,371,311,244,293
PA14_58070,986,1081,613,1002,682,692,162,222,385,250,211,204
PA14_59890,5,7,4,11,7,12,46,71,110,73,54,64
PA14_60460,2210,2574,1447,2698,1990,3050,47,69,85,61,52,54
PA14_61080,86,81,64,94,71,139,2,1,0,1,5,4
PA14_62330,395,345,202,468,256,464,17,22,32,13,21,18
PA14_63040,178,197,152,145,123,186,4,10,12,19,12,11
PA14_63270,326,203,153,225,167,199,4092,4456,7637,5430,3683,5735
PA14_66250,377,345,236,341,236,259,30,38,59,37,39,25
PA14_69100,322,357,204,403,250,461,41,55,88,60,44,48
PA14_70690,253,213,138,223,90,209,1,5,3,13,4,4
PA14_71750,327,266,210,384,223,406,143,212,282,230,155,179
PA14_72070,264,208,91,303,129,486,264,365,508,386,273,365
EBG00001225087,1655,1401,701,1454,817,1072,20,37,50,53,36,51
PA14_01840,58,30,33,70,32,63,300,350,518,489,332,539
PA14_02010,68,83,69,92,64,152,55,52,76,97,62,70
PA14_05480,515,513,328,669,429,595,2412,2756,3841,3022,2126,3116
PA14_06250,243,197,175,222,166,114,117,125,166,128,109,118
PA14_08610,2,5,4,2,0,2,6,12,17,6,6,10
PA14_09340,7105,7230,5519,12091,9937,6707,386,455,699,490,370,533
PA14_09680,119,101,73,134,90,155,196,218,288,230,169,226
PA14_10400,3,3,4,8,8,5,35,47,45,61,42,61
PA14_11450,212,173,134,191,119,138,2169,2601,3215,2983,2397,3985
PA14_12280,136,107,88,165,73,203,25,37,60,56,39,63
PA14_14960,1317,1479,993,1383,1014,971,225,237,364,261,180,297
PA14_15490,173,236,132,262,193,232,231,255,339,366,222,379
PA14_18200,224,149,97,173,105,127,4152,4777,8813,7230,5348,7719
PA14_20130,215,199,161,253,159,315,646,791,1060,827,595,851
PA14_21010,64,50,37,56,22,44,169,198,255,268,180,287
PA14_21890,1191,886,725,1089,706,667,111,121,248,138,128,148
PA14_23080,263,199,138,258,129,61,730,944,1189,922,637,1049
PA14_24640,162,133,83,172,110,203,23,28,40,43,37,41
PA14_24850,288,263,134,346,155,378,151,228,476,242,211,218
PA14_24910,487,370,242,390,229,348,447,644,816,794,613,800
PA14_24940,192,130,82,153,83,110,31,31,54,63,43,45
PA14_26360,15,11,10,7,9,7,280,311,289,353,283,500
PA14_29680,71,39,36,73,37,87,629,804,984,812,595,794
PA14_30140,31,20,9,13,13,17,1741,1933,2511,2329,1851,3053
PA14_30800,112,96,69,68,43,119,19,25,48,29,18,23
PA14_31920,39,31,32,35,17,27,23,21,23,36,29,27
PA14_32190,260,218,162,244,133,181,189,206,291,218,165,228
PA14_32540,549,485,413,540,336,400,61,56,78,80,58,104
PA14_34680,92,71,50,70,38,69,2771,2976,3615,2997,2413,3136
PA14_34700,29,22,22,23,17,14,11,21,22,21,22,33
PA14_38660,162,184,134,248,175,186,425,552,804,577,460,580
PA14_39970,918,1438,874,835,914,771,1664,2303,3490,2588,1767,2490
PA14_40570,480,428,280,451,261,334,1890,2039,2967,2699,1913,3272
PA14_46120,11,8,5,19,6,16,171,210,271,273,206,288
PA14_46810,140,90,53,110,54,68,194,310,344,298,194,267
PA14_47540,1214,1285,838,1101,712,1157,235,307,524,337,268,355
PA14_48490,55,48,37,66,41,82,32,45,97,48,33,57
PA14_49350,129,110,82,109,82,82,399,467,783,677,496,733
PA14_51840,78,73,23,89,44,143,35,35,53,35,26,37
PA14_52180,2229,2534,1798,2264,1737,1847,486,710,919,835,613,987
PA14_53100,0,2,2,2,2,8,28,43,63,63,40,68
PA14_53650,26,23,15,33,21,39,56,83,94,99,83,104
PA14_55860,16,22,9,14,9,9,190,263,309,280,260,353
PA14_59180,71,83,63,82,70,178,2,12,14,19,12,13
PA14_59840,10538,15266,4668,20816,6388,18618,3,1,1,6,5,2
PA14_60240,27,21,12,42,14,32,158,233,301,286,216,311
PA14_61650,7474,5392,3579,7493,4088,10780,16,22,29,37,23,32
PA14_62890,241,231,217,204,182,199,87,111,111,145,99,130
PA14_63170,1159,952,494,1132,703,1641,3918,5450,9253,7406,7120,7764
PA14_63910,80,104,53,85,62,44,3149,3753,5414,3759,3075,4505
PA14_64780,84,55,39,96,38,115,23,29,22,34,24,42
PA14_65760,135,112,72,112,85,74,50,72,101,69,60,59
PA14_65820,75,56,54,53,40,59,9,14,24,29,11,28
PA14_66560,900,853,708,944,631,443,189,246,419,332,250,427
PA14_67280,233,201,108,197,108,165,759,1246,1560,1395,1078,1619
PA14_67520,161,157,159,148,107,148,52,54,134,77,55,58
PA14_67970,76,70,38,76,29,46,172,199,380,246,182,243
PA14_68620,66,46,41,63,44,118,988,1321,1787,1458,990,1307
PA14_69950,489,493,308,496,285,355,264,327,535,457,358,493
PA14_71720,2182,2211,1697,2141,1616,1664,10,12,31,29,21,25
PA14_71880,210,127,89,135,55,153,8,14,29,34,13,27
PA14_72560,2736,2037,1483,2339,1290,1957,97,131,176,150,92,111
PA14_01610,65,61,54,70,38,40,256,316,380,396,288,425
PA14_02270,352,396,227,364,223,272,666,864,1166,929,662,874
PA14_03020,20,6,13,21,12,27,6,12,8,4,6,5
PA14_03770,18,20,14,21,25,31,195,248,440,294,239,259
PA14_06890,741,673,532,691,527,509,998,1299,1626,1547,1198,1747
PA14_07680,14254,17366,9618,15798,9870,11322,49,75,99,106,53,147
PA14_09200,457,395,225,475,272,675,27,39,30,48,38,40
PA14_11290,406,422,225,420,239,270,246,312,388,374,260,466
PA14_11590,50,34,24,28,27,30,474,707,1085,798,586,688
PA14_13460,101,60,45,115,43,142,243,267,372,417,274,336
PA14_18070,215,109,98,124,90,136,7,11,11,11,10,24
PA14_21030,9269,10507,7404,12456,9183,11821,72,70,177,97,73,89
PA14_21280,206,174,109,252,125,242,339,430,533,405,361,416
PA14_24350,22,22,11,27,13,41,258,414,637,543,447,531
PA14_25060,551,631,327,715,353,845,27,42,42,30,21,37
PA14_25990,250,147,110,185,109,145,234,310,333,308,217,264
PA14_27675,112,117,102,93,89,99,1300,1739,1991,1740,1208,1676
PA14_27980,53,55,32,72,30,86,490,479,714,706,479,754
PA14_30770,222,170,176,248,153,598,21,25,31,24,14,20
PA14_33000,89,73,50,76,36,65,70,109,146,112,73,97
PA14_33130,540,425,278,505,260,334,61,88,102,75,74,65
PA14_34460,46,43,26,52,28,79,36,28,57,34,29,34
PA14_35110,16,9,12,8,5,11,8,22,30,30,21,32
PA14_40390,179,197,155,281,149,240,144,177,260,190,152,175
PA14_41650,24,19,13,21,7,12,439,475,741,537,434,537
PA14_42410,14,3,3,5,2,2,172,186,282,209,157,204
PA14_43940,1435,1355,807,1583,882,2070,178,225,332,272,155,232
PA14_44300,1057,1205,841,1476,992,1364,9,17,23,16,5,13
PA14_44740,414,415,282,413,304,263,128,144,209,164,104,156
PA14_44850,2866,2802,1956,3120,1901,1791,121,152,224,137,117,185
PA14_46510,478,510,346,531,374,771,87,155,135,160,124,178
PA14_48460,72,77,50,65,37,63,9,15,9,15,16,19
PA14_48760,161,170,96,186,107,256,8,7,8,6,5,2
PA14_48810,80,70,41,99,44,109,22,15,28,34,21,34
PA14_49470,303,427,254,409,284,584,390,551,879,560,524,538
PA14_49820,193,105,85,139,82,99,8,12,29,14,9,11
PA14_51540,445,498,318,545,379,646,28,23,41,49,24,48
PA14_53210,165,97,70,169,76,242,44,52,81,87,57,76
PA14_53630,11,10,5,10,15,18,249,354,469,441,352,450
PA14_55410,22,27,18,32,24,40,37,39,54,53,43,70
PA14_55500,18,10,11,15,13,35,80,80,101,111,80,126
PA14_56910,3573,4798,2738,6125,3312,4262,190,338,450,348,248,213
PA14_57260,6771,6714,3682,7934,4843,8380,522,685,1029,878,722,968
PA14_57390,538,499,349,482,369,375,15,9,26,30,17,24
PA14_57830,139,180,132,134,113,142,1196,1446,1998,1487,1151,1626
PA14_58610,561,522,256,651,311,1089,26,37,47,56,41,45
PA14_59670,5,3,4,3,9,12,238,229,384,330,256,405
PA14_59930,2,4,2,7,6,5,174,213,254,223,151,198
PA14_60190,873,940,672,926,618,672,17426,17884,23909,22800,17499,29422
PA14_63920,278,269,180,311,169,155,567,746,845,923,679,878
PA14_63970,402,446,259,576,292,514,8234,10171,14217,12833,10156,14149
PA14_65000,3010,2623,1438,3269,1735,6474,30,40,50,40,27,29
PA14_67420,638,597,441,668,398,424,332,398,545,450,313,393
PA14_68280,36,42,38,52,34,72,193,211,283,242,247,323
PA14_68570,287,269,151,338,167,385,384,484,733,667,447,730
PA14_68840,1481,948,669,1635,693,1813,1099,1378,1795,1428,1034,1463
PA14_68955,163,157,94,148,116,74,11,20,19,12,11,12
PA14_69480,2445,2549,1440,2193,1486,2090,354,419,571,481,311,427
PA14_70280,323,397,266,300,286,233,9,20,21,10,12,13
PA14_70350,570,554,353,570,321,420,424,526,784,694,543,761
PA14_70670,70,52,37,60,32,38,943,1555,2991,2236,1935,2680
PA14_71090,33,24,22,30,25,61,183,217,378,255,186,257
PA14_71740,1096,830,746,952,544,882,102,122,165,138,121,207
PA14_72080,202,267,150,296,171,312,24,15,35,39,23,37
PA14_72760,208,182,127,225,129,300,41,34,38,52,32,69
EBG00001225014,9,4,2,1,3,3,142,144,255,226,161,249
PA14_04490,222,149,87,179,89,125,203,289,368,294,229,252
PA14_05660,2323,1975,1191,1820,1297,1813,566,584,788,583,505,685
PA14_07380,94,96,58,101,53,56,5,4,14,8,2,3
PA14_08150,1089,909,687,1244,761,1311,19,17,30,21,14,14
PA14_09960,237,210,165,259,127,151,112,148,192,223,109,210
PA14_12330,830,712,479,988,535,975,125,112,209,160,115,99
PA14_12350,611,554,322,670,385,788,22,26,48,48,38,39
PA14_12490,580,421,405,458,404,252,244,335,372,322,227,311
PA14_13340,66,69,61,64,50,49,624,735,1098,873,767,1414
PA14_16350,77,79,59,106,47,217,9,9,26,10,8,12
PA14_16740,105,84,44,88,42,66,143,162,216,225,165,223
PA14_18110,35,45,29,47,37,64,30,31,36,27,20,29
PA14_18500,15,16,12,23,9,50,36,45,66,73,47,65
PA14_18550,8,9,3,15,4,16,492,911,1179,934,617,628
PA14_19270,21,14,8,22,13,30,681,890,1260,1092,840,1304
PA14_21940,85,59,46,99,53,97,87,99,189,156,122,169
PA14_29180,125,109,73,110,49,103,3,9,7,1,4,5
PA14_29720,279,361,272,414,282,438,436,392,617,634,502,553
PA14_34800,348,282,187,351,206,514,54,57,100,94,67,98
PA14_35340,72,25,13,33,10,16,123,105,141,211,99,166
PA14_37610,39,26,23,34,16,18,3201,3961,4593,3806,2847,4211
PA14_38570,290,211,157,323,175,328,1956,2297,3053,2269,1833,2644
PA14_38690,577,519,323,608,326,308,57,76,125,82,75,64
PA14_38740,671,436,291,550,293,380,208,252,366,349,246,366
PA14_39690,95,65,61,97,57,206,248,373,509,481,311,513
PA14_41710,251,317,198,380,216,361,263,307,378,292,223,342
PA14_41920,510,509,303,603,351,685,27,44,54,43,30,28
PA14_42000,10,3,0,1,1,1,1098,1556,2342,1565,1277,1762
PA14_43270,303,260,196,287,169,212,2903,3806,4592,3951,2797,3692
PA14_46010,139,149,86,155,140,180,1184,1280,1338,1273,885,1149
PA14_48610,12,5,6,4,4,5,596,765,986,961,686,1040
PA14_51500,80,83,51,84,76,119,1119,1317,2064,1714,1446,1973
PA14_51900,1111,1082,558,1252,667,1501,416,539,706,555,423,540
PA14_55470,11,4,4,7,3,0,499,498,840,747,509,852
PA14_57920,365,368,244,416,255,844,83,98,163,150,108,154
PA14_58420,393,413,212,450,258,562,7,15,16,21,14,21
PA14_58490,132,101,83,151,89,164,8,6,16,15,15,16
PA14_58660,387,297,223,380,190,231,75,77,144,86,76,94
PA14_58800,152,147,109,129,96,128,815,732,1312,1201,806,1311
PA14_59160,21,28,24,33,23,47,569,744,894,812,557,652
PA14_60070,1255,1613,1217,1733,1202,2127,59,76,136,88,69,76
PA14_61720,836,770,492,978,560,1054,159,174,242,181,123,208
PA14_63700,25,11,9,15,8,8,21,23,18,15,13,18
PA14_66700,608,612,427,592,405,469,549,700,1018,807,696,1159
PA14_69640,860,638,489,721,449,606,63,72,135,93,68,72
PA14_72990,122,125,63,145,82,171,23,33,90,40,24,39
EBG00001225051,103,132,102,133,109,191,351,445,601,525,429,653
PA14_00230,28,19,14,18,13,14,37,56,61,45,47,35
PA14_00970,54,66,47,66,25,47,111,119,142,147,122,173
PA14_01150,200,145,117,229,99,347,259,306,484,396,339,476
PA14_03240,5,0,4,9,4,6,46,53,72,83,65,64
PA14_04640,64,54,41,47,37,47,2337,2522,3491,2746,2051,2932
PA14_04750,515,663,426,772,506,702,209,225,304,261,181,222
PA14_04790,207,151,94,186,93,115,75,143,139,147,124,160
PA14_05870,109,104,72,88,76,80,86,120,141,111,90,103
PA14_06400,94,79,60,98,61,221,463,649,1081,857,678,969
PA14_06600,2228,2265,1525,2145,1602,1669,1090,1435,2120,1906,1341,2030
PA14_06980,97,86,80,97,61,66,92,141,228,184,163,196
PA14_08040,499,473,308,638,382,563,32,52,87,76,62,74
PA14_09195,812,652,558,1017,634,842,74,126,151,177,108,133
PA14_12730,15,18,8,10,9,9,68,111,210,184,147,154
PA14_15080,87,77,51,73,58,50,120,141,245,213,183,198
PA14_15840,604,593,407,746,432,802,14,18,22,29,20,26
PA14_16200,62,58,46,57,34,46,12,13,20,25,18,21
PA14_16990,762,472,396,730,409,1553,36,31,44,58,31,53
PA14_17890,160,139,81,137,90,102,725,827,1068,955,632,822
PA14_18380,38,42,25,45,29,143,20,31,56,41,12,27
PA14_18590,44,70,43,61,49,124,166,164,250,258,181,239
PA14_19700,145,170,110,150,105,114,3,7,18,6,5,6
PA14_19860,232,165,113,198,99,150,25,40,54,38,28,30
PA14_20100,44,47,25,76,29,52,19,23,45,42,38,34
PA14_20520,514,679,443,786,506,728,305,394,567,513,421,523
PA14_21770,126,67,55,122,63,141,2,5,5,2,1,2
PA14_22160,13,13,9,19,17,18,566,606,877,858,623,864
PA14_22770,233,168,98,184,93,159,17,29,29,29,13,15
PA14_23490,22,27,8,29,31,26,20,28,20,18,17,16
PA14_23700,825,692,718,981,625,1217,152,188,280,230,170,151
PA14_24650,319254,377359,142700,441391,200498,448242,195,244,362,252,190,281
PA14_24870,11,11,9,12,14,23,1489,1957,2419,1961,1384,2077
PA14_25520,76,42,39,67,43,118,21,41,66,35,36,29
PA14_25550,222,181,153,164,136,187,1,1,2,3,3,5
PA14_25780,173,151,112,159,102,119,8,3,6,5,1,2
PA14_25900,559,607,397,676,482,770,239,307,313,358,263,375
PA14_26670,41,44,29,46,11,34,2911,3524,4990,4416,3227,5310
PA14_27100,94,93,49,142,44,140,1481,1648,2264,1648,1354,1983
PA14_27350,248,219,179,232,153,184,24,24,27,30,13,14
PA14_27640,72,54,27,53,34,39,31,37,41,58,33,49
PA14_29800,184,174,109,156,104,148,4,4,6,5,7,13
PA14_30730,419,404,283,432,310,634,25,33,41,47,25,56
PA14_34100,146,113,76,125,64,100,1809,2649,4335,3507,2618,3936
PA14_37440,25,17,12,21,7,11,217,229,315,325,229,330
PA14_39480,1606,1876,1215,2037,1282,2448,42,50,69,68,60,72
PA14_42340,20,31,16,23,16,11,131,154,331,206,119,196
PA14_44100,229,146,106,179,94,147,162,170,268,227,191,283
PA14_44610,198,178,160,176,131,162,282,278,489,464,272,486
PA14_49720,43,36,11,45,23,67,144,169,272,256,182,246
PA14_50570,1117,1077,861,1050,823,869,3781,5111,6760,5794,4527,7731
PA14_51490,316,279,181,326,197,457,15,23,21,24,27,30
PA14_52510,142,143,105,208,141,145,107,123,186,194,140,158
PA14_53770,24,19,12,31,13,36,442,522,750,647,539,780
PA14_55880,23,28,16,25,13,12,50,54,58,80,44,77
PA14_56450,142,75,85,111,67,71,278,319,520,360,265,390
PA14_58300,954,806,613,888,636,603,466,601,800,689,550,901
PA14_58560,210,179,165,219,164,328,105,144,184,165,146,200
PA14_59860,1,3,1,2,3,8,161,192,336,290,183,330
PA14_61220,47,23,28,37,15,25,700,903,1028,893,674,856
PA14_63110,255,259,135,285,163,526,34,29,51,50,35,60
PA14_64280,2,3,4,1,1,1,143,204,320,276,213,286
PA14_64480,2466,1724,1282,2234,1512,4206,613,805,1013,1007,704,1059
PA14_64490,1370,696,543,1412,577,1770,442,562,752,603,445,565
PA14_65500,152,128,72,130,59,115,1075,1239,1797,1350,951,1501
PA14_67170,126,68,66,89,46,86,60,89,99,116,83,100
PA14_67370,298,249,146,281,170,139,270,322,636,491,458,510
PA14_68730,884,882,560,881,623,578,18,37,57,47,43,53
PA14_70050,506,477,365,478,338,387,60,115,155,95,88,100
PA14_70300,69,63,40,66,53,107,26,36,43,29,28,27
PA14_72900,1714,2396,1322,2320,1542,2796,59,71,87,91,69,104
EBG00001225069,40,46,46,54,38,692,2685,5018,9037,5019,4166,4347
EBG00001225110,33,21,31,28,21,11,50,82,95,94,78,103
PA14_02630,100,90,56,81,46,83,138,209,333,286,237,268
PA14_02760,192,171,128,205,111,115,388,456,596,481,311,525
PA14_05060,709,637,421,737,445,1041,1,13,28,24,16,26
PA14_05400,70,76,61,83,46,46,76,105,149,127,83,79
PA14_06640,428,306,234,347,189,327,87,118,225,185,125,198
PA14_08130,913,791,568,1128,642,1016,118,153,185,195,138,203
PA14_08720,1426,1617,793,1786,970,1946,161,167,289,185,138,232
PA14_11730,43,34,35,41,22,27,7,22,34,9,17,15
PA14_11760,73,77,38,109,48,88,276,372,416,315,317,312
PA14_12150,100,80,63,76,62,69,13,15,31,16,5,22
PA14_13290,35,41,27,37,25,20,243,219,317,319,231,357
PA14_15870,1445,1418,1180,1398,993,1253,169,167,302,235,153,186
PA14_17310,385,454,303,557,315,535,72,89,156,108,111,175
PA14_17480,33295,33585,24608,40899,27891,42680,63,75,88,129,80,75
PA14_17490,353,369,212,427,239,490,2,7,15,13,8,17
PA14_20150,9,7,4,5,2,4,206,202,354,339,243,302
PA14_23750,885,829,673,1174,679,1075,28,35,51,47,42,56
PA14_26080,70,48,43,83,38,90,7,11,17,15,4,4
