,0-1F_mapped_reads(6898436),0-2F_mapped_reads(6572494),0-3F_mapped_reads(6559324),6-1F_mapped_reads(6710899),6-2F_mapped_reads(6573316),6-3F_mapped_reads(6413258)
PA2952,2751,2530,2661,2966,2934,2850
PA4303,364,355,316,406,367,410
PA2943,197,154,134,149,147,135
PA2957,3082,2803,3039,2627,2377,2142
PA5381,225,279,208,266,273,283
PA0195,2512,2255,2992,978,813,867
PA1145,226,226,231,278,331,278
PA1313,89,108,93,60,71,89
PA1366,2533,2459,2085,2050,1850,2079
PA4124,78,110,50,84,80,104
PA3316,734,621,671,529,473,601
PA4445,743,663,597,958,902,990
PA1008,640,707,765,1179,1281,1075
PA4911,36,38,39,25,65,59
PA5077,5185,5163,6023,6306,5224,5063
PA0078,109,124,89,123,131,117
PA4315,10583,10517,9758,7996,8960,8359
PA2505,66,47,61,88,68,63
PA1356,326,346,361,274,282,280
PA5307,1797,1906,1717,2199,1924,2162
PA4886,440,416,479,502,363,403
PA0814,82,52,53,101,82,86
PA5032,100,110,98,111,94,131
PA2970,3786,3840,5530,3552,2827,2525
PA5099,753,896,675,715,827,997
PA3271,2640,2757,3149,5642,3729,4569
PA3071,1050,911,1181,992,864,719
PA3250,414,399,282,404,580,547
PA2601,154,155,161,123,146,136
PA4383,277,273,212,235,204,215
PA3514,69,109,100,121,105,110
PA3159,8004,7759,7823,6734,7593,6342
PA0298,676,759,709,1705,2216,2037
PA3495,331,275,318,287,260,261
PA4724.1,74,76,44,66,44,43
PA4386,3225,2563,1577,2341,2276,2228
PA0068,469,407,399,408,437,462
PA2969,723,656,792,780,564,513
PA2919,336,267,297,149,155,216
PA5556,7887,6768,6601,9615,9048,8277
PA2799,604,533,271,427,479,465
PA5038,1038,954,1056,1095,947,974
PA5211,535,506,311,453,337,410
PA1090,373,350,428,401,414,357
PA0484,925,802,461,504,763,657
PA5332,2038,1929,2127,1895,1833,1623
PA4187,164,161,114,173,191,163
PA0476,407,339,309,340,431,473
PA3672,295,310,330,390,328,331
PA0672,63,67,43,37,47,78
PA0071,1015,1012,1203,984,845,865
PA1806,377,401,397,371,305,289
PA1874,2851,2886,2684,2427,2368,2640
PA3148,3504,3612,3665,3195,3414,3078
PA0906,301,303,379,396,442,409
PA4811,1216,1220,1180,1062,1147,1241
PA5409,1118,1104,1038,885,992,1070
PA1688,360,361,427,369,408,378
PA3255,293,323,230,297,360,368
PA4211,125,189,158,51,79,62
PA3188,66,62,84,145,212,206
PA4751,11433,11106,10847,10834,10879,10180
PA0291,3061,2639,2548,2836,2565,2389
PA3440a,192,164,163,181,204,180
PA5258,3415,3349,3184,3217,2779,2738
PA1139,596,594,596,661,487,607
PA2366,293,254,191,221,268,261
PA1842,399,358,293,355,432,434
PA3565,247,249,253,276,292,364
PA5244,1180,1152,1175,1235,881,724
PA0226,59,19,34,53,119,78
PA0073,58,52,46,59,44,55
PA4606,13456,13067,12158,10536,11449,11543
PA4847,300,274,374,298,311,343
PA1674,1568,1365,1316,1257,941,895
PA5396,197,202,186,233,263,233
PA1308,1219,1245,1208,1141,1119,1026
PA4123,291,265,208,294,198,156
PA2409,12,20,16,37,23,28
PA1983,7,8,5,4,18,11
PA1790,608,519,504,513,309,291
PA2770,372,359,410,281,310,304
PA4169,131,117,172,145,153,139
PA5206,1093,1144,1014,1208,1377,1211
PA3679,598,478,525,586,576,581
PA4398,429,382,412,538,546,552
PA1701,109,62,63,90,60,85
PA4766,422,394,338,323,363,371
PA2619,3255,2734,4212,3182,2183,1799
PA3840,432,357,418,424,323,254
PA5533,382,346,425,412,415,357
PA0730,343,343,359,250,204,189
PA1882,61,57,71,53,48,41
PA4009,172,157,143,185,174,181
PA5053,1643,1368,674,995,922,1013
PA3760,440,403,373,333,380,314
PA2100,362,325,258,477,491,446
PA0737,671,639,859,318,311,273
PA4648,134,123,56,78,75,59
PA5299,1101,1076,1010,1131,1166,1116
PA2106,494,468,463,450,540,462
PA2495,289,293,243,319,314,315
PA0344,740,760,601,703,698,784
PA2110,4190,1131,4579,6444,1683,2145
PA3520,257,260,233,141,231,185
PA0110,103,146,109,102,109,148
PA0360,529,520,419,452,440,398
PA1739,66,94,65,110,78,63
PA2442,1371,1834,1815,1331,1821,1819
PA4938,2342,2193,2333,2664,2838,2553
PA1664,4,8,10,6,4,1
PA5285,1845,1563,1903,2060,1714,1905
PA1423,1151,905,890,647,722,742
PA3489,615,577,494,549,420,369
PA4426,755,678,756,937,1078,849
PA1071,227,298,267,268,332,311
PA2571,983,836,748,581,797,934
PA0800,40,32,16,22,27,37
PA0431,359,266,224,376,368,379
PA0675,13,12,12,9,3,21
PA3555,176,128,177,114,145,159
PA3203,208,244,157,222,258,218
PA3659,801,720,624,714,761,706
PA5122,807,765,546,675,699,598
PA2399,1155,1072,981,1192,1217,1223
PA0526,268,160,122,157,164,168
PA0331,800,788,774,979,974,920
PA2208,20,11,12,7,21,19
PA0707,136,126,129,122,92,47
PA3772,84,62,46,64,89,60
PA4684,353,353,379,291,310,304
PA1897,97,80,72,112,94,127
PA4066,129,142,134,122,206,133
PA2310,47,46,41,42,38,61
PA5400,90,82,81,89,69,62
PA4272,2330,2048,2379,2520,2239,1819
PA3792,1342,1269,1106,1744,2046,1865
PA4740,2911,2706,2751,3343,3161,3150
PA2466,232,195,159,206,217,230
PA4243,9985,10280,12140,11235,11547,11115
PA0965,368,361,371,368,373,385
PA1868,264,254,279,265,224,170
PA2173,85,108,107,118,114,196
PA3297,2708,2604,2740,2881,2476,2637
PA3637,8650,7474,8703,8392,7421,6245
PA0278,51,51,60,63,40,72
PA0658,725,690,734,826,723,701
PA4362,794,737,587,639,864,914
PA0809,351,355,326,345,339,419
PA1051,128,116,107,150,147,139
PA5047,1793,2006,1791,1359,1398,1325
PA0451a,608,565,440,472,333,291
PA3855,579,525,673,512,495,446
PA4839,1462,1217,1320,1093,1108,1014
PA1235,155,141,140,152,172,177
PA2362,140,153,155,143,119,128
PA3087,746,735,643,943,1004,939
PA0127,244,260,244,311,252,294
PA1634,58,78,64,70,68,76
PA2231,2836,2692,2209,2290,2113,2259
PA1783,19,16,20,22,22,23
PA4325,880,781,966,1161,949,964
PA4545,1496,1509,2175,1669,1372,1381
PA0937,813,670,917,838,1093,900
PA4706,398,394,382,350,381,419
PA1718,31,17,25,23,26,17
PA1309,538,529,548,631,569,601
PA3581,728,628,409,236,357,321
PA2335,68,61,63,69,60,59
PA1195,85,105,61,95,74,96
PA1963,157,212,215,233,266,237
PA5471,273,251,301,277,263,252
PA3280,284,247,176,230,216,222
PA1709,433,394,378,531,556,591
PA4765,3747,3759,4263,3490,2635,2356
PA1354,254,211,175,190,272,213
PA3601,123,181,156,108,153,140
PA1750,1178,1216,1423,1478,1592,1140
PA0905,4064,3768,3527,2635,2851,3056
PA4434,865,745,695,1499,1983,2022
PA3151,1731,1717,2578,1717,1657,1595
PA1565,256,235,256,232,238,246
PA0283,148,131,108,105,101,110
PA1595,591,514,618,658,545,621
PA1418,114,122,89,74,144,219
PA4523,65582,60786,60832,42292,41349,41082
PA2427,39,13,12,23,29,17
PA1662,1077,938,896,819,691,739
PA1566,224,158,188,212,151,180
PA3996,2751,2834,3034,3319,3530,2882
PA2559a,487,332,485,398,255,243
PA1588,5696,4893,5403,8516,6435,6010
PA3591,5,8,9,13,10,15
PA4864,287,301,277,424,390,424
PA5138,546,534,665,601,621,462
PA2722,42,30,24,40,41,49
PA4158,86,70,88,133,135,128
PA4819,30,17,25,22,28,27
PA1579,1471,1606,1589,1664,1872,1518
PA5570,2678,2533,2897,2398,2078,1751
PA5079,154,120,125,156,156,193
PA3289,558,559,444,441,425,460
PA0304,740,766,714,828,999,975
PA4975,510,596,429,588,632,703
PA2298,259,223,282,187,162,186
PA0634,249,299,267,285,265,324
PA3533,4968,5128,5235,4976,4852,4490
PA1251,901,980,789,676,776,851
PA5119,9980,7686,10465,9174,4694,3624
PA2924,36,39,41,33,30,36
PA2993,1691,1469,1751,1652,1462,1530
PA3225,1600,1548,1801,841,779,840
PA0313,427,461,404,447,598,566
PA1607,1380,1204,1297,1429,1339,1221
PA3989,388,386,417,556,630,622
PA2870,1052,934,1018,823,710,842
PA2989,369,418,356,365,416,400
PA2115,415,195,574,541,256,229
PA2842,441,412,431,452,383,405
PA1824,772,781,673,779,681,619
PA3970,978,921,751,1134,1238,1269
PA2689,126,109,103,141,93,108
PA3031,9345,9654,10027,11571,11381,10853
PA1203,39,38,53,70,49,63
PA2379,485,545,510,480,558,468
PA5308,635,692,810,726,706,658
PA4910,98,96,78,87,105,109
PA1742,3048,2796,2331,5174,6394,6002
PA2334,73,75,82,58,91,66
PA4887,446,433,535,447,390,398
PA2642,7079,6367,5877,7297,6485,7098
PA2761,266,251,203,250,269,239
PA1241,272,278,319,212,217,231
PA3922,1646,1941,1348,2348,4238,4300
PA0614,216,196,243,191,213,216
PA1631,86,72,75,102,113,87
PA4783,788,589,644,562,323,404
PA0132,225,243,213,309,254,257
PA3818,2162,2068,2404,1770,1183,1156
PA3471,877,808,739,1104,1531,1470
PA2137,33,39,26,38,44,72
PA4363,376,343,356,302,352,340
PA3466,705,677,761,849,647,677
PA2527,1007,1058,965,974,967,949
PA2316,299,225,221,281,285,244
PA3688,214,201,189,122,177,167
PA0570,28,22,27,39,28,24
PA1470,658,667,511,500,590,651
PA2325,62,72,43,55,69,73
PA5346,3350,3173,2380,2947,3183,3501
PA4939,2523,2379,3023,2519,1909,1982
PA0160,79,62,61,50,39,55
PA3561,95,97,109,96,105,108
PA5376,501,408,410,418,497,415
PA1226,173,156,180,217,229,224
PA1523,581,572,675,506,477,480
PA1866,2148,2147,1770,2168,1911,2287
PA1967,400,482,441,238,277,257
PA5361,388,413,374,372,330,332
PA3047,1090,1379,1110,1313,2136,1892
PA5085,441,502,493,691,539,630
PA0266,948,1061,754,2527,3220,3139
PA0588,22586,20929,18282,9578,11157,10725
PA4971,1837,1802,1654,1478,1548,1530
PA4565,1470,1535,1619,1748,1746,1653
PA4065,321,409,341,437,454,496
PA0189,199,205,133,192,119,131
PA1160,815,763,853,983,735,952
PA2433,669,642,464,589,764,760
PA2637,2783,3069,3985,4583,4015,3860
PA1554,2425,2119,2749,2645,2685,2313
PA2960,1734,1529,1639,1589,1181,1049
PA5005,3172,3021,2780,3212,3398,3066
PA2624,2727,2333,2706,5227,3115,3059
PA1283,382,445,458,401,424,493
PA4430,3028,2608,2968,6621,6885,6059
PA4857,247,209,167,168,151,132
PA5387,29,18,23,9,5,16
PA2276,138,168,152,157,171,158
PA3304,453,457,491,410,391,405
PA1173,124,129,154,98,104,162
PA1643,1426,1285,1261,1559,1715,1710
PA2662,386,263,282,247,290,266
PA2669,110,113,93,95,121,90
PA3419,206,178,131,194,204,182
PA1655,175,172,200,115,184,160
PA1572,1326,1332,1131,1081,1192,1344
PA0774,405,346,393,387,396,375
PA1162,280,219,341,331,258,221
PA3865,345,317,292,400,565,617
PA4904,126,137,94,114,112,125
PA2565,673,499,372,315,448,489
PA2984,581,536,471,467,454,514
PA4118,596,517,545,476,456,379
PA1424a,219,208,133,170,151,135
PA1416,275,291,276,175,117,186
PA1370,495,506,522,468,590,546
PA2512,131,101,111,200,244,249
PA4614,5188,5554,5651,3976,4822,4438
PA2031,255,221,218,266,228,282
PA3178,279,312,296,393,371,378
PA3141,10573,9806,10330,10111,10286,9456
PA0457.1,233,160,153,190,255,194
PA3869,95,44,64,65,93,67
PA0942,793,705,715,958,916,870
PA4533,370,380,407,333,386,378
PA2733,1102,1181,1160,972,1300,1169
PA0701,135,113,128,128,147,173
PA2128,1191,1242,1032,1323,1101,1248
PA3958,1280,1258,1310,1179,999,1003
PA4617,991,1029,1123,943,787,803
PA4353,818,828,818,946,834,926
PA3021,189,165,142,181,285,279
PA2535,66,53,68,71,66,76
PA5354,122,133,120,81,96,93
PA5511,1274,1387,1327,1266,1151,1257
PA1926,498,491,496,474,475,485
PA1855,23,22,19,12,15,23
PA1883,36,36,33,44,26,33
PA1858,210,162,152,163,210,205
PA2244,841,941,852,779,809,795
PA4576,3062,2859,2822,3064,2892,2771
PA2158,199,209,171,118,171,195
PA1116,280,243,253,217,201,173
PA3893,153,166,116,146,115,131
PA3615,1472,1478,1175,1395,1297,1303
PA4891,587,455,497,320,283,304
PA5406,442,330,485,259,186,188
PA0204,48,37,32,67,48,89
PA2064,95,96,87,65,99,90
PA2899,368,343,301,461,443,499
PA2226,394,390,457,329,369,340
PA1022,114,95,60,70,114,135
PA3756,612,518,377,431,559,477
PA3340,778,700,690,626,604,747
PA3617,2649,2524,2839,2580,2873,2403
PA3554,366,368,255,309,360,375
PA5049,388,367,447,308,220,226
PA2162,287,396,278,282,332,431
PA1181,1413,1382,1398,1400,1379,1372
PA4554,5705,5068,5073,6351,5839,5107
PA3268,309,306,285,312,301,289
PA0605,271,301,174,269,303,334
PA0562,165,176,198,196,185,166
PA1025,68,89,68,60,101,84
PA0692,76,60,61,61,59,43
PA4832,103,116,98,138,145,158
PA4698,708,605,769,703,727,709
PA5544,766,671,707,623,850,808
PA5197,393,345,419,367,382,367
PA2834,157,169,207,188,206,176
PA2147,253,184,152,231,227,244
PA3126,14166,8727,7123,5866,6177,7728
PA1290,186,140,125,198,230,247
PA4960,2035,2233,2348,2128,2095,1731
PA0516,454,357,310,394,324,298
PA3582,690,732,747,428,461,519
PA2408,28,21,37,61,84,96
PA2892,105,123,122,1520,1897,2003
PA4873,795,697,726,602,774,788
PA5183,404,400,534,372,211,266
PA3945,2525,2405,1710,1686,1988,1970
PA4239,2685,2419,2578,3020,3400,2888
PA0872,1995,1976,1703,2547,3296,3363
PA5146,1450,1179,1218,1723,1921,1768
PA4983,295,348,323,373,359,338
PA1866a,74,68,58,72,38,41
PA1545,2001,1783,2191,1716,1608,1707
PA0225,154,123,139,165,150,173
PA3799,2827,2615,3046,2758,2633,2340
PA4687,550,614,526,567,803,829
PA2903,533,459,477,580,356,443
PA2913,103,97,103,96,84,72
PA0420,359,415,352,478,508,531
PA0573,304,281,241,327,298,279
PA4926,371,342,298,321,361,377
PA2772a,53,48,46,37,39,34
PA5490,8802,7704,10893,10659,7148,6615
PA4256,1975,1768,1908,2166,2610,2106
PA2581,397,382,415,379,376,369
PA5434,407,375,472,380,320,309
PA5157,196,136,104,164,246,206
PA2140,6,7,3,1,7,8
PA3379,22,22,19,23,21,23
PA0359,6836,5395,5495,7285,6009,5856
PA2079,227,292,228,269,345,374
PA3930,4944,4702,4556,3868,5279,4990
PA1835,260,219,173,236,287,247
PA2930,888,744,662,655,534,709
PA1299,130,131,114,82,59,68
PA5497,4162,4207,3199,2944,3317,3121
PA0332,1552,1589,1461,1330,1149,1510
PA2042,672,598,656,647,645,493
PA0968,789,743,916,923,833,746
PA1085,1009,952,1203,1229,1074,1122
PA0849,557,561,553,449,479,517
PA0623,396,446,420,338,506,538
PA5344,1269,1409,1325,1441,1447,1349
PA4735,3900,3691,3902,3622,3771,3525
PA3343,783,695,710,797,844,887
PA5139,757,648,955,718,414,398
PA1074,3289,3157,2325,2703,4049,3905
PA4635,261,300,388,239,251,294
PA1321,53,50,58,62,64,53
PA2490,784,624,758,804,443,497
PA3654,3730,2749,2629,3860,2831,2685
PA2402,1595,1624,1526,1602,1580,1692
PA1801,5607,5812,5671,5408,4777,4858
PA3787,1029,1130,896,950,1107,1021
PA4593,85,89,101,139,92,126
PA2656,973,1038,1185,1149,1042,1019
PA4444,545,492,488,645,833,665
PA2289,358,345,349,271,268,252
PA5466,136,129,91,148,112,107
PA2038,82,98,112,113,108,87
PA5073,442,553,521,572,596,610
PA5356,424,399,274,372,342,426
PA1123,1428,1403,1243,1346,1430,1180
PA3574,652,546,491,469,442,410
PA2212,35,40,29,30,26,36
PA2418,18,12,10,22,11,10
PA4624,366,386,323,325,357,331
PA0844,295,285,241,235,243,198
PA4102,187,136,141,157,184,171
PA5253,4160,4044,3291,5084,5953,6186
PA4943,12024,11192,10856,7753,7246,7036
PA4023,157,158,190,129,158,134
PA1972,108,102,93,111,114,76
PA1260,44,27,31,24,34,33
PA3715,137,118,116,84,141,115
PA5319,744,736,635,691,732,782
PA1933,8267,7746,6732,6945,6998,7554
PA5377,335,297,314,250,328,260
PA0823,310,318,237,196,206,169
PA2758,511,514,505,375,443,448
PA4088,31,31,16,15,11,40
PA0182,57,50,60,53,82,49
PA1745,557,531,306,418,371,459
PA3915,56,32,55,39,59,66
PA1154,118,108,102,115,132,110
PA5278,958,924,759,1299,1437,1339
PA2201,171,162,113,199,174,176
PA0653,542,567,579,580,559,479
PA2264,193,159,140,166,149,160
PA2287,238,209,258,229,177,229
PA3457,882,835,795,817,550,656
PA3330,419,436,327,355,371,435
PA1044,101,76,128,88,104,109
PA5210,4387,4038,3319,3449,3440,3263
PA4900,111,93,66,86,85,82
PA2471,78,111,107,123,124,152
PA5304,3747,3291,2662,5805,4133,4036
PA3832,175,144,185,242,198,243
PA4292,858,835,1031,1071,746,668
PA3115,16486,14554,14889,13076,11343,10945
PA0057,31,27,43,62,52,48
PA2821,601,495,573,562,538,625
PA0982,465,471,420,461,549,506
PA2877,339,343,393,476,409,468
PA4795,80,48,36,41,41,46
PA3370,35,43,26,39,82,81
PA3423,266,242,231,272,242,210
PA3350,1375,1465,2021,2092,1150,1305
PA1616,450,481,428,547,514,591
PA1696,162,104,157,238,142,166
PA3978,767,639,489,860,990,795
PA0190,66,72,49,53,47,71
PA1057,449,433,458,379,446,357
PA2295,5,11,12,18,13,20
PA1503,37,35,16,18,25,19
PA1364,96,84,84,100,125,119
PA0503,208,199,241,128,168,213
PA2052,153,114,136,139,152,140
PA3513,91,92,99,113,109,163
PA4262,3955,3684,4378,4851,4590,3763
PA4376,633,592,609,716,749,679
PA1379,61,87,49,56,63,77
PA4701,887,870,929,1129,1373,1000
PA4051,1086,1049,1138,1300,928,934
PA0819,48,37,46,50,36,39
PA1760,1581,1833,1657,1317,1721,1912
PA4206,226,213,122,145,130,107
PA2185,156,138,90,163,143,111
PA3845,529,624,546,470,427,516
PA0201,465,433,524,633,379,414
PA1331,560,542,584,637,514,460
PA1807,402,326,360,296,316,343
PA0824,139,178,125,91,119,116
PA2879,203,271,222,294,264,264
PA2849,115,89,88,81,117,127
PA4989,217,233,201,253,185,246
PA0749,156,132,215,187,177,216
PA3740,1082,1031,741,749,951,1009
PA1272,273,307,256,342,319,310
PA4241,5984,5625,5669,4808,4435,3844
PA2594,395,418,347,419,408,440
PA2791,57,47,54,25,28,28
PA1003,1087,1003,956,728,770,738
PA3607,381,301,291,252,345,352
PA3439,185,173,183,255,252,277
PA1257,58,39,49,60,41,61
PA0710,89,78,77,55,75,54
PA0421,1061,1097,1282,1574,1551,1513
PA1982,114,131,103,123,111,113
PA3279,68,56,51,70,87,92
PA1975,73,74,58,101,92,100
PA4848,1960,1797,2103,2383,2606,2636
PA1797,229,210,247,288,239,236
PA4750,1482,1484,1539,1385,1174,1019
PA3500,62,72,64,49,88,63
PA3821,1807,1882,2274,2412,2485,2126
PA0932,1275,1306,1655,1350,1389,1263
PA3663,524,447,490,439,477,491
PA1425,221,188,228,239,163,210
PA1486,80,93,86,93,74,152
PA3088,379,430,487,473,459,460
PA4098,31,34,22,63,64,86
PA5041,1131,1209,1538,1579,1048,820
PA3205,160,135,111,151,160,146
PA3189,96,66,47,150,210,247
PA1663,121,124,121,127,98,84
PA4024,295,208,290,233,281,298
PA0979,102,104,129,115,140,107
PA4604,1034,1366,1457,977,1038,844
PA5525,1039,988,895,918,688,658
PA4996,7126,6765,6736,8702,7345,8141
PA1932,567,529,465,415,470,493
PA1538,88,133,82,129,171,192
PA3870,149,155,119,155,107,153
PA4035,576,601,560,635,635,663
PA3424,287,297,263,611,634,676
PA4045,809,858,985,1048,685,673
PA3734,154,189,130,137,165,144
PA0319,699,630,802,786,685,604
PA3393,160,110,109,105,97,123
PA3441,73,54,52,55,91,59
PA0731,1137,1121,1302,1188,1154,1058
PA4147,815,952,850,760,1381,1438
PA1989,653,595,663,827,640,836
PA3962,396,367,259,400,350,352
PA2749,107,165,124,120,94,103
PA0456,9880,11067,11164,11737,10436,9364
PA4991,621,591,621,679,599,564
PA0254,205,241,199,316,323,321
PA1761,124,147,142,131,178,171
PA0116,461,516,521,503,456,472
PA5528,1710,1824,1950,2237,1866,1790
PA5509,326,354,451,364,298,259
PA3961,1580,1595,1451,1761,1579,1643
PA3651,1202,1080,1346,1476,1073,1062
PA2193,348,439,303,207,196,203
PA3143,949,952,927,729,858,765
PA4845,2884,2598,3156,2534,2185,1902
PA3448,28,16,36,47,28,48
PA4033,47,31,31,45,52,45
PA2801,304,310,330,295,316,287
PA2682,212,212,197,246,287,259
PA0411,9621,8704,10001,12220,9403,7682
PA2688,321,295,249,245,274,298
PA2324,61,35,40,63,48,50
PA2736,1143,1084,802,1728,2173,1781
PA4227,96,58,53,66,86,74
PA5481,598,839,703,834,1687,1894
PA4145a,54,45,48,39,51,61
PA3480,1242,1149,1021,1021,819,753
PA1483a,412,496,386,472,517,545
PA0493,54,49,41,38,34,40
PA2798,5172,4659,5025,4480,4613,4258
PA5176,871,868,972,937,893,832
PA5033,305,238,272,376,319,281
PA3008,529,451,472,467,366,413
PA4585,437,410,462,442,381,448
PA4391,197,205,163,202,222,236
PA4725,940,932,893,1188,1223,1038
PA3315,654,473,399,406,404,451
PA3717,154,170,144,128,149,154
PA2391,168,123,159,176,156,142
PA0855,117,133,109,113,128,109
PA4324,743,732,682,807,1083,995
PA5374,138,79,270,169,49,83
PA3237,19,12,21,10,21,20
PA1133,98,108,86,119,125,87
PA1668,106,99,123,98,52,91
PA0148,506,546,537,502,591,481
PA3066,281,244,260,273,318,260
PA0324,68,59,29,45,60,49
PA2542,925,736,812,924,860,931
PA3596,208,224,206,247,311,314
PA0216,191,220,258,268,361,499
PA0865,4234,4520,3307,6575,11071,9473
PA2172,347,361,321,357,310,491
PA1998,252,305,245,280,315,345
PA0144,1189,1212,792,877,973,1194
PA2945,344,310,256,410,475,427
PA2607,335,255,201,227,181,212
PA4726,5501,5648,7138,6279,5105,5482
PA3942,398,361,383,429,395,370
PA0385,151,121,137,107,96,91
PA0164,710,667,855,707,428,480
PA0664,1096,1024,976,925,707,659
PA3180,276,195,207,229,262,244
PA0796,424,508,411,642,933,851
PA1779,242,263,209,186,206,257
PA5274,1661,1992,2035,2149,1518,1539
PA4827,402,369,341,329,329,346
PA1917,7,13,6,3,8,8
PA2487,191,143,116,118,109,119
PA3134,1073,1064,1169,1354,1336,1254
PA2384,40,18,17,39,90,69
PA5264,767,654,708,717,733,631
PA5039,2794,2476,2945,2896,2576,2579
PA3001,11310,10926,12829,13881,13152,11388
PA1956,26,19,21,17,35,22
PA0889,557,408,452,498,446,424
PA0018,377,374,310,214,215,222
PA3982,273,213,241,195,228,236
PA0719,61,40,34,32,37,38
PA0693,166,153,115,131,120,156
PA1776,5099,5039,5399,4160,3270,3306
PA0449,2482,2582,2171,3259,2730,2454
PA1312,241,276,272,292,273,274
PA0088,90,86,104,97,112,70
PA1623,967,991,763,1176,1218,1080
PA1798,456,413,507,574,443,437
PA5100,1556,2193,1833,2497,3195,3286
PA0561,387,373,387,398,440,317
PA4831,315,270,279,339,297,355
PA5205,211,216,219,233,269,262
PA1296,1283,1347,1633,1152,1012,843
PA0928,8195,7826,7468,7762,6812,7038
PA1037,821,716,727,719,569,546
PA4697,247,205,202,312,270,257
PA0004,4368,4254,3965,4397,4234,3831
PA0970,479,531,430,506,555,519
PA0600,1165,1256,1151,1608,1544,1539
PA1217,473,449,400,338,426,476
PA3703,865,859,964,766,838,881
PA4741,9419,9607,11112,9729,8765,7733
PA2277,46,27,51,50,32,48
PA2967,3582,2927,2136,2759,2974,2982
PA4242,416,345,417,425,468,463
PA0882,68,60,78,58,55,83
PA2655,160,138,167,159,117,158
PA0375,2457,2375,2330,2791,2634,2555
PA4393,571,584,638,620,764,646
PA1328,151,160,153,158,189,190
PA3261,2417,1936,1396,1694,2122,2138
PA4982,325,223,303,264,385,369
PA3353,2143,1943,1846,1710,2259,1806
PA0674,60,62,41,67,80,82
PA1030,557,533,628,401,447,459
PA2371,539,526,488,387,409,427
PA0768,1215,1106,1591,1342,1235,1163
PA3362,254,256,258,248,290,310
PA0954,56,60,60,67,108,75
PA3722,149,126,138,135,116,117
PA5562,2004,1866,2426,2238,2121,1912
PA4178,86,68,85,68,48,24
PA4655,336,383,369,387,390,377
PA4162,219,248,215,257,251,322
PA4285,2903,2633,2904,2829,2491,2857
PA5367,534,434,384,418,391,335
PA5467,72,94,100,86,104,84
PA4188,38,27,31,45,55,42
PA1449,323,317,341,369,343,407
PA5391,21,34,22,20,25,24
PA5472,1032,842,1019,953,673,628
PA5076,739,765,968,788,746,676
PA0410,2336,1889,2731,2707,1891,1643
PA2213,54,61,53,51,43,58
PA4793,1664,1716,1297,1403,1354,1347
PA3574a,136,120,144,91,115,112
PA3693,428,432,443,421,363,351
PA1677,594,594,453,818,1039,1072
PA4858,152,128,202,168,164,128
PA5452,1160,1210,1389,1464,1665,1604
PA1394,26,31,49,41,28,30
PA4013,247,277,328,430,377,415
PA3856,1002,965,1046,951,955,855
PA1479,1259,1339,1322,1562,1456,1374
PA1065,277,247,185,234,227,237
PA1068,816,760,957,843,906,872
PA0571,249,220,282,243,174,207
PA2872,757,780,698,767,737,854
PA4259,1767,1709,1793,1819,2246,1954
PA3099,245,282,259,235,209,230
PA2818,530,493,529,550,575,566
PA0290,1243,1278,1263,1157,1114,1087
PA0358,121,143,123,139,180,142
PA4668,304,312,310,437,386,428
PA3454,168,193,196,174,246,240
PA3759,87,83,64,84,78,82
PA2742,3896,3531,3787,3553,3644,3536
PA0339,369,310,326,333,357,391
PA1018,132,90,97,74,108,110
PA3277,620,625,662,337,229,221
PA4557,642,634,641,664,662,674
PA3521,84,57,66,82,69,100
PA1877,95,107,88,72,128,125
PA2885,407,355,277,567,567,591
PA2931,666,609,650,657,647,693
PA5014,3354,3131,3116,2996,2857,2893
PA2838,131,133,110,155,122,155
