,Neg1,Neg2,Neg3,Neg4,5min1,5min2,5min3,15min1,15min2,15min3,25min1,25min2,25min3
PA3514,22,10,23,20,14,30,48,7,4,12,7,1,1
PA3515,23,20,43,41,50,57,68,15,18,27,15,9,6
PA3516,10,7,15,4,12,32,49,5,9,12,28,13,4
PA3517,24,14,27,29,30,41,52,18,8,17,30,4,4
PA3518,0,1,3,1,1,8,7,0,4,2,5,6,3
PA3519,0,0,2,2,3,7,9,0,5,2,15,5,4
PA3520,0,2,1,3,3,3,0,0,0,2,3,2,0
PA3521,4,5,11,9,25,12,25,7,6,10,18,2,2
PA3522,32,22,37,51,54,60,118,26,12,34,57,9,9
PA3523,4,5,6,6,6,32,28,4,4,8,21,3,2
gloA1,472,380,700,561,418,467,759,61,169,370,22,64,61
argG,1012,711,1177,1456,755,860,1095,122,336,697,45,93,133
PA3526,175,127,196,447,177,224,510,65,37,102,39,23,12
pyrC,129,115,204,297,193,251,380,50,91,184,25,33,26
rnt,187,161,228,288,190,219,374,62,94,192,15,19,26
PA3529,1473,1265,2618,2242,1208,2036,2431,147,713,1205,35,287,310
PA3530,93,95,213,198,98,140,268,30,60,222,17,23,39
bfrB,978,765,1238,876,709,1000,3205,147,564,1319,33,176,191
PA3532,79,51,63,111,107,158,545,51,67,207,30,23,22
PA3533,612,535,1143,856,453,756,907,63,224,391,15,59,80
PA3534,30,21,29,41,77,67,99,21,10,24,27,5,7
PA3535,80,51,105,153,115,165,298,46,44,77,52,14,15
PA3536,103,94,123,228,213,125,237,64,18,42,14,5,8
argF,142,135,190,213,150,143,221,20,33,55,13,13,14
PA3538,108,114,188,247,127,205,314,16,68,97,23,21,21
PA3539,95,86,160,164,89,107,136,21,38,89,23,11,17
algD,9,8,13,6,13,30,62,4,17,25,25,13,6
alg8,3,1,4,5,5,62,66,5,16,18,26,6,8
alg44,8,2,6,4,5,22,24,1,4,3,20,3,5
algK,1,1,4,4,1,28,50,0,11,12,14,4,3
algE,1,0,6,3,10,21,25,6,11,8,8,7,4
algG,4,1,6,6,3,83,88,3,38,31,32,19,22
algX,1,1,7,1,1,10,25,1,4,8,7,2,2
algL,4,2,5,1,6,15,19,1,1,7,11,2,1
algI,12,4,23,12,8,30,45,2,6,8,30,5,4
algJ,1,2,5,1,1,11,13,1,2,2,10,0,4
algF,4,2,3,3,8,11,12,0,3,0,4,1,1
algA,8,4,10,10,7,34,40,3,13,17,25,10,11
arnB,182,134,159,344,147,59,140,18,11,21,16,1,4
arnC,95,62,93,139,108,47,86,27,6,15,21,8,3
arnA,277,148,180,396,301,135,252,98,35,60,51,13,7
arnD,118,80,50,243,176,44,107,60,12,19,5,3,2
arnT,149,121,144,314,216,91,218,81,21,42,27,4,6
arnE,58,30,27,88,70,19,49,7,7,8,7,1,0
arnF,56,28,26,98,78,19,51,14,6,4,7,1,2
PA3559,308,135,144,315,257,164,280,52,36,69,27,11,12
fruA,548,405,497,753,738,481,967,260,95,240,83,31,29
fruK,345,253,329,444,391,288,616,125,43,111,39,14,12
fruI,808,671,760,1292,1330,789,1613,482,118,244,134,44,36
fruR,100,75,115,168,123,142,241,25,34,59,29,6,13
PA3564,43,34,44,97,58,48,115,12,2,11,6,2,1
PA3565,45,36,50,57,56,64,113,20,15,28,23,7,6
PA3566,5,6,11,18,3,17,22,2,5,9,7,6,1
PA3567,45,39,67,78,57,79,144,4,13,43,13,11,6
PA3568,37,27,42,36,32,77,144,20,28,42,24,9,18
mmsB,8,3,11,11,4,68,78,7,23,50,5,14,14
mmsA,33,17,41,39,27,196,178,27,53,99,25,35,35
mmsR,18,14,27,31,28,46,57,6,6,16,19,4,1
PA3572,14,15,16,46,55,185,152,3,58,76,0,50,41
PA3573,170,146,171,361,216,254,501,69,63,116,29,27,48
nalD,107,82,127,116,66,112,179,17,40,73,2,9,21
PA3575,42,55,86,92,95,87,127,24,32,81,9,7,5
PA3576,36,28,37,59,46,37,62,14,11,12,9,2,5
PA3577,35,24,46,49,47,22,28,13,3,2,5,1,4
PA3578,105,62,84,120,61,70,155,21,18,41,20,7,7
PA3579,481,368,482,681,406,366,761,164,99,169,57,26,30
PA3580,395,296,458,663,231,277,603,93,77,131,23,10,31
glpF,192,263,362,454,106,271,550,32,90,123,10,25,25
glpK,433,376,475,602,167,350,726,57,164,267,36,44,70
glpR,90,86,154,140,91,108,230,18,39,56,8,7,11
glpD,486,456,578,983,173,460,610,177,449,420,75,89,178
glpM,27,30,36,27,52,17,48,13,9,22,4,2,2
PA3586,6,4,12,11,15,47,65,4,8,11,7,10,6
metR,35,30,30,66,62,60,116,9,20,30,15,8,5
PA3588,8,4,20,10,13,21,39,2,2,8,17,2,3
PA3589,6,5,1,11,13,16,20,1,5,2,11,5,1
PA3590,22,10,27,21,38,37,58,21,11,20,34,4,4
PA3591,0,2,0,2,4,3,6,0,0,2,5,0,0
PA3592,0,8,7,5,9,11,15,3,2,3,30,5,1
PA3593,11,8,17,22,19,66,71,5,8,18,30,9,8
PA3594,35,34,71,47,12,63,68,1,8,11,15,5,4
PA3595,47,37,54,79,64,76,127,20,15,25,27,4,7
PA3596,13,4,17,11,17,32,47,4,5,7,17,1,7
PA3597,6,7,5,12,7,31,53,2,13,10,28,5,2
PA3598,17,8,10,20,13,40,49,7,12,18,4,6,6
PA3599,133,75,148,148,153,142,224,52,30,63,35,14,21
PA3600,9,6,9,9,11,10,18,1,2,8,3,2,0
PA3601,10,8,26,17,5,19,28,3,4,16,7,4,10
PA3602,211,250,402,367,144,336,402,15,84,144,44,30,18
dgkA,101,101,177,166,81,142,422,20,34,67,7,9,5
erdR,348,244,447,454,272,324,414,67,89,155,16,23,23
PA3605,89,82,125,148,113,209,293,19,48,66,16,17,12
PA3606,32,18,29,53,57,79,104,16,34,47,19,12,7
potA,168,155,234,317,204,212,244,61,50,88,24,19,15
potB,75,78,144,186,84,129,122,20,44,80,22,22,16
potC,36,53,73,145,47,83,67,10,27,37,12,5,7
potD,94,116,206,277,96,179,213,20,80,100,14,23,11
PA3611,83,64,100,89,61,95,115,17,26,57,7,9,10
PA3612,42,31,70,54,58,42,85,12,12,36,7,2,11
PA3613,118,98,76,444,314,330,1175,110,77,166,69,60,74
PA3614,67,61,63,79,79,224,311,21,62,105,18,52,51
PA3615,163,104,169,166,175,325,605,67,141,161,54,65,102
PA3616,328,230,248,479,318,199,295,127,62,153,77,28,61
recA,2421,1310,2092,2583,2110,1625,2202,855,801,1587,556,392,622
PA3618,199,128,179,206,216,145,253,65,33,65,17,8,10
PA3619,7,9,10,15,15,60,80,2,9,15,23,7,7
mutS,669,421,694,822,816,721,960,234,217,438,93,66,77
fdxA,756,455,1003,702,582,594,722,84,229,484,24,78,80
rsmZ,1516,2328,3615,2266,9229,67270,103368,5708,7526,18135,1426,1321,4219
rpoS,314,310,494,465,324,479,579,75,175,275,23,77,88
PA3623,356,296,477,452,683,628,941,181,156,357,54,55,56
pcm,276,209,303,318,266,351,498,82,85,161,23,28,26
surE,357,271,440,401,286,270,356,47,79,141,19,18,18
PA3626,267,206,345,445,470,490,796,151,131,209,57,44,36
ygbB,304,229,346,439,418,405,651,115,92,140,47,19,31
PA3628,247,148,143,274,145,135,231,38,25,52,17,9,9
adhC,629,328,441,548,359,399,555,98,122,184,43,47,38
PA3630,23,33,37,43,31,42,60,5,14,14,16,10,7
PA3631,156,184,244,508,179,200,449,24,44,154,16,22,33
PA3632,116,113,172,223,128,162,414,35,30,107,18,1,15
ygbP,132,117,158,298,249,163,358,74,44,88,15,19,14
PA3634,90,86,110,129,103,97,159,40,32,58,6,7,14
eno,4023,2603,4126,4944,4178,3058,3969,1273,951,1753,198,248,263
kdsA,708,572,928,1035,790,678,890,214,242,428,51,77,87
pyrG,2052,1397,2337,2480,1842,1681,2109,340,580,1039,105,175,207
PA3638,205,180,223,403,403,243,546,158,81,136,70,23,22
accA,1434,1059,1688,1959,836,964,2303,178,321,778,48,91,132
dnaE,1870,1436,2273,2533,1669,1800,2513,454,633,1178,109,204,211
PA3641,2183,2564,4340,4848,1451,1818,2661,282,442,766,62,96,107
rnhB,358,238,377,454,559,398,801,174,79,239,33,17,23
lpxB,534,410,547,720,718,632,1340,174,179,370,35,43,60
lpxA,1356,997,1499,1674,1675,1675,2776,439,448,924,96,104,126
fabZ,999,670,1341,1237,621,705,1275,140,224,411,47,43,61
lpxD,2411,1928,2791,3557,2682,2000,3409,621,427,882,135,86,133
PA3647,1298,1069,1955,1642,970,972,1474,168,290,560,24,73,97
opr86,3507,3710,6781,6942,2739,3294,4573,498,801,1964,123,187,289
PA3649,1350,1155,1938,1918,1487,1521,2465,367,343,769,84,74,116
dxr,1338,927,1270,2061,2684,1736,2508,869,386,755,214,89,115
cdsA,660,568,748,1172,1275,1013,1652,415,259,519,121,76,82
uppS,919,665,982,1329,1189,917,1629,236,235,522,63,68,66
frr,1167,755,1353,1433,1018,950,1140,239,274,593,45,98,84
pyrH,640,540,945,1007,846,742,1074,159,267,512,43,74,79
tsf,6490,4884,8050,9399,4190,4810,4967,763,1615,3032,119,450,429
rpsB,17242,10451,18636,18434,10282,9437,9613,1997,3409,7095,479,957,905
map,475,371,564,627,543,670,831,115,265,486,30,78,80
glnD,194,151,316,308,244,345,610,50,92,166,43,44,34
PA3659,141,119,132,198,187,229,483,63,61,125,34,17,22
PA3660,146,135,190,183,207,283,559,71,70,137,45,22,24
PA3661,11,20,11,22,9,9,11,2,2,1,7,1,1
PA3662,113,104,205,163,131,133,161,31,51,60,7,19,19
PA3663,70,40,56,95,95,148,216,17,29,60,9,9,8
PA3664,425,332,623,529,277,259,424,75,63,100,20,15,18
PA3665,179,167,257,343,169,137,220,60,22,54,12,10,9
dapD,332,320,409,686,254,475,660,40,120,191,17,32,32
PA3667,57,67,74,140,95,160,276,19,36,44,17,18,18
PA3668,12,21,27,30,55,79,126,15,20,23,6,6,4
PA3669,95,70,120,105,152,191,227,68,34,57,24,16,13
PA3670,109,90,166,112,152,166,207,67,53,50,24,17,18
PA3671,28,36,64,30,26,62,50,7,14,21,5,4,6
PA3672,116,88,150,111,120,165,163,39,37,47,35,11,11
plsB,272,231,416,478,305,410,512,65,143,233,49,31,33
PA3674,79,70,116,129,97,116,151,11,76,181,6,12,24
PA3675,277,224,339,412,264,288,526,72,90,160,21,28,30
PA3676,1217,316,556,985,346,582,1785,120,170,386,97,77,67
PA3677,488,137,217,569,150,160,510,46,41,102,29,15,14
PA3678,321,160,267,390,103,168,374,31,68,103,9,30,28
PA3679,154,108,123,214,297,247,401,85,46,87,43,11,16
PA3680,132,126,142,292,266,211,315,121,40,64,39,15,11
PA3681,112,73,121,140,279,257,287,140,62,80,31,12,12
PA3682,27,16,34,25,25,31,74,9,7,17,19,3,4
PA3683,192,113,238,245,201,239,475,46,61,120,17,14,15
PA3684,113,108,170,317,387,167,348,137,18,53,40,4,9
PA3685,329,324,470,894,451,286,726,154,86,183,52,16,22
adk,2399,1560,2182,2966,1110,807,1999,166,200,457,35,42,54
ppc,234,164,204,243,259,273,378,93,78,91,49,33,29
PA3688,2,2,4,4,2,47,38,1,19,18,6,8,9
PA3689,81,45,85,65,67,84,102,16,22,29,14,12,8
PA3690,110,82,150,220,264,599,732,112,271,420,87,97,78
PA3691,125,67,83,169,161,275,456,41,97,209,16,48,46
lptF,114,79,108,337,223,559,667,20,201,416,12,103,95
PA3693,70,67,67,164,196,91,268,59,27,58,14,8,4
PA3694,48,36,58,74,39,60,112,7,24,27,7,7,11
PA3695,146,100,157,252,203,209,368,83,37,68,49,9,12
PA3696,169,80,135,141,137,127,245,36,20,54,14,6,11
PA3697,191,145,237,225,131,179,234,32,39,74,23,20,18
PA3698,200,117,175,211,148,160,203,43,25,45,14,11,9
PA3699,62,38,101,111,74,105,190,20,20,38,12,7,10
lysS,765,615,866,1156,983,953,1076,226,382,772,40,116,118
prfB,1109,848,1355,1476,969,1025,1593,224,413,858,44,108,125
wspR,336,222,418,374,525,468,774,298,109,172,105,36,33
wspF,261,169,314,304,416,348,706,127,60,100,47,19,26
wspE,413,292,382,509,699,552,1132,217,120,170,91,32,45
wspD,88,73,100,125,92,91,202,17,26,30,17,11,6
wspC,223,142,223,296,309,230,410,77,41,71,44,15,16
wspB,162,118,195,232,160,124,290,37,33,53,20,9,9
wspA,692,545,878,864,579,640,1048,175,139,242,60,51,51
PA3709,11,5,18,8,13,64,98,3,19,23,15,8,11
PA3710,38,39,64,38,56,85,119,22,19,42,32,12,11
PA3711,34,20,32,46,35,102,138,9,44,47,14,11,12
PA3712,69,50,71,92,105,80,147,31,42,64,23,12,17
spdH,124,108,164,261,94,162,174,24,36,46,36,18,8
PA3714,12,13,19,16,4,23,28,0,4,8,4,5,2
PA3715,40,41,48,58,50,125,181,13,27,43,11,6,8
PA3716,1305,1014,1227,1762,1124,841,1095,165,188,378,58,71,66
PA3717,37,28,81,34,21,47,78,5,13,21,4,5,8
PA3718,13,8,19,19,11,42,64,4,6,7,35,3,2
armR,4,5,10,13,6,17,14,0,4,2,3,0,0
PA3720,14,6,19,27,11,36,39,5,15,31,13,12,9
nalC,50,28,53,51,58,242,386,14,51,93,7,26,40
PA3722,227,143,256,368,204,93,215,30,29,43,16,8,16
PA3723,18,18,25,21,15,142,125,7,41,72,12,21,15
lasB,87,48,104,104,103,98,137,29,39,51,34,14,13
recJ,357,261,303,544,433,280,523,99,74,202,60,34,26
PA3726,159,112,151,163,157,168,279,40,23,69,15,8,11
PA3727,120,98,129,113,199,115,151,24,21,37,9,9,4
PA3728,1396,1094,1540,1631,1944,1479,1733,421,194,340,174,92,53
PA3729,1744,1295,2037,1950,1618,1305,1316,326,246,341,116,90,62
PA3730,180,199,259,326,215,159,199,35,34,41,22,19,10
PA3731,521,420,523,629,608,491,493,172,123,110,63,78,33
PA3732,338,225,332,348,350,294,275,94,126,81,29,57,32
PA3733,134,103,195,188,150,164,257,26,40,63,26,16,21
PA3734,10,5,18,16,11,31,46,2,5,15,24,7,3
thrC,498,384,594,684,509,631,646,104,164,331,28,43,36
hom,1077,595,1107,1117,694,618,847,165,165,250,54,42,50
dsbC,751,537,863,933,647,595,1046,152,140,407,43,37,39
xerD,32,41,71,75,51,78,133,8,17,43,9,4,3
PA3739,75,54,64,124,80,120,213,28,76,115,32,15,24
PA3740,58,33,91,75,40,85,118,4,20,30,8,16,8
PA3741,160,97,148,201,261,234,291,73,51,82,38,24,10
rplS,3764,2798,5845,5513,3565,3702,3919,526,1046,1921,178,311,399
trmD,4500,3379,6255,5579,5341,5424,6593,1353,1789,3040,546,481,787
rimM,8804,6219,9259,12334,12601,5856,8939,4234,2817,5034,1112,742,1091
rpsP,5119,3654,6944,5989,7405,5806,9720,2481,1711,2959,593,427,633
ffh,1776,1162,1883,2179,2092,2161,3238,863,847,1492,233,203,263
PA3747,270,310,585,508,210,404,655,33,104,226,26,27,24
PA3748,149,140,272,244,169,229,363,17,35,104,30,14,16
PA3749,16,29,49,44,38,69,182,11,12,17,23,4,7
PA3750,148,109,144,403,526,179,448,204,22,61,46,8,7
purT,324,184,279,374,290,259,606,70,70,107,44,20,16
PA3752,71,28,63,81,59,45,85,21,7,19,7,5,0
PA3753,238,156,244,235,298,287,475,106,62,118,25,20,11
PA3754,92,79,157,134,79,112,204,11,39,48,13,10,13
PA3755,32,28,62,41,28,92,122,6,15,30,6,3,0
PA3756,151,191,432,276,138,257,351,21,67,100,12,21,18
PA3757,11,16,29,16,9,23,29,4,26,17,16,5,3
PA3758,6,20,34,22,19,35,38,4,31,23,14,10,14
PA3759,17,21,20,25,25,32,55,4,32,18,13,6,8
PA3760,96,105,144,145,156,151,225,72,109,83,44,26,39
PA3761,65,65,114,96,43,105,156,26,88,56,27,25,40
PA3762,147,95,146,150,143,104,246,23,50,72,9,12,23
purL,2470,1592,2275,2990,3058,2595,4069,1249,1131,2149,320,318,411
PA3764,335,319,605,645,377,493,792,57,95,277,31,48,71
PA3765,34,15,27,51,126,56,96,63,10,20,87,11,13
PA3766,520,287,527,395,281,357,774,73,108,168,28,34,24
PA3767,92,66,76,121,130,118,170,39,35,99,7,11,16
PA3768,416,265,387,766,609,485,770,215,211,509,80,53,109
guaA,1068,885,958,1692,1440,1162,2361,591,483,1320,129,139,173
guaB,1584,1308,2075,2817,3099,1735,2915,1103,879,1946,268,235,308
PA3771,34,36,55,47,28,50,84,7,12,13,54,9,1
PA3772,3,4,7,7,6,13,17,2,2,2,19,0,1
PA3773,4,2,1,1,0,10,10,0,3,1,9,1,1
PA3774,2,1,1,1,2,12,8,0,3,4,19,1,0
PA3775,15,11,17,16,26,40,41,6,7,14,24,3,6
PA3776,13,14,17,28,16,28,36,5,5,7,7,6,2
xseA,255,224,307,440,327,264,472,96,63,104,46,16,28
PA3778,158,110,138,204,204,210,374,65,35,85,21,10,13
PA3779,23,16,33,31,14,31,40,6,19,33,7,2,7
PA3780,2,0,4,7,2,11,25,1,8,4,10,2,2
PA3781,12,18,16,22,10,33,64,5,19,18,21,4,7
PA3782,139,110,178,168,225,299,407,85,53,106,31,10,12
PA3783,8,9,8,12,13,95,104,5,26,37,9,6,2
PA3784,75,81,73,156,265,178,322,108,44,93,24,17,20
PA3785,40,37,37,77,98,125,169,16,30,75,4,11,14
PA3786,117,100,144,240,129,90,256,20,11,44,10,6,8
PA3787,79,69,90,99,82,150,225,23,39,70,13,15,25
PA3788,6,8,10,17,30,52,106,8,17,19,2,8,7
PA3789,120,95,116,143,282,208,560,88,62,112,29,24,20
oprC,264,260,232,432,418,577,708,118,249,471,76,87,101
PA3791,93,63,108,110,158,250,305,59,74,106,15,19,29
leuA,262,254,290,353,218,420,625,54,122,230,34,44,61
PA3793,113,70,143,147,85,150,250,18,39,76,11,16,9
PA3794,120,85,168,102,129,125,143,15,30,42,19,8,10
PA3795,43,51,50,58,55,160,203,8,63,99,20,20,26
PA3796,95,46,65,77,198,133,152,76,76,122,24,27,28
PA3797,304,212,233,307,317,249,446,89,66,110,32,16,23
PA3798,273,209,312,314,293,227,363,104,57,95,32,29,23
PA3799,1563,1025,1698,2103,1828,1415,2142,567,537,1012,189,134,231
PA3800,1187,1103,1489,2090,2124,2011,2682,740,807,1575,260,224,351
PA3801,676,586,676,933,892,869,1216,287,370,612,99,116,145
hisS,921,658,929,1094,1084,946,1351,373,483,704,86,144,219
gcpE,999,731,1088,1310,1256,1092,1476,375,548,775,106,159,230
PA3804,532,434,774,1039,979,788,1070,320,337,580,97,85,135
pilF,591,546,975,984,1042,939,1384,285,318,587,55,72,145
PA3806,3122,2420,3707,4501,2587,2775,3889,699,927,1282,124,251,340
ndk,4423,2788,4992,4420,1217,1598,2879,208,420,599,56,127,153
PA3808,593,369,693,444,913,821,898,242,122,240,66,43,42
fdx2,610,422,705,744,507,511,841,107,128,165,19,22,33
hscA,1600,1030,1569,1848,2054,1925,2945,559,398,622,162,133,131
hscB,595,481,646,840,807,669,1314,262,158,248,42,56,43
iscA,293,189,371,336,238,266,390,54,88,145,16,40,35
iscU,295,221,379,373,248,285,336,43,100,150,16,31,29
iscS,712,587,880,1055,566,815,928,124,298,474,46,97,125
iscR,358,305,588,555,275,393,676,52,173,229,14,59,73
cysE,811,551,878,993,992,935,1330,375,242,494,94,66,67
PA3817,527,341,500,548,654,545,836,177,141,253,42,36,51
PA3818,1193,1101,1999,2681,1670,1182,2007,505,563,1111,128,135,208
PA3819,1252,825,1035,1995,3267,1776,4960,735,1136,2065,174,314,405
secF,1983,2020,2804,3749,1642,1746,3768,283,391,759,96,123,129
secD,2313,2457,3529,4785,1778,1879,3945,424,512,957,114,158,134
PA3822,1313,970,1716,1808,694,984,1739,90,188,361,20,45,49
tgt,589,472,734,852,692,720,1430,167,227,384,61,59,80
queA,351,320,609,658,604,489,888,211,150,220,70,16,72
PA3824.1,52,77,191,133,373,577,740,161,99,224,58,36,81
PA3825,98,65,153,143,111,151,250,24,44,66,34,14,10
PA3826,73,66,156,154,81,156,238,7,52,97,6,15,25
PA3827,773,736,1173,1634,1150,1231,2261,367,271,694,90,72,114
PA3828,886,797,1209,1500,924,1064,1957,248,339,685,86,86,109
PA3829,19,23,31,36,44,62,65,19,9,18,14,6,1
PA3830,54,33,38,43,45,71,112,9,22,20,16,7,6
pepA,584,477,704,957,585,770,1005,142,189,418,42,68,73
holC,67,69,79,147,119,98,147,32,28,56,9,5,9
PA3833,32,20,47,52,41,47,72,3,9,31,19,5,7
valS,1082,935,1326,1794,1394,1666,2053,329,589,1021,97,167,181
PA3835,18,5,29,8,17,61,67,6,28,14,16,17,9
PA3836,341,271,410,389,214,265,438,65,60,120,30,22,23
PA3837,69,82,82,117,41,85,132,16,27,27,10,9,5
PA3838,123,97,147,180,120,143,246,56,31,70,17,11,9
PA3839,65,50,82,216,217,133,725,179,35,102,80,16,20
PA3840,72,56,80,119,66,113,199,34,33,62,27,16,13
exoS,147,93,124,147,75,109,257,15,36,57,21,10,9
PA3842,30,11,15,29,9,12,31,1,6,7,6,3,0
PA3843,25,11,15,27,10,11,26,1,1,8,9,1,2
PA3844,23,16,26,31,25,31,57,18,6,17,24,7,3
PA3845,75,51,102,102,97,91,153,30,18,15,17,10,9
PA3846,129,90,131,200,269,133,236,118,33,65,20,11,6
PA3847,45,32,77,73,66,79,82,8,13,21,11,6,2
PA3848,48,61,93,123,67,100,109,14,32,48,43,16,16
PA3849,231,185,299,355,211,340,454,34,126,232,25,48,47
PA3850,180,131,228,342,280,178,345,60,72,106,28,21,22
PA3851,74,50,81,105,161,172,344,64,36,71,22,18,15
PA3852,134,82,119,187,166,173,264,59,48,75,22,21,15
PA3853,159,114,160,237,191,152,313,34,34,109,30,17,13
PA3854,57,38,39,52,84,62,94,30,11,22,17,4,1
PA3855,54,55,77,83,65,102,164,6,17,41,6,10,5
PA3856,49,55,81,96,65,69,157,13,15,50,8,4,7
pcs,70,85,133,107,67,137,312,9,55,112,15,13,21
PA3858,70,74,77,112,96,134,234,23,33,46,11,14,12
PA3859,55,50,44,131,58,79,214,12,15,36,22,9,7
PA3860,53,38,26,58,61,87,251,15,15,33,42,8,13
rhl,1385,1064,1510,2191,1547,1283,2398,464,407,914,112,96,125
dauB,16,26,34,53,32,51,71,5,25,36,17,9,8
dauA,45,40,54,97,70,83,122,25,25,23,15,3,10
dauR,103,73,101,113,150,123,155,52,29,64,23,7,16
PA3865,44,28,37,41,29,85,139,14,28,37,11,10,11
PA3866,655,303,368,373,402,697,1046,89,220,247,77,86,62
PA3867,18,10,17,9,13,23,41,1,11,13,7,2,2
PA3868,11,18,13,9,11,13,26,5,6,6,24,2,1
PA3869,6,5,8,3,10,15,14,4,9,6,7,2,2
moaA1,11,5,15,14,101,40,165,131,8,32,12,4,4
PA3871,5,6,5,20,216,18,225,181,8,25,12,3,3
narI,2,4,8,8,101,6,205,47,3,34,9,0,12
narJ,3,6,3,5,85,8,177,63,3,11,5,2,8
narH,11,10,28,20,204,41,760,161,13,60,65,14,19
narG,40,13,25,27,155,93,2502,154,62,129,77,23,48
narK2,4,3,8,15,29,34,498,18,5,27,40,11,9
narK1,6,7,9,23,14,18,319,14,7,17,19,1,9
narX,154,149,186,463,267,157,451,56,39,59,39,16,16
narL,62,67,55,146,104,113,236,29,27,45,19,6,12
PA3880,10,6,14,38,23,13,47,3,4,8,13,0,2
PA3881,36,29,51,72,56,63,102,4,10,26,4,9,7
PA3882,23,21,16,56,26,45,54,10,11,9,6,8,7
PA3883,54,40,68,100,90,68,142,42,13,29,12,2,4
PA3884,2,10,10,25,22,10,19,3,0,3,0,1,1
tpbA,5,6,7,14,12,27,239,2,4,12,6,0,4
PA3886,60,44,87,94,57,104,282,16,21,46,26,8,2
nhaP,383,490,690,903,376,442,721,106,115,183,56,48,37
PA3888,6,13,11,22,20,38,65,4,13,24,15,6,5
PA3889,8,16,10,31,22,38,80,2,20,32,14,13,12
PA3890,5,3,5,15,30,45,93,4,21,37,10,5,2
PA3891,19,12,15,32,61,49,113,11,31,66,24,10,12
PA3892,77,55,135,136,83,120,126,24,23,33,23,8,10
PA3893,91,80,121,202,106,169,212,57,48,55,55,16,24
PA3894,131,72,169,181,183,207,204,94,69,60,51,18,30
PA3895,76,54,100,114,39,104,92,7,20,39,18,10,9
PA3896,90,56,97,126,68,88,101,17,21,36,29,7,8
PA3897,7,4,10,14,18,40,54,3,7,20,6,5,3
PA3898,64,56,86,117,97,97,156,39,25,59,13,6,13
PA3899,2,4,11,12,7,11,24,1,3,24,11,5,4
PA3900,6,7,15,22,28,27,42,17,10,28,13,3,4
fecA,28,23,41,77,81,205,306,52,114,177,57,43,41
PA3902,49,39,48,100,114,102,191,20,73,159,6,21,22
prfC,413,324,512,580,600,564,705,194,248,308,84,100,71
PA3904,378,299,385,961,581,195,766,87,48,145,38,7,20
PA3905,109,84,111,232,198,84,226,35,13,41,11,6,11
PA3906,57,50,60,125,146,95,146,26,13,50,11,4,8
PA3907,133,95,121,270,292,153,261,61,21,61,24,10,8
PA3908,92,78,106,219,197,149,266,50,30,109,31,11,15
eddB,17,14,21,10,28,61,74,5,30,27,34,11,4
eddA,7,3,14,11,15,33,67,6,10,15,13,6,1
PA3911,12,12,5,68,37,8,236,22,3,12,13,1,2
PA3912,27,10,23,87,36,25,315,22,3,15,5,2,7
PA3913,77,53,56,257,183,34,382,25,3,17,7,4,8
moeA1,2,4,5,16,35,17,179,31,3,10,10,5,1
moaB1,11,12,16,23,22,19,79,8,4,7,10,2,2
moaE,79,77,82,101,74,71,122,22,24,38,16,11,12
moaD,40,36,50,82,65,51,99,16,17,21,5,3,5
moaC,85,63,126,152,147,110,168,75,24,47,15,12,9
PA3919,21,15,27,31,30,214,268,10,63,96,18,37,34
PA3920,30,25,34,57,65,62,131,21,28,30,41,16,9
PA3921,60,54,70,72,83,120,167,41,45,53,66,21,20
PA3922,52,57,55,35,26,86,89,8,33,37,18,21,9
PA3923,99,98,92,60,32,115,172,3,35,53,28,34,17
PA3924,30,23,31,27,23,66,55,9,20,21,25,13,10
PA3925,180,105,163,209,176,237,146,41,62,56,57,36,37
PA3926,22,18,20,17,37,73,104,13,13,22,30,7,7
PA3927,25,30,33,31,17,20,38,9,4,17,17,6,7
PA3928,63,45,38,77,104,51,82,17,6,19,15,2,2
cioB,69,38,75,70,118,142,179,15,38,65,30,15,21
cioA,65,54,96,70,121,185,266,57,92,126,24,49,38
PA3931,78,12,11,15,10,18,17,2,28,8,11,5,9
PA3932,27,8,12,8,10,38,61,6,13,18,22,6,4
PA3933,48,78,113,143,120,133,346,50,85,194,37,15,23
PA3934,242,190,261,419,285,218,371,72,73,181,57,27,30
tauD,10,3,9,10,10,21,39,3,10,10,16,4,3
PA3936,13,5,4,13,7,12,24,2,4,2,15,4,0
PA3937,20,7,9,15,18,17,40,3,2,10,4,2,5
PA3938,79,23,32,23,18,28,66,14,11,9,38,6,2
PA3939,56,18,36,47,53,43,96,17,16,14,37,6,3
PA3940,1311,945,1749,1868,1084,1036,1529,112,362,995,17,98,107
PA3941,34,22,39,81,63,89,170,11,32,60,12,14,11
tesB,157,111,209,187,119,189,283,41,60,80,17,25,22
PA3943,85,57,47,142,179,156,292,74,42,88,34,20,11
PA3944,43,24,33,61,86,93,165,21,36,50,8,12,12
PA3945,57,49,53,92,132,174,343,21,96,127,14,37,42
rocS1,57,43,86,45,69,99,148,17,18,31,101,23,12
rocR,50,30,67,57,53,62,96,22,12,28,43,5,13
rocA1,143,111,172,232,75,108,209,14,31,85,11,11,12
PA3949,196,179,227,335,352,320,567,123,62,164,34,26,18
PA3950,359,256,393,473,430,430,734,199,153,242,51,38,33
PA3951,90,52,154,140,134,124,207,47,53,90,17,14,17
PA3952,49,54,109,98,334,108,154,173,92,68,53,28,26
PA3953,19,8,15,24,9,21,26,6,0,2,9,2,2
