,PAO1-1,PAO1-2,DKT-2-1,DKT-2-2,DKT-1-1,DKT-1-2
arnA,4346,8243,4817,7472,6422,9942
arnD,511,950,591,982,783,1281
arnT,705,1224,784,1277,715,1369
arnE,171,325,223,281,184,244
arnF,142,266,179,224,143,181
PA3559,1054,1037,1299,1846,1120,970
fruA,2642,2164,2253,2530,3585,2618
fruK,1926,1680,1486,1570,2734,2091
fruI,2721,2121,1863,2083,3887,2767
fruR,699,672,601,865,1042,912
PA3564,527,454,420,488,625,526
PA3565,1153,696,674,731,1068,728
PA3566,507,389,508,783,1003,915
PA3567,4414,2456,2745,3578,5050,3528
PA3568,23054,8967,11443,15031,16964,8733
mmsB,25441,11570,17518,22906,11496,5909
mmsA,45093,21456,28698,43024,26851,14982
mmsR,404,337,334,396,489,441
PA3572,1080,396,2260,2841,1762,1994
PA3573,2025,1136,3260,3855,2792,2915
nalD,1051,2276,907,1230,1327,1090
PA3574a,880,2094,705,811,1037,836
PA3575,687,413,785,1326,501,403
PA3576,2268,2179,1453,1732,2291,1837
PA3577,55,43,38,66,64,50
PA3578,3454,4483,1868,2152,3127,2651
PA3579,433,590,567,741,622,599
PA3580,182,280,237,335,256,260
glpF,3806,5170,3269,4349,4239,3775
glpK,6518,12265,6259,8380,10122,8572
glpR,541,822,549,743,946,905
glpD,12088,21193,9835,12596,14624,11558
glpM,62,94,76,114,111,98
PA3586,121,131,106,149,148,157
metR,1173,1030,865,1059,1583,1289
PA3588,263,267,208,327,363,289
PA3589,89,110,84,106,142,85
PA3590,201,221,169,204,282,240
PA3591,16,25,22,28,29,22
PA3592,110,92,69,87,104,76
PA3593,148,154,126,152,216,160
PA3594,331,277,224,255,377,332
PA3595,213,251,202,222,264,258
PA3596,333,372,315,331,455,372
PA3597,276,198,219,286,330,248
PA3598,362,247,229,321,498,391
PA3599,687,904,495,589,740,732
PA3600,201,510,137,181,261,245
PA3601,137,315,116,178,198,202
PA3602,1425,1143,1821,2854,3031,2911
dgkA,145,116,187,185,172,152
erdR,348,352,434,605,507,500
PA3605,370,367,399,501,537,510
PA3606,435,439,433,555,668,651
PA3272,12807,10675,7098,7013,13608,10960
potB,75,78,65,95,77,81
potC,36,50,40,54,75,55
potD,166,154,199,244,236,224
PA3611,1130,958,1156,1575,1756,1638
PA3612,627,498,655,913,920,838
PA3613,16590,4656,21564,25696,21135,21105
PA3614,8227,3474,10111,16770,13940,12850
PA3615,4947,3500,5333,8719,9167,8079
PA3616,1118,1128,980,1589,1973,1742
recA,10245,8282,6869,8435,11765,9645
PA3618,934,1050,947,943,1478,1113
PA3619,509,524,385,479,693,579
mutS,1809,1759,2072,3022,2657,2464
fdxA,373,454,593,1118,650,632
rsmZ,18,12,18,27,30,25
rpoS,21920,14952,17685,19687,17774,13718
PA3623,11416,10438,8649,8977,11192,8487
pcm,1362,1445,1524,1817,2240,1990
surE,1291,1276,1349,1763,2136,1931
PA3626,1867,2035,1710,1853,2545,2140
ygbB,1060,1019,1045,1326,1529,1299
PA3628,2894,2447,2494,2858,3115,2827
adhC,6236,3926,5709,7611,6188,5645
gfnR,419,318,308,471,797,671
PA3631,811,597,888,1292,967,940
PA3632,89,82,152,308,131,173
ygbP,664,775,699,815,870,749
PA3634,1501,1340,954,971,1453,1169
eno,7281,5087,7923,11307,6593,5876
kdsA,1593,1387,2106,3482,1902,1684
pyrG,4896,4204,5934,9110,5358,4946
PA3638,1175,1457,915,930,1320,1115
accA,3187,2928,2940,3870,3396,3420
dnaE,4371,4346,5103,6491,7171,6260
PA3641,565,575,810,1083,891,659
rnhB,883,1046,1023,1000,913,950
lpxB,1442,1917,1722,2099,1813,1842
lpxA,1691,1793,1861,2948,2070,2206
fabZ,996,1270,1083,2160,1236,1507
lpxD,3549,3337,4083,5425,4002,3652
PA3647,2402,2135,3481,5009,3032,2577
opr86,3026,2712,3957,6720,3953,3950
PA3649,2968,3042,2464,2765,3367,2879
dxr,1314,1386,1274,1480,1582,1371
cdsA,964,986,897,1101,1042,896
uppS,839,811,1008,1523,1043,1021
frr,1744,2155,2405,3338,2539,2229
pyrH,804,746,926,1441,871,844
tsf,1142,1042,1986,3453,1762,1643
rpsB,2041,1776,3940,6457,2555,2360
map,1337,1055,1472,2547,1851,1764
glnD,1160,1277,1244,1933,1714,1575
PA3659,1074,1061,1223,1631,1547,1390
PA3660,1461,1610,1117,1321,2692,2376
PA3661,27,46,36,61,41,55
PA3662,6915,7327,4886,6003,9278,7604
PA3663,1926,2425,1574,2217,2767,2346
PA3664,756,691,662,747,912,841
PA3665,476,541,492,589,727,692
dapD,1498,1271,1687,2736,2443,2197
PA3667,2603,2353,1685,2150,2435,2141
PA3668,1739,1589,1169,1168,1345,1191
PA3669,1537,1744,1621,1625,1600,1407
PA3670,978,722,1405,1764,1090,1013
PA3671,319,253,431,501,359,315
PA3297,2772,2782,2834,3344,3987,3280
plsB,1811,1660,1684,2412,2549,2290
PA3674,1803,1544,1922,2694,2225,1862
PA3675,434,534,550,823,674,689
PA3676,2520,2776,1606,1870,3400,3012
PA3677,1099,1136,727,840,1433,1334
PA3678,2105,2134,1589,1752,2498,2295
PA3679,1386,1477,1055,1092,1625,1460
PA3680,330,383,336,329,503,435
PA3681,566,781,505,534,821,690
PA3682,600,566,602,712,738,594
PA3683,812,762,701,816,1001,933
PA3684,396,391,356,525,519,563
PA3685,409,410,387,497,635,514
adk,2561,2249,3051,4522,3233,2966
ppc,15543,11547,11496,13573,19342,15314
PA3688,4882,4285,2738,4274,4070,3431
PA3689,2761,3016,1796,2984,3010,2520
PA3314,595,616,684,797,676,571
PA3691,131284,83777,72811,84885,131856,95665
lptF,187856,132540,109412,143695,198650,140083
PA3693,1061,986,982,1034,1090,913
PA3694,1008,903,1108,1216,1094,889
PA3695,1636,1294,1421,1721,1799,1548
PA3696,1488,1221,1581,1858,1630,1465
PA3697,1443,1298,1478,2222,1946,1875
PA3698,550,660,564,842,867,722
PA3699,788,797,787,1025,1082,974
lysS,875,717,1446,2591,1095,1072
prfB,1886,1611,2109,2800,2403,2070
wspR,3212,2917,2722,2881,3090,2795
wspF,2210,2126,1698,1786,2279,2008
wspE,4283,4466,3529,3520,4685,3948
wspD,913,801,840,957,1100,973
wspC,2138,2401,1655,1689,2587,2249
PA3707,1905,1957,1413,1563,2151,1766
wspA,5591,5248,4309,4989,5912,5095
PA3709,6715,2101,4023,6790,5486,2845
PA3710,4694,3030,3328,4612,4933,3014
PA3711,3456,2856,2679,3189,3713,2869
PA3712,10495,8355,7631,9160,10976,8639
spdH,526,533,541,610,707,550
PA3714,114,119,110,118,103,89
PA3715,657,671,552,597,716,619
PA3716,1859,1803,2038,2580,1798,1527
PA3717,201,196,229,258,259,226
PA3718,138,148,163,222,176,144
armR,86,90,73,100,102,117
PA3720,706,810,439,490,774,654
nalC,1778,1314,1397,1864,1557,1497
PA3722,1173,1056,888,1172,998,967
PA3723,35924,28142,19720,22574,22166,17605
lasB,53141,26196,19653,26805,8445,5907
recJ,831,892,766,901,1125,955
PA3726,306,386,309,338,412,339
PA3727,638,739,656,563,642,473
PA3728,3889,3879,3706,4550,4003,2792
PA3729,2774,2386,3169,3294,2862,2095
PA3730,180,161,196,259,193,206
PA3731,1593,1208,1771,2011,1989,1493
PA3732,1486,1043,1341,1412,1504,1191
PA3733,1023,1018,918,1234,1450,1247
PA3733a,1606,1136,1155,1256,1538,1367
PA3734,535,433,314,369,435,359
thrC,1766,1589,2266,3289,2634,2387
hom,2631,2604,2424,3182,3268,3031
dsbC,1685,1626,1769,2281,2417,2400
xerD,822,830,568,727,1069,982
PA3739,1529,1302,1363,1790,1477,1278
PA3740,1617,1544,1424,1983,1916,1612
PA3741,116,142,94,177,184,139
rplS,1085,1603,1785,3053,2168,1944
trmD,997,1205,1542,1978,1559,1441
rimM,1696,2091,2201,3364,2468,2304
rpsP,1034,1188,1390,2558,1554,1303
ffh,1330,1398,1863,2831,1820,1647
PA3747,515,562,550,922,818,708
PA3748,670,763,610,744,960,885
PA3749,273,317,232,297,375,353
PA3750,1150,1194,1019,988,1285,1179
purT,4232,3709,3599,4111,4981,4292
PA3752,631,613,475,752,832,791
PA3753,3647,3346,2615,3469,4534,3915
PA3754,2484,2486,1721,2462,3540,2984
PA3755,455,419,429,558,696,633
PA3756,768,991,736,1039,881,940
PA3757,375,492,298,475,681,779
PA3758,676,677,585,971,1215,1176
PA3759,972,917,716,880,1428,1366
PA3760,4177,3381,2670,3073,5001,4200
PA3761,2478,1788,1601,1891,2458,2111
PA3762,1004,864,705,870,876,666
purL,5973,6004,7877,10852,8939,8221
PA3764,736,761,620,773,1209,1079
PA3765,312,280,225,270,417,355
PA3766,204,194,181,244,323,273
PA3767,900,1024,665,767,876,727
PA3768,1543,2065,1632,2015,1726,1556
guaA,2193,1936,2996,3913,2588,2511
guaB,3230,2988,4635,6657,3977,3688
PA3771,425,393,317,389,485,462
PA3772,43,64,48,51,68,73
PA3773,47,27,32,35,42,44
PA3774,61,64,53,83,79,65
PA3775,92,104,65,109,115,89
PA3776,102,79,93,114,139,94
xseA,1004,1096,815,1051,1491,1419
PA3778,257,227,322,356,483,422
PA3779,1626,1098,1354,1908,1923,1442
PA3780,318,250,330,451,411,326
PA3781,482,388,606,858,633,520
PA3782,630,693,637,822,928,744
PA3783,2259,1796,1854,1771,1721,1441
PA3784,2590,2011,2446,3048,1823,1635
PA3785,3091,2395,2606,4115,1755,1665
PA3786,2215,1877,1538,1707,1819,1748
PA3787,1287,1145,983,1345,1201,1011
PA3788,2421,1852,1258,1588,2476,2121
PA3789,3811,3593,2553,3087,3863,3234
oprC,3518,6382,4386,6168,6594,6936
PA3791,754,1388,757,783,937,902
leuA,4508,3310,4321,6149,7163,5777
PA3793,323,285,336,365,458,347
PA3794,253,255,243,319,346,306
PA3795,4763,3267,3919,5529,6128,4787
PA3796,6053,6067,3766,3454,4862,4026
PA3797,1587,1610,1515,2078,2213,1926
PA3798,904,882,1010,1505,1234,1113
PA3799,2294,1903,1995,2762,2703,2386
PA3800,5172,5677,5659,6321,6150,5236
PA3801,3057,2938,3297,4156,3706,3323
hisS,3909,3592,4034,4903,4792,4030
gcpE,2710,2529,2912,4409,3714,3367
PA3804,2097,1898,2426,2905,2776,2423
pilF,856,848,1117,1470,1187,1117
PA3806,1869,1973,2063,3018,2434,2311
ndk,1999,1970,2450,3528,2462,2302
PA3808,911,1010,765,913,1064,977
fdx2,650,1339,617,808,1157,1066
hscA,1170,4903,1393,1850,2836,2576
hscB,1186,6044,1202,1605,2971,2476
iscA,1331,7232,1539,1981,3887,3205
iscU,1106,6453,1420,2312,3627,3005
iscS,3086,21934,2861,4349,8239,6907
iscR,614,3471,507,814,1287,1039
cysE,865,1134,852,1052,1598,1398
PA3817,431,618,463,594,881,715
PA3818,580,515,528,746,650,554
PA3819,13218,8939,9169,14577,15601,13260
secF,1522,1435,2551,3028,1970,1812
secD,1923,1774,3078,4672,2300,2154
PA3822,759,661,941,1402,868,779
tgt,479,528,700,1037,714,631
queA,403,390,446,571,518,444
PA3824.1,11,13,33,16,27,11
PA3825,884,924,718,838,958,741
PA3826,82,141,102,244,188,150
PA3827,710,694,841,1274,1068,942
PA3828,742,711,796,1099,1150,1032
PA3829,271,206,246,247,311,272
PA3830,699,665,511,558,897,705
pepA,4007,3507,4548,6898,6739,5585
holC,580,479,715,891,1032,899
PA3833,1636,1316,1265,1417,1678,1462
valS,4091,3685,5659,8415,5584,5138
PA3835,302,251,280,341,333,244
PA3836,4014,3058,3479,5431,6388,5140
PA3837,646,536,658,993,1050,939
PA3326,7317,7494,6193,8564,5662,5147
PA3839,3765,1284,3939,4323,4434,3838
PA3840,2044,2061,1402,1699,1735,1693
exoS,18337,16633,10446,13354,12187,12086
PA3842,924,826,653,1077,946,1119
PA3844,1240,1138,1001,1037,999,838
PA3845,1912,1760,1282,1422,1847,1375
PA3846,4776,4273,2887,2693,4236,3043
PA3847,377,331,372,521,438,399
PA3848,3246,2421,2719,3707,2625,2169
PA3849,1230,1173,1165,1539,1464,1337
PA3850,1010,1050,863,1108,1381,1215
PA3851,1631,1383,1237,1347,1988,1651
PA3852,3318,2800,2346,2722,3753,3175
PA3853,836,798,839,1024,946,812
PA3854,323,389,332,395,469,367
PA3855,1580,1544,1210,1422,1765,1583
PA3856,1536,1571,1118,1229,1925,1572
pcs,2158,1916,1491,2330,2632,2444
PA3858,4773,4236,2903,3128,3470,3252
PA3859,2062,1534,1809,2643,2554,2212
PA3860,5874,4202,3303,3716,6938,5093
PA3375,104,85,88,113,102,95
dauB,1200,888,797,1029,1090,910
dauA,1027,773,795,957,921,736
dauR,885,678,666,949,803,708
PA3865,2572,1497,1717,2019,1665,1339
PA3865a,112,86,225,320,193,206
PA3866,1286,1532,1174,1952,2056,1892
PA3867,173,184,158,199,254,216
PA3868,89,69,66,76,108,104
PA3869,83,85,76,92,111,107
moaA1,1127,535,607,670,1181,1075
PA3871,2076,625,898,1107,1859,1862
narI,1642,374,799,1259,1629,1847
narJ,3071,668,1424,1710,2750,2838
narH,7682,1408,3912,5014,7329,7375
narG,31141,1933,22237,31173,23499,24119
narK2,17504,392,14880,21790,10217,9771
narK1,21905,198,20930,31860,12545,12116
narX,2368,1156,2541,3236,2858,2580
narL,4920,1462,5372,5895,5085,4584
PA3880,4070,5585,3194,3474,4051,3796
PA3881,589,608,537,722,775,673
PA3882,948,889,962,1255,1219,967
PA3883,668,655,673,754,744,598
PA3884,140,159,110,154,137,102
tpbA,75,81,62,86,65,77
PA3886,833,746,694,910,1194,990
PA3886a,594,392,320,420,767,613
nhaP,738,592,658,895,797,733
PA3888,997,625,811,1267,1388,1224
PA3889,1586,1011,1590,2299,2736,2085
PA3890,1397,900,1434,2265,2562,2033
PA3442,4700,440,1323,1814,1765,1697
PA3892,248,188,247,406,477,371
PA3893,250,252,291,312,316,296
PA3894,260,221,227,273,307,229
PA3895,688,644,635,813,1064,897
PA3896,752,737,780,954,1162,959
PA3897,156,193,160,225,233,235
PA3898,510,459,374,473,708,551
PA3899,163,1233,106,139,184,154
PA3900,118,808,90,134,160,157
fecA,1519,1695,1480,1968,1286,1122
PA3902,892,636,779,1153,996,934
prfC,975,834,1402,1990,1435,1327
PA3904,456,663,573,720,423,463
PA3905,445,598,473,461,348,320
PA3906,453,568,399,469,294,321
PA3907,663,679,591,666,405,435
PA3908,765,743,849,1093,482,469
eddB,295,283,230,298,319,274
eddA,276,226,193,230,262,190
PA3911,2058,1013,1623,1543,965,1014
PA3912,3211,1483,2717,3037,1614,1601
PA3913,2470,990,2261,3021,1175,1192
moeA1,16285,356,11410,11194,4079,3803
moaB1,14594,250,11358,13730,3845,3672
moaE,2783,891,2175,2552,1378,1295
moaD,2545,874,1932,2722,1156,1215
moaC,3695,1185,3049,3887,1940,1756
PA3919,25803,19514,19040,30743,28395,24700
PA3447,77,40,27,66,71,49
PA3921,8202,8125,6118,7597,9582,7845
PA3922,30865,11866,14501,25770,22760,14372
PA3923,28366,15356,12451,19844,23546,15180
PA3924,6400,6772,3032,3611,6784,5175
PA3925,1990,1527,2335,3055,2615,2077
PA3926,149,142,149,166,197,175
PA3927,279,242,259,290,499,365
PA3928,1270,767,653,665,807,639
cioB,5022,4471,2790,3402,3446,2737
cioA,5361,5950,2716,3149,2849,2204
PA3931,769,914,672,1195,1262,1195
PA3932,1472,1431,611,833,1238,1098
PA3933,1735,1991,1251,1660,2148,1931
PA3934,2765,2920,2768,3079,3523,2729
tauD,863,205,384,460,535,493
PA3936,745,247,343,414,537,442
PA3466,1086,1112,1025,1443,1537,1432
PA3938,566,307,328,513,686,640
PA3939,712,541,320,353,683,557
PA3940,8512,5723,8442,8826,7923,6735
PA3941,588,612,563,689,998,822
tesB,846,909,818,1244,1433,1331
PA3943,3145,3231,2202,2314,2868,2547
PA3944,2539,2513,1593,1700,2256,1998
PA3945,5404,5326,3503,4443,4280,3540
rocS1,376,345,392,407,543,472
rocR,289,216,215,280,322,297
rocA1,536,530,497,883,745,672
PA3949,732,821,719,920,1133,990
PA3514,272,349,122,140,379,292
PA3951,660,662,711,948,900,810
PA3952,2396,3063,2641,3798,2734,2218
PA3953,42,63,57,65,74,41
PA3954,136,117,92,155,161,165
PA3955,308,325,265,376,436,358
PA3956,639,794,481,675,568,515
PA3957,2027,2024,1261,1658,1720,1444
PA3958,711,664,584,712,865,812
PA3959,116,136,113,155,175,190
PA3960,223,251,220,294,414,393
PA3538,933,787,884,1273,1305,1260
PA3962,1352,890,1021,1573,1531,1201
PA3963,533,549,429,520,720,616
PA3963a,377,445,268,260,496,426
PA3965,233,206,218,351,338,327
PA3966,113,133,146,296,185,182
PA3967,156,184,216,266,186,181
PA3968,472,610,422,538,779,611
PA3969,1751,1467,1361,1912,2697,2357
PA3969a,1306,1329,1004,1015,1765,1483
amn,3965,3412,3172,4170,6439,5381
PA3971,1166,1735,1552,1519,1834,1399
PA3972,17348,20392,21421,23876,25383,18759
PA3973,6265,6156,6397,6490,7456,5064
ladS,1762,1932,1491,1775,2056,1733
thiD,1583,1803,1344,1515,2170,2046
thiE,658,615,668,885,1042,938
hemL,3112,2555,3221,4699,4568,4247
PA3978,2081,2369,1759,2677,2414,2130
PA3979,398,382,380,495,429,436
PA3980,812,765,939,1396,1026,921
PA3981,7603,6651,6496,9658,9780,9095
PA3982,2949,2414,2374,2665,3511,3102
PA3983,2927,2181,2554,3888,3318,3116
lnt,936,943,1131,1472,1301,1135
PA3985,542,607,437,449,651,514
PA3986,5301,5006,2999,2668,3944,3122
leuS,6577,6053,8011,12367,10316,9464
PA3988,1870,1515,2386,3628,2594,2334
holA,1473,1305,1554,2059,2224,1905
PA3990,42,44,63,62,48,55
PA3992,2224,2054,2071,3004,3078,2791
PA3993,423,513,342,440,755,582
PA3994,312,247,170,243,385,312
PA3995,1151,946,737,982,1313,1032
lis,6894,7107,5781,6781,8094,7248
lipB,2537,2635,2319,2849,3519,3123
PA3998,1335,1263,1589,2422,2035,1993
dacC,6123,4378,7958,11081,7712,7112
PA4000,2012,1737,2279,3088,2928,2774
sltB1,743,820,854,1325,1144,1068
rodA,554,606,574,680,772,699
pbpA,839,903,813,1023,984,968
PA4004,775,839,732,819,870,738
PA4005,1385,1183,1378,1705,1578,1448
nadD,821,1052,860,1162,1193,984
proA,1795,1922,1912,2555,2465,2185
PA4008,452,420,294,400,529,385
PA4009,474,377,308,344,648,462
PA4010,1833,2486,1818,2482,1924,1912
PA4011,2803,3340,2543,3294,2824,2666
PA4012,2713,2764,1929,2204,2685,2145
PA4013,411,564,398,451,738,598
PA4014,193,214,153,198,317,241
PA4015,3759,2573,2701,3667,3374,2541
PA4016,930,1046,691,824,1321,1171
PA4017,6411,5203,4236,4780,6807,5330
PA4018,1897,1823,1350,1566,2177,1853
PA4019,1599,1650,1506,1755,2315,1893
mpl,3533,3197,2969,3567,4678,3941
PA4021,4703,3902,2586,3075,7387,5921
PA4022,60926,34982,22657,45092,126846,79791
PA4023,2817,1828,828,1447,7355,4340
eutB,4694,2578,2016,3277,10127,6563
PA4025,4451,2801,1768,2508,8216,5059
PA4026,2412,2258,1844,2655,2987,2570
PA4027,2393,2321,1693,2055,2315,2039
PA4027a,731,751,555,640,883,744
PA4029,462,444,458,688,551,558
PA4030,413,380,397,483,513,448
ppa,739,903,1327,2322,1412,1449
PA4032,856,921,761,897,1018,971
PA4033,74,118,76,98,139,142
aqpZ,466,354,301,345,386,314
PA4035,1028,1011,890,1146,1463,1293
PA4036,1070,985,868,1043,1461,1122
PA3672,357,359,467,663,483,382
PA4038,68,52,67,61,76,50
PA4039,343,338,251,308,410,302
PA4040,930,890,700,766,1000,838
PA4041,1686,1507,964,974,1440,1122
xseB,553,567,464,540,776,694
ispA,834,969,837,966,1318,1157
dxs,3216,2974,3413,4599,4862,4300
PA4045,464,467,402,475,609,597
PA4046,469,457,399,507,713,591
ribA,740,705,768,1078,1195,1122
PA4048,1062,907,726,847,906,703
PA4049,1123,1134,879,860,980,866
pgpA,449,484,431,486,564,482
thiL,943,1051,871,988,1203,1066
nusB,1515,1402,1625,2168,2026,1808
ribE,1274,1151,1567,2348,1841,1744
ribB,2233,1694,2665,3766,3314,3065
ribC,1174,798,1405,2025,1903,1798
ribD,2550,2564,2073,2105,3659,3037
nrdR,864,806,748,971,1371,1171
PA4060,226,214,173,194,251,186
PA4061,3115,3429,3261,4451,4297,3533
PA4062,412,443,385,554,631,461
PA4063,404,520,242,300,309,292
PA3690,4070,3825,9777,13533,3763,2655
PA4065,423,552,365,468,594,539
PA4066,244,251,216,242,329,329
oprG,22799,14551,27347,64194,29367,34532
PA4068,2296,1903,2303,2931,3028,2877
PA4069,1259,1531,1139,1468,2091,1923
PA4070,405,293,315,455,470,348
PA4071,601,308,336,386,224,184
PA4072,2315,889,1179,1437,857,692
PA4073,5440,1913,2706,3144,1787,1282
PA4074,498,436,366,415,532,425
PA4075,750,797,702,699,1031,779
PA4076,177,143,178,195,180,193
PA4077,127,94,111,130,112,128
PA4078,2924,2032,1381,1571,1426,1126
PA4079,1360,1397,1165,1547,1947,1547
PA4080,515,544,470,573,696,581
cupB6,276,265,229,242,251,196
cupB5,576,525,525,590,666,511
cupB4,36,43,39,62,50,48
cupB3,1180,1100,799,906,965,760
cupB2,60,42,48,42,53,38
cupB1,168,171,155,277,309,276
PA4087,30,46,23,37,62,54
PA4088,61,66,52,69,94,72
PA4089,111,161,87,110,120,126
PA4090,196,384,156,274,383,374
hpaA,1042,382,512,759,361,292
hpaC,467,177,268,403,204,152
PA4093,350,159,256,350,281,160
PA4094,587,412,400,504,531,450
PA4095,29,25,19,28,24,23
PA4096,16,26,15,33,29,39
PA4097,47,81,57,71,71,58
PA4098,53,61,47,43,62,65
PA4099,94,66,50,53,82,65
PA4100,3301,1200,1608,2282,1122,810
bfmR,796,590,606,856,678,576
bfmS,742,627,613,764,769,659
PA4103,52,42,41,57,66,53
PA4104,28,41,26,28,46,41
PA4105,90,86,64,77,112,74
PA4106,50,39,52,61,78,70
PA4107,60,46,54,73,88,61
PA4108,4492,4281,3134,3522,4369,3494
PA4108a,363,292,311,360,352,296
ampR,797,709,637,799,926,805
ampC,349,303,387,487,402,317
PA4111,1195,1034,815,903,1088,896
PA4112,9185,8303,5606,6310,7253,5972
PA4113,234,277,253,285,273,290
PA4114,759,729,792,1336,1116,859
PA4115,3173,2760,2756,4214,5613,4888
bphO,1526,1667,1090,1342,1595,1343
bphP,5505,5046,4004,4927,5015,4506
PA4118,540,470,451,553,527,546
aph,210,241,231,267,262,237
PA4120,125,119,115,121,106,101
PA4121,71,61,51,86,53,36
PA4122,207,117,163,246,138,101
hpcC,745,313,514,647,398,298
hpcB,614,395,441,678,460,372
hpcD,198,136,160,191,196,125
PA4126,604,489,470,480,253,204
hpcG,1337,1077,887,922,551,444
PA4128,6317,5309,4878,5581,2210,1622
PA4129,19929,15586,13780,13316,6528,4188
PA4130,35526,19516,29346,37328,13849,9672
PA4131,16995,12612,20074,27736,6791,5981
PA4132,17844,15592,19684,22391,8026,6681
PA4133,15876,13374,15369,23471,2531,1790
PA4134,1247,1306,1519,1606,302,207
PA4135,622,786,653,1089,328,343
PA4136,463,523,369,429,446,278
PA4137,224,209,168,229,217,175
tyrS,258,231,227,263,298,254
PA4139,414,328,365,636,337,298
PA4140,164,122,169,219,183,128
PA4141,5010,5984,2466,3910,2484,2074
PA4142,653,525,224,276,336,246
PA4143,513,495,230,294,328,302
PA4144,244,278,121,168,193,159
PA4145,680,592,595,668,957,768
PA4145a,309,203,288,335,337,252
acoR,6924,3512,3820,4299,4155,2872
PA4148,354,182,174,189,216,170
PA4149,474,464,374,348,509,408
PA4150,570,373,394,423,410,339
acoB,393,181,312,385,340,224
PA4152,518,215,356,431,387,248
PA4153,366,253,384,549,382,293
