,Emp_20_2.EDGE-pro.rpkm_0,Emp20_Dihydroxy_2.EDGE-pro.rpkm_0,Emp20_Dihydroxy.EDGE-pro.rpkm_0,Emp20_monohydroxy_2.EDGE-pro.rpkm_0,Emp20_monohydroxy.EDGE-pro.rpkm_0,Emp20_Oleic_acid_2.EDGE-pro.rpkm_0,Emp20_Oleic_acid.EDGE-pro.rpkm_0,Emp_20.EDGE-pro.rpkm_0
PA5032,15,31,0,4,51,1,7,1
PA5033,246,195,344,139,200,44,61,188
PA5034,573,482,799,436,548,271,593,772
PA5035,2317,2138,3714,2810,3952,2203,2688,3710
PA5036,4477,4784,5310,3608,6168,2243,4600,6454
PA5037,1697,1254,1937,1268,2405,839,1257,2028
PA5038,1519,964,1977,1605,1587,911,1500,1349
PA5039,497,528,934,464,762,228,686,610
PA5040,8186,6070,9394,7847,7628,4027,6419,7181
PA5041,425,394,234,299,394,112,270,341
PA5042,1809,1231,1717,772,1475,531,1246,1662
PA5043,1392,753,1472,1197,961,762,1061,1006
PA5044,1462,850,1548,784,1331,439,1098,1383
PA5045,7282,5711,12210,7454,8054,4383,7099,7928
PA5046,6690,5795,6190,8834,7319,4298,9852,14300
PA5047,863,946,1373,885,1000,892,970,1309
PA5048,41,23,49,8,24,19,9,53
PA5049,2968,2224,4154,3919,2581,1465,3890,3844
PA5050,566,576,550,399,573,324,402,844
PA5051,617,857,968,450,1125,346,769,1306
PA5052,115,262,199,81,274,60,103,305
PA5053,52,149,141,61,104,73,127,120
PA5054,797,1643,1271,727,1037,525,940,1505
PA5055,201,458,250,227,276,175,277,409
PA5056,1937,1664,1663,1620,1692,1194,1505,1839
PA5057,602,1030,1300,570,876,357,814,1090
PA5058,1728,995,1806,761,1003,493,766,1484
PA5059,316,239,583,195,258,162,120,278
PA5060,693,658,933,819,893,231,564,601
PA5061,2461,2805,2951,4308,1752,2711,3030,2019
PA5062,207,81,172,73,131,113,93,96
PA5063,4554,3925,5732,4015,4510,2507,3924,5058
PA5064,1267,968,966,1092,1276,479,842,1548
PA5065,1411,2190,2513,1458,2422,738,1537,2185
PA5066,162,108,155,106,149,104,169,207
PA5067,861,604,909,615,713,399,378,884
PA5068,733,604,1240,981,783,400,974,863
PA5069,726,497,1092,760,699,396,937,753
PA5070,1099,1076,1698,1139,1147,732,1463,1386
PA5071,145,290,205,160,321,138,310,233
PA5072,364,267,269,187,144,158,232,423
PA5073,1226,1118,1456,1187,1528,948,1501,1325
PA5074,379,562,841,649,813,357,874,578
PA5075,373,153,723,278,337,316,381,645
PA5076,4313,3153,6562,8459,7430,4278,6872,7068
PA5077,971,1433,1658,915,1748,543,1349,1665
PA5078,7031,5595,11961,9179,9208,4735,5899,8869
PA5079,23,0,88,11,15,1,9,20
PA5080,369,768,489,505,647,286,480,1067
PA5081,47,66,55,30,79,14,37,66
PA5082,246,55,185,2147,2778,98,84,100
PA5083,14,65,21,101,254,8,54,76
PA5084,17,27,0,33,207,2,20,26
PA5085,47,58,59,7,91,8,16,131
PA5087,425,523,512,561,390,547,506,464
PA5088,438,441,778,364,354,243,382,443
PA5089,343,458,72,186,286,214,514,282
PA5090,94,226,185,28,143,75,126,222
PA5091,272,265,390,271,296,37,87,191
PA5092,83,74,27,13,37,7,20,79
PA5093,22,97,47,48,146,23,37,112
PA5094,117,68,407,138,181,64,73,84
PA5095,43,32,19,15,45,0,35,16
PA5096,23,50,73,23,52,0,39,31
PA5097,74,39,72,37,39,48,4,78
PA5098,17,9,13,0,18,1,24,34
PA5099,62,9,1,6,90,17,12,2
PA5100,249,174,597,222,427,109,435,321
PA5101,114,164,59,33,99,11,11,126
PA5102,14,17,1,47,79,6,93,28
PA5103,360,175,256,227,223,152,233,154
PA5104,38,104,35,4,43,37,27,45
PA5105,94,208,373,233,282,98,194,244
PA5106,24,13,37,22,29,34,252,32
PA5107,334,91,313,87,134,119,182,104
PA5108,176,47,199,140,178,88,118,111
PA5109,290,193,465,287,365,136,387,404
PA5110,6182,6381,11246,6989,8820,4687,7429,11292
PA5111,635,1006,1773,1219,1133,722,1379,1186
PA5112,2150,2744,3326,2558,5139,1626,2609,2823
PA5113,215,143,290,236,406,203,240,372
PA5114,116,164,76,13,174,29,98,139
PA5115,0,5,27,0,14,1,14,0
PA5116,0,4,0,0,12,4,13,0
PA5117,3942,2934,5217,3628,4832,2753,4559,6421
PA5118,558,338,879,361,613,184,387,694
PA5119,12343,10095,11551,19719,16347,7318,12140,20024
PA5120,3091,1524,1849,4656,2452,1742,1985,3220
PA5121,357,447,406,112,457,174,232,376
PA5122,710,836,883,334,1107,272,975,828
PA5123,278,240,492,248,260,83,208,503
PA5124,414,623,1525,839,1078,295,692,742
PA5125,648,793,935,851,1005,486,1031,780
PA5126,8,11,11,2,19,6,12,18
PA5127,51,104,232,135,86,71,102,347
PA5128,7310,8960,18528,17859,8334,7744,11663,11611
PA5129,1480,1405,2213,1504,1304,1080,1497,1630
PA5130,158,277,319,145,235,87,87,348
PA5131,1442,1788,1692,920,1466,731,1491,2352
PA5132,24,26,7,24,76,22,33,181
PA5133,800,1049,1808,998,1621,478,944,1629
PA5134,4515,4681,6628,4421,5709,3122,4208,4834
PA5135,186,423,256,59,312,89,93,344
PA5136,323,642,422,272,755,112,536,799
PA5137,780,438,1318,1075,1616,413,644,1349
PA5138,1281,805,1214,1064,1102,475,1549,1568
PA5139,133,79,73,35,77,49,134,110
PA5140,406,389,269,269,458,107,289,683
PA5141,407,518,541,378,819,205,521,746
PA5142,102,241,98,127,182,48,146,243
PA5143,1771,1567,2887,2013,2441,972,1842,2288
PA5144,23,7,33,5,8,3,12,20
PA5145,44,25,37,16,28,24,3,37
PA5146,2006,2015,2765,1576,1901,762,1306,2077
PA5147,174,364,59,91,269,53,231,216
PA5148,834,737,1117,886,1275,447,908,1039
PA5149,1520,1238,1683,1127,1822,840,1405,1918
PA5149.1,3,5,13,7,5,18,0,7
PA5150,147,250,308,89,222,78,126,174
PA5151,46,24,174,35,70,3,65,32
PA5152,1092,986,1495,1077,1576,987,1148,1641
PA5153,3328,4125,8197,6707,10475,5223,10194,5321
PA5154,780,899,2203,1247,2341,541,1239,1124
PA5155,94,267,248,180,242,219,273,150
PA5156,43,49,7,16,26,16,66,65
PA5157,278,87,232,59,56,26,217,58
PA5158,77,82,14,3,13,34,40,36
PA5159,170,325,426,48,116,77,188,304
PA5160,149,146,268,29,46,148,218,369
PA5160.1,3,1,9,0,1,4,7,4
PA5161,4570,5383,6549,3059,4824,1439,3696,6678
PA5162,252,541,437,118,292,113,182,290
PA5163,4000,3475,3856,3527,4145,2999,3340,3737
PA5164,3499,2850,7577,3711,4160,2694,3279,3020
PA5165,707,760,797,464,950,255,937,1085
PA5166,131,345,268,67,178,48,172,272
PA5167,517,355,581,727,736,297,792,644
PA5168,108,104,177,93,95,86,22,109
PA5169,250,225,243,364,151,264,269,178
PA5170,11691,14691,29172,12258,18627,12846,25406,22451
PA5171,62059,32505,49157,46446,42103,38926,51002,75183
PA5172,16177,5483,6683,8215,9416,5196,10147,16425
PA5173,5778,2245,3337,2657,3635,1442,3550,7644
PA5174,2325,1354,1818,2064,2732,1135,2502,2886
PA5175,31,95,48,17,37,8,48,83
PA5176,130,64,96,270,221,37,64,296
PA5177,224,197,375,212,276,109,191,365
PA5178,11387,7464,20787,11772,14996,5859,12181,13035
PA5179,233,330,264,134,318,120,93,216
PA5180,100,35,41,73,79,73,119,181
PA5181,389,781,765,80,227,426,904,757
PA5181.1,131,221,433,223,232,188,272,392
PA5182,295,191,352,265,316,97,304,157
PA5183,127,92,246,124,163,76,307,186
PA5183a,156,89,224,156,151,98,281,197
PA5184,155,59,133,115,111,239,215,245
PA5185,40,100,73,18,78,27,47,51
PA5186,33,88,98,10,18,15,51,27
PA5187,66,207,321,22,58,40,87,118
PA5188,13,66,107,20,64,4,15,53
PA5189,7,33,55,10,53,16,17,122
PA5190,61,118,145,97,195,76,129,58
PA5191,720,618,757,549,764,166,601,753
PA5192,6603,6576,8841,7288,7673,4366,7019,9238
PA5193,301,537,281,315,462,134,346,531
PA5194,492,354,836,480,381,398,304,510
PA5195,4,47,6,2,1,2,2,20
PA5196,68,136,94,32,91,52,161,119
PA5197,308,400,199,162,439,180,170,303
PA5198,582,399,582,277,747,195,559,526
PA5199,193,290,249,84,203,58,128,233
PA5200,871,823,976,696,1070,245,864,1218
PA5201,1012,1489,1305,749,1186,496,981,1878
PA5202,16,7,55,8,58,17,30,39
PA5203,2209,2098,3177,2070,3112,1110,1811,3065
PA5204,327,342,681,271,405,196,407,328
PA5205,209,282,141,248,244,117,70,215
PA5206,225,602,313,142,345,74,191,310
PA5207,201,178,112,113,180,59,219,343
PA5208,427,484,730,242,578,301,357,970
PA5209,290,393,535,183,470,107,287,359
PA5210,2272,2531,3044,1183,2861,1007,1500,2833
PA5211,47,44,87,38,29,0,28,80
PA5212,422,385,385,138,365,169,307,373
PA5213,429,518,614,281,495,186,304,466
PA5214,2443,5921,5323,1609,4689,507,2065,8599
PA5215,434,675,799,424,562,329,408,756
PA5216,118,129,88,62,98,59,99,176
PA5217,2104,1939,2994,2147,2523,979,1909,2721
PA5218,85,78,150,53,75,49,114,119
PA5219,271,223,287,199,268,155,221,169
PA5220,936,1020,980,458,629,342,780,1118
PA5221,111,247,122,50,146,26,52,251
PA5222,56,46,73,54,123,7,68,90
PA5223,321,718,471,102,479,66,153,609
PA5224,2099,3202,4326,1748,3598,850,1888,3404
PA5225,487,514,847,317,986,187,624,644
PA5226,628,702,1231,1236,753,640,1104,888
PA5227,3141,5558,6989,5542,4385,2560,4605,5168
PA5227.1,1862,7905,11445,5322,1816,1499,3134,3352
PA5228,2835,9402,15598,7211,2235,2219,4180,4163
PA5229,673,454,565,381,578,320,568,638
PA5230,1002,1657,1684,921,1526,648,1383,2265
PA5231,3426,3318,5488,2362,4612,1896,3963,5695
PA5232,1498,1283,2744,1433,1750,965,2058,2770
PA5233,1227,1287,2618,845,1359,398,1265,1385
PA5234,64,833,1120,93,124,18,104,88
PA5235,323,268,1101,580,640,356,616,799
PA5236,31,50,46,42,31,4,22,19
PA5237,1310,1120,2310,2255,1532,1014,2513,2107
PA5238,274,320,472,101,278,121,182,188
PA5239,12587,15655,23932,19074,14312,8971,18423,17141
PA5240,5656,5248,10196,9197,9390,4877,9070,10057
PA5241,2267,2926,3225,1854,3613,585,2315,4050
PA5242,7714,8700,11346,10169,11001,5298,8988,9743
PA5243,3159,3770,4095,3285,4169,1889,3319,3490
PA5244,654,754,1135,780,591,848,940,785
PA5245,1236,1509,2382,1963,2357,1526,1661,1939
PA5246,35,36,98,27,133,3,33,63
PA5247,26,24,44,3,51,4,41,33
PA5248,144,240,187,110,191,122,214,225
PA5249,64,99,165,155,179,31,92,136
PA5250,559,78,452,416,256,174,262,409
PA5251,553,430,662,769,622,496,606,859
PA5252,605,466,611,553,513,422,501,542
PA5252a,166,128,123,52,167,38,94,244
PA5253,18360,11631,20923,23688,19432,9217,13740,15895
PA5254,418,278,591,324,471,157,168,372
PA5255,8627,7118,14070,10980,12985,5173,9803,10625
PA5256,438,507,249,317,317,227,414,314
PA5257,619,744,754,285,791,230,493,863
PA5258,255,252,161,123,236,55,204,273
PA5259,172,209,93,31,99,91,124,154
PA5260,975,1824,1621,961,1864,491,1101,1109
PA5261,2253,2090,3491,2399,4079,586,2054,2919
PA5262,1785,1162,2755,2950,2773,1629,1838,1805
PA5263,1333,1898,1612,744,1358,394,1056,1832
PA5264,643,532,947,569,661,747,1118,725
PA5265,856,773,1579,553,714,555,776,788
PA5266,100,184,188,31,72,43,89,115
PA5267,1962,1278,1462,205,106,378,346,818
PA5268,1280,1031,1622,1673,1399,519,1001,1470
PA5269,248,160,272,251,372,93,181,320
PA5270,945,1140,1403,698,1022,403,886,1144
PA5271,3389,4185,5581,4988,5759,2386,3717,3309
PA5272,381,718,429,270,635,214,339,783
PA5273,81,172,176,39,107,59,104,208
PA5274,422,677,477,236,471,141,317,653
PA5275,1,16,0,0,7,3,3,39
PA5276,224,97,134,246,305,114,198,186
PA5277,1649,2028,2204,1527,2511,833,1832,2269
PA5278,708,954,1764,755,1447,438,921,1358
PA5279,1448,3086,2593,892,2342,367,1378,3339
PA5280,188,280,279,91,313,64,155,295
PA5281,446,1003,647,204,880,222,477,657
PA5282,58,302,64,64,124,17,64,73
PA5283,543,579,933,403,607,485,526,735
PA5284,57,44,84,79,32,48,99,8
PA5285,3132,1820,4124,2636,3316,1621,1933,2997
PA5286,14,28,10,57,38,46,88,20
PA5287,423,292,476,530,707,440,501,664
PA5288,13819,13930,29515,16224,19586,7055,12700,14050
PA5289,70,69,87,50,121,18,51,132
PA5290,171,188,158,94,227,61,150,367
PA5291,1504,1081,1070,899,938,1012,1255,1977
PA5292,229,291,542,521,496,181,484,437
PA5293,15,36,33,51,30,7,12,87
PA5294,51,44,20,24,32,11,60,21
PA5295,383,550,687,290,458,213,402,472
PA5296,1673,1729,2708,1886,1629,1101,1962,1769
PA5297,67,46,38,52,52,31,88,75
PA5298,672,526,1185,746,566,477,908,770
PA5299,80,215,151,93,116,96,163,275
PA5300,199,244,324,252,358,59,333,323
PA5301,1072,1856,2863,1730,3027,889,2015,2612
PA5302,69,146,29,56,134,32,87,81
PA5303,66,47,1,98,110,27,11,78
PA5304,3332,1431,1892,2209,2608,780,1333,1345
PA5305,181,131,321,242,229,98,207,158
PA5306,2048,1609,2725,2745,2926,1205,2020,2097
PA5307,2808,1786,2521,2255,2687,1659,2664,2480
PA5308,1810,1523,3378,1855,2110,850,2302,2062
PA5309,34,42,18,45,108,60,49,135
PA5310,354,520,729,285,529,158,538,896
PA5311,0,98,60,32,66,26,52,157
PA5312,1169,1358,1423,1063,1526,461,1025,1490
PA5313,449,457,634,208,597,185,306,566
PA5314,92,115,186,51,209,64,109,147
PA5315,565,811,1346,1090,824,458,1237,734
PA5316,2267,3198,5223,4585,3675,2253,4454,3251
PA5316.1,419,546,745,1044,866,633,872,719
PA5317,1124,1156,644,700,935,303,786,950
PA5318,345,384,509,360,620,160,541,401
PA5319,128,185,173,54,206,24,83,164
PA5320,990,1201,1572,1220,1283,739,1026,1027
PA5321,949,889,779,621,754,468,727,758
PA5322,5746,5067,6207,4956,7553,2085,5262,6810
PA5323,2352,1432,2439,2513,2196,1261,2105,2341
PA5324,187,154,201,129,248,61,122,301
PA5325,23,37,58,60,88,50,15,32
PA5326,35,20,0,0,73,18,10,33
PA5327,27,48,84,10,18,21,66,68
PA5328,0,2,26,0,2,0,10,2
PA5329,144,186,133,53,211,28,48,139
PA5330,168,163,102,23,145,26,30,170
PA5331,209,214,153,119,162,11,123,144
PA5332,1619,850,2475,1691,1018,1176,1221,1928
PA5333,208,200,202,191,306,83,309,478
PA5334,262,301,327,178,325,120,285,373
PA5335,236,217,277,89,227,83,276,328
PA5336,288,634,798,355,524,219,612,631
PA5337,1928,2645,4400,2107,3400,1017,3001,3456
PA5338,4786,6054,9967,5548,6212,3203,7128,8825
PA5339,13925,13540,22787,32247,17887,12404,19851,18742
PA5340,3204,2809,5144,6384,3545,2883,3441,4042
PA5341,35,56,9,2,13,7,29,55
PA5342,61,175,72,21,66,7,82,141
PA5343,7,9,0,12,22,3,2,14
PA5344,3881,3633,3164,2719,3816,2341,3166,4633
PA5345,1175,1932,1963,847,1465,301,1242,2706
PA5346,1707,2500,2417,988,2411,672,1591,2365
PA5347,243,384,610,443,331,134,248,193
PA5348,4544,3822,8189,8550,13256,5436,9251,5960
PA5349,669,493,1303,719,755,332,542,950
PA5350,62,10,202,6,78,7,49,48
PA5351,9,87,52,16,16,26,18,17
PA5352,8,21,23,11,7,6,5,17
PA5353,7,52,8,29,52,4,7,100
PA5354,5,5,8,2,8,0,2,17
PA5355,26,89,0,22,70,3,80,18
PA5356,534,712,532,559,914,356,819,528
PA5357,57,236,142,14,69,32,102,149
PA5358,247,318,608,151,449,68,364,427
PA5359,61,55,187,54,126,30,13,48
PA5360,230,395,354,285,453,164,319,442
PA5361,521,448,353,530,357,367,532,764
PA5362,994,1018,1436,714,1451,450,1149,1628
PA5363,140,219,129,84,322,76,158,216
PA5364,1478,826,1788,1611,1056,1076,1747,1748
PA5365,264,240,369,147,295,62,166,593
PA5366,379,244,509,374,392,432,655,637
PA5367,78,106,421,75,17,114,224,115
PA5368,905,592,1395,1128,924,512,1600,1243
PA5369,646,246,331,630,472,376,893,988
PA5369.1,6,15,3,18,6,12,13,17
PA5369.2,7162,66580,42283,33119,42212,109421,51338,14025
PA5369.3,60,58,152,139,82,62,126,67
PA5369.4,193,78,277,353,158,166,266,170
PA5369.5,2309,26814,11876,15755,18682,62643,22548,3215
PA5370,238,95,112,107,201,155,172,228
PA5371,2053,2856,4077,2437,3640,1658,2258,3490
PA5372,254,157,299,132,468,88,98,268
PA5373,317,347,356,297,188,231,290,312
PA5374,214,164,176,104,168,105,121,119
PA5375,89,45,87,189,121,46,82,176
PA5376,565,557,775,1088,1222,417,780,832
PA5377,642,817,708,598,895,240,499,788
PA5378,2153,1960,3018,3080,3123,1462,1891,2350
PA5379,43,97,35,16,14,4,90,25
PA5380,891,284,112,1019,739,440,622,844
PA5381,17,8,43,2,13,11,3,5
PA5382,5,0,0,1,10,3,6,1
PA5383,62,95,23,19,21,13,48,141
PA5384,15,2,0,7,3,1,0,6
PA5385,0,0,0,0,18,0,0,0
PA5386,2,0,1,0,9,3,0,0
PA5387,2,0,0,22,0,0,16,5
PA5388,38,48,0,55,33,1,7,22
PA5389,72,45,84,42,71,85,43,64
PA5390,19,14,26,21,41,6,5,21
PA5391,6,6,7,0,2,2,0,9
PA5392,15,9,15,0,49,5,3,16
PA5393,48,36,32,16,17,26,27,13
PA5394,94,214,70,51,145,43,37,267
PA5395,12,60,0,29,54,0,52,15
PA5396,257,39,112,188,138,62,161,254
PA5397,38,53,39,67,18,32,42,26
PA5398,151,94,117,131,72,80,91,150
PA5399,22,0,10,20,23,14,25,64
PA5400,0,37,0,0,2,0,7,10
PA5401,1,0,0,0,23,1,2,34
PA5402,180,209,331,124,92,76,149,243
PA5403,109,195,375,288,198,71,32,85
PA5404,60,82,33,200,70,1,68,71
PA5405,5,1,1,0,13,4,0,23
PA5406,126,76,104,132,150,142,171,161
PA5407,98,61,70,73,98,94,116,123
PA5408,3,1,0,0,1,0,0,3
PA5409,42,49,116,80,53,8,12,63
PA5410,294,125,227,142,315,110,261,467
PA5411,153,32,22,82,73,112,42,60
PA5412,72,93,66,40,98,45,72,102
PA5413,309,216,254,186,332,72,156,307
PA5414,384,602,363,211,479,91,217,790
PA5415,50,62,61,19,13,14,32,78
PA5416,49,16,79,48,33,14,73,27
PA5417,24,27,44,77,80,30,23,51
PA5418,68,17,80,74,136,27,130,216
PA5419,32,0,1,0,0,17,15,24
PA5420,187,161,33,48,153,43,117,79
PA5421,204,166,273,207,259,199,150,134
PA5422,501,645,704,392,970,303,439,590
PA5423,179,116,117,71,240,98,269,215
PA5424,106,47,50,39,90,28,81,102
PA5425,199,174,103,182,162,68,162,247
PA5426,130,65,75,64,91,65,71,221
PA5427,1525,1943,2079,1406,2943,702,1700,3026
PA5428,284,212,249,184,278,53,285,340
PA5429,954,294,499,1310,1111,535,1075,1153
PA5430,49,30,6,25,97,5,55,25
PA5431,29,41,20,4,29,1,11,8
PA5432,18,130,18,4,22,15,50,16
PA5433,1,43,1,5,12,8,49,10
PA5434,317,331,563,454,476,398,639,573
PA5435,8232,9548,11714,7330,16338,4668,6839,8918
PA5436,10747,8635,10364,10618,15003,5875,7401,9532
PA5437,597,640,1576,904,966,298,712,734
PA5440a,44,54,65,41,84,23,26,38
PA5438,1799,2419,2579,826,2613,985,2094,2416
PA5439,172,155,235,46,172,82,160,146
PA5440,738,1103,815,424,1403,138,906,2700
PA5441,739,1166,1195,612,1462,251,960,1269
PA5442,74,89,202,93,270,67,114,179
PA5443,717,610,1213,673,763,290,428,800
PA5444,95,45,132,29,125,27,169,73
PA5445,826,1378,1823,1129,1573,214,343,783
PA5446,865,1429,2011,583,900,882,1568,982
PA5447,1177,1170,1307,944,1422,737,1193,1143
PA5448,368,356,702,283,790,318,452,322
PA5449,717,385,1031,351,699,370,1016,475
PA5450,1044,835,1416,643,981,727,798,828
PA5451,204,444,600,422,388,210,318,372
PA5452,240,463,441,182,423,212,395,405
PA5453,691,743,997,620,1234,768,838,825
PA5454,377,636,475,97,471,218,333,293
PA5455,1531,1147,2278,1969,2161,1273,2091,2015
PA5456,1595,1256,1486,1478,1926,1134,1769,1643
PA5457,90,163,54,29,127,49,79,103
PA5458,241,191,287,75,351,185,277,232
PA5459,434,415,508,346,864,386,603,691
PA5460,34,225,197,38,64,76,179,175
PA5461,2375,3214,2646,1534,3134,871,2587,3060
PA5462,873,685,625,627,661,465,620,646
PA5463,97,169,105,69,123,45,84,198
PA5464,129,129,75,99,168,100,198,213
PA5465,92,210,154,73,207,60,87,171
PA5466,40,85,7,15,40,15,74,37
PA5467,36,78,51,22,70,35,96,112
PA5468,23,5,2,1,9,48,18,77
PA5469,10,18,165,6,14,17,12,169
PA5470,2,14,7,0,2,1,13,1
PA5471,62,35,59,90,67,49,97,39
PA5472,708,548,778,401,635,274,567,817
PA5473,224,250,168,205,283,183,396,371
PA5474,663,1186,864,512,920,356,658,1524
PA5475,2573,2922,5406,2694,4988,1959,3319,4781
PA5476,113,103,118,76,297,76,66,128
PA5477,236,203,298,205,191,144,168,250
PA5478,168,96,167,106,135,73,110,242
PA5479,1204,795,1066,1332,1200,658,1343,2234
PA5481,75,46,91,64,59,44,52,50
PA5482,378,349,709,369,171,198,430,467
PA5483,418,494,418,238,605,204,288,588
PA5484,424,420,539,326,884,216,474,785
PA5485,131,183,97,79,137,61,105,180
PA5486,66,81,44,72,137,36,125,148
PA5487,171,329,312,145,403,93,197,560
PA5488,314,624,711,542,621,213,534,776
PA5489,2835,1959,4645,5610,2766,2562,4245,4860
PA5490,2902,4170,4293,2469,3872,1354,2301,3671
PA5491,531,999,733,575,847,479,691,891
PA5492,1291,2560,2413,1032,2594,1010,1695,2480
PA5493,1399,1367,1550,1237,2274,1129,1121,1612
PA5494,798,1326,1946,1442,1372,669,1508,1339
PA5495,2856,3910,7615,5836,4840,3084,5733,5519
PA5496,828,728,1849,1635,1216,1482,1242,1359
PA5497,5946,5797,6628,4759,6640,3089,5054,8007
PA5498,532,243,473,274,246,473,925,1005
PA5499,222,177,161,52,131,140,207,561
PA5500,539,460,274,82,342,218,666,1264
PA5501,524,271,117,93,284,255,528,767
PA5502,307,264,233,155,313,336,269,541
PA5503,574,641,553,417,499,378,745,715
PA5504,235,217,523,202,228,60,620,182
PA5505,9107,5652,9730,11789,8022,5865,9575,11694
PA5506,126,134,70,44,53,41,67,188
PA5507,258,212,97,157,360,77,212,235
PA5508,274,151,164,116,272,49,125,208
PA5509,122,213,70,45,149,55,94,86
PA5510,335,257,459,281,323,316,487,286
PA5511,52,162,81,49,119,13,98,130
PA5512,239,138,93,101,288,58,126,146
PA5513,63,91,74,55,79,35,75,113
PA5514,127,331,75,60,73,70,54,121
PA5515,145,255,203,48,225,88,119,325
PA5516,1570,1889,3054,1490,2298,1750,2071,2031
PA5517,97,96,180,109,211,62,194,113
PA5518,3,5,26,53,28,10,73,30
PA5519,366,201,383,447,483,125,341,374
PA5520,163,139,90,89,113,70,83,80
PA5521,108,241,243,132,281,243,186,244
PA5522,6,21,48,1,9,13,25,5
PA5523,190,177,403,169,500,113,288,362
PA5524,20,14,53,7,45,24,6,89
PA5525,57,476,387,111,263,36,87,176
PA5526,307,448,835,984,691,410,423,250
PA5527,1242,984,1967,941,1284,1075,880,1410
PA5528,3612,3060,5700,4483,3903,1769,4056,4215
PA5529,635,397,416,516,578,301,316,580
PA5530,774,4574,5126,751,893,3214,6340,5540
PA5531,1582,2578,1817,1133,2114,1450,1890,2719
PA5533,69,81,49,69,102,26,77,80
PA5534,38,40,2,27,56,21,19,77
PA5535,96,3,2,0,20,628,609,252
PA5536,88,19,25,0,10,562,725,501
PA5537,48,40,11,31,42,67,91,74
PA5538,14,4,11,9,28,34,63,131
PA5539,17,0,0,1,0,24,28,72
PA5540,14,15,5,47,37,81,273,102
PA5541,45,4,0,1,40,88,60,88
PA5542,21,72,53,12,40,155,79,56
PA5543,33,6,58,10,25,6,10,1
PA5544,288,104,175,222,381,245,243,196
PA5545,620,505,231,413,932,470,439,554
PA5546,2872,3185,4102,1819,3497,745,1879,2892
PA5547,2338,1838,3128,3368,2353,1654,2588,2148
PA5548,133,43,54,64,89,27,71,106
PA5549,672,372,803,586,601,256,555,660
PA5550,369,428,574,232,389,303,301,463
PA5551,196,153,143,88,174,78,170,178
PA5552,499,1275,613,408,849,136,464,1444
PA5553,684,495,575,371,528,301,696,911
PA5554,15080,11389,18793,15135,14265,10775,17249,26130
PA5555,6614,5254,10555,10850,5395,5156,9134,11378
PA5556,15505,12967,19557,16029,15190,6930,16295,26142
PA5557,1257,1172,1897,1724,1280,594,1431,2153
PA5558,3368,2342,4441,3339,3312,1283,3572,6708
PA5559,4584,3389,5621,6562,3633,3221,5429,5522
PA5560,15589,8962,17428,19959,11095,10469,17899,16390
PA5561,512,455,729,384,478,410,713,769
PA5562,510,552,691,343,452,163,376,562
PA5563,2268,1966,2866,2622,2740,851,2076,2789
PA5564,334,248,402,317,350,107,576,472
PA5565,3763,2400,4205,3878,2570,2855,3613,3911
PA5566,45,14,105,20,53,9,74,51
PA5567,506,590,560,800,673,287,399,670
