,JE84-1-05,JE84-2-05,JE84-3-05,JE84-1-15,JE84-2-15,JE84-3-15,WT-1-05,WT-2-05,WT-3-05,WT-1-15,WT-2-15,WT-3-15,,
M5005_Spy1246,4311,5302,4859,2314,2799,2163,3861,4999,7304,2636,2537,2595,,
M5005_Spy1247,28925,53194,26952,14822,16734,15179,22848,40708,76175,18960,15633,22563,,
M5005_Spy1248,21841,35326,19673,11902,12372,11319,17463,32433,78629,14449,12760,14828,,
M5005_Spy1249,35594,64813,31233,21058,20044,19949,29089,51530,113712,25933,25440,28223,,
M5005_Spy1250,27159,53977,26951,10629,9498,10453,22876,36960,76713,17459,17188,20140,,
M5005_Spy1251,18219,31512,16842,7508,7341,6433,15701,25293,49572,16134,14214,18322,,
M5005_Spy1252,15636,22311,14009,8548,7677,6722,12775,19420,40768,13986,13987,14919,,
M5005_Spy1253,8187,13224,7823,5936,6061,6049,7259,11194,22760,10761,9881,11545,,
M5005_Spy1254,411,930,340,87,142,145,230,844,1228,188,163,312,,
M5005_Spy1255,28033,40227,26464,6972,7990,7094,17658,32265,51369,20439,17891,20470,,
M5005_Spy1256,1614,3154,1144,426,366,437,1290,3374,8164,770,694,737,,
M5005_Spy1257,3665,7834,3225,1249,1204,1341,3487,7666,14158,1756,1719,1926,,
M5005_Spy1258,1654,3631,1706,442,401,431,1739,2624,7280,1012,815,1110,,
M5005_Spy1259,4725,8208,4591,17908,22618,25362,4949,12118,22619,21237,16265,33133,,
M5005_Spy1260,700,409,1110,3639,4276,4650,1515,365,538,4733,4411,5693,,
M5005_Spy1261,5680,9759,4696,835,911,846,2746,7028,13348,2695,2460,2797,,
M5005_Spy1262,4905,7619,4200,1049,1037,901,2923,4747,8601,3477,2867,3450,,
M5005_Spy1263,131,67,210,49,59,50,157,67,58,187,136,117,,
M5005_Spy1264,964,1693,989,348,363,347,577,877,1848,740,570,774,,
M5005_Spy1265,1863,4368,1558,699,622,596,1054,2303,4551,1055,1030,1078,,
M5005_Spy1266,8416,16323,6850,1738,1777,1608,4266,9029,17875,5584,4693,5576,,
M5005_Spy1267,2303,2859,2407,691,744,553,1527,1950,3595,1885,1700,1656,,
M5005_Spy1268,2918,5303,3123,636,714,670,1900,3313,5834,2470,2007,2565,,
M5005_Spy1269,2175,2387,2585,170,190,145,969,1003,1660,1994,1612,1151,,
M5005_Spy1270,138,278,115,12633,12381,15022,82,162,353,5361,4754,7587,,
M5005_Spy1271,195,292,170,23998,20961,27095,114,161,340,8572,7135,12102,,
M5005_Spy1272,148,292,163,24190,24995,30452,114,140,345,6688,5615,9974,,
M5005_Spy1273,108,250,71,22047,25033,29797,61,118,332,5384,3783,8777,,
M5005_Spy1274,249,441,198,67137,63034,71021,150,215,473,13456,9723,20829,,
M5005_Spy1275,370,520,331,132987,123160,131388,190,339,611,17832,14274,27644,,
M5005_Spy1276,584,633,646,720,818,919,457,525,1057,477,417,657,,
M5005_Spy1277,451,620,462,284,362,316,392,547,1007,895,641,944,,
M5005_Spy1278,2039,3301,1787,2269,2242,2193,1665,3330,6370,6133,5402,6439,,
M5005_Spy1279,1992,5577,1535,901,925,953,1523,4683,12772,2789,2207,3384,,
M5005_Spy1280,3080,5790,2694,1460,1487,1564,2917,5658,11760,3099,2695,4542,,
M5005_Spy1281,1520,2389,1293,934,921,936,1465,2406,4835,1638,1439,2358,,
M5005_Spy1282,134,193,170,94,118,113,202,189,359,203,166,309,,
M5005_Spy1283,26,42,26,21,8,12,24,33,98,18,13,16,,
M5005_Spy1284,26,48,21,5,7,8,32,37,83,14,12,12,,
M5005_Spy1285,111,345,71,103,115,128,41,188,517,63,51,68,,
M5005_Spy1286,694,997,778,1183,1141,1239,386,565,1274,552,473,557,,
M5005_Spy1287,384,708,315,562,524,593,155,436,847,269,211,231,,
M5005_Spy1288,138,257,158,240,294,313,66,161,250,136,108,139,,
M5005_Spy1289,539,808,600,809,723,735,302,513,1038,411,346,462,,
M5005_Spy1290,124,183,110,164,166,204,51,99,284,105,78,99,,
M5005_Spy1291,359,516,345,359,380,380,194,294,624,217,189,290,,
M5005_Spy1292,10236,18391,8838,5384,5600,5365,6798,14162,37302,7690,6920,9599,,
M5005_Spy1293,1213,2287,1028,717,712,861,908,1502,7626,1594,1391,2051,,
M5005_Spy1294,290,435,246,154,149,188,215,325,975,323,300,418,,
M5005_Spy1295,3803,4364,3704,335,383,352,3172,3915,7471,1690,1541,1699,,
M5005_Spy1296,2276,2261,2293,95,91,73,1820,2256,4110,833,706,693,,
M5005_SpyT0049,22,17,50,2,2,3,47,12,58,25,18,7,,
M5005_Spy1297,918,1768,889,227,288,259,536,1285,2219,553,465,632,,
M5005_Spy1298,2421,5080,2016,1436,1470,1201,1416,3270,7463,1640,1430,1709,,
M5005_Spy1299,20,80,17,7,8,3,12,37,114,19,17,22,,
M5005_Spy1300,215,632,139,134,162,177,104,404,1117,323,237,410,,
M5005_Spy1301,1321,3082,1109,1055,1174,1385,931,2076,4794,2548,2148,2905,,
M5005_Spy1302,4539,7930,3548,4505,4308,4524,3434,6057,14604,7247,6269,7308,,
M5005_Spy1303,1251,2424,1044,1094,1043,1085,740,1639,4268,1760,1571,1628,,
M5005_Spy1304,1895,3643,1714,2708,2734,2714,903,1781,4008,2008,1812,2011,,
M5005_Spy1305,624,1088,576,914,924,894,307,478,1203,724,592,674,,
M5005_Spy1306,1254,2082,1144,1765,1661,1803,637,962,2176,1642,1404,1521,,
M5005_Spy1307,178,270,171,236,299,297,80,165,212,277,211,252,,
M5005_Spy1308,76,136,59,227,211,308,45,87,246,187,144,371,,
M5005_Spy1309,25,70,35,144,136,180,25,49,87,110,98,181,,
M5005_Spy1310,42,62,54,148,178,210,24,46,127,125,94,225,,
M5005_Spy1311,116,256,107,199,165,233,69,244,524,220,193,397,,
M5005_Spy1312,20,36,20,36,39,50,17,25,38,36,37,69,,
M5005_Spy1313,325,748,313,872,1032,1231,313,748,1684,714,648,1306,,
M5005_Spy1314,657,1315,704,3355,3216,4155,700,1176,2106,1878,1692,3437,,
M5005_Spy1315,204,368,187,1145,1207,1574,180,308,613,575,477,872,,
M5005_Spy1316,414,778,381,1766,1872,1829,436,957,1998,947,864,1482,,
M5005_Spy1317,1405,2673,1144,4204,4278,4434,1493,3081,7149,2792,2267,4544,,
M5005_Spy1318,3901,5913,3607,1167,1345,1304,2030,3730,8111,1699,1364,1865,,
M5005_Spy1319,1867,3622,2014,1497,1254,1450,1540,2410,5807,1806,1832,2356,,
M5005_Spy1320,3593,4945,3311,1412,1536,1357,1976,2691,5766,2787,2555,3501,,
M5005_Spy1321,4645,4238,5972,2914,3914,4140,3665,4030,6387,8159,5932,9230,,
M5005_Spy1322,257,546,182,89,101,90,133,457,973,304,214,285,,
M5005_Spy1323,60,64,45,47,36,38,20,51,55,71,76,86,,
M5005_SpyT0050,12,10,16,2,2,1,9,9,18,9,4,2,,
M5005_SpyT0051,46,86,49,5,8,10,32,57,138,13,12,14,,
M5005_SpyT0052,166,336,167,9,13,15,110,219,535,33,31,35,,
M5005_SpyT0053,278,661,257,11,15,16,174,459,1216,48,43,47,,
M5005_SpyT0054,294,747,258,7,6,4,175,521,1457,40,39,27,,
M5005_SpyT0055,227,605,179,5,3,3,123,415,1249,28,28,18,,
M5005_SpyT0056,141,252,121,3,3,2,80,179,621,19,19,12,,
M5005_SpyR0013,62,72,57,1,2,1,36,42,385,11,7,7,,
M5005_SpyR0014,326,666,423,447,306,441,286,512,42902,363,665,738,,
M5005_SpyT0057,40,49,66,6,4,6,35,46,194,15,22,15,,
M5005_SpyR0015,139,243,174,189,119,117,149,264,12545,161,271,205,,
M5005_Spy1324,418,901,378,81,90,155,117,214,2482,67,68,99,,
M5005_Spy1325,10613,13453,8378,75310,97078,100789,10948,16594,36730,35098,33690,46462,,
M5005_Spy1326,2349,2180,2365,16618,21438,21217,2572,2929,6671,6894,7012,7930,,
M5005_Spy1327,201,265,193,37,53,47,145,190,340,133,91,93,,
M5005_Spy1328,4005,6377,4149,1328,1392,1288,2666,4238,7310,3467,2763,3317,,
M5005_Spy1329,11822,24158,10902,1214,1524,1555,7568,19846,43199,2203,1771,2140,,
M5005_Spy1330,7127,13828,5582,3604,3207,3455,4424,12386,31348,5410,4846,5835,,
M5005_Spy1331,14998,25446,13631,10078,10126,9290,12095,21747,40050,16822,16537,15402,,
M5005_Spy1332,2813,4534,3260,2252,2362,2284,2798,2965,6120,4399,3663,3863,,
M5005_Spy1333,3399,4829,3074,1728,1828,1727,2425,3664,6413,3369,2928,3105,,
M5005_Spy1334,889,1032,825,306,392,326,557,821,1519,885,695,723,,
M5005_Spy1335,30184,48412,27968,11747,12791,11816,25413,42057,92237,27571,21617,26940,,
M5005_Spy1336,10473,17382,9850,3775,3929,3662,9576,16184,29901,9526,7955,9194,,
M5005_Spy1337,9023,13953,8930,4765,4983,4621,9208,12154,23288,8303,7039,8133,,
M5005_Spy1338,4681,7577,4439,4690,5046,5574,4929,8342,16430,3930,3720,4534,,
M5005_Spy1339,4530,7321,4358,984,1107,882,5209,8975,18509,1276,1186,1217,,
M5005_Spy1340,10603,29213,6810,342,364,301,6736,24351,70221,1647,1418,1361,,
M5005_Spy1341,12749,18171,11483,476,521,445,11627,21506,41895,2860,2441,1953,,
M5005_Spy1342,42288,78218,34360,5109,4829,4746,25545,57958,156839,18000,16638,22373,,
M5005_Spy1343,1698,1469,2227,715,875,728,1576,1041,1641,2264,1830,2409,,
M5005_Spy1344,604,1195,527,383,443,383,401,815,1701,791,742,777,,
M5005_Spy1345,467,699,416,319,349,350,291,568,1036,596,519,595,,
M5005_Spy1346,734,1088,711,633,573,532,586,810,1591,1080,921,978,,
M5005_Spy1347,721,1260,706,686,616,593,526,902,1773,1014,820,948,,
M5005_Spy1348,1361,2434,1110,861,1037,874,828,1807,3572,1403,1089,1810,,
M5005_Spy1349,930,1796,815,317,366,334,686,1494,2845,827,686,829,,
M5005_Spy1350,7934,13925,5759,1685,2008,1998,5482,13857,26929,5249,4890,8148,,
M5005_Spy1351,8087,12659,7665,1500,1588,1608,6797,11351,19446,5695,4725,10650,,
M5005_Spy1352,33443,12499,37358,38131,43493,41026,55438,21729,46189,72578,65690,66360,,
M5005_Spy1353,748,1071,753,71,102,96,700,820,1629,560,489,607,,
M5005_Spy1354,3706,4966,3361,2276,2529,2434,2369,4031,7084,3739,3270,5584,,
M5005_Spy1355,30573,52396,26401,15753,16838,14782,19507,38028,84481,23195,19491,33743,,
M5005_Spy1356,21936,46835,17107,7287,6989,7008,10292,25780,51660,34953,32254,37308,,
M5005_Spy1357,4419,8063,4208,2122,2302,1827,3789,6975,14407,5881,4855,4478,,
M5005_Spy1358,10108,16940,9409,4148,4236,3067,8695,14864,29329,10773,10668,7698,,
M5005_Spy1359,6972,15739,6060,1374,1545,1281,5244,12435,35327,4047,3264,3920,,
M5005_Spy1360,3593,6152,3019,1244,1437,1248,2359,5350,10656,2601,2400,2034,,
M5005_Spy1361,644,1116,675,128,139,130,529,1048,1704,390,346,302,,
M5005_Spy1362,9874,16233,7138,598,527,495,6369,14837,34072,1722,1563,1198,,
M5005_Spy1363,3198,5472,2776,181,239,243,1968,5289,8373,740,599,472,,
M5005_Spy1364,12919,26648,9184,2946,3166,2775,7339,19486,40642,6348,5229,4521,,
M5005_Spy1365,10635,19705,9903,1525,1482,1519,6207,10550,23754,3374,3591,3295,,
M5005_Spy1366,21027,32326,19735,3154,3118,2962,13770,21667,46058,8510,7456,7314,,
M5005_Spy1367,1554,2167,1672,84,83,104,1082,1517,2740,602,471,532,,
M5005_Spy1368,11059,16673,9257,536,571,486,6220,12631,24321,3559,3168,3231,,
M5005_Spy1369,417,638,453,31,26,28,371,516,1063,232,196,133,,
M5005_Spy1370,3245,5757,2818,1404,1426,1368,2344,4871,11205,1580,1399,1387,,
M5005_Spy1371,2258,4035,2239,945,956,1042,1655,2729,4127,1473,1309,1378,,
M5005_Spy1372,3388,8731,3221,4539,6109,6105,3075,9073,25239,3900,2967,3649,,
M5005_Spy1373,2494,3665,2567,2318,2268,2635,3261,4062,9246,3561,2988,3057,,
M5005_Spy1374,1784,2187,1783,1200,1149,1242,2117,2629,6464,1927,1708,1669,,
M5005_Spy1375,25245,48524,18904,5034,5166,4948,19636,46548,91217,15206,13386,13793,,
M5005_Spy1376,269,472,268,683,762,852,222,452,807,581,465,632,,
M5005_Spy1377,703,1021,625,2691,2820,3059,472,694,1175,2012,1641,2181,,
M5005_Spy1378,414,761,349,2253,2448,2891,201,462,1022,1196,972,1239,,
M5005_Spy1379,46,83,50,159,170,224,35,71,133,130,105,120,,
M5005_Spy1380,137,239,131,453,436,548,89,143,360,265,258,359,,
M5005_Spy1381,86,197,93,394,357,442,76,138,214,177,191,262,,
M5005_Spy1382,4035,4480,2941,4016,5455,5356,5449,9213,18392,5689,5554,7796,,
M5005_Spy1383,580,2473,416,355,429,359,505,1786,4483,641,424,724,,
M5005_Spy1384,8813,17557,7112,9574,10154,10198,5993,14996,30828,10053,8959,14289,,
M5005_Spy1385,4594,6716,4476,6561,6765,6520,3625,6852,13138,6186,5732,8385,,
M5005_Spy1386,1788,2416,1908,2428,2745,3215,1017,1938,4322,2243,1808,2715,,
M5005_Spy1387,1964,3339,2153,11144,12045,13072,1469,2117,3922,7811,5579,9256,,
M5005_Spy1388,1792,4109,1656,3587,3939,4433,1177,2452,6312,4693,4017,5082,,
M5005_Spy1389,7269,13622,6573,713,693,725,4856,10781,21922,2240,1758,1688,,
M5005_Spy1390,4226,5151,3557,1921,1929,1587,3475,5770,12767,6932,5471,5925,,
M5005_Spy1391,5797,8661,4480,819,895,825,2470,5607,12232,1707,1489,1357,,
M5005_Spy1392,432,736,389,52,72,61,222,638,1045,268,209,245,,
M5005_Spy1393,1305,2483,1044,801,832,917,938,2422,5197,1161,1005,1424,,
M5005_Spy1394,5786,8173,4326,2207,1862,1686,3622,7554,14693,4347,4142,4795,,
M5005_Spy1395,417,618,463,1948,1773,2353,305,471,844,1240,980,1424,,
M5005_Spy1396,55,110,65,633,698,891,50,91,129,295,233,320,,
M5005_Spy1397,118,177,103,823,906,1091,83,110,199,476,411,500,,
M5005_Spy1398,41,81,44,576,708,841,26,54,83,208,181,235,,
M5005_Spy1399,131,327,156,3337,3531,4340,86,142,430,584,566,840,,
M5005_Spy1400,24,38,26,1284,1296,1574,16,22,46,138,137,191,,
M5005_Spy1401,40,61,33,2021,2047,1798,22,22,47,221,199,274,,
M5005_Spy1402,1185,1358,1203,1841,2229,2064,1162,1399,2231,1047,896,1073,,
M5005_Spy1403,42,139,22,38,36,31,28,102,271,24,17,30,,
M5005_Spy1404,34,121,24,78,82,106,17,81,216,64,57,226,,
M5005_Spy1405,2605,6312,2064,12209,11425,14560,1547,3889,9218,9681,8392,28811,,
M5005_Spy1406,577,1082,522,3138,3397,3674,409,705,1681,2104,1939,6100,,
M5005_Spy1407,675,1087,598,216,214,227,481,1305,2825,284,282,465,,
M5005_Spy1408,697,1195,682,229,309,355,643,1180,1937,482,349,798,,
M5005_Spy1409,31891,57516,26573,18047,18106,19898,28875,57143,135402,20668,17817,28728,,
M5005_Spy1410,5268,6055,4894,3662,3384,3759,5366,7491,12533,3727,3477,4775,,
M5005_Spy1411,2584,2337,2782,1942,1917,1815,2874,3442,4888,1800,1661,2153,,
M5005_Spy1412,5560,8156,5245,3964,4424,4376,5754,9087,17074,4156,3461,5389,,
M5005_Spy1413,3198,4388,3089,3013,3014,3321,3497,4999,8888,2784,2326,3482,,
M5005_Spy1414,24,48,14,9,12,9,9,29,80,18,15,20,,
M5005_Spy1415,1672,2410,1529,1868,2084,2115,2568,5345,14298,998,852,1119,,
M5005_Spy1416,425,649,449,700,714,829,267,546,1473,951,913,1020,,
M5005_Spy1417,45,55,53,86,97,114,24,42,91,154,128,145,,
M5005_Spy1418,84,130,84,153,140,210,40,88,276,213,197,244,,
M5005_Spy1419,355,605,334,719,635,836,190,397,1047,898,896,1001,,
M5005_Spy1420,177,485,148,260,253,325,89,257,774,354,323,490,,
M5005_Spy1421,522,983,512,1152,933,1174,278,593,1821,1341,1251,1484,,
M5005_Spy1422,185,317,164,374,339,419,90,229,579,448,419,521,,
M5005_Spy1423,303,508,328,661,736,727,173,419,1126,775,745,843,,
M5005_Spy1424,716,1308,685,1286,1192,1464,318,844,2541,1576,1399,1856,,
M5005_Spy1425,157,269,168,319,345,377,90,187,586,439,332,463,,
M5005_Spy1426,1042,1872,894,1502,1598,1826,449,1409,3743,2248,1890,2211,,
M5005_Spy1427,76,132,60,119,108,118,41,90,286,188,142,195,,
M5005_Spy1428,358,725,327,476,449,504,149,461,1549,728,701,740,,
M5005_Spy1429,263,416,235,406,430,420,138,364,1152,600,541,660,,
M5005_Spy1430,160,230,194,300,312,303,97,214,523,504,475,538,,
M5005_Spy1431,91,202,89,168,195,165,47,158,483,268,274,305,,
M5005_Spy1432,173,287,156,269,276,284,88,272,783,500,446,552,,
M5005_Spy1433,173,256,179,328,279,305,123,229,567,528,505,495,,
M5005_Spy1434,175,386,191,325,322,378,113,315,999,515,512,594,,
M5005_Spy1435,278,657,267,413,393,481,146,543,1670,797,675,921,,
M5005_Spy1436,59,97,67,85,86,94,44,83,151,167,184,151,,
M5005_Spy1437,60,67,62,103,90,111,34,57,117,182,149,203,,
M5005_Spy1438,229,370,224,296,296,350,147,305,676,641,510,640,,
M5005_Spy1439,307,472,290,373,322,387,137,356,718,770,701,776,,
M5005_Spy1440,220,358,213,199,193,203,111,193,508,469,401,466,,
M5005_Spy1441,163,324,179,115,130,147,60,186,443,309,268,299,,
M5005_Spy1442,38,56,57,56,42,60,34,40,114,105,97,136,,
M5005_Spy1443,14,17,13,38,22,24,11,14,29,50,58,87,,
M5005_Spy1444,38,82,59,134,50,110,35,45,277,120,224,287,,
M5005_Spy1445,17,41,21,47,12,28,14,15,75,34,78,92,,
M5005_Spy1446,12,18,11,24,9,20,12,12,107,20,36,53,,
M5005_Spy1447,78,134,87,123,90,116,66,98,444,217,236,372,,
M5005_Spy1448,30,45,25,35,33,55,23,37,95,81,83,110,,
M5005_Spy1449,232,439,269,435,405,505,151,293,1030,646,689,886,,
M5005_Spy1450,415,795,376,651,506,614,239,469,1242,809,833,1111,,
M5005_Spy1451,397,869,325,469,373,468,216,554,1874,577,589,892,,
M5005_Spy1452,288,509,282,453,356,463,191,315,1008,515,552,762,,
M5005_Spy1453,471,858,511,729,550,689,302,509,1697,732,919,1144,,
M5005_Spy1454,136,181,158,222,168,226,111,130,327,254,272,345,,
M5005_Spy1455,125,241,148,179,146,190,89,109,243,199,212,346,,
M5005_Spy1456,94,217,94,116,95,107,49,86,218,104,147,180,,
M5005_Spy1457,120,178,122,138,128,126,66,97,317,133,238,245,,
M5005_Spy1458,78,162,90,100,92,97,33,62,243,109,141,202,,
M5005_Spy1459,121,267,137,153,138,154,64,107,360,170,190,331,,
M5005_Spy1460,202,410,203,249,216,233,110,166,534,267,314,452,,
M5005_Spy1461,123,168,118,169,106,150,76,102,227,120,199,175,,
M5005_Spy1462,796,993,711,384,385,334,560,976,1922,759,593,655,,
M5005_Spy1463,227,452,238,113,130,109,162,499,987,202,182,163,,
M5005_Spy1464,2632,2222,2683,985,1037,845,1982,1938,3463,1659,1693,1583,,
M5005_Spy1465,3031,4194,2972,1160,1084,997,2674,3572,7346,2255,2220,2092,,
M5005_Spy1466,3516,9821,3173,1423,1412,1424,2630,6127,17227,2465,2228,2565,,
M5005_Spy1467,1954,2366,2031,344,322,336,1457,1849,4433,1050,1119,1461,,
M5005_SpyT0058,73,142,65,9,11,14,40,93,261,42,27,57,,
M5005_Spy1468,3185,6343,2365,400,443,382,2007,5962,12812,1317,1182,1113,,
M5005_Spy1469,9294,11796,9772,1606,1803,1593,8321,11851,21687,6560,5164,4994,,
M5005_Spy1470,5588,7394,5061,1351,1553,1508,3928,5355,12712,3707,2881,3044,,
M5005_Spy1471,1144,2161,881,210,300,242,617,1793,3422,660,539,621,,
M5005_Spy1472,1415,1565,1382,1851,2129,1805,971,1572,2196,1446,1379,1254,,
M5005_Spy1473,2649,4194,2205,2810,2957,2645,1728,3543,6745,2577,2028,2500,,
M5005_Spy1474,13391,22946,11458,1344,1480,1177,11708,24164,59798,6669,5413,4345,,
M5005_Spy1475,1763,2450,2065,121,148,132,2087,2716,6250,946,823,657,,
M5005_Spy1476,5603,8222,5680,251,242,211,6180,7810,15590,2292,2323,1537,,
M5005_Spy1477,1332,2489,1415,48,57,47,2635,6257,11923,314,238,266,,
M5005_Spy1478,10861,21683,9335,1186,1304,1238,8068,13465,26574,9792,6668,10613,,
M5005_Spy1479,12264,20954,11980,4000,4665,3725,9892,18546,37776,7546,5728,5135,,
M5005_Spy1480,10256,13982,7755,3249,3149,2427,6483,13230,25483,5170,3968,3959,,
M5005_Spy1481,7629,21561,5140,1858,2015,1483,4104,16200,42087,3574,2338,2663,,
M5005_Spy1482,1101,1104,1295,112,175,114,1017,1099,1475,741,504,447,,
M5005_Spy1483,9610,17317,8531,24763,24032,20395,7142,15885,32431,44782,32435,28059,,
M5005_Spy1484,14795,30206,12193,856,874,757,8884,25336,49765,2537,2332,1560,,
M5005_Spy1485,32377,87733,24435,1357,1488,1471,18466,61519,143709,5437,4898,3263,,
M5005_Spy1486,85356,205957,64703,4007,4089,3620,46644,146577,330369,14166,12179,9081,,
M5005_Spy1487,24758,36949,22472,1401,1270,1176,15748,32795,65507,4651,3906,2867,,
M5005_Spy1488,12617,31971,12166,820,816,787,8490,23409,53736,3137,2148,1989,,
M5005_Spy1489,55910,102648,50052,3191,2957,2916,37818,75722,203527,10605,9502,7563,,
M5005_Spy1490,21989,32117,23924,1263,1240,1148,17189,27340,47210,4151,4215,2714,,
M5005_Spy1491,15831,27708,16436,668,642,465,11754,22014,53857,2754,2617,1672,,
M5005_Spy1492,16487,38756,14534,660,669,605,10662,29457,74698,2745,2656,1973,,
M5005_Spy1493,2911,5984,2966,106,122,103,2185,4734,13226,704,539,469,,
M5005_Spy1494,43773,70948,46978,1591,1367,1510,34017,51008,201542,8510,11911,6219,,
M5005_Spy1495,6150,13247,6410,296,290,347,3929,10233,31238,1323,1838,988,,
M5005_Spy1496,17197,29858,14374,501,595,616,9715,29999,66014,3077,3741,2066,,
M5005_Spy1497,1734,4588,1592,2920,2842,4373,1420,2681,9818,7004,6212,18139,,
M5005_Spy1498,17125,30740,15834,70145,80271,99356,14488,25121,54058,170602,139050,452831,,
M5005_Spy1499,4707,10166,4430,27180,33348,34855,4484,9378,22397,52476,42149,129468,,
M5005_Spy1500,6382,9233,6641,48008,56833,55355,7008,8937,15878,79730,64366,193920,,
M5005_Spy1501,1545,3414,1650,4429,6485,6122,1437,2947,7371,8760,6536,19084,,
M5005_Spy1502,3046,4701,2878,2222,2174,2241,3015,4852,10572,3133,2901,4404,,
M5005_Spy1503,2805,5746,2741,2130,2048,2363,3141,5217,13183,3505,3274,5413,,
M5005_Spy1504,128,399,133,56,56,63,82,185,516,95,90,187,,
M5005_Spy1505,483,483,645,227,251,294,397,338,927,543,384,819,,
M5005_Spy1506,8345,18586,6964,3917,4000,3990,5856,14687,51753,5624,4716,7155,,
M5005_Spy1507,9567,15404,8376,4481,4462,3926,7724,13817,35041,6454,5733,7429,,
M5005_Spy1508,1975,3917,1797,570,623,649,1588,3584,8383,1494,1110,1782,,
M5005_Spy1509,96,47,221,42,46,29,196,53,62,198,123,142,,
M5005_Spy1510,5,14,6,7,5,7,4,13,15,6,4,12,,
M5005_Spy1511,47,71,75,75,85,82,38,57,113,106,81,159,,
M5005_Spy1512,5735,9160,4757,2393,2901,2997,4439,10150,22760,11067,9095,14956,,
M5005_Spy1513,8264,12625,7236,4465,4846,5174,6754,11228,20893,16870,15194,20225,,
M5005_Spy1514,9555,10011,7923,39610,41721,40354,14716,17783,38956,38989,34106,45273,,
M5005_Spy1515,14463,22022,13422,2485,2566,2270,12430,20678,45241,8811,7207,7629,,
M5005_Spy1516,4093,7347,3870,472,505,545,3398,6887,12376,2308,1797,2686,,
M5005_Spy1517,1506,1545,1464,149,167,153,1291,1379,2764,595,490,644,,
M5005_Spy1518,1630,2034,1583,175,185,173,1498,2175,3943,740,642,806,,
M5005_Spy1519,2826,4684,2432,1210,1327,1429,2263,4343,8994,3580,2741,5221,,
M5005_Spy1520,638,705,639,288,338,279,576,658,1248,922,838,1360,,
M5005_Spy1521,4078,5940,3702,2374,2434,2449,3538,5414,11665,5921,4924,8435,,
M5005_Spy1522,2747,2724,2645,1778,1723,1592,2605,2836,4234,4434,3984,6103,,
M5005_Spy1523,1692,2689,1483,728,842,847,1538,2203,4514,2514,1848,4004,,
M5005_Spy1524,1209,1601,1162,560,647,710,917,1287,2139,1798,1429,2854,,
M5005_Spy1525,768,1147,717,559,543,615,297,755,1268,591,482,949,,
M5005_Spy1526,301,472,275,270,214,273,166,275,514,243,209,409,,
M5005_Spy1527,182,387,191,188,211,204,115,240,455,172,162,278,,
M5005_Spy1528,257,655,230,237,225,226,106,356,719,210,170,366,,
M5005_Spy1529,187,322,163,153,179,155,75,172,365,141,97,293,,
M5005_Spy1530,2169,3151,1903,1646,1785,1594,1058,2028,3660,1757,1334,3361,,
M5005_Spy1531,33709,54266,29155,43679,40793,43741,16673,31430,72713,31227,29950,44070,,
M5005_Spy1532,6228,10160,6227,3070,3022,2786,4320,6986,11769,4688,3825,6374,,
M5005_Spy1533,1033,2212,1086,359,412,406,729,1349,2433,732,602,1071,,
M5005_Spy1534,46583,80944,40050,17743,19200,17663,29471,63264,115763,26290,21872,32824,,
M5005_Spy1535,1307,1786,1573,592,629,486,1263,1921,2207,1274,983,1559,,
M5005_Spy1536,222,242,245,584,586,490,244,226,460,819,583,878,,
M5005_Spy1537,411,557,382,1123,1179,1116,316,442,662,1330,1206,1584,,
M5005_Spy1538,1871,3903,1389,1129,1278,1076,989,2653,5211,2682,2254,3007,,
M5005_Spy1539,289,438,327,171,204,156,263,424,546,505,414,493,,
M5005_Spy1540,899,1694,1008,1972,1758,2320,1331,1908,4518,1327,1334,2316,,
M5005_Spy1541,71,116,54,181,174,243,75,145,362,82,90,126,,
M5005_Spy1542,248,707,202,389,416,596,275,808,2031,271,273,503,,
M5005_Spy1543,731,1213,721,1043,1121,1112,500,793,1433,1090,1002,1654,,
M5005_Spy1544,800,1464,854,177,210,213,630,1160,2063,333,290,520,,
M5005_Spy1545,13083,16141,10220,5228,4445,4145,10253,15846,34456,8860,8578,10550,,
M5005_Spy1546,12838,16545,11675,5646,5798,5094,11977,15171,30410,12159,10905,12350,,
M5005_Spy1547,30156,53184,25086,10702,11535,10250,23527,46221,93023,22956,21126,27743,,
M5005_Spy1548,3861,5135,4430,1524,1682,1405,4340,5850,10220,4372,3245,4000,,
M5005_Spy1549,2843,4910,2422,1159,1129,1047,2138,4517,8420,2216,2018,2660,,
M5005_Spy1550,12040,24663,9581,9735,9678,10188,8949,19471,44088,17314,16130,22330,,
M5005_Spy1551,7361,10701,7289,2262,2340,1921,8014,11060,23632,4913,4259,5762,,
M5005_Spy1552,7334,13761,6269,2275,2430,1919,7005,13235,29509,4770,3229,5874,,
M5005_Spy1553,273,1413,167,47,58,45,110,900,1623,60,48,82,,
M5005_Spy1554,37526,51033,38058,2935,3399,2792,25501,36598,73632,8255,6872,10667,,
M5005_Spy1555,14308,17774,15090,1249,1437,1219,11084,13598,24734,2964,2937,3507,,
M5005_Spy1556,751,724,1256,255,351,336,892,590,736,396,271,517,,
M5005_Spy1557,1722,3105,1665,265,306,286,821,1537,2871,824,735,1081,,
M5005_Spy1558,708,1050,725,403,515,429,502,827,1386,520,453,933,,
M5005_Spy1559,2773,3276,2306,1664,1392,1630,2180,2993,6638,4299,5285,5791,,
