,"M1GAS2221_1 Mid-exponential, 35°C","M1GAS2221_21 Mid-exponential, 35°C","M1GAS2221_31 Mid-exponential, 35°C","M1GAS2221DfabT_11 Mid-exponential, 35°C","M1GAS2221DfabT_21 Mid-exponential, 35°C","M1GAS2221DfabT_31 Mid-exponential, 35°C","M1GAS2221_11 Mid-exponential, 40°C","M1GAS2221_2 Mid-exponential, 40°C","M1GAS2221_3 Mid-exponential, 40°C","M1GAS2221DfabT_1 Mid-exponential, 40°C","M1GAS2221DfabT_2 Mid-exponential, 40°C","M1GAS2221DfabT_3 Mid-exponential, 40°C","M1GAS2221_1 Early stationary, 35°C","M1GAS2221_2 Early stationary, 35°C","M1GAS2221_3 Early stationary, 35°C","M1GAS2221DfabT_1 Early stationary, 35°C","M1GAS2221DfabT_2 Early stationary, 35°C","M1GAS2221DfabT_3 Early stationary, 35°C","M1GAS2221_1 Early stationary, 40°C","M1GAS2221_2 Early stationary, 40°C","M1GAS2221_3 Early stationary, 40°C","M1GAS2221DfabT_1 Early stationary, 40°C","M1GAS2221DfabT_2 Early stationary, 40°C","M1GAS2221DfabT_3 Early stationary, 40°C"
M5005_Spy1354,8,12,7,13,11,11,11,20,8,17,14,16,33,36,11,5,15,10,18,25,31,15,17,23
M5005_Spy1355,784,892,1031,1500,1469,1949,1269,2145,1402,1525,1459,2079,1454,1329,1018,1321,1760,1487,1194,1525,2537,1538,2654,2935
M5005_Spy1356,1443,1471,1606,2705,2308,2918,2180,3350,2238,2757,2382,3155,1481,1385,947,1522,2179,1866,1243,1510,3049,2112,2245,2547
M5005_Spy1357,4140,3748,4483,5737,6146,6543,4824,8200,5456,5494,5038,6406,4995,4981,3455,6377,7665,6161,3370,3921,6767,5032,5512,5899
M5005_Spy1358,961,749,826,1367,1560,1645,1178,1889,1202,1199,1130,1385,1871,1745,1220,1527,1635,1162,1364,2102,2962,1369,1765,1994
M5005_Spy1359,2151,1758,1939,2879,2553,2713,2586,3166,2809,2226,1992,2823,2267,2073,1481,3450,4256,3140,1506,1918,3153,3131,2821,3151
M5005_Spy1360,2058,2024,2145,3056,2722,3083,2298,3525,2571,2417,2067,2877,1369,1241,900,1260,1714,1233,1083,1242,2611,1161,1843,1222
M5005_Spy1361,399,136,468,175,176,193,211,388,391,183,181,226,1558,1722,1157,764,687,606,1952,2817,3727,2075,2302,2544
M5005_Spy1362,1314,447,1531,534,651,673,480,1014,1175,596,617,646,14757,17042,11722,8704,8830,6095,11284,20660,24330,27540,28881,29798
M5005_Spy1363,1232,1050,1505,1610,1614,1991,1080,2206,1348,1472,1311,1678,2088,2081,1351,855,1144,1313,1770,2086,3222,2357,2622,2435
M5005_Spy1364,1583,1524,1858,2244,2242,2534,1547,2837,1817,2076,1784,2223,3313,3397,2170,1420,1895,1842,2399,2863,4279,3130,3518,3100
M5005_Spy1365,858,843,1043,1363,1448,1554,841,1714,1019,1206,1030,1312,1646,1647,1178,711,1215,889,1145,1712,2804,1196,1745,1470
M5005_Spy1366,1448,1310,1691,2771,2944,2959,2049,3914,2694,3301,3041,3948,3985,4026,2687,2119,3056,2202,2897,4020,6913,3255,4396,4075
M5005_Spy1367,1531,1319,1805,2568,2582,2628,1880,3310,2541,2670,2391,3415,6139,6216,4287,2525,3522,2968,4490,6572,10197,5107,6204,6970
M5005_Spy1368,151,141,172,170,182,207,222,427,194,223,185,241,341,273,186,128,171,106,315,337,648,184,310,316
M5005_Spy1369,209,202,163,214,227,286,226,386,234,230,149,221,152,139,82,245,232,183,138,109,244,186,203,184
M5005_Spy1370,1862,1474,2190,5667,4226,3645,2319,3547,2897,3057,3418,4054,2302,2435,1724,2053,1987,1424,1174,1724,3612,1419,1411,1263
M5005_Spy1371,3572,2916,3302,3269,2860,4042,2539,2786,3226,2459,2000,2741,7043,6648,4915,6876,8272,6274,3106,4098,6431,6660,5526,6722
M5005_Spy1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M5005_Spy1373,2,3,1,1,0,1,2,4,0,1,1,2,3,3,2,2,0,1,0,3,3,4,1,2
M5005_Spy1374,5179,6525,5085,3971,5383,4207,6383,28156,7203,4525,4322,4658,3952,3514,2175,2083,2518,1896,2536,3152,5339,2468,2035,2024
M5005_Spy1375,667,591,669,1305,1271,1455,835,1219,998,1024,915,1296,3348,3289,2253,1478,1984,1674,1337,1681,2709,1415,1738,1769
M5005_Spy1376,6,10,11,9,12,24,11,13,9,19,11,10,30,20,25,14,10,19,13,15,28,28,22,25
M5005_Spy1377,30,22,29,48,48,70,38,89,60,47,45,72,71,67,47,26,51,68,66,70,134,52,55,88
M5005_Spy1378,118,145,181,249,235,242,196,397,278,257,277,379,474,403,342,218,384,312,420,627,1102,476,535,879
M5005_Spy1379,1555,1456,1611,2550,2747,2981,2567,4854,3314,3704,3485,4391,5076,4608,3273,2630,3749,3417,5241,5774,10941,5403,4847,6850
M5005_Spy1380,955,794,1057,1730,1734,1697,1676,3284,2126,2386,2202,2694,3621,2967,2049,1748,2452,2286,3578,3913,7641,3125,2596,4018
M5005_Spy1381,1929,1707,1970,3326,3350,3486,3101,6636,3672,4384,4307,5227,6994,5944,4135,3554,5067,4130,7152,8015,16969,5315,4540,6795
M5005_Spy1382,4033,4024,4173,8273,8357,7800,5336,13862,6433,7497,8637,9599,9596,8246,6467,4673,6289,4236,9628,11283,26846,3974,4557,5550
M5005_Spy1383,892,887,960,2517,2667,2853,1683,3183,1765,2588,2334,3170,1220,1097,728,608,911,781,1153,1314,2581,497,637,765
