,SampleWT,SampleFOS1,SampleFOS4,SampleFOS7,SampleFOS8,,,,,,,,,,,,,,,,,,,,,
SMD_1419,38,30,33,39,40,,,,,,,,,,,,,,,,,,,,,
SMD_1420,84,65,79,79,82,,,,,,,,,,,,,,,,,,,,,
SMD_1421,154,157,149,142,134,,,,,,,,,,,,,,,,,,,,,
SMD_1422,146,139,142,147,134,,,,,,,,,,,,,,,,,,,,,
SMD_1423,17,14,8,8,13,,,,,,,,,,,,,,,,,,,,,
SMD_1424,12,14,6,7,8,,,,,,,,,,,,,,,,,,,,,
SMD_1425,7,7,3,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_1426,119,117,134,129,99,,,,,,,,,,,,,,,,,,,,,
SMD_1427,4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_1428,4,5,5,8,8,,,,,,,,,,,,,,,,,,,,,
SMD_1429,19,17,18,16,19,,,,,,,,,,,,,,,,,,,,,
SMD_1430,158,188,154,146,150,,,,,,,,,,,,,,,,,,,,,
SMD_1431,40,50,33,34,36,,,,,,,,,,,,,,,,,,,,,
SMD_1432,36,41,31,30,38,,,,,,,,,,,,,,,,,,,,,
SMD_1433,155,220,143,135,172,,,,,,,,,,,,,,,,,,,,,
SMD_1434,319,335,330,305,344,,,,,,,,,,,,,,,,,,,,,
SMD_1435,9,10,9,9,9,,,,,,,,,,,,,,,,,,,,,
SMD_1436,13,13,16,15,16,,,,,,,,,,,,,,,,,,,,,
SMD_1437,129,94,123,151,165,,,,,,,,,,,,,,,,,,,,,
SMD_1438,266,239,254,255,253,,,,,,,,,,,,,,,,,,,,,
SMD_1439,159,158,168,186,196,,,,,,,,,,,,,,,,,,,,,
SMD_1440,191,188,192,204,205,,,,,,,,,,,,,,,,,,,,,
SMD_1441,148,145,149,152,138,,,,,,,,,,,,,,,,,,,,,
SMD_1442,63,53,61,62,65,,,,,,,,,,,,,,,,,,,,,
SMD_1443,247,267,255,224,213,,,,,,,,,,,,,,,,,,,,,
SMD_1444,41,34,42,44,62,,,,,,,,,,,,,,,,,,,,,
SMD_1445,925,953,1182,996,810,,,,,,,,,,,,,,,,,,,,,
SMD_1446,109,110,122,135,125,,,,,,,,,,,,,,,,,,,,,
SMD_1447,184,170,219,180,137,,,,,,,,,,,,,,,,,,,,,
SMD_1448,66,61,67,62,51,,,,,,,,,,,,,,,,,,,,,
SMD_1449,46,51,57,50,46,,,,,,,,,,,,,,,,,,,,,
SMD_1450,87,87,92,84,83,,,,,,,,,,,,,,,,,,,,,
SMD_1451,100,105,116,99,85,,,,,,,,,,,,,,,,,,,,,
SMD_1452,94,96,104,96,75,,,,,,,,,,,,,,,,,,,,,
SMD_1453,94,92,100,86,78,,,,,,,,,,,,,,,,,,,,,
SMD_1454,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1455,73,93,75,69,80,,,,,,,,,,,,,,,,,,,,,
SMD_1456,82,116,110,120,92,,,,,,,,,,,,,,,,,,,,,
SMD_1457,251,301,314,251,166,,,,,,,,,,,,,,,,,,,,,
SMD_1458,2,2,5,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_1459,37,30,36,46,30,,,,,,,,,,,,,,,,,,,,,
SMD_1460,23,18,24,25,21,,,,,,,,,,,,,,,,,,,,,
SMD_1461,12,13,13,12,13,,,,,,,,,,,,,,,,,,,,,
SMD_1462,24,24,26,27,27,,,,,,,,,,,,,,,,,,,,,
SMD_1463,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_1464,134,136,136,129,128,,,,,,,,,,,,,,,,,,,,,
SMD_1465,150,144,144,130,113,,,,,,,,,,,,,,,,,,,,,
SMD_1466,107,108,112,108,95,,,,,,,,,,,,,,,,,,,,,
SMD_1467,70,60,75,73,72,,,,,,,,,,,,,,,,,,,,,
SMD_1468,68,48,69,77,76,,,,,,,,,,,,,,,,,,,,,
SMD_1469,26,24,25,29,34,,,,,,,,,,,,,,,,,,,,,
SMD_1470,81,72,77,87,97,,,,,,,,,,,,,,,,,,,,,
SMD_1471,63,55,55,60,61,,,,,,,,,,,,,,,,,,,,,
SMD_1472,186,198,193,174,187,,,,,,,,,,,,,,,,,,,,,
SMD_1473,63,67,58,75,41,,,,,,,,,,,,,,,,,,,,,
SMD_1474,22,18,23,23,14,,,,,,,,,,,,,,,,,,,,,
SMD_1475,4,2,4,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_1476,5,8,6,6,6,,,,,,,,,,,,,,,,,,,,,
SMD_1477,54,68,55,49,60,,,,,,,,,,,,,,,,,,,,,
SMD_1478,47,60,41,39,46,,,,,,,,,,,,,,,,,,,,,
SMD_1479,10,12,10,9,11,,,,,,,,,,,,,,,,,,,,,
SMD_1480,64,77,54,50,53,,,,,,,,,,,,,,,,,,,,,
SMD_1481,6,6,7,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_1482,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_1483,7,6,4,5,5,,,,,,,,,,,,,,,,,,,,,
SMD_1484,19,23,21,25,18,,,,,,,,,,,,,,,,,,,,,
SMD_1485,18,22,21,22,19,,,,,,,,,,,,,,,,,,,,,
SMD_1486,32,38,37,32,29,,,,,,,,,,,,,,,,,,,,,
SMD_1487,10,10,8,8,8,,,,,,,,,,,,,,,,,,,,,
SMD_1488,5,8,5,7,5,,,,,,,,,,,,,,,,,,,,,
SMD_1489,6,10,6,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_1490,9,12,9,8,10,,,,,,,,,,,,,,,,,,,,,
SMD_1491,9,8,7,7,6,,,,,,,,,,,,,,,,,,,,,
SMD_1493,39,48,25,27,32,,,,,,,,,,,,,,,,,,,,,
SMD_1494,6,5,4,5,6,,,,,,,,,,,,,,,,,,,,,
SMD_1495,12,14,14,16,13,,,,,,,,,,,,,,,,,,,,,
SMD_1496,12,14,17,18,13,,,,,,,,,,,,,,,,,,,,,
SMD_1497,10,9,10,10,9,,,,,,,,,,,,,,,,,,,,,
SMD_1498,18,24,19,17,17,,,,,,,,,,,,,,,,,,,,,
SMD_1499,30,26,36,32,24,,,,,,,,,,,,,,,,,,,,,
SMD_1500,13,15,16,14,17,,,,,,,,,,,,,,,,,,,,,
SMD_1501,30,34,26,25,28,,,,,,,,,,,,,,,,,,,,,
SMD_1502,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_1504,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_1505,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_1506,52,84,42,50,63,,,,,,,,,,,,,,,,,,,,,
SMD_1507,93,121,77,76,88,,,,,,,,,,,,,,,,,,,,,
SMD_1508,46,57,31,39,49,,,,,,,,,,,,,,,,,,,,,
SMD_1509,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1510,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1511,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1512,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1513,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1514,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_1515,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1516,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1517,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1518,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1519,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1520,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1521,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1522,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1523,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1524,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1525,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1526,199,253,188,188,238,,,,,,,,,,,,,,,,,,,,,
SMD_1527,146,200,102,103,131,,,,,,,,,,,,,,,,,,,,,
SMD_1528,179,227,117,120,146,,,,,,,,,,,,,,,,,,,,,
SMD_1529,152,161,100,104,123,,,,,,,,,,,,,,,,,,,,,
SMD_1530,177,180,127,127,129,,,,,,,,,,,,,,,,,,,,,
SMD_1531,82,90,72,75,70,,,,,,,,,,,,,,,,,,,,,
SMD_1532,93,120,94,95,76,,,,,,,,,,,,,,,,,,,,,
SMD_1533,30,32,32,33,31,,,,,,,,,,,,,,,,,,,,,
SMD_1534,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1535,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1536,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1537,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1538,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1539,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1540,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1541,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1542,9,10,9,8,10,,,,,,,,,,,,,,,,,,,,,
SMD_1543,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,
SMD_1544,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1545,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1546,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1547,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1548,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1549,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_1550,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1551,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1552,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1553,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,
SMD_1555,5,6,3,5,6,,,,,,,,,,,,,,,,,,,,,
SMD_1556,11,16,11,14,15,,,,,,,,,,,,,,,,,,,,,
SMD_1557,6,6,5,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_1558,41,51,36,38,43,,,,,,,,,,,,,,,,,,,,,
SMD_1559,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1560,12,17,10,8,9,,,,,,,,,,,,,,,,,,,,,
SMD_1561,10,13,10,12,11,,,,,,,,,,,,,,,,,,,,,
SMD_1562,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1563,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1564,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1565,34,37,33,36,35,,,,,,,,,,,,,,,,,,,,,
SMD_1566,16,14,17,15,13,,,,,,,,,,,,,,,,,,,,,
SMD_1567,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1568,5,3,4,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_1569,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1570,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1571,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1572,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1573,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1574,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1575,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1576,3,2,2,3,1,,,,,,,,,,,,,,,,,,,,,
SMD_1577,11,11,9,6,9,,,,,,,,,,,,,,,,,,,,,
SMD_1578,17,12,16,16,11,,,,,,,,,,,,,,,,,,,,,
SMD_1579,25,34,25,22,26,,,,,,,,,,,,,,,,,,,,,
SMD_1580,28,31,30,25,36,,,,,,,,,,,,,,,,,,,,,
SMD_1581,38,46,40,39,40,,,,,,,,,,,,,,,,,,,,,
SMD_1582,150,105,155,178,156,,,,,,,,,,,,,,,,,,,,,
SMD_1583,94,78,102,101,83,,,,,,,,,,,,,,,,,,,,,
SMD_1584,116,86,113,117,96,,,,,,,,,,,,,,,,,,,,,
SMD_1585,87,69,81,92,86,,,,,,,,,,,,,,,,,,,,,
SMD_1586,10,10,11,9,8,,,,,,,,,,,,,,,,,,,,,
SMD_1587,11,11,9,11,9,,,,,,,,,,,,,,,,,,,,,
SMD_1588,43,47,57,44,39,,,,,,,,,,,,,,,,,,,,,
SMD_1589,311,331,324,308,243,,,,,,,,,,,,,,,,,,,,,
SMD_1590,308,358,347,311,244,,,,,,,,,,,,,,,,,,,,,
SMD_1591,7,7,7,5,7,,,,,,,,,,,,,,,,,,,,,
SMD_1592,3,2,1,3,0,,,,,,,,,,,,,,,,,,,,,
SMD_1593,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_1594,0,2,2,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_1595,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1596,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_1597,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_1598,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1599,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1600,2,2,1,3,1,,,,,,,,,,,,,,,,,,,,,
SMD_1601,3,4,1,5,2,,,,,,,,,,,,,,,,,,,,,
SMD_1602,3,5,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_1603,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_1604,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_1605,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1606,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_1607,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1608,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_1609,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_1610,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_1611,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_1612,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_1613,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_1614,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1615,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1616,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_1617,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_1618,114,133,101,102,113,,,,,,,,,,,,,,,,,,,,,
SMD_1619,170,193,147,124,160,,,,,,,,,,,,,,,,,,,,,
SMD_1620,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_1621,7,7,7,7,9,,,,,,,,,,,,,,,,,,,,,
SMD_1622,27,33,24,25,27,,,,,,,,,,,,,,,,,,,,,
SMD_1623,17,18,19,15,17,,,,,,,,,,,,,,,,,,,,,
SMD_1624,32,51,44,31,44,,,,,,,,,,,,,,,,,,,,,
SMD_1625,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1626,147,158,163,135,171,,,,,,,,,,,,,,,,,,,,,
SMD_1627,138,147,95,87,114,,,,,,,,,,,,,,,,,,,,,
SMD_1628,455,589,416,334,349,,,,,,,,,,,,,,,,,,,,,
SMD_1629,577,618,631,520,582,,,,,,,,,,,,,,,,,,,,,
SMD_1630,1094,1181,864,709,914,,,,,,,,,,,,,,,,,,,,,
SMD_1631,3,1,3,5,1,,,,,,,,,,,,,,,,,,,,,
SMD_1632,453,520,288,233,289,,,,,,,,,,,,,,,,,,,,,
SMD_1633,178,171,139,124,121,,,,,,,,,,,,,,,,,,,,,
SMD_1634,78,88,73,64,67,,,,,,,,,,,,,,,,,,,,,
SMD_1635,38,43,37,34,32,,,,,,,,,,,,,,,,,,,,,
SMD_1636,36,30,40,40,36,,,,,,,,,,,,,,,,,,,,,
SMD_1637,57,35,54,47,41,,,,,,,,,,,,,,,,,,,,,
SMD_1638,35,29,39,35,49,,,,,,,,,,,,,,,,,,,,,
SMD_1639,142,144,156,139,159,,,,,,,,,,,,,,,,,,,,,
SMD_1640,22,23,19,22,24,,,,,,,,,,,,,,,,,,,,,
SMD_1641,9,14,8,11,12,,,,,,,,,,,,,,,,,,,,,
SMD_1642,192,166,183,163,190,,,,,,,,,,,,,,,,,,,,,
SMD_1643,381,371,371,325,345,,,,,,,,,,,,,,,,,,,,,
SMD_1644,292,271,338,334,290,,,,,,,,,,,,,,,,,,,,,
SMD_1645,351,332,425,369,314,,,,,,,,,,,,,,,,,,,,,
SMD_1646,24,26,33,33,31,,,,,,,,,,,,,,,,,,,,,
SMD_1647,81,86,109,96,75,,,,,,,,,,,,,,,,,,,,,
SMD_1648,219,228,259,232,191,,,,,,,,,,,,,,,,,,,,,
SMD_1649,279,330,271,301,414,,,,,,,,,,,,,,,,,,,,,
SMD_1650,1,1,0,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_1651,239,249,256,243,228,,,,,,,,,,,,,,,,,,,,,
SMD_1652,212,262,222,216,205,,,,,,,,,,,,,,,,,,,,,
SMD_1653,87,103,93,106,94,,,,,,,,,,,,,,,,,,,,,
SMD_1654,31,29,40,34,30,,,,,,,,,,,,,,,,,,,,,
SMD_1655,371,461,420,394,380,,,,,,,,,,,,,,,,,,,,,
SMD_1656,368,424,416,391,362,,,,,,,,,,,,,,,,,,,,,
SMD_1657,179,143,178,207,211,,,,,,,,,,,,,,,,,,,,,
SMD_1658,90,67,94,99,93,,,,,,,,,,,,,,,,,,,,,
SMD_1659,71,64,86,80,75,,,,,,,,,,,,,,,,,,,,,
SMD_1660,46,46,44,46,47,,,,,,,,,,,,,,,,,,,,,
SMD_1661,357,337,383,333,331,,,,,,,,,,,,,,,,,,,,,
SMD_1662,179,167,183,191,199,,,,,,,,,,,,,,,,,,,,,
SMD_1663,260,264,281,256,228,,,,,,,,,,,,,,,,,,,,,
SMD_1664,245,242,244,236,242,,,,,,,,,,,,,,,,,,,,,
SMD_1665,45,37,41,42,37,,,,,,,,,,,,,,,,,,,,,
SMD_1666,274,231,260,258,254,,,,,,,,,,,,,,,,,,,,,
SMD_1667,346,301,343,317,346,,,,,,,,,,,,,,,,,,,,,
SMD_1668,218,233,242,200,211,,,,,,,,,,,,,,,,,,,,,
SMD_1669,258,322,244,243,284,,,,,,,,,,,,,,,,,,,,,
SMD_1670,99,109,94,88,93,,,,,,,,,,,,,,,,,,,,,
SMD_1671,82,80,92,98,89,,,,,,,,,,,,,,,,,,,,,
SMD_1672,43,37,46,52,49,,,,,,,,,,,,,,,,,,,,,
SMD_1673,370,466,372,422,348,,,,,,,,,,,,,,,,,,,,,
SMD_1674,209,231,213,229,249,,,,,,,,,,,,,,,,,,,,,
SMD_1675,117,131,121,117,128,,,,,,,,,,,,,,,,,,,,,
SMD_1676,31,30,24,27,34,,,,,,,,,,,,,,,,,,,,,
SMD_1677,169,168,169,163,166,,,,,,,,,,,,,,,,,,,,,
SMD_1678,552,680,527,491,529,,,,,,,,,,,,,,,,,,,,,
SMD_1679,274,272,208,230,256,,,,,,,,,,,,,,,,,,,,,
SMD_1680,274,271,268,271,271,,,,,,,,,,,,,,,,,,,,,
SMD_1681,440,480,504,474,320,,,,,,,,,,,,,,,,,,,,,
SMD_1682,435,505,504,492,373,,,,,,,,,,,,,,,,,,,,,
SMD_1683,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,
SMD_1684,11,10,7,6,10,,,,,,,,,,,,,,,,,,,,,
SMD_1685,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_1686,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_1687,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_1688,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_1689,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_1690,13,13,8,9,11,,,,,,,,,,,,,,,,,,,,,
SMD_1691,71,67,46,31,33,,,,,,,,,,,,,,,,,,,,,
SMD_1692,417,444,285,226,302,,,,,,,,,,,,,,,,,,,,,
SMD_1693,518,516,412,371,440,,,,,,,,,,,,,,,,,,,,,
SMD_1694,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1695,8,8,6,7,10,,,,,,,,,,,,,,,,,,,,,
SMD_1696,12,17,12,11,12,,,,,,,,,,,,,,,,,,,,,
SMD_1697,6,12,10,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_1698,12,14,11,12,14,,,,,,,,,,,,,,,,,,,,,
SMD_1699,524,581,582,483,404,,,,,,,,,,,,,,,,,,,,,
SMD_1700,959,1174,1038,940,738,,,,,,,,,,,,,,,,,,,,,
SMD_1701,380,374,382,376,283,,,,,,,,,,,,,,,,,,,,,
SMD_1702,35,30,25,32,38,,,,,,,,,,,,,,,,,,,,,
SMD_1703,74,63,65,70,81,,,,,,,,,,,,,,,,,,,,,
SMD_1704,48,44,46,36,42,,,,,,,,,,,,,,,,,,,,,
SMD_1705,93,84,74,69,81,,,,,,,,,,,,,,,,,,,,,
SMD_1706,182,200,149,149,145,,,,,,,,,,,,,,,,,,,,,
SMD_1707,264,303,260,230,284,,,,,,,,,,,,,,,,,,,,,
SMD_1708,349,332,340,357,425,,,,,,,,,,,,,,,,,,,,,
SMD_1709,101,98,94,120,149,,,,,,,,,,,,,,,,,,,,,
SMD_1710,372,458,387,380,406,,,,,,,,,,,,,,,,,,,,,
SMD_1711,410,383,440,397,305,,,,,,,,,,,,,,,,,,,,,
SMD_1712,9,11,9,11,10,,,,,,,,,,,,,,,,,,,,,
SMD_1713,25,38,40,33,37,,,,,,,,,,,,,,,,,,,,,
SMD_1714,170,148,206,193,165,,,,,,,,,,,,,,,,,,,,,
SMD_1715,61,37,71,74,69,,,,,,,,,,,,,,,,,,,,,
SMD_1716,191,169,205,205,190,,,,,,,,,,,,,,,,,,,,,
SMD_1717,206,194,213,207,194,,,,,,,,,,,,,,,,,,,,,
SMD_1718,387,370,418,388,291,,,,,,,,,,,,,,,,,,,,,
SMD_1719,242,249,263,248,228,,,,,,,,,,,,,,,,,,,,,
SMD_1720,97,94,62,53,94,,,,,,,,,,,,,,,,,,,,,
SMD_1721,102,79,86,71,117,,,,,,,,,,,,,,,,,,,,,
SMD_1722,337,355,372,337,322,,,,,,,,,,,,,,,,,,,,,
SMD_1723,115,105,126,109,88,,,,,,,,,,,,,,,,,,,,,
SMD_1724,178,178,181,164,152,,,,,,,,,,,,,,,,,,,,,
SMD_1725,49,50,49,45,46,,,,,,,,,,,,,,,,,,,,,
SMD_1726,50,42,39,42,44,,,,,,,,,,,,,,,,,,,,,
SMD_1727,106,95,58,57,74,,,,,,,,,,,,,,,,,,,,,
SMD_1728,100,97,49,61,81,,,,,,,,,,,,,,,,,,,,,
SMD_1729,107,121,88,90,118,,,,,,,,,,,,,,,,,,,,,
SMD_1730,65,70,60,46,67,,,,,,,,,,,,,,,,,,,,,
SMD_1731,71,61,70,72,68,,,,,,,,,,,,,,,,,,,,,
SMD_1732,694,777,815,732,641,,,,,,,,,,,,,,,,,,,,,
SMD_1733,442,451,498,455,445,,,,,,,,,,,,,,,,,,,,,
SMD_1734,758,767,870,822,813,,,,,,,,,,,,,,,,,,,,,
SMD_1735,861,943,979,874,744,,,,,,,,,,,,,,,,,,,,,
SMD_1736,188,217,219,192,163,,,,,,,,,,,,,,,,,,,,,
SMD_1737,41,38,44,49,48,,,,,,,,,,,,,,,,,,,,,
SMD_1738,118,142,107,108,120,,,,,,,,,,,,,,,,,,,,,
SMD_1739,103,117,84,84,98,,,,,,,,,,,,,,,,,,,,,
SMD_1740,36,31,29,28,27,,,,,,,,,,,,,,,,,,,,,
SMD_1741,138,127,150,135,128,,,,,,,,,,,,,,,,,,,,,
SMD_1742,54,39,50,64,56,,,,,,,,,,,,,,,,,,,,,
SMD_1743,77,62,81,99,92,,,,,,,,,,,,,,,,,,,,,
SMD_1744,7,7,10,9,11,,,,,,,,,,,,,,,,,,,,,
SMD_1745,183,255,198,253,265,,,,,,,,,,,,,,,,,,,,,
SMD_1746,31,22,31,38,41,,,,,,,,,,,,,,,,,,,,,
SMD_1747,172,138,164,171,159,,,,,,,,,,,,,,,,,,,,,
SMD_1748,1037,1248,1194,1084,1026,,,,,,,,,,,,,,,,,,,,,
SMD_1749,408,422,419,393,383,,,,,,,,,,,,,,,,,,,,,
SMD_1750,168,164,175,165,159,,,,,,,,,,,,,,,,,,,,,
SMD_1751,107,124,92,85,93,,,,,,,,,,,,,,,,,,,,,
SMD_1752,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_1753,15,19,13,14,13,,,,,,,,,,,,,,,,,,,,,
SMD_1754,30,39,23,22,26,,,,,,,,,,,,,,,,,,,,,
SMD_1755,114,90,118,134,113,,,,,,,,,,,,,,,,,,,,,
SMD_1756,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1757,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_1758,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1759,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_1760,7,9,9,10,11,,,,,,,,,,,,,,,,,,,,,
SMD_1761,122,146,119,164,144,,,,,,,,,,,,,,,,,,,,,
SMD_1762,13,18,15,19,17,,,,,,,,,,,,,,,,,,,,,
SMD_1763,2,1,2,3,1,,,,,,,,,,,,,,,,,,,,,
SMD_1764,3,3,5,6,5,,,,,,,,,,,,,,,,,,,,,
SMD_1765,3,4,5,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_1766,6,6,8,9,6,,,,,,,,,,,,,,,,,,,,,
SMD_1767,4,3,5,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_1768,11,13,7,9,9,,,,,,,,,,,,,,,,,,,,,
SMD_1769,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_1770,20,18,18,14,25,,,,,,,,,,,,,,,,,,,,,
SMD_1771,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_1772,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_1773,5,5,3,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_1774,3,4,2,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_1775,15,16,12,12,14,,,,,,,,,,,,,,,,,,,,,
SMD_1776,6,8,3,3,6,,,,,,,,,,,,,,,,,,,,,
SMD_1777,46,56,40,40,57,,,,,,,,,,,,,,,,,,,,,
SMD_1778,5,5,7,6,5,,,,,,,,,,,,,,,,,,,,,
SMD_1779,131,160,135,130,128,,,,,,,,,,,,,,,,,,,,,
SMD_1780,24,26,21,22,25,,,,,,,,,,,,,,,,,,,,,
SMD_1781,44,66,35,37,47,,,,,,,,,,,,,,,,,,,,,
SMD_1782,45191,58590,48131,45968,46506,,,,,,,,,,,,,,,,,,,,,
SMD_1783,9,6,6,8,11,,,,,,,,,,,,,,,,,,,,,
SMD_1784,74,53,64,69,77,,,,,,,,,,,,,,,,,,,,,
SMD_1785,154,162,174,149,149,,,,,,,,,,,,,,,,,,,,,
SMD_1786,55,58,64,72,60,,,,,,,,,,,,,,,,,,,,,
SMD_1787,456,555,463,427,426,,,,,,,,,,,,,,,,,,,,,
