,273_lact_rep1,273_lact_rep2,273_scfm_rep1,273_scfm_rep2,275_lact_rep1,275_lact_rep2,275_scfm_rep1,275_scfm_rep2,K297A_lact_rep1,K297A_lact_rep2,K297A_scfm_rep1,K297A_scfm_rep2
SMLT_RS08100,218,215,217,258,451,412,332,202,2149,2178,630,662
SMLT_RS08105,161,131,152,166,102,91,201,71,222,204,161,139
SMLT_RS08115,35,24,10,20,21,15,20,2,43,42,7,16
SMLT_RS08120,4459,3616,1252,1484,1240,1305,1394,359,3067,3244,1307,1230
SMLT_RS08125,424,411,1005,1295,1684,380,866,367,3901,2581,1107,935
SMLT_RS08130,623,620,924,1190,1426,430,727,261,4776,2759,1136,889
SMLT_RS08135,735,866,1490,1684,834,659,1634,489,2936,2152,1006,997
SMLT_RS08140,2919,3151,13165,16874,8292,3794,15532,5308,33289,16598,8862,8559
SMLT_RS08150,354,350,1610,1438,1200,589,1838,1324,2842,2304,1413,1725
SMLT_RS08155,1636,1620,1780,1719,1803,1523,1754,1236,2909,2699,1569,1897
SMLT_RS08170,407,461,428,598,394,374,321,280,456,394,498,575
SMLT_RS08175,384,391,343,410,338,303,267,116,320,306,381,377
SMLT_RS08180,267,271,482,483,233,187,496,138,381,458,440,437
SMLT_RS08185,611,588,866,1157,525,423,1458,486,686,883,680,679
SMLT_RS08190,86,94,382,688,166,200,344,259,275,285,342,299
SMLT_RS08195,261,374,491,361,905,517,94,51,151,147,69,92
SMLT_RS08200,794,1512,676,610,994,1021,463,166,1423,1528,757,668
SMLT_RS08210,4873,6232,11295,10147,7239,2710,8697,4894,1448,972,5980,7064
SMLT_RS08215,2207,2855,6370,6091,3293,1428,3712,1780,963,813,4449,4986
SMLT_RS08220,664,655,155,257,310,338,105,27,223,201,65,88
SMLT_RS08225,146,125,116,146,125,114,123,61,130,144,204,148
SMLT_RS08230,7924,8995,5942,6291,8793,7017,4758,3516,5619,4876,5575,6183
SMLT_RS08240,7997,8679,9152,9443,7195,6665,8751,6728,8089,6773,9010,8522
SMLT_RS08245,3611,3521,3677,4536,3992,3823,3992,3084,4052,4073,4838,4229
SMLT_RS08250,276,342,456,480,349,338,407,264,425,428,675,592
SMLT_RS08260,14541,16558,11706,13893,18544,16039,9664,6198,13205,10730,11111,11430
SMLT_RS08265,5762,6266,4267,5203,5642,4693,3771,2929,5821,4660,4609,4778
SMLT_RS08270,1804,2018,1829,2317,1557,1420,1116,701,2137,1955,1814,1847
SMLT_RS08275,935,923,1261,1294,703,659,611,342,884,924,1032,1060
SMLT_RS08280,1442,1592,1938,2285,1142,1063,991,784,2029,1799,1856,1975
SMLT_RS08285,334,287,259,266,376,337,314,145,504,486,247,240
SMLT_RS08290,2786,2683,4785,5591,2465,2046,4134,1987,3189,2873,4022,3696
SMLT_RS08295,1057,1049,2296,2718,924,877,1483,1026,1303,1285,2012,1912
SMLT_RS08300,1521,1535,3324,3439,1453,1430,1973,1251,1914,1887,2947,2764
SMLT_RS08315,531,755,861,805,464,410,496,255,684,594,665,655
SMLT_RS08320,1431,1907,2136,1966,1882,1496,2114,1121,1850,1408,1644,1503
SMLT_RS08325,4477,4780,3778,4030,4331,3600,3858,1618,4872,4792,2678,2569
SMLT_RS08330,34790,40510,22604,25469,32454,30742,16371,10931,26890,27079,14627,13213
SMLT_RS08335,230,289,253,392,270,257,261,139,255,364,285,241
SMLT_RS08345,1231,1172,1360,1606,690,632,823,552,1666,1664,1325,1391
SMLT_RS08350,517,553,644,646,360,393,438,216,823,742,623,612
SMLT_RS08355,3247,2988,3378,4547,2405,2112,4660,2084,5065,5060,3382,3358
SMLT_RS08360,2083,2204,4427,6536,1213,1288,2977,1964,5252,4907,4685,4192
SMLT_RS08370,927,981,676,788,1301,1129,699,434,1398,1494,588,590
SMLT_RS08380,8789,10011,10554,12102,9753,8669,11065,6662,27618,25595,20583,17699
SMLT_RS08385,822,875,989,1100,710,644,807,627,2549,2382,1671,1435
SMLT_RS08390,12844,13652,15308,18272,14721,12898,13737,9797,14775,13966,14185,14268
SMLT_RS08395,5016,4779,4847,4301,4776,3366,3879,1920,4567,4929,4828,4040
SMLT_RS22605,8,6,4,0,739,637,757,203,22,24,13,9
SMLT_RS08405,61,64,59,51,84,41,63,24,137,141,71,97
SMLT_RS08410,2050,2113,556,716,1215,902,300,136,1819,1384,470,396
SMLT_RS08415,237,219,179,242,122,129,118,90,325,309,210,181
SMLT_RS08430,18,15,9,7,11,12,6,3,256,260,54,12
SMLT_RS08440,62,57,31,45,54,69,21,16,449,588,98,45
SMLT_RS08450,100,121,638,809,276,128,800,515,3641,2923,1789,1528
SMLT_RS08455,333,399,2962,3338,2586,505,3472,1969,9601,5151,4086,2893
SMLT_RS08460,836,966,3211,4912,2124,1070,4184,1573,15385,7617,5245,3760
SMLT_RS08465,4429,3505,355,604,864,3650,162,147,1556,1818,354,283
SMLT_RS08470,166,123,77,78,347,310,214,122,171,192,74,48
SMLT_RS08475,1267,1766,638,649,2034,1474,86,49,2659,2465,236,148
SMLT_RS08480,90,89,47,62,101,98,67,25,292,333,70,91
SMLT_RS08485,151,149,92,107,167,107,91,46,181,155,91,93
SMLT_RS22610,768,772,1178,1495,532,492,796,507,1034,1036,931,914
SMLT_RS08520,1177,1145,1310,1733,764,705,1330,519,1937,1563,1531,1415
SMLT_RS08525,294,344,399,439,267,275,246,233,788,745,448,436
SMLT_RS08530,1387,1585,1838,1723,1696,1511,1294,874,3006,2606,1490,1550
SMLT_RS08535,3893,4349,5589,6375,6224,5230,4925,3781,9131,7550,5500,5154
SMLT_RS08540,1549,1699,1923,2081,2597,1806,3065,1035,3625,2939,2450,2177
SMLT_RS08550,2584,2924,2778,3706,3360,2836,2666,1480,3170,2794,2611,2372
SMLT_RS08555,3556,3621,5183,5223,3672,2903,4599,1722,3295,2952,3559,2871
SMLT_RS08560,413,463,646,621,334,238,880,258,318,240,589,579
SMLT_RS08565,790,896,548,537,757,680,361,208,1653,1547,436,561
SMLT_RS08580,439,507,843,941,391,354,460,364,685,733,810,888
SMLT_RS08585,2217,2388,3391,3872,1996,1820,2838,2306,2484,2246,2878,3142
SMLT_RS08590,1479,1609,2479,2744,1299,1246,1819,1291,1839,1797,2364,2397
SMLT_RS08600,3976,4353,5346,5452,3699,3240,4022,2244,2704,2432,4273,4138
SMLT_RS08605,5205,5751,7258,7701,6556,5572,6187,3675,5510,5093,6806,6704
SMLT_RS08610,1751,1748,2764,2953,1308,824,1776,974,4026,2405,2650,2280
SMLT_RS08615,1825,1712,2185,2287,1264,831,2097,831,4547,2712,2872,2755
SMLT_RS08620,3791,4230,5039,5712,4300,3655,4252,2442,5892,5390,5824,5172
SMLT_RS08625,1405,1421,1194,1168,1312,1108,1219,481,2183,2049,1336,1362
SMLT_RS08630,4127,3979,2945,3219,3088,2970,2302,2063,7355,5895,3123,3114
SMLT_RS08635,1797,1803,2267,2685,2086,1718,850,635,1679,1648,1328,1632
SMLT_RS08640,4794,5497,6558,7737,7069,5940,2400,2118,5416,4674,3868,4797
SMLT_RS08645,1983,2365,2516,3029,2485,2055,943,735,2273,1924,1662,1958
SMLT_RS08650,3355,3895,4308,5382,4229,3508,1965,1419,3778,3204,2893,3556
SMLT_RS08660,1677,1548,1555,1881,1633,1255,2052,1280,941,1014,922,772
SMLT_RS08665,889,1004,994,1046,766,658,635,372,987,1032,768,865
SMLT_RS08670,5038,5166,8468,9408,4805,3299,6857,2135,5051,4748,6241,6538
SMLT_RS08675,3156,3800,6990,7738,3657,3055,4219,2670,3627,3082,4216,4592
SMLT_RS08680,23589,26089,44695,48369,26642,20729,32199,22145,31771,26007,32553,36475
SMLT_RS08685,16241,17182,32360,35108,16230,12049,22906,12234,19985,16998,25820,26232
SMLT_RS08690,558,552,1483,1513,629,549,1343,811,774,741,1390,1428
SMLT_RS08700,2259,2441,3086,3681,1606,1469,2744,1331,1893,1798,2051,1764
SMLT_RS08705,829,920,1468,1585,606,520,798,465,943,996,925,818
SMLT_RS08710,1512,1410,596,554,427,380,178,92,771,740,195,168
SMLT_RS08715,430,579,730,635,175,132,213,58,325,219,361,474
SMLT_RS08720,823,1040,1734,1938,1004,850,1210,828,983,813,1465,1602
SMLT_RS08725,2131,2488,4241,4930,2859,2173,2818,1834,2420,2159,3826,3717
SMLT_RS08730,721,682,264,279,191,137,167,117,156,165,208,184
SMLT_RS08735,1646,1797,11429,19789,3901,3610,10941,7069,3956,3377,17172,14569
SMLT_RS08740,259,257,260,295,381,386,324,213,329,332,293,265
SMLT_RS08745,1844,1998,1945,1956,1584,1393,1789,771,2582,2447,2212,2331
SMLT_RS08750,9845,9504,12233,12543,7247,5904,11078,5350,10178,7726,11165,9453
SMLT_RS08755,3277,3567,3986,4505,2779,2380,3742,3214,4452,3126,3121,3290
SMLT_RS08760,7179,7421,7057,8064,5332,4822,5177,3629,7685,6606,5988,5944
SMLT_RS08765,764,1532,1295,966,3238,2085,1162,607,1592,1928,1356,1076
SMLT_RS08770,438,452,152,120,1083,681,79,39,165,131,37,30
SMLT_RS22620,299,312,182,239,261,185,456,163,438,424,301,297
SMLT_RS08780,855,1016,668,875,692,572,930,683,1104,1054,638,625
SMLT_RS08785,998,1031,1409,1452,798,756,733,463,1112,1048,1285,1132
SMLT_RS08800,119,151,102,103,147,152,119,27,7446,6909,1474,115
SMLT_RS08805,195,187,117,130,478,380,112,57,3393,3528,619,69
SMLT_RS08820,8889,10533,6672,6959,16658,10147,4545,2669,5624,4599,1982,1393
SMLT_RS08825,1441,1735,1200,1091,1682,1425,1140,754,2350,2596,1136,1167
SMLT_RS08835,20,18,30,46,29,51,47,38,158,193,86,101
SMLT_RS08845,81,71,84,98,105,103,154,69,601,671,366,429
SMLT_RS08860,636,559,173,193,1132,855,225,99,526,546,129,119
SMLT_RS08885,237,191,190,193,173,126,65,73,250,193,65,64
SMLT_RS08890,589,613,505,529,544,398,225,122,683,536,196,205
SMLT_RS08895,743,613,410,504,710,540,383,191,611,564,421,354
SMLT_RS08900,132,125,60,41,250,193,209,43,350,323,84,126
SMLT_RS09575,1038,1667,258,212,736,867,177,102,2569,3568,226,216
SMLT_RS09580,1992,1966,3040,3161,1326,1168,3516,1411,2066,2018,3019,2464
SMLT_RS09585,831,849,649,697,799,766,747,381,891,874,610,571
SMLT_RS09590,139,132,147,157,104,118,80,55,147,161,115,105
SMLT_RS09595,7073,8793,5488,5473,6941,5979,4902,2309,5765,5016,4260,4083
SMLT_RS09600,11915,11143,9735,7385,12494,8290,10060,6589,10338,9147,7251,6881
SMLT_RS09605,110,127,143,162,52,38,18,13,202,184,135,166
SMLT_RS09610,157,213,632,927,218,191,162,88,326,316,388,345
SMLT_RS09615,1439,1500,1430,1700,1953,1773,1573,1250,3198,3099,2201,2170
SMLT_RS09620,455,473,442,673,619,541,759,526,1232,1193,658,571
SMLT_RS09625,708,814,1752,3078,1555,1563,2686,1663,1841,1893,2739,2061
SMLT_RS09630,7667,9930,40278,58456,21574,20605,47448,36314,30764,32059,51866,47828
SMLT_RS09635,662,804,5678,6796,1690,1695,4415,2913,2330,2777,6873,6492
SMLT_RS09645,80,85,66,59,53,61,16,3,299,203,81,69
SMLT_RS09650,896,906,1064,1195,811,769,618,342,1125,994,1205,1261
SMLT_RS09655,600,693,993,1046,523,596,629,427,1093,1165,1270,1227
SMLT_RS09660,1492,1733,690,556,2997,1324,128,73,235,197,119,91
SMLT_RS09665,412,460,995,1135,593,655,878,475,756,848,994,901
SMLT_RS09670,494,511,549,651,381,368,781,395,696,676,524,566
SMLT_RS09675,1135,989,524,646,623,618,332,170,892,796,440,394
SMLT_RS09690,1482,1777,2228,2344,1517,1341,1798,1527,1000,1126,1886,1567
SMLT_RS09695,12281,15785,8734,9917,22705,19904,8437,5623,10646,8324,4718,4928
SMLT_RS09700,960,1022,1679,1749,1432,1080,1322,851,1028,1129,1475,1564
SMLT_RS09705,1603,1982,3063,3034,1401,1203,1721,1441,1472,1196,1946,1980
SMLT_RS09710,5990,6293,6597,6000,5128,4021,5154,2884,3094,2673,4477,4596
SMLT_RS09715,15538,18410,23672,21823,16553,12845,16147,9629,10942,8531,20675,21036
SMLT_RS09720,6304,7038,7821,8295,5585,4385,6288,3093,5212,4754,9678,8466
SMLT_RS09725,11344,10040,5570,6059,14279,11877,7676,4313,10019,8639,7607,6625
SMLT_RS09730,2560,2565,2620,3039,2837,2348,1942,1030,3576,2638,2991,2882
SMLT_RS09735,642,749,2228,1969,557,472,705,577,438,381,1363,1671
SMLT_RS09740,399,368,1073,1096,583,445,1213,692,186,204,797,778
SMLT_RS09750,299,347,280,324,421,352,428,155,500,425,386,470
SMLT_RS09755,16001,14610,26269,19581,9083,7929,15505,7272,11501,18384,18375,15246
SMLT_RS09765,231,276,495,755,549,521,477,235,717,777,578,486
SMLT_RS09775,1842,1973,2905,2680,1829,1769,1604,1241,1756,1790,2569,2865
SMLT_RS09780,466,662,398,223,1201,1495,55,48,479,740,140,121
SMLT_RS09785,54,68,62,91,133,96,84,49,145,114,73,60
SMLT_RS09790,3139,3517,8145,9135,2791,2556,5972,3944,3387,3305,7901,8096
SMLT_RS09795,951,1236,665,797,1861,1431,753,387,1524,1206,482,449
SMLT_RS09800,1401,1733,759,935,2786,2127,934,546,2462,1942,551,699
SMLT_RS09805,31377,31201,7162,8315,20881,23143,3290,2202,1090,845,141,136
SMLT_RS09815,30025,31120,9285,12200,13239,14679,2125,1651,874,686,159,240
SMLT_RS09825,1116,1296,1257,1450,981,1009,996,556,655,577,978,968
SMLT_RS09830,2832,3039,2924,3556,1993,1867,2056,1310,1624,1594,2232,2280
SMLT_RS09835,2368,2838,3646,3949,2657,1924,2802,1910,3025,2116,4219,4361
SMLT_RS09840,1152,1277,1455,1452,1175,879,960,736,1487,870,1673,1963
SMLT_RS09845,5702,5674,8946,7370,2370,1595,6001,1564,2350,2594,6387,5713
SMLT_RS09850,8258,10059,8706,9539,9557,8363,8891,3444,6178,6635,9829,8633
SMLT_RS09855,106617,143015,123028,130293,143722,122259,121926,70417,97017,88991,141511,134276
SMLT_RS09860,1827,2320,1572,1546,2351,1788,1471,755,1673,1543,1628,1500
SMLT_RS09865,2169,2183,1218,1129,2057,1474,1030,566,1659,1353,1183,1178
SMLT_RS09870,4476,5007,3798,3983,4346,3410,2449,1671,5106,4880,3883,3695
SMLT_RS09875,1303,1357,1157,1092,2073,1487,856,321,1525,1711,1269,1208
SMLT_RS09885,7396,10550,7122,6992,23489,15818,4930,3794,7457,6928,4667,4334
SMLT_RS09890,3631,4869,48058,58340,4071,3542,11583,2966,5366,4065,14457,15553
SMLT_RS09895,4736,6610,52323,66713,5117,4504,10786,3641,5503,3817,15194,16240
SMLT_RS09900,592,882,3657,4812,454,328,1059,714,481,365,1307,1428
SMLT_RS09905,2856,3200,8009,6864,4007,3288,7959,4250,2686,2307,7755,8035
SMLT_RS09910,4313,4042,6614,5677,4469,3340,5724,2576,3626,2942,5932,5875
SMLT_RS09915,1689,1503,1757,1615,1660,1392,1720,663,1187,1269,1277,1284
SMLT_RS09920,6858,6752,5415,5034,8505,6597,4834,2206,5338,5186,4130,3898
SMLT_RS09925,6358,6570,8048,8115,7253,6205,6458,5352,4872,5176,6445,5808
SMLT_RS09935,3229,3966,5806,5575,4009,3801,3633,2523,5595,5343,6749,7559
SMLT_RS09940,9,11,8,16,5,0,8,4,26,39,10,7
SMLT_RS09945,15,11,10,8,5,10,4,0,23,26,6,4
SMLT_RS09950,156,182,97,90,202,190,103,45,381,347,111,134
SMLT_RS09955,343,354,488,526,244,245,417,217,601,615,617,568
SMLT_RS09960,1047,1075,890,899,919,765,500,341,2237,2215,819,874
SMLT_RS09965,559,587,806,946,592,580,669,606,1327,1263,942,1030
SMLT_RS09970,20281,21268,27536,25916,11501,9489,18202,13204,13851,11530,28884,28944
SMLT_RS09975,8905,10507,9438,9215,5098,4147,9312,5447,6933,5178,12138,12942
SMLT_RS10000,50,69,55,75,106,95,90,59,384,356,102,105
SMLT_RS10005,98,76,34,44,38,38,24,17,88,81,28,56
SMLT_RS10020,284,252,87,139,132,112,134,66,609,596,251,245
SMLT_RS10025,201,263,12,18,0,0,0,0,284,251,15,12
SMLT_RS10050,315,402,122,149,236,355,80,53,1454,1085,257,271
SMLT_RS10055,739,823,271,312,251,410,84,35,2432,1819,514,519
SMLT_RS10060,333,305,153,139,12,6,14,0,471,415,122,126
SMLT_RS10065,5707,4477,2714,3456,1021,903,1353,1106,11253,6093,3542,2878
SMLT_RS10070,399,393,362,409,162,176,314,172,819,768,478,503
SMLT_RS10075,12,10,4,9,5,2,3,7,9,10,7,5
SMLT_RS10090,206,236,136,211,40,20,27,4,37,44,15,21
SMLT_RS10095,15,20,12,18,22,37,12,9,144,163,60,50
SMLT_RS10100,13,8,4,1,11,11,4,1,18,28,0,9
SMLT_RS10110,12,19,4,16,17,20,7,3,36,43,11,12
SMLT_RS10115,39,32,20,27,45,35,13,14,84,119,21,31
SMLT_RS10120,19,33,23,18,51,50,23,6,101,110,20,29
SMLT_RS10125,3,2,1,6,19,27,5,6,30,27,8,4
SMLT_RS22670,35,37,26,24,36,48,21,9,148,166,45,43
SMLT_RS10135,41,40,10,25,37,35,16,9,85,85,14,24
SMLT_RS10140,3586,2912,308,498,4872,3725,655,393,1609,1056,225,218
SMLT_RS10150,109,115,175,310,161,106,121,47,251,219,122,132
SMLT_RS10155,248,289,610,958,278,218,985,430,828,915,770,802
SMLT_RS10165,238,213,243,255,506,385,1094,342,443,342,251,270
SMLT_RS10170,68,69,39,25,69,72,47,18,165,195,39,54
SMLT_RS10175,192,191,113,133,182,210,125,132,330,325,109,92
SMLT_RS10180,537,433,98,136,202,232,106,61,402,463,102,84
SMLT_RS10185,1031,926,291,291,377,330,203,72,567,659,191,170
SMLT_RS10190,29,24,20,21,38,38,29,21,183,198,42,45
SMLT_RS10195,767,745,293,390,113,151,217,143,824,824,210,201
SMLT_RS10200,11,6,6,16,4,2,22,22,30,44,24,25
SMLT_RS10205,231,213,168,264,71,49,70,38,194,190,78,56
SMLT_RS10210,168,186,168,204,48,42,56,43,136,157,40,56
SMLT_RS10215,16388,16064,5513,9048,1525,1221,1321,752,1415,1509,949,841
SMLT_RS10380,2521,3121,3678,4320,2949,2638,3221,2247,3386,3599,3217,3462
SMLT_RS10385,3753,4825,2082,1129,6873,4554,171,177,9695,9558,20,40
SMLT_RS10390,1740,3184,1422,1681,5002,4152,185,180,13453,14138,18,52
SMLT_RS10395,3291,7102,3976,4397,4316,3290,173,102,26464,27340,48,48
SMLT_RS10400,2054,4311,2410,2595,9131,6732,228,177,27215,28111,42,41
SMLT_RS10405,4763,9237,5150,5173,14787,9317,381,269,35585,35227,51,51
SMLT_RS10410,1254,2487,1299,1345,432,361,21,2,11217,12812,16,24
SMLT_RS10415,542,1068,639,675,3165,2444,84,59,8596,11179,12,18
SMLT_RS10420,1786,3233,1809,2145,2600,2018,102,32,13373,17841,29,32
SMLT_RS10425,2117,3733,2024,1864,1352,933,48,12,7795,10754,29,25
SMLT_RS10435,337,338,282,327,266,241,218,128,629,661,363,266
SMLT_RS10440,445,442,504,602,376,359,308,254,1384,1367,698,689
SMLT_RS10445,636,741,665,903,490,497,327,334,1884,1479,639,685
SMLT_RS10450,295,272,334,418,412,358,249,141,556,421,174,198
SMLT_RS10455,255,282,718,886,1165,1041,1526,1039,1164,645,1700,1856
SMLT_RS10460,465,475,455,682,770,702,686,348,1851,1673,766,731
SMLT_RS10465,135,120,121,158,143,144,154,72,414,375,236,176
SMLT_RS10470,1377,1309,766,710,1018,828,1199,553,1698,1555,573,474
SMLT_RS10475,868,872,3736,5745,1961,1540,2200,1120,2148,1288,3592,2943
SMLT_RS10480,423,477,2114,2950,983,890,1917,1522,844,627,2318,1778
SMLT_RS10490,800,903,940,1042,1089,1039,648,313,980,868,837,698
SMLT_RS10495,228,250,495,610,401,406,338,181,403,304,414,407
SMLT_RS10500,500,503,987,1189,1208,1072,964,833,1386,1206,1271,1202
SMLT_RS10510,3077,3400,3115,3658,2307,2199,2161,1322,3429,3145,2759,2781
SMLT_RS10515,3498,4076,2998,3323,3128,2900,2318,1457,3579,2860,1936,2148
SMLT_RS10520,1870,2015,2328,2692,1577,1321,1680,795,1814,1468,1746,1825
SMLT_RS10525,524,510,116,181,177,189,177,70,1012,1026,139,138
SMLT_RS10530,357,413,88,111,183,164,139,75,1975,1879,269,220
SMLT_RS10535,1723,1902,1269,1353,1453,1302,739,289,1112,917,1145,1250
SMLT_RS10540,5339,5318,2991,2658,5193,3848,1964,768,3214,2325,2216,2716
SMLT_RS10545,877,763,906,860,884,698,878,459,728,758,596,521
SMLT_RS10555,3609,4130,1924,2367,4793,4182,1040,779,2737,2549,1820,1715
SMLT_RS10560,1709,1830,341,465,678,780,246,136,801,926,292,290
SMLT_RS10565,2613,3222,814,1138,899,1074,279,234,1538,1524,511,556
SMLT_RS10570,615,590,711,1064,475,389,674,316,485,508,377,286
SMLT_RS10580,167,220,63,54,3947,5329,866,910,5960,8228,3722,6203
SMLT_RS10585,76,83,46,65,1875,2679,539,529,2707,3787,1732,3029
SMLT_RS10590,24,24,23,19,181,268,54,71,264,344,141,288
SMLT_RS10595,642,720,228,302,4507,5014,2304,1849,4628,4772,909,1000
SMLT_RS10600,2634,3016,2665,2603,5227,4421,4836,2373,3161,2389,5154,4512
SMLT_RS10605,3882,4292,3318,3334,8257,6829,4958,4061,4022,3188,5506,5463
SMLT_RS10610,873,1154,797,810,2373,2185,1007,548,1752,1440,948,837
SMLT_RS10615,227,262,116,179,1224,1070,440,336,689,593,335,340
SMLT_RS10620,894,1099,469,655,3512,2985,1291,869,2184,1579,887,994
SMLT_RS10625,24,52,43,39,101,74,105,43,50,35,53,165
SMLT_RS10630,236,256,539,473,829,669,868,394,294,315,392,899
SMLT_RS10635,10,18,25,14,113,99,149,101,51,58,85,136
SMLT_RS10640,1,1,3,3,32,23,20,5,55,53,13,15
SMLT_RS10660,734,721,744,860,1046,980,790,623,1836,1604,865,859
SMLT_RS10670,10257,10789,14777,17106,17697,15680,23094,14112,19360,14193,20521,23762
SMLT_RS10675,3176,3023,4023,4738,6116,5233,8684,6021,7702,6494,7373,7530
SMLT_RS10680,183,216,387,416,1385,1351,2472,1564,2753,2920,3075,3228
SMLT_RS10685,71,85,77,94,206,235,253,271,494,433,263,270
SMLT_RS10695,617,518,102,149,1044,1248,330,294,1595,1211,467,553
SMLT_RS10715,432,467,848,877,442,403,633,394,473,454,1186,1321
SMLT_RS10720,223,209,145,287,1341,1355,943,444,984,755,388,331
SMLT_RS10725,822,928,703,967,5659,4813,1622,1077,2124,1963,953,919
SMLT_RS10730,5493,5771,6562,7587,11112,8940,10115,6934,9768,8366,9206,9890
SMLT_RS10735,5405,4699,2293,3097,7669,6505,3603,1962,4569,3971,2942,2314
SMLT_RS10750,13118,13170,15453,17336,19446,15602,16744,8368,23095,16883,14400,12323
SMLT_RS10755,934,1062,1357,1378,1947,1444,1082,895,1102,853,1735,2371
SMLT_RS10760,452,613,783,804,912,676,551,624,535,379,1076,1487
SMLT_RS10770,113,82,62,65,79,100,41,16,152,154,215,252
SMLT_RS10775,8419,10735,18345,18029,36128,23216,21339,15087,18517,13789,9925,9060
SMLT_RS10785,28,41,180,164,34,29,181,68,56,39,215,185
SMLT_RS10795,2717,2912,12623,15275,3696,2537,13597,5849,4603,3268,11337,14428
SMLT_RS10810,637,742,198,328,928,465,367,195,435,282,541,668
SMLT_RS10815,573,835,225,353,605,324,231,130,252,151,304,366
SMLT_RS10820,905,1069,260,463,1101,523,471,235,415,244,557,620
SMLT_RS10825,8334,9543,2089,2940,5728,2739,1951,1055,2159,1148,2429,2548
SMLT_RS10835,17149,20821,5731,7751,10800,5343,5403,3039,4493,2370,7868,9758
SMLT_RS10840,9170,10420,3308,3702,3689,1821,1970,1029,1144,564,1713,2137
SMLT_RS10845,6438,6872,1837,2090,3185,1561,1550,1021,1017,523,1267,1605
SMLT_RS10850,862,970,375,359,934,562,688,270,873,592,654,640
SMLT_RS10855,3186,3511,462,691,3765,1771,1038,540,2372,1198,1383,1427
SMLT_RS10860,9700,11095,2977,4440,9570,4930,4909,3654,4589,2848,6288,7562
SMLT_RS10865,6023,7290,2384,3300,2888,1406,1934,1076,1108,667,1922,2208
SMLT_RS10870,8974,10321,3615,4075,5174,2578,3586,3080,2144,1303,2753,3476
SMLT_RS10875,944,1114,199,410,1649,839,594,377,1406,991,1110,1588
SMLT_RS10880,1855,2133,411,760,866,426,295,179,616,395,485,737
SMLT_RS10885,1957,2287,413,649,790,404,372,181,573,326,561,754
SMLT_RS10890,3698,3790,817,1163,1365,796,916,403,1148,754,1276,1395
SMLT_RS10895,3520,3551,447,918,2582,1387,985,382,1744,1015,1503,2041
SMLT_RS10900,2802,2852,419,696,1250,630,546,300,787,485,765,1033
SMLT_RS10910,3471,3399,278,574,1305,747,445,230,1035,529,671,916
SMLT_RS10915,2270,2243,328,508,1002,635,391,148,694,357,454,683
SMLT_RS10920,3451,3626,104,327,2073,1430,350,157,1708,849,567,1050
SMLT_RS10925,2265,1924,78,167,909,640,235,76,862,493,366,551
SMLT_RS10930,664,543,26,60,267,223,79,24,373,247,180,273
SMLT_RS10940,137,119,95,128,433,323,196,101,498,385,194,204
SMLT_RS10950,553,569,27,56,383,320,293,106,190,121,123,180
SMLT_RS10955,1350,1373,63,131,677,362,213,38,372,231,240,434
SMLT_RS10960,280,344,18,40,235,102,83,19,161,115,111,206
SMLT_RS10965,502,543,34,54,406,192,135,39,259,172,127,227
SMLT_RS10970,4647,4511,255,458,2268,1187,725,217,1947,969,779,1449
SMLT_RS10975,2063,1993,146,264,971,674,321,122,970,562,375,761
SMLT_RS10980,74,59,3,10,960,515,127,51,795,428,279,391
