,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424
Bcen_0573,13,12,44,17,126,163,14,33
Bcen_0574,20,5,66,4,103,168,16,34
Bcen_0575,3,3,7,0,49,55,3,7
Bcen_0576,11,9,69,8,97,141,11,25
Bcen_0577,15,14,64,15,104,186,19,40
Bcen_0578,9,11,30,1,94,118,5,33
Bcen_0579,2,6,9,0,117,103,3,21
Bcen_0580,8,13,37,2,121,154,9,51
Bcen_0581,4,9,43,2,58,95,3,20
Bcen_0582,4,5,34,4,65,97,2,25
Bcen_0583,64,27,116,34,125,92,41,51
Bcen_0584,34,30,74,27,92,137,52,42
Bcen_0585,95,13,115,4,180,155,123,51
Bcen_0586,3,9,25,2,46,111,6,15
Bcen_0587,2,11,30,9,118,150,12,48
Bcen_0588,2,11,26,8,53,80,3,24
Bcen_0589,1,13,22,2,130,130,4,34
Bcen_0590,47,21,71,9,42,29,5,25
Bcen_0591,27,9,100,11,75,84,20,30
Bcen_0592,20,9,129,11,105,100,25,32
Bcen_0593,155,12,234,14,85,73,33,21
Bcen_0594,3,10,24,1,72,79,1,21
Bcen_0595,27,30,69,12,127,143,20,50
Bcen_0596,0,0,4,0,40,33,1,12
Bcen_0597,1,12,26,5,106,94,9,36
Bcen_0598,10,8,49,3,123,153,7,40
Bcen_0599,5,7,35,8,79,102,6,13
Bcen_0600,5,9,25,8,78,80,5,10
Bcen_0601,23,6,29,6,87,81,17,25
Bcen_0602,27,25,73,21,194,175,27,58
Bcen_0603,3,4,15,2,52,51,2,19
Bcen_0604,0,4,8,0,29,40,1,4
Bcen_0605,1,8,36,1,129,185,7,42
Bcen_0606,38,23,67,7,127,140,11,42
Bcen_0608,2,2,14,1,72,83,2,20
Bcen_0609,4,2,4,0,20,25,2,11
Bcen_0610,3,15,25,4,62,42,7,17
Bcen_0611,5,15,70,16,205,202,71,53
Bcen_0612,2,8,28,1,164,171,11,47
Bcen_0613,1,1,10,0,35,37,0,9
Bcen_0614,2,7,10,4,59,35,2,9
Bcen_0615,4,17,19,19,83,123,11,25
Bcen_0616,0,0,9,1,44,28,1,10
Bcen_0617,1,2,10,0,82,59,2,23
Bcen_0618,2,7,26,5,81,81,4,18
Bcen_0619,6,4,32,2,23,38,1,16
Bcen_0620,3,14,38,7,24,72,6,21
Bcen_0621,19,19,80,15,87,180,17,57
Bcen_0622,4,8,11,3,60,48,1,23
Bcen_0623,1,7,41,4,123,161,6,42
Bcen_0624,5,8,24,10,101,137,15,36
Bcen_0625,5,6,37,6,175,175,16,61
Bcen_0626,3,4,10,2,43,40,3,14
Bcen_0627,2,4,13,1,21,54,5,7
Bcen_0628,8,9,20,4,146,135,15,30
Bcen_0629,3,12,8,0,65,67,3,18
Bcen_0630,6,6,23,2,123,133,13,44
Bcen_0631,93,24,159,34,298,253,62,85
Bcen_0632,14,12,41,11,79,127,15,39
Bcen_0633,8,7,34,5,81,80,9,32
Bcen_0634,5,1,7,1,45,33,3,16
Bcen_0635,4,3,43,4,111,117,3,31
Bcen_0636,7,2,19,1,69,80,1,21
Bcen_0637,3,1,13,0,56,68,0,20
Bcen_0638,9,18,40,27,67,81,6,38
Bcen_0639,36,40,102,29,58,46,13,23
Bcen_0640,23,28,101,16,100,117,15,51
Bcen_0641,19,22,68,18,122,158,11,40
Bcen_0642,21,5,83,8,157,135,19,34
Bcen_0643,11,10,45,4,65,77,16,32
Bcen_0644,31,16,92,45,42,64,15,25
Bcen_0645,35,20,134,33,141,193,38,63
Bcen_0646,1,2,4,2,38,20,2,5
Bcen_0647,36,28,45,17,65,70,23,50
Bcen_0648,40,64,42,7,103,60,29,36
Bcen_0649,15,39,81,16,154,169,16,56
Bcen_0650,22,23,72,14,169,192,32,70
Bcen_0651,4,1,8,1,28,37,3,12
Bcen_0652,27,26,116,23,153,245,13,63
Bcen_0653,22,16,78,13,47,107,5,25
Bcen_0654,10,32,36,9,117,121,7,40
Bcen_0655,6,14,49,22,93,135,9,41
Bcen_0656,1,20,18,3,111,115,10,39
Bcen_0657,6,19,24,5,123,130,13,38
Bcen_0658,2,3,7,1,57,60,5,20
Bcen_0659,5,9,20,9,125,90,4,40
Bcen_0660,5,14,38,7,156,221,5,71
Bcen_0661,63,21,126,26,48,96,20,28
Bcen_0662,2,7,25,1,89,115,3,32
Bcen_0663,6,18,65,6,240,233,9,72
Bcen_0664,0,11,31,2,38,86,4,15
Bcen_0665,0,1,9,2,24,66,0,2
Bcen_0666,4,5,46,0,70,203,1,20
Bcen_0667,3,3,8,1,59,69,0,19
Bcen_0668,1,2,13,2,63,60,1,26
Bcen_0669,6,5,17,6,23,34,5,16
Bcen_0670,5,3,31,4,104,128,11,25
Bcen_0671,1,8,10,1,52,48,3,19
Bcen_0672,2,4,18,2,99,117,3,29
Bcen_0673,3,6,14,2,63,87,1,30
Bcen_0674,1,4,7,3,35,39,2,10
Bcen_0675,3,5,24,0,73,96,4,27
Bcen_0676,5,2,29,2,59,65,1,22
Bcen_0677,5,4,19,2,75,75,3,18
Bcen_0678,5,18,25,7,94,90,4,34
Bcen_0679,4,7,51,13,174,230,15,61
Bcen_0680,5,50,55,5,181,211,19,69
Bcen_0681,12,29,125,60,95,170,20,63
Bcen_0682,6,7,13,1,89,68,3,20
Bcen_0683,1,5,14,2,49,66,2,20
Bcen_0684,1,10,36,0,156,156,7,60
Bcen_0685,22,18,31,4,99,104,14,35
Bcen_0686,1,39,49,12,116,155,3,35
Bcen_0687,2,36,38,10,215,236,11,90
Bcen_0688,4,38,29,10,101,107,5,40
Bcen_0689,2,7,39,3,110,156,4,39
Bcen_0690,1,6,20,1,107,112,4,32
Bcen_0691,0,4,10,3,116,100,2,31
Bcen_0692,28,11,65,7,127,245,15,33
Bcen_0693,3,8,10,2,106,81,3,27
Bcen_0694,3,3,17,1,138,138,4,39
Bcen_0695,2,8,12,4,56,92,0,33
Bcen_0696,1,2,23,2,58,88,6,26
Bcen_0697,1,1,31,2,77,100,9,21
Bcen_0698,5,8,56,7,115,148,22,33
Bcen_0699,2,12,28,5,69,108,11,40
Bcen_0700,5,29,77,7,174,343,4,70
Bcen_0701,48,19,85,10,168,188,107,37
Bcen_0702,12,14,44,2,166,111,75,38
Bcen_0703,10,8,30,2,135,156,47,32
Bcen_0704,24,11,77,4,200,198,58,50
Bcen_0705,18,9,47,4,190,175,74,60
Bcen_0706,6,6,25,2,149,112,37,21
Bcen_0707,10,2,11,0,42,33,8,12
Bcen_0708,50,9,78,8,107,127,35,23
Bcen_0709,0,14,33,10,174,172,22,66
Bcen_0710,9,47,65,36,224,268,26,92
Bcen_0711,2,9,21,10,27,57,5,19
Bcen_0712,19,12,20,4,68,71,8,32
Bcen_0713,12,35,69,33,250,497,20,94
Bcen_0714,5,14,49,8,147,181,14,33
Bcen_0715,1,7,17,3,43,61,4,19
Bcen_0716,3,22,61,3,139,282,8,65
Bcen_0717,4,30,77,18,318,432,12,150
Bcen_0718,8,22,92,30,348,446,10,158
Bcen_0719,3,12,48,9,162,179,5,66
Bcen_0720,3,7,17,4,70,68,10,19
Bcen_0721,0,15,58,1,138,215,3,63
Bcen_0722,0,8,22,0,99,104,1,26
Bcen_0723,0,1,4,0,39,22,1,6
Bcen_0724,5,6,4,0,53,47,4,9
Bcen_0725,1,9,18,8,48,103,2,22
Bcen_0726,2,0,18,2,65,80,1,16
Bcen_0727,3,15,32,1,39,77,7,25
Bcen_0728,7,5,26,0,85,82,13,23
Bcen_0729,11,0,51,1,210,140,30,35
Bcen_0730,63,3,156,0,161,113,76,28
Bcen_0731,1,5,7,0,13,17,0,7
Bcen_0732,1,5,29,0,128,148,2,37
Bcen_0733,10,17,78,9,165,289,12,66
Bcen_0734,13,26,47,4,329,363,36,75
Bcen_0735,8,37,97,11,644,632,60,175
Bcen_0736,0,6,15,1,59,72,3,14
Bcen_0737,3,19,27,3,166,156,9,49
Bcen_0738,4,9,7,2,42,29,0,11
Bcen_0739,2,8,16,1,95,117,6,34
Bcen_0740,0,2,4,0,15,11,1,4
Bcen_0741,0,1,5,0,14,21,0,8
Bcen_0742,56,15,118,18,175,223,57,67
Bcen_0743,0,2,26,1,63,73,2,31
Bcen_0744,0,8,14,4,81,84,2,29
Bcen_0745,0,3,14,3,31,58,1,20
Bcen_0746,0,3,9,1,29,62,5,11
Bcen_0747,1,6,36,2,121,108,2,28
Bcen_0748,0,5,12,3,133,137,3,28
Bcen_0749,1,3,16,0,105,107,5,14
Bcen_0750,1,6,17,1,134,115,6,39
Bcen_0751,0,2,19,0,85,93,2,26
Bcen_0752,0,0,14,0,69,84,0,18
Bcen_0753,0,6,29,0,117,164,3,39
Bcen_0754,0,5,21,0,118,120,3,32
Bcen_0755,10,11,23,8,44,55,15,32
Bcen_0756,1,5,23,0,65,129,2,23
Bcen_0757,0,2,17,0,98,112,2,28
Bcen_0758,0,3,16,0,22,50,2,11
Bcen_0759,0,0,26,0,77,148,3,31
Bcen_0760,1,7,24,1,86,127,3,35
Bcen_0761,3,5,15,2,60,74,1,22
Bcen_0762,1,10,26,2,116,159,2,34
Bcen_0763,0,7,20,4,116,148,1,29
Bcen_0764,1,5,28,0,164,148,9,39
Bcen_0765,0,4,23,1,165,140,5,33
Bcen_0766,0,6,12,2,61,66,3,29
Bcen_0767,6,5,7,0,23,25,3,13
Bcen_0768,3,6,38,0,111,157,3,38
Bcen_0769,1,8,26,1,107,167,3,36
Bcen_0770,0,4,24,2,59,84,3,21
Bcen_0771,0,2,30,0,95,159,6,33
Bcen_0772,0,1,24,0,145,145,3,37
Bcen_0773,0,4,16,1,111,96,5,25
Bcen_0774,0,3,18,0,116,103,8,26
Bcen_0775,2,4,15,1,110,131,3,29
Bcen_0776,0,4,21,0,98,109,3,24
Bcen_0777,5,7,33,2,128,119,6,24
Bcen_0778,6,3,19,3,107,110,3,19
Bcen_0779,33,7,68,0,102,125,2,26
Bcen_0780,15,0,10,1,18,11,1,6
Bcen_0781,36,7,24,2,63,51,23,29
Bcen_0782,49,8,34,3,65,41,20,25
Bcen_0783,3,3,21,0,73,98,4,25
Bcen_0784,0,1,7,1,30,37,4,11
Bcen_0785,2,6,19,0,91,106,5,33
Bcen_0786,0,0,4,0,38,44,1,6
Bcen_0787,0,3,13,0,69,89,3,18
Bcen_0788,10,11,32,3,170,221,12,56
Bcen_0789,1,2,4,1,35,37,1,12
Bcen_0790,2,4,8,1,75,85,6,23
Bcen_0791,0,2,11,1,65,79,2,14
Bcen_0792,2,4,8,1,75,73,4,13
Bcen_0793,0,4,3,0,114,67,5,14
Bcen_0794,0,4,5,1,99,110,10,22
Bcen_0795,0,6,2,0,59,57,2,12
Bcen_0796,0,5,10,2,71,72,5,30
Bcen_0797,1,8,22,2,100,101,3,38
Bcen_0798,0,4,14,1,54,59,5,19
Bcen_0799,0,1,6,1,17,21,0,9
Bcen_0800,16,6,117,2,165,232,16,43
Bcen_0801,6,8,17,2,18,37,1,21
Bcen_0802,0,2,3,1,40,23,4,11
Bcen_0803,12,7,36,4,77,111,6,34
Bcen_0804,4,12,17,0,33,50,1,21
Bcen_0805,7,12,32,8,84,92,13,30
Bcen_0806,9,9,18,1,99,87,16,33
Bcen_0807,27,49,73,19,143,181,10,63
Bcen_0808,1,9,12,1,132,139,2,54
Bcen_0809,18,13,73,10,105,167,6,40
Bcen_0810,5,4,15,2,59,84,4,24
Bcen_0811,91,20,247,16,306,442,28,110
Bcen_0812,13,10,27,4,42,36,3,30
Bcen_0813,5,8,17,4,32,64,7,29
Bcen_0814,1,13,26,3,40,61,8,36
Bcen_0815,12,39,55,21,62,106,14,37
Bcen_0816,74,92,229,128,197,277,93,166
Bcen_0817,7,1,12,2,89,82,5,26
Bcen_0818,16,5,29,9,181,165,8,36
Bcen_0819,24,18,62,1,70,112,5,20
Bcen_0820,1,11,35,3,85,130,5,25
Bcen_0821,1,14,26,4,108,146,7,29
Bcen_0822,7,15,33,9,91,170,6,28
Bcen_0823,7,13,36,13,70,118,2,29
Bcen_0824,3,9,33,9,93,121,3,20
Bcen_0825,2,9,54,5,114,199,3,47
Bcen_0826,16,48,104,21,217,357,17,81
Bcen_0827,8,23,41,8,120,147,8,45
Bcen_0828,5,13,24,6,38,52,3,27
Bcen_0829,4,6,7,1,43,36,0,18
Bcen_0831,1,10,3,3,8,17,0,23
Bcen_0832,1,2,2,0,19,17,1,5
Bcen_0833,3,4,20,1,171,145,9,48
Bcen_0834,3,8,8,2,61,34,0,16
Bcen_0835,2,12,14,1,159,163,3,57
Bcen_0836,3,12,17,4,58,78,1,37
Bcen_0837,4,14,21,6,92,89,8,50
Bcen_0838,0,10,13,3,89,90,2,34
Bcen_0839,2,5,30,4,52,72,4,27
Bcen_0840,23,26,76,24,97,269,12,41
Bcen_0841,2,7,18,1,62,103,1,23
Bcen_0842,1,9,35,2,161,239,4,68
Bcen_0843,1,2,11,1,31,39,0,9
Bcen_0844,10,5,10,3,11,36,1,5
Bcen_0845,14,10,38,0,92,134,6,22
Bcen_0846,0,9,37,0,178,263,9,63
Bcen_0847,1,8,36,0,121,157,3,22
Bcen_0848,0,10,55,0,188,327,2,60
Bcen_0849,1,4,18,0,67,99,2,29
Bcen_0850,1,4,19,0,89,110,5,29
Bcen_0851,1,3,12,0,128,131,3,24
Bcen_0852,0,6,24,1,177,185,8,49
Bcen_0853,0,0,8,0,38,53,0,19
Bcen_0854,0,5,36,0,109,180,6,30
Bcen_0855,0,1,3,0,14,18,0,4
Bcen_0856,0,4,10,0,81,81,7,18
Bcen_0857,1,3,13,3,75,102,5,26
Bcen_0858,2,24,30,6,279,321,11,67
Bcen_0859,0,8,18,3,69,118,1,21
Bcen_0860,5,18,44,3,217,270,7,57
Bcen_0861,1,4,17,1,119,98,2,34
Bcen_0862,2,5,9,2,35,73,2,17
Bcen_0863,0,12,41,2,167,278,7,70
Bcen_0864,0,1,17,0,47,64,0,9
Bcen_0865,1,1,5,0,33,18,0,3
Bcen_0866,2,5,28,0,206,306,7,73
Bcen_0867,1,2,7,0,89,89,2,23
Bcen_0868,1,14,17,0,118,104,4,21
Bcen_0869,1,3,6,0,122,131,8,18
Bcen_0870,0,7,35,1,138,166,7,51
Bcen_0871,1,10,15,1,61,97,1,19
Bcen_0872,1,7,11,0,89,123,1,29
Bcen_0873,2,19,39,3,156,227,14,49
Bcen_0874,0,2,4,0,22,35,0,12
Bcen_0875,1,8,26,3,78,142,4,37
Bcen_0876,1,1,10,0,23,31,1,9
Bcen_0877,1,4,16,0,55,76,6,11
Bcen_0878,0,5,14,0,100,103,4,20
Bcen_0879,0,9,58,0,240,312,6,60
Bcen_0880,0,5,12,0,61,68,2,16
Bcen_0881,2,3,11,0,101,90,5,35
Bcen_0882,1,7,5,0,33,55,2,13
Bcen_0883,3,6,16,2,69,81,4,30
Bcen_0884,2,6,9,2,100,97,5,15
Bcen_0885,0,4,29,1,129,173,1,31
Bcen_0886,2,5,17,0,128,149,1,44
Bcen_0887,0,2,4,0,38,57,1,12
Bcen_0888,1,6,14,0,70,74,1,18
Bcen_0889,1,6,15,2,83,102,3,29
Bcen_0890,3,10,39,6,97,135,2,39
Bcen_0891,2,5,29,7,53,73,3,23
Bcen_0892,3,8,13,5,52,61,3,22
Bcen_0893,5,18,34,6,214,232,16,65
Bcen_0894,3,4,18,1,153,136,11,35
Bcen_0895,0,4,2,0,48,34,3,5
Bcen_0896,0,10,15,1,109,107,7,37
Bcen_0897,10,23,41,16,201,199,26,71
Bcen_0898,4,17,14,4,118,105,7,46
Bcen_0899,2,21,35,11,469,477,28,96
Bcen_0900,0,11,18,5,222,170,8,49
Bcen_0901,0,6,5,1,29,36,2,8
Bcen_0902,0,5,5,3,110,76,8,19
Bcen_0903,5,16,49,8,244,335,9,72
Bcen_0904,2,8,34,10,146,152,2,63
Bcen_0905,0,1,4,2,20,30,1,19
Bcen_0906,2,4,5,4,46,71,2,26
Bcen_0907,4,10,17,2,87,107,9,24
Bcen_0908,2,4,5,1,46,51,3,14
Bcen_0909,0,6,18,1,209,200,5,33
Bcen_0910,1,4,3,0,34,42,4,9
Bcen_0911,1,2,23,0,83,139,2,34
Bcen_0912,1,5,20,1,97,119,4,25
Bcen_0913,0,1,1,0,15,12,0,7
Bcen_0914,2,9,63,3,241,352,8,86
Bcen_0915,0,1,5,0,45,51,2,9
Bcen_0916,0,3,19,1,101,152,3,20
Bcen_0917,0,3,17,1,76,110,3,20
Bcen_0918,0,2,23,0,162,213,1,22
Bcen_0919,2,11,36,2,157,218,2,46
Bcen_0920,0,9,18,1,124,170,4,31
Bcen_0921,32,12,21,10,56,24,14,25
Bcen_0922,14,3,22,3,60,53,13,22
Bcen_0923,69,25,143,30,179,244,78,67
Bcen_0924,2,3,8,0,16,23,1,7
Bcen_0925,1,7,9,0,59,67,1,20
Bcen_0926,2,9,21,1,114,128,5,35
Bcen_0927,88,24,189,34,296,355,71,129
Bcen_0928,1,4,13,2,110,150,7,35
Bcen_0929,0,4,12,0,123,130,3,24
Bcen_0930,1,6,13,3,66,55,2,17
Bcen_0931,0,3,7,1,46,56,2,12
Bcen_0932,0,4,8,0,113,104,7,19
Bcen_0933,0,5,9,0,147,126,5,27
Bcen_0934,0,1,5,0,106,104,3,24
Bcen_0935,0,1,8,0,77,76,1,14
Bcen_0936,0,5,26,1,65,102,3,18
Bcen_0937,0,3,11,2,49,47,1,17
Bcen_0938,0,5,19,0,63,76,1,25
Bcen_0939,0,3,19,0,78,117,1,32
Bcen_0940,2,14,22,1,183,207,7,54
Bcen_0941,1,6,36,0,180,220,6,55
Bcen_0942,0,5,28,1,77,135,3,37
Bcen_0943,0,8,35,2,123,212,5,39
Bcen_0944,0,4,34,0,83,173,1,30
Bcen_0945,0,3,24,1,69,135,5,37
Bcen_0946,2,0,17,0,107,126,2,22
Bcen_0947,0,9,26,1,91,120,3,26
Bcen_0948,1,3,25,1,113,161,1,37
Bcen_0949,4,11,27,6,86,150,7,44
Bcen_0950,4,8,14,0,146,172,6,46
Bcen_0951,1,9,9,1,94,101,8,29
Bcen_0952,0,8,7,2,17,30,7,12
Bcen_0953,11,57,15,11,41,48,2,36
Bcen_0954,11,58,76,22,72,111,36,66
Bcen_0955,7,27,46,19,183,177,29,66
Bcen_0956,2,24,61,12,234,263,8,80
Bcen_0957,3,5,11,2,60,64,9,20
Bcen_0958,30,14,61,13,97,126,17,36
Bcen_0959,78,42,249,38,241,392,59,105
Bcen_0960,29,18,115,10,255,348,32,82
Bcen_0961,5,4,14,3,71,87,8,30
Bcen_0962,4,11,31,1,91,127,5,38
Bcen_0963,2,21,25,9,173,159,4,44
Bcen_0964,1,4,20,2,74,127,4,28
Bcen_0965,0,2,4,0,9,19,0,4
Bcen_0966,1,8,33,2,217,226,5,62
Bcen_0967,0,18,19,4,121,127,11,27
Bcen_0968,7,6,20,2,84,124,2,32
Bcen_0969,7,13,8,1,15,28,3,21
Bcen_0970,5,17,31,8,69,102,8,46
Bcen_0971,12,18,17,3,168,163,12,68
Bcen_0972,1,5,4,0,38,34,0,10
Bcen_0973,4,3,10,2,46,55,2,15
Bcen_0974,2,20,28,4,149,174,13,65
Bcen_0975,26,42,10,6,25,25,6,21
Bcen_0976,23,28,51,38,39,75,13,47
Bcen_0977,5,21,64,13,125,209,17,62
Bcen_0978,22,15,58,18,118,120,14,53
Bcen_0979,49,40,102,13,257,415,21,72
Bcen_0980,22,13,46,13,60,121,15,43
Bcen_0981,11,9,20,3,41,65,4,12
Bcen_0982,1,12,18,1,43,73,2,36
Bcen_0983,16,12,31,19,95,95,14,29
Bcen_0984,14,11,25,13,76,99,12,17
Bcen_0985,0,4,11,1,64,61,1,27
Bcen_0986,1,4,29,0,93,136,2,18
Bcen_0987,0,3,3,0,41,44,0,13
Bcen_0988,0,2,7,1,92,91,4,17
Bcen_0989,3,19,28,5,109,98,9,26
Bcen_0990,18,9,28,2,39,62,8,15
Bcen_0991,12,19,91,8,233,282,19,79
Bcen_0992,4,12,34,10,12,55,1,16
Bcen_0993,66,40,267,34,168,336,30,89
Bcen_0994,74,43,441,151,152,176,120,57
Bcen_0995,124,15,220,28,61,37,62,32
Bcen_0996,123,20,159,23,33,31,30,28
Bcen_0997,40,17,66,11,96,100,15,40
Bcen_0998,55,22,159,18,248,326,45,107
Bcen_0999,13,10,21,8,29,35,1,19
Bcen_1000,0,3,13,5,27,34,2,11
Bcen_1001,1,11,35,1,224,248,8,62
Bcen_1002,0,1,1,0,14,23,0,4
Bcen_1003,2,9,12,2,59,99,1,26
Bcen_1004,41,22,90,21,105,140,23,56
Bcen_1006,2,5,14,4,21,35,6,15
Bcen_1007,8,19,11,6,19,34,2,12
Bcen_1008,387,481,118,85,86,53,101,164
Bcen_1009,2,9,22,5,70,95,3,43
Bcen_1010,3,32,18,42,27,57,7,119
Bcen_1011,2,25,7,8,12,29,0,28
Bcen_1012,5,32,3,46,26,44,2,89
Bcen_1013,1,6,15,1,87,97,2,28
Bcen_1014,2,6,28,4,146,131,6,43
Bcen_1015,24,51,71,65,111,166,26,113
Bcen_1016,40,34,67,31,193,169,34,77
Bcen_1017,8,3,6,0,12,15,2,5
Bcen_1018,37,18,100,26,36,77,8,20
Bcen_1019,129,47,265,68,175,203,57,107
Bcen_1020,192,60,362,75,302,362,116,124
Bcen_1021,10,9,41,2,24,45,2,14
Bcen_1022,2,0,27,1,89,123,2,39
Bcen_1023,3,13,57,1,128,157,12,43
Bcen_1024,15,4,39,2,128,119,12,33
Bcen_1026,0,2,9,0,30,65,2,9
Bcen_1027,43,44,211,23,158,236,29,56
Bcen_1028,508,111,696,170,388,384,143,128
Bcen_1029,222,40,229,39,132,140,49,44
Bcen_1030,158,26,150,44,165,173,33,33
Bcen_1031,11,11,64,10,62,159,7,25
Bcen_1032,4,9,24,2,35,65,4,21
Bcen_1033,12,55,42,3,51,81,6,21
Bcen_1034,8,104,54,19,138,251,4,66
Bcen_1035,1,62,21,7,111,151,4,59
Bcen_1036,0,101,20,6,124,140,4,33
Bcen_1037,149,1532,24,180,10,59,18,194
Bcen_1038,11,78,26,36,27,81,9,62
Bcen_1039,3,91,34,17,48,62,9,56
Bcen_1040,13,113,19,35,85,98,6,81
Bcen_1041,22,135,48,44,117,187,28,150
Bcen_1042,12,108,27,57,136,132,13,78
Bcen_1043,21,101,65,92,106,183,17,114
Bcen_1044,3,21,27,11,92,113,8,52
Bcen_1045,6,37,23,26,104,135,6,73
Bcen_1046,11,44,24,35,89,92,7,63
Bcen_1047,4,22,5,3,31,43,2,23
Bcen_1048,12,70,66,36,153,276,9,91
Bcen_1049,16,48,50,51,99,165,7,94
Bcen_1050,27,62,36,28,81,89,16,80
Bcen_1051,11,25,15,10,51,66,3,32
Bcen_1052,0,3,3,0,13,43,1,5
Bcen_1053,1,3,10,0,59,80,2,25
Bcen_1054,3,12,42,0,135,201,11,43
Bcen_1055,11,26,16,2,75,87,7,21
Bcen_1056,0,10,30,3,101,158,2,26
Bcen_1057,1,6,20,1,45,64,2,19
Bcen_1058,1,7,21,0,57,96,1,29
Bcen_1059,1,5,33,1,135,199,6,39
Bcen_1060,0,4,12,0,111,99,3,17
Bcen_1061,8,1,29,0,81,125,15,24
Bcen_1062,3,8,27,0,77,133,14,31
Bcen_1063,7,9,32,4,173,213,31,56
Bcen_1064,2,14,19,8,111,114,6,52
Bcen_1065,0,8,29,0,74,121,5,31
Bcen_1066,47,71,136,69,209,311,51,143
Bcen_1067,4,9,20,2,74,64,5,38
Bcen_1068,4,8,22,0,78,98,6,19
Bcen_1069,1,10,37,10,72,73,7,23
Bcen_1070,2,67,12,5,47,62,4,30
Bcen_1071,2,18,7,0,97,105,7,26
Bcen_1072,1,9,15,2,50,65,5,18
Bcen_1073,16,7,42,4,65,97,6,22
Bcen_1074,6,6,45,1,74,110,6,28
Bcen_1075,9,25,21,13,77,92,11,33
Bcen_1076,4,10,33,10,95,108,7,47
Bcen_1077,21,29,48,13,68,86,11,27
Bcen_1078,4,6,7,2,59,67,5,17
Bcen_1079,3,3,11,2,28,53,3,14
Bcen_1080,2,5,31,6,127,115,11,35
Bcen_1081,3,1,12,0,45,55,1,11
Bcen_1082,0,33,23,2,88,128,3,38
Bcen_1083,0,9,23,0,67,110,3,18
Bcen_1084,1,7,12,2,90,104,2,18
Bcen_1085,0,4,7,0,20,31,0,8
Bcen_1086,2,9,9,1,21,35,5,11
Bcen_1087,1,8,6,2,30,36,1,16
Bcen_1088,12,18,78,16,89,170,5,45
Bcen_1089,0,4,4,0,10,22,0,8
Bcen_1090,0,4,3,0,41,51,1,16
Bcen_1091,16,10,48,93,83,197,11,33
Bcen_1092,148,126,118,373,109,331,45,213
Bcen_1093,0,7,10,24,15,43,1,25
Bcen_1094,7,36,50,35,74,234,8,39
Bcen_1095,7,9,39,11,88,305,7,38
Bcen_1096,2,8,16,4,42,98,2,19
Bcen_1097,5,6,10,3,33,76,1,18
Bcen_1098,0,2,13,2,33,42,0,14
Bcen_1099,6,15,14,13,65,60,8,29
Bcen_1100,1,5,4,4,19,32,4,13
Bcen_1101,0,3,2,1,28,24,2,10
Bcen_1102,0,3,6,0,33,39,4,13
Bcen_1103,1,3,5,2,35,77,3,17
Bcen_1104,2,1,14,2,31,38,1,9
Bcen_1105,3,8,25,6,52,112,3,20
Bcen_1106,0,3,8,3,39,49,1,16
Bcen_1107,1,0,11,0,33,31,2,16
Bcen_1108,7,23,32,35,97,157,5,55
Bcen_1109,0,8,20,7,142,154,3,46
Bcen_1110,1,8,8,1,122,142,2,32
Bcen_1111,3,7,9,1,83,120,4,26
Bcen_1112,6,9,32,2,118,167,8,36
Bcen_1113,5,9,26,4,100,136,5,28
Bcen_1114,9,6,18,3,37,46,3,8
Bcen_1115,1,12,17,1,51,95,6,29
Bcen_1116,1,11,33,1,81,175,8,19
Bcen_1117,12,220,30,36,53,88,3,61
Bcen_1118,0,40,20,7,67,81,6,20
Bcen_1119,5,11,17,16,33,56,7,17
Bcen_1120,12,21,22,14,63,75,13,35
Bcen_1121,0,93,17,5,76,130,1,32
Bcen_1122,0,24,12,2,83,98,0,30
Bcen_1123,0,30,14,0,80,129,0,26
Bcen_1124,3,35,17,2,117,111,7,20
Bcen_1125,1,57,33,1,83,162,4,37
Bcen_1126,8,28,30,19,77,123,8,55
Bcen_1127,1,18,18,9,174,188,7,45
Bcen_1128,3,13,23,3,76,123,5,40
Bcen_1129,2,14,17,10,98,123,14,41
Bcen_1130,0,5,6,1,75,51,3,14
Bcen_1131,0,11,37,2,138,178,3,44
Bcen_1132,3,46,17,1,20,44,1,16
Bcen_1133,54,580,212,739,251,637,120,499
Bcen_1134,17,208,63,150,121,225,28,161
Bcen_1135,4,187,64,225,123,345,12,174
Bcen_1136,6,16,31,10,104,154,5,41
Bcen_1137,0,10,22,1,72,117,2,16
Bcen_1138,0,1,6,0,61,46,3,17
Bcen_1139,0,5,7,0,59,114,0,20
Bcen_1140,2,9,26,2,102,105,12,39
Bcen_1141,2,5,10,0,53,65,0,10
Bcen_1142,4,9,10,0,99,102,9,31
Bcen_1143,14,9,79,0,297,443,14,93
Bcen_1144,3,4,26,0,164,163,14,36
Bcen_1145,0,4,2,1,17,29,1,14
Bcen_1146,79,9,86,6,59,79,13,14
Bcen_1147,33,11,96,0,204,336,7,70
Bcen_1148,6,5,23,0,57,96,4,25
Bcen_1149,2,4,49,0,84,181,1,31
Bcen_1150,0,5,5,0,13,19,0,7
Bcen_1151,0,1,6,0,6,21,1,15
Bcen_1152,0,1,55,0,76,52,91,19
Bcen_1153,3,0,65,0,52,17,76,8
Bcen_1154,2,3,157,0,264,130,246,28
Bcen_1155,1,3,42,0,95,63,58,13
Bcen_1156,0,5,34,0,195,180,43,16
