gene,control-0,control-1,control-2,sample-0,sample-1,sample-2
BCAM0396,6,0,5,1,4,0
BCAL2984,190,17,49,41,42,6
BCAL0091,11,1,0,3,2,0
BCAM2044,11,1,0,3,2,0
BCAM0687,22,1,3,8,2,0
BCAL0400,18,1,6,5,6,0
BCAS0186,2,0,2,2,0,0
BCAM2609,5,0,1,2,0,0
BCAL0899,57,5,21,14,14,2
BCAL3514,11,0,6,4,3,0
BCAL0771,67,19,31,29,35,3
BCAM0369,4,0,0,1,0,0
BCAM0267,38,10,19,19,21,1
BCAM2560,22,1,6,8,4,0
BCAL1556,20,0,10,6,6,0
"BCAL2999,BCAL3000,BCAL3001",2,1,0,4,1,0
BCAL1613,31,4,2,7,11,0
"BCAL0447,BCAL0448",11,0,5,4,2,0
BCAM0337,49,11,16,17,19,2
BCAM0599,1,0,1,1,0,0
BCAM1928,34,3,5,13,6,0
BCAS0147,30,1,5,7,6,0
BCAM1666,11,1,0,4,1,0
BCAM2435,60,2,11,8,6,2
BCAL2347,34,1,9,2,2,2
BCAL0093,5,0,1,2,0,0
BCAM1663,3,1,0,1,2,0
"BCAM0898,BCAM0899",125,9,24,34,14,3
BCAL0412,82,12,33,30,28,2
BCAL1460,81,7,23,18,27,1
BCAS0403,0,1,0,0,2,0
BCAL1716,7,0,5,0,5,0
BCAL0810,67,4,20,15,24,0
"BCAM1247,BCAM1248,BCAM1249",201,15,57,37,47,5
"BCAL0480,BCAL0481",29,1,8,6,10,0
BCAL1071,102,5,15,14,13,3
BCAM1424,26,2,8,5,5,1
BCAM2482,10,0,5,5,1,0
BCAM1861,16,0,6,4,4,0
BCAL1998,13,0,0,1,2,0
BCAL0620,13,0,0,1,2,0
BCAM0478,24,3,5,7,9,0
BCAL1180,41,14,19,19,11,4
BCAL0906,15,0,5,3,4,0
"BCAL2095,BCAL2096",196,27,87,52,70,10
BCAL3340,35,2,8,6,6,1
BCAL2044,43,5,11,14,9,1
BCAL2743,21,1,4,5,5,0
BCAL0009,83,7,29,20,17,3
BCAL3116,13,1,1,3,3,0
BCAL1222,12,0,9,2,7,0
BCAM1203,21,3,15,9,7,1
BCAL2225,24,4,6,1,5,2
BCAM1402,7,0,2,1,2,0
BCAM0341,4,2,2,5,2,0
BCAM2212,1,0,1,1,0,0
BCAS0437,0,1,4,1,4,0
BCAL1415,37,5,16,11,20,0
BCAM1760,6,1,2,1,4,0
BCAL0424,137,8,35,25,18,5
BCAL1362,67,5,31,8,15,4
BCAL2472,103,10,19,22,25,2
"BCAM1676,BCAM1677",1,0,1,0,2,0
BCAL2419,220,9,48,41,32,5
BCAL0483,16,0,2,1,4,0
BCAM1754,44,3,8,5,11,1
BCAM0964,21,3,2,6,7,0
BCAL1958,14,1,7,2,2,1
BCAL0940,225,15,25,40,25,6
BCAL2400,11,0,2,3,1,0
BCAL2212,179,5,41,15,15,8
BCAS0579,17,2,9,10,5,0
BCAM0501,13,1,6,1,2,1
BCAM1775,8,1,6,2,6,0
BCAL0833,95,1,25,18,17,1
BCAS0188A,4,0,0,1,0,0
BCAL0210,46,4,11,14,7,1
BCAM0190,203,11,24,42,33,2
BCAM1621,3,1,0,3,0,0
BCAL3048,8,1,0,1,3,0
"BCAL1363,BCAL1364",60,5,18,9,10,2
BCAL1801,6,0,1,0,2,0
BCAL0074,148,8,59,22,32,6
BCAL3175,6,0,1,0,2,0
BCAM2774,29,1,3,7,4,0
"BCAM1976,BCAM1977",6,0,1,0,2,0
BCAL0303,55,15,42,21,16,6
BCAM2355,5,0,4,3,1,0
BCAM2766,4,0,3,2,1,0
BCAL0717,31,3,4,3,7,1
BCAM2822,80,6,26,10,20,3
BCAL1855,7,0,5,2,3,0
BCAM2243,4,1,4,5,1,0
BCAL2671,3,0,2,0,2,0
"BCAL0618,BCAL0619",55,8,18,13,18,2
BCAL3303,8,3,7,5,2,1
BCAS0674,145,6,44,26,31,3
"BCAL2037,BCAL2038",165,14,55,33,37,7
BCAM2682,27,4,5,6,6,1
BCAL2018,210,6,38,31,30,4
BCAM2343,79,6,15,20,15,1
BCAL0900,35,4,13,9,4,2
BCAM0696,8,4,2,6,6,0
BCAL3077,4,2,1,3,3,0
BCAM2759,33,4,12,8,10,1
"BCAM1039,BCAM1040",51,3,10,3,13,1
BCAL0173,28,1,10,3,12,0
BCAS0007,53,5,10,9,14,1
BCAM1979,6,0,1,1,1,0
BCAM1890,6,0,1,1,1,0
"BCAL2721,BCAL2722",167,6,26,22,22,3
BCAM2181,5,1,4,3,3,0
BCAM2608,7,2,3,5,3,0
BCAL1635a,23,1,11,9,6,0
"BCAL0469,BCAL0470",34,4,19,17,8,0
BCAL0725,130,6,43,19,26,4
BCAL0053,35,2,19,5,7,2
"BCAL0881,BCAL0882",30,6,6,15,8,2
BCAL1044,84,4,20,6,9,4
BCAL0760,66,3,23,14,16,1
BCAM0073,35,11,19,12,13,3
"BCAL0162,BCAL0163,BCAL0164",131,7,45,25,31,4
BCAL2726,46,2,3,5,5,1
BCAL1833,50,3,16,14,8,1
BCAM0919,15,2,2,6,3,0
BCAL0896,19,1,4,5,4,0
BCAL3160,8,1,3,5,1,0
BCAM2125,0,0,3,1,1,0
BCAL0327,93,7,21,14,10,4
BCAM1929,13,2,3,2,7,0
BCAL0803,29,0,9,4,2,1
BCAL2154,53,6,15,14,14,1
BCAS0173,3,1,3,4,1,0
BCAL3353,12,0,2,4,0,0
"BCAM2088,BCAM2089",11,0,1,2,1,0
BCAM2670,16,4,3,8,6,0
BCAL1504,148,8,36,28,32,2
BCAL1959,56,4,11,4,11,2
BCAS0603,16,1,2,5,2,0
"BCAM0322,BCAM0323",82,4,19,14,10,2
BCAL1332,18,1,3,4,4,0
BCAM2743,8,1,7,0,2,1
BCAL3420,18,3,14,5,8,1
BCAS0196,6,0,4,4,0,0
BCAL1960,56,4,18,12,14,1
BCAL0621,11,0,4,3,2,0
BCAL2009,32,1,9,10,5,0
BCAS0606,8,0,2,1,2,0
"BCAL1794,BCAL1795",77,3,27,34,22,3
BCAL1076,4,1,0,2,1,0
BCAS0229,4,1,0,2,1,0
BCAL1991,20,1,6,3,1,1
BCAL3089,5,0,3,1,2,0
"BCAL2976,BCAL2977",71,4,7,14,17,0
BCAL1850,40,6,9,13,14,0
"BCAL2424,BCAL2425",78,7,22,13,12,3
BCAM1665,3,0,2,2,0,0
BCAL1487,61,9,22,14,13,3
BCAL1872,96,5,28,13,23,2
BCAM2631,3,0,2,2,0,0
BCAL1353,30,1,4,5,6,0
BCAM2074,17,4,6,10,6,0
BCAL2764,20,0,6,2,6,0
BCAM1370,7,0,4,1,3,0
BCAL0759,65,7,22,15,21,1
BCAL1825,12,1,4,2,5,0
BCAS0051,5,0,3,2,1,0
BCAL1254,36,5,14,14,13,0
BCAL0507,27,5,10,6,10,1
BCAM2429,27,2,14,2,4,2
BCAL3091,60,6,16,16,13,1
BCAL1832,104,7,17,13,9,4
BCAM1897,0,0,3,2,0,0
BCAL0614,6,0,1,2,0,0
BCAM2785,8,1,2,2,3,0
BCAL2168,8,1,2,2,3,0
BCAM2350,25,2,10,2,1,2
BCAL1616,10,2,1,5,2,0
"BCAL0262,BCAL0263",203,9,55,29,21,5
BCAM0819,23,2,16,9,10,0
BCAM1579,0,1,0,0,2,0
BCAM1270,4,1,5,2,4,0
BCAM0490,8,0,2,3,0,0
BCAL1512,40,3,8,5,8,1
BCAL2741,2,0,1,0,1,0
BCAM1016,19,2,5,3,8,0
BCAM0758,6,0,1,2,0,0
BCAS0054,2,1,1,0,3,0
BCAM1014,79,9,16,8,11,4
BCAL0512,49,3,10,1,2,3
pBCA056,26,3,15,3,5,2
BCAM0389,5,0,0,0,1,0
BCAS0328,5,0,0,0,1,0
BCAM2717,38,7,11,16,7,1
BCAL0891,18,3,9,4,5,1
BCAM2146,26,1,1,4,4,0
BCAM1857,111,3,31,22,20,1
BCAM2278,11,3,6,5,7,0
BCAM1835,1,0,3,0,2,0
BCAL3110,22,0,4,4,3,0
BCAM1765,7,0,1,0,2,0
BCAL1235,61,6,10,8,10,2
BCAM0002,48,5,16,7,10,2
BCAL1229,13,1,11,0,5,1
BCAL3531,10,1,3,5,1,0
BCAL3136,32,2,2,10,2,0
"BCAL0301,BCAL0302",109,7,23,34,18,0
BCAM1339,4,0,2,0,2,0
BCAM1350,2,0,1,0,1,0
BCAM2455,2,0,1,0,1,0
BCAL0866,28,1,12,6,9,0
BCAM1334,30,8,11,17,12,0
BCAM2558,37,1,6,7,0,1
BCAS0616,2,1,1,1,2,0
BCAM2187,2,1,1,1,2,0
BCAM1242,25,0,8,5,5,0
"BCAM1678,BCAM1679",45,4,9,4,8,1
BCAM2741,63,3,10,14,5,1
BCAL1721,40,2,5,9,0,1
BCAM0019,12,0,1,1,2,0
BCAL1375,10,1,0,2,2,0
BCAM2174,6,1,3,2,3,0
BCAM0334,16,1,3,3,4,0
BCAL0370,7,1,1,2,2,0
BCAM1254,2,0,6,1,3,0
BCAM0885,21,1,2,0,1,1
BCAL0363,6,3,3,5,4,0
BCAM2669,10,0,0,1,1,0
BCAM1991,7,1,1,2,2,0
BCAL1838,6,0,3,1,2,0
BCAL2378,16,0,6,4,3,0
BCAL1671,43,2,14,10,11,0
BCAM1543C,2,1,1,2,1,0
BCAS0065,17,1,1,4,2,0
BCAM0585,7,1,1,3,1,0
BCAM1909,4,1,2,3,1,0
"BCAL3217,BCAL3218",49,3,22,8,19,1
BCAL3330,58,6,9,8,14,1
BCAM1657,0,2,0,4,0,0
BCAL0550,35,4,6,8,4,1
BCAM0832,14,0,2,3,1,0
BCAM2812,32,3,10,8,10,0
BCAL3502,1,0,3,1,1,0
BCAM0091,5,0,0,1,0,0
BCAL0374,64,2,8,8,13,0
BCAM2158,22,3,7,6,2,1
BCAL1924,31,2,0,7,3,0
BCAS0073,2,1,1,3,0,0
BCAL0041,7,0,1,2,0,0
BCAL1116,5,0,0,1,0,0
BCAM1303,5,0,0,1,0,0
BCAM2578,23,6,8,14,7,0
BCAM1110,17,0,1,4,0,0
BCAL3060,5,0,0,1,0,0
BCAM2810,5,0,0,1,0,0
BCAM1066,43,3,6,4,1,2
"BCAL1567,BCAL1568",51,4,14,7,14,1
BCAL2019,29,3,12,4,8,1
BCAL2674,8,1,1,1,3,0
BCAL0559,16,0,5,2,4,0
BCAL2766,49,6,26,16,8,2
BCAM2358,10,1,2,2,3,0
BCAM1996,2,0,1,1,0,0
BCAM1222,7,0,1,2,0,0
BCAS0630,2,0,1,1,0,0
BCAL0838,2,0,1,1,0,0
BCAL2220,19,2,6,5,6,0
BCAL1786,2,0,1,1,0,0
BCAL2971,32,1,14,5,5,1
BCAL0473,32,3,11,6,6,1
BCAL3064,2,0,1,1,0,0
BCAM2440,18,1,1,4,2,0
BCAL0678,75,3,15,6,10,2
BCAL2697,2,0,1,1,0,0
BCAM1700,41,1,8,3,5,1
pBCA089,31,0,5,6,3,0
"BCAL3493,BCAL3494",78,8,26,20,16,1
BCAL2972,51,4,18,3,18,1
BCAS0772,8,1,1,2,2,0
BCAS0172,7,1,3,3,2,0
BCAM2465,21,3,11,7,9,0
BCAL3025,24,1,8,4,7,0
BCAM0709,8,1,1,2,2,0
BCAM0726,26,2,4,5,6,0
BCAS0063,13,2,12,3,10,0
BCAL0211,40,1,11,10,6,0
"BCAL3334,BCAL3335",122,13,32,28,23,7
BCAL3318,39,7,11,5,9,2
BCAM0345,62,7,16,20,8,1
BCAL1039,30,2,10,4,11,0
BCAL1966,21,4,12,6,6,1
BCAM0370,13,1,3,2,4,0
BCAS0237,11,2,2,4,3,0
BCAM2394,23,4,12,4,2,2
BCAM0007,54,6,38,22,15,1
BCAM2392,1,1,0,0,2,0
BCAL0676,15,1,4,4,3,0
BCAL0047,103,5,20,25,9,1
BCAL3362,7,0,3,1,2,0
BCAM2713,14,0,6,2,4,0
BCAL1365,56,5,17,10,13,1
BCAM0702,3,1,1,2,1,0
BCAL1230,14,1,7,0,2,1
BCAL0832,47,1,8,5,10,0
BCAL2471,22,2,4,4,6,0
BCAM1068,76,2,15,11,9,1
BCAL2647,23,1,4,1,1,1
BCAM1504,27,1,4,3,6,0
BCAL2992,42,1,19,8,6,1
BCAM1006,5,0,2,0,2,0
BCAL1190,16,3,3,4,6,0
BCAL0356,2,0,3,0,2,0
BCAM1368,29,5,14,10,6,1
BCAM1397A,1,1,0,1,1,0
BCAL0657,1,1,0,1,1,0
BCAM0931,13,1,3,6,0,0
BCAM2709,13,0,3,1,3,0
BCAL0391,45,4,20,6,14,1
BCAL3112,13,0,1,3,0,0
BCAL1632,2,0,1,1,0,0
pBCA025,18,1,2,0,6,0
BCAM2624,10,1,6,4,3,0
BCAM0905,79,5,20,15,13,1
BCAM0625,4,1,1,0,3,0
BCAL0042,189,9,41,25,16,5
BCAM2342,26,8,10,7,11,1
BCAM2183,8,0,1,1,1,0
"BCAM2147,BCAM2148",45,3,19,15,7,0
BCAL0432,4,3,1,2,4,0
BCAL0798,15,2,2,1,0,1
BCAL3164,29,1,9,8,4,0
BCAM0251,17,2,8,6,5,0
BCAM0722,4,0,4,3,0,0
BCAL2870,1,1,0,2,0,0
BCAM0202,1,1,0,2,0,0
BCAL2416,35,3,4,10,4,0
BCAL1259,14,1,3,5,1,0
BCAM0973,4,2,5,4,3,0
BCAL3384,4,1,1,1,2,0
BCAS0385,1,1,0,2,0,0
BCAL2784,61,3,6,6,7,1
BCAM2591,26,3,10,5,4,1
BCAM2642,7,0,3,3,0,0
BCAS0397,8,0,1,2,0,0
BCAL0743,8,0,1,2,0,0
"BCAM1285,BCAM1286",47,3,16,9,13,0
BCAM1401,5,0,2,2,0,0
BCAL3308,5,0,4,1,2,0
"BCAL1357,BCAL1358",225,29,70,44,55,2
BCAM0879,11,0,0,2,0,0
BCAL1488,25,6,14,9,7,1
BCAL0622,5,0,2,2,0,0
"pBCA039,pBCA040",5,0,5,2,2,0
BCAM2447,16,3,0,4,4,0
BCAL2246,64,3,10,5,4,2
BCAL1250,40,3,13,10,3,1
BCAM2476,75,2,16,10,15,0
BCAL2345,14,1,10,0,3,1
BCAM0379,30,5,12,9,5,1
"BCAL1006,BCAL1007,BCAL1008",3,0,1,0,1,0
BCAL1640,1,0,7,4,0,0
BCAL2670,50,4,21,6,8,2
"BCAL1196,BCAL1197",22,3,13,7,8,0
BCAM1827,5,0,2,2,0,0
BCAM1507,2,1,0,0,2,0
BCAM0816,7,1,0,2,1,0
"BCAM0392,BCAM0393",22,2,11,6,6,0
BCAL3097,37,1,14,2,7,1
BCAL2775,72,5,17,14,16,0
"BCAM0857,BCAM0858",11,0,5,5,1,0
BCAL1636,34,1,12,8,6,0
BCAM0043,99,4,31,22,12,1
BCAM1353,40,2,6,2,5,1
BCAL1876,24,6,16,5,5,2
BCAL0644,7,1,2,3,1,0
BCAL1968,6,0,0,0,1,0
BCAM2611,5,0,6,2,2,0
BCAL0582,0,0,2,0,1,0
BCAS0109,6,0,0,0,1,0
BCAM1788,6,0,0,0,1,0
"BCAS0208,BCAS0209,BCAS0210",14,0,1,1,2,0
"BCAM1567,BCAM1568",6,0,1,2,2,0
BCAM1428,27,3,9,4,4,1
BCAM2166,25,1,6,3,6,0
"pBCA051,pBCA052,pBCA053",113,11,40,23,21,2
BCAL3371,24,3,10,5,3,1
BCAS0185,3,0,1,0,1,0
"BCAM0821,BCAM0822,BCAM0823",43,2,16,8,11,0
BCAM1932,14,2,4,6,2,0
BCAM1998,14,1,2,1,4,0
BCAL0593,3,0,1,0,1,0
BCAL2470,15,0,5,0,5,0
BCAM0876,41,2,6,3,4,1
BCAM2662,5,0,4,3,0,0
BCAL3313,21,2,4,5,4,0
BCAM0755,8,1,2,1,3,0
BCAM2419,0,0,2,0,1,0
BCAL0857,52,6,21,12,5,2
BCAM0416,2,1,0,1,1,0
BCAM1251,82,8,27,24,17,0
"BCAS0022,BCAS0023",4,0,0,1,0,0
BCAM0974,12,0,2,1,2,0
BCAL2403,19,1,6,7,1,0
BCAM1789,6,0,4,1,2,0
pBCA041,65,9,22,8,22,1
BCAL2631,113,9,32,18,25,1
BCAL2636,29,1,5,5,4,0
"pBCA048a,pBCA049",0,1,3,2,1,0
BCAM1294,64,6,10,9,10,1
BCAM1212,15,1,4,1,5,0
BCAL0968,9,0,1,1,1,0
"BCAM1532,BCAM1533",4,0,3,2,1,0
BCAL0686,43,0,6,4,6,0
BCAM2813,24,2,11,10,3,0
BCAM2156,6,0,0,1,0,0
BCAM1255,15,1,4,2,4,0
BCAL2165,21,1,8,4,5,0
BCAM2638,14,3,4,3,6,0
BCAL1356,41,3,2,2,4,1
BCAL0921,3,0,1,1,0,0
BCAL1350,10,0,3,0,3,0
BCAM0404,10,0,3,0,3,0
BCAS0332,3,0,1,1,0,0
BCAL3017,10,0,5,1,3,0
BCAM2617,7,0,4,0,3,0
BCAM1372,3,0,1,1,0,0
BCAL0309,16,0,5,2,3,0
BCAL2608,3,0,1,1,0,0
BCAL2828,64,4,9,1,7,2
BCAM0530,14,3,6,7,3,0
BCAM1729,0,0,2,1,0,0
BCAM0303,80,4,21,4,6,3
BCAM1737,306,6,42,33,26,3
BCAS0377,0,0,2,1,0,0
BCAM0692,0,0,2,1,0,0
BCAL1453,21,2,5,7,2,0
BCAL0478,35,4,20,7,8,1
BCAM2457,3,0,1,1,0,0
BCAL0930,41,4,13,12,7,0
BCAL3277,33,2,10,5,8,0
BCAL2836,15,3,5,1,2,1
BCAM1675,3,0,1,1,0,0
BCAL1903,10,0,5,3,1,0
BCAL3302,47,1,21,12,7,0
"BCAL0697,BCAL0698",55,3,13,10,10,0
"BCAL1582,BCAL1583,BCAL1584",15,2,1,2,4,0
BCAL0701,10,1,2,1,3,0
BCAS0281,11,1,8,3,4,0
BCAM1240,19,2,4,6,2,0
BCAM0274a,22,5,12,12,5,0
BCAL0670,16,2,1,3,3,0
BCAM0143,16,2,3,5,2,0
BCAM1307,100,7,22,16,14,1
BCAL2796,26,2,2,5,3,0
BCAM2487,17,1,4,3,3,0
BCAS0629,16,4,3,6,4,0
BCAL2720,41,4,6,6,9,0
BCAL2240,45,3,15,6,6,1
BCAL3189,11,1,6,3,3,0
BCAL2062,50,5,9,7,6,1
BCAL3024,1,2,2,1,3,0
"BCAM0192,BCAM0193,BCAM0194",36,2,11,5,9,0
BCAM2144,4,2,1,1,3,0
BCAM2273,1,0,4,1,1,0
"pBCA026,pBCA026a",9,0,2,2,1,0
BCAM0397,21,2,2,2,5,0
BCAM1210,9,1,7,2,4,0
BCAM1479,15,0,6,2,3,0
BCAL2289,38,2,16,8,8,0
BCAL2781,25,2,5,5,4,0
"BCAL1723,BCAL1724,BCAL1725,BCAL1726",23,1,6,1,6,0
BCAL2007,17,0,3,4,0,0
BCAL0505,11,1,4,4,1,0
BCAM2597,14,1,1,2,2,0
BCAM0215,7,0,2,2,0,0
BCAM2538,4,1,0,0,2,0
BCAM2349A,5,0,3,0,2,0
BCAS0223,7,2,0,3,1,0
BCAM2491,23,4,6,8,4,0
BCAL2245,17,1,7,2,5,0
BCAL2613,4,0,1,0,1,0
BCAM2405,1,0,2,0,1,0
BCAL1381,4,0,1,0,1,0
BCAL1279,41,2,16,8,8,0
pBCA042,9,1,3,1,3,0
BCAM2686,30,0,6,4,3,0
BCAL3095,12,6,3,2,3,1
BCAM2834,10,0,1,2,0,0
BCAS0152,21,4,5,8,3,0
BCAL1544,2,6,3,4,6,0
BCAL2909,75,3,16,11,11,0
BCAM1759,9,1,3,2,2,0
BCAL3447,6,0,5,1,2,0
BCAL1211,63,3,15,2,11,1
BCAL0028,28,1,6,5,3,0
BCAM0594,5,0,3,1,1,0
BCAM1674,10,3,3,6,1,0
BCAS0395,2,0,4,1,1,0
BCAS0304,4,1,0,2,0,0
pBCA064,8,1,1,2,1,0
BCAM2833,8,3,2,1,5,0
"BCAL1461,BCAL1462",16,0,5,2,2,0
BCAL0898,7,0,0,1,0,0
BCAL1012,1,1,1,2,0,0
"BCAM2436,BCAM2437",3,3,1,3,2,0
BCAL1731,4,0,1,1,0,0
BCAL2633,11,0,1,2,0,0
BCAL1805,4,0,1,1,0,0
BCAL2656,14,1,4,3,2,0
BCAL1920,34,2,7,2,2,1
BCAM1324,4,0,1,1,0,0
BCAL2960,21,3,5,3,6,0
"BCAM1263,BCAM1264",1,0,2,1,0,0
BCAL1730,4,0,1,1,0,0
BCAL2953,21,1,2,1,4,0
BCAL3369,39,2,7,5,6,0
BCAS0327,1,0,2,1,0,0
BCAM1509,7,0,0,1,0,0
BCAL2772,13,1,9,6,1,0
BCAL2643,4,0,1,1,0,0
BCAM1855,10,1,3,3,1,0
BCAL1233,47,2,14,0,2,2
BCAM0347,11,7,5,9,4,0
BCAM2678,7,0,5,2,1,0
BCAM1175,12,0,6,1,3,0
BCAL3375,5,2,2,0,4,0
"BCAL0527,BCAL0528",105,6,36,19,20,0
BCAL0336,10,2,5,3,3,0
BCAM2535,1,0,2,1,0,0
pBCA013,10,1,3,3,1,0
BCAM2832,9,0,2,1,1,0
"BCAL0089,BCAL0090",5,0,0,1,0,0
BCAL1511,45,4,9,0,2,2
"BCAL2847,BCAL2848",6,0,1,3,1,0
BCAM1459,13,3,6,3,5,0
BCAL0533,24,1,14,3,7,0
BCAL0079,63,3,23,6,9,1
"BCAL1599b,BCAL1601",4,0,1,1,0,0
BCAM1161,4,1,3,1,2,0
BCAM2288,5,2,7,2,4,0
"BCAL0693,BCAL0694",13,0,3,1,2,0
"BCAM0562,BCAM0563",0,0,3,0,1,0
BCAL1410,14,2,4,3,3,0
BCAM0845,0,2,1,2,1,0
BCAM2625,7,0,5,2,1,0
BCAS0631,7,1,2,2,1,0
BCAM1756,14,1,10,3,4,0
BCAL1874,28,0,11,5,3,0
BCAL2461,2,0,2,0,1,0
BCAS0188,10,1,6,4,1,0
BCAM0414,8,0,0,0,1,0
"BCAM0824,BCAM0825,BCAM0826",43,1,10,7,3,0
BCAL0382,5,0,1,0,1,0
BCAM1420,5,0,1,0,1,0
BCAL3067,2,0,2,0,1,0
BCAS0753,2,0,2,0,1,0
BCAM1216,2,0,2,0,1,0
BCAL3398,13,2,5,2,4,0
"BCAL0740,BCAL0741",60,1,19,3,7,1
BCAL0696,6,1,0,1,1,0
BCAS0290,11,2,3,2,3,0
BCAL0746,5,3,2,1,4,0
BCAL1210,49,1,7,5,5,0
"BCAM1751,BCAM1752",7,0,1,0,2,0
BCAM0224,16,6,7,7,5,0
BCAM2765,3,1,4,0,3,0
"BCAL1587,BCAL1588,BCAL1589,BCAL1590",11,0,5,1,3,0
BCAL2230,121,6,34,20,15,0
BCAL2402,9,0,5,2,1,0
BCAL2458,3,2,0,3,0,0
BCAL0467,28,2,9,2,7,0
BCAM0587,4,2,3,2,2,0
BCAM2165,18,0,2,3,0,0
"BCAL3014,BCAL3015",86,2,13,13,5,0
BCAM2173,10,1,7,3,2,0
BCAL0051,23,0,6,3,2,0
BCAM1802,42,2,12,9,3,0
pBCA014,7,1,0,1,1,0
BCAL0052,11,1,4,4,0,0
BCAL1904,12,3,9,2,6,0
BCAL0463,35,3,4,4,5,0
BCAL1509,8,2,5,2,3,0
BCAM2769,18,1,5,2,3,0
BCAL1922,20,4,3,4,4,0
pBCA035,7,1,3,1,2,0
BCAL2376,2,0,2,1,0,0
pBCA047,8,0,3,1,1,0
"BCAM1295,BCAM1296,BCAM1297",55,2,12,11,2,0
BCAL0897,24,6,7,7,5,0
BCAL1257,28,2,4,6,1,0
BCAL0805,10,3,1,5,0,0
BCAM1747,6,0,1,0,1,0
BCAM0935,9,0,3,0,2,0
BCAL0829,3,0,2,0,1,0
BCAM2701,126,0,9,3,14,0
BCAL2269,9,8,6,6,6,0
BCAM1705,3,0,2,0,1,0
BCAM2720,3,0,2,0,1,0
BCAL0691,42,2,6,4,5,0
BCAM0195,21,0,5,1,3,0
BCAL3268,21,0,5,1,3,0
"BCAL0636,BCAL0637",0,0,3,0,1,0
BCAM2687,23,0,4,3,1,0
BCAM2596,20,1,5,2,3,0
BCAS0080,16,3,3,1,5,0
BCAL0699,53,4,11,9,5,0
BCAL3161,9,0,3,1,1,0
BCAL1782,6,0,4,1,1,0
BCAL1962,31,6,6,8,4,0
BCAL2469,6,3,4,0,5,0
BCAM2722,24,1,4,2,3,0
BCAS0407,11,0,2,2,0,0
BCAL2239,25,0,4,1,3,0
"BCAM0367,BCAM0368",5,2,1,1,2,0
BCAM1223,1,3,2,2,2,0
BCAL1988,6,0,1,1,0,0
"BCAM1366,BCAM1367",12,1,2,1,2,0
BCAS0106,17,4,6,4,4,0
BCAM1292,31,2,5,4,3,0
BCAM0706,6,2,4,2,2,0
BCAM1869,48,0,6,3,4,0
BCAS0764,3,1,2,1,1,0
BCAM2237,5,2,1,3,0,0
BCAM1725,6,2,1,1,2,0
BCAM0996,39,3,5,8,1,0
BCAL1352,6,0,1,1,0,0
"BCAL0607,BCAL0608",12,0,4,3,0,0
"BCAM0083,BCAM0084",12,3,4,5,1,0
BCAL2855,0,1,0,0,1,0
BCAM1872,13,0,2,1,1,0
BCAL0313,32,3,2,4,3,0
BCAM1617,5,0,2,0,1,0
BCAL1577,25,2,17,6,4,0
BCAM0160,9,0,0,1,0,0
BCAM1075,7,0,1,0,1,0
BCAM2460,7,0,1,0,1,0
BCAM0997,41,2,9,4,5,0
BCAM1101,4,0,2,0,1,0
BCAM0196,35,3,10,9,1,0
BCAL1963,20,2,3,3,2,0
BCAS0036,4,0,2,0,1,0
BCAL0097,5,6,5,2,6,0
"BCAM0835,BCAM0836",10,1,3,1,2,0
BCAM2772,33,1,2,3,2,0
"BCAM1193,BCAM1194",14,7,2,4,5,0
"BCAM1659,BCAM1660,BCAM1661",4,2,1,1,1,0
BCAL3412,11,1,6,3,1,0
BCAL3360,4,2,2,2,1,0
BCAL1809,21,4,3,5,2,0
BCAM1943,8,1,1,0,2,0
"BCAL1074,BCAL1075",1,1,1,1,1,0
BCAL2464,11,1,3,2,1,0
BCAM2403,0,2,0,2,0,0
BCAL1034,32,1,6,4,2,0
BCAM0136,0,1,0,1,0,0
BCAL0902,35,3,5,6,2,0
BCAL3138,17,0,8,1,3,0
BCAL0538,45,0,13,2,0,1
BCAS0628,27,4,11,8,2,0
BCAL2145,7,0,1,1,0,0
BCAL3171,9,0,4,0,2,0
BCAL1390,12,6,4,2,6,0
BCAL3515,17,0,1,2,0,0
BCAM1005,9,0,4,0,2,0
BCAM1713,62,3,7,7,4,0
BCAM0086,4,0,2,1,0,0
BCAL2818,1,0,3,1,0,0
BCAS0700,7,0,1,1,0,0
"BCAM1095,BCAM1096",20,1,6,0,6,0
BCAM1867,8,0,4,2,0,0
BCAS0116,7,4,2,2,3,0
BCAM1349,5,1,2,1,1,0
BCAM2172,38,6,20,6,9,0
BCAL3078,8,1,1,1,1,0
"BCAS0177,BCAS0178",9,2,5,4,2,0
BCAS0756,1,1,0,0,1,0
"BCAL2773,BCAL2774",23,5,5,4,4,0
pBCA089a,2,0,3,0,1,0
BCAS0167,39,3,14,1,3,1
BCAM2605,19,0,4,3,0,0
BCAL2451,16,0,2,0,2,0
BCAM1257,5,0,2,0,1,0
BCAL0153,8,0,1,0,1,0
BCAL1770,11,1,4,0,3,0
BCAL2069,14,0,2,2,0,0
BCAL0764,1,0,3,1,0,0
BCAM2483,7,0,5,0,2,0
"BCAM1945,BCAM1946",29,2,0,0,4,0
BCAL1321,2,2,0,1,1,0
"BCAM2770,BCAM2771",15,0,2,2,0,0
BCAM1999,15,1,6,3,1,0
BCAL2687,12,2,4,2,2,0
BCAS0089,9,1,1,1,1,0
BCAM1652,6,1,2,1,1,0
BCAL1458,19,3,4,2,3,0
BCAS0181,0,2,1,0,2,0
