,SN148_R1 TPM,SN148_R2 TPM,SN148-w-Ca_R1 TPM,SN148-w-Ca_R2 TPM,crz1_R1 TPM,crz1_R2 TPM,crz1-w-Ca_R1 TPM,crz1-w-Ca_R2 TPM
C1_09130W_A,13.016,12.2892,22.6216,22.6777,8.65201,8.64719,5.52443,7.09488
C1_09130W_B,12.3563,12.2892,26.6674,25.0917,7.16745,6.84153,11.3772,8.99272
C1_09140C_A,11.9029,10.9663,13.153,15.5935,13.9385,11.9067,9.03793,10.4913
C1_09140C_B,11.9714,11.5852,13.2216,7.77844,11.6484,11.9743,10.6057,6.98114
C1_09150W_A,12.4473,12.4922,61.7859,60.8106,4.56027,4.92603,53.8122,53.8096
C1_09150W_B,3.32333,2.96038,13.8179,13.0768,2.14207,1.63619,22.0287,20.3169
C1_09160W_A,3.04601,3.35627,18.3138,16.8547,5.71761,4.99483,25.5309,24.7529
C1_09160W_B,3.80471,3.35627,20.4645,20.2244,5.71761,4.99483,35.2512,34.6553
C1_09170W_A,10.2852,10.352,11.3094,10.004,3.0521,2.98829,4.37015,3.84322
C1_09170W_B,10.6191,10.0011,14.2131,14.9376,6.70549,6.5653,9.70569,9.91382
C1_09180W_A,3.209,3.19268,4.79604,4.90327,1.50012,1.50188,6.55251,5.63796
C1_09180W_B,4.10117,3.85858,6.62544,5.94237,3.86441,3.28412,8.90505,9.47019
C1_09190C_A,320.142,321.297,306.661,296.875,508.396,498.529,532.67,527.871
C1_09190C_B,355.874,340.571,273.824,269.947,607.816,593.633,554.622,532.752
C1_09200W_A,4.87063,4.18045,9.06294,7.84801,12.1937,11.3685,15.3009,13.6453
C1_09200W_B,9.34754,9.60603,6.99769,7.84801,17.6182,17.2138,17.9062,19.255
C1_09210C_A,32.7766,32.7059,31.5632,33.0767,22.9053,19.7961,42.2102,42.3929
C1_09210C_B,39.021,37.6435,39.336,36.213,15.2047,16.1535,46.9962,44.298
C1_09220W_A,22.7238,23.9642,62.291,62.0521,21.2178,22.2919,25.6815,26.2806
C1_09220W_B,8.08029,6.68019,26.7609,28.2562,6.15678,6.44226,10.3005,9.59499
C1_09230C_A,19.217,20.3214,29.236,30.9823,30.0209,28.3695,16.9683,17.326
C1_09230C_B,25.6528,22.3113,24.0132,15.3839,11.2884,10.6828,15.4043,13.2951
C1_09240C_A,3.25697,3.59582,2.20192,1.51415,4.54809,6.18233,2.72066,3.13619
C1_09240C_B,3.25697,3.00796,2.20192,2.78971,6.65557,3.8614,2.72066,2.18214
C1_09250W_A,92.6961,89.6965,30.928,30.2097,116.972,113.659,45.809,43.7499
C1_09250W_B,91.4526,90.5783,30.1286,29.0074,113.38,111.877,38.2808,38.1946
C1_09260C_A,19.3353,18.13,19.7234,19.3723,12.7334,11.9977,9.04357,7.96384
C1_09260C_B,18.8955,19.0376,18.6874,17.337,20.0389,18.8674,16.8137,17.309
C1_09270W_A,3.33492,3.17516,5.7329,5.60276,5.6641,5.54568,6.47094,6.32466
C1_09270W_B,3.33492,3.17516,5.7329,5.60276,5.6641,5.54568,6.47094,6.32466
C1_09280W_A,5.33494,5.97744,7.08058,7.41105,2.45953,2.63443,6.1088,6.2679
C1_09280W_B,7.76216,7.12742,8.08584,7.41105,6.48046,6.11865,5.5575,5.13468
C1_09290C_A,8.6116,8.57435,16.9502,17.7793,9.99321,8.41638,15.9204,15.1089
C1_09290C_B,6.78199,6.3946,18.9205,17.2771,4.71234,5.98171,20.2517,20.2455
C1_09300C_A,0,0,0,0,0,0,0,0
C1_09300C_B,0,0,0,0,0,0,2.31798,2.26558
C1_09310C_A,1.98269,1.86014,8.02328,7.11261,2.29361,3.08184,5.59871,4.72691
C1_09310C_B,2.76245,2.59085,6.35278,6.37355,4.85596,3.91826,12.6991,12.5496
C1_09320C_A,13.5422,13.5353,33.7281,32.5225,9.36426,10.2003,43.2274,43.0961
C1_09320C_B,11.666,11.3483,27.8978,27.7043,7.40877,6.99129,30.1293,29.1654
C1_09330W_A,27.6105,27.1886,5.92045,5.78605,2.63655,2.29741,2.0889,2.26514
C1_09330W_B,23.7342,27.1886,8.26575,8.0781,26.9187,26.6399,8.95777,10.6082
C1_09340C_A,1.84624,1.74354,8.58715,8.96952,4.31921,4.29321,16.3778,15.6335
C1_09340C_B,1.58852,1.62195,8.58715,7.81489,3.39866,3.26331,5.99695,6.23544
C1_09350W_A,132.91,127.676,59.1241,46.6447,117.395,125.167,39.7029,30.633
C1_09350W_B,96.3154,97.745,69.6262,76.8552,78.9527,63.6467,34.9207,42.3038
C1_09360C_A,17.4174,17.1676,27.7276,25.5881,24.4461,22.5006,22.5286,21.6277
C1_09360C_B,20.4684,20.4602,25.1441,26.0833,19.136,20.5938,18.9376,18.9012
C1_09370W_A,16.1669,14.4849,11.8183,10.7607,15.5631,15.2378,15.5086,14.0409
C1_09370W_B,11.3821,12.3425,10.2031,10.7607,11.1486,10.9156,4.07515,5.10019
C1_09380W_A,9.52047,8.75196,12.1282,10.4178,13.0532,12.7803,17.7631,16.3927
C1_09380W_B,10.05,10.2982,11.121,12.3036,15.2348,14.9163,12.4183,13.1065
C1_09390W_A,5.16843,4.84676,1.95274,4.33452,6.18541,4.89623,2.36814,1.9648
C1_09390W_B,6.5592,6.64432,9.08878,7.09881,6.18541,7.21596,4.57518,5.51433
C1_09400C_A,0.951815,1.07779,17.3524,16.6611,1.91245,2.39992,4.16684,3.30058
C1_09400C_B,1.24814,1.07779,7.22761,7.36091,1.91245,0,2.58699,2.52852
C1_09410W_A,0,0,0,0,0,0,0,0
C1_09410W_B,0,0,0,0,0,0,0,0
C1_09420W_A,0.552951,0.541798,0,0,0,0,0,0
C1_09420W_B,0.552951,0.541798,1.57445,1.53871,0,0,0,0
C1_09430W_A,16.2576,15.9907,10.6915,11.8973,6.55966,7.28038,8.20289,9.841
C1_09430W_B,10.602,10.2142,10.6915,9.00035,6.55966,5.56465,7.07304,5.08962
C1_09440W_A,13.1822,13.2861,15.1669,16.2646,8.58847,9.37341,12.4308,13.6464
C1_09440W_B,8.21762,8.03192,7.1431,6.53219,21.2316,19.8232,20.3905,18.4329
C1_09450C_A,9.45583,9.58486,7.34726,6.0638,9.93623,9.09647,6.70581,6.50888
C1_09450C_B,13.7494,12.9804,12.7746,13.6013,13.7791,14.1231,9.06555,8.90597
C1_09460W_A,56.1832,57.5808,38.7048,41.1802,54.9555,50.0418,31.8805,26.6177
C1_09460W_B,42.1391,39.0055,35.0172,30.8683,30.2127,33.3457,21.2633,24.5674
C1_09470C_A,33.5897,32.4158,30.4812,28.0088,33.6927,30.0234,39.9014,40.0688
C1_09470C_B,31.7831,31.294,28.5455,29.6778,14.8429,16.0562,25.8987,24.2439
C1_09480W_A,22.062,20.6561,9.08615,9.6837,18.0444,22.5652,62.4607,55.6375
C1_09480W_B,20.1005,20.6561,31.7261,30.202,41.9749,36.1993,18.1577,23.1585
C1_09490C_A,102.638,101.737,36.9509,33.4662,61.2815,57.9394,23.9464,23.5505
C1_09490C_B,110.838,107.627,24.7759,26.8593,82.7047,83.0365,32.2446,30.7745
C1_09500W_A,1.61259,1.58006,0,0,0,0,0,0
C1_09500W_B,1.61259,1.58006,0,0,0,0,0,0
C1_09510W_A,52.4835,50.6015,9.49849,8.61627,25.334,25.5196,12.9262,12.2809
C1_09510W_B,53.8696,54.0578,8.07686,7.91923,41.98,40.3871,14.5075,14.5327
C1_09520C_A,24.0078,22.3776,21.2598,21.4617,19.3209,17.6659,19.0826,16.9112
C1_09520C_B,20.4157,20.9143,15.5161,13.1407,25.6982,25.4259,7.27774,8.13163
C1_09530W_A,28.6831,26.2931,11.9319,10.6453,14.4181,16.5546,15.1054,20.7677
C1_09530W_B,15.3832,16.8844,11.9319,14.8123,30.3172,27.2455,23.5823,17.0454
C1_09540W_A,5.48133,5.11472,9.89801,9.09951,3.01816,2.95506,7.75465,9.12584
C1_09540W_B,8.35243,8.24365,16.961,17.7046,5.4945,5.37962,11.382,10.1812
C1_09550W_A,1.46927,1.43964,13.9468,11.2448,6.15241,6.02378,9.77395,4.40869
C1_09550W_B,1.46927,1.43964,13.9468,11.2448,6.15241,6.02378,9.77395,4.40869
C1_09570W_A,6.26085,8.55271,8.17638,11.6948,6.68273,9.66019,6.93527,4.78869
C1_09570W_B,16.7215,13.9661,15.7566,11.6948,12.2363,9.66019,6.93527,8.76829
C1_09580C_A,1.4682,1.63224,3.528,3.32432,1.82988,2.26138,3.10034,3.03026
C1_09580C_B,0,0.346796,0,1.02079,1.82988,0,0,0
C1_09590C_A,0,0,0,0,0,0,0,0
C1_09590C_B,0,0,0,0,0,0,0,0
C1_09600C_A,6.12399,6.00047,8.1874,7.67868,6.21073,6.08088,8.1152,7.2355
C1_09600C_B,6.12399,6.00047,8.1874,7.67868,6.21073,6.08088,8.1152,7.2355
C1_09610W_A,24.4349,29.0981,51.9624,44.2744,44.2501,32.0681,20.5453,28.1024
C1_09610W_B,47.8151,40.8186,37.9408,37.3686,54.2727,58.8972,46.1979,34.4496
C1_09620C_A,37.0453,36.298,31.1253,30.4187,17.3428,16.9802,28.7488,28.0989
C1_09620C_B,37.0453,36.298,31.1253,30.4187,17.3428,16.9802,28.7488,28.0989
C1_09630W_A,276.654,272.285,244.299,241.333,230.496,225.043,275.261,271.358
C1_09630W_B,276.654,272.285,244.299,241.333,230.496,225.043,275.261,271.358
C1_09640W_A,166.801,156.62,109.335,103.315,166.481,146.851,117.472,111.314
C1_09640W_B,116.053,120.529,116.415,117.31,142.07,154.206,111.868,111.314
C1_09650W_A,13.8052,12.3351,39.8355,40.9809,36.4926,33.7027,37.0277,41.3678
C1_09650W_B,14.4892,15.3887,41.9132,35.4398,34.0938,33.7027,53.6665,44.7803
C1_09660W_A,28.2208,26.8688,37.3973,31.3928,44.4634,45.7131,27.3853,32.3159
C1_09660W_B,23.8238,24.3859,20.9512,26,35.2387,32.3226,27.3853,21.2167
C1_09670C_A,122.337,117.947,175.099,171.124,117.793,115.331,104.436,102.075
C1_09670C_B,122.337,117.947,175.099,171.124,117.793,115.331,104.436,102.075
C1_09680W_A,142.865,142.682,190.527,172.334,89.8862,99.3067,104.646,72.9421
C1_09680W_B,120.336,115.21,119.954,129.379,106.088,91.7251,80.159,105.83
C1_09690W_A,9.91074,10.9669,37.9224,45.7399,22.6893,16.1828,41.3669,43.407
C1_09690W_B,17.8818,16.2651,19.5783,9.92683,17.3294,23.7781,48.0381,43.407
C1_09700W_A,1.20829,0,0,0,2.76498,0,0,0
C1_09700W_B,1.20829,0,0,0,2.76498,0,0,0
C1_09710C_A,21.8992,22.0449,10.0055,9.7784,12.6224,12.7681,11.0946,10.8438
C1_09710C_B,21.8992,22.0449,10.0055,9.7784,12.6224,12.7681,11.0946,10.8438
C1_09720W_A,164.455,160.9,93.9081,90.4199,211.576,207.153,103.495,102.252
C1_09720W_B,164.455,160.9,93.9081,90.4199,211.576,207.153,103.495,102.252
C1_09730W_A,19.1293,17.8883,18.4327,18.6214,17.0569,15.8057,11.1655,9.60365
C1_09730W_B,19.1293,17.8883,18.4327,18.6214,17.0569,15.8057,11.1655,9.60365
C1_09740C_A,36.362,45.2903,36.1516,35.3308,44.9072,60.1391,14.7606,20.3445
C1_09740C_B,36.362,45.2903,36.1516,35.3308,44.9072,60.1391,14.7606,20.3445
C1_09750W_A,27.3475,26.6015,30.3993,29.7092,24.7605,24.2429,15.1068,14.7653
C1_09750W_B,27.3475,26.6015,30.3993,29.7092,24.7605,24.2429,15.1068,14.7653
C1_09760C_A,23.6013,23.2793,44.8248,43.8072,24.4569,23.9456,31.9238,30.7305
C1_09760C_B,23.6013,23.2793,44.8248,43.8072,24.4569,23.9456,31.9238,30.7305
C1_09770W_A,29.5277,30.7584,158.376,157.374,22.1813,21.7175,82.0665,80.2113
C1_09770W_B,29.5277,30.7584,158.376,157.374,22.1813,21.7175,82.0665,80.2113
C1_09780C_A,8.20175,7.83269,12.3071,11.8349,5.33527,5.22373,6.67637,6.52545
C1_09780C_B,8.20175,7.83269,12.3071,11.8349,5.33527,5.22373,6.67637,6.52545
C1_09790C_A,10.404,11.9277,13.0267,12.731,6.94406,6.79888,11.6598,13.6798
C1_09790C_B,20.0918,17.9529,13.0267,12.731,9.33099,9.1359,9.24919,6.75652
C1_09800C_A,58.6712,54.3776,133.072,129.297,66.675,67.9132,56.2793,57.9312
C1_09800C_B,78.0746,77.0827,148.574,138.778,45.0931,41.5182,52.0593,45.3785
C1_09810W_A,19.7088,19.1346,14.8555,13.3349,18.481,17.9509,14.1706,13.3209
C1_09810W_B,19.7088,19.1346,14.8555,13.3349,18.481,17.9509,14.1706,13.3209
C1_09820C_A,8.1491,9.24835,1.6849,5.00052,2.60609,3.14359,11.1037,11.3928
C1_09820C_B,8.1491,9.24835,1.6849,5.00052,2.60609,3.14359,11.1037,11.3928
C1_09830W_A,13.1389,12.8401,13.6116,13.5909,13.5092,12.9436,11.0707,10.8204
C1_09830W_B,13.1389,12.8401,13.6116,13.5909,13.5092,12.9436,11.0707,10.8204
C1_09840C_A,28.5622,27.0091,31.7827,32.8059,12.0913,9.44376,26.5269,23.4926
C1_09840C_B,13.417,13.432,27.4639,20.1861,20.368,19.4435,9.18675,10.3549
C1_09850C_A,40.1781,38.9573,53.1109,49.5745,53.205,51.4058,61.6348,57.7284
C1_09850C_B,40.1781,38.9573,53.1109,49.5745,53.205,51.4058,61.6348,57.7284
C1_09860C_A,21.8159,21.7886,35.3307,35.3101,20.7962,20.3614,23.437,23.3285
C1_09860C_B,21.8159,21.7886,35.3307,35.3101,20.7962,20.3614,23.437,23.3285
C1_09870W_A,4.26347,4.26545,14.4407,14.1129,2.43652,2.01744,6.74839,5.78753
C1_09870W_B,4.26347,4.26545,14.4407,14.1129,2.43652,2.01744,6.74839,5.78753
C1_09880C_A,35.4974,35.3173,35.67,36.3821,11.2353,11.0004,14.9531,14.6151
C1_09880C_B,35.4974,35.3173,35.67,36.3821,11.2353,11.0004,14.9531,14.6151
C1_09900W_A,0.549539,0.538455,1.24091,1.21274,0,0,1.68708,1.64894
C1_09900W_B,0,0,1.24091,1.21274,0,0,0,0
C1_09910C_A,8.18267,8.40926,15.3509,15.5054,16.6629,16.3145,7.8234,5.85538
C1_09910C_B,15.7928,13.3307,8.37026,5.1896,3.24829,3.18038,10.8913,9.75378
C1_09920W_A,6.20549,5.87898,9.94334,10.1704,4.14577,4.44486,8.05435,7.68788
C1_09920W_B,7.25805,7.313,6.40612,5.80785,10.4137,10.2323,7.36096,7.68788
C1_09930W_A,1.64145,2.20659,4.72068,5.91586,3.42664,3.355,6.28997,5.53145
C1_09930W_B,2.25202,1.60834,1.22464,1.15051,0,0,1.50589,3.44254
C1_09940W_A,63.802,39.6591,36.2326,17.5403,26.3943,18.6622,2.53322,6.17253
C1_09940W_B,47.7533,13.1576,72.4823,52.2457,78.6185,51.9239,42.2772,6.17253
C1_09950C_A,23.5373,28.6564,44.0337,46.5866,25.0548,29.4139,16.2609,19.0313
C1_09950C_B,26.0999,35.692,29.8042,35.2758,19.304,22.5929,16.2609,19.0313
C1_09960W_A,88.4711,103.244,80.182,86.2696,109.118,120.606,145.386,158.118
C1_09960W_B,96.9809,94.683,94.452,107.426,95.7291,96.9205,100.059,94.1934
C1_09970C_A,7.85366,7.39341,6.05782,4.27965,4.51522,3.95848,2.94359,2.87705
C1_09970C_B,8.06424,7.85167,6.89724,8.38131,4.51522,4.88316,4.04444,3.95302
C1_09980C_A,34.6972,34.4744,93.0777,85.7164,28.7132,29.2131,61.6244,57.1413
C1_09980C_B,24.825,23.4681,64.2842,69.1498,30.9605,29.2131,52.2107,55.2817
C1_09990W_A,26.8836,24.4358,34.7113,32.5946,29.3161,30.1207,21.6279,21.139
C1_09990W_B,23.975,25.3969,35.4885,36.0115,45.9652,44.2711,26.9035,26.2953
C1_10000C_A,11.718,10.9671,35.9624,34.4217,7.66322,6.88686,21.0995,21.042
C1_10000C_B,11.9806,12.2535,35.9624,34.4217,3.66194,4.20152,15.967,15.1866
C1_10010C_A,21.5477,20.9893,36.0813,34.2541,20.3603,21.9013,13.3842,12.5427
C1_10010C_B,17.0744,16.7725,25.7555,26.4095,14.3649,12.4377,8.25869,8.11359
C1_10020W_A,17.7241,15.2283,35.4675,39.3859,15.3705,13.6617,13.361,11.0096
C1_10020W_B,19.6791,20.4197,20.4313,15.2439,17.2252,17.4151,23.0786,23.3805
C1_10030W_A,58.2709,56.1365,10.8734,10.498,38.6505,39.0228,12.7609,13.3838
C1_10030W_B,52.4296,52.3312,14.0895,13.3834,42.2158,40.1529,11.882,10.1469
C1_10040W_A,53.7101,55.5357,97.0094,96.4694,37.9508,38.6744,66.4878,64.7183
C1_10040W_B,58.7609,54.4911,95.1351,89.8167,88.5065,83.6694,81.2513,74.3028
C1_10050W_A,0.785892,0.77004,4.2101,4.11452,0,0,4.36679,5.80822
C1_10050W_B,0,0,2.68188,2.62099,0,0,4.36679,2.72794
C1_10060C_A,0.621694,0.609154,7.58855,4.55937,5.60402,3.67362,2.75083,4.01572
C1_10060C_B,2.93946,2.88017,7.58855,7.81176,0,3.67362,2.75083,4.01572
C1_10070C_A,29.1561,29.8061,32.1489,31.0486,18.732,10.6807,24.3021,25.1241
C1_10070C_B,23.673,20.7873,22.5724,21.4809,27.45,32.4373,23.1746,19.2316
C1_10080W_A,25.3412,28.1084,59.2591,53.5887,34.7223,38.1758,41.1424,46.5778
C1_10080W_B,40.7398,41.3331,47.0639,50.3206,25.3623,24.5802,41.1424,42.4706
C1_10090C_A,20.4202,19.4675,30.7722,30.4747,23.1801,20.8946,25.7933,25.0486
C1_10090C_B,16.4709,16.9105,21.5971,20.3778,21.2715,22.1445,16.5632,16.3503
C1_10100C_A,437.559,424.917,407.533,400.449,403.629,398.383,425.05,415.442
C1_10100C_B,437.559,424.917,407.533,400.449,403.629,398.383,425.05,415.442
C1_10110W_A,1.96725,2.33294,2.29307,1.47712,1.8987,2.1529,3.12626,3.44276
C1_10110W_B,3.69833,3.21837,4.64074,5.29928,4.76953,4.37591,3.9185,3.44276
C1_10120C_A,27.2811,24.9757,40.1171,39.2064,29.097,28.0191,60.9964,59.7249
C1_10120C_B,29.1984,31.6062,40.1171,39.2064,34.0656,33.823,28.1048,26.0947
C1_10140C_A,7.1909,5.91939,8.93503,8.5979,7.27595,8.10253,10.544,11.9321
C1_10140C_B,5.93759,6.54424,26.8964,24.1478,13.5046,11.6856,17.2258,15.21
C1_10150W_A,1.13959,1.06316,1.8876,1.37578,0,0,1.32109,1.29123
C1_10150W_B,1.51516,1.41247,1.29276,1.37578,0,0,1.32109,1.29123
C1_10160W_A,226.908,246.129,274.968,229.741,234.858,232.563,254.751,320.052
C1_10160W_B,280.874,268.634,247.125,295.387,140.92,147.893,209.623,149.877
C1_10170W_A,1.18664,0.900482,0,0,0,2.67062,3.64298,4.36366
C1_10170W_B,1.18664,0.900482,0,0,0,2.67062,3.64298,4.36366
C1_10180C_A,15.094,14.1749,16.333,15.0604,19.3807,21.023,11.8394,13.4741
C1_10180C_B,14.4429,13.8121,28.159,26.4866,18.111,15.1181,11.8043,9.22108
C1_10190W_A,21.0684,25.5371,37.5153,43.8548,31.3898,18.2333,29.0377,25.3598
C1_10190W_B,32.9007,27.7711,17.989,10.3895,17.3431,33.0591,12.0499,14.799
C1_10200C_A,24.8615,23.3472,11.339,11.6367,6.55762,6.42052,4.50292,4.28135
C1_10200C_B,18.8042,19.7863,13.7341,12.8671,9.46211,9.26428,14.8862,14.1358
C1_10210C_A,15.2765,14.4614,18.6022,16.4284,12.9981,11.7348,5.71183,5.52225
C1_10210C_B,11.1378,11.4201,14.8027,15.3729,3.90355,3.98326,9.16655,8.41214
C1_10220C_A,17.5218,16.9805,43.9532,39.1047,20.1651,19.1332,19.7403,13.8387
C1_10220C_B,28.5169,27.0647,39.9413,39.1047,16.7402,15.8865,13.9902,16.6834
C1_10230C_A,6.28883,6.41842,14.2169,13.3953,9.2121,9.35086,7.03911,6.19865
C1_10230C_B,9.30324,8.99049,12.4324,12.6491,9.2121,8.41337,8.32033,9.01468
C1_10240C_A,1.93183,1.89287,3.78954,3.56427,3.7577,3.67913,17.7134,11.0197
C1_10240C_B,1.93183,1.89287,27.8298,25.898,3.7577,3.67913,38.6085,44.029
C1_10250C_A,4.98743,4.88683,0,0,2.3362,2.28735,2.2092,2.15926
C1_10250C_B,6.41976,6.29028,3.57431,3.49317,6.31405,6.18204,10.9608,10.7131
C1_10260C_A,79.7478,78.3984,24.4406,24.622,39.2663,38.4453,14.1691,13.8488
C1_10260C_B,79.7478,78.3984,24.4406,24.622,39.2663,38.4453,14.1691,13.8488
C1_10270C_A,48.2293,43.0022,27.4143,26.5045,57.7958,53.39,34.7917,33.8753
C1_10270C_B,39.488,39.3932,34.4529,33.9582,31.6692,34.2046,49.7227,48.7285
C1_10280C_A,50.6539,49.6322,52.5686,49.8036,78.4909,76.8499,95.6899,91.8322
C1_10280C_B,50.6539,49.6322,52.5686,49.8036,78.4909,76.8499,95.6899,91.8322
C1_10290W_A,2.11034,2.22427,1.88699,1.28962,5.80785,6.07828,4.12408,4.94257
C1_10290W_B,0.995453,1.14451,1.95922,2.50016,3.52467,2.07616,2.92117,2.58684
C1_10300W_A,17.0566,15.4952,20.4815,17.5985,12.2437,11.148,16.2912,16.2911
C1_10300W_B,10.8727,11.6338,20.4815,21.0886,10.5283,11.148,18.594,17.4427
C1_10310W_A,3.65588,3.58214,5.17461,4.64182,4.21038,4.12236,8.68081,7.98753
C1_10310W_B,4.31848,4.55599,6.21134,5.56373,8.37221,8.19718,8.68081,8.98162
C1_10320W_A,12.3355,11.3885,14.5003,14.0945,21.0089,18.687,11.0443,11.3227
C1_10320W_B,8.84279,6.84947,16.6333,16.3325,11.3398,12.9919,7.76138,7.05606
C1_10330C_A,9.53686,9.81955,12.6598,12.3724,9.48193,9.28369,6.57958,6.43085
C1_10330C_B,9.53686,9.81955,12.6598,12.3724,9.48193,9.28369,6.57958,6.43085
C1_10340W_A,7.05113,6.13988,4.74909,5.4307,7.31667,7.1637,7.84633,9.4777
C1_10340W_B,3.59288,4.28944,6.94623,5.4307,7.31667,7.1637,4.13632,2.23408
C1_10350C_A,13.9055,13.1279,23.3176,20.8734,15.4336,13.5124,14.9054,14.6708
C1_10350C_B,16.4943,16.0157,28.4854,30.1188,14.5824,15.8761,11.9361,11.1702
C1_10360C_A,52.3351,52.3247,24.6201,24.0897,24.1151,23.7128,5.36856,5.74206
C1_10360C_B,52.4793,49.5402,19.5366,18.589,27.9168,29.3338,10.1914,9.4671
C1_10370W_A,0,0,0,0,0,0,0,0
C1_10370W_B,0,0,0,0,0,0,0,0
C1_10380C_A,24.5857,24.8437,28.4807,29.5781,22.7081,23.3366,22.3199,20.8938
C1_10380C_B,20.9847,20.3498,31.1575,28.7062,22.7081,19.9956,23.2938,22.4434
C1_10390C_A,2751.93,2746.56,2550.29,2466.86,2457.82,2398.92,2011.71,1880.09
C1_10390C_B,2892.67,2837.84,2160.16,2171.81,2520.83,2544.71,2090.9,2161.37
C1_10400C_A,79.7968,60.8702,75.2466,67.5239,60.4398,56.4719,2.69287,2.63199
C1_10400C_B,100.592,107.055,147.735,132.294,76.8127,71.7568,0,0
C1_10410W_A,7.60581,7.5925,13.3829,12.0701,9.81252,9.60737,15.555,15.2034
C1_10410W_B,11.5841,11.5656,13.3829,12.0701,9.81252,9.60737,2.17242,2.12331
C1_10420C_A,9.08858,8.41849,10.5398,10.2771,15.2547,14.6392,12.4774,10.0131
C1_10420C_B,7.30895,7.96067,9.8254,9.62571,8.02002,8.14896,8.01197,10.0131
C1_10430W_A,1.42253,1.2651,1.71118,1.94713,1.77749,1.74033,1.19869,1.59072
C1_10430W_B,1.75066,1.84409,3.11267,2.76721,1.77749,1.74033,2.05632,1.59072
C1_10440W_A,10.614,9.67238,17.4536,18.4205,6.01215,4.76226,5.30231,5.31064
C1_10440W_B,17.3543,17.7318,9.77864,7.86096,6.01215,7.01064,9.38355,9.40185
C1_10450W_A,121.66,114.646,295.409,304.705,137.306,130.871,268.527,270.078
C1_10450W_B,85.4283,83.856,255.805,218.132,146.927,140.039,251.179,218.075
C1_10460W_A,17.2138,16.9173,15.0064,15.7804,18.1681,17.3155,6.38333,6.58443
C1_10460W_B,24.6832,25.7089,33.3825,31.51,36.1748,35.8913,17.8393,16.2871
C1_10470W_A,65.8987,64.8945,22.6068,22.0705,39.5281,37.1865,30.3415,29.6556
C1_10470W_B,68.5053,67.1328,30.8337,31.106,34.7776,35.5657,31.4662,30.7549
C1_10480W_A,16.02,17.6149,29.4093,30.4531,9.53637,8.86888,26.8197,27.8262
C1_10480W_B,26.3017,23.4448,21.6606,18.8774,24.5484,22.7943,14.8061,12.8587
C1_10490W_A,48.9317,48.3591,63.3406,66.2758,58.3387,57.8392,47.6515,47.0968
C1_10490W_B,51.7595,50.139,52.3991,46.8363,45.3783,44.3875,59.3646,57.0039
C1_10500W_A,54.6934,56.5892,14.832,15.0784,65.2882,76.0913,56.5849,67.6199
C1_10500W_B,68.0164,67.8189,33.8,37.1906,81.1392,91.7221,103.072,103.765
C1_10510W_A,3.25199,2.15724,19.3085,18.8702,8.46653,5.03745,6.20724,6.06693
C1_10510W_B,7.93078,6.46832,14.7914,14.4556,8.46653,11.5416,18.3831,15.5874
C1_10520W_A,0.653658,1.01615,1.96124,1.03376,1.55559,1.9565,2.4917,3.33907
C1_10520W_B,1.13681,0.738204,1.23246,1.62214,2.44097,1.9565,2.4917,2.0334
C1_10530W_A,48.1616,46.8511,79.9944,76.2528,49.5485,48.5126,73.5029,71.8413
C1_10530W_B,48.1616,46.8511,79.9944,76.2528,49.5485,48.5126,73.5029,71.8413
C1_10540C_A,6.53577,6.20359,8.68668,8.48947,8.07826,4.95206,11.9039,11.9374
C1_10540C_B,8.50581,8.73342,9.8752,9.65101,14.121,16.7831,4.99446,4.57902
C1_10550C_A,0.725643,0.739919,1.87081,1.15667,2.29207,2.244,3.34582,3.48062
C1_10550C_B,1.86096,1.57147,2.14324,2.444,2.56564,3.06581,4.51287,4.1854
C1_10560C_A,3.37966,2.64627,8.10457,7.86408,4.79934,6.96054,5.38464,4.93481
C1_10560C_B,2.62955,3.40179,4.35448,4.76671,8.73497,6.96054,2.53206,2.80293
C1_10570C_A,0,0.47309,1.37479,1.34358,0,0,1.21844,1.19089
C1_10570C_B,0.482829,0,0,0,0,0,1.21844,1.19089
C1_10580C_A,11.4481,9.29411,94.0685,91.933,6.84587,6.70275,14.057,16.6838
C1_10580C_B,11.4481,9.29411,94.0685,91.933,6.84587,6.70275,14.057,16.6838
C1_10600C_A,0,0,0,0,0,0,0,0
C1_10600C_B,0,0,0,0,0,0,0,0
C1_10610W_A,12.9771,12.7153,11.5079,11.2467,8.20544,8.38955,9.47809,9.26384
C1_10610W_B,12.9771,12.7153,11.5079,11.2467,8.20544,8.38955,9.47809,9.26384
C1_10620W_A,195.494,191.441,65.3788,63.2739,133.975,129.345,63.643,63.2082
C1_10620W_B,195.493,191.441,65.3788,63.2739,133.975,129.345,63.643,63.2082
C1_10630C_A,5.42956,4.92354,8.91819,8.33461,5.47359,5.82089,7.49788,7.45437
C1_10630C_B,5.42956,5.82351,6.76957,6.99701,7.99693,7.368,3.04837,3.18107
C1_10640C_A,10.4778,9.32661,23.2478,20.2752,4.01079,4.01172,22.8821,21.487
C1_10640C_B,6.36084,6.85448,27.9307,27.936,4.01079,3.17714,21.3427,20.7646
C1_10650W_A,6.68639,6.79061,3.66686,3.34653,4.89331,4.791,4.53803,4.13811
C1_10650W_B,8.07935,7.91175,11.8065,11.7755,1.83152,1.79323,9.94146,10.0141
C1_10660W_A,156.341,159.644,189.739,215.054,140.292,117.188,204.058,213.383
