,ribo_30C_1,ribo_30C_2,ribo_30C_3,ribo_37C_1,ribo_37C_2,ribo_37C_3,rna_30C_1,rna_30C_2,rna_30C_3,rna_37C_1,rna_37C_2,rna_37C_3
C3_07740W,310,354,686,215,6965,117,3717,1600,1407,4651,2706,1913
C3_07750W,835,560,417,172,5134,99,8029,2788,2072,3158,2217,1035
C3_07760C,6,7,1,0,1148,2,0,47,19,201,72,35
C3_07770C,139,93,16,91,652,191,683,296,220,1153,628,459
C3_07780C,716,1051,705,544,8938,766,5488,3314,2976,6543,4366,4922
C3_07790W,117,110,68,62,465,11,888,455,441,435,437,338
C3_07800C,530,673,647,120,3028,77,1642,574,403,772,756,518
C3_07810C,1777,2493,1759,3378,28614,2861,6955,7420,4520,19864,13219,14094
C3_07820W,66,102,10,69,815,25,902,590,556,1836,810,1042
C3_07830W,177,265,357,521,2746,331,1314,775,850,2944,1844,2123
C3_07840C,0,10,0,0,28,0,41,2,4,0,16,0
C3_07850W,56,42,8,76,720,71,139,455,363,901,749,632
C3_07860C,34,127,31,105,1974,207,86,256,345,912,841,695
C3_07870W,0,0,0,0,23,0,50,8,0,5,19,1
C3_07880C,57,93,146,48,918,75,152,150,131,273,213,377
C3_07890W,467,270,374,234,1535,246,3185,2864,905,3645,1262,1964
C3_07900C,87,145,9,86,1227,192,221,149,190,477,600,627
C3_07910W,143,143,48,114,1720,108,444,608,416,2487,1081,1637
C3_07920W,139,143,48,114,1710,108,444,603,415,2487,1076,1637
C3_07930C,0,0,0,0,3,0,0,0,0,0,1,0
C3_07940W,248,198,41,191,3095,57,440,786,488,2446,1102,1407
C3_07950C,6820,9480,8379,9331,76186,9129,16853,16107,12435,54451,29755,50022
C3_07970C,0,0,0,4,27,0,0,13,0,50,27,4
C3_07980C,0,360,1,0,172,0,4,25,17,97,156,172
C4_00010W,40,8,4,6,113,6,164,25,47,278,144,111
C4_00020W,990,1208,1022,1262,7657,1382,3179,2478,2290,5782,4248,5455
C4_00030C,71,98,1,40,450,20,157,203,172,1058,435,945
C4_00040W,414,473,456,491,8323,524,1650,1380,1620,5342,3729,7480
C4_00050W,91,135,75,149,1225,221,472,308,364,762,612,658
C4_00060W,46,99,81,184,1072,38,110,186,190,500,437,415
C4_00070C,269,259,99,394,4337,478,380,1241,976,7124,2874,5039
C4_00080C,0,3,0,25,75,5,0,19,27,224,80,50
C4_00090W,0,0,0,0,1,0,0,0,0,0,0,0
C4_00100C,35,37,13,57,1782,280,1012,481,456,1261,982,837
C4_00110C,0,7,0,22,863,172,99,35,52,767,117,728
C4_00120W,5,11,16,73,128,99,48,29,35,427,159,418
C4_00130W,114,178,126,845,4556,1938,316,168,111,2384,1763,6407
C4_00140C,1190,1612,1054,1372,23097,1489,4897,5356,4090,16502,11243,9304
C4_00150C,124,299,206,270,3715,328,1225,763,924,3892,1562,3206
C4_00160C,2783,3609,3381,2142,22397,2469,7593,6598,5429,11818,10317,13842
C4_00170W,329,446,143,455,4993,211,3858,1140,1097,4083,2381,1514
C4_00180W,72,100,143,99,1197,68,658,540,408,1879,848,1073
C4_00190W,0,5,1,0,179,0,193,104,66,249,122,8
C4_00200C,209,357,318,679,5082,501,1299,919,883,2734,2144,1777
C4_00210W,10,24,1,23,182,1,128,118,83,235,160,58
C4_00220C,2801,4317,2418,1900,21344,2011,13402,8323,5270,11032,8340,8066
C4_00230W,254,317,213,147,1086,85,2568,1018,735,2073,1079,536
C4_00240C,659,1054,825,1008,13859,863,1713,2288,2082,4409,3399,4010
C4_00250W,0,1,0,0,85,0,140,26,21,69,30,0
C4_00260W,91,185,289,160,3050,187,1014,942,678,3339,1399,2709
C4_00270W,100,505,260,270,8890,368,4803,4792,4866,6552,4844,5412
C4_00280W,0,0,1,0,9,0,14,11,16,46,19,0
C4_00290C,0,2,0,8,51,0,72,4,0,50,24,0
C4_00300C,257,295,293,290,4979,299,2752,1340,1162,2745,2242,1418
C4_00310C,484,576,106,384,4656,320,2299,1319,861,2339,1436,2150
C4_00320C,55,46,7,41,805,2,339,192,219,288,162,224
C4_00330C,359,389,211,202,5254,349,8139,3624,2888,4910,2525,3805
C4_00340W,228,453,164,198,1737,147,1391,1744,939,3690,1622,2694
C4_00350W,34,39,8,16,1108,53,490,394,251,1441,537,600
C4_00360C,94,115,58,86,400,11,231,412,228,581,291,320
C4_00370W,84,103,71,47,385,11,630,519,388,423,354,207
C4_00380W,217,227,172,137,5237,37,1523,837,722,1542,1407,875
C4_00390W,367,314,173,234,2784,118,1195,593,425,1638,738,1116
C4_00400W,298,512,306,263,3304,675,1603,1307,973,3753,2209,2731
C4_00410W,303,295,154,229,932,350,1533,476,284,1297,733,262
C4_00420C,466,766,439,641,8320,592,4033,2295,2187,4870,3730,4655
C4_00430W,20,12,0,0,19,1,76,19,5,24,15,0
C4_00440C,0,11,17,3,75,0,102,43,39,296,83,1
C4_00450C,5,13,2,189,2202,450,0,7,22,1373,126,1155
C4_00460C,196,282,227,218,5473,274,1418,1128,826,4345,2053,2586
C4_00470C,96,101,40,83,2065,6,504,580,553,1426,940,660
C4_00480W,0,13,0,0,18,0,4,7,0,1,13,0
C4_00490W,4,8,0,0,744,2,0,44,26,87,62,126
C4_00500W,81,155,134,101,1393,48,2223,775,466,2158,814,718
C4_00510C,577,541,351,65,3725,33,6786,1576,666,1054,1113,283
C4_00520W,461,660,336,222,2191,205,4050,1128,748,866,903,883
C4_00530C,0,0,0,0,2,0,11,3,0,0,3,0
C4_00540C,900,798,494,315,8236,141,10281,3567,2238,4684,3664,1109
C4_00560C,72,103,135,42,1865,38,1226,568,343,1036,583,215
C4_00570C,421,493,380,439,4360,231,3849,1358,848,3845,1769,2511
C4_00580W,53,21,4,44,2932,56,270,144,122,506,122,119
C4_00590C,170,307,239,304,3356,170,1649,1066,1313,4670,2087,2023
C4_00600C,158,268,125,336,2650,446,778,432,442,2071,1335,2068
C4_00610W,0,1,0,0,27,0,0,15,19,14,23,0
C4_00620C,45,131,26,86,964,101,1860,365,242,816,527,158
C4_00630C,281,229,83,114,4966,105,3067,1083,575,2213,1204,535
C4_00640W,0,5,0,0,18,0,0,18,2,1,45,0
C4_00650W,366,334,82,181,3026,141,1318,901,699,1879,1274,998
C4_00660W,629,772,538,389,3499,147,10647,2598,1705,5020,3134,1926
C4_00670W,3,10,4,3,563,0,228,442,317,1016,578,506
C4_00680W,27,93,0,55,413,52,146,241,141,620,346,842
C4_00690C,21,20,0,3,600,0,210,117,25,85,95,0
C4_00700C,110,90,19,86,2512,46,900,319,275,680,413,588
C4_00710W,78,162,93,116,3337,26,1154,720,649,2245,1032,863
C4_00720W,0,2,0,0,49,5,0,9,9,350,35,129
C4_00730C,0,31,0,19,73,0,75,30,22,81,66,0
C4_00740W,106,41,89,23,260,2,1215,259,125,348,213,141
C4_00750C,55,36,5,27,146,0,1324,360,148,331,124,85
C4_00760W,59,115,106,125,2412,165,696,296,500,702,590,817
C4_00770C,423,389,339,140,3552,133,5233,1275,562,1581,870,287
C4_00780C,268,338,288,154,4034,68,6842,1870,1117,3622,1973,1159
C4_00790C,18,20,88,17,243,1,595,155,66,341,202,200
C4_00800W,68,113,8,17,382,0,621,239,93,360,236,58
C4_00810C,76,54,140,10,962,0,1441,519,297,352,442,54
C4_00820W,141,236,79,53,1036,102,2284,1034,721,1465,932,465
C4_00830W,55,52,136,34,271,0,485,166,162,362,258,367
C4_00840W,86,165,23,213,2477,32,711,418,436,1906,964,719
C4_00850C,0,0,0,0,30,0,0,17,22,96,31,0
C4_00860C,10,63,32,52,216,3,289,246,118,412,177,178
C4_00880W,278,389,242,163,2234,101,4092,1640,946,2156,1686,547
C4_00890W,2236,3169,2928,2150,41118,1924,18227,13356,9803,30158,21515,12473
C4_00910C,0,7,4,2,3500,5,916,356,255,1518,791,278
C4_00920C,5,4,2,2,274,0,277,208,126,552,287,321
C4_00940W,67,93,6,19,839,2,1903,303,108,283,184,0
C4_00950C,31,26,3,42,2203,174,557,228,223,1538,522,230
C4_00960W,306,374,334,153,8299,277,13460,3856,2836,3323,4882,707
C4_00970C,2058,2587,2515,639,52552,981,54465,26198,17666,31323,29799,9605
C4_00980C,0,5,0,0,1,0,0,1,11,0,6,0
C4_00990W,9,29,13,3,243,1,67,16,10,38,22,0
C4_01000C,27,33,0,0,386,2,22,74,60,26,35,0
C4_01010C,46,34,64,10,221,4,427,316,217,93,147,84
C4_01020C,170,330,266,164,3436,246,6212,2387,2031,6415,2596,1894
C4_01030W,0,0,0,0,8,0,0,3,0,20,3,0
C4_01050C,4458,8306,5453,3505,41700,4267,46994,18868,15377,13027,12437,12448
C4_01060W,1084,1869,1449,642,23456,431,29279,9169,5420,18953,11288,6520
C4_01070W,0,0,5,0,6,0,1,5,0,0,3,3
C4_01080W,452,763,386,128,8566,366,7753,3157,1951,3958,3044,1172
C4_01090C,20,17,0,2,62,0,10,37,31,65,77,2
C4_01100C,91,202,91,143,1671,231,1532,996,476,1487,712,529
C4_01120C,0,50,3,0,336,0,832,292,96,592,257,282
C4_01130C,66,57,2,25,268,2,552,177,159,405,175,182
C4_01140C,109,128,5,16,795,4,4466,479,487,1078,609,459
C4_01150W,114,147,127,86,728,116,1162,542,325,1394,600,977
C4_01160W,425,570,279,153,4795,50,5478,6063,2553,2187,2831,706
C4_01170C,0,1,0,0,21,0,22,18,6,0,19,0
C4_01180W,0,0,0,0,1,0,9,0,2,0,1,0
C4_01190W,187,206,92,149,1825,230,4262,1245,1008,2660,1628,702
C4_01200C,512,548,572,157,4944,137,9113,1910,1104,1547,1247,893
C4_01220C,0,9,0,0,106,0,35,55,37,191,101,79
C4_01230C,28,20,1,21,1905,3,1480,273,148,872,509,129
C4_01240C,58,24,7,22,188,3,289,86,68,750,178,370
C4_01250W,50,48,50,127,272,20,506,152,98,1297,255,761
C4_01260W,21,73,117,71,1169,84,393,197,191,671,373,871
C4_01270W,0,6,0,10,31,0,1201,178,269,164,162,34
C4_01280C,117,94,462,106,1851,133,1934,509,298,1876,610,992
C4_01290W,151,111,5,42,3800,37,2412,1053,604,4668,1298,1624
C4_01300W,134,202,87,112,1249,26,2801,962,731,2993,1061,1040
C4_01310W,28,57,36,21,280,15,1805,297,135,615,193,19
C4_01320C,28,32,138,32,625,10,176,248,168,624,478,498
C4_01330W,0,0,0,0,0,0,0,1,4,0,2,0
C4_01340W,0,7,0,0,0,0,0,2,3,0,0,0
C4_01350W,0,0,0,0,3,0,1,1,0,0,1,0
C4_01360W,798,748,624,359,3794,164,2899,1535,1726,1465,1904,2049
C4_01370W,658,1141,765,582,9159,298,9635,3175,2170,3550,3307,2112
C4_01380W,70,63,61,126,3056,17,2542,590,475,3364,1115,361
C4_01390W,0,0,0,0,8,0,0,4,0,0,4,0
C4_01400W,0,2,2,2,88,4,332,94,142,157,95,0
C4_01410W,142,229,164,85,4403,158,6458,1665,1237,2743,1710,765
C4_01420W,188,251,83,121,3284,118,3491,1383,1012,6065,2991,1400
C4_01430C,71,47,29,10,597,4,3713,667,200,982,457,155
C4_01440W,421,360,313,142,3391,70,3465,1682,1013,2210,1309,538
C4_01450W,1324,1219,771,214,5249,274,12077,3893,2692,2974,3420,1196
C4_01460C,108,179,68,96,606,71,2161,463,223,819,482,178
C4_01470W,15,42,8,26,199,1,1001,219,140,275,180,195
C4_01480C,0,5,0,0,6,0,0,4,0,0,4,0
C4_01490W,2060,3845,2510,835,24820,832,50848,15767,6884,11300,9514,3556
C4_01500W,194,135,70,19,890,8,1734,544,186,569,411,8
C4_01510W,189,155,98,196,1493,183,1741,651,420,2017,926,538
C4_01520C,8958,15981,8612,4194,87271,5097,121873,41520,23704,35581,28063,19919
C4_01530C,307,437,661,1529,18938,1046,8339,2272,2057,11151,5021,4262
C4_01550C,0,28,1,0,58,0,95,49,35,46,63,0
C4_01560C,58,69,105,21,1075,36,1934,482,201,737,456,61
C4_01650C,162,227,150,106,2111,42,1997,520,406,1236,725,389
C4_01660W,388,420,412,130,2844,75,7838,2686,1443,3605,2232,597
C4_01670C,75,147,155,43,360,116,2891,538,212,729,384,285
C4_01680W,52,47,32,12,192,1,679,340,168,487,185,244
C4_01690C,196,237,234,338,4532,179,4205,1038,821,3679,1616,1226
C4_01700C,4290,4814,4677,981,24707,829,51521,12895,5561,10015,5535,2922
C4_01710C,429,978,1208,469,8260,473,3369,1614,2139,3191,3039,2386
C4_01720C,2491,4516,3427,2336,28044,1384,20239,8264,8198,16622,11259,12010
C4_01730C,321,311,303,102,1653,199,5490,1392,925,1775,1133,493
C4_01740W,105,130,6,14,1293,8,2055,398,301,348,256,64
C4_01750C,7439,11459,11694,30988,154723,24536,31544,23876,25368,163839,66412,158531
C4_01760W,90,80,58,74,1881,4,1662,320,251,2590,802,549
C4_01770W,857,790,364,564,5172,637,5127,2146,1119,4703,2214,930
C4_01780C,118,77,89,91,977,96,1953,447,260,1083,576,503
C4_01790W,54,87,142,47,1884,30,1182,462,258,1651,610,336
C4_01800W,0,0,0,6,18,12,0,3,9,182,13,21
C4_01820C,363,536,89,184,2300,103,2934,1388,1055,1510,1371,548
C4_01830C,67,109,215,47,2223,73,820,410,277,1082,444,564
C4_01840C,520,636,516,427,6816,448,2234,1643,1125,3057,2060,1907
C4_01850C,0,6,3,0,152,0,0,24,30,339,150,380
C4_01860C,18,26,0,48,282,29,183,56,30,720,254,550
C4_01870C,180,342,162,262,3870,141,2744,1062,840,2661,1893,1434
C4_01880W,185,357,229,230,4878,232,1236,917,703,1840,1189,843
C4_01890C,120,185,110,103,2519,64,1532,694,579,1396,689,748
C4_01900C,4704,6781,5174,3967,42489,3504,15009,10498,10233,21381,20813,22975
C4_01910W,90,72,28,39,276,0,319,245,262,440,295,31
C4_01920W,151,161,72,235,1710,87,3285,679,410,1802,1059,860
C4_01930C,211,196,162,11,500,70,364,582,277,487,467,734
C4_01940W,0,22,0,0,103,67,1,45,27,23,132,21
C4_01950W,279,484,490,522,4443,419,1878,814,638,1841,1217,1212
C4_01960C,31,126,62,92,497,90,264,201,213,1161,462,865
C4_01970W,12,44,83,81,2392,41,461,160,136,1388,282,338
C4_01980C,730,828,720,587,4425,467,5903,1869,1066,6483,2664,2076
C4_01990W,0,57,54,31,657,0,1265,151,78,162,124,5
C4_02000C,241,452,401,254,5593,119,3058,1600,1406,3743,2005,1254
C4_02010C,37,44,56,9,1569,1,319,266,149,269,188,101
C4_02020W,123,300,122,201,1824,154,1184,702,627,1833,1130,1456
C4_02030W,90,106,35,188,2715,170,1547,594,393,5552,2475,1818
C4_02040W,58,39,2,72,981,2,265,155,145,948,381,480
C4_02050W,560,649,486,165,4287,26,10658,2832,1614,2660,1794,1389
C4_02060C,349,321,360,252,4329,24,2973,2084,1977,4222,2895,3068
C4_02070W,0,17,18,62,774,7,402,105,58,547,185,195
C4_02080W,25,24,17,1,134,1,41,98,89,170,98,133
C4_02090C,114,118,126,37,641,8,2293,699,367,824,571,503
C4_02100C,11,17,48,27,355,2,1080,342,187,728,352,207
C4_02110W,141,233,178,286,3476,137,1114,239,194,854,426,932
C4_02120W,359,412,220,488,6155,461,2300,1527,844,3190,1899,1052
C4_02130W,220,324,56,119,2319,213,1871,535,390,746,554,586
C4_02140C,334,551,518,187,3795,428,4662,2462,1396,1589,1718,447
C4_02150C,0,16,32,0,85,0,199,38,17,147,90,168
C4_02160C,0,4,0,2,7,0,0,8,3,45,15,0
C4_02170C,94,62,41,22,274,4,358,203,128,318,238,15
C4_02180C,0,1,0,0,94,0,0,34,12,57,73,0
C4_02190C,0,119,0,0,2,0,6,4,0,1,12,0
C4_02200C,31,56,39,22,80,1,12,37,50,85,60,5
C4_02210W,0,0,0,0,4,0,1,8,4,0,5,0
C4_02220C,4,3,0,0,7,0,4,27,21,18,13,0
C4_02230C,0,3,0,0,4,0,0,0,0,0,4,0
C4_02240C,0,0,0,0,2,0,0,2,0,0,11,0
C4_02250C,1381,1961,2051,1544,14632,1124,6686,5753,3384,8393,6312,5654
C4_02260C,178,287,69,47,2729,163,2225,570,279,651,546,341
C4_02270C,3536,3818,2144,1335,33346,840,25081,10388,6478,32338,17565,13661
C4_02280W,390,620,385,225,2665,274,3379,1667,1412,2851,1992,743
C4_02290W,298,457,114,398,7185,509,2190,1352,914,4520,2206,2018
C4_02300W,104,75,77,68,751,9,1379,504,535,999,606,529
C4_02310W,152,205,135,73,2915,244,2282,1143,1123,2658,1624,692
C4_02320C,296,857,2191,1103,15508,724,2138,1802,2256,11337,6454,6617
C4_02330C,12,6,0,5,74,0,1,14,20,169,50,7
C4_02340W,15,58,98,35,2284,95,544,292,185,1090,454,802
C4_02360W,5,27,2,88,1426,157,393,107,85,2388,412,653
C4_02370C,20803,48710,49968,50645,456875,56520,49788,59608,68718,150859,147838,309390
C4_02380W,0,0,0,0,1,0,0,0,0,0,0,0
C4_02390W,22084,36346,40968,15699,167287,21900,19673,23171,26376,28407,51915,73933
C4_02400C,25,107,156,68,426,7,2101,503,333,777,396,292
C4_02410C,222,352,283,605,8279,628,1401,804,804,3490,1947,2586
C4_02420C,20,17,2,15,188,3,570,184,125,156,189,10
C4_02430W,396,430,260,142,5605,181,8562,2376,1476,4220,2075,358
C4_02440C,371,859,585,380,2416,175,1516,1116,973,763,1049,228
C4_02450W,34,104,100,38,345,18,1493,308,198,1008,269,58
C4_02460W,93,75,62,35,377,8,1655,367,193,395,337,33
C4_02470C,469,277,314,195,2713,22,5550,1977,1202,3465,1733,1265
C4_02480C,154,299,305,130,792,82,2085,481,391,554,820,66
C4_02490W,99,23,34,38,528,46,767,345,292,571,397,20
C4_02500C,107,117,343,53,1289,79,2277,819,509,736,747,74
C4_02510W,13,20,7,0,594,0,1254,319,229,360,309,174
C4_02520C,76,79,20,65,341,47,1117,286,259,372,336,159
C4_02530W,22,49,5,30,1063,1,1694,439,185,1285,520,10
C4_02540W,20,94,110,63,3700,23,889,372,255,700,1059,304
C4_02550C,520,690,411,227,13522,78,10614,3979,2140,3028,2425,584
C4_02560C,0,2,0,0,3,0,1,1,1,2,9,0
C4_02570C,0,13,0,38,98,0,161,31,52,64,83,0
C4_02580W,3,13,0,0,11,0,168,8,3,112,19,119
C4_02590C,69,62,78,44,704,8,757,421,263,870,558,643
C4_02600C,91,129,69,76,1718,93,1044,341,303,1147,488,282
C4_02610C,5,22,0,14,68,0,92,71,59,178,67,0
C4_02620C,133,166,265,377,3888,83,1700,947,756,3704,1816,1780
C4_02630C,37,128,84,41,983,114,1597,499,327,305,488,288
C4_02640C,146,160,10,0,640,3,3281,946,321,858,573,201
C4_02660W,3,0,3,1,29,0,56,14,7,6,29,9
C4_02670W,44,53,6,35,343,7,1577,302,168,595,320,44
C4_02680C,0,0,1,1,8,1,201,17,15,73,26,20
C4_02690W,1,12,0,7,131,9,183,98,58,266,141,200
C4_02700W,25,60,53,18,357,0,726,335,140,718,312,6
C4_02710C,404,685,310,192,5333,173,2680,1219,963,859,1199,852
C4_02720C,43,22,2,0,76,0,299,154,94,41,45,0
C4_02730C,0,0,0,0,0,0,0,0,0,0,0,0
C4_02740W,137,261,577,143,1494,5,2234,656,544,555,757,275
C4_02750W,0,19,24,5,111,1,412,42,42,93,98,10
C4_02760C,113,87,82,95,399,58,1099,245,165,680,438,178
C4_02770C,88,201,188,99,2863,261,1433,386,341,715,491,86
C4_02780W,1343,1706,888,705,11764,642,10965,4392,2636,6603,4799,3388
C4_02790C,847,1196,316,125,5823,352,8653,2033,904,1960,2017,1032
C4_02800W,345,394,114,129,2559,94,3260,879,643,1138,981,414
C4_02820W,0,1,0,0,0,0,1,3,0,9,2,0
C4_02830C,713,731,338,147,9573,135,4940,2263,1255,1570,2374,937
C4_02840C,54,33,192,69,259,2,298,245,149,573,254,66
C4_02850W,615,748,653,233,5012,108,4801,2508,1655,2487,2258,877
C4_02860W,287,183,293,150,1375,164,1492,696,432,2401,779,959
C4_02870C,5074,5652,3374,2351,30677,1694,22868,10019,7210,13600,11201,10182
C4_02880C,120,157,164,53,1282,85,3052,723,419,1056,665,181
C4_02890C,875,609,438,360,3732,82,5413,2524,2011,3364,2115,1666
C4_02900C,330,677,368,468,3523,435,859,950,1030,1914,1434,1766
C4_02910W,0,0,0,0,0,0,0,0,0,0,0,0
C4_02920W,38,117,72,110,2227,18,534,387,258,972,517,613
C4_02930W,0,7,1,0,1135,22,1,20,9,24,27,23
C4_02940W,1080,1673,1297,2474,26306,2073,4242,2946,2383,14844,7364,12896
C4_02950C,58,35,126,32,124,0,513,108,133,169,77,116
C4_02960W,229,319,334,142,6504,43,3936,3179,1866,5768,3414,1402
C4_02970C,642,929,1006,689,9130,873,8829,4097,2603,11354,6109,6049
C4_02980W,1514,1896,1326,853,8122,773,12008,5206,3464,7736,4854,3795
C4_02990C,2,42,2,42,803,43,258,101,70,132,136,70
C4_03000C,2,27,1,49,447,92,85,25,18,571,103,1062
C4_03020W,196,307,410,469,5276,451,2588,1183,979,6313,2757,2286
C4_03030C,761,1002,790,185,7204,258,9786,3865,2313,2189,2840,603
C4_03040W,121,90,69,36,1367,54,2089,467,442,901,567,245
C4_03050C,365,611,500,195,1944,78,3327,1516,792,1848,1260,639
C4_03070W,1822,2243,1355,4089,38172,2922,5773,3241,3097,20932,16904,18256
C4_03080W,311,376,183,154,2171,66,6447,1225,682,3073,1629,984
C4_03090W,248,174,135,86,708,24,2009,837,570,1090,631,532
C4_03100W,0,2,0,0,11,0,0,16,2,33,13,0
C4_03110W,190,236,204,152,3750,213,3205,1712,1417,4408,2844,1658
C4_03120C,229,173,188,90,1778,116,3089,1295,891,2632,1275,1864
C4_03130W,170,180,360,180,2127,107,2040,1050,880,2048,1331,473
C4_03140C,178,122,38,71,1221,70,1607,467,295,288,447,144
C4_03150W,236,265,99,88,2684,184,2253,1013,621,1427,1155,579
C4_03160C,8,14,6,0,60,0,61,50,31,114,63,186
C4_03170W,82,119,76,10,356,0,790,212,150,502,280,304
C4_03180W,798,1187,941,1020,16064,920,11625,6548,3391,19599,7214,8025
C4_03190W,48,105,130,27,424,57,347,269,277,439,426,192
C4_03200C,63,71,70,124,4174,382,464,237,211,1188,474,679
C4_03230C,0,0,0,0,9,0,0,7,0,0,11,0
C4_03250C,0,1,0,0,0,0,9,1,0,0,3,0
C4_03270W,586,505,328,75,4943,99,3396,1312,1020,1230,1340,653
C4_03280W,307,586,817,474,9568,527,6280,3706,3095,12420,6301,7019
C4_03290W,454,698,382,325,4772,202,5814,2390,1892,3833,2897,1951
C4_03300C,0,10,1,0,36,0,90,22,10,71,17,1
C4_03310C,0,3,0,0,0,0,0,0,0,0,1,0
C4_03320W,99,118,165,35,1529,39,2156,387,290,654,390,170
C4_03330W,137,127,2,17,603,6,2789,905,328,1285,542,168
C4_03340C,0,9,2,0,13,0,29,33,20,0,12,8
C4_03350C,56,30,95,20,648,51,185,103,117,109,163,21
C4_03360C,481,660,378,509,5853,418,7158,2731,1866,7523,3500,5250
C4_03370C,8,8,2,12,103,0,218,73,69,357,85,10
C4_03380C,123,100,76,37,744,24,1143,410,298,935,621,195
C4_03390W,510,513,538,359,3033,402,1750,1199,881,2113,1422,1533
C4_03400W,0,10,2,0,76,0,292,69,68,94,67,1
C4_03410W,609,411,344,218,3306,19,11605,2137,1404,2388,2176,653
C4_03420C,0,0,0,0,0,0,2,0,0,0,1,0
C4_03430W,0,0,0,0,46,0,1,18,17,220,54,7
C4_03440C,418,649,657,114,5284,29,7348,1871,1329,1523,1544,1082
C4_03450C,113,128,71,149,2498,43,1683,570,413,1692,819,708
C4_03460C,0,12,0,0,114,0,18,21,3,100,148,40
C4_03470C,97,665,672,37652,199801,17942,188,392,145,163794,71638,93699
C4_03480C,0,0,0,0,3,0,0,1,0,0,5,0
C4_03490C,0,2,0,0,4,0,8,3,1,4,6,0
C4_03500C,0,147,0,0,1442,0,0,6,5,84,28,0
C4_03510C,1,31,0,9,63,0,3,10,5,115,36,0
C4_03520C,303,573,325,6127,77365,7286,843,428,359,24819,26473,39998
C4_03530W,26,29,7,8,204,26,592,296,167,161,181,14
C4_03540C,12,25,0,32,217,0,95,69,50,275,143,229
C4_03550W,105,144,97,76,954,146,1262,674,497,2316,916,702
C4_03560W,214,225,128,89,4444,221,2913,1227,746,2447,1171,1308
C4_03570W,236,1693,1692,77827,478164,54532,477,669,331,249118,142117,191271
C4_03580W,28,38,3,10,175,8,1846,348,235,216,174,131
C4_03590C,374,468,342,366,5079,184,3027,1860,1180,5214,2421,2209
C4_03600C,6,66,8,132,774,78,1145,192,104,1481,396,426
C4_03620C,15,19,97,8,343,18,465,291,188,320,280,175
C4_03670W,0,2,1,0,1,0,25,9,2,2,8,0
C4_03680C,29,51,7,16,566,2,1163,456,258,831,508,155
C4_03690C,29,9,31,50,168,0,17,77,67,316,144,246
C4_03700W,191,334,98,101,2391,14,2083,1212,728,1528,1140,652
C4_03710C,0,0,0,7,9,0,70,6,1,25,11,0
C4_03720C,283,262,215,235,2353,245,4890,1844,985,3242,1140,1394
C4_03730C,129,254,181,52,3597,115,5903,989,464,831,866,68
C4_03740W,195,216,31,59,1619,137,3106,747,462,670,446,50
C4_03750C,80,106,71,37,1624,24,1923,468,232,386,442,212
C4_03760W,0,1,0,0,16,1,27,2,2,33,6,0
C4_03770W,72,38,1,58,831,3,1872,326,162,817,388,51
C4_03780C,366,408,166,159,3116,123,6939,1819,870,2740,1389,334
C4_03790W,322,781,557,213,6776,336,13906,2687,1073,2490,1649,1430
C4_03800C,513,472,265,159,1413,97,7069,1963,949,2059,1238,340
C4_03810W,77,58,2,8,304,15,481,173,145,633,280,314
C4_03820C,16,24,102,0,81,0,401,95,53,83,89,87
C4_03830W,394,460,331,59,2810,32,11059,2858,1396,1275,1683,191
C4_03840C,108,92,165,19,1029,44,2866,568,381,474,460,32
C4_03850W,244,370,448,125,3109,127,4860,1100,814,1660,1142,421
C4_03860C,46,72,53,62,267,17,931,184,177,436,263,63
C4_03870C,5,13,0,20,89,1,550,94,38,90,44,1
C4_03880W,18,43,1,11,165,52,599,111,70,369,128,159
C4_03890W,0,13,18,44,293,2,402,41,80,633,196,256
C4_03900C,87,107,15,22,675,4,987,305,248,508,287,371
C4_03910W,0,11,32,4,227,1,295,88,48,289,150,53
C4_03920W,28,77,96,59,528,10,1273,220,174,510,249,191
C4_03930C,93,87,21,40,332,6,1914,253,121,323,244,40
C4_03940C,1195,1977,1808,898,31524,811,13422,8012,7138,10300,13290,4751
C4_03950C,0,0,0,0,4,0,0,1,0,0,0,0
C4_03960W,67,92,273,112,456,113,1025,197,187,327,194,254
C4_03970W,0,0,0,0,0,0,0,0,0,0,1,0
C4_03990C,0,0,0,0,2,0,0,1,0,0,2,0
C4_04000W,12,35,161,13,230,2,547,115,148,171,208,2
C4_04010W,37,87,7,44,1228,58,1058,377,284,980,578,364
C4_04020C,0,0,0,0,6,0,0,0,0,2,2,0
C4_04030W,1,4,0,0,0,0,60,4,3,2,2,0
C4_04040W,0,0,0,1,2,0,0,0,0,0,0,0
C4_04050C,464,777,868,260,7045,2019,1444,1055,1556,1140,943,2102
C4_04060W,0,0,0,0,0,0,1,1,0,0,0,0
