Gene_name,R1_T36_1,R1_T36_2,R1_T36_3,R1_Ctl_1,R1_Ctl_2,R1_Ctl_3
orf19.2307,713,577,600,240,258,371
orf19.2308,3339,3009,2912,629,619,1387
orf19.2310,15,35,32,18,27,33
orf19.2312,126,309,100,102,104,192
orf19.2313,261,379,323,200,211,188
orf19.2314,107,117,134,32,35,121
orf19.2317,4,5,4,4,3,3
orf19.2318.1,567,565,614,563,574,790
orf19.2319,377,693,451,100,123,369
orf19.232,107,76,73,14,18,35
orf19.2320,222,505,307,101,85,214
orf19.2325,266,170,102,77,79,103
orf19.2326,262,264,150,62,67,84
orf19.2328,2177,1708,2807,684,817,914
orf19.2330,579,832,807,236,266,727
orf19.2332,2,2,3,3,3,2
orf19.2333,2933,1591,1697,515,525,993
orf19.2335,1644,1269,2220,390,433,1468
orf19.2336,1,3,2,9,18,5
orf19.2343.1,459,357,460,194,200,391
orf19.2346,361,412,432,112,166,216
orf19.2350,493,256,310,1368,1498,408
orf19.2352,465,627,510,393,427,508
orf19.2362,95,194,117,38,30,80
orf19.2363,976,1101,812,1082,1234,1129
orf19.2366,0,2,1,1,0,1
orf19.2367,4,5,1,0,1,3
orf19.2368,68,95,72,14,10,44
orf19.2369,70,81,90,40,30,67
orf19.2371,2651,2014,905,493,526,936
orf19.2372,1817,2225,1073,375,430,782
orf19.2376,12,50,14,32,56,27
orf19.2378,119,111,112,94,92,143
orf19.2381,207,122,96,31,35,67
orf19.2382,476,660,576,246,253,567
orf19.2386,125,170,136,24,31,128
orf19.2387,410,656,653,182,220,455
orf19.2389,241,160,122,50,43,74
orf19.239,1194,1242,1091,203,255,593
orf19.2391,258,190,163,27,25,61
orf19.2392,0,0,0,0,0,0
orf19.2393,476,346,419,58,64,214
orf19.2394,11,7,12,4,5,8
orf19.2397,234,179,126,349,409,267
orf19.2397.3,259,122,172,33,16,64
orf19.2398,1326,593,586,335,399,503
orf19.2399,141,102,92,11,10,35
orf19.2400,185,227,150,24,31,71
orf19.2401,93,94,101,30,28,39
orf19.2404,237,391,290,62,74,285
orf19.2406,291,261,294,51,49,163
orf19.2408,40,68,41,6,10,29
orf19.2412,59,53,112,14,9,63
orf19.2414,572,369,415,72,63,249
orf19.2415,179,308,291,73,76,225
orf19.2418,226,140,198,56,68,131
orf19.2419,468,430,409,98,131,318
orf19.242.2,58,27,60,5,3,3
orf19.2426,1033,698,414,198,239,365
orf19.2429,1,4,12,5,4,7
orf19.2430,2,1,3,2,0,2
orf19.2431,23,41,40,22,8,18
orf19.2433,5,6,3,4,0,4
orf19.2436,350,522,265,139,146,285
orf19.2438,184,137,196,22,19,128
orf19.2439,94,126,111,44,34,85
orf19.2439.1,1051,874,917,980,796,1149
orf19.2440,83,56,92,3,9,34
orf19.2442,17,16,16,0,0,2
orf19.2445,34,53,38,3,7,8
orf19.2446,21,47,44,5,14,20
orf19.2447,204,188,200,94,106,194
orf19.2449,0,3,3,1,1,6
orf19.2452,2015,1323,2482,923,877,2308
orf19.2455,174,323,181,49,62,104
orf19.2457,321,272,426,247,216,534
orf19.2459,1651,1617,893,488,577,433
orf19.246,385,457,422,72,76,81
orf19.2460,0,1,5,0,2,10
orf19.2468,2,1,1,0,1,1
orf19.247,94,48,72,22,10,21
orf19.2472,106,48,75,15,8,72
orf19.2472.1,49,31,65,15,8,34
orf19.2473,1388,1045,1215,352,374,627
orf19.2476,596,560,692,97,124,379
orf19.2478,80,54,26,14,10,32
orf19.2478.1,19475,17712,15300,14082,15584,22910
orf19.2481,1,0,4,1,2,0
orf19.2484,1665,1688,1927,672,791,1203
orf19.2485,1651,2203,2115,1049,1217,2420
orf19.2487,116,129,117,38,37,108
orf19.2489,3637,4726,6081,5886,7377,14657
orf19.2494,513,463,397,69,65,251
orf19.2498,2010,1356,1501,685,715,893
orf19.2499,159,129,128,17,19,90
orf19.25,168,207,146,26,29,161
orf19.2500,277,216,271,50,42,169
orf19.2503,0,2,5,3,2,0
orf19.2505,7,1,4,4,4,0
orf19.2506,577,365,545,153,191,328
orf19.2509,0,0,0,0,0,0
orf19.2509.1,0,0,0,1,0,0
orf19.2510,103,76,88,29,25,39
orf19.2511.2,11,12,3,7,4,5
orf19.2512,35,25,17,14,6,18
orf19.2513,1,21,7,2,5,3
orf19.2514,52,92,33,23,17,36
orf19.2515,306,341,862,222,247,366
orf19.2516,137,129,128,14,12,34
orf19.2517,7,17,9,8,29,24
orf19.2518,2084,1886,2478,789,854,1106
orf19.2519,102,56,38,11,12,25
orf19.252,60,103,95,132,96,103
orf19.2520,422,611,461,93,87,316
orf19.2521,322,372,443,240,274,680
orf19.2527,202,409,424,147,203,561
orf19.2528,655,515,296,75,88,241
orf19.2529,84,52,108,44,42,50
orf19.2529.1,1770,923,928,1035,782,797
orf19.2530,0,0,1,0,0,0
orf19.2533.1,4734,2919,3045,740,658,806
orf19.2537,4,5,2,1,0,3
orf19.2539,2,1,0,0,0,0
orf19.254,382,106,255,215,298,220
orf19.2541,73,80,92,17,9,58
orf19.2542,27,15,11,5,0,7
orf19.2544,125,119,107,28,28,89
orf19.2547,30,163,63,86,67,101
orf19.2552,49,59,78,63,55,73
orf19.2553,38,46,49,67,60,47
orf19.2558,193,124,156,26,41,99
orf19.2563,297,351,353,123,120,360
orf19.2564,29,139,77,22,6,67
orf19.2565,261,308,448,57,63,209
orf19.257,1,0,0,2,1,0
orf19.2574,2229,1590,1923,385,441,760
orf19.2575,210,557,425,587,635,780
orf19.2579,276,261,304,132,139,164
orf19.258,2,0,11,0,0,2
orf19.2581,7,37,16,22,11,31
orf19.2582,705,753,647,131,180,389
orf19.2585,0,0,0,0,0,0
orf19.259,64,73,43,7,8,33
orf19.2590,265,68,221,190,227,186
orf19.2591,233,93,278,436,435,397
orf19.2594,504,532,597,176,213,611
orf19.26,463,301,321,81,85,242
orf19.2604,139,325,212,70,63,165
orf19.2607,290,201,200,60,43,68
orf19.261,410,421,664,282,309,368
orf19.2610,431,318,341,133,152,306
orf19.2612,319,213,154,56,56,82
orf19.2620,56,17,36,9,8,12
orf19.2621,145,83,87,20,38,86
orf19.2624,1,0,0,0,3,2
orf19.2625,0,0,0,0,0,0
orf19.263.1,4485,4880,3609,3239,2648,1610
orf19.2631,76,116,107,55,55,136
orf19.2633.1,22,1,0,3,0,0
orf19.2637,119,152,206,86,88,125
orf19.2638,80,59,140,51,48,118
orf19.2638.1,35,6,10,8,4,24
orf19.2639,93,113,69,13,12,132
orf19.2639.1,297,183,142,33,32,130
orf19.264,116,103,116,20,10,45
orf19.2642,67,21,36,4,4,13
orf19.2645,0,0,0,0,0,0
orf19.265,6,1,8,0,1,1
orf19.2650,43,49,48,8,3,21
orf19.2650.1,26,26,15,12,10,19
orf19.2653,428,502,517,465,524,468
orf19.2657,98,66,64,42,39,117
orf19.2662,0,0,0,0,0,0
orf19.2663,790,624,755,312,307,437
orf19.2664,1332,882,1167,333,290,520
orf19.2669,245,245,388,300,355,492
orf19.267,495,885,408,395,423,634
orf19.2670,1029,730,908,319,346,412
orf19.2671,701,543,438,136,135,174
orf19.2673,65,57,69,43,36,86
orf19.2674,15,40,18,14,22,20
orf19.2675,267,390,421,106,123,382
orf19.2676,166,250,239,185,213,317
orf19.2677,1878,1711,1792,555,576,769
orf19.268,430,271,372,110,102,192
orf19.2680,1125,1472,1014,139,150,350
orf19.2682,429,316,329,52,63,134
orf19.2684,275,172,207,17,21,59
orf19.2686,567,1015,640,748,874,1293
orf19.2687.1,63,41,57,26,11,51
orf19.2690,864,896,1133,192,163,508
orf19.2691,250,174,276,426,417,206
orf19.2697,319,428,355,378,460,538
orf19.2698,51,46,46,14,23,20
orf19.27,83,91,54,20,20,20
orf19.270,35,29,23,13,12,6
orf19.2701,23,30,102,73,102,84
orf19.2703,604,583,611,254,300,384
orf19.2704,0,0,1,0,0,0
orf19.2708,49,46,93,9,4,75
orf19.2710,682,487,454,100,99,142
orf19.2711,823,1334,1219,854,984,1292
orf19.2713,11,14,12,10,5,6
orf19.2720,2366,2057,2455,592,615,1419
orf19.2721,146,202,195,46,40,66
orf19.2724,1852,3072,3238,1187,1250,2241
orf19.2725,0,0,0,0,0,0
orf19.2726,235,631,346,144,128,136
orf19.2728,121,79,105,19,30,40
orf19.273,566,446,636,489,554,612
orf19.2730,407,265,218,71,65,122
orf19.2731,118,138,101,78,93,113
orf19.2733,58,77,65,12,7,29
orf19.2734,30,22,57,8,8,23
orf19.2737,1672,1934,1850,744,785,884
orf19.2739,209,165,116,29,32,74
orf19.2740,377,273,209,80,66,192
orf19.2742,157,114,146,127,91,118
orf19.2743,189,134,101,33,34,47
orf19.2749,109,101,78,16,16,26
orf19.275,26,63,33,10,7,30
orf19.2751,144,132,164,177,138,150
orf19.2755,1275,741,1268,190,185,496
orf19.2756,138,194,156,106,68,29
orf19.2757,68,111,119,28,20,47
orf19.276,68,77,104,43,63,161
orf19.2760,316,463,365,86,122,296
orf19.2761,238,188,245,144,143,100
orf19.2763,90,77,52,7,6,33
orf19.2766,0,0,0,0,0,0
orf19.2769,676,1000,1875,532,544,1342
orf19.2770,13,14,11,4,4,2
orf19.2778,9,17,24,8,6,11
orf19.2779,9,45,10,53,40,60
orf19.278,78,190,262,589,687,423
orf19.2781,2,11,6,1,1,9
orf19.2782,273,273,460,72,71,329
orf19.2784,23,31,11,7,4,7
orf19.2786,302,278,310,67,73,119
orf19.2788,92,79,90,16,15,64
orf19.2789,142,122,103,32,21,86
orf19.279,1,2,1,6,2,5
orf19.2794,186,176,203,24,28,157
orf19.2796,255,261,140,59,83,195
orf19.2797,10,5,9,6,2,6
orf19.2798,82,152,80,13,18,52
orf19.28,28,215,68,153,166,93
orf19.280,13,21,18,17,20,6
orf19.2800,0,0,0,0,0,0
orf19.2804,1,0,0,0,0,0
orf19.281,56,91,46,36,20,25
orf19.2812,59,56,95,32,46,57
orf19.2813,0,0,0,0,0,0
orf19.2818,155,166,135,27,21,69
orf19.2819,13,2,5,2,0,1
orf19.2820,974,981,679,178,155,427
orf19.2821,445,314,218,61,74,198
orf19.2822,33,16,24,1,5,2
orf19.2826,663,344,321,41,37,126
orf19.2827,39,55,38,11,9,21
orf19.2828,217,202,168,52,47,115
orf19.2829,9,20,13,12,7,16
orf19.2835,362,255,224,56,62,126
orf19.2836,14,11,42,18,15,28
orf19.2838,27,29,27,5,11,12
orf19.284,85,147,70,189,175,109
orf19.2846,23,12,26,7,3,24
orf19.2847,129,215,182,46,44,174
orf19.2848,529,667,657,555,604,352
orf19.285,346,164,275,48,60,149
orf19.2850,692,811,493,80,85,247
orf19.2851,110,221,94,144,132,122
orf19.2852,335,271,272,69,72,246
orf19.2853,81,53,62,6,10,27
orf19.2857,998,998,896,397,442,732
orf19.286,25,22,26,16,24,29
orf19.2863,482,422,535,74,83,172
orf19.2866,25,26,19,7,9,13
orf19.2867,976,665,838,96,109,263
orf19.2868,1,0,0,0,0,0
orf19.2869,0,0,0,0,0,0
orf19.287,2612,2093,2379,1524,1604,1648
orf19.2870,4,4,8,3,5,30
orf19.2875,83,53,65,13,7,70
orf19.2887,590,1037,1079,283,380,466
orf19.2888,57,62,85,4,2,16
orf19.2889,16,18,19,5,1,5
orf19.2890,104,202,308,118,101,135
orf19.2891,48,97,73,44,36,82
orf19.2892,576,441,564,207,210,364
orf19.2893,46,75,36,14,13,24
orf19.2898,66,104,61,57,79,56
orf19.2899,10,8,11,4,7,14
orf19.29,8,35,12,8,7,17
orf19.2905,0,2,0,0,0,1
orf19.2907.1,24,24,25,3,1,27
orf19.2908,104,91,108,81,52,79
orf19.291,649,555,492,153,150,234
orf19.2914,183,160,114,43,43,71
orf19.2915,898,690,634,188,206,446
orf19.2916,2,1,6,0,1,0
orf19.2917,786,1236,1262,316,404,1234
orf19.2917.1,13,7,12,2,1,4
orf19.292,65,108,80,180,150,76
orf19.2920,1446,1169,1294,386,401,734
orf19.2921,152,148,147,53,44,104
orf19.2922,14,29,59,3,4,4
orf19.2923,379,356,329,172,173,129
orf19.2925,9,5,4,2,0,9
orf19.2926,123,118,93,16,16,52
orf19.2928,241,284,293,129,79,160
orf19.2930,1992,1914,1917,858,885,1593
orf19.2933,158,201,151,44,56,113
orf19.2934,16,70,39,15,15,27
orf19.2936,14,10,17,2,3,6
orf19.2938,126,175,144,32,21,96
orf19.2939,24,26,45,2,1,8
orf19.2940,405,166,180,11,7,45
orf19.2943.5,0,0,0,0,0,0
orf19.295,39,49,41,15,21,19
orf19.2954,1150,1177,1202,822,925,1060
orf19.2957,11,16,23,8,7,22
orf19.2958,202,129,250,25,26,86
orf19.2959,3,1,1,3,2,1
orf19.2959.1,5,15,14,6,2,6
orf19.296,20,9,14,18,23,9
orf19.2961,230,161,162,21,14,95
orf19.2962,18,20,23,7,5,11
orf19.2963,165,116,122,67,72,89
orf19.2964,2086,1605,1270,589,639,974
orf19.2965,6247,5048,6381,1692,1908,2557
orf19.2965.1,137,77,83,42,23,47
orf19.2966,3753,2323,3474,2575,2676,2769
orf19.2968,10,1,9,1,2,6
orf19.2971,203,207,143,37,40,115
orf19.2973,746,1156,670,234,261,632
orf19.2978,28,38,42,19,24,29
orf19.298,33,36,35,57,53,35
orf19.2980,257,233,254,71,79,219
orf19.2982,163,95,175,14,14,48
orf19.2985,453,323,369,127,131,165
orf19.2986,31,22,43,15,18,19
orf19.2987,509,625,474,274,277,459
orf19.2988,2989,3294,4215,2269,2450,3174
orf19.2995,537,358,571,101,111,201
orf19.2996,928,897,1076,479,543,854
orf19.3003,4354,4440,4125,2100,2509,3459
orf19.3004,690,463,705,96,123,293
orf19.3007,198,98,123,21,41,49
orf19.3007.2,203,555,232,154,180,166
orf19.3009,59,80,76,11,12,25
orf19.3010,123,166,156,45,50,96
orf19.3016,380,353,543,425,388,562
orf19.3019,239,223,198,73,79,175
orf19.302,81,58,48,56,65,39
orf19.3021,185,125,211,62,86,113
orf19.3022,828,904,842,207,205,671
orf19.3027,921,925,633,410,413,486
orf19.3030,395,263,456,56,75,119
orf19.3035,1191,1248,894,187,254,532
orf19.3037,9142,9979,11126,7686,8074,16890
orf19.304,687,567,758,750,745,1023
orf19.3041,351,351,278,151,206,330
orf19.3042,33,12,24,4,4,17
orf19.3043,420,263,232,53,58,96
orf19.3045,1995,1984,1801,1782,1964,1861
orf19.3047,1101,1076,859,567,604,594
orf19.3048,137,75,70,20,20,36
orf19.3049,16,6,10,5,9,0
orf19.305,261,395,436,182,209,220
orf19.3051,16418,8023,15158,12573,13346,10737
orf19.3053,6555,4759,5887,3250,3702,5363
orf19.3057,129,135,234,97,88,212
orf19.3059.1,0,0,0,0,0,0
orf19.3060,2394,2099,2899,576,655,795
orf19.3061.1,287,201,440,150,101,438
orf19.3062,245,238,219,124,108,330
orf19.3064.1,32,26,16,19,14,16
orf19.307,726,580,526,161,190,333
orf19.3073,0,0,0,0,0,0
orf19.3076,1567,1285,1721,1781,1559,1872
orf19.308,204,381,194,427,433,397
orf19.3080,913,1609,1207,1949,2000,1007
orf19.3083,1070,1046,687,529,565,446
orf19.3084,509,334,221,71,69,114
orf19.3087.1,258,101,68,80,74,130
orf19.3087.2,47,11,27,14,8,39
orf19.3088,128,332,228,146,130,263
orf19.3089,325,1008,554,1355,1252,837
orf19.3091,1072,1535,792,848,989,1300
orf19.3098,474,739,651,276,325,754
orf19.31,562,338,719,324,360,547
orf19.310,41,72,63,21,28,22
orf19.3100,308,146,181,18,28,98
orf19.3103,1206,1515,1355,774,925,1607
orf19.3105,43,33,54,83,84,71
orf19.3107,1,3,5,3,1,1
orf19.3108,176,117,167,154,182,190
orf19.3109,5,2,3,2,4,2
orf19.3110,383,421,363,71,72,179
orf19.3113,39,44,32,17,12,22
orf19.3114,76,147,68,35,36,72
orf19.3115,275,176,129,41,35,73
orf19.3120,5,16,16,20,24,7
orf19.3122.2,229,121,277,30,20,168
orf19.3123.2,288,291,249,155,171,153
orf19.3124,1376,1565,1225,848,874,1467
orf19.3125,282,180,296,47,63,194
orf19.3128,2827,1988,3115,808,869,1180
orf19.3129,1813,1398,1406,323,352,885
orf19.3130,388,582,713,388,389,753
orf19.3132,752,893,805,557,639,461
orf19.3134,0,1,1,0,1,0
orf19.3135,1796,992,1368,132,150,651
orf19.3136,1087,1065,917,183,209,347
orf19.3139,206,368,236,305,300,423
orf19.314,532,434,500,87,113,223
orf19.3140,0,0,1,1,0,1
orf19.3140.1,2429,1417,1629,515,527,830
orf19.3141,1829,3099,1833,1720,1704,2682
orf19.3142,113,145,127,103,102,94
orf19.3147,59,65,57,20,21,33
orf19.3148,437,318,149,92,92,138
orf19.315,354,176,197,64,55,74
orf19.3151,36,47,68,26,17,22
orf19.3154,297,220,220,52,39,108
orf19.3156,770,703,694,190,172,409
orf19.3158,313,213,161,24,31,94
orf19.3159.4,0,0,0,1,0,0
orf19.3161,447,521,503,93,122,284
orf19.3163,147,112,80,39,52,91
orf19.3166,2647,2780,2806,1134,1281,1478
orf19.3167,1043,1651,1424,1884,1918,1309
orf19.3169,482,494,435,226,251,276
orf19.3170,247,426,260,55,67,213
orf19.3172,1,2,8,3,3,2
orf19.3173,466,385,452,83,88,202
orf19.3175,1104,1563,905,516,566,1234
orf19.3177,1199,1043,891,442,497,717
orf19.3178,247,281,273,48,57,130
orf19.318,209,335,325,188,158,258
orf19.3180,373,433,430,175,176,242
orf19.3181.1,7,5,14,2,1,8
orf19.3183,567,459,572,98,128,225
orf19.3184,515,615,598,625,658,384
orf19.3185,1606,1391,1332,433,449,1151
orf19.3186,0,0,0,1,0,0
orf19.319,80,40,38,27,21,23
orf19.3196,0,1,1,1,0,0
orf19.320,365,308,428,262,295,293
orf19.3202,14,20,18,3,3,20
orf19.3204,31,111,49,21,13,48
orf19.321,611,443,636,390,426,197
orf19.3210,15,14,12,7,7,4
orf19.3213,218,346,268,106,115,155
orf19.3214,20,37,48,13,9,19
orf19.3215,599,773,602,696,614,301
orf19.3216,416,590,462,316,283,224
orf19.3218,143,131,166,65,64,140
orf19.3219,342,569,662,244,235,325
orf19.322,0,0,0,0,0,0
orf19.3220,63,128,98,34,44,79
orf19.3222,318,455,425,234,268,353
orf19.3223.1,287,193,232,35,48,182
orf19.3226,40,108,107,73,70,82
orf19.3228,296,399,338,236,227,334
orf19.3229,0,0,0,0,0,0
orf19.323,171,292,161,215,213,158
orf19.3232,2,1,3,52,99,12
orf19.3235,180,172,193,17,19,59
orf19.3237,767,881,1076,421,511,769
orf19.3238,9,8,9,4,1,2
orf19.3241,550,668,562,165,210,411
orf19.3242,633,530,378,131,107,203
orf19.3244,148,135,107,34,42,93
orf19.3245,356,183,313,44,35,108
orf19.3247,475,478,605,131,86,141
orf19.3248,40,47,86,16,5,30
orf19.325,1238,1185,1157,380,427,739
orf19.3250,400,246,380,19,22,109
orf19.3254,84,74,93,21,10,44
orf19.3259,387,330,475,123,115,127
orf19.326,110,70,56,16,25,43
orf19.3260,1807,1417,1570,329,379,802
orf19.3264.1,1310,841,1036,1437,910,356
orf19.3265.1,20,16,39,2,1,24
orf19.3266,241,166,231,35,52,72
orf19.3267,162,168,258,58,47,63
orf19.3271,0,0,0,0,0,0
orf19.3272,56,69,70,14,18,57
orf19.3273,438,231,225,67,75,127
orf19.3275,58,110,50,31,21,54
orf19.3277,3,1,1,0,0,0
orf19.3280,0,0,0,0,0,0
orf19.3281,284,103,74,22,28,54
orf19.3283,93,82,90,23,24,50
orf19.3284,0,0,0,0,0,0
orf19.3285,55,34,27,19,13,40
orf19.3286,204,164,158,17,10,87
orf19.3289,450,326,219,57,51,75
orf19.329,633,773,695,256,239,345
orf19.3290,752,578,416,270,269,414
orf19.3292,976,855,976,550,531,636
orf19.3293,1092,1409,1880,1123,1167,1818
orf19.3295,123,101,47,27,32,55
orf19.3296,307,167,150,46,42,106
orf19.3297,216,162,256,63,68,208
orf19.33,41461,16613,34538,7384,7984,27552
orf19.3301,848,1106,727,270,303,445
orf19.3302,2537,1511,1187,497,543,800
orf19.3303,285,367,272,97,104,321
orf19.3304,153,269,212,34,53,229
orf19.3306,10,13,20,12,18,39
orf19.3307,1184,938,763,273,284,424
orf19.3309,2676,1990,3819,1548,1804,2323
orf19.331,329,279,349,153,127,232
orf19.3310,64,50,55,13,9,21
orf19.3312,1116,1027,1308,454,424,655
orf19.3318,313,255,269,56,58,107
orf19.3319,1645,1228,1707,469,573,1083
orf19.332,274,340,268,64,63,169
orf19.332.1,118,59,81,12,9,58
orf19.3320,2,0,0,0,0,0
orf19.3323,141,94,172,60,65,67
orf19.3325,9046,6073,6901,4739,5090,6034
orf19.3328,921,1967,1208,867,825,618
orf19.3329,1608,1496,1800,1184,1294,1249
orf19.3332,917,1263,1081,694,744,925
orf19.3333,1421,1244,1059,307,356,722
orf19.3335,495,790,482,168,185,349
orf19.3336,0,0,0,0,0,0
orf19.3337,830,3485,1204,399,504,585
orf19.334,1411,932,1885,820,1034,1231
orf19.3341,1836,2136,2886,828,957,2912
orf19.3342,995,687,744,104,102,307
orf19.3348,427,447,480,109,105,380
orf19.3349,3104,2857,2131,986,1169,1632
orf19.335,182,126,203,45,39,61
orf19.3351,17,13,51,13,21,9
orf19.3352,18,32,77,34,27,23
orf19.3353,1558,678,815,659,739,1168
orf19.3354,5235,3850,5315,4443,4853,5057
orf19.3357,135,90,112,24,10,87
orf19.3360,706,578,526,125,152,267
orf19.3362,140,87,92,23,19,41
orf19.3364,173,93,94,33,26,89
orf19.3366.1,78,96,101,8,16,61
orf19.3367,329,385,352,70,63,215
orf19.3368,0,0,0,0,0,0
orf19.3373,34,67,87,28,22,23
orf19.3375,2,1,1,14,7,4
orf19.3376,7,6,3,5,7,7
orf19.3378,44,16,26,171,187,65
orf19.338,2421,2126,2827,774,897,1972
orf19.3393,312,818,527,233,308,590
orf19.3394,734,583,685,398,417,245
orf19.3395,288,168,259,651,748,546
orf19.3399,433,381,337,48,49,165
orf19.340,60,18,39,2,4,28
orf19.3404,5,11,12,8,10,14
orf19.3406,518,137,140,114,140,252
orf19.341,264,78,122,60,54,152
orf19.3411,291,217,239,86,101,77
orf19.3418,49,39,45,8,13,17
orf19.3420,1,0,0,0,0,1
orf19.3425,122,141,108,28,21,57
orf19.3427,1,1,0,0,1,0
orf19.3428,348,453,340,70,64,116
orf19.3430,174,190,100,97,111,42
orf19.3431,117,211,128,60,57,123
orf19.3432,14,9,11,14,13,48
orf19.3432.1,0,0,0,0,0,0
orf19.3435,1,11,7,7,4,8
orf19.3436,19,25,12,4,5,9
orf19.3437,62,50,59,7,9,19
orf19.3438,3114,2279,2809,216,257,476
orf19.3439,21,47,25,6,4,12
orf19.344,254,120,319,95,115,250
orf19.3442,485,541,632,271,278,744
orf19.3444,43,17,58,62,48,59
orf19.3446,54,31,55,11,6,12
orf19.3447,236,182,162,60,39,74
orf19.3448,25,4,8,18,10,4
orf19.3449,680,516,409,99,102,241
orf19.3449.2,113,152,173,99,114,180
orf19.345,26,90,88,59,61,111
orf19.3450.1,22,9,25,14,11,14
orf19.3453,889,678,529,172,177,264
orf19.3455,48,133,47,29,37,28
orf19.3456,128,77,102,21,11,33
orf19.3458,435,545,475,692,562,416
orf19.3459,1437,1344,1231,524,611,684
orf19.3460,26,11,27,5,3,11
orf19.3461,1243,1030,2886,928,820,410
orf19.3463,239,572,435,117,150,403
orf19.3466,24,39,16,15,12,22
orf19.3469,700,926,887,833,981,1241
orf19.3470,165,459,226,101,110,277
orf19.3471,30,18,8,1,3,10
orf19.3473,275,178,163,47,58,82
orf19.3475,5869,5618,4144,13037,13145,4322
orf19.3477,211,465,270,92,75,246
orf19.3480,97,196,165,47,41,132
orf19.3481,1077,1824,1627,721,750,2731
orf19.3482,481,536,662,186,227,441
orf19.3483,60,242,249,119,116,122
orf19.3487,43,31,39,9,4,22
orf19.349,219,305,250,38,27,83
orf19.3498,72,49,62,16,10,34
orf19.3499,7,2,2,2,1,17
orf19.35,287,211,224,41,47,137
orf19.35.1,14,9,4,14,8,0
orf19.3501,776,885,576,322,304,423
orf19.3503,0,0,0,0,0,0
orf19.3505,719,715,485,169,162,305
orf19.3508,597,463,733,260,279,640
orf19.351,62,30,49,20,16,24
orf19.3515,822,596,452,159,163,343
orf19.3516,278,521,505,886,960,348
orf19.3517,382,210,235,46,57,107
orf19.3518,988,1183,1254,838,887,814
orf19.352,456,398,594,115,120,346
orf19.3522,6,4,6,9,6,12
orf19.3528,38,60,37,10,7,48
orf19.3531,128,89,144,21,18,66
orf19.3533,182,154,106,23,38,83
orf19.3535,2142,1923,2297,1298,1308,1120
orf19.3536,303,301,318,109,103,362
orf19.3537,30,17,9,6,4,8
orf19.3539,98,252,208,89,109,271
orf19.354,611,615,482,189,183,369
orf19.3543,26,24,15,13,5,9
orf19.3544,519,484,1006,122,136,96
orf19.3545,334,342,388,164,152,345
orf19.3547,333,660,651,203,203,704
orf19.3548,1647,1601,1088,1157,1199,876
orf19.355,3,0,0,1,1,1
orf19.3552,825,821,933,169,182,554
orf19.3556,498,910,631,448,519,932
orf19.3558,457,554,974,307,206,182
orf19.3559,759,770,800,216,220,732
orf19.3563,97,299,82,85,76,59
orf19.3565,69,48,61,40,32,43
orf19.3569,157,172,105,50,65,132
orf19.357,831,1344,1046,383,398,549
orf19.3571,2,2,0,0,0,0
orf19.3572,26,27,15,23,12,12
orf19.3572.3,10269,8237,7509,2322,2506,9019
orf19.3577.1,30,31,57,6,13,26
orf19.3578,34,28,22,11,10,24
orf19.3581,357,249,282,82,62,141
orf19.3582,327,271,330,116,133,388
orf19.3583,972,792,460,119,138,284
orf19.3585,36,53,57,22,23,41
orf19.3586,566,663,714,493,562,315
orf19.3594,46,35,42,11,10,22
orf19.36,25,22,23,4,2,3
orf19.36.1,760,240,382,62,51,63
orf19.3600,2,2,2,2,0,0
orf19.3601,123,83,179,24,23,63
orf19.3604,149,139,131,21,17,67
orf19.3606,115,167,125,250,265,157
orf19.3607,11,21,10,6,2,2
orf19.3610,21,64,30,49,52,31
orf19.3611,223,152,191,40,34,219
orf19.3613,229,234,149,53,33,75
