,WT_YPD.30C_1,WT_YPD.30C_2,WT_YPD.30C_3,WT_YPDserum.37C_1,WT_YPDserum.37C_2,WT_YPDserum.37C_3,WT_LI_1,WT_LI_2,WT_LI_3,WT_LI_4,WT_LI_5,ume6_YPD.30C_1,ume6_YPD.30C_2,ume6_YPD.30C_3,ume6_YPDserum.37C_1,ume6_YPDserum.37C_2,ume6_YPDserum.37C_3,ume6_LI_1,ume6_LI_2,ume6_LI_3,ume6_LI_4,ume6_LI_5
orf19.2885,1.68207,1,2.20162,1,2.35618,3.30991,14.0013,15.5302,9.42287,19.3576,17.0233,1.41795,1.82282,2.20358,1.15179,1.85101,1,9.56663,12.4998,5.54485,8.20886,13.1466
orf19.2886,7.69141,8.72804,9.11178,18.9384,37.346,34.9073,103.953,117.5,58.6249,106.824,78.3202,4.34881,8.1767,9.67013,8.43737,8.27489,5.84718,58.9416,83.6897,65.8286,62.3349,60.9701
orf19.2887,36.0942,51.6316,58.4431,39.9066,43.169,58.3352,102.502,69.5366,52.6843,49.3588,80.3361,37.7625,62.0788,50.7856,49.9038,60.1145,40.0911,68.1362,75.8479,71.6029,94.9223,81.8835
orf19.2888,19.5865,17.2736,19.1125,10.0854,22.4985,21.9438,33.3956,30.5101,33.8837,36.8082,40.8006,10.0103,34.1229,20.9596,12.7963,13.3156,8.69817,28.8701,34.9896,21.939,29.5124,20.0302
orf19.2889,29.7098,27.508,29.5622,51.4481,34.3559,38.982,35.8838,33.0667,22.0108,27.4622,38.0838,23.7177,18.6832,25.3417,46.8397,40.9705,40.6338,31.5164,38.5406,42.02,41.9424,16.6047
orf19.2890,2.55026,2.8894,3.40764,1.50587,3.45213,4.7192,16.5405,16.8107,19.5033,18.5467,15.4428,1.85391,2.75051,2.58308,1.47022,1.93006,1.0573,10.0687,12.4028,12.2849,13.4147,13.1979
orf19.2891,1.00502,1.77253,3.28799,2.42488,5.75132,5.7519,13.9785,14.835,13.9126,17.3912,17.5837,1.44332,2.70387,3.54895,3.34045,3.00461,1.68589,13.2411,14.9637,14.0499,10.1222,12.4302
orf19.2892,7.8108,6.91684,11.5031,8.08485,12.2942,14.1794,23.6346,17.6157,17.2485,15.43,23.4608,5.59015,8.18085,10.4319,11.6459,9.15042,7.99006,21.6474,18.8874,17.6987,15.3912,22.5748
orf19.2893,3.15873,1.5982,3.35883,2.53228,3.71454,4.53956,5.89812,7.66247,4.44627,9.38206,10.6746,1.36715,3.01882,3.02657,2.97493,2.61806,1.849,7.3164,7.13506,14.5909,6.69317,9.06721
orf19.2895,39.805,32.3256,41.4111,30.4187,43.6531,36.8423,121.199,116.561,91.5519,126.899,97.8714,29.9263,47.8708,45.2269,25.845,26.093,15.1489,86.59,72.9154,63.2416,76.3345,84.2147
orf19.2896,7.02727,7.97072,10.4736,2.09572,3.87687,5.69535,42.8606,19.136,42.982,39.9447,45.808,6.37806,8.50588,9.65121,9.07515,8.08868,6.62126,26.9147,35.4546,12.3366,11.1372,42.2788
orf19.29,3.15821,2.32705,2.94625,4.34998,7.13152,4.41306,24.0254,12.5714,14.1605,8.6347,23.0905,1.67725,5.24279,5.47366,3.65381,4.59544,3.42487,23.2254,25.5928,55.9745,39.5598,12.3255
orf19.290,9.62211,8.69662,11.0983,8.5776,11.8801,11.8468,21.693,19.2641,20.3074,17.4785,19.2994,6.49646,9.54487,10.4042,6.40403,5.71134,3.30032,16.2522,17.564,14.5587,17.7383,18.4603
orf19.2901,9.86325,11.2601,20.5558,12.1083,19.052,18.3388,40.1687,33.8986,28.0137,26.6321,41.3839,9.33098,18.5177,17.5662,18.3632,17.6298,10.953,41.8941,36.7211,43.7635,34.2608,38.7174
orf19.2903,22.0207,27.9009,28.794,44.9355,61.4098,63.1928,38.9965,41.7421,32.889,34.7935,40.4288,16.9557,30.706,28.488,33.8561,27.908,23.321,39.2843,28.653,20.4083,27.4007,32.1364
orf19.2907.1,10.6918,5.07164,5.0532,9.88522,29.4509,15.6965,16.6578,15.7744,11.024,22.4697,23.0027,1.89732,2.85609,9.34128,5.39756,4.79799,3.48517,27.145,21.5526,35.7731,14.0934,23.7736
orf19.2908,1.14987,1.53103,1.00519,3.45913,6.38423,5.58081,9.36559,8.06617,12.6519,9.64245,10.2196,1.22038,1.75825,1.83309,2.01014,1.90506,1.34256,9.33755,11.0763,9.55874,7.20309,11.7493
orf19.2909,53.7828,59.851,62.0634,60.8054,90.878,102.277,128.979,104.747,145.868,116.396,116.095,41.4783,70.3886,62.1815,54.1187,58.9617,42.8604,139.787,129.154,169.819,145.989,163.5
orf19.291,12.7692,10.5682,10.783,18.3082,17.8337,22.5368,67.3765,73.7865,53.0045,60.6882,69.9388,8.25065,9.95025,9.88118,12.0965,13.081,9.61587,43.1933,61.7269,66.462,56.5413,60.8699
orf19.2910,1.0322,1,1,1.55871,3.54727,3.56854,10.0184,14.2747,10.8204,14.3307,15.7139,1,1,1,1.17513,1,1,10.6123,13.3301,8.65685,10.0057,6.32788
orf19.2911,28.7662,26.1568,34.5147,25.8011,24.2656,25.3364,32.4324,31.1222,31.6725,21.9813,29.3046,24.4768,33.6044,35.3017,29.8187,27.4607,21.103,31.2106,28.0047,20.6563,29.7923,28.0839
orf19.2914,6.003,6.10592,7.44343,9.52062,11.8116,9.56576,14.4612,12.0822,10.2893,17.8418,16.3513,4.53067,5.94048,6.15548,6.60047,6.34736,4.93488,12.2253,10.5869,12.3608,11.5084,14.318
orf19.2915,11.8977,9.08017,16.6149,10.5786,21.237,17.0076,48.4752,43.0592,28.0613,39.6823,46.162,7.34614,15.9056,13.8612,8.70747,10.1741,6.93412,39.3218,42.0541,44.5469,40.4485,46.988
orf19.2917,85.2218,46.8292,132.732,76.5072,94.5373,89.5005,66.7593,35.0154,66.7928,68.746,80.2827,70.4366,111.021,124.434,139.844,138.859,101.393,56.5071,89.1018,192.432,79.8137,95.3054
orf19.2919,9.07949,8.48963,11.0081,7.4367,9.93348,7.04437,12.2609,13.8616,10.1172,10.4683,14.6379,5.72504,11.4852,10.7093,7.86511,7.61476,5.54828,10.9457,10.5898,6.94281,10.2832,10.2149
orf19.292,13.5179,16.7252,7.35565,28.9387,25.998,31.2163,13.7598,31.26,47.4701,12.7746,24.3308,41.7614,11.156,8.16793,17.6963,20.5802,48.2069,17.1843,15.5701,17.7987,8.15636,26.4127
orf19.2920,36.24,26.5445,51.1017,26.7987,75.278,63.8213,150.86,126.372,180.736,195.798,159.573,28.1758,46.1431,44.0656,30.7287,50.0038,22.4412,129.307,164.966,175.544,109.119,137.327
orf19.2921,2.73383,2.65672,4.8692,5.18297,6.46474,7.46634,7.41972,6.64982,9.82602,10.6929,9.40931,2.0752,4.19952,3.62,3.79713,3.21236,3.21467,6.07492,5.8247,6.29913,8.31525,7.20458
orf19.2923,8.47113,7.81593,12.7574,8.39941,13.9809,9.53044,24.5519,24.7359,20.3479,31.4577,22.1747,5.098,12.7684,13.0082,8.98885,9.74316,6.34398,18.2409,22.8593,9.50559,14.3258,16.0708
orf19.2925,1,1.96339,1,1.23546,3.92739,3.49364,6.69041,3.60478,1,11.4739,11.9757,1,2.66636,2.53554,1,1.06692,1.43205,8.95743,7.76689,8.24432,12.7502,6.34466
orf19.2927,2.78011,3.3939,4.98426,3.59012,7.33462,8.13346,25.0161,19.4931,19.2525,29.0208,27.0985,2.9927,5.58165,6.49591,3.66083,3.0779,2.37353,24.1376,26.5305,32.1123,25.8111,23.0738
orf19.2928,7.99669,11.2168,15.1877,6.78309,21.3224,18.4776,50.0396,49.9084,39.5987,49.5562,54.0134,7.33408,17.1741,14.2416,7.33365,7.89963,6.09251,47.0305,44.4351,43.5881,38.8747,51.9146
orf19.2929,80.6574,47.5285,83.0999,46.5863,63.6635,77.2485,77.42,48.0592,43.345,29.5634,47.2179,53.6359,47.6103,62.4016,62.4997,44.6891,71.2245,48.9783,53.4754,41.1042,39.9636,58.4277
orf19.2930,40.7535,34.5918,69.9286,55.8715,64.8657,66.9168,44.8299,28.829,34.1218,42.4852,44.8443,53.1828,72.444,71.1203,73.8058,76.1385,52.015,39.4597,41.7757,55.2366,31.5094,45.2302
orf19.2933,2.42056,3.5452,6.01445,2.62802,9.76487,7.39077,14.5743,16.3819,7.40772,18.9708,21.9762,1.79492,5.73141,5.80798,5.64657,6.74406,3.30016,16.7367,12.617,15.6893,19.0807,15.1198
orf19.2934,2.52945,1.581,5.73279,3.34035,9.39993,15.1799,22.6711,9.24273,17.5599,27.206,42.2686,1,3.32958,2.58233,5.6068,8.13632,2.29483,28.7903,38.6085,108.142,31.8434,35.9581
orf19.2935,3536.87,2638.75,4334.46,4368.69,6178.51,4606.48,2348.69,2156.8,3654.1,3451.56,3501.54,1868.66,3392.55,3200.98,3194.9,3571.64,3458.86,3901.02,2409.4,3851.6,2305.63,2425.17
orf19.2936,1,1,2.09872,1,3.03732,5.68973,15.4704,11.3126,14.3788,11.7481,22.3213,1.75273,2.63787,1.30611,1.2088,4.53959,1.01373,10.336,10.5323,11.8313,3.84315,9.33049
orf19.2937,151.918,146.651,187.972,90.1792,222.514,201.081,509.229,453.641,447.123,600.982,479.382,112.25,234.233,161.647,74.7787,101.387,51.2534,412.783,469.325,359.483,381.32,375.313
orf19.2938,3.40004,4.48412,8.09279,3.31908,12.6026,8.62532,28.6561,23.6968,22.3838,32.8603,39.1157,3.16249,6.76472,7.80329,3.96971,5.2329,1.97991,33.4147,35.8922,45.2934,29.5178,36.4928
orf19.2939,6.13354,3.53767,6.80933,4.04996,13.517,7.01389,72.1508,64.541,52.7027,78.0512,54.7773,3.77348,5.04227,4.1253,2.65237,2.33108,3.17102,41.2747,43.858,28.5954,35.6646,32.5825
orf19.2940,6.82792,7.97325,12.1468,14.631,13.9169,14.7139,30.6674,24.3557,25.9124,36.5622,32.7696,9.56906,14.5776,12.0866,9.0015,10.1446,7.86892,22.5717,30.345,19.7165,18.609,28.3016
orf19.2942,42.8285,43.5818,104.709,29.8489,42.5233,40.782,332.349,383.515,260.055,295.871,317.73,66.2437,88.6696,85.2227,38.0196,34.4782,33.008,163.594,234.734,213.773,183.132,243.422
orf19.2947,93.4953,97.6333,194.351,536.092,529.465,479.031,1012.64,741.654,1145.56,959.713,928.141,154.923,209.563,189.3,372.753,371.819,303.193,1070.87,920.891,1161.41,1114.3,1160.37
orf19.2948,16.1263,11.247,38.6238,27.5438,42.3743,38.8948,125.786,79.1868,114.399,100.584,104.438,15.7898,39.8773,33.6464,17.3068,21.9946,12.7457,105.139,114.597,104.463,120.706,111.548
orf19.2949,3.17579,3.43745,5.8726,3.23509,4.95317,5.38689,11.8235,9.19989,12.5817,9.15405,13.6145,2.73298,5.76252,5.943,4.59995,4.5787,3.01426,11.9671,11.2703,11.9996,11.1997,13.5318
orf19.295,5.99778,5.67841,6.11361,13.1375,13.5512,14.2683,8.48998,5.71959,4.4689,2.74274,17.4203,7.98487,5.18824,3.8026,7.6766,4.50701,14.8494,5.49482,5.30128,4.68867,2.50861,4.99653
orf19.2951,162.359,162.973,232.205,322.351,330.143,310.396,190.954,234.243,179.525,275.917,233.469,192.429,240.983,231.714,300.255,300.521,257.574,191.741,156.221,161.967,170.389,219.443
orf19.2952,3.05734,2.53783,3.76786,8.95507,17.4047,16.9582,77.287,92.6277,72.7249,98.655,62.9726,2.4514,2.66869,3.8518,4.75244,3.98656,2.36838,35.331,38.4875,42.9912,49.9669,46.2761
orf19.2953,55.9706,46.0184,84.2278,45.8056,114.299,99.29,222.695,149.882,236.132,249.509,209.464,58.8174,82.7161,73.2105,60.8571,79.5759,39.5122,203.381,182.313,248.871,173.999,241.281
orf19.2954,67.8077,52.9302,98.9389,78.037,164.535,119.472,389.279,323.348,452.364,449.847,354.414,100.023,95.0701,89.7921,79.1981,105.109,107.671,377.157,378.655,400.599,362.86,432.432
orf19.2956,13.0698,6.37165,13.3477,11.8741,27.8433,26.7008,43.7844,44.7728,45.4957,75.4626,57.9945,11.0539,14.6499,13.7045,15.3357,18.8388,11.9142,37.2609,45.7503,58.964,40.8509,49.7936
orf19.2958,3.18777,1.73208,2.57571,1.75228,4.30758,5.44579,17.103,13.3483,15.8562,11.9986,15.0803,1.40166,2.50275,2.63932,1.40444,2.01679,1.00347,14.2643,16.0631,12.2006,13.0263,13.2565
orf19.296,82.9268,32.2492,38.191,82.3691,30.4221,58.5127,11.6424,15.0398,15.0162,13.8541,20.698,104.034,14.1198,54.3055,48.499,32.5185,37.5256,10.7205,11.7832,6.98566,9.04082,25.6816
orf19.2960,213.931,201.155,279.736,312.084,332.433,307.982,160.855,149.817,173.514,209.665,223.449,229.613,280.286,286.163,340.658,299.109,259.269,201.243,189.853,224.999,150.883,202.075
orf19.2961,9.86278,11.2084,14.4698,11.5227,18.4927,17.8201,21.2116,16.6076,14.6945,15.2887,26.8351,6.74093,17.7218,16.9316,13.3415,13.2295,8.53365,23.1411,17.6174,22.1955,18.629,24.8081
orf19.2962,2.59992,1.32503,3.11704,21.3237,22.0478,12.7382,2.99459,13.6614,3.38459,1.66698,2.94554,1,3.44139,3.20691,6.71279,5.37424,5.34003,1,1,1,1,1
orf19.2963,3.29585,2.90151,3.9734,5.28225,5.31504,5.69891,9.88986,10.4508,7.23052,7.4053,8.98109,2.41463,4.05217,3.68438,3.47232,3.18315,3.07168,9.00246,7.33677,7.52579,7.93143,7.59535
orf19.2964,51.7997,44.4159,61.5218,43.8192,47.4147,36.0225,51.4171,50.0325,49.603,51.7256,53.9431,42.3899,65.5099,68.0318,46.6427,43.3869,32.8065,52.9577,52.28,45.5976,45.1458,48.5571
orf19.2965,80.234,100.393,123.001,73.7248,183.252,136.868,221.042,212.708,240.075,256.064,259.122,68.5442,125.96,112.694,90.0919,127.767,67.2465,234.587,251.348,238.583,216.408,211.586
orf19.2966,41.397,56.2586,52.1115,43.2252,76.7526,87.4265,53.4814,53.5151,67.5335,80.9542,91.8362,45.2669,52.2656,44.9623,43.8101,49.0635,48.4057,76.1694,58.5954,75.7942,69.739,92.2211
orf19.2967,172.606,157.262,207.951,219.327,229.494,215.041,179.504,137.022,197.36,202.567,209.284,180.494,225.692,223.65,243.327,254.902,192.304,187.453,194.351,253.004,137.899,205.85
orf19.2969,42.2713,58.5917,40.4842,51.2351,51.405,45.886,16.6837,12.3661,13.0059,10.2355,19.0654,34.1442,39.0033,38.9579,49.8217,36.3522,45.1393,15.6911,14.4736,9.7033,9.93174,13.5235
orf19.297,67.4313,62.1484,70.3725,148.514,175.693,121.135,194.568,166.48,156.231,185.841,159.95,111.236,78.2408,66.9703,106.107,98.7629,146.997,151.17,183.142,135.295,113.18,134.727
orf19.2970,42.5428,40.3895,80.2843,31.7899,40.9292,35.004,25.1668,27.4789,21.1718,16.8855,28.1236,43.9488,70.7827,75.0366,55.5069,48.3882,41.2683,19.8525,14.9081,16.6693,12.8716,21.2742
orf19.2971,5.45605,4.23236,9.36041,7.80186,8.92267,8.97902,26.1914,12.1221,20.0941,19.0654,25.7026,4.0373,8.2776,10.5662,8.28039,8.26678,3.87663,26.3857,22.101,34.455,33.7564,30.6811
orf19.2972,11.097,11.9282,22.764,7.84964,17.6026,15.5774,76.2726,52.1981,58.6554,41.9864,79.906,9.02969,17.6738,17.8029,11.7301,13.4649,6.13743,90.8251,79.1389,113.576,67.6026,84.3429
orf19.2973,10.4901,9.64831,13.4102,15.8088,15.3203,18.6973,21.8929,9.15299,19.4406,14.3477,25.4406,7.02514,11.9434,13.6223,23.1078,22.9102,12.2198,26.021,23.3618,42.6218,34.6477,35.7751
orf19.2974,25.0363,22.5268,35.2664,26.7762,60.2256,57.4247,186.997,171.027,157.156,190.643,155.333,14.5693,34.4436,36.9104,27.1163,23.1167,14.3771,110.893,140.289,117.839,112.434,110.066
orf19.2975,6.92234,3.75741,7.95437,4.27291,10.7328,15.0698,25.4613,25.7305,27.6599,25.5572,34.0164,4.38164,7.55923,6.08584,5.13166,5.28889,3.52778,18.5259,21.4738,28.6958,16.2791,18.9934
orf19.2977,43.5726,36.1197,64.9097,75.6073,110.777,88.6669,124.746,85.9393,118.508,142.018,169.284,51.0346,60.1395,60.2275,82.5331,80.2095,54.4258,190.518,162.996,239.487,178.546,194.041
orf19.2978,8.82585,3.91168,15.8883,21.5319,24.0143,19.464,100.452,58.0219,110.28,97.2464,71.7474,8.26269,12.3642,12.6201,18.4719,17.5398,14.6472,97.2941,84.3654,140.358,92.1785,138.764
orf19.2980,3.02404,2.6836,4.16824,2.64001,6.51538,5.07982,8.76934,6.41937,8.86402,5.86731,12.2544,1.68923,3.98208,5.78844,4.15357,4.00497,1.88117,9.06533,9.80294,14.916,8.20952,12.5789
orf19.2983,26.3376,34.5615,41.7187,21.6946,41.0178,32.5652,52.3961,45.9109,51.0545,59.2558,56.404,21.057,48.6765,42.4283,25.9687,30.225,21.0014,63.8172,55.2579,55.9569,41.5958,59.2032
orf19.2984,10.2415,10.8288,15.1612,17.1788,24.4317,23.6663,24.9284,25.2388,25.0716,30.3016,30.0609,10.3373,11.3402,15.0526,16.4885,18.5712,12.0049,31.5323,34.346,46.5899,27.403,37.7107
orf19.2985,11.6729,11.0472,14.5951,31.2891,30.9215,28.8844,84.9126,76.3098,80.7218,51.0742,83.8612,20.0128,20.3126,17.1815,28.641,21.3533,20.3448,49.5224,71.4372,61.3506,70.0858,60.3412
orf19.2986,6.80086,2.30384,2.51503,6.21218,7.06761,9.54568,24.4608,31.7998,40.6245,47.8152,35.7263,3.65715,1,1,3.77856,5.26599,6.31424,26.2265,41.7455,26.8034,31.2249,35.0391
orf19.2987,9.16838,7.35676,10.3038,11.4947,17.1341,18.2123,19.2089,18.3696,22.1034,27.6137,31.2481,6.36977,9.15782,8.92622,8.70856,9.6942,5.9282,21.4511,20.7048,34.6734,27.3522,31.0537
orf19.2988,55.3776,51.9055,68.9766,41.9814,71.9588,65.4668,105.216,113.504,87.1168,112.956,128.291,39.7593,64.5131,66.3165,35.5852,50.61,25.6864,103.839,88.4976,132.367,127.573,123.838
orf19.2989,39.0147,35.2081,40.3638,10.7398,12.5196,9.80943,22.9481,36.0021,21.4045,25.1316,51.9047,37.4114,45.2585,41.1785,11.1821,12.4497,10.5616,34.1388,31.9664,55.4882,31.6974,29.9746
orf19.299,20.9493,22.4019,35.7473,26.5391,36.1296,33.6516,52.3512,53.4629,54.6067,64.5649,57.0147,19.6998,32.906,34.9966,24.0806,22.5489,19.041,53.836,59.2734,54.652,49.2377,57.4323
orf19.2990,5.22432,4.62071,8.43911,3.20889,4.59285,15.4627,34.4277,4.49483,11.7944,8.73862,8.27504,7.19215,8.26373,7.66337,11.6762,12.3317,13.1611,18.6694,21.5156,21.5887,33.1515,41.4992
orf19.2992,1662.52,1562.45,1745.75,1783.16,2289.9,2177.26,848.605,907.135,1687.4,1722.78,1444.74,1611.76,1305.8,1444.05,1907.59,2552.54,1505.26,1377.56,1090.68,1590.1,738.291,1203.51
orf19.2994,3150.45,2893.11,3190.84,3453.67,3381.61,3303.52,1668.16,1484.69,2246.21,2545.85,2571.53,3089.16,3486.74,3351.16,3503.6,3567.9,2573.63,1967.25,1601.1,2135.37,1034.87,1893.18
orf19.2994.1,4321.44,4490.09,4892.35,6509.6,6360.01,6025.42,1832.32,1680.08,2525.23,2744.23,2809.32,6266.29,4408.81,4827.46,7348.72,7371.17,9057.01,2497.35,1811.87,2389.86,1542.47,2223.21
orf19.2995,4.0358,3.16651,6.26703,4.90168,9.02604,6.88515,39.551,27.9048,35.035,32.5187,39.3936,2.50226,5.14392,5.8524,6.61976,7.53575,4.16821,24.5726,35.5501,31.539,24.3498,27.7576
orf19.2996,4.23938,4.60434,6.09957,6.93614,9.18791,9.16717,14.3227,12.1662,14.1782,14.8049,16.1717,3.72871,6.73644,5.73459,7.43229,7.80963,4.95239,13.6319,15.432,18.9342,14.327,16.7426
orf19.2998,19.7407,10.369,26.5487,13.7424,41.575,34.9531,40.3067,24.3112,37.7817,39.2275,60.931,14.6731,26.1734,26.2546,25.2981,28.9086,16.5857,32.5443,53.2996,131.52,37.0012,60.8826
orf19.30,25.7032,24.3078,36.8907,20.835,36.1142,38.8357,36.8908,30.2796,31.7543,29.3507,28.7049,20.2489,31.3965,34.5374,24.1231,25.6099,15.0163,33.2486,30.9544,30.6504,24.886,34.1803
orf19.300,107.613,90.7851,163.23,228.578,190.229,184.768,163.422,129.481,164.722,172.488,170.758,190.157,159.735,166.234,163.037,124.885,132.447,162.436,167.923,128.631,107.289,143.25
orf19.3000,12.2128,12.6065,18.5111,15.3804,24.4999,18.2929,42.2152,36.641,30.294,33.3896,42.3023,10.0547,17.7616,18.3959,17.9253,18.8874,13.5394,30.2583,32.617,25.5376,23.4712,29.4701
orf19.3001,2.4404,3.15905,7.04262,3.67544,11.1567,9.66756,48.6572,55.235,34.6919,76.5205,56.4733,3.00944,8.17331,7.49624,3.56729,6.94163,3.21823,27.8547,33.8233,15.4196,26.7926,28.6651
orf19.3002,2509.05,3113.79,3798.67,4128.43,5529.73,3845.44,2492.9,2268.23,2799.13,3501.63,3432.44,2345.77,4413.85,4072.51,2755.88,3574.23,2140.27,2877.27,2134.66,2765,1596.35,2801.46
orf19.3003,40.5223,43.933,52.9691,52.3062,57.6033,65.5251,42.7086,60.7787,42.3161,43.1026,55.8867,36.2889,53.0411,58.2526,52.7456,43.9415,40.9428,38.7776,32.2481,17.4049,24.9374,37.6547
orf19.3003.1,1803.82,1498.19,1848.55,3346.01,2935.16,2897.37,1459.15,1281.66,1674.57,2081.26,2156.15,1747.06,1983.32,2029.12,2712.88,2627.06,2452.22,1785.23,1352.54,1835.33,1012.32,1660.84
orf19.3004,33.0141,33.2753,34.6815,41.5507,51.0633,46.9804,326.911,273.07,163.88,177.157,248.917,26.7022,35.8528,33.7955,27.6305,24.912,25.3759,173.784,187.486,152.117,245.678,201.219
orf19.3006,59.6015,73.5259,80.9992,57.5097,72.5162,62.4722,60.1392,49.4667,52.8212,45.2586,59.5822,41.5169,79.9948,84.5339,59.2729,54.9215,43.1958,53.9702,44.5139,48.3275,57.7933,67.9803
orf19.3007,18.2211,15.0071,16.9055,19.5508,20.2226,25.1609,126.819,52.3945,65.9316,65.678,62.498,5.84271,20.2929,12.9282,19.0964,15.8406,18.1666,58.5605,77.1237,65.0869,102.673,86.4872
orf19.3007.2,38.4875,29.7909,30.8783,13.1922,14.4339,20.0742,26.3904,22.762,19.6467,19.7928,15.7046,41.1452,26.0012,27.3023,18.6598,19.958,21.5571,20.8339,15.2757,12.5342,21.1905,25.1755
orf19.3008,19.0313,19.2186,22.4791,26.1383,31.3722,42.8885,91.8006,102.07,105.017,131.342,119.67,16.6825,28.9908,20.7072,19.053,20.6915,12.4838,111.844,125.333,129.388,85.1115,126.722
orf19.301,31.0996,42.4817,27.344,74.7647,44.2291,64.8492,10.9491,11.5083,12.799,10.7375,13.0604,62.6464,28.5553,26.6606,72.6188,49.792,76.5391,15.3411,11.7098,9.94085,11.8271,12.8047
orf19.3010,3.87752,3.96706,6.34028,3.0842,7.94239,8.81598,11.753,7.86033,10.3437,12.7518,17.3729,3.46491,6.15979,6.03478,4.01823,5.64517,3.13542,11.6663,9.78762,17.624,9.70829,15.8443
orf19.3010.1,1178.88,1217.67,1458.29,2129.73,1624.41,1861.28,1813.48,2754.93,2023.13,1886.12,1932.51,1441.11,1384.51,1480.19,1385.96,1248.51,1136.93,1413.43,1419.61,963.943,1243.35,1492.12
orf19.3012,2.57498,2.34246,3.34316,2.34326,3.31204,3.12596,6.97879,3.16249,8.36115,4.02123,6.17382,2.1716,3.6154,3.48223,3.07897,3.88985,2.19707,7.27734,5.33794,8.32831,8.97021,10.8547
orf19.3013,75.383,100.961,135.81,107.448,175.307,150.669,439.029,490.315,305.868,515.458,377.522,79.6705,173.663,145.05,79.5441,107.142,61.9044,207.112,240.988,154.198,152.78,200.663
orf19.3014,1127.34,1367.14,1332.2,1422.14,1495.33,1272.48,1591.4,1682.88,1790.1,1724.34,1685.09,959.77,1473.42,1406.04,1308.37,1329.52,1085.05,1755.43,1570.55,1624.46,1773.75,1680.91
orf19.3015,63.8381,28.108,91.7153,59.7466,92.1931,83.9908,48.6033,22.8918,56.973,61.5866,68.5141,38.5875,73.9019,88.3392,110.811,113.41,77.9069,45.7375,65.4087,155.335,58.6763,83.3873
orf19.3016,12.2037,15.7542,15.8107,13.3114,31.242,29.0278,38.2296,30.1308,54.1066,51.5242,76.0469,10.9828,17.6617,13.845,18.4741,28.9677,13.8831,21.5788,45.7351,104.017,57.3988,94.0494
orf19.3018,7.09297,5.95666,9.10309,12.8311,15.3167,13.1572,26.2347,21.7492,23.5338,28.0334,36.5721,4.10743,10.0629,7.73091,10.8286,9.88559,6.57709,22.4371,33.8911,36.5856,21.4581,27.4369
orf19.3019,2.84155,3.22474,3.58751,3.35193,5.59124,5.69373,11.2151,10.6632,8.91428,10.817,10.598,2.04203,4.53109,3.89667,3.80736,5.16772,2.69783,7.53941,8.4022,11.6557,12.2948,10.7254
orf19.302,7.65095,9.65142,14.7443,6.49463,16.5842,10.5327,17.2712,9.43661,21.3886,13.8887,23.3061,6.63062,9.53226,8.6149,5.8587,7.60426,5.22518,18.9867,10.3265,19.7769,22.6848,25.0678
orf19.3021,5.44132,4.34073,4.61774,6.47923,12.1657,11.1568,132.17,115.182,55.3739,64.755,87.4161,2.81706,5.97386,3.71449,5.08251,3.96853,3.98119,47.2504,61.0894,38.1446,109.337,62.7937
orf19.3022,44.8604,36.1521,52.0898,68.764,95.0055,80.3805,153.778,111.33,145.014,155.951,208.268,37.1881,49.4468,51.5328,70.9356,73.4053,43.8313,190.85,210.905,311.908,206.549,232.522
orf19.3023,19.8494,21.7569,25.6504,26.6714,22.2315,23.0943,19.9206,17.7915,15.9047,14.9589,26.1526,19.4504,25.1237,30.6406,36.5296,33.5647,28.1597,21.3066,20.9616,22.0248,16.8919,19.9827
orf19.3026,19.4833,18.3079,27.2845,20.8562,48.3414,36.161,59.3104,58.0132,56.2721,59.3223,79.2562,15.2888,28.1128,30.663,31.606,32.661,23.868,72.1152,77.2625,94.0359,72.1102,84.4352
orf19.3027,55.8242,48.3492,66.6518,55.953,63.8727,68.5725,157.228,149.143,149.879,154.51,151.933,51.768,59.1407,57.8373,68.0975,68.9773,50.2796,130.373,144.151,110.526,126.504,135.397
orf19.3029,2.98016,4.09745,5.28164,3.17801,4.94566,5.32036,30.2507,45.1271,33.3276,28.5864,24.6474,2.21853,4.69286,4.67997,2.84836,2.2264,3.01866,18.6009,25.085,13.716,19.7492,16.2131
orf19.3030,5.68183,4.88694,7.42554,8.22556,9.78201,8.09576,18.4722,21.3144,16.5044,18.3736,19.6134,2.72773,5.75389,5.63396,5.81279,4.65335,4.26091,13.4632,12.0508,10.2145,9.36985,11.8045
orf19.3031,38.0129,32.9877,40.7715,70.3325,72.6149,79.8512,180.485,173.821,184.057,244.446,173.527,50.6255,41.5888,38.2984,53.4867,44.9262,52.8193,114.272,185.873,124.122,87.7315,131.937
orf19.3034,56.0106,42.4452,111.483,94.3057,114.268,114.777,69.6797,43.1744,71.6318,66.3614,91.5343,71.6337,85.8988,105.322,189.659,178.076,121.285,83.0094,90.266,108.683,43.6188,73.3105
orf19.3035,43.1348,40.5549,58.1772,32.4277,40.8242,30.3339,61.0442,45.042,44.9782,30.2129,42.2771,30.3594,54.8434,61.4996,41.9469,36.6079,28.3493,43.6242,38.8665,25.8081,34.7799,44.7217
orf19.3037,1013.17,880.312,1396.89,1100.77,836.574,964.053,298.201,211.506,338.461,303.8,408.572,1067.8,1312.37,1441.25,1641.08,1583.77,1135.56,368.77,371.965,570.987,297.873,400.588
