,CAI4_R1 TPM,CAI4_R2 TPM,CAI4-w-alpha_R1 TPM,CAI4-w-alpha_R2 TPM,CEk1CEk2_R1 TPM,CEk1CEk2_R2 TPM,CEk1CEk2-w-alpha_R1 TPM,CEk1CEk2-w-alpha_R2 TPM,CEK1_R1 TPM,CEK1_R2 TPM,CEK1-w-alpha_R1 TPM,CEK1-w-alpha_R2 TPM,CEk2_R1 TPM,CEk2_R2 TPM,CEk2-w-alpha_R1 TPM,CEk2-w-alpha_R2 TPM,CPP1CEK1_R1 TPM,CPP1CEK1_R2 TPM,CPP1CEK1-w-alpha_R1 TPM,CPP1CEK1-w-alpha_R2 TPM,CPP1CEK2_R1 TPM,CPP1CEK2_R2 TPM,CPP1CEK2-w-alpha_R1 TPM,CPP1CEK2-w-alpha_R2 TPM,CPP1_R1 TPM,CPP1_R2 TPM,CPP1-w-alpha_R1 TPM,CPP1-w-alpha_R2 TPM
C3_07460W_A,13.2861,13.0997,14.9423,14.7049,13.777,13.6286,14.1975,14.2486,15.4343,15.3902,12.1,11.8494,17.5836,17.1803,12.7228,12.4288,14.7389,14.3669,13.804,13.2822,11.1527,10.9012,7.54085,7.26514,14.5324,14.4607,8.20635,7.95484
C1_03390W_B,15.9601,16.1637,22.0642,19.7381,17.1935,16.2378,11.5509,12.1776,27.3067,28.5571,26.8013,24.5748,24.3049,25.6665,25.8221,22.454,14.833,13.2867,18.7163,20.6244,21.8793,25.2439,20.9449,21.9563,20.4148,22.1899,46.7033,45.9385
C7_00670C_B,7.3939,7.01917,8.3357,7.85277,9.9385,9.34567,10.138,9.77614,13.4115,12.7576,17.3879,16.3587,8.76135,8.4219,9.3175,9.23078,8.50728,8.44118,8.97392,8.76435,12.9868,12.4049,15.3988,14.8358,10.223,10.1619,10.5456,10.4253
C1_03320C_B,12.4463,12.2716,7.13385,6.32897,7.73369,7.83939,10.3925,10.4578,16.2285,15.8859,20.4835,20.0592,11.4518,11.1891,16.748,15.732,4.48254,4.36941,7.56509,7.38842,13.7576,13.8012,16.5534,15.9481,28.1822,28.3436,3.33201,2.98178
C3_02690C_B,10.8529,10.7007,11.5766,10.4714,15.4494,15.0809,14.7629,13.8938,23.8395,22.5731,27.7922,26.5537,13.5435,12.6652,9.59001,9.89592,14.5366,14.7926,11.3687,10.4349,13.5026,13.205,14.0596,13.5456,11.8022,10.9023,13.8445,13.2087
C5_00060C_A,12.3311,10.6072,9.62678,8.78984,14.239,11.999,12.1327,11.5624,10.0589,8.99764,10.2431,8.88221,10.7732,11.1603,12.712,10.9468,12.6325,11.6333,11.1312,10.8713,8.53164,7.6774,14.7657,12.6961,9.46076,8.20075,13.6979,12.1174
C1_00110W_B,65.643,65.6368,69.3467,68.7618,71.7043,71.0616,84.0348,83.7738,50.4078,49.7609,52.3716,52.416,69.6291,68.0321,79.4447,78.4771,78.6533,79.0094,91.9802,90.1274,60.6646,59.9477,75.0243,71.1533,51.5671,52.5651,72.5743,71.4911
C2_07420W_B,1.67421,1.77419,1.3923,1.73019,1.44105,1.83278,1.61416,1.88634,6.7116,2.60349,2.52729,2.74734,1.94785,2.50752,1.63101,2.38211,60.185,47.7483,62.6012,70.9986,44.2174,46.4067,69.4603,51.4062,37.9148,32.5148,56.2994,58.2485
C5_01400W_A,8.59845,8.47781,12.2311,11.5371,6.38292,6.35102,6.6819,6.34588,15.0006,14.5701,11.9528,11.4325,7.80767,7.1014,7.44853,7.27644,14.7973,13.7817,8.55378,7.62262,15.5779,14.7162,28.4272,26.6882,10.0452,9.83337,8.73277,8.21863
C7_03710C_B,4.05656,4.03482,5.08141,4.96954,3.86095,3.9469,3.95975,3.89529,6.5687,6.3999,5.21799,5.32297,2.46476,2.30738,4.76818,4.86201,3.90244,3.86549,4.01513,3.80707,7.00919,6.85309,8.16052,8.20694,8.61154,8.33191,4.08266,4.02295
C4_04350W_B,27.7326,27.3435,7.20778,6.95163,11.1159,45.8766,31.6748,54.1862,55.0487,37.8527,39.5243,67.7024,28.6079,27.9517,26.5566,45.1366,19.4817,5.32923,42.2499,41.2632,63.5988,62.2956,20.8759,20.1126,10.9384,10.5195,21.8861,38.3543
C4_02020W_A,27.4041,26.2535,29.3198,28.255,27.4331,26.7788,36.3236,35.2405,50.9827,49.5569,62.7114,58.8902,32.5443,31.2757,32.6912,31.9359,16.3207,15.9088,20.9643,20.4747,45.6642,44.0897,63.6677,61.0249,46.3255,45.0577,37.0311,35.5138
C1_00270W_B,5.87156,6.69699,5.62987,10.9262,1.60552,1.30975,5.59354,7.93557,7.92016,10.1553,5.40213,5.1052,7.65544,5.46998,3.25681,3.18157,0,0,2.33613,2.88198,26.0892,19.6514,4.60424,1.72479,11.0587,7.52605,3.6794,3.60486
CR_09590W_B,24.7987,24.4508,28.3105,26.9178,26.5712,25.9374,17.679,16.6664,23.313,21.9342,27.5547,26.1842,19.481,19.0341,25.6349,25.6573,16.5762,15.4473,15.8909,14.8925,16.7895,16.411,42.0701,40.5319,29.2218,27.8673,16.8775,16.3603
C3_03160C_A,19.347,21.888,24.1948,19.934,16.1331,13.0327,13.6653,10.4212,3.29493,3.75851,3.08556,2.54938,7.77401,13.389,11.4127,6.65441,8.512,8.9933,7.50043,9.35162,14.9236,12.057,9.68191,10.8667,11.2447,14.2756,9.88075,6.27035
C3_01610W_A,145.936,152,97.5545,88.0122,121.507,113.175,129.631,131.673,6.25372,8.8359,5.20802,2.34069,146.427,145.721,133.879,127.486,105.343,107.711,105.915,97.5197,175.955,172.206,185.858,172.782,181.184,188.915,110.822,115.587
C2_05380W_A,33.0624,31.5483,26.4336,26.9976,43.7859,46.2677,40.6272,39.2697,29.0573,27.0761,33.2556,31.2543,57.8391,54.0186,26.493,25.8809,24.8074,28.1312,16.4984,21.2886,28.951,17.8105,7.80426,9.5948,14.5606,14.2536,23.8022,23.1459
C2_09830C_B,246.235,237.443,241.946,230.225,241.618,221.84,240.648,230.091,205.09,193.457,258.939,253.575,287.512,280.918,204.69,199.961,249.138,231.143,203.655,198.899,218.408,224.875,351.687,338.829,201.877,203.704,302.84,285.568
C1_13980C_A,2.90569,2.62717,3.12298,3.03427,2.9952,2.92376,3.62311,3.31822,3.34033,3.26981,2.71228,2.65609,2.00241,1.95648,1.62792,1.59031,1.88589,1.8383,3.07605,2.774,3.90595,3.81789,4.57924,4.11867,3.61237,2.72328,2.94627,2.67803
CR_06300C_B,5.94889,4.12372,4.1499,4.03202,3.19074,5.04814,6.526,7.39939,8.99106,8.80124,6.90674,6.76367,2.94608,2.87851,5.32148,4.21151,7.38568,7.19928,4.88415,4.77009,5.95157,3.00452,3.60367,3.47191,6.82898,8.32405,5.03495,4.88064
C2_09350W_B,5.73775,5.65725,4.50346,4.37554,7.70945,7.52557,7.7647,7.5838,5.55945,4.86718,6.60167,6.98352,7.67702,7.50094,6.3105,5.76611,15.3461,15.4196,11.8563,11.9862,2.96529,2.89844,2.40114,1.79536,4.63009,5.01128,8.26039,8.00722
C5_05450C_B,1.4471,1.47386,1.51992,1.32424,1.21491,1.24882,1.33927,1.34116,1.986,1.87872,1.75758,1.72117,1.65331,1.39364,1.34321,1.36648,1.70765,1.56881,1.42415,1.29563,1.46385,1.46809,1.80005,1.74255,1.77447,1.73706,2.82983,2.90318
C4_06770W_B,10.1478,12.5905,9.1128,8.85394,11.5173,9.82436,8.83705,8.63117,18.5147,20.2863,16.1915,15.5374,12.0885,11.8112,3.81929,4.33416,6.3202,7.71723,4.97806,6.08372,13.2696,14.0608,21.1303,20.358,14.9549,17.1265,12.1097,6.67183
C2_08930W_A,50.4629,51.1243,46.5161,46.4387,63.0306,63.3251,64.1431,63.2837,53.284,52.1591,63.5816,63.1097,59.2192,58.5609,55.638,55.6517,40.5735,41.0514,37.1093,36.2427,62.5341,61.1243,111.868,109.466,47.5653,47.3428,51.6319,51.0743
C3_00760W_B,12.8854,17.7697,13.817,12.8307,20.0035,30.1629,14.7352,22.274,49.0404,47.835,44.9917,43.0412,16.6179,19.6603,10.1557,7.88299,19.3103,17.2898,16.6473,18.9578,22.9547,28.1585,48.3189,38.6585,24.6702,27.5383,27.3636,28.6461
C1_01240W_B,22.3204,22.0072,18.1878,17.6712,13.7809,14.346,19.9255,19.9348,20.772,21.0323,20.6611,20.233,16.08,16.7551,18.8943,18.9423,7.52595,7.33602,7.13779,6.9711,21.7936,21.3023,29.4711,29.6527,32.1618,31.4837,14.6263,14.178
C4_01950W_B,39.5652,39.0101,43.0743,42.434,37.2815,36.9543,42.526,42.1307,41.0701,40.203,49.9836,48.9482,41.4859,40.5343,48.4895,47.3692,20.7724,20.2482,17.6672,17.2546,48.8921,47.1047,58.1417,56.0159,53.6422,53.243,37.5564,36.8859
CR_07140C_B,1.63999,1.61698,3.59941,3.49717,0,0,0,0,2.26049,2.21277,3.62045,5.60675,1.69175,1.65295,0,0,0,0,0,0,0,0,2.60715,1.9937,4.4825,2.29097,1.24847,1.2102
C1_11150W_B,12.728,13.8097,20.5221,15.2301,17.3433,21.0574,30.8622,26.9305,25.5823,27.9951,34.0595,30.2935,25.0732,15.0367,15.6362,15.2749,31.7468,29.4751,21.8394,18.3156,29.8114,37.4041,56.0775,52.648,27.7952,34.8316,15.6287,16.4289
C2_09320C_B,2.72231,2.88667,2.80727,2.50121,2.47988,4.11058,2.83165,2.44931,9.53788,9.0212,4.52447,5.38608,3.16704,2.62312,3.14566,2.98688,62.125,48.3461,79.5592,76.9843,33.6617,35.8202,8.95752,9.4167,33.0789,32.9302,39.1599,31.1179
C1_05560W_A,125.714,123.06,76.414,72.2394,57.8231,57.6612,110.817,102.926,112.303,103.792,123.13,89.9264,108.399,96.8513,112.109,110.755,84.2335,72.0901,71.9504,64.7278,106.319,114.668,158.77,111.159,96.1204,103.11,94.4129,82.7663
C6_03790C_B,5.88898,4.34343,12.8342,12.0697,16.8635,16.4577,13.704,14.9089,8.21496,7.57294,6.95889,6.38739,13.8622,14.732,8.23471,7.75668,1.59269,1.64021,1.4283,1.35433,16.9209,17.267,81.3863,76.4079,11.8413,11.8083,84.0884,79.0041
C5_01620C_A,2.68384,1.90537,5.93688,5.76824,3.70121,3.61293,3.91923,3.14093,4.73493,3.6212,4.26948,4.18103,2.76855,2.70505,5.44802,5.32214,2.9773,2.90216,7.03022,3.27951,5.31461,4.40435,9.07493,7.82973,7.39345,6.39323,3.18708,3.0894
