,GD1_S1_R1_001 RNA-Seq (Reads) (extracted reads) [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq (Reads) (extracted reads) [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq (Reads) (extracted reads) [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq (Reads) (extracted reads) [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq (Reads) (extracted reads) [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq (Reads) (extracted reads) [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq (Reads) (extracted reads) [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq (Reads) (extracted reads) [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq (Reads) (extracted reads) [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq (Reads) (extracted reads) [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD14_S14_R1_001 RNA-Seq (Reads) (extracted reads) [GD14_S14_R1_001] (single) sampled (GE) - CPM,GD15_S15_R1_001 RNA-Seq (Reads) (extracted reads) [GD15_S15_R1_001] (single) sampled (GE) - CPM,GD16_S16_R1_001 RNA-Seq (Reads) (extracted reads) [GD16_S16_R1_001] (single) sampled (GE) - CPM,GD17_S17_R1_001 RNA-Seq (Reads) (extracted reads) [GD17_S17_R1_001] (single) sampled (GE) - CPM,GD18_S18_R1_001 RNA-Seq (Reads) (extracted reads) [GD18_S18_R1_001] (single) sampled (GE) - CPM,GD19_S19_R1_001 RNA-Seq (Reads) (extracted reads) [GD19_S19_R1_001] (single) sampled (GE) - CPM
CAALFM_C701040CA,38.65143507,36.59475345,39.73805431,33.17594411,31.16002205,29.59440093,27.75957319,29.99682661,18.09079873,25.63156548,25.80235623,31.95144797,22.48660528,26.465632,28.55588329,24.49649283
CAALFM_C701050WA,0.401921335,0.982409489,1.245912594,1.27599785,1.08951126,2.173600069,1.401114104,1.619546976,2.614277273,1.446295231,0.647757897,0.550887034,1.542616721,2.224002689,1.424825778,1.674443814
CAALFM_C701060WA,0.066986889,0,0,0,0.145268168,0.250800008,0.087569632,0.211245258,0.209142182,0.241049205,0.10795965,0.06120967,0,0.500400605,0.178103222,0.372098625
CAALFM_C701070CA,215.3628488,206.9199986,214.4281148,158.6938379,140.5469526,155.7468049,240.6413474,135.4082102,208.201042,175.5641711,171.8177822,165.5721585,141.3867556,147.6737786,183.0901124,209.8636246
CAALFM_C701100CA,8.373361151,10.00829667,8.524665116,8.730511608,9.950869512,15.29880048,14.79926773,14.92799822,16.52223236,20.4088327,4.53430528,4.835563964,6.407792532,12.00961452,9.201999813,11.59707382
CAALFM_C701130CA,0,0,0,0,0.072634084,0.083600003,0.350278526,0.070415086,0.522855455,0.32139894,0,0,0,0,0,0
CAALFM_C701150WA,45.01518955,46.17324597,43.01677166,75.5525043,91.80948221,69.38800219,30.91207993,27.46188351,29.27990545,22.49792581,8.420852662,5.998547702,4.093867451,5.949207193,4.986890221,6.449709505
CAALFM_C701160CA,18.15344698,17.06936487,19.21328369,19.87870335,22.7344683,17.30520055,13.13544473,12.11139478,13.803384,9.722317941,21.91580885,22.09669103,21.77462833,17.62522131,15.31687711,13.82966557
CAALFM_C701170CA,39.38829085,54.7079284,39.86920301,53.18896303,60.28628974,50.07640158,51.57851297,37.60165589,56.57296018,54.31642089,18.08324129,18.48532047,12.0442767,32.08123879,17.09790933,24.68254214
CAALFM_C701180WA,4.488121577,3.991038548,3.081994311,4.298098022,2.832729277,5.099600161,4.378481576,4.506565499,6.483407636,5.865530659,6.099720198,6.365805725,6.763781006,6.560807933,7.005393406,7.81407113
CAALFM_C701190WA,3.818252685,3.499833804,3.278717352,2.753469046,1.525315765,4.598000145,4.641190471,3.379924125,5.019412363,6.910077214,5.6678816,4.529515612,5.458489935,5.893607126,5.224361184,7.193906755
DBP7,100.5473207,116.9067292,98.42709492,100.1322524,93.98850473,86.69320274,96.4141643,64.64104888,96.93740127,73.27895836,115.5708048,135.212162,117.0608765,78.95209546,63.46411484,74.04762643
CAALFM_C701210CA,18.82331587,22.1042135,18.62311456,20.48312339,19.5385686,21.15080067,22.15511677,20.13871458,19.86850727,20.89093111,19.48671674,23.87177147,21.71529692,17.62522131,15.85118678,19.1630792
GCN3,15.60794519,16.63956072,16.85260719,15.24481642,13.50993963,15.8840005,17.7766352,13.16762107,17.14965891,18.31973959,17.38150357,19.0362075,18.86738912,20.57202487,20.30376733,18.1708162
CAALFM_C701230CA,40.46008108,44.45402936,51.93488286,44.25697807,45.25103435,49.82560157,51.31580407,46.26271145,45.27928236,50.53998334,28.87920625,26.68741631,30.37768312,32.69283953,52.42171506,42.48125972
ASC1,817.6419697,841.1267241,865.8436784,671.1748693,657.0479241,768.3676242,914.489662,623.3143406,703.2405863,620.2196048,809.2115529,1079.310119,904.210724,627.9471593,453.0352295,478.0227006
CAALFM_C701260WA,0.669868892,0.368403558,0.327871735,0.134315563,1.016877176,1.25400004,0.437848158,0.704150859,0.522855455,0.48209841,0.10795965,0.244838682,0.237325649,0.667200807,0.593677407,0.434115063
CAALFM_C701270CA,16.34480097,17.6219702,15.54112025,15.98355202,14.59945089,17.89040056,20.49129378,22.25116715,18.92736745,21.45337926,18.08324129,17.87322377,15.96014992,22.18442682,25.52812851,25.30270652
CAALFM_C701280CA,5.291964247,5.894456932,5.639393846,3.895151333,3.994874621,7.524000237,7.093140153,7.745659452,6.169694363,7.713574565,7.881054415,7.896047486,9.671020211,12.34321492,12.70469652,11.41102451
MED11,5.358951137,3.806836769,4.131183864,4.835360275,4.358045042,9.112400288,3.502785261,5.914867218,3.137132727,3.856787282,6.099720198,4.039838248,5.57715276,8.395610151,9.498838517,7.255923193
PSF1,1.808646009,0.859608303,0.786892165,0.604420034,1.234779428,3.762000119,2.627088946,2.746188351,1.777708545,1.767694171,1.727354392,2.081128795,2.373256494,6.338407664,7.599070814,5.147364316
CAALFM_C701320WA,21.43580455,17.06936487,17.44277632,14.10313414,12.63833062,15.04800047,13.0478751,20.13871458,13.17595745,15.02540045,29.68890362,20.32161058,20.88465714,28.02243388,26.12180592,23.25616408
GCN2,35.63702506,24.62163781,21.63953453,23.43806578,23.67871139,38.37240121,27.67200356,40.27742915,34.09017563,39.37137017,53.00818791,52.82394558,59.86539505,50.15126064,57.64607625,51.84574179
MRE11,22.10567344,17.6219702,18.49196587,14.9761853,10.8951126,17.55600055,19.26531893,23.5186387,16.94051673,20.73023164,24.72275974,26.13652927,25.27518166,28.18923408,23.56899307,28.34151196
CAALFM_C701350CA,4.823056023,3.991038548,2.622973882,4.969675838,5.157019966,7.858400248,4.203342313,4.576980585,6.901692,7.874274035,8.042993889,4.957983305,6.407792532,10.95321324,9.914412702,10.04666288
CAALFM_C701360CA,1.272750895,1.473614233,0.721317818,0.873051161,1.307413513,4.180000132,0.875696315,1.056226289,1.359424182,2.089093111,1.727354392,0.856935386,1.898605195,4.559205513,3.977638629,3.78300269
CAALFM_C701370WA,3.818252685,4.543643885,3.213143005,5.708411436,6.537067562,11.03520035,3.765494155,3.731999554,4.182843636,3.213989402,5.55992195,4.039838248,5.161832873,8.562410353,8.786425628,9.550531382
CAALFM_C701380WA,0,0,0.065574347,0,0,0.501600016,0.437848158,0.211245258,0.209142182,0.401748675,0.10795965,0,0,0.222400269,0.059367741,0.434115063
CAALFM_C701390WA,1.67467223,1.964818977,2.032804759,2.686311264,3.922240537,26.08320082,3.940633418,5.210716359,9.620540363,6.267279334,2.806950887,0.979354727,3.737878977,23.0740279,14.426361,16.31032307
CAALFM_C701400CA,10.58392849,10.68370319,8.524665116,11.21534953,10.67721035,14.12840045,16.46309073,11.05516849,15.79023473,13.90050416,7.773094765,4.468305942,6.229798295,11.56481398,8.252115962,7.441972505
NBP2,23.31143744,19.463988,18.75426326,23.97532803,22.7344683,24.24400077,17.33878704,17.95584691,22.06450018,18.48043906,23.04938517,20.32161058,22.01195398,23.01842783,20.36313507,18.79098058
GIR2,17.21563053,16.20975656,16.13128937,19.40859888,22.2986638,40.88040129,26.00818056,17.39252622,34.50846,22.25687661,25.20857816,21.91306201,24.08855341,39.5316478,19.47261896,25.17867364
CAALFM_C701430CA,1439.079341,1859.209957,1689.391903,2953.666392,4344.535102,2497.466479,2460.181228,1153.610353,2756.075672,1550.830236,256.0263088,192.3819942,278.0863296,448.0253417,352.4662767,447.7586791
CAALFM_C701440WA,10.44995472,10.99070615,13.96733592,28.40774162,48.30166588,69.7224022,44.48537281,16.33629994,63.89293654,18.5607888,5.55992195,3.121693192,3.678547565,9.118411025,6.411715999,5.953578004
PRT1,183.1421551,200.3501351,201.5099685,220.2775236,257.4878279,249.7968079,241.1667652,193.8527316,236.7489498,213.7302952,258.3474413,238.7177147,247.4119894,271.7175285,167.2982934,200.127044
CAALFM_C701460CA,5.425938026,5.157649816,5.704968193,5.305464746,5.520190386,8.109200256,7.530988311,14.5055077,8.365687272,9.561618471,5.6678816,3.917418908,6.111135471,12.56561519,7.717806295,8.000120443
PRE10,60.55614784,43.71722225,46.49221206,44.05550473,38.78660087,56.84800179,43.6096765,45.13607008,33.46274909,44.11200454,45.28907297,39.11297941,32.63227679,50.70726131,38.70776696,35.90751734
CAALFM_C701480WA,17.01466986,11.11350734,11.93453116,11.55113843,11.8393557,18.9772006,10.59592541,13.37886633,11.50282,13.73980469,14.35863339,14.75153057,14.29887037,19.07082306,16.20739322,14.6978957
CAALFM_C701490WA,20.56497499,28.30567339,24.26250841,34.04899527,50.69859065,60.1084019,32.92618145,21.96950681,48.73012836,37.76437547,20.51233341,19.21983652,24.91919318,40.14324854,22.26290277,30.45007083
CAALFM_C701500WA,3.081396904,3.561234397,3.147568658,4.566729149,5.665458554,9.19600029,3.327645998,4.365735328,4.810270182,3.776437547,3.670628084,2.264757806,5.695815584,8.340010084,9.380103035,8.372219068
CAALFM_C701510WA,148.108012,169.0972332,197.7722307,257.684408,285.3066821,243.4432077,212.6190653,78.72406607,249.1929096,151.4592506,104.4509609,86.42805465,75.64755073,142.8921728,70.76634695,142.1416748
FLU1,218.6452064,259.4175056,235.1496085,336.5276436,436.8940154,427.2796135,460.090844,174.558998,509.6794971,299.1420636,22.72550622,27.91160972,35.42085317,39.25364746,16.26676096,26.79110102
ALK6,3.952226463,3.561234397,3.803312129,4.499571367,4.86648363,10.45000033,18.65233151,9.153961171,19.34565182,15.18609992,7.71911494,9.059031224,10.79831705,8.673610487,14.60446422,11.96917245
BEM2,614.3367609,522.4576462,530.3653189,528.3974256,512.3608287,472.8416149,447.8310956,409.8158001,436.5843045,334.4155973,656.7725278,579.2271113,540.6278292,624.8891556,358.8779927,389.0291127
NUP,0.669868892,0.491204744,0.524594776,0.604420034,1.234779428,0.836000026,0.350278526,0.281660344,0.627426545,0.883847086,1.13357632,0.550887034,0.474651299,1.61240195,1.543561259,1.054279438
CAALFM_C701570CA,10.11502027,10.37670022,9.311557281,13.09576741,18.52169143,10.45000033,5.254177891,4.788225843,4.601128,4.740634368,6.963397394,4.590725282,5.517821347,5.337606454,4.215109592,3.162838315
SMC6,116.0212921,127.0992276,132.3290323,151.2393242,149.4083108,187.5984059,187.8368596,159.5605847,173.7971531,128.3185269,107.6897504,103.1995043,96.71020211,149.1193803,112.5612364,123.7848093
CAALFM_C701590CA,10.65091538,11.78891386,12.52470029,14.2374497,16.77847341,16.88720053,10.77106468,12.67471547,9.411398181,12.53455867,14.57455268,13.46612749,18.15541218,16.68002017,14.426361,12.7133697
CAALFM_C701600WA,29.07230992,33.09491965,30.62322007,31.96710404,31.59582655,25.08000079,37.04195413,31.68678867,29.27990545,31.01499773,31.52421766,38.01120534,40.76068028,27.74443355,21.55048989,22.76003258
CAALFM_C701610WA,11.92366628,14.79754292,12.45912594,15.44628977,16.85110749,12.37280039,13.74843215,10.70309306,10.97996454,12.21315973,8.582792137,7.957257156,11.09497411,9.841211899,9.320735295,9.178432756
KCH1,29.40724436,31.37570305,34.29538351,25.65427257,24.76822265,22.0704007,22.68053456,19.9978844,19.97307836,23.46212263,32.27993521,30.35999653,31.38631713,29.8572361,25.76559948,27.78336402
RNH35,3.41633135,3.868237362,2.426250841,3.156415735,3.413801949,7.942000251,5.77959568,6.337357734,6.692549818,4.419235428,3.940527207,3.672580226,4.449855925,6.505207866,5.521199888,4.713249253
LAT1,170.1466986,133.1778863,123.5420698,85.82764488,77.13739724,88.36520279,141.2498156,105.693044,125.9035934,115.8643179,165.8260217,184.9144144,170.221822,120.3741455,99.32223024,93.27272206
CAALFM_C701650WA,14.53615496,14.92034411,16.52473546,15.91639424,16.27003482,24.66200078,31.87534587,20.06829949,30.43018745,29.00625435,18.67701937,20.38282025,23.91055917,23.79682877,25.646864,29.45780783
CAALFM_C701660CA,71.47501078,83.07500239,88.72209156,88.44679836,97.18440443,67.79960214,71.71952822,65.62686008,77.38260727,62.51209387,69.63397394,70.02386297,71.6723461,67.10928114,55.15263114,56.4969746
CAALFM_C701670WA,7.971439816,11.85031446,12.65584898,11.88692734,12.12989203,10.61720034,10.94620394,11.61848918,10.45710909,13.33805602,12.30740004,10.40564397,11.92561388,7.839609479,15.31687711,12.89941901
CAALFM_C701680CA,125.8013779,168.8516309,157.771879,277.2944802,361.354568,247.3724078,171.811617,171.9536398,302.4195949,300.4276593,74.33021869,44.07096271,94.04028855,122.2645478,144.026139,165.831954
CAALFM_C701690WA,6.497728253,6.569863456,5.836116887,8.260407137,10.96774669,20.48200065,14.97440699,9.717281858,23.73763763,12.69525814,3.184809661,1.652661102,1.898605195,10.11921224,4.333845073,7.255923193
CAALFM_C701700WA,123.7247844,167.6850196,214.1002431,272.123331,332.0103981,861.7488272,404.3089887,387.9167084,596.5780736,474.9472839,67.5827406,48.41684931,64.07792532,258.9295131,472.2110098,446.0842352
CAALFM_C701710WA,19.09126342,16.02555478,16.13128937,18.40123216,19.17539818,32.01880101,15.06197662,20.84286543,20.705076,17.75729145,35.68066417,30.05394818,41.3539944,44.75805412,44.40707007,39.13237209
CAALFM_C701720WA,23.04348989,18.48157851,18.09851979,19.07280997,19.1027641,18.9772006,13.74843215,19.0120732,14.74452382,17.35554277,27.09787203,20.13798157,27.94509521,25.68723106,27.96220588,25.05464077
STE18,1.138777117,0.79820771,0.655743471,0.537262253,1.743218017,1.337600042,1.75139263,1.478716805,2.091421818,1.687344436,0.809697371,0.550887034,0.533982711,3.447204168,3.680799925,4.155101315
CAALFM_C701740CA,8.708295597,6.201459898,5.11479907,8.126091573,9.224528671,5.684800179,3.327645998,6.548602991,4.078272545,6.026230129,9.662388632,3.366531874,5.814478409,5.838007059,7.064761147,5.767528692
CAALFM_C701750WA,18.95728965,26.03385145,24.85267753,52.24875408,88.10514392,10.36640033,7.180709785,8.238565054,10.56168018,8.75812112,13.27903689,13.52733717,12.63759083,12.06521459,11.69544492,11.96917245
ISU1,619.4947514,799.9269262,892.7291607,1147.122067,1586.909468,1403.226044,1176.060151,673.1682215,1445.277047,745.9669402,198.1599367,175.3657058,149.930479,280.2243388,245.9011821,245.212994
LPI9,447.6733806,419.1818487,451.1515077,373.6658968,379.513089,318.5160101,444.2407407,210.1890315,454.9888165,267.5646177,291.1671747,259.9574703,187.5465944,292.9567542,176.32219,235.7244791
RPL5,715.0180554,722.8077813,669.448509,581.2505997,589.3529578,546.9948173,723.5878653,536.0700492,579.0101303,547.3423951,782.5455195,788.7478132,769.7657437,626.6127576,409.3999401,458.7976049
PFK2,202.7023267,236.0238797,260.5924552,226.926144,222.986638,311.5772098,522.7031305,529.3102009,481.8635869,664.9744073,327.5495766,608.9138014,772.6729829,466.428964,639.3905677,676.9714322
RVB2,58.27859361,55.81313908,52.52505199,47.54770937,44.66996168,52.83520167,59.54734943,50.06512609,56.46838909,61.30684784,66.2872248,76.81813639,76.30019627,62.10527509,49.80953447,54.38841573
VMA11,9.3111776,11.05210675,9.639429016,8.193249355,7.118140235,7.189600227,9.80779873,12.67471547,7.633689636,10.04371688,11.7676018,13.52733717,14.95151591,11.28681365,12.76406426,9.984646444
CAALFM_C701830WA,3.014410014,2.333222536,2.2295278,3.223573517,3.050631529,4.096400129,2.977367472,3.80241464,3.137132727,3.535388342,2.914910537,1.46903209,2.966570617,5.504406656,4.630683777,4.03106844
IQG1,24.71816212,15.96415419,11.27878769,9.67072055,7.481310655,22.3212007,24.86977535,19.43456372,27.50219691,23.06037396,19.70263604,11.44620837,11.33229976,29.91283617,24.16267048,30.76015302
CRN1,54.52732781,43.77862284,45.50859685,34.51909974,33.1937764,27.50440087,29.1606873,44.50233431,28.23419454,31.65779561,52.63032914,67.08579879,58.14478409,37.53004538,40.25132822,43.84562134
MSK1,24.182267,25.11284256,26.22973882,23.7066969,20.77334803,15.9676005,20.75400267,19.36414863,13.90795509,19.68568509,22.77948605,26.0753196,24.56320471,20.62762494,22.02543181,20.71349014
CAALFM_C701880CA,2.612488679,2.82442728,2.032804759,2.887784609,3.195899697,1.504800048,1.401114104,1.408301719,2.927990545,2.249792581,0.701737722,1.224193409,0.711976948,1.501201815,1.781032222,1.302345188
TOM7,9.043230043,8.411881247,9.11483424,11.08103396,12.34779428,12.45640039,8.844532784,9.998942202,9.515969272,9.159869795,12.46933952,12.97645013,11.33229976,11.56481398,11.220503,10.60481082
NUC2,164.6537737,170.6936487,200.3296302,177.2293856,168.7289772,94.63520299,104.8208489,92.80708325,90.24485145,88.14365935,173.4911568,244.1653753,196.0309864,123.5989494,100.1533786,106.4822233
CAALFM_C701910CA,15.13903696,16.63956072,20.45919628,28.00479493,29.05363361,63.20160199,64.36367917,38.86912743,71.63119727,54.71816957,9.716368456,9.487498917,10.85764846,26.18763166,20.30376733,26.35698596
CDC34,335.7382887,393.8234038,431.2824805,434.9809514,499.5772299,363.7436115,383.6425557,348.7659206,343.8297469,352.5746374,240.7500184,328.5735109,296.7757245,219.6202655,261.9304721,260.9651692
CAALFM_C701930CA,11.58873183,9.455691329,9.508280322,10.07366724,9.805601344,6.102800193,8.932102415,10.28060255,7.842831818,7.231476154,9.662388632,9.854756939,10.02700868,9.730011765,12.40785781,9.116416319
CAALFM_C701940CA,203.7071301,233.3222536,230.2315325,298.9192859,317.4109472,385.5632122,421.0347884,302.0103035,467.1190631,379.0097002,139.1060084,171.6319159,193.7170613,229.2390772,238.0052726,271.3219143
CAALFM_C701950WA,8.373361151,9.762694294,8.65581381,11.34966509,11.33091711,11.95480038,13.57329289,13.0267909,14.11709727,13.57910522,13.98077461,16.7714497,19.04538336,14.12241708,10.44872237,11.65909026
CAALFM_C701960WA,63.36959719,54.33952484,54.22998501,39.82456449,39.07713721,24.49480077,24.86977535,33.23592056,26.456486,25.2298168,52.03655107,43.39765634,46.04117597,34.24964141,27.5466317,28.52756127
TOM40,172.3572659,170.0182421,171.1490458,152.9854265,148.0282632,127.740804,150.9700447,130.7608146,133.2235698,125.1848872,169.6585892,210.4388469,190.0385137,150.0089814,106.3276236,109.3349794
CAALFM_C701990CA,26.39283435,25.84964967,29.18058444,30.82542175,26.72934292,16.21840051,15.14954625,15.63214908,15.89480582,14.2219031,22.4556071,26.5037873,25.74983295,16.4576199,17.09790933,17.6746847
CAALFM_C702000CA,0.87082956,0.736807117,0.918040859,1.410313414,1.815852101,1.337600042,1.401114104,2.25328275,2.195992909,3.535388342,0.485818423,0.612096704,1.067965422,1.834802219,1.306090296,2.108558877
CAALFM_C702010CA,112.1360525,113.4068954,142.6897792,110.0044463,118.0303865,82.68040261,104.3830008,88.15968758,92.54541545,107.5079455,49.39153965,65.98402472,44.08323937,45.75885533,96.59131417,64.55911148
RAD14,37.91457929,31.37570305,33.3117683,30.82542175,24.84085674,36.86760116,36.77924524,25.34943093,35.86788418,32.54164269,19.05487814,26.62620664,18.45206924,26.85483247,24.043935,23.00809833
HSP90,479.3581792,283.5479387,311.6748715,301.2026505,322.6406012,3280.129704,3448.492089,895.6094779,3337.490937,1518.851042,379.8560268,586.6946911,454.6566127,2052.142881,648.8894062,1340.671347
CUP9,1089.072845,1591.810375,1633.98158,2321.174405,3507.572552,1761.870056,2041.248111,1568.143964,2720.730643,1825.867379,413.3235182,344.9164929,625.4717489,763.4445231,987.0480574,823.9503892
EXO70,37.44567107,35.24394041,37.31180347,37.9441466,47.86586137,75.49080238,71.54438895,51.47342781,76.23232527,56.08411506,29.47298432,31.70660928,34.11556209,43.97965318,44.76327651,38.01607621
LIG1,56.4699476,65.57583337,63.93498837,69.30683061,72.77935219,88.6160028,81.52732695,54.14920108,81.46087981,64.1994383,64.88374936,53.92571965,51.79632297,68.16568242,43.69465718,53.83026779
GRX1,0.334934446,0.307002965,0.393446082,0.335788908,0.36317042,0.418000013,0.963265947,1.126641375,1.359424182,0.964196821,0.323878949,0.306048352,0.059331412,0.667200807,0.415574185,0.620164375
CAALFM_C702080WA,8.44034804,5.587453967,7.016455134,7.320198194,6.68233573,10.36640033,6.217443838,9.365206428,7.424547454,7.95462377,7.017377219,5.508870339,7.179100893,7.728409345,8.786425628,9.860613569
CAALFM_C702090CA,19.15825031,18.48157851,15.67226894,14.57323861,13.00150104,9.446800298,10.50835578,9.435621514,7.424547454,10.36511582,21.05213166,21.54580399,17.62142946,14.90081802,12.88279974,11.84513957
CAALFM_C702100WA,65.24523009,57.16395212,56.13164107,41.50350903,35.37279892,49.49120156,62.87499543,49.14972998,58.664382,53.11117487,81.13167661,89.97821553,85.31857094,67.88768208,47.90976677,48.31080485
CAALFM_C702110WA,34.7661955,41.38399971,43.3446434,38.34709329,37.26128511,26.75200084,32.83861182,38.86912743,28.12962345,28.28310674,34.70902732,35.56281852,33.58157938,25.85403126,33.72087673,34.10904065
CAALFM_C702120CA,11.72270561,12.3415192,13.31159245,16.38649871,14.96262131,15.54960049,11.90946989,13.87177193,14.11709727,14.06120363,11.5516825,9.671127928,12.57825942,13.17721593,9.380103035,11.96917245
CAALFM_C702130WA,0.200960668,0.122801186,0.262297388,0.268631126,0.435804504,0.585200019,1.838962262,1.056226289,1.045710909,1.446295231,0.269899124,0.489677363,0.474651299,0.722800874,0.534309667,0.868230126
