,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24
orf19.1527,1.787004433,1.062565583,1.013860891,1.386552148,0.41689354,0.731536103,1.427537715,2.007879956,1.794929938,1.63286222,1.440194843,2.185195284,1.816284244,1.089329962,1.907129345,1.711003031,1.672767826,1.759807587,2.392912227,2.113102766,1.999161516,1.681261571,1.38342132,1.965409146
orf19.1528,6.383597619,6.221943781,6.456594319,6.732010709,6.715257731,6.658390726,6.342175628,6.44078905,6.352550776,6.729550339,6.745602859,6.874545856,5.184430678,5.107770655,5.122286037,5.620418256,5.389885519,5.80392945,5.121158122,5.196027958,5.023758227,5.616267536,5.456174741,5.504902244
orf19.1529,-1.635152206,-1.929068464,-0.945716652,-2.747619203,-5.708308745,-2.959656593,-1.269539101,-1.744728968,-1.250203308,-0.383992139,-1.371269253,-1.470252338,-0.746553814,-1.520359915,-1.024832857,-2.638120669,-2.75167471,-3.596630599,-0.802857715,-0.422180741,-1.599679098,-5.708308745,-5.708308745,-5.708308745
orf19.1530,-5.708308745,-1.379563995,-3.069327771,-5.708308745,-2.956947123,-5.708308745,-3.082619412,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-2.395756594,-4.050902538,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-3.596630599,-5.708308745,-3.735768076,-1.900850135,-5.708308745,-5.708308745,-3.368129056
orf19.1531,6.141063261,6.321925321,6.044943174,6.378543695,6.405763338,6.35323268,6.23447454,6.098702753,6.031769284,6.295856414,6.288324334,6.262125962,5.075812233,4.990060922,5.130090684,5.179749553,5.075335487,5.164037273,5.419771926,5.350375454,5.350471117,5.120311854,5.055459685,5.203961946
orf19.1532,3.034744596,3.963600529,3.669058529,3.685534282,3.743911614,3.439832345,3.279908895,3.192469489,2.949230842,3.042328115,3.277188426,3.168512473,3.15034084,3.391817265,3.450248545,3.438922554,3.551578349,3.46915338,2.912664418,3.173901527,3.243087408,3.439364892,3.160166974,3.574176292
orf19.1533,6.402656196,6.268250527,6.223536718,6.405296235,6.33501705,6.428470918,6.310161588,6.19533453,6.219042673,6.44094772,6.438482365,6.373368579,5.077573843,5.079934133,5.02518059,5.497011813,5.261984847,5.395059392,5.05857102,5.142201686,5.117159198,5.332661552,5.502697374,5.266471653
orf19.1534,3.087091759,2.521234249,2.565514858,2.758554466,2.880953154,2.540601438,2.422399481,2.252963949,2.594087038,1.908838314,2.368230319,2.433591374,4.66456783,4.75680415,4.723721939,4.409106112,4.562298325,4.215027201,4.380462866,4.622404342,4.279066821,3.916349258,3.789839536,4.090877159
orf19.1535,4.544455562,4.770197263,4.373022206,4.578748567,4.540220128,4.570643581,4.271115521,4.506689773,4.58101307,4.32910949,4.070234283,4.227455611,3.18343707,3.21882122,3.099042596,3.547671867,3.695365075,3.383913809,3.069012654,3.164931853,3.061640506,3.686181969,3.250177697,3.33956608
orf19.1536,7.565113405,7.457842791,7.464628831,7.715940814,7.570314381,7.61220275,7.356010778,7.323941716,7.385303399,7.709601936,7.593668436,7.824181591,6.193017335,6.237800631,6.250971178,6.346745294,6.237095201,6.354970125,6.139781284,6.195651541,6.012260924,6.402174361,6.208878263,6.302083643
orf19.1538,3.65949318,3.373885912,3.713730606,3.797484296,3.337407669,3.510793188,4.115159638,4.011078734,4.23867053,3.427599946,3.527542272,3.44241992,4.198202335,4.014649178,4.032288422,4.069375869,4.143696344,4.408720089,4.34593776,4.329137401,4.377275275,4.080688037,4.259604359,4.228831609
orf19.1539,0.953767788,1.431528714,1.213711299,2.104854615,1.947567689,1.770239003,2.095092909,1.340562603,1.617638629,2.392164108,2.106264386,2.433591374,-1.358490659,-0.872280609,-1.024832857,-1.726670082,-0.734055784,-0.922993685,-0.966778,-1.742715356,-1.599679098,-1.23804743,-1.704278259,-0.828328621
orf19.154,4.506519244,4.724426192,4.454249339,5.082751914,4.88351072,4.864160866,4.540058879,4.609292043,4.280974542,5.043904234,4.810745916,5.048218711,2.622692471,2.695279544,2.965831162,3.321302591,2.898572451,3.321100402,2.69676576,2.726741432,2.724344496,3.174145683,3.47215577,3.150470798
orf19.1541,-1.635152206,-1.929068464,-2.190046716,-1.843387785,-2.068260879,-1.525404504,-0.706923106,-0.388677086,-0.596957802,-1.040619587,-2.820095471,-0.060311651,6.508517628,5.914388584,6.288069468,5.851891254,5.298006325,5.035784766,8.65384257,8.799987771,8.771614749,6.905035675,7.302403264,6.868335381
orf19.1542,5.57474569,5.901871581,5.621278162,5.585987493,5.831188726,5.805603596,5.857588187,5.644068274,5.632710499,5.574475782,5.675002386,5.593873259,5.826835876,5.885734006,5.881843036,5.796033623,5.823003986,5.863393932,5.766667496,5.641376749,5.780647226,5.853176398,5.87930651,5.734948264
