Gene,Mac1.BCS.R1,Mac1.BCS.R2,Mac1.R1,Mac1.R2,WT.BCS.R1,WT.BCS.R2,WT.Copper.R1,WT.Copper.R2,WT.R1,WT.R2
C2_03270W_A,364918,331762,267525,397399,143754,361340,197690,121369,172128,412582
C2_03280W_A,16087,13403,12421,15219,13848,21405,18978,14934,11363,14319
C2_03290W_A,330,648,274,593,1374,1226,423,623,862,580
C2_03300W_A,7332,5477,5688,6709,7972,11273,8734,6537,6886,6971
C2_03310C_A,1906,1340,1334,1631,1465,2953,1694,1596,1681,1834
C2_03320W_A,1338,1453,1049,1323,1887,3052,1434,2392,1592,1218
C2_03330C_A,7911,7633,4282,8610,5796,11650,8336,8462,4401,8342
C2_03340W_A,2291,2371,2007,2529,3479,4487,2583,1892,3005,3358
C2_03350W_A,41,29,50,32,42,27,21,39,13,11
C2_03360W_A,12072,9374,9928,9926,7887,14840,14926,9733,6128,8237
C2_03370W_A,5847,5173,4371,7371,1347,1402,1465,1003,1161,920
C2_03380W_A,22487,20058,17369,24650,27775,33400,24038,22860,22084,25174
C2_03390C_A,7326,7187,5579,6741,6197,10158,5502,44204,4328,4816
C2_03400C_A,1844,1791,1647,1877,2851,4066,2333,2032,2616,3157
C2_03410W_A,8935,6231,7080,7864,7115,11096,10591,8533,7093,8286
C2_03420C_A,1790,1321,1488,1415,1441,2421,2624,2729,1218,1374
C2_03430W_A,1759,1111,1307,1495,1518,2188,1721,1468,1392,1484
C2_03440W_A,2169,2133,1790,2305,1700,3868,2650,1746,1469,2328
C2_03450W_A,3431,2465,2844,2874,2453,3435,3146,2034,1989,1554
C2_03460C_A,2627,2099,2093,2279,2298,3948,2894,3331,2084,2697
C2_03470C_A,25615,19487,22214,22662,32631,40806,36664,20248,32350,28707
C2_03480C_A,29,20,27,27,53,52,40,24,35,21
C2_03490C_A,1268,843,1153,975,1151,1466,1247,917,888,896
C2_03500W_A,7808,4858,6002,5967,7195,8262,8148,8630,6016,3881
C2_03520C_A,17304,18391,15557,17915,16094,25496,19403,12524,10144,16230
C2_03530W_A,2651,2979,2539,2882,3800,6733,3610,2934,3321,3322
C2_03540W_A,9165,7130,11386,7021,10511,7669,10720,4089,4792,3997
C2_03550C_A,5922,4457,4572,5744,3902,7660,7867,5910,3898,5253
C2_03560C_A,9266,6109,7338,9179,7319,7778,7745,4528,6443,3606
C2_03570C_A,780,580,851,586,316,593,536,281,226,394
C2_03580W_A,48,36,41,55,22,56,57,33,25,33
C2_03590C_A,1795,1758,1569,1712,2273,3071,1925,1258,1830,2437
C2_03600W_A,732,968,786,980,1141,1484,732,820,885,959
C2_03610W_A,146,170,172,179,511,321,208,106,191,139
C2_03620W_A,1463,1517,1239,1493,2213,2829,1577,2001,1654,1623
C2_03630W_A,6,3,4,11,17,17,18,15,9,7
C2_03640W_A,938,865,797,1037,1190,1790,1335,892,929,772
C2_03660W_A,0,5,0,1,0,0,5,1,0,0
C2_03670W_A,102,177,88,147,104,130,73,53,82,84
C2_03680W_A,680,700,665,607,1052,1075,682,408,755,598
C2_03690C_A,936,558,621,716,435,465,1849,2858,291,445
C2_03700W_A,1148,757,961,849,1335,1182,1704,1437,1008,679
C2_03710W_A,7,5,4,10,17,12,14,19,4,5
C2_03720W_A,0,1,0,0,0,4,2,1,1,1
C2_03730W_A,0,0,0,0,0,0,0,0,0,0
C2_03740W_A,5,2,10,3,3,0,4,6,1,3
C2_03750W_A,6688,4950,4968,5468,4760,6102,5464,16336,3969,3086
C2_03760C_A,4407,5307,3600,5192,13559,11982,5754,2953,12089,6876
C2_03770C_A,3257,3501,2776,3644,4139,10809,4828,4386,3762,3655
C2_03780C_A,4018,3418,3388,3452,4398,5627,5032,3944,3154,3057
C2_03790C_A,1537,3802,1142,2666,3574,7895,2491,11532,3063,4956
C2_03800C_A,6606,7060,5090,7903,5438,12410,7828,4893,4421,8279
C2_03810C_A,170268,120397,130852,145190,150120,207740,194315,85666,132917,129117
C2_03820C_A,162201,96891,123979,130236,128407,199194,204568,68482,115929,124119
C2_03830W_A,5178,3127,3981,4163,2969,5692,6990,3780,3304,4681
C2_03840C_A,1136,1196,1039,1223,1822,2085,1316,913,1324,1122
C2_03850W_A,0,0,0,0,0,0,0,0,0,0
C2_03860W_A,4,1,5,0,4,1,0,26,4,0
C2_03870W_A,3642,2515,2649,2673,3562,4310,4056,3334,2968,3017
C2_03880C_A,1658,997,1307,1284,1235,1809,1915,1073,1147,940
C2_03890W_A,1228,799,928,1198,821,1578,1538,879,808,1104
C2_03900C_A,7776,7811,6266,7302,9301,13189,9100,6620,8166,9000
C2_03910C_A,2016,1870,1825,1730,3962,3217,2576,4170,2595,2085
C2_03920C_A,3157,2028,2694,2160,1725,2742,4587,2581,1360,1907
C2_03930C_A,3754,2875,3099,3539,3045,4511,4434,2768,2341,3107
C2_03940C_A,5239,3429,4570,3548,2463,3592,6889,4519,1856,1949
C2_03950W_A,9620,5652,7551,8125,5964,6226,7779,4204,4957,2850
C2_03960W_A,118993,77564,90292,98456,109589,141290,132663,53066,98344,84306
C2_03970W_A,791,777,705,845,1197,1375,862,870,1187,804
C2_03980C_A,5050,3278,4011,4070,3348,5516,5895,3546,2824,3515
C2_03990W_A,7379,3917,5569,5300,4537,7081,9878,5500,4293,4830
C2_04000C_A,4,49,15,52,28,61,20,384,32,58
C2_04010C_A,1414,4414,914,6155,1227,6598,1028,33949,2119,6612
C2_04020C_A,4189,3695,3052,4314,4951,7456,4254,4966,4890,5261
C2_04030C_A,10800,7155,8714,8682,11171,13735,13254,8525,10627,6728
C2_04040C_A,1949,2027,1893,2113,2868,3233,2279,1593,2050,2172
C2_04050C_A,12639,10800,9818,12442,16068,20865,12576,10646,10751,10824
C2_04060C_A,1679,1784,1634,1835,2668,3012,1836,1919,2365,2050
C2_04070C_A,9,5,1,9,16,1,3,12,15,11
C2_04080W_A,33602,14062,25745,16509,17875,21237,40566,45701,14492,6854
C2_04090W_A,12,6,7,7,6,19,12,24,5,18
C2_04100W_A,1204,985,946,984,1144,1683,1084,992,979,987
C2_04110W_A,176,161,156,142,168,230,212,197,111,209
C2_04120C_A,10407,3636,8213,5687,5730,5852,12277,5326,4814,2939
C2_04130W_A,3937,3411,3414,4126,4221,6501,4809,3556,3694,4003
C2_04140W_A,10641,9718,8153,11433,12465,17419,11714,11588,9923,11174
C2_04150C_A,4443,3609,3490,4110,5307,7154,4751,3548,4960,4527
C2_04160W_A,2261,1815,1991,1924,2286,2581,2118,1587,1648,1201
C2_04170C_A,18678,12826,14898,14658,23412,27913,28227,16516,22805,18900
C2_04180C_A,924,734,858,922,2102,1365,1447,732,1367,894
C2_04190C_A,1199,1540,943,1669,1566,2221,1476,2317,1222,1122
C2_04200W_A,5433,2862,3953,4036,1471,4202,7920,3381,1348,2503
C2_04210W_A,11,15,15,11,31,28,29,32,26,11
C2_04220C_A,14733,11284,11230,12202,11571,17580,14779,7946,9953,12288
C2_04230W_A,10793,5954,8270,8674,6974,10333,8748,4506,6213,12942
C2_04240C_A,2819,2281,2156,3196,4724,4969,3003,2907,5165,4375
C2_04250W_A,2743,2132,2375,2834,4138,3512,2415,2196,3482,2577
C2_04260W_A,1722,1328,1491,1543,2494,2623,2064,1949,1956,1696
C2_04270W_A,3269,2260,2642,2423,2850,3711,3318,2173,2310,2386
C2_04280W_A,59,173,57,76,661,478,152,65,462,190
C2_04290W_A,918,1321,899,1196,2369,2381,1241,868,2071,1403
C2_04300C_A,1133,1207,1026,1272,1883,2188,1289,1070,1637,1432
C2_04310W_A,29148,23205,23527,25493,32999,39461,35198,18190,28557,33110
C2_04320W_A,1040,997,959,1000,1571,1657,1489,973,1215,991
C2_04330C_A,3722,2573,3001,2958,3415,4437,3972,1996,2695,2436
C2_04340C_A,989,824,716,825,1297,1002,870,397,869,435
C2_04350C_A,5608,2732,4652,3898,3297,3820,6044,3037,2936,2259
C2_04360W_A,3694,3581,3077,3704,4522,5783,5038,3329,4221,3784
C2_04370W_A,17895,10206,14729,12917,13064,16031,19208,10804,11944,10269
C2_04380C_A,4750,3201,3664,3662,4500,5063,5138,3493,3590,3245
C2_04390W_A,346,256,273,317,334,412,279,211,242,223
C2_04400W_A,11769,5907,8900,7503,5720,10900,12722,5859,5438,8531
C2_04410W_A,869,762,716,926,664,1209,914,959,513,727
C2_04420W_A,150,144,141,169,186,187,223,230,133,164
C2_04430W_A,1,3,3,2,5,3,0,6,2,2
C2_04440W_A,25,17,18,25,37,50,53,50,40,17
C2_04450W_A,120,118,99,171,189,205,131,123,118,119
C2_04460W_A,13186,4043,10581,6475,8441,9558,22764,8394,7319,8802
C2_04470W_A,22,20,9,22,72,11,18,9,18,20
C2_04480W_A,264,621,203,502,744,1166,237,129,546,547
C2_04490W_A,13780,13812,9075,16442,9014,14936,12274,13469,8116,9457
C2_04500W_A,21913,14992,16145,20797,12092,23720,21292,12875,11255,15288
C2_04510W_A,4822,2420,3835,3470,2110,3003,3834,1976,1418,1557
C2_04520C_A,803,548,661,667,407,915,1050,599,421,636
C2_04530W_A,1042,784,896,757,920,1267,1087,731,741,782
C2_04540C_A,4687,2470,4155,2672,2372,4105,6252,3451,1844,2396
C2_04550C_A,25371,12942,23748,12404,33423,33093,49927,23376,28563,13337
C2_04560W_A,1119,933,1163,956,906,1306,1420,1538,639,829
C2_04570W_A,23930,10072,18363,15733,13793,14912,28378,9438,13147,7397
C2_04580W_A,21705,16771,17950,19648,19402,22412,20176,11948,16909,15172
C2_04590C_A,17081,11725,15347,14697,25763,29211,28412,16088,24294,16894
C2_04600C_A,163130,103224,126738,125105,140231,182239,188193,87840,124520,117777
C2_04610C_A,23,11,14,15,32,26,17,33,30,21
C2_04620W_A,23137,19841,17638,22567,24276,31367,28380,15226,23599,19650
C2_04640C_A,4427,2985,3817,3280,1964,3889,5824,3027,1830,2188
C2_04650C_A,9576,5876,7637,6857,7978,9007,9673,4608,7399,5705
C2_04660C_A,4839,4597,4403,4889,7754,7509,5008,5434,5970,5743
C2_04670W_A,3,2,4,1,6,7,3,5,3,1
C2_04680W_A,7184,4190,5735,5290,6350,6554,6809,3105,5092,3275
C2_04690C_A,2485,1731,1946,1979,1541,2587,3124,1691,1572,1871
C2_04700C_A,1555,609,1170,812,306,757,2309,1135,324,588
C2_04710C_A,5011,3327,4167,3722,5250,5963,6043,4076,4674,3789
C2_04720C_A,3409,3624,2743,4325,3077,5308,3090,3435,2790,3571
C2_04730W_A,3219,1736,2781,2172,2235,2916,3192,1796,1508,1801
C2_04740C_A,563,319,432,402,387,525,405,349,324,316
C2_04750W_A,1525,1179,1524,1295,2164,1546,1281,890,1152,1009
C2_04760W_A,4313,3839,3734,4199,10305,7322,5761,4620,7484,5374
C2_04770W_A,4595,3374,3581,4028,3821,5368,4244,2006,3073,3088
C2_04780W_A,16134,13057,12195,16626,14389,21878,18220,8350,13931,13498
C2_04790C_A,8105,4698,6899,6507,5976,6180,7654,4486,5070,2854
C2_04800C_A,1051,799,1048,895,724,1192,1350,1093,562,914
C2_04810W_A,1727,483,1729,482,2409,1435,3439,1164,619,148
C2_04820W_A,6951,3461,5399,4962,4249,4662,6285,3130,3514,2885
C2_04830W_A,995,642,719,714,749,884,1126,958,561,590
C2_04850C_A,10476,10478,8454,11068,12066,15715,8828,9893,9921,10538
C2_04860W_A,1658,621,1272,916,526,781,2122,1026,324,510
C2_04870C_A,26873,20970,19236,25251,21744,34300,31883,19514,19463,23714
C2_04880C_A,1459,1235,1111,1525,1818,2163,1501,1558,1334,1845
C2_04890C_A,2,1,0,0,3,2,0,4,0,0
C2_04910W_A,1,1,0,2,2,4,0,1,0,2
C2_04920W_A,0,0,1,0,8,0,0,1,3,0
C2_04930C_A,4194,3799,3508,4511,3311,6796,4895,3183,3229,5009
C2_04940C_A,4041,2641,3377,2300,4710,3158,5225,4434,3240,2014
C2_04950C_A,45761,28283,40085,33804,62496,74198,75888,37647,56364,41884
C2_04960C_A,2722,1352,2287,1801,1944,2451,3192,1964,2008,1701
C2_04970W_A,503,428,444,551,993,923,540,412,731,847
C2_04980C_A,4384,2192,3851,2620,2081,3556,5734,3035,1671,2035
C2_04990W_A,870,630,749,581,652,958,923,632,519,611
C2_05000C_A,10564,6351,8536,8730,8138,8480,8345,4289,6899,4169
C2_05010W_A,0,2,4,0,0,1,0,2,0,1
C2_05020W_A,2711,1760,2136,2244,2635,2862,2937,1942,2351,1913
C2_05030C_A,7476,5314,5880,6292,5599,9566,8333,3922,4652,5759
C2_05040C_A,4527,2991,3790,3726,2531,4642,5689,3751,2205,2670
C2_05050C_A,3034,1997,2252,2398,2346,2770,3439,2834,1857,1768
C2_05060C_A,1964,1144,989,1015,298,468,241,822,226,274
C2_05070W_A,1604,1345,740,1177,57,44,174,516,18,30
C2_05080C_A,1782,676,1375,1082,687,1078,1999,1055,582,633
C2_05090W_A,18489,8156,14031,12296,11062,12745,21770,9483,10547,6525
C2_05100C_A,34142,18315,26872,21942,19612,28200,39488,16558,16740,14846
C2_05110W_A,6977,6381,5455,6755,6337,8620,7113,5116,4675,5886
C2_05120C_A,7,9,4,5,5,7,6,9,3,4
C2_05130W_A,213,505,204,273,1518,1207,237,362,825,331
C2_05140W_A,1935,2048,1636,2170,1795,3652,2565,2111,1908,2269
C2_05150W_A,1561,1509,1285,1431,3158,2869,1827,1650,2066,1811
C2_05160C_A,21897,9023,17104,12733,14061,14123,25833,11143,12500,6244
C2_05170W_A,3671,2970,2928,3084,4168,5209,3916,4248,2801,3407
C2_05180W_A,3685,7907,2076,2002,3139,15884,11035,13519,2507,15875
C2_05190W_A,2949,2731,2190,3169,3356,4867,3641,2893,2972,3812
C2_05200C_A,1854,1520,1489,2006,1568,2880,2607,1824,1528,2084
C2_05210W_A,1165,831,874,1071,823,1506,1127,721,781,933
C2_05220C_A,9348,6376,7310,7639,6124,9337,11531,7881,5153,5868
C2_05230C_A,13171,5744,10569,8000,8331,8733,14289,6429,7704,4110
C2_05240C_A,2,0,0,0,1,0,1,2,0,1
C2_05250C_A,23790,24592,17434,23665,45774,28102,18419,11452,44370,25290
C2_05260W_A,3660,3198,3217,4015,3352,5705,5058,2440,2837,3583
C2_05270W_A,11431,5188,9379,6597,3658,7998,16101,6315,3116,4560
C2_05280C_A,620,525,552,592,616,1107,627,646,525,667
C2_05290C_A,9299,7456,7488,8269,9220,12173,10367,6547,7484,7896
C2_05300C_A,14009,8760,11268,11372,8815,10428,11479,5224,7342,4541
C2_05310C_A,12,4,11,16,2,9,4,1,4,3
C2_05320W_A,2735,2004,2336,2752,2037,3471,3955,2622,1591,2211
C2_05330C_A,538,378,812,459,237,437,449,159,100,274
C2_05340C_A,11630,6134,9391,8371,8200,9629,13827,7635,7780,5310
C2_05350C_A,683,530,728,531,777,852,728,434,468,509
C2_05360C_A,378,275,305,356,505,286,273,232,322,206
C2_05370C_A,2561,2071,2259,2023,2937,3360,3492,1467,2257,2285
C2_05380W_A,3558,2529,2967,2730,2204,3892,4462,4185,1849,2197
C2_05390C_A,411,256,306,355,238,513,471,376,240,349
C2_05400W_A,474,313,444,336,412,472,569,537,336,260
C2_05410W_A,146716,97826,111541,119405,135770,172459,153015,68287,121945,107067
C2_05420C_A,298,111,237,166,123,181,282,109,110,87
C2_05430C_A,4,0,4,0,4,0,4,6,2,0
C2_05440W_A,1465,2271,1131,1597,6054,4689,3156,1660,3992,2304
C2_05450C_A,618,510,587,595,1016,993,602,458,1027,437
C2_05460W_A,394073,361377,293956,479416,201755,526616,225267,175457,248701,693522
C2_05470W_A,8955,6837,6918,8703,8942,10694,9243,6324,7564,6211
C2_05480C_A,638,481,469,617,786,1015,1103,514,696,481
C2_05490W_A,425,245,312,314,197,455,679,469,224,263
C2_05500W_A,38238,28696,28224,32251,43564,47068,49360,29193,39166,23184
C2_05510C_A,1924,1353,1518,1853,1175,2164,2321,1851,946,1536
C2_05520W_A,4114,1960,3098,2416,2296,3563,4706,2932,2284,2206
C2_05530C_A,6909,4768,5504,6027,5889,8537,8023,6545,5353,5539
C2_05540C_A,2471,1469,1952,1912,1388,2513,3642,2105,1189,1889
C2_05550W_A,2874,2656,2315,3046,3690,4863,3512,2581,3447,3544
C2_05560W_A,1419,1459,1187,1645,2070,2612,1472,1475,1787,1850
C2_05570C_A,1487,1191,1226,1426,2083,2717,1895,1009,2160,1490
C2_05580W_A,6702,4071,5130,4817,4851,7296,8914,5552,3380,3775
C2_05590C_A,2212,1547,1970,1730,2908,3814,3686,3033,2417,2175
C2_05600W_A,189,59,148,72,56,74,184,78,51,45
C2_05610C_A,231094,153475,172358,204877,211371,294478,277362,120706,181944,185708
C2_05620W_A,359,154,272,220,100,241,915,536,87,176
C2_05630C_A,13,1,0,0,5,1,0,5,0,0
C2_05640W_A,8563,4509,6138,6152,2896,10410,11802,5544,3425,9114
C2_05650W_A,5154,5458,4510,5301,6390,8841,5891,7781,5229,6274
C2_05660W_A,8099,10017,6402,9532,5912,12768,8903,22988,5395,8677
C2_05670C_A,1506,785,1188,1034,689,1295,2062,1039,651,956
C2_05680W_A,4259,3665,3495,4148,4578,6168,5233,3631,3599,3852
C2_05690C_A,5797,4713,3778,7337,12613,11124,6288,8617,14275,10955
C2_05700W_A,18083,38356,14022,49388,61735,88933,18564,37338,69897,93924
C2_05710C_A,129660,80724,102529,98481,111415,138657,136915,54434,95658,86061
C2_05720C_A,13325,12002,10908,13125,13140,19800,17831,18909,11359,12602
C2_05730C_A,2837,2637,2537,2807,2410,3718,2700,2084,1938,2039
C2_05740W_A,2646,1891,2390,2070,1730,2782,3521,1782,1228,1977
C2_05750W_A,11116,3499,8474,5312,4870,5926,14394,5256,3934,2430
C2_05760C_A,8500,5017,7213,6159,11801,12050,12651,5534,10858,5567
C2_05770W_A,1432,991,996,1184,1840,1661,1150,1896,1938,1142
C2_05780C_A,4116,3761,3411,4247,5062,7207,3958,4018,3654,4142
C2_05790C_A,11744,10426,8907,12037,11646,16135,14449,9376,10103,11308
C2_05800C_A,6044,4164,4674,4780,4959,6807,6512,3436,3657,4512
C2_05810W_A,521,581,577,612,679,814,594,731,446,458
C2_05820W_A,206,475,287,437,1547,1199,371,612,1646,1311
C2_05830C_A,1719,654,1145,1038,280,786,2519,1216,240,503
C2_05840W_A,3490,1088,2399,1853,958,1884,4897,2523,849,1231
C2_05850C_A,3551,2912,2996,3292,2491,4640,4129,3277,2105,3100
C2_05860C_A,278,323,270,286,290,545,311,543,236,473
C2_05870W_A,627,586,473,644,649,1086,787,530,730,728
C2_05880W_A,5,1,2,7,5,4,7,5,3,3
C2_05890C_A,9893,8198,7346,10301,10647,14153,10903,8715,8575,10366
C2_05900W_A,5,5,3,4,12,16,8,6,6,13
C2_05910W_A,3112,2260,2721,2477,2078,2877,3869,3037,1508,1870
C2_05920C_A,20872,15478,17114,17555,26838,30902,26942,17495,25318,20648
C2_05930W_A,15375,11371,12395,13467,22041,25032,19905,13279,20276,17864
C2_05940C_A,1277,1277,1184,1144,1510,2207,2024,1062,1041,1324
C2_05950C_A,125,150,102,175,764,448,312,601,306,255
C2_05960C_A,1162,335,1036,436,260,826,2621,1048,185,101
C2_05970C_A,743,455,549,544,420,853,974,1003,341,454
C2_05980C_A,1373,730,1232,833,894,1713,2535,1640,627,668
C2_05990C_A,66,23,80,57,395,164,94,69,127,60
C2_06000W_A,2492,1298,1974,1742,1019,1930,2809,1461,761,1098
C2_06010W_A,2195,2473,1689,2283,3576,3956,3025,4036,3036,2645
C2_06020W_A,13418,7442,9706,10430,5905,11526,15699,8802,6221,8599
C2_06030W_A,2455,1978,2373,2068,2824,3503,2825,2072,2276,2222
C2_06040C_A,710,687,603,660,1343,1232,1012,627,1118,841
C2_06050C_A,5,15,14,10,18,6,9,23,5,4
C2_06060C_A,0,0,1,4,5,6,2,2,4,1
C2_06070W_A,424,672,318,660,909,1211,695,1131,547,707
C2_06080C_A,4701,2991,3579,3580,4013,5327,5008,3217,3531,3352
C2_06090W_A,1132,1092,1142,909,809,1547,1978,852,558,950
C2_06100W_A,13592,14723,10302,17220,13585,29908,17880,14329,12916,21151
C2_06110W_A,2991,2691,2482,3166,4126,4921,3293,2550,3408,3419
C2_06120C_A,742,364,621,521,321,509,930,755,188,320
C2_06130W_A,1248,1128,905,1398,1490,1893,1632,1299,1293,1199
C2_06140C_A,40,15,40,17,39,36,16,34,40,15
C2_06150C_A,9678,7648,7162,8329,10284,14850,11576,17939,8310,9061
C2_06160W_A,533,403,383,427,408,770,681,369,392,457
C2_06170C_A,37674,8218,29848,7500,19062,27684,50713,41286,14856,20794
C2_06180C_A,0,0,0,0,0,4,1,8,1,2
C2_06190W_A,13730,8666,10930,12214,9761,18815,14028,10093,8996,15086
C2_06200C_A,4423,2670,3355,3477,2675,4087,4803,2539,1952,2061
C2_06210C_A,19458,13376,15749,16729,17291,17920,18298,10954,16505,16093
C2_06220C_A,910,563,828,651,957,1199,1041,1003,820,754
C2_06230W_A,9474,6501,7701,7852,7705,10809,11408,9426,7056,6957
C2_06240W_A,1434,796,1099,1013,823,1234,1483,682,727,781
C2_06250C_A,4181,2496,3174,3011,3390,3773,5787,3810,2546,2417
C2_06260W_A,544,350,379,405,522,587,713,488,464,437
C2_06270W_A,62,37,76,63,92,53,68,94,45,39
C2_06280C_A,700,551,595,705,409,918,1058,378,341,612
C2_06290C_A,15884,12854,12345,13524,21328,22901,20723,12007,18655,10467
C2_06300W_A,1297,863,1121,892,1296,1537,1708,843,1118,862
C2_06310C_A,71832,47734,54371,58202,54044,74413,74095,44401,47885,55466
C2_06320W_A,4854,4910,3787,5147,2618,7252,7303,5766,2307,5002
C2_06330C_A,2600,1922,2409,2128,2693,3580,2570,1723,2308,2091
C2_06340W_A,49,9,30,17,40,54,83,71,22,25
C2_06350C_A,6,0,7,8,0,6,3,10,6,2
C2_06360C_A,10450,3309,7509,5071,3820,5225,15433,5605,3099,2593
C2_06370C_A,242,211,223,185,381,378,279,278,281,257
C2_06390C_A,86119,48857,68265,60261,44812,60382,98812,49226,40021,39317
C2_06400C_A,12,4,12,8,8,7,29,11,4,3
C2_06410W_A,0,0,0,4,4,1,7,9,3,0
C2_06420C_A,11676,12952,9357,12835,15722,19478,12136,9909,12162,12619
C2_06430C_A,1065,953,766,1040,824,1567,595,809,973,1263
C2_06440C_A,4820,2418,3044,2314,2728,2298,2464,1247,1884,518
C2_06450C_A,1,8,0,0,0,2,8,5,0,0
C2_06460W_A,4960,3250,3389,2663,1323,2887,5774,5186,1086,1247
C2_06470W_A,4939,6057,3928,4429,4655,4503,3793,3134,3869,2566
C2_06480W_A,3101,1482,2487,1914,1336,2138,4422,2346,1060,1484
C2_06490W_A,2446,2170,1960,2323,1931,3296,2784,3331,2016,2192
C2_06500W_A,0,0,0,0,0,0,0,2,0,0
C2_06510W_A,396,413,335,447,1009,807,538,350,713,559
C2_06520C_A,1115,388,817,531,1128,702,1252,412,787,397
C2_06530W_A,771,298,554,482,831,514,837,421,634,341
C2_06540C_A,17477,15205,14583,14927,16216,19845,20970,21386,11325,12111
C2_06550W_A,241,255,223,228,417,442,190,406,238,255
C2_06560W_A,234,134,174,155,125,163,132,168,99,94
C2_06570C_A,4959,6690,4024,8935,8104,9948,2313,2584,10791,8662
C2_06590C_A,35,545,41,126,1288,806,176,41,273,79
C2_06600W_A,4767,6886,3908,5704,12651,6825,4480,4077,9637,5143
C2_06610C_A,13,13,11,22,17,31,23,8,26,14
C2_06620W_A,914,612,968,671,782,946,968,710,643,535
C2_06630C_A,304,775,276,512,985,793,333,511,457,272
C2_06640C_A,60414,37347,47193,47539,39545,51539,58485,30296,31749,35852
C2_06650C_A,1943,1115,1629,1346,982,1721,2410,1410,878,940
C2_06660W_A,2589,1071,2140,1513,1304,1544,3447,1615,880,855
C2_06670C_A,4939,3742,3909,3925,4017,4596,5551,2899,3182,3423
C2_06680W_A,1931,3503,3766,2628,20384,6964,5186,446,7281,2156
C2_06690C_A,1159,1241,1087,1162,2201,1477,954,748,1346,886
C2_06700W_A,752,768,606,786,3867,2384,1705,1386,2414,1585
C2_06710W_A,397,521,379,493,684,770,482,706,567,420
C2_06720W_A,1142,1367,834,1259,2241,2173,1012,15054,1572,1294
C2_06730W_A,36300,28794,29350,32288,32739,48987,41077,24028,28701,29722
C2_06740W_A,3438,2936,2735,3716,2568,5440,4832,2376,2220,3612
C2_06750C_A,1305,706,1036,951,707,1239,1554,1114,701,756
C2_06760C_A,1179,924,1064,917,742,1455,1347,604,664,841
C2_06770W_A,2846,2256,2478,2260,2959,3626,2970,2143,2278,2374
C2_06780C_A,990,752,779,789,877,1344,1445,2221,538,769
C2_06790W_A,1117,732,881,783,1104,1244,1141,1443,852,751
C2_06800C_A,1388,744,1161,832,509,1072,1804,1108,308,580
C2_06810C_A,155967,91810,117926,114873,126817,155310,172064,68185,120750,101223
C2_06820C_A,14450,12656,10583,12720,15683,19899,15378,22789,12149,12384
C2_06830C_A,4676,2626,3622,3531,1642,4097,8023,3182,1199,2619
C2_06840W_A,6,11,15,7,23,48,19,17,26,35
C2_06850W_A,2562,982,1929,1702,1275,1513,2946,1245,1155,883
C2_06860W_A,5992,3636,4332,4363,3772,7061,8286,3350,2760,4123
C2_06870C_A,1240,1640,930,1231,1256,2338,1170,1025,1060,2030
C2_06880C_A,3161,4910,2850,3869,9985,8512,2679,3877,8006,5836
C2_06890C_A,1850,2591,1299,1448,2759,3988,3451,29425,1881,2341
C2_06910W_A,5356,4005,4137,3920,6211,6424,5402,3042,4643,3371
C2_06920C_A,5536,3290,4284,3579,4775,5912,5353,1429,3853,3255
C2_06930C_A,158,58,146,78,282,78,166,400,128,24
C2_06940C_A,2169,3261,1695,3326,2756,7728,2101,4210,3342,7218
C2_06950C_A,2658,1771,2146,2501,2109,3153,2820,1761,2187,1861
C2_06960W_A,16314,10977,13338,13453,16331,19566,21246,14107,13538,8111
C2_06970W_A,2946,1287,2212,3055,1591,1921,1769,2198,2160,2363
C2_06980W_A,0,1,0,1,0,0,2,0,0,2
C2_06990W_A,44,35,53,23,73,70,45,48,20,34
C2_07000W_A,3850,2216,3020,2923,3272,3621,4737,2637,2857,2239
C2_07010W_A,17117,13455,13227,15392,15665,21794,18723,17615,13020,14121
C2_07020C_A,740,546,657,695,504,942,1189,1479,386,552
C2_07030C_A,8748,5377,6598,7165,6080,7788,7657,4220,5251,3830
C2_07040W_A,2414,1404,1767,1760,879,2383,2953,1520,861,1542
C2_07060W_A,2385,2257,1697,3695,1747,4518,2074,1828,3122,8102
C2_07070W_A,2204,2684,1635,2721,2473,2624,1567,7619,2283,1574
C2_07080C_A,2851,1599,2216,1734,2062,2873,2369,1601,1836,1892
C2_07090C_A,3143,2209,2770,2870,3123,4018,3539,2589,2423,2838
C2_07100W_A,10288,8390,8287,10223,8404,13555,10972,7478,7571,9263
C2_07110C_A,2765,1861,2108,2184,2588,3311,3879,2576,2341,2519
C2_07120W_A,7143,5728,5425,6922,6015,10330,7888,5312,5705,6596
C2_07130C_A,10548,9645,8653,9506,9403,13652,13728,10764,6318,8627
C2_07140W_A,7969,9413,5624,9343,7080,12246,5973,5006,6286,8471
C2_07160W_A,14446,10785,9893,11895,29254,33493,10165,7050,8676,6106
C2_07170C_A,1511,1440,1320,1689,1284,2491,1769,1549,920,1516
C2_07180W_A,175,178,142,161,168,266,234,179,116,162
C2_07190C_A,18496,11886,14073,17363,14996,17123,17128,10621,13687,9531
C2_07200W_A,6588,4439,5062,5151,5953,6823,6366,3979,4893,4319
C2_07210C_A,6968,9099,5702,8951,9638,16120,7565,6031,9862,10779
C2_07220W_A,6253,5477,4773,5622,6475,10223,7124,11958,5561,7737
C2_07230C_A,717,1001,650,1038,865,1349,898,1265,731,870
C2_07240C_A,105,125,111,138,94,192,228,130,67,148
