,WT air-1,WT air-2,WT CO2-1,WT CO2-2,sfl2 air-1,sfl2 air-2,sfl2 CO2-1,sfl2 CO2-2
orf19.1366,9.91068,21.7457,23.9611,12.3706,17.2303,28.3485,29.5774,33.0165
MTW1,131.317,139.428,138.558,135.045,216.24,263.564,242.893,330.165
orf19.1367.1,1585.71,1688.49,1593.94,1267.98,4202.47,4784.76,4361.32,4934.02
orf19.1368,1201.67,1115.42,1154.3,1124.69,1729.92,1870.23,1862.48,1758.61
orf19.1369,175.915,186.757,125.015,125.767,254.147,262.798,325.351,294.235
orf19.137,385.278,429.797,346.915,312.357,584.107,615.239,726.886,733.161
orf19.1370,1.23884,0,1.04179,3.09264,6.0306,5.36323,3.58514,10.6818
orf19.1371,719.763,787.961,668.828,666.98,935.605,923.241,1057.62,953.594
orf19.1372,1044.34,1109.03,1612.69,1545.29,1481.8,1313.99,1451.08,1520.7
INP51,406.338,390.143,384.42,360.808,317.037,272.758,316.388,297.148
orf19.1374,1133.53,1039.95,993.866,975.213,1648.94,1363.79,1360.56,1366.3
LEU42,2112.21,1826.64,2167.96,1959.7,2758.57,2623.38,2663.76,2698.61
orf19.1376,2196.46,2201.43,2223.18,2206.09,2518.21,2643.3,2824.19,2666.57
IPK2,355.546,396.539,295.868,346.376,282.577,268.927,299.359,247.624
SUP35,8155.25,7964.03,9066.68,9456.27,5330.19,5308.06,4676.81,4850.51
FIG1,11.1495,5.11663,11.4597,13.4015,11.1997,14.5573,15.2368,17.4793
orf19.1381,1583.23,1373.81,1143.88,1131.91,1113.94,1064.22,1063.89,1109.94
YEA4,327.053,346.651,300.035,295.863,373.036,315.664,305.633,328.223
orf19.1383,574.82,550.037,654.243,588.633,573.769,513.337,514.467,530.206
orf19.1386,256.439,276.298,285.45,253.597,293.776,329.455,281.433,336.963
orf19.1387,997.263,1061.7,836.556,831.921,1101.88,931.669,1015.49,1009.92
orf19.1388,2187.75,2206,2134.3,1976.57,2230.81,2341.32,2096.13,1747.06
orf19.1389,7720.42,6739.88,6022.58,5888.39,12739.2,10703.5,10261.6,10471.1
TRA1,4250.86,3848.98,5220.4,5712.12,3035.98,2685.45,3308.69,3036.55
PMI1,2083.72,2076.07,2745.11,2609.16,2171.88,2077.87,2224.58,2315.04
orf19.1391,37.1651,49.8871,62.5073,63.9146,59.4445,58.9955,61.8436,72.8305
orf19.1392,822.587,745.748,868.851,845.322,850.315,793.757,884.633,949.71
orf19.1393,449.697,335.139,414.632,483.483,294.638,341.714,365.684,294.235
orf19.1394,709.853,805.869,885.52,875.218,907.175,848.922,861.329,1049.73
orf19.1395,1267.33,1297.06,912.606,869.033,1171.66,1242.74,1269.14,1339.11
orf19.1396,1347.85,1371.26,1578.31,1671.06,846.007,1039.7,979.639,922.52
orf19.1397,239.095,264.785,300.035,289.678,321.345,323.326,397.054,374.834
orf19.1400,983.635,1014.37,925.108,921.608,1150.12,1153.09,1235.08,1212.87
EAP1,626.708,343.611,448.782,486.199,274.543,310.672,272.518,338.733
CCT2,5304.69,5295.71,4754.72,5005.96,3800.14,3482.27,3681.04,3797.87
orf19.1403,842.408,862.152,1066.79,967.997,669.397,727.1,665.939,676.838
orf19.1404,1539.87,1555.45,1718.95,1557.66,1344.82,1274.92,1106.91,1086.63
PHO13,339.441,342.814,471.93,411.321,271.377,292.679,288.604,304.917
orf19.1406,432.354,446.426,462.554,351.513,676.286,635.159,754.671,732.189
VAC7,697.464,621.67,690.706,775.222,491.925,520.999,562.866,461.26
orf19.1409.1,8149.06,9217.6,9253.16,9373.8,5098.44,5416.86,5200.24,5081.63
orf19.1409.2,239.095,230.248,318.787,289.678,302.392,359.336,382.713,337.934
orf19.1409.3,0,1.27916,1.04179,1.03088,0.861514,0.766175,2.68885,0.971074
orf19.1411,83.002,55.0037,64.5909,67.0073,51.6909,63.5925,57.3622,72.8305
orf19.1412,936.56,959.368,1332.45,1326.74,1158.74,1362.26,1217.15,1286.67
YFH1,417.488,514.221,504.225,505.132,687.489,639.756,691.035,641.88
orf19.1414,1542.35,1555.45,2203.38,2179.28,1583.46,1715.47,1840.97,1802.31
FRE10,12434.2,11819.4,7112.29,7287.3,11248.8,9879.83,9515.85,8768.79
COX11,628.744,611.552,626.174,615.936,959.69,774.05,1021.09,1038.19
orf19.1417,96.6292,135.591,141.683,144.323,187.81,266.629,249.167,314.628
SEC15,1293.34,1343.11,1415.79,1431.89,1466.3,1241.97,1427.78,1339.11
orf19.1420,421.204,427.238,376.086,369.055,512.601,489.586,534.185,467.086
orf19.1421,174.676,188.036,180.229,180.404,167.995,147.106,138.924,137.892
FZO1,1423.53,1467.52,1451.94,1567.95,1109.29,1238.33,1343.35,1102.56
orf19.1424,293.604,321.068,294.826,316.48,221.409,235.216,211.523,229.173
orf19.1426,1831,1636.04,1980.44,2074.13,1381.87,1380.65,1302.3,1309.98
orf19.1427,174.676,231.527,239.611,213.392,199.871,209.166,242.893,218.492
DUO1,132.555,202.107,194.814,219.578,132.673,131.782,145.198,113.616
SOH1,201.93,168.849,313.578,279.369,273.962,337.883,319.973,329.194
orf19.1430,85.5166,117.284,119.32,95.8038,111.713,129.792,126.75,81.1256
orf19.1433,1083.98,1139.73,782.383,780.377,1852.26,1609.73,1584.63,1637.23
orf19.1434,568.625,579.458,539.646,593.787,637.521,541.686,574.518,657.417
TEF1,23042.3,18989.1,18071.9,20763,13923.8,10796.2,9633.26,8503.69
orf19.1438,96.6292,102.333,76.0505,98.9646,87.8745,104.966,109.347,85.4545
IPK1,302.276,299.323,385.462,315.45,467.802,537.855,554.8,597.21
SNU114,608.268,656.207,790.717,807.18,933.882,1055.79,1152.62,1222.58
orf19.1440,816.393,846.802,964.696,872.125,1167.35,1322.42,1299.61,1208.99
orf19.1440.1,4.95534,15.3499,9.37609,9.27793,33.5991,23.7514,27.7848,30.1033
orf19.1440.2,201.93,214.898,192.731,206.176,273.962,278.122,272.47,333.078
orf19.1441,1850.15,1738.24,1728.85,1765.69,1663.01,1541.52,1259.96,1349.49
PLB4.5,4824.03,4924.75,3357.68,3316.34,3725.19,3433.23,3258.89,3328.84
orf19.1444,1948.69,1923.85,2000.23,1955.58,1703.21,1967.54,1817.66,1795.51
ESC4,401.383,460.496,544.855,579.355,383.374,400.71,458.898,465.144
CLB2,1730.47,1777.62,2194.64,2177.04,1188.27,1313,1245.11,1310.87
orf19.1447,207.743,209.94,314.33,406.996,133.254,171.265,110.716,135.62
APT1,1850.82,2038.98,2442.99,2218.46,2305.41,2326.87,2238.02,2125.68
orf19.1448.1,401.383,457.938,408.381,358.747,716.78,849.688,905.247,950.681
orf19.1449,116.451,99.7742,42.7133,37.1117,199.871,107.265,112.036,132.066
RPB4,1056.58,1065.27,1024.95,942.225,1984.8,2098.3,2169.01,2170.04
orf19.1450,4.95534,1.27916,4.16715,4.12352,4.30757,2.29853,1.79257,2.91322
SRB9,1449.6,1270.13,1450.14,1449.39,1162.51,1148.95,1189.23,1166.26
SPT5,6613.98,5981.41,5703.82,5922.44,4252.97,3884.05,3417.67,3661.92
orf19.1456,0,0,3.12536,4.12352,0.861514,2.29853,5.37771,5.82644
orf19.1457,1552.26,1550.34,1354.32,1406.12,1080.34,928.604,934.824,900.185
orf19.1458,393.95,349.21,500.058,543.274,481.587,517.168,520.741,514.669
PPE1,312.187,282.694,300.035,309.264,334.268,331.754,358.514,363.181
orf19.1460,3749.95,3406.39,2968.05,3000.89,2715.49,2585.84,2601.91,2374.27
orf19.1461,634.284,671.557,494.849,438.124,634.936,571.567,576.311,527.293
SMP2,4433.79,4361.92,2226.3,2384.43,2874.01,2342.96,2160.04,2151.9
BMT5,800.288,767.494,824.054,742.234,819.3,756.215,816.515,820.557
orf19.1465,122.645,107.449,108.346,104.119,145.596,164.728,164.02,159.256
REX2,721.002,718.886,527.145,454.618,1065.69,1079.54,945.58,949.71
COX13,16236.2,17402.9,12858.8,11242.8,24902.9,22645.1,21622,20481.9
CDC55,3678.1,3359.07,3396.23,3426.65,3645.93,3502.19,3671.18,3566.75
YAK1,679.146,583.687,633.702,631.444,1116.64,1287.4,1542.67,1366.29
RPS26A,600.854,801.872,1493.29,1193.29,2114.18,2126.65,1502.43,1827.99
COX4,79.5663,83.9154,98.5551,107.39,243.704,270.49,239.355,227.532
orf19.1473,107.779,101.053,116.68,112.366,150.765,138.678,122.791,94.1941
SLA1,6579.46,5946.8,5760.05,6025.5,3578.73,3838.54,3923.93,3522.08
orf19.1476,18.5825,12.7916,22.9193,20.6176,24.1224,17.622,19.7183,26.219
orf19.1477,289.887,285.252,445.885,445.341,731.426,795.29,888.218,958.45
STT3,3809.42,3927.01,4018.18,4250.32,3857,3280,3397.81,3666.77
orf19.1479,1134.77,1068.1,1038.66,1123.66,1007.97,1066.52,1080.02,976.9
orf19.1480,1742.39,2001.93,3075.8,3215.8,1853.02,2490.38,2213.09,2469.97
HAP42,1407.32,1371.26,1183.47,1204.07,1519.71,1604.37,1761.2,1655.68
HSK3,204.408,234.086,189.605,226.794,252.424,294.977,297.6,315.599
orf19.1483,299.798,296.764,322.954,336.067,743.487,1055.02,1240.42,1107.99
orf19.1484,37.1651,62.6787,47.9223,34.0191,170.58,173.922,221.382,185.475
orf19.1485,1209.1,1240.78,1187.64,1020.57,2271.81,2723.75,2934.43,2671.42
orf19.1486,219.236,105.221,94.9268,208.497,937.659,952.437,1214.33,1135.51
orf19.1488,81.7631,86.9827,111.471,116.49,153.35,200.738,202.56,207.81
orf19.149,4.95534,3.83747,2.08358,3.09264,9.47666,12.2588,11.6517,18.4504
MSB2,3438.94,2651.73,4140.76,4609.73,2023.08,1910.76,1983.57,1682.76
orf19.1490.1,26.6813,10.3541,7.60627,8.18361,12.3482,3.232,14.2203,1.13999
orf19.1491,694.054,719.095,805.83,786.828,885.216,1011.13,1072.72,931.533
PRP39,408.816,434.913,431.3,435.032,416.973,543.984,584.377,545.743
RAD7,1619.16,1705.12,1482.46,1514.36,1390.48,1196.77,1270.03,1304.15
RAD23,5282.39,4805.79,4834.94,4836.89,5051.06,4502.81,4370.28,4198.92
orf19.1495,252.722,337.697,366.709,348.438,537.585,670.403,843.403,839.979
orf19.1496,135.033,135.591,176.062,207.207,161.965,180.051,169.398,197.128
ZCF6,75.569,99.7742,115.638,125.767,116.304,112.628,126.376,146.632
CTF1,777.989,727.84,802.177,902.021,632.352,703.349,731.368,679.751
TIM17,1687.29,1432.14,1696.03,1586.31,2486.45,2574.9,2681.1,2510.81
orf19.1500,890.723,892.851,868.851,921.608,1229.38,1228.94,1274.52,1258.51
orf19.1502,214.319,214.898,292.742,299.986,300.669,337.117,359.41,436.983
orf19.1504,2347.59,2426.56,1998.15,1913.31,3935.4,3711.35,4205.37,4263.98
orf19.1505,620.657,720.165,839.681,857.693,1418.05,1736.15,1711.9,1785.8
orf19.1506,0,0,0,0,0,0,2.68885,0
AMN1,200.419,194.049,305.024,299.24,298.469,364.579,368.129,395.19
orf19.1508,13.8992,8.05764,25.2228,32.7033,52.1673,49.1558,29.8211,60.2434
ROD1,2358.74,2574.94,2217.97,2105.06,1616.2,2084.76,1963.76,1675.1
TPO5,460.847,507.825,638.616,603.065,483.31,591.487,538.667,529.235
SRD1,298.559,285.252,365.668,352.561,262.762,297.276,293.981,310.744
FAB1,2794.81,2691.35,2685.73,2779.25,3243,2925.06,3362.77,3329.81
orf19.1514,1889.22,1853.5,2147.13,2160.73,1959.68,2120.96,2243.49,2422.83
CHT4,178.392,217.457,246.904,227.825,280.854,303.405,329.833,328.223
orf19.1516,1623.9,1743.49,1379.33,1422.62,1410.3,1274.15,1367.73,1318.72
ARO3,2506.16,2546.8,4905.78,5052.35,3259.97,2809.56,3186.29,3440.51
orf19.1519,1093.89,1020.77,1069.92,1137.06,1027.79,891.828,992.187,872.995
orf19.1522,988.591,1028.44,1517.89,1467.97,816.716,922.475,1037.9,968.16
FMO1,83.002,84.4243,70.8416,87.6249,95.6281,121.056,112.036,86.4255
SPR3,2.47767,5.11663,7.29252,6.18529,14.6457,14.5573,8.06656,5.82644
orf19.1525,567.148,677.855,955.347,973.381,386.182,573.424,719.92,756.091
SNF2,3313.12,3185.45,3651.23,4022.8,2273.92,2143.65,2562.81,2468.35
orf19.1527,194.497,236.644,173.979,164.941,272.239,304.938,369.269,351.529
orf19.1528,1044.34,1039.95,1268.9,1208.19,1567.96,1671.03,1599.87,1564.4
orf19.1529,26.0155,14.0707,23.9611,29.8955,37.0451,31.4132,22.4071,27.1901
orf19.1530,0,0,0,0,2.58454,1.53235,1.79257,0.971074
orf19.1531,685.076,683.07,641.742,602.034,874.437,839.728,973.365,1010.89
SAM37,302.276,328.743,322.954,266.998,389.405,451.277,482.201,521.466
orf19.1533,780.466,857.035,1293.9,1182.42,1043.29,1155.39,1083.61,1183.74
orf19.1534,646.672,695.861,696.956,709.246,1013.14,937.032,1123.94,1214.81
orf19.1535,236.618,209.782,263.572,355.654,297.222,325.624,318.181,327.252
orf19.1536,1376.35,1494.06,1992.94,1907.13,1791.09,2029.6,2214.72,2352.91
TLG2,183.348,228.969,297.951,269.06,449.711,511.805,511.778,500.103
orf19.1539,9.91068,6.39578,9.37609,9.27793,12.0612,13.7912,9.85913,15.5372
orf19.154,161.049,204.665,218.776,201.022,416.111,469.665,556.592,484.566
orf19.1541,29.7321,51.1663,69.7998,79.3778,80.9824,147.106,136.235,128.182
HEX3,1090.18,1023.33,955.32,1030.88,1039.85,937.032,986.809,940.97
OPI1,651.627,674.116,639.658,698.937,501.401,597.617,553.007,534.09
orf19.1544,847.363,768.773,813.637,881.403,1087.23,1087.97,993.865,966.218
orf19.1545,956.381,883.897,985.532,944.287,1403.41,1617.4,1631.35,1454.67
orf19.1546,683.837,808.427,969.905,817.489,1188.03,1351.53,1393.72,1385.72
orf19.1547,104.062,115.124,102.095,96.9028,175.749,154.767,186.427,186.446
orf19.1548,322.097,290.369,265.656,281.43,385.097,338.649,330.729,355.413
orf19.1549,1114.95,1055.3,1120.96,1080.37,2142.59,2106.99,2251.48,2173.26
URE2,428.632,383.744,462.473,495.851,490.202,500.22,549.203,492.334
orf19.1551,0,6.81E-192,0,0,2.58454,1.53235,1.79315,0.971234
CPR3,9006.33,9250.86,7026.86,7274.92,11051.5,9507.46,9715.71,9265.98
ENT3,4879.77,4804.51,4415.1,4429.7,3982.78,4024.72,3880.91,3728.92
SAC3,1043.1,986.23,1073.04,1086.55,872.714,940.863,941.995,953.594
orf19.1557,183.348,165.011,114.597,123.706,119.751,143.275,164.916,122.355
HOM2,5728.38,5469.67,6699.74,6925.46,4637.53,3927.41,3610.23,3770.68
FGR51,1459.38,1532.34,1182.52,1214.38,1654.84,1502.62,1631.03,1522.63
POB3,5034.63,4909.4,4585.95,4942.04,4241.24,3413.31,3478.48,3262.81
orf19.1562,293.604,324.906,245.862,248.442,209.348,229.853,207.042,208.781
ECM3,1161.57,1068.32,805.666,908.765,598.345,684.725,607.806,574.13
orf19.1564,2618.12,2391.8,1967.57,1818.95,3667.87,3308.58,3270.42,3451.94
orf19.1565,1377.59,1410.91,1584.56,1515.09,1441.31,1203.18,1301.41,1344.69
UTP21,3490.51,3384.65,3175.39,3129.06,2294.79,2152.49,1968.74,1690.03
orf19.1567,844.174,912.038,893.837,893.738,1013.43,963.256,1014.09,1029.22
UTP22,3801.99,3769.68,4209.87,4138.99,2146.89,2397.36,2254.15,1941.18
ERG7,2000.57,1673.54,1440.18,1657.95,2373.69,2460.46,2346.25,2228.05
ATO7,0,0,1.04179,0,1.72303,0,0.896284,0
orf19.1573,2051.27,1772.72,1511.56,1644.06,1513.48,1026.32,939.862,727.261
orf19.1574,1112.47,1073.21,977.197,961.812,961.45,958.485,851.47,878.822
PRS1,1823.57,1810.01,1541.85,1531.89,1599.83,1489.44,1286.17,1265.31
orf19.1576,194.835,288.248,134.007,337.096,400.032,337.763,261.156,281.955
orf19.1577,9.91068,11.5124,25.0029,24.7411,11.1997,10.7265,15.2368,9.71074
orf19.1578,5355.49,5180.59,5957.99,5921.38,4949.4,4538.82,4562.09,4019.27
orf19.158,606.797,906.584,651.123,586.044,1658.99,1688.93,1898.56,2219.02
orf19.1580,78.0466,63.9578,63.5491,68.0381,92.182,87.344,85.147,92.252
orf19.1581,0,1.27916,0,1.03088,0.861514,1.53235,0,7.76859
orf19.1582,133.794,156.057,113.555,109.273,63.7521,75.0852,65.4287,52.438
orf19.1584,588.447,560.271,581.318,666.98,391.128,401.476,378.232,355.413
ZRT2,2367.41,2042.81,2611.76,2716.37,2832.66,2870.09,2827.78,2645.2
FGR22,516.594,539.804,246.904,290.862,440.076,360.311,327.301,337.412
HGT20,231.662,263.506,197.94,188.651,86.1514,102.667,95.9024,96.1363
orf19.1588,126.219,156.719,95.749,126.097,186.262,186.697,188.731,190.88
orf19.1589,588.447,596.087,619.864,604.096,572.907,540.92,530.6,479.71
orf19.1589.1,201.93,198.269,151.059,158.756,163.688,203.036,216.004,232.087
orf19.1590,236.618,315.952,221.901,228.856,403.189,406.839,422.15,458.347
ERG10,886.431,392.978,1210.77,1084.59,1035.21,1250.93,1382.23,1091.02
orf19.1592,339.441,296.764,425.05,466.989,261.039,391.515,331.625,364.153
orf19.1595,244.051,234.086,259.405,263.906,245.532,288.082,342.537,349.586
FGR28,242.812,239.202,236.486,258.751,213.656,197.673,261.715,267.045
ABG1,2612.7,2617.15,2448.2,2370,3378.86,3707.52,4006.39,3900.8
ERG24,3273,3035.44,3274.34,3387.47,3527.04,3342.06,3604.86,3723.1
orf19.1599,3.71651,0,5.20894,0,2.58454,0.766175,3.58514,0
orf19.1600,782.944,639.578,619.864,699.968,695.242,747.787,769.908,691.404
RPL3,58045.6,60973.6,65691,67773.2,32584.2,29504.6,26755,29474
orf19.1604,1617.92,1505.57,1383.49,1389.63,902.006,1009.82,950.958,922.52
PMS1,208.124,214.898,279.199,255.658,261.039,264.33,233.034,272.872
orf19.1606,320.858,299.323,337.539,338.129,385.097,400.71,456.209,427.272
ALR1,2165.48,1880.36,2756.57,2777.19,3096.28,3389.56,3543.91,3437.6
orf19.1608,139.988,143.266,113.555,112.366,213.656,219.892,196.286,241.797
orf19.1609,2000.28,1843.26,2085.6,2137.99,1970.16,2189.98,1842.53,1694.42
orf19.1610,90.6703,116.403,94.7092,90.8967,180.696,218.97,232.954,246.941
orf19.1611,22.299,23.0248,33.3372,36.0808,55.1369,64.3587,60.9473,86.4255
ILV2,4252.92,3811.89,5412.09,5299.76,3471.9,3540.5,3627.26,3757.08
MEP1,1705.88,1665.46,655.285,648.424,855.484,970.744,788.73,858.429
FGR23,270.066,295.485,775.09,694.814,332.545,375.426,374.647,365.124
orf19.1617,379.084,340.256,327.122,290.708,375.62,464.302,401.535,402.024
GFA1,2969.49,2805.19,3081.61,3172.02,3450.37,3394.92,3584.24,3552.19
orf19.1618.1,156.093,204.665,280.241,263.906,323.068,413.735,363.891,435.041
orf19.1619,1397.41,1234.39,1207.43,1247.37,964.896,1042,1085.4,1010.89
orf19.1620,4.95534,6.39578,6.25073,4.12352,13.7842,14.5573,13.4443,13.595
GPA2,805.243,722.724,1038.66,1135,1054.49,1092.57,1149.04,1309.01
YCG1,1414.75,1276.6,1607.48,1606.11,1696.32,1658,1767.47,1636.26
CAP1,1201.67,1152.52,1067.83,1093.76,1241.44,1256.53,1412.54,1372.13
orf19.1624,537.655,615.274,782.383,710.277,852.899,753.15,869.782,887.041
orf19.1624.1,148.66,194.432,239.611,217.516,245.532,328.689,367.09,327.772
orf19.1625,956.381,1024.6,1441.83,1403.03,1679.95,1607.44,1651.85,1815.91
orf19.1626,2172.92,2169.45,2220.05,2318.45,2135.69,1916.97,1813.18,1726.57
LAP41,3360.96,3406.39,2506.54,2476.18,2849.89,2779.68,3128.03,3104.52
PAN6,812.676,749.586,1031.37,919.546,1054.49,1018.25,1013.7,1048.76
orf19.1630,1595.62,1371.26,2068.99,2225.67,1522.3,1646.51,1539.82,1611.98
ERG6,5673.87,5291.87,4584.91,4563.71,7272.9,7129.26,6715.86,6828.59
orf19.1632,740.824,666.441,525.061,480.39,798.624,677.299,703.583,684.607
UTP4,2381.51,2497.6,2734.67,2820.9,2199.95,2092.05,1934.57,1702.83
orf19.1634,1226.66,1368.03,1330.11,1133.88,1436.77,1513.73,1585.95,1566.74
RPL12,41452,43268.7,50866.6,49360.3,34018.3,38709.3,38292,35477.2
STE50,765.6,679.232,850.099,813.365,466.941,537.089,509.089,424.359
orf19.1637,1086.46,1262.53,982.406,1037.07,887.36,875.738,923.173,986.611
orf19.1638,883.29,844.243,814.678,741.203,880.468,812.146,929.447,805.991
orf19.1639,24.7767,33.2581,18.7522,24.7411,28.43,27.5823,16.1331,29.1322
orf19.164,0,0,0,0,0,0,0,0
orf19.1641,216.796,173.965,82.3013,97.9337,247.255,218.36,191.805,194.215
orf19.1642,1219.01,1152.52,1508.51,1500.96,1457.68,1628.12,1412.54,1139.07
orf19.1643,1739.32,1743.49,2107.54,2109.18,1614.48,1605.9,1556.85,1541.09
orf19.1646,3057.45,2709.25,2628.43,2639.06,1924.62,1824.26,1468.11,1497.4
orf19.1647,27.2544,24.304,22.9193,18.5559,24.9839,16.8559,20.6145,23.3058
RAD50,1723.66,1786.98,1985.03,1961.76,1616.82,1603.86,1669.29,1529.51
RNA1,3629.35,3420.47,3853.15,3809.11,4277.66,3578.55,3753.23,3758.96
TOM6,1401.12,1444.17,1240.77,1488.58,578.076,720.971,639.947,776.842
orf19.1651,22.299,19.1874,38.5462,21.6485,49.1063,55.1646,48.3993,52.438
POX1-3,2974.44,2899.85,1963.77,1948.36,2967.92,2456.34,2301.66,2282.99
orf19.1653,936.56,908.201,783.425,795.84,1726.47,1477.19,1556.85,1651.8
orf19.1654,844.886,1007.98,820.929,803.056,917.513,867.31,868.499,841.913
PXP2,123.884,149.661,113.555,112.366,248.978,273.525,249.167,223.355
orf19.1655.3,1574.56,1491.5,1873.14,1775.18,2669.83,3148.98,2777.58,2719.01
orf19.1656,812.676,776.448,495.891,494.823,600.476,666.572,604.992,512.727
orf19.1658,2916.22,2645.3,2302.35,2252.47,2279.57,2184.37,2110.75,2215.99
ALG8,288.649,349.21,368.793,375.241,421.281,445.914,441.868,486.508
ASG1,544.519,587.132,649.89,585.54,773.955,802.545,887.232,834.08
DBP5,5211.78,5070.58,5019.34,4987.4,6371.76,6012.18,5992.56,6016.77
orf19.1662,1263.61,1282.99,1705.41,1641.16,1595.52,1952.98,2037.25,1830.47
MNT2,1205.39,1192.17,1396,1446.33,1119.97,1380.65,1287.06,1369.21
orf19.1664,541.371,546.2,632.365,573.17,878.745,848.922,929.447,1033.22
MNT1,72.0712,70.7085,121.293,104.935,238.155,247.542,187.572,249.271
orf19.1666,744.54,709.932,881.353,1020.57,505.709,680.363,569.14,540.888
orf19.1667,607.029,512.942,597.986,597.911,616.844,600.681,549.422,566.136
orf19.1667.1,324.575,331.302,327.122,315.45,669.397,691.09,596.029,613.718
orf19.1668,370.412,365.839,470.888,472.143,428.173,443.615,438.283,494.276
AFG3,2522.27,2472.61,2504.46,2547.31,2396.73,2121.54,2201.27,2315.04
BRO1,987.352,1038.68,1156.38,1171.08,949.389,989.898,1014.59,1027.4
UTR2,2504.93,2838.45,2887.84,2733.9,3251.36,3089.98,2981.04,3342.44
orf19.1672,6005.87,5761.32,6039.25,5925.5,5521.45,5075.14,5658.24,5648.73
PPT1,398.905,397.818,485.473,489.668,692.658,753.15,851.47,917.664
CDC53,1072.83,1077.05,1306.4,1178.3,1499.9,1560.7,1503.96,1593.53
orf19.1675,842.391,800.746,733.417,700.989,563.419,560.345,528.97,465.14
orf19.1676,314.681,286.537,336.5,301.027,279.142,396.607,361.04,336.967
orf19.1677,1191.76,1144.85,1412.27,1500.9,1011.56,1071.11,947.556,918.636
orf19.1678,571.103,552.596,647.992,676.258,397.158,416.033,403.328,407.851
orf19.1679,24.7767,12.7916,21.8776,22.6794,14.6457,15.3235,14.3405,25.2479
orf19.168,933.411,1124.38,1209.7,1122.63,1270.42,1271.49,1066.67,1056.6
TFP1,3388.22,3458.84,3356.64,3297.79,3054.93,3029.46,3001.66,2955.95
orf19.1681,126.361,94.6576,88.552,79.3778,146.457,128.717,132.65,157.314
orf19.1682,3975.42,4010.16,4538.03,4266.82,4316.19,4308.97,4320.99,3988.2
PPH21,1563.41,1739.65,1501.22,1637.04,1399.1,1281.81,1251.21,1283.76
orf19.1684,385.278,374.793,409.423,437.093,270.516,293.445,284.122,257.334
ZCF7,229.185,211.061,231.277,251.535,106.828,135.613,142.509,177.706
orf19.1686,426.159,474.567,547.981,555.645,482.448,440.551,477.719,451.549
orf19.1687,2770.04,2779.61,2241.93,2298.86,1592.94,1640.38,1385.66,1295.41
CHO2,638,697.14,624.031,597.911,1025.2,1017.48,1260.18,1165.29
TOS1,8975.36,8410.46,9605.29,9727.39,5319.85,4987.03,4653.51,4827.21
