,WTCA14,CA14 ^GDT1,CA14 ^PMR1,CA14 ^GDT1^PMR1
CAWG_03132,37,27,36,32
CAWG_03133,56,42,71,58
CAWG_03136,0,0,0,0
CAWG_03138,129,127,64,109
CAWG_03139,1,1,2,1
CAWG_03140,269,236,280,254
CAWG_03142,1990,2136,2398,1986
CAWG_03145,50,47,55,49
CAWG_03149,537,487,378,484
CAWG_03150,443,236,276,225
CAWG_03152,461,890,703,807
CAWG_03153,4017,2221,1821,2410
CAWG_03157,1057,506,527,961
CAWG_03158,1188,677,456,299
CAWG_03159,0,2,1,0
CAWG_03162,267,273,223,300
CAWG_03163,124,188,58,98
CAWG_03168,488,616,245,506
CAWG_03169,81,56,31,30
CAWG_03170,1,1,0,1
CAWG_03172,10,9,17,16
CAWG_03174,1346,628,141,250
CAWG_03177,1435,1532,507,726
CAWG_03180,346,544,663,716
CAWG_03182,20,36,40,40
CAWG_03185,513,298,172,259
CAWG_03186,114,112,69,115
CAWG_03188,1300,822,951,494
CAWG_03189,16,2,11,3
CAWG_03193,1461,1078,1651,1692
CAWG_03197,10,8,9,13
CAWG_03200,30,52,57,43
CAWG_03202,79,75,63,84
CAWG_03208,50,61,93,60
CAWG_03211,430,520,335,369
CAWG_03212,462,469,208,242
CAWG_03213,11150,7369,6790,9828
CAWG_03215,293,330,466,471
CAWG_03217,31,27,21,12
CAWG_03219,2279,1958,2677,1454
CAWG_03220,1029,1277,1473,1315
CAWG_03225,115,128,169,141
CAWG_03227,622,645,551,543
CAWG_03228,1,1,7,1
CAWG_03229,108,135,164,194
CAWG_03233,48,41,12,15
CAWG_03234,340,290,159,165
CAWG_03237,54,42,33,39
CAWG_03239,46,115,115,103
CAWG_03240,1,8,4,5
CAWG_03241,68,71,53,51
CAWG_03242,1291,2182,415,839
CAWG_03244,148,232,259,409
CAWG_03247,167,233,113,148
CAWG_03250,233,293,80,125
CAWG_03251,1,1,1,0
CAWG_03252,25,15,15,13
CAWG_03253,3321,3360,3616,5628
CAWG_03255,3233,3384,2540,2485
CAWG_03257,163,108,66,54
CAWG_03259,909,883,898,932
CAWG_03262,495,616,676,639
CAWG_03263,2148,2711,1616,1496
CAWG_03268,1095,500,512,1108
CAWG_03269,41,63,79,97
CAWG_03276,1202,1576,1017,1265
CAWG_03277,391,495,385,547
CAWG_03279,91,146,117,154
CAWG_03280,80,92,76,130
CAWG_03282,1928,1964,1549,2129
CAWG_03283,52,44,21,15
CAWG_03284,3817,2747,3744,2492
CAWG_03285,686,499,258,366
CAWG_03286,377,426,254,374
CAWG_03288,240,189,79,129
CAWG_03289,8,6,2,1
CAWG_03290,2,0,1,2
CAWG_03294,212,214,192,217
CAWG_03300,1420,1701,948,1426
CAWG_03309,208,196,155,127
CAWG_03311,35,30,11,19
CAWG_03314,431,225,185,197
CAWG_03316,22,24,10,11
CAWG_03318,109,133,259,405
CAWG_03320,26,16,32,13
CAWG_03321,43,47,47,29
CAWG_03323,230,196,277,277
CAWG_03325,1416,718,1219,2330
CAWG_03327,2009,1375,1858,2986
CAWG_03328,18,29,24,21
CAWG_03330,181,276,174,202
CAWG_03333,199,180,134,208
CAWG_03336,2449,2286,2978,2323
CAWG_03337,1,3,8,14
CAWG_03338,956,1306,1140,1736
CAWG_03341,243,356,198,225
CAWG_03342,232,206,194,142
CAWG_03343,423,409,196,201
CAWG_03344,271,493,542,552
CAWG_03345,2406,1580,1446,1956
CAWG_03348,67,63,39,52
CAWG_03352,4717,4073,6016,6876
CAWG_03353,860,1207,749,937
CAWG_03354,275,275,303,335
CAWG_03359,813,875,711,624
CAWG_03363,453,241,504,566
CAWG_03366,182,221,166,227
CAWG_03367,215,228,179,253
CAWG_03368,294,435,275,222
CAWG_03371,14,39,39,50
CAWG_03372,143,124,122,134
CAWG_03375,8018,5606,3663,4969
CAWG_03376,2802,2404,1537,1637
CAWG_03378,347,425,365,357
CAWG_03380,48,39,40,31
CAWG_03382,218,283,334,303
CAWG_03384,210,165,233,255
CAWG_03385,30,18,41,49
CAWG_03391,0,0,0,0
CAWG_03394,385,1347,375,423
CAWG_03396,0,0,0,0
CAWG_03397,0,1,3,3
CAWG_03398,323,336,308,351
CAWG_03399,45,15,10,12
CAWG_03400,491,709,327,436
CAWG_03403,6291,4177,5687,7498
CAWG_03405,240,319,97,325
CAWG_03406,67,118,115,105
CAWG_03407,304,450,407,621
CAWG_03408,1,1,5,3
CAWG_03411,0,0,0,0
CAWG_03412,1,2,1,5
CAWG_03414,5,12,4,11
CAWG_03416,0,0,0,0
CAWG_03420,91,107,50,87
CAWG_03421,15,11,15,8
CAWG_03423,482,806,386,635
CAWG_03424,15,27,13,24
CAWG_03427,327,369,128,154
CAWG_03429,75,34,24,31
CAWG_03431,80,81,47,59
CAWG_03432,45,70,29,77
CAWG_03434,229,324,228,235
CAWG_03436,10,13,9,13
CAWG_03437,0,0,0,1
CAWG_03439,99,75,49,42
CAWG_03443,637,884,441,681
CAWG_03446,234,299,252,235
CAWG_03450,96,148,65,124
CAWG_03451,1,2,1,1
CAWG_03452,299,341,440,346
CAWG_03453,187,194,60,101
CAWG_03455,111,87,174,165
CAWG_03465,1243,1725,2099,1217
CAWG_03467,1827,1759,1944,1848
CAWG_03474,461,379,475,421
CAWG_03480,56,82,41,61
CAWG_03481,84,105,77,155
CAWG_03482,1367,1507,1523,1865
CAWG_03483,22,25,21,21
CAWG_03485,318,281,289,238
CAWG_03487,433,501,525,709
CAWG_03489,744,1191,670,853
CAWG_03490,8,11,18,16
CAWG_03491,184,258,87,91
CAWG_03492,71,129,44,102
CAWG_03493,41,60,49,133
CAWG_03495,29,21,15,21
CAWG_03497,2189,1956,2062,1424
CAWG_03500,1346,938,1029,1310
CAWG_03502,388,617,713,531
CAWG_03504,4064,4119,5065,4686
CAWG_03505,3,13,21,15
CAWG_03506,589,836,622,583
CAWG_03507,0,0,1,0
CAWG_03512,406,443,447,355
CAWG_03513,443,232,272,228
CAWG_03516,2,3,3,1
CAWG_03517,0,0,0,1
CAWG_03518,81,25,22,27
CAWG_03520,676,606,724,785
CAWG_03523,25,10,15,6
CAWG_03524,871,633,268,349
CAWG_03528,59,89,41,47
CAWG_03529,82,0,0,0
CAWG_03530,112,87,63,80
CAWG_03531,32,64,39,60
CAWG_03532,563,286,125,406
CAWG_03533,6159,5176,8648,4248
CAWG_03534,55,81,108,108
CAWG_03535,11,11,32,15
CAWG_03541,180,354,90,152
CAWG_03542,298,379,700,389
CAWG_03544,266,345,235,245
CAWG_03546,208,304,209,235
CAWG_03549,141,231,245,394
CAWG_03550,128,129,92,110
CAWG_03552,207,296,182,331
CAWG_03556,46645,31103,40020,35133
CAWG_03557,0,0,0,0
CAWG_03559,9458,10536,10326,7676
CAWG_03560,2555,2647,2847,1877
CAWG_03563,196,417,210,273
CAWG_03564,327,562,602,574
CAWG_03565,647,569,699,646
CAWG_03566,277,200,165,389
CAWG_03573,10,16,23,10
CAWG_03581,101,90,67,52
CAWG_03582,697,671,1169,1941
CAWG_03583,112,180,108,121
CAWG_03586,12,12,19,26
CAWG_03587,81,97,134,116
CAWG_03589,95,39,80,108
CAWG_03590,147,185,254,277
CAWG_03591,29,36,70,55
CAWG_03592,771,1223,1104,877
CAWG_03595,5,4,7,6
CAWG_03597,639,449,505,488
CAWG_03599,386,353,423,469
CAWG_03600,6,4,7,8
CAWG_03602,60,41,56,98
CAWG_03603,120,88,74,71
CAWG_03606,120,111,119,127
CAWG_03614,104,97,134,149
CAWG_03615,292,395,78,147
CAWG_03617,471,663,443,663
CAWG_03618,291,342,399,357
CAWG_03620,22,21,13,20
CAWG_03625,73,96,112,117
CAWG_03627,405,356,181,329
CAWG_03633,1203,1212,1031,961
CAWG_03634,88,78,64,50
CAWG_03635,356,296,66,240
CAWG_03637,40,51,46,52
CAWG_03639,437,229,176,209
CAWG_03640,359,421,470,510
CAWG_03642,91,139,56,82
CAWG_03643,314,327,93,184
CAWG_03644,0,0,0,0
CAWG_03645,9,21,5,0
CAWG_03646,443,247,59,163
CAWG_03647,1184,937,594,978
CAWG_03648,2021,1597,1254,813
CAWG_03649,0,0,0,0
CAWG_03650,0,0,0,0
CAWG_03651,0,0,0,0
CAWG_03653,18,14,8,19
CAWG_03654,365,776,363,566
CAWG_03655,316,483,222,252
CAWG_03657,2799,1996,1910,3125
CAWG_03658,115,213,97,141
CAWG_03659,84,115,43,65
CAWG_03664,500,699,271,596
CAWG_03665,3,2,0,3
CAWG_03667,75,98,35,70
CAWG_03673,581,417,280,340
CAWG_03674,43,57,247,81
CAWG_03675,918,1128,326,555
CAWG_03677,0,0,1,0
CAWG_03681,2291,1150,3669,2816
CAWG_03686,151,72,64,101
CAWG_03688,18,17,7,6
CAWG_03691,2794,2867,2782,2219
CAWG_03692,219,275,126,210
CAWG_03693,3485,2958,3192,4280
CAWG_03694,274,204,223,191
CAWG_03697,447,536,422,573
CAWG_03698,395,259,383,346
CAWG_03699,54,44,52,93
CAWG_03701,26,29,32,32
CAWG_03705,1557,1202,1481,1693
CAWG_03707,33,16,14,14
CAWG_03709,17,14,19,31
CAWG_03710,211,266,249,372
CAWG_03734,132,39,63,53
CAWG_03714,97,47,44,61
CAWG_03716,0,0,2,0
CAWG_03717,297,202,215,229
CAWG_03718,248,230,199,153
CAWG_03719,803,1011,349,440
CAWG_03724,1000,1079,513,833
CAWG_03725,1108,1420,2588,2296
CAWG_03727,111,122,167,318
CAWG_03728,144,163,247,278
CAWG_03740,1513,2367,1474,1729
CAWG_03742,145,185,332,254
CAWG_03743,1238,953,1002,915
CAWG_03744,125,216,152,127
CAWG_03745,299,207,250,312
CAWG_03746,257,408,125,207
CAWG_03748,133,182,313,241
CAWG_03749,1185,1067,1309,1415
CAWG_03755,18756,14473,10964,13389
CAWG_03757,1416,1220,1412,1501
CAWG_03759,504,466,506,549
CAWG_03762,73,36,55,43
CAWG_03764,106,124,169,118
CAWG_03765,326,297,332,345
CAWG_03766,2562,2873,2639,2217
CAWG_03771,40037,31404,7282,6436
CAWG_03772,3118,2720,560,731
CAWG_03775,1701,1718,1431,1411
CAWG_03778,1466,1323,1740,1574
CAWG_03782,1745,2078,2144,2275
CAWG_03783,51,27,30,41
CAWG_03784,534,243,330,297
CAWG_03789,105,122,87,83
CAWG_03791,196,218,302,315
CAWG_03793,4,2,1,5
CAWG_03794,813,547,389,678
CAWG_03795,249,408,298,336
CAWG_03800,135,176,147,111
CAWG_03801,392,283,320,503
CAWG_03803,429,522,628,557
CAWG_03805,2780,3822,4119,2646
CAWG_03809,57,60,50,59
CAWG_03811,81,95,89,85
CAWG_03812,276,281,282,328
CAWG_03815,1073,1235,965,887
CAWG_03817,712,792,767,579
CAWG_03822,76,101,51,16
CAWG_03824,48,44,38,69
CAWG_03826,13,11,20,8
CAWG_03827,601,584,597,592
CAWG_03829,463,498,221,342
CAWG_03830,365,382,477,353
CAWG_03831,276,170,361,218
CAWG_03832,709,780,1321,1165
CAWG_03833,1684,1446,1247,1331
CAWG_03835,75,105,59,56
CAWG_03836,0,0,0,0
CAWG_03837,236,298,132,137
CAWG_03839,137,147,76,83
CAWG_03843,332,394,638,497
CAWG_03844,454,748,711,769
CAWG_03848,82,53,56,66
CAWG_03849,3080,2758,2303,1991
CAWG_03850,277,220,126,186
CAWG_03854,117,237,193,519
CAWG_03856,573,578,559,539
CAWG_03857,343,403,499,395
CAWG_03861,114,133,146,109
CAWG_03863,93,109,138,146
CAWG_03864,524,474,373,365
CAWG_03866,203,195,130,93
CAWG_03867,221,222,218,139
CAWG_03868,16,21,28,11
CAWG_03869,0,0,1,0
CAWG_03870,173,308,126,143
CAWG_03873,1600,1908,1866,1932
CAWG_03877,0,0,0,0
CAWG_03878,7,2,4,2
CAWG_03879,180172,140385,137349,131877
CAWG_03880,22937,7944,19148,8853
CAWG_03881,39910,15304,29137,14124
CAWG_03882,200,176,132,165
CAWG_03884,297,159,170,166
CAWG_03887,5430,5370,11895,17631
CAWG_03888,131,62,36,52
CAWG_03890,113,256,113,186
CAWG_03891,225,182,135,121
CAWG_03893,83,42,34,39
CAWG_03897,617,663,276,395
CAWG_03898,54,39,37,34
CAWG_03900,259,255,399,331
CAWG_03902,872,635,173,318
CAWG_03904,99,136,49,97
CAWG_03905,223,277,174,204
CAWG_03907,582,843,694,895
CAWG_03911,1978,2440,1028,1148
CAWG_03912,458,611,225,301
CAWG_03916,624,550,438,487
CAWG_03919,1875,1949,2369,1797
CAWG_03922,27,26,19,22
CAWG_03924,125,165,137,120
CAWG_03926,190,216,338,226
CAWG_03927,1559,1749,2076,1788
CAWG_03928,816,1548,1028,1495
CAWG_03929,21,17,10,17
CAWG_03930,134,90,93,66
CAWG_03931,1552,1359,1340,1265
CAWG_03934,1100,740,810,664
CAWG_03935,29,36,36,65
CAWG_03936,2109,2231,2738,2339
CAWG_03937,20,37,60,20
CAWG_03941,1406,725,709,1026
CAWG_03943,213,190,148,111
CAWG_03945,12,11,1,8
CAWG_03949,487,425,373,647
CAWG_03951,28,34,6,13
CAWG_03953,125,13,85,120
CAWG_03957,74,149,56,84
CAWG_03959,30,70,24,50
CAWG_03968,625,654,640,703
CAWG_03970,432,652,611,617
CAWG_03971,1,1,0,0
CAWG_03972,209,188,91,124
CAWG_03975,0,0,0,0
CAWG_03976,79,119,93,96
CAWG_03977,1112,1113,621,815
CAWG_03979,246,192,135,118
CAWG_03983,55,62,11,28
CAWG_03984,155,182,238,170
CAWG_03985,588,716,777,626
CAWG_03987,202,239,246,314
CAWG_03994,162,194,88,129
CAWG_03996,474,404,170,204
CAWG_03998,13,19,9,3
CAWG_03999,290,250,217,245
CAWG_04001,377,320,277,250
CAWG_04040,227,293,411,475
CAWG_04006,1001,1218,1300,1164
CAWG_04007,468,558,509,391
CAWG_04008,408,265,332,484
CAWG_04009,2104,1665,1683,1380
CAWG_04011,299,153,105,175
CAWG_04012,440,647,576,516
CAWG_04014,799,795,930,1079
CAWG_04018,274,271,298,241
CAWG_04019,1248,708,574,586
CAWG_04020,329,302,190,255
CAWG_04021,0,3,0,0
CAWG_04022,322,163,43,81
CAWG_04024,0,0,0,0
CAWG_04025,15226,19237,20053,17646
CAWG_04030,790,769,719,638
CAWG_04061,0,0,0,4
CAWG_04034,269,264,138,146
CAWG_04036,150,66,112,159
CAWG_04037,149,94,68,123
CAWG_04041,766,696,694,522
CAWG_04044,609,686,494,846
CAWG_04045,488,434,671,439
CAWG_04048,90,100,132,116
CAWG_04053,7,8,43,8
CAWG_04054,2920,2677,7035,5580
CAWG_04055,76,83,86,96
CAWG_04057,675,553,827,619
CAWG_04058,48,54,76,86
CAWG_04059,1307,1037,1226,1268
CAWG_04062,342,357,248,320
CAWG_04070,660,503,704,491
CAWG_04071,1353,1093,1091,1328
CAWG_04072,158,198,71,117
CAWG_04073,1609,1919,1943,1636
CAWG_04075,3189,2419,2167,2468
CAWG_04077,48430,33774,33286,38602
CAWG_04078,1410,467,141,140
CAWG_04079,2509,2934,1189,1888
CAWG_04080,144,103,85,78
CAWG_04084,0,0,0,0
CAWG_04088,0,0,0,0
CAWG_04092,897,809,899,1022
CAWG_04093,269,229,172,194
CAWG_04094,66047,61383,54119,55642
CAWG_04095,4311,3579,4240,3122
CAWG_04096,432,409,584,460
CAWG_04097,806,670,587,782
CAWG_04099,1174,467,1026,877
CAWG_04101,321,385,353,427
CAWG_04102,23,16,17,19
CAWG_04103,2437,2330,1833,1573
CAWG_04104,134,194,218,160
CAWG_04105,3590,4481,6401,5768
CAWG_04108,1068,1093,842,1127
CAWG_04110,113,169,144,129
CAWG_04111,574,644,579,801
CAWG_04112,275,198,195,168
CAWG_04117,625,855,281,361
CAWG_04119,466,329,765,754
CAWG_04120,969,641,1088,1230
CAWG_04125,213,287,345,273
CAWG_04126,127,204,454,241
CAWG_04128,0,0,3,0
CAWG_04129,78,90,144,107
CAWG_04130,65,65,74,42
CAWG_04131,158,164,233,156
CAWG_04133,154,314,413,339
CAWG_04134,5,7,38,24
CAWG_04135,0,0,0,0
CAWG_04136,1803,1365,1169,1209
CAWG_04144,203,127,132,153
CAWG_04145,52,54,86,129
CAWG_04147,24,33,18,17
CAWG_04153,153,92,53,105
CAWG_04154,793,489,725,1195
CAWG_04155,29,26,9,19
CAWG_04157,214,177,132,176
CAWG_04165,955,619,198,275
CAWG_04166,1,1,2,6
CAWG_04167,76,99,45,78
CAWG_04168,66,49,16,40
CAWG_04170,323,347,149,277
CAWG_04171,747,896,513,554
CAWG_04173,2445,1958,1781,2052
CAWG_04176,273,141,66,103
CAWG_04177,165,146,116,107
CAWG_04179,809,735,1000,1239
CAWG_04181,207,233,187,177
CAWG_04182,117,142,28,80
CAWG_04183,147,209,179,182
CAWG_04184,476,879,566,511
CAWG_04187,763,810,832,1310
CAWG_04188,59,77,47,42
CAWG_04192,156,140,72,136
CAWG_04193,86,57,26,85
CAWG_04195,11,12,4,28
CAWG_04196,668,758,142,664
CAWG_04197,269,337,343,318
CAWG_04198,31,20,50,35
CAWG_04199,0,0,0,0
CAWG_04200,3,3,13,6
CAWG_04201,53,29,24,31
CAWG_04202,1558,1072,1060,1766
CAWG_04203,20,12,19,14
CAWG_04204,245,424,250,257
CAWG_04205,235,234,108,113
CAWG_04206,1215,1221,1279,927
CAWG_04207,312,181,168,184
CAWG_04209,28,43,8,24
CAWG_04212,96,110,105,137
CAWG_04213,132,68,43,64
CAWG_04214,871,866,822,793
CAWG_04217,593,909,270,493
CAWG_04221,2,0,35,0
CAWG_04222,135,127,86,131
CAWG_04229,77,113,15,50
CAWG_04231,173,300,201,480
CAWG_04232,537,707,315,551
CAWG_04233,396,424,153,258
CAWG_04238,18,18,22,33
CAWG_04239,215,147,100,83
CAWG_04240,71,60,86,85
CAWG_04242,46,25,19,23
CAWG_04245,203,132,110,138
CAWG_04250,16,21,15,49
CAWG_04252,41,47,21,36
CAWG_04254,12,11,7,21
CAWG_04259,255,323,240,270
CAWG_04261,211,109,38,98
CAWG_04263,1477,1661,1593,1307
CAWG_04265,269,314,541,536
CAWG_04266,433,403,461,413
CAWG_04267,254,367,418,296
CAWG_04269,500,609,819,577
CAWG_04270,5786,2820,3160,1900
CAWG_04271,155,239,198,289
CAWG_04273,16,21,52,24
CAWG_04277,202,426,114,197
CAWG_04282,121,163,118,216
CAWG_04288,141,252,157,133
CAWG_04290,14,31,15,22
CAWG_04291,1647,1180,1263,2110
CAWG_04292,162,231,227,201
CAWG_04294,95009,84011,86724,107745
CAWG_04295,602,534,381,415
CAWG_04297,9,8,5,7
CAWG_04298,2711,2145,1957,2529
CAWG_04300,39,37,41,25
CAWG_04303,198,167,230,194
CAWG_04304,261,266,247,251
CAWG_04306,472,490,305,518
CAWG_04309,0,0,0,1
CAWG_04310,2804,3090,2225,2310
CAWG_04312,29780,22769,26627,22750
CAWG_04314,144,185,86,185
CAWG_04316,25272,27232,30007,25880
CAWG_04320,218,315,303,291
CAWG_04321,235,161,98,112
CAWG_04323,147,174,165,167
CAWG_04337,10,0,13,0
CAWG_04327,628,494,828,470
CAWG_04328,842,327,976,413
CAWG_04330,73,32,25,39
CAWG_04334,0,3,1,0
CAWG_04335,2233,1859,1843,1815
CAWG_04344,113,56,106,74
CAWG_04345,974,1157,1246,800
CAWG_04346,1749,693,425,697
CAWG_04347,256,361,315,388
CAWG_04350,291,273,487,298
CAWG_04352,83,125,66,54
CAWG_04353,1495,1446,2323,4140
CAWG_04354,329,281,253,228
CAWG_04356,38,33,31,48
CAWG_04359,0,10,6,6
CAWG_04362,2309,2030,1815,2594
CAWG_04366,404,433,736,528
CAWG_04367,9,6,7,7
CAWG_04369,17,11,8,11
CAWG_04370,1,2,0,2
CAWG_04371,0,6,6,1
CAWG_04374,59,73,49,59
CAWG_04376,272,259,335,362
CAWG_04378,12,11,13,20
CAWG_04386,3011,2018,3950,1620
CAWG_04387,714,1052,1354,2371
CAWG_04388,85,55,42,53
CAWG_04389,263,277,255,188
CAWG_04390,32,61,37,10
CAWG_04392,40,19,5,23
CAWG_04394,167,104,176,148
CAWG_04396,1889,1475,643,824
CAWG_04397,177,306,194,182
CAWG_04400,29,31,15,11
CAWG_03785,0,0,0,0
CAWG_03786,374,409,637,775
CAWG_03787,537,251,341,292
CAWG_03788,232,197,433,398
CAWG_03790,4811,4430,9732,10160
CAWG_03792,772,852,1133,1027
CAWG_03796,1085,797,498,549
CAWG_03797,294,157,238,266
CAWG_03798,644,528,828,305
CAWG_03799,1032,917,1503,1161
CAWG_03802,320,490,419,332
CAWG_03804,118,103,191,142
CAWG_03806,126,80,109,59
CAWG_03810,191,177,163,174
CAWG_03813,1,1,5,1
CAWG_03814,17058,11996,4713,8048
CAWG_03816,2368,2684,2664,2097
CAWG_03818,1580,2000,2280,2219
CAWG_03819,2075,1415,948,1077
CAWG_03820,359,247,268,290
CAWG_03821,395,171,156,87
CAWG_03823,67,102,63,75
CAWG_03825,532,822,716,665
CAWG_03828,479,192,404,296
CAWG_03838,855,907,826,1102
CAWG_03840,189,299,233,167
CAWG_03841,0,0,0,0
CAWG_03842,122,94,136,168
CAWG_03845,787,796,564,552
CAWG_03846,0,1,0,0
CAWG_03847,8,14,4,15
CAWG_03851,89,172,62,77
CAWG_03852,2197,2212,2095,1692
CAWG_03855,1919,1965,2402,1505
CAWG_03858,535,269,543,676
CAWG_03859,40,42,19,26
CAWG_03860,94,75,46,66
CAWG_03862,265,331,184,252
CAWG_03865,2721,1972,766,695
CAWG_03872,1,71,0,31
CAWG_03874,284,356,330,344
CAWG_03875,1350,789,835,986
CAWG_03876,880,844,512,626
CAWG_03883,7,11,17,8
CAWG_03885,293,303,211,231
CAWG_03886,4197,4432,4845,3963
CAWG_03889,0,0,0,0
CAWG_03892,380,557,314,583
CAWG_03894,531,424,293,257
CAWG_03895,1209,1586,636,1009
CAWG_03896,497,530,395,516
CAWG_03899,103,104,38,42
CAWG_03903,427,429,268,475
CAWG_03906,95,104,113,97
CAWG_03908,295,367,161,319
CAWG_03909,1947,1732,1415,1768
CAWG_03913,36,37,12,42
CAWG_03914,395,650,302,469
CAWG_03915,24,46,18,22
CAWG_03917,36,27,68,32
CAWG_03918,0,0,0,0
CAWG_03921,281,314,328,289
CAWG_03923,20,13,27,26
CAWG_03925,641,734,739,758
CAWG_03932,992,1223,1242,1174
CAWG_03933,2001,1540,1670,2505
CAWG_03938,1245,1288,1421,1076
CAWG_03939,808,874,1531,2307
CAWG_03940,521,540,228,298
CAWG_03942,425,491,156,182
CAWG_03944,213,183,164,121
CAWG_03946,144,139,56,53
CAWG_03947,123,71,145,190
CAWG_03948,21,37,32,44
CAWG_03950,239,233,240,226
CAWG_03952,410,352,491,379
CAWG_03954,36,31,16,29
CAWG_03955,88,76,124,88
CAWG_03956,72,53,92,70
CAWG_03958,87,113,56,93
CAWG_03960,495,495,383,492
CAWG_03961,132,161,67,94
CAWG_03962,0,0,0,0
CAWG_03963,96,91,19,47
CAWG_03964,8,5,0,3
CAWG_03965,1070,577,680,902
CAWG_03966,170,511,395,684
CAWG_03967,545,623,457,376
CAWG_03969,96,112,108,123
CAWG_03973,370,519,120,253
CAWG_03974,26,48,118,142
CAWG_04060,1458,1045,0,0
CAWG_03978,35,43,33,24
CAWG_03980,4,3,4,3
CAWG_03981,0,0,1,0
CAWG_03982,291,386,94,154
CAWG_03986,15,20,13,26
CAWG_03989,20,36,17,17
CAWG_03990,2,1,23,6
CAWG_03991,3,2,4,3
CAWG_03992,355,368,281,363
CAWG_03993,183,184,131,153
CAWG_03995,118,87,50,54
CAWG_03997,20,30,33,9
CAWG_04000,1086,942,895,733
CAWG_04002,1774,1997,1835,1848
CAWG_04003,228,285,131,131
CAWG_04004,57,62,55,42
CAWG_04005,2091,1763,1224,2040
CAWG_04010,327,269,279,286
CAWG_04013,255,248,128,217
CAWG_04015,0,0,0,0
CAWG_04016,0,0,0,0
CAWG_04017,966,901,1067,954
CAWG_04023,47,256,117,129
CAWG_04028,768,611,684,794
CAWG_04029,6,21,13,10
CAWG_04032,0,0,0,0
CAWG_04033,1,0,0,0
CAWG_04035,100,88,125,116
CAWG_04038,246,220,155,149
CAWG_04039,90,83,71,74
CAWG_04042,357,254,203,259
CAWG_04043,0,4,3,5
CAWG_04046,79,100,116,85
CAWG_04047,11,14,19,10
CAWG_04049,2080,2041,2654,2301
CAWG_04052,255,332,253,239
CAWG_04056,333,373,262,283
CAWG_04063,194,186,202,187
CAWG_04064,10781,13675,20036,21972
CAWG_04065,4231,3286,2745,3867
CAWG_04066,1728,1531,1947,1858
CAWG_04067,32,19,14,21
CAWG_04068,4633,6152,4283,8104
CAWG_04069,3795,2737,2908,2541
CAWG_04074,55,41,34,74
CAWG_04076,175,127,64,100
CAWG_04081,1469,1364,1034,1073
CAWG_04082,495,362,482,495
CAWG_04083,3851,6182,4450,7497
CAWG_04085,3089,3536,3055,2612
CAWG_04086,2228,2467,2331,1956
CAWG_04089,8481,1120,557,916
CAWG_04090,456,377,300,726
CAWG_04091,1315,1560,1132,1218
CAWG_04098,67,121,36,44
CAWG_04100,1034,1076,1026,1163
CAWG_04106,5076,5339,4094,1450
CAWG_04109,235,167,187,194
CAWG_04113,342,303,382,331
CAWG_04114,1587,1359,1058,983
CAWG_04115,128,144,80,134
CAWG_04118,6140,4987,4728,3744
CAWG_04121,587,804,399,330
CAWG_04122,345,251,140,155
CAWG_04123,31,98,83,92
CAWG_04124,128,127,151,138
CAWG_04132,323,722,159,500
CAWG_04137,1512,2976,1524,1555
CAWG_04138,2164,2840,1686,1342
CAWG_04139,269,433,260,286
CAWG_04140,2239,2174,2426,1513
CAWG_04141,271,310,97,213
CAWG_04142,2185,1210,1779,3388
CAWG_04143,2026,1342,1487,2751
CAWG_04146,0,0,0,0
CAWG_04148,460,499,440,446
CAWG_04149,157,223,202,288
CAWG_04150,89,80,143,227
CAWG_04151,173,263,60,83
CAWG_04152,128,144,85,145
CAWG_04156,285,413,194,270
CAWG_04158,11146,9505,6066,2692
CAWG_04162,362,419,467,399
CAWG_04163,2531,1760,1537,1392
CAWG_04164,467,484,512,481
CAWG_04169,167,81,39,34
CAWG_04172,432,406,416,417
CAWG_04174,2386,1038,928,801
CAWG_04178,49,24,1,76
CAWG_04180,333,255,204,304
CAWG_04186,57,68,42,89
CAWG_04189,175,178,234,212
CAWG_04190,29,25,32,42
CAWG_04191,242,93,112,125
CAWG_04194,199,199,132,140
CAWG_04208,26,19,14,15
CAWG_04210,250,0,410,0
CAWG_04211,1194,821,835,852
CAWG_04215,1347,956,587,968
CAWG_04216,2268,1745,1833,3667
CAWG_04218,214,251,42,96
CAWG_04219,59,99,20,63
CAWG_04220,744,1191,472,605
CAWG_04223,162,114,120,160
CAWG_04224,25,5,7,8
CAWG_04225,328,315,351,340
CAWG_04226,2399,2713,19,2518
CAWG_04230,4,10,2,4
CAWG_04236,217,173,136,180
CAWG_04237,79,67,125,110
CAWG_04241,2180,2709,2983,2825
CAWG_04243,1468,1551,622,924
CAWG_04244,583,1450,699,1231
CAWG_04246,384,541,296,375
CAWG_04247,924,1637,1623,1374
CAWG_04248,2953,2103,2311,2418
CAWG_04249,63,48,35,49
CAWG_04251,127,124,73,90
CAWG_04253,160,148,82,96
CAWG_04255,413,399,591,811
CAWG_04256,338,334,566,578
CAWG_04257,112,155,149,191
CAWG_04258,63,68,70,66
CAWG_04260,71,57,51,49
CAWG_04262,509,397,487,656
CAWG_04264,5,11,24,13
CAWG_04268,115,74,92,54
CAWG_04272,51,72,57,47
CAWG_04274,658,516,404,525
CAWG_04275,97,39,17,41
CAWG_04276,1854,2065,2308,2695
CAWG_04279,17,22,22,23
CAWG_04280,231,288,449,809
CAWG_04281,272,200,143,180
CAWG_04283,54,79,35,68
CAWG_04284,232,119,77,139
